"Path","Name","Type","Mode","Optionality","Label","Default Value","Async Input","Async Output"
"cds/steer/experience_rating/raw_data_error/accepted_missing_value/requirement","requirement","str","output","n/a","Requirement","n/a","n/a","['steer_validate_raw_data_task', 'steer_format_raw_data_task']"
"cds/steer/experience_rating/raw_data_error/accepted_missing_value/column_name","column_name","str","output","n/a","Column Name","n/a","n/a","['steer_validate_raw_data_task', 'steer_format_raw_data_task']"
"cds/steer/experience_rating/raw_data_error/accepted_missing_value/cell_address","cell_address","str","output","n/a","Row","n/a","n/a","['steer_validate_raw_data_task', 'steer_format_raw_data_task']"
"cds/steer/experience_rating/raw_data_error/accepted_missing_value/value_found","value_found","str","output","n/a","Value Found","n/a","n/a","['steer_validate_raw_data_task', 'steer_format_raw_data_task']"
"cds/steer/experience_rating/raw_data_error/accepted_missing_value","accepted_missing_value","list","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/steer/experience_rating/raw_data_error/field_type/requirement","requirement","str","output","n/a","Requirement","n/a","n/a","['steer_validate_raw_data_task', 'steer_format_raw_data_task']"
"cds/steer/experience_rating/raw_data_error/field_type/column_name","column_name","str","output","n/a","Column Name","n/a","n/a","['steer_validate_raw_data_task', 'steer_format_raw_data_task']"
"cds/steer/experience_rating/raw_data_error/field_type/cell_address","cell_address","str","output","n/a","Row","n/a","n/a","['steer_validate_raw_data_task', 'steer_format_raw_data_task']"
"cds/steer/experience_rating/raw_data_error/field_type/value_found","value_found","str","output","n/a","Value Found","n/a","n/a","['steer_validate_raw_data_task', 'steer_format_raw_data_task']"
"cds/steer/experience_rating/raw_data_error/field_type","field_type","list","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/steer/experience_rating/raw_data_error/value_within_range/requirement","requirement","str","output","n/a","Requirement","n/a","n/a","['steer_validate_raw_data_task', 'steer_format_raw_data_task']"
"cds/steer/experience_rating/raw_data_error/value_within_range/column_name","column_name","str","output","n/a","Column Name","n/a","n/a","['steer_validate_raw_data_task', 'steer_format_raw_data_task']"
"cds/steer/experience_rating/raw_data_error/value_within_range/cell_address","cell_address","str","output","n/a","Row","n/a","n/a","['steer_validate_raw_data_task', 'steer_format_raw_data_task']"
"cds/steer/experience_rating/raw_data_error/value_within_range/value_found","value_found","str","output","n/a","Value Found","n/a","n/a","['steer_validate_raw_data_task', 'steer_format_raw_data_task']"
"cds/steer/experience_rating/raw_data_error/value_within_range","value_within_range","list","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/steer/experience_rating/raw_data_error","raw_data_error","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/steer/experience_rating/processed_claims/reference","reference","str","output","n/a","Reference","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/claimant","claimant","str","output","n/a","Claimant","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/insured","insured","str","output","n/a","Insured","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/status","status","str","output","n/a","Status","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incident_date","incident_date","date","output","n/a","Incident
date","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/report_date","report_date","date","output","n/a","Report date","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/closed_date","closed_date","date","output","n/a","Closed date","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incident_year","incident_year","int","output","n/a","Incident
year","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/policy_year","policy_year","int","output","n/a","Policy year","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/closed_year","closed_year","int","output","n/a","Closed year","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/policy_limit","policy_limit","str","output","n/a","Policy limit","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/policy_excess","policy_excess","float","output","n/a","Policy
excess","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_claims","incurred_claims","float","output","n/a","Incurred
Claims","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/inflated_claims","inflated_claims","float","output","n/a","Inflated
Claims","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_capped","incurred_capped","float","output","n/a","Incurred
Capped","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/trended_claim","trended_claim","float","output","n/a","Trended
Claim","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/trended_expenses","trended_expenses","float","output","n/a","Trended
Expenses","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/claim_ranking","claim_ranking","int","output","n/a","Claim
Ranking","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/row_number","row_number","int","output","n/a","Row Number","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_01","paid_dy_01","float","output","n/a","Paid DY 01","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_02","paid_dy_02","float","output","n/a","Paid DY 02","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_03","paid_dy_03","float","output","n/a","Paid DY 03","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_04","paid_dy_04","float","output","n/a","Paid DY 04","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_05","paid_dy_05","float","output","n/a","Paid DY 05","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_06","paid_dy_06","float","output","n/a","Paid DY 06","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_07","paid_dy_07","float","output","n/a","Paid DY 07","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_08","paid_dy_08","float","output","n/a","Paid DY 08","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_09","paid_dy_09","float","output","n/a","Paid DY 09","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_10","paid_dy_10","float","output","n/a","Paid DY 10","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_11","paid_dy_11","float","output","n/a","Paid DY 11","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_12","paid_dy_12","float","output","n/a","Paid DY 12","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_13","paid_dy_13","float","output","n/a","Paid DY 13","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_14","paid_dy_14","float","output","n/a","Paid DY 14","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_15","paid_dy_15","float","output","n/a","Paid DY 15","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_16","paid_dy_16","float","output","n/a","Paid DY 16","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_17","paid_dy_17","float","output","n/a","Paid DY 17","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_18","paid_dy_18","float","output","n/a","Paid DY 18","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_19","paid_dy_19","float","output","n/a","Paid DY 19","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_20","paid_dy_20","float","output","n/a","Paid DY 20","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_21","paid_dy_21","float","output","n/a","Paid DY 21","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_22","paid_dy_22","float","output","n/a","Paid DY 22","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_23","paid_dy_23","float","output","n/a","Paid DY 23","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_24","paid_dy_24","float","output","n/a","Paid DY 24","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_dy_25","paid_dy_25","float","output","n/a","Paid DY 25","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_01","incurred_dy_01","float","output","n/a","Incurred DY
01","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_02","incurred_dy_02","float","output","n/a","Incurred DY
02","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_03","incurred_dy_03","float","output","n/a","Incurred DY
03","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_04","incurred_dy_04","float","output","n/a","Incurred DY
04","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_05","incurred_dy_05","float","output","n/a","Incurred DY
05","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_06","incurred_dy_06","float","output","n/a","Incurred DY
06","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_07","incurred_dy_07","float","output","n/a","Incurred DY
07","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_08","incurred_dy_08","float","output","n/a","Incurred DY
08","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_09","incurred_dy_09","float","output","n/a","Incurred DY
09","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_10","incurred_dy_10","float","output","n/a","Incurred DY
10","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_11","incurred_dy_11","float","output","n/a","Incurred DY
11","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_12","incurred_dy_12","float","output","n/a","Incurred DY
12","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_13","incurred_dy_13","float","output","n/a","Incurred DY
13","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_14","incurred_dy_14","float","output","n/a","Incurred DY
14","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_15","incurred_dy_15","float","output","n/a","Incurred DY
15","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_16","incurred_dy_16","float","output","n/a","Incurred DY
16","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_17","incurred_dy_17","float","output","n/a","Incurred DY
17","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_18","incurred_dy_18","float","output","n/a","Incurred DY
18","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_19","incurred_dy_19","float","output","n/a","Incurred DY
19","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_20","incurred_dy_20","float","output","n/a","Incurred DY
20","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_21","incurred_dy_21","float","output","n/a","Incurred DY
21","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_22","incurred_dy_22","float","output","n/a","Incurred DY
22","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_23","incurred_dy_23","float","output","n/a","Incurred DY
23","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_24","incurred_dy_24","float","output","n/a","Incurred DY
24","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_dy_25","incurred_dy_25","float","output","n/a","Incurred DY
25","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_01","paid_expenses_dy_01","float","output","n/a","Paid
Expenses DY
01","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_02","paid_expenses_dy_02","float","output","n/a","Paid
Expenses DY
02","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_03","paid_expenses_dy_03","float","output","n/a","Paid
Expenses DY
03","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_04","paid_expenses_dy_04","float","output","n/a","Paid
Expenses DY
04","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_05","paid_expenses_dy_05","float","output","n/a","Paid
Expenses DY
05","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_06","paid_expenses_dy_06","float","output","n/a","Paid
Expenses DY
06","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_07","paid_expenses_dy_07","float","output","n/a","Paid
Expenses DY
07","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_08","paid_expenses_dy_08","float","output","n/a","Paid
Expenses DY
08","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_09","paid_expenses_dy_09","float","output","n/a","Paid
Expenses DY
09","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_10","paid_expenses_dy_10","float","output","n/a","Paid
Expenses DY
10","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_11","paid_expenses_dy_11","float","output","n/a","Paid
Expenses DY
11","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_12","paid_expenses_dy_12","float","output","n/a","Paid
Expenses DY
12","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_13","paid_expenses_dy_13","float","output","n/a","Paid
Expenses DY
13","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_14","paid_expenses_dy_14","float","output","n/a","Paid
Expenses DY
14","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_15","paid_expenses_dy_15","float","output","n/a","Paid
Expenses DY
15","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_16","paid_expenses_dy_16","float","output","n/a","Paid
Expenses DY
16","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_17","paid_expenses_dy_17","float","output","n/a","Paid
Expenses DY
17","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_18","paid_expenses_dy_18","float","output","n/a","Paid
Expenses DY
18","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_19","paid_expenses_dy_19","float","output","n/a","Paid
Expenses DY
19","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_20","paid_expenses_dy_20","float","output","n/a","Paid
Expenses DY
20","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_21","paid_expenses_dy_21","float","output","n/a","Paid
Expenses DY
21","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_22","paid_expenses_dy_22","float","output","n/a","Paid
Expenses DY
22","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_23","paid_expenses_dy_23","float","output","n/a","Paid
Expenses DY
23","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_24","paid_expenses_dy_24","float","output","n/a","Paid
Expenses DY
24","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/paid_expenses_dy_25","paid_expenses_dy_25","float","output","n/a","Paid
Expenses DY
25","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_expenses_dy_01","incurred_expenses_dy_01","float","output","n/a","Incurred
Expenses DY
01","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_expenses_dy_02","incurred_expenses_dy_02","float","output","n/a","Incurred
Expenses DY
02","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_expenses_dy_03","incurred_expenses_dy_03","float","output","n/a","Incurred
Expenses DY
03","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
"cds/steer/experience_rating/processed_claims/incurred_expenses_dy_04","incurred_expenses_dy_04","float","output","n/a","Incurred
Expenses DY
04","n/a","['steer_tri_exclusions_setup_task', 'steer_tri_count_exclusions_setup_task', 'steer_populate_bc_patterns_task']","['steer_format_raw_data_task']"
