Num Est,Very Low,Low,Medium Low,Medium,High
29,0.999520800858203,0.999152296201143,0.99728297574563,0.984273908261179,0.710190175449256
30,0.999503692934411,0.999122038929335,0.997186144587002,0.983719220312668,0.702133930815547
31,0.99948658544716,0.999091782888906,0.997089327569611,0.983165007105742,0.694207431133075
32,0.999469478396358,0.999061528079875,0.996992524690889,0.982611268132015,0.68640826313184
33,0.999452371782045,0.999031274502147,0.996895735948256,0.982058002883732,0.678734062063157
34,0.9994352656042,0.999001022155654,0.996798961339152,0.981505210853768,0.671182510675657
35,0.999418159862793,0.998970771040373,0.996702200861002,0.980952891535627,0.663751338213608
36,0.999401054557826,0.998940521156218,0.996605454511223,0.980401044423444,0.656438319437082
37,0.999383949689269,0.998910272503153,0.996508722287256,0.97984966901198,0.649241273663466
38,0.999366845257126,0.998880025081093,0.996412004186525,0.979298764796625,0.642158063829845
39,0.999349741261395,0.998849778890035,0.996315300206454,0.978748331273393,0.63518659557579
40,0.999332637702024,0.998819533929851,0.996218610344482,0.978198367938926,0.628324816346101
41,0.999315534579028,0.998789290200548,0.996121934598036,0.977648874290488,0.621570714513053
42,0.999298431892366,0.998759047702004,0.996025272964546,0.977099849825969,0.614922318517713
43,0.99928132964206,0.998728806434217,0.995928625441455,0.976551294043879,0.608377696029907
44,0.999264227828073,0.998698566397123,0.995831992026176,0.976003206443354,0.601934953126421
45,0.99924712645039,0.998668327590639,0.995735372716151,0.975455586524147,0.595592233487016
46,0.999230025509019,0.998638090014743,0.995638767508822,0.974908433786633,0.589347717607893
47,0.999212925003939,0.998607853669352,0.995542176401611,0.974361747731808,0.583199622032179
48,0.999195824935119,0.998577618554407,0.995445599391963,0.973815527861284,0.577146198597093
49,0.999178725302544,0.99854738466988,0.995349036477297,0.973269773677293,0.571185733697397
50,0.999161626106241,0.998517152015671,0.995252487655063,0.97272448468268,0.56531654756478
51,0.999144527346146,0.998486920591756,0.995155952922698,0.972179660380912,0.559536993562819
52,0.999127429022277,0.998456690398072,0.995059432277625,0.971635300276065,0.55384545749718
53,0.999110331134616,0.99842646143456,0.994962925717297,0.971091403872834,0.548240356940701
54,0.999093233683127,0.998396233701148,0.994866433239141,0.970547970676525,0.54272014057305
55,0.999076136667826,0.9983660071978,0.994769954840599,0.970005000193057,0.537283287534622
56,0.999059040088678,0.998335781924455,0.994673490519109,0.969462491928961,0.531928306794359
57,0.999041943945672,0.998305557881049,0.994577040272109,0.968920445391379,0.526653736531194
58,0.999024848238812,0.998275335067551,0.994480604097041,0.968378860088064,0.521458143528808
59,0.999007752968067,0.998245113483872,0.99438418199135,0.967837735527376,0.516340122583412
60,0.998990658133438,0.99821489312996,0.994287773952467,0.967297071218286,0.51129829592426
61,0.998973563734875,0.998184674005776,0.994191379977834,0.966756866670371,0.50633131264662
62,0.998956469772427,0.998154456111232,0.994095000064909,0.966217121393815,0.501437848156922
63,0.998939376246016,0.998124239446318,0.993998634211112,0.965677834899407,0.5
64,0.998922283155677,0.998094024010916,0.993902282413908,0.965139006698544,0.5
65,0.998905190501361,0.99806380980504,0.993805944670725,0.964600636303225,0.5
66,0.998888098283083,0.998033596828581,0.993709620979009,0.964062723226052,0.5
67,0.998871006500807,0.998003385081503,0.993613311336212,0.963525266980232,0.5
68,0.998853915154526,0.997973174563739,0.993517015739775,0.962988267079571,0.5
69,0.998836824244241,0.997942965275245,0.993420734187146,0.962451723038478,0.5
70,0.998819733769917,0.997912757215943,0.993324466675766,0.961915634371961,0.5
71,0.998802643731555,0.997882550385811,0.993228213203082,0.961380000595628,0.5
72,0.998785554129133,0.997852344784745,0.993131973766552,0.960844821225684,0.5
73,0.998768464962639,0.997822140412745,0.993035748363613,0.960310095778935,0.5
74,0.998751376232056,0.997791937269706,0.992939536991714,0.95977582377278,0.5
75,0.998734287937377,0.9977617353556,0.992843339648309,0.959242004725216,0.5
76,0.998717200078587,0.997731534670354,0.992747156330845,0.958708638154836,0.5
77,0.998700112655676,0.99770133521391,0.992650987036771,0.958175723580824,0.5
78,0.998683025668618,0.997671136986224,0.992554831763539,0.957643260522962,0.5
79,0.99866593911741,0.997640939987234,0.992458690508602,0.957111248501623,0.5
80,0.998648853002048,0.99761074421689,0.992362563269407,0.95657968703777,0.5
81,0.998631767322493,0.997580549675123,0.992266450043412,0.95604857565296,0.5
82,0.99861468207874,0.997550356361874,0.992170350828067,0.955517913869338,0.5
83,0.998597597270776,0.997520164277109,0.992074265620822,0.95498770120964,0.5
84,0.998580512898608,0.997489973420753,0.991978194419136,0.954457937197191,0.5
85,0.998563428962193,0.997459783792741,0.99188213722046,0.953928621355902,0.5
86,0.998546345461536,0.997429595393047,0.991786094022252,0.953399753210272,0.5
87,0.998529262396616,0.997399408221582,0.991690064821962,0.952871332285389,0.5
88,0.998512179767426,0.997369222278297,0.99159404961705,0.952343358106923,0.5
89,0.998495097573931,0.997339037563144,0.991498048404975,0.951815830201129,0.5
90,0.998478015816139,0.997308854076066,0.991402061183188,0.951288748094847,0.5
91,0.998460934494039,0.997278671817013,0.991306087949149,0.9507621113155,0.5
92,0.998443853607596,0.997248490785911,0.991210128700315,0.950235919391093,0.5
93,0.998426773156821,0.997218310982717,0.991114183434148,0.949710171850213,0.5
94,0.998409693141678,0.997188132407348,0.991018252148105,0.949184868222027,0.5
95,0.998392613562167,0.997157955059787,0.990922334839646,0.948660008036282,0.5
96,0.998375534418279,0.997127778939957,0.99082643150623,0.948135590823304,0.5
97,0.998358455709985,0.997097604047794,0.99073054214532,0.947611616113999,0.5
98,0.998341377437272,0.997067430383265,0.990634666754374,0.947088083439848,0.5
99,0.998324299600143,0.997037257946285,0.990538805330853,0.94656499233291,0.5
100,0.998307222198578,0.997007086736807,0.990442957872227,0.946042342325819,0.5
200,0.996601679280515,0.993996154978105,0.980928301318811,0.895927124946771,0.5
300,0.994900478212404,0.990997441225722,0.971550762067244,0.849783370393395,0.5
400,0.993203605420758,0.988010889253464,0.962307881364888,0.807221714477574,0.5
500,0.991511047380179,0.985036443113391,0.953197251179122,0.767896746477013,0.5
600,0.989822790613168,0.982074047134393,0.944216513049039,0.731501526142124,0.5
700,0.98813882168995,0.979123645920746,0.935363356964838,0.697762835494155,0.5
800,0.986459127228269,0.976185184350683,0.926635520274201,0.666437061766765,0.5
900,0.984783693893231,0.973258607574965,0.918030786614991,0.637306623008423,0.5
1000,0.983112508397108,0.970343861015473,0.909546984873595,0.610176860750008,0.5
1100,0.981445557499162,0.967440890363794,0.901181988168274,0.584873335099926,0.5
1200,0.979782828005464,0.964549641579825,0.892933712856897,0.561239466952352,0.5
1300,0.978124306768713,0.961670060890378,0.884800117568432,0.539134479931962,0.5
1400,0.97646998068806,0.958802094787794,0.876779202257621,0.518431601461187,0.5
1500,0.974819836708932,0.955945690028569,0.868869007282228,0.5,0.5
1600,0.97317386182285,0.953100793631979,0.861067612502332,0.5,0.5
1700,0.971532043067254,0.950267352878718,0.853373136401076,0.5,0.5
1800,0.969894367525332,0.947445315309546,0.845783735226365,0.5,0.5
1900,0.968260822325836,0.944634628723936,0.838297602152978,0.5,0.5
2000,0.966631394642918,0.941835241178732,0.83091296646458,0.5,0.5
2100,0.96500607169595,0.939047100986825,0.823628092755153,0.5,0.5
2200,0.963384840749352,0.93627015671581,0.816441280149345,0.5,0.5
2300,0.961767689112422,0.933504357186682,0.809350861541279,0.5,0.5
2400,0.960154604139163,0.930749651472514,0.802355202851362,0.5,0.5
2500,0.95854557322811,0.928005988897156,0.795452702300638,0.5,0.5
2600,0.956940583822166,0.92527331903393,0.788641789702264,0.5,0.5
2700,0.955339623408425,0.92255159170435,0.78192092576967,0.5,0.5
2800,0.953742679518012,0.919840756976825,0.775288601441,0.5,0.5
2900,0.952149739725906,0.917140765165391,0.768743337219428,0.5,0.5
3000,0.950560791650779,0.914451566828436,0.762283682528957,0.5,0.5
3100,0.948975822954827,0.911773112767432,0.755908215085317,0.5,0.5
3200,0.947394821343604,0.909105354025687,0.749615540281589,0.5,0.5
3300,0.945817774565856,0.906448241887089,0.743404290588201,0.5,0.5
3400,0.944244670413358,0.90380172787486,0.73727312496693,0.5,0.5
3500,0.942675496720749,0.901165763750324,0.731220728298566,0.5,0.5
3600,0.94111024136537,0.898540301511677,0.72524581082392,0.5,0.5
3700,0.939548892267098,0.895925293392755,0.719347107597821,0.5,0.5
3800,0.937991437388187,0.893320691861828,0.713523377955807,0.5,0.5
3900,0.936437864733105,0.89072644962038,0.707773404993186,0.5,0.5
4000,0.934888162348376,0.88814251960191,0.702095995056168,0.5,0.5
4100,0.933342318322416,0.885568854970734,0.696489977244774,0.5,0.5
4200,0.931800320785376,0.88300540912079,0.690954202927231,0.5,0.5
4300,0.930262157908982,0.880452135674457,0.685487545265576,0.5,0.5
4400,0.928727817906379,0.877908988481374,0.680088898752193,0.5,0.5
4500,0.92719728903197,0.87537592161727,0.674757178757019,0.5,0.5
4600,0.92567055958126,0.872852889382794,0.669491321085157,0.5,0.5
4700,0.924147617890705,0.870339846302362,0.664290281544649,0.5,0.5
4800,0.922628452337548,0.867836747122993,0.659153035524147,0.5,0.5
4900,0.921113051339669,0.865343546813173,0.654078577580265,0.5,0.5
5000,0.919601403355432,0.862860200561708,0.649065921034358,0.5,0.5
5100,0.918093496883524,0.860386663776586,0.644114097578505,0.5,0.5
5200,0.916589320462811,0.857922892083856,0.639222156890482,0.5,0.5
5300,0.91508886267218,0.855468841326496,0.634389166257494,0.5,0.5
5400,0.913592112130387,0.853024467563303,0.629614210208464,0.5,0.5
5500,0.912099057495907,0.85058972706778,0.624896390154673,0.5,0.5
5600,0.910609687466785,0.848164576327028,0.620234824038541,0.5,0.5
5700,0.909123990780481,0.84574897204065,0.615628645990366,0.5,0.5
5800,0.907641956213727,0.843342871119656,0.611077005992819,0.5,0.5
5900,0.906163572582371,0.840946230685378,0.606579069553013,0.5,0.5
6000,0.904688828741234,0.838559008068385,0.602134017381963,0.5,0.5
6100,0.903217713583961,0.83618116080741,0.597741045081268,0.5,0.5
6200,0.901750216042873,0.833812646648278,0.593399362836826,0.5,0.5
6300,0.90028632508882,0.831453423542842,0.589108195119429,0.5,0.5
6400,0.898826029731036,0.829103449647924,0.584866780392068,0.5,0.5
6500,0.897369319016995,0.826762683324264,0.580674370823785,0.5,0.5
6600,0.895916182032262,0.824431083135471,0.576530232009924,0.5,0.5
6700,0.894466607900354,0.822108607846979,0.572433642698614,0.5,0.5
6800,0.893020585782593,0.819795216425014,0.568383894523362,0.5,0.5
6900,0.891578104877964,0.817490868035564,0.564380291741577,0.5,0.5
7000,0.89013915442297,0.815195522043349,0.560422150978914,0.5,0.5
7100,0.888703723691496,0.812909138010806,0.556508800979282,0.5,0.5
7200,0.887271801994662,0.810631675697071,0.552639582360393,0.5,0.5
7300,0.885843378680684,0.808363095056973,0.548813847374713,0.5,0.5
7400,0.884418443134734,0.806103356240031,0.545030959675688,0.5,0.5
7500,0.882996984778802,0.803852419589449,0.541290294089133,0.5,0.5
7600,0.881578993071553,0.801610245641133,0.537591236389637,0.5,0.5
7700,0.880164457508193,0.799376795122695,0.533933183081902,0.5,0.5
7800,0.878753367620325,0.797152028952478,0.530315541186861,0.5,0.5
7900,0.87734571297582,0.794935908238573,0.526737728032491,0.5,0.5
8000,0.875941483178672,0.792728394277847,0.523199171049205,0.5,0.5
8100,0.874540667868865,0.790529448554982,0.5196993075697,0.5,0.5
8200,0.87314325672224,0.78833903274151,0.516237584633184,0.5,0.5
8300,0.871749239450353,0.786157108694852,0.512813458793856,0.5,0.5
8400,0.870358605800348,0.783983638457377,0.509426395933547,0.5,0.5
8500,0.868971345554815,0.781818584255446,0.506075871078436,0.5,0.5
8600,0.867587448531665,0.779661908498475,0.50276136821973,0.5,0.5
8700,0.866206904583988,0.777513573778001,0.5,0.5,0.5
8800,0.864829703599927,0.775373542866744,0.5,0.5,0.5
8900,0.863455835502543,0.773241778717689,0.5,0.5,0.5
9000,0.862085290249685,0.771118244463156,0.5,0.5,0.5
9100,0.860718057833855,0.769002903413891,0.5,0.5,0.5
9200,0.859354128282086,0.766895719058152,0.5,0.5,0.5
9300,0.857993491655801,0.764796655060797,0.5,0.5,0.5
9400,0.856636138050691,0.762705675262392,0.5,0.5,0.5
9500,0.855282057596587,0.760622743678304,0.5,0.5,0.5
9600,0.853931240457325,0.758547824497817,0.5,0.5,0.5
9700,0.852583676830624,0.756480882083236,0.5,0.5,0.5
9800,0.851239356947957,0.754421880969012,0.5,0.5,0.5
9900,0.849898271074421,0.752370785860859,0.5,0.5,0.5
10000,0.848560409508616,0.750327561634881,0.5,0.5,0.5
