Num Est,Very Low,Low,Medium Low,Medium,High
1,0.999999999999901,1.00000000000059,0.999999999999975,1.00000000000002,0.999999999999998
2,0.999982879848797,0.999969708225352,0.999902771839212,0.999431810290595,0.987096774193548
3,0.999965760134015,0.999939417683474,0.999805557892046,0.998864109817561,0.974415539368714
4,0.999948640856237,0.999909128374815,0.999708358155835,0.998296898054479,0.96195199892585
5,0.999931522015493,0.999878840299045,0.999611172627971,0.997730174475555,0.949701944969307
6,0.999914403611627,0.999848553455998,0.99951400130586,0.997163938555695,0.937661256399814
7,0.999897285644396,0.999818267845789,0.999416844186962,0.996598189770436,0.925825897049061
8,0.999880168114131,0.999787983468355,0.999319701268637,0.996032927595966,0.914191913855531
9,0.999863051020622,0.999757700323564,0.999222572548333,0.995468151509129,0.902755435080631
10,0.999845934363916,0.999727418411368,0.999125458023422,0.994903860987429,0.891512668564244
11,0.999828818143959,0.999697137731777,0.999028357691354,0.994340055509015,0.880459900018774
12,0.999811702360842,0.999666858284607,0.998931271549549,0.99377673455268,0.869593491360851
13,0.999794587014335,0.999636580069991,0.998834199595438,0.993213897597879,0.858909879079832
14,0.999777472104656,0.999606303087651,0.998737141826384,0.992651544124704,0.848405572642263
15,0.999760357631668,0.999576027337744,0.998640098239844,0.992089673613903,0.838077152931503
16,0.999743243595442,0.999545752820002,0.998543068833227,0.991528285546859,0.827921270721715
17,0.999726129995847,0.999515479534583,0.998446053603944,0.990967379405614,0.817934645185451
18,0.99970901683294,0.999485207481251,0.998349052549407,0.990406954672847,0.808114062434069
19,0.999691904106714,0.999454936660038,0.998252065667043,0.989847010831882,0.798456374090255
20,0.999674791817152,0.999424667070838,0.998155092954294,0.989287547366685,0.788958495891917
21,0.999657679964237,0.999394398713728,0.998058134408534,0.988728563761865,0.779617406326755
22,0.999640568547929,0.999364131588461,0.997961190027232,0.988170059502675,0.770430145296815
23,0.999623457568264,0.999333865695107,0.997864259807774,0.987612034075003,0.761393812812348
24,0.999606347025158,0.999303601033547,0.997767343747585,0.98705448696538,0.752505567714324
25,0.99958923691867,0.9992733376038,0.997670441844114,0.986497417660973,0.743762626424957
26,0.999572127248723,0.999243075405688,0.997573554094751,0.98594082564959,0.735162261725611
27,0.999555018015355,0.999212814439282,0.997476680496931,0.98538471041967,0.726701801561469
28,0.999537909218517,0.999182554704449,0.997379821048095,0.984829071460297,0.718378627872376
