Name,Mode,CDS level,Coverage,Relative path,Rater Defined?,Type,Default,Label hx
base_premium,Output,cds/exposure/granular,,/engineering/leed_cons/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/leed_cons/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/mech/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/mech/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/mech/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/mech/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/mech/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/mech/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/mech_electrical/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/mech_electrical/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/mech_electrical/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/mech_electrical/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/mech_electrical/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/mech_electrical/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/mining/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/mining/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/mining/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/mining/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/mining/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/mining/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/non_destructive_testing/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/non_destructive_testing/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/non_destructive_testing/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/non_destructive_testing/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/non_destructive_testing/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/non_destructive_testing/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/nuclear/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/nuclear/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/nuclear/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/nuclear/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/nuclear/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/nuclear/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/oil_gas/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/oil_gas/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/oil_gas/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/oil_gas/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/oil_gas/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/oil_gas/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/process/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/process/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/process/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/process/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/process/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/process/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/struct_resi_inst/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/struct_resi_inst/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/struct_resi_inst/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/struct_resi_inst/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/struct_resi_inst/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/struct_resi_inst/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/struct_steel_stairs/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/struct_steel_stairs/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/struct_steel_stairs/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/struct_steel_stairs/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/struct_steel_stairs/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/struct_steel_stairs/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/struct_non_resi_inst/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/struct_non_resi_inst/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/struct_non_resi_inst/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/struct_non_resi_inst/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/struct_non_resi_inst/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/struct_non_resi_inst/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/surveyor/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/surveyor/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/surveyor/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/surveyor/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/surveyor/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/surveyor/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/surveyor_resi/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/surveyor_resi/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/surveyor_resi/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/surveyor_resi/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/surveyor_resi/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/surveyor_resi/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/other_one/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/other_one/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/other_one/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Input,cds/exposure/granular,,/engineering/other_one/base_rate_override,Y,float,1,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/other_one/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/other_one/guidelines,Y,str,,Guidelines
other_specify,Input,cds/exposure/granular,,/engineering/other_one/other_specify,Y,str,,Other (Specify)
percentage,Input,cds/exposure/granular,,/engineering/other_two/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/other_two/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/other_two/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Input,cds/exposure/granular,,/engineering/other_two/base_rate_override,Y,float,1,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/other_two/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/other_two/guidelines,Y,str,,Guidelines
other_specify,Input,cds/exposure/granular,,/engineering/other_two/other_specify,Y,str,,Other (Specify)
percentage,Input,cds/exposure/granular,,/engineering/other_three/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/other_three/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/other_three/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Input,cds/exposure/granular,,/engineering/other_three/base_rate_override,Y,float,1,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/other_three/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/other_three/guidelines,Y,str,,Guidelines
other_specify,Input,cds/exposure/granular,,/engineering/other_three/other_specify,Y,str,,Other (Specify)
percentage,Input,cds/exposure/granular,,/engineering/other_four/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/other_four/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/other_four/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Input,cds/exposure/granular,,/engineering/other_four/base_rate_override,Y,float,1,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/other_four/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/other_four/guidelines,Y,str,,Guidelines
other_specify,Input,cds/exposure/granular,,/engineering/other_four/other_specify,Y,str,,Other (Specify)
percentage,Input,cds/exposure/granular,,/engineering/other_five/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/other_five/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/other_five/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Input,cds/exposure/granular,,/engineering/other_five/base_rate_override,Y,float,1,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/other_five/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/other_five/guidelines,Y,str,,Guidelines
other_specify,Input,cds/exposure/granular,,/engineering/other_five/other_specify,Y,str,,Other (Specify)
percentage,Output,cds/exposure/granular,,/engineering/total/percentage,Y,float,,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/total/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/total/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Output,cds/exposure/granular,,/engineering/total/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/total/base_premium,Y,float,,Base Premium
considerations,Output,cds/exposure/granular,,/contractor/considerations,Y,str,,Considerations
percentage,Input,cds/exposure/granular,,/contractor/asbestos_lead/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/asbestos_lead/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/asbestos_lead/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/asbestos_lead/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/asbestos_lead/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/asbestos_lead/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/build_envelop/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/build_envelop/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/build_envelop/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/build_envelop/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/build_envelop/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/build_envelop/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/carpenter/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/carpenter/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/carpenter/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/carpenter/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/carpenter/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/carpenter/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/concrete/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/concrete/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/concrete/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/concrete/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/concrete/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/concrete/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/demolition/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/demolition/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/demolition/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/demolition/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/demolition/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/demolition/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/electrical/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/electrical/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/electrical/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/electrical/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/electrical/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/electrical/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/enviro/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/enviro/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/enviro/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/enviro/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/enviro/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/enviro/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/fp/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/fp/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/fp/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/fp/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/fp/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/fp/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/foundation_excav/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/foundation_excav/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/foundation_excav/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/foundation_excav/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/foundation_excav/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/foundation_excav/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/general_comm/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/general_comm/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/general_comm/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/general_comm/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/general_comm/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/general_comm/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/general_resi/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/general_resi/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/general_resi/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/general_resi/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/general_resi/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/general_resi/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/glazing/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/glazing/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/glazing/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/glazing/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/glazing/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/glazing/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/hvac/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/hvac/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/hvac/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/hvac/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/hvac/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/hvac/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/landscape/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/landscape/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/landscape/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/landscape/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/landscape/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/landscape/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/masonry/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/masonry/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/masonry/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/masonry/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/masonry/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/masonry/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/mech/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/mech/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/mech/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/mech/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/mech/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/mech/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/reno_non_resi/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/reno_non_resi/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/reno_non_resi/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/reno_non_resi/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/reno_non_resi/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/reno_non_resi/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/oil_gas/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/oil_gas/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/oil_gas/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/oil_gas/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/oil_gas/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/oil_gas/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/painting/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/painting/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/painting/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/painting/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/painting/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/painting/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/plumbing/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/plumbing/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/plumbing/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/plumbing/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/plumbing/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/plumbing/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/resi_reno/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/resi_reno/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/resi_reno/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/resi_reno/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/resi_reno/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/resi_reno/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/roofing/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/roofing/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/roofing/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/roofing/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/roofing/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/roofing/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/steel/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/steel/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/steel/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/steel/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/steel/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/steel/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/telecom/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/telecom/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/telecom/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/telecom/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/telecom/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/telecom/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/utilities/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/utilities/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/utilities/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/contractor/utilities/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/utilities/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/utilities/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/contractor/other_one/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/other_one/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/other_one/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Input,cds/exposure/granular,,/contractor/other_one/base_rate_override,Y,float,1,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/other_one/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/other_one/guidelines,Y,str,,Guidelines
other_specify,Input,cds/exposure/granular,,/contractor/other_one/other_specify,Y,str,,Other (Specify)
percentage,Input,cds/exposure/granular,,/contractor/other_two/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/other_two/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/other_two/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Input,cds/exposure/granular,,/contractor/other_two/base_rate_override,Y,float,1,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/other_two/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/other_two/guidelines,Y,str,,Guidelines
other_specify,Input,cds/exposure/granular,,/contractor/other_two/other_specify,Y,str,,Other (Specify)
percentage,Input,cds/exposure/granular,,/contractor/other_three/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/other_three/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/other_three/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Input,cds/exposure/granular,,/contractor/other_three/base_rate_override,Y,float,1,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/other_three/base_premium,Y,float,,Base Premium
