StateCounty,Unknown,No,Yes
ARLonoke County,0.0000000000000000000,0.0000000000000000000,0.1001490521579140000
ARMadison County,0.0000000000000000000,0.0000000000000000000,0.0991120927177669000
ARMarion County,0.0000000000000000000,0.0000000000000000000,0.0986733273105593000
ARMiller County,0.0000000000000000000,0.0000000000000000000,0.0977402678407759000
ARMississippi County,0.0000000000000000000,0.0000000000000000000,0.0844467646543885000
ARMonroe County,0.0000000000000000000,0.0000000000000000000,0.0981466606462289000
ARMontgomery County,0.0000000000000000000,0.0000000000000000000,0.0978813791949011000
ARNevada County,0.0000000000000000000,0.0000000000000000000,0.0974339808192048000
ARNewton County,0.0000000000000000000,0.0000000000000000000,0.0987463357080576000
AROuachita County,0.0000000000000000000,0.0000000000000000000,0.0993261946342048000
ARPerry County,0.0000000000000000000,0.0000000000000000000,0.0987729929354795000
ARPhillips County,0.0000000000000000000,0.0000000000000000000,0.0965072014700157000
ARPike County,0.0000000000000000000,0.0000000000000000000,0.0981484546405236000
ARPoinsett County,0.0000000000000000000,0.0000000000000000000,0.0844141331406782000
ARPolk County,0.0000000000000000000,0.0000000000000000000,0.0992404528841651000
ARPope County,0.0000000000000000000,0.0000000000000000000,0.0988119983837783000
ARPrairie County,0.0000000000000000000,0.0000000000000000000,0.0993299485993544000
ARPulaski County,0.0000000000000000000,0.0000000000000000000,0.0988651655913340000
ARRandolph County,0.0000000000000000000,0.0000000000000000000,0.1005867170348100000
ARSaline County,0.0000000000000000000,0.0000000000000000000,0.0986521884708449000
ARScott County,0.0000000000000000000,0.0000000000000000000,0.0990269151839662000
ARSearcy County,0.0000000000000000000,0.0000000000000000000,0.0994195494128340000
ARSebastian County,0.0000000000000000000,0.0000000000000000000,0.0981496088275109000
ARSevier County,0.0000000000000000000,0.0000000000000000000,0.0988092892429588000
ARSharp County,0.0000000000000000000,0.0000000000000000000,0.0999012271870841000
ARSt. Francis County,0.0000000000000000000,0.0000000000000000000,0.0962997739054678000
ARStone County,0.0000000000000000000,0.0000000000000000000,0.0996370404255582000
ARUnion County,0.0000000000000000000,0.0000000000000000000,0.0986409931625558000
ARVan Buren County,0.0000000000000000000,0.0000000000000000000,0.0986514974149335000
ARWashington County,0.0000000000000000000,0.0000000000000000000,0.0973897778674808000
ARWhite County,0.0000000000000000000,0.0000000000000000000,0.1000639825535820000
ARWoodruff County,0.0000000000000000000,0.0000000000000000000,0.1007278240029290000
ARYell County,0.0000000000000000000,0.0000000000000000000,0.0990917928194417000
AZApache County,0.0000000000000000000,0.0000000000000000000,0.0999349717186035000
AZCochise County,0.0000000000000000000,0.0000000000000000000,0.0998462838414667000
AZCoconino County,0.0000000000000000000,0.0000000000000000000,0.0997075455383711000
AZGila County,0.0000000000000000000,0.0000000000000000000,0.0998264388650560000
AZGraham County,0.0000000000000000000,0.0000000000000000000,0.0990561939638048000
AZGreenlee County,0.0000000000000000000,0.0000000000000000000,0.0997257865520662000
AZLa Paz County,0.0000000000000000000,0.0000000000000000000,0.0990063343198671000
AZMaricopa County,0.0000000000000000000,0.0000000000000000000,0.0994764576476364000
AZMohave County,0.0000000000000000000,0.0000000000000000000,0.0993488402461677000
AZNavajo County,0.0000000000000000000,0.0000000000000000000,0.0998879827989618000
