Country,Statecode,County,StateCounty,WF Buildings,WF Contents,WF BI,WF CatNet Cap
US,CO,San Juan County,COSan Juan County,0.000128616,0.000128616,0.000128616,10
US,CO,San Miguel County,COSan Miguel County,0.000128616,0.000128616,0.000128616,10
US,CO,Sedgwick County,COSedgwick County,0.000128616,0.000128616,0.000128616,10
US,CO,Summit County,COSummit County,0.000128616,0.000128616,0.000128616,10
US,CO,Teller County,COTeller County,0.000128616,0.000128616,0.000128616,10
US,CO,Washington County,COWashington County,0.000128616,0.000128616,0.000128616,10
US,CO,Weld County,COWeld County,0.000128616,0.000128616,0.000128616,10
US,CO,Yuma County,COYuma County,0.000128616,0.000128616,0.000128616,10
US,CT,Fairfield County,CTFairfield County,0.000120993,0.000120993,0.000120993,10
US,CT,Hartford County,CTHartford County,0.000120993,0.000120993,0.000120993,10
US,CT,Litchfield County,CTLitchfield County,0.000120993,0.000120993,0.000120993,10
US,CT,Middlesex County,CTMiddlesex County,0.000120993,0.000120993,0.000120993,10
US,CT,New Haven County,CTNew Haven County,0.000120993,0.000120993,0.000120993,10
US,CT,New London County,CTNew London County,0.000120993,0.000120993,0.000120993,10
US,CT,Tolland County,CTTolland County,0.000120993,0.000120993,0.000120993,10
US,CT,Windham County,CTWindham County,0.000120993,0.000120993,0.000120993,10
US,DC,District of Columbia,DCDistrict of Columbia,0.000120993,0.000120993,0.000120993,10
US,DE,Kent County,DEKent County,0.000120993,0.000120993,0.000120993,10
US,DE,New Castle County,DENew Castle County,0.000120993,0.000120993,0.000120993,10
US,DE,Sussex County,DESussex County,0.000120993,0.000120993,0.000120993,10
US,FL,Alachua County,FLAlachua County,6.48E-05,6.48E-05,6.48E-05,10
US,FL,Baker County,FLBaker County,6.48E-05,6.48E-05,6.48E-05,10
US,FL,Bay County,FLBay County,6.48E-05,6.48E-05,6.48E-05,10
US,FL,Bradford County,FLBradford County,6.48E-05,6.48E-05,6.48E-05,10
US,FL,Brevard County,FLBrevard County,6.48E-05,6.48E-05,6.48E-05,10
US,FL,Broward County,FLBroward County,6.48E-05,6.48E-05,6.48E-05,9
US,FL,Calhoun County,FLCalhoun County,6.48E-05,6.48E-05,6.48E-05,10
US,FL,Charlotte County,FLCharlotte County,6.48E-05,6.48E-05,6.48E-05,9
US,FL,Citrus County,FLCitrus County,6.48E-05,6.48E-05,6.48E-05,10
US,FL,Clay County,FLClay County,6.48E-05,6.48E-05,6.48E-05,10
US,FL,Collier County,FLCollier County,6.48E-05,6.48E-05,6.48E-05,9
US,FL,Columbia County,FLColumbia County,6.48E-05,6.48E-05,6.48E-05,10
US,FL,Desoto County,FLDesoto County,6.48E-05,6.48E-05,6.48E-05,9
US,FL,Dixie County,FLDixie County,6.48E-05,6.48E-05,6.48E-05,10
US,FL,Duval County,FLDuval County,6.48E-05,6.48E-05,6.48E-05,10
US,FL,Escambia County,FLEscambia County,6.48E-05,6.48E-05,6.48E-05,10
US,FL,Flagler County,FLFlagler County,6.48E-05,6.48E-05,6.48E-05,10
US,FL,Franklin County,FLFranklin County,6.48E-05,6.48E-05,6.48E-05,10
US,FL,Gadsden County,FLGadsden County,6.48E-05,6.48E-05,6.48E-05,10
