StateCounty,Contents,BI
ALLamar County,-0.430436773335847000,0.043742588510945500
ALLauderdale County,-0.426503461110763000,-0.006282532360147200
ALLawrence County,-0.429989708427382000,0.202503593579840000
ALLee County,-0.446544839842413000,0.130967047267798000
ALLimestone County,-0.436838519341067000,0.183869976206632000
ALLowndes County,-0.448433003706672000,0.068363622193247800
ALMacon County,-0.456485175051533000,0.043013440380892400
ALMadison County,-0.443346566300772000,0.182091064440336000
ALMarengo County,-0.432979593979757000,0.111460835133985000
ALMarion County,-0.427995298095904000,0.082587115851549400
ALMarshall County,-0.434105889242766000,0.172401626588577000
ALMobile County,-0.454007899845455000,0.083818259747885400
ALMonroe County,-0.439734276927222000,0.106774491319330000
ALMontgomery County,-0.460967780037430000,0.049177579695029800
ALMorgan County,-0.439622638365734000,0.168607072652061000
ALPerry County,-0.432223902002561000,0.174643899387505000
ALPickens County,-0.432479672160409000,0.093216890713053100
ALPike County,-0.451840476311158000,0.063094080507059900
ALRandolph County,-0.440119825194297000,0.158974265820464000
ALRussell County,-0.451909089130310000,0.091309474867457900
ALShelby County,-0.453215809635687000,0.161313368508276000
ALSt. Clair County,-0.445990568829563000,0.165276272000723000
ALSumter County,-0.429813856124832000,0.096644729387145300
ALTalladega County,-0.438814917864801000,0.182085347520518000
ALTallapoosa County,-0.436354984986125000,0.174573119555435000
ALTuscaloosa County,-0.438820098625231000,0.151981090669216000
ALWalker County,-0.433994087387337000,0.163549495753408000
ALWashington County,-0.437089423344776000,0.115672661996941000
ALWilcox County,-0.438930556463331000,0.081966710573235100
ALWinston County,-0.427183266069835000,0.195614784394444000
ARArkansas County,-0.525219842132891000,-0.138320285466579000
ARAshley County,-0.526038516616576000,-0.093175217215465300
ARBaxter County,-0.452150094739807000,0.256598517246512000
ARBenton County,-0.445556290265622000,0.182698408568129000
ARBoone County,-0.433040965590970000,0.262234622695801000
ARBradley County,-0.523866569158832000,-0.091816411721495000
ARCalhoun County,-0.521918850710656000,-0.086206313843226700
ARCarroll County,-0.435874424942966000,0.233618644787623000
ARChicot County,-0.529039223141690000,-0.109899683649681000
ARClark County,-0.444258133232418000,0.170748305482984000
ARClay County,-0.516175733878742000,-0.024669115854559900
ARCleburne County,-0.491467059019245000,0.043434976259600500
ARCleveland County,-0.517764012293378000,-0.055313118183496200
ARColumbia County,-0.461603661299105000,0.056034354290486400
ARConway County,-0.469875125560027000,0.114032957550499000
ARCraighead County,-0.510631414611041000,0.021856963206521300
ARCrawford County,-0.443953351289158000,0.154285607581016000
ARCrittenden County,-0.510815045620227000,0.026847321411220800
ARCross County,-0.509308974516269000,0.020877273118364400
ARDallas County,-0.517242146537454000,-0.056020017555672300
ARDesha County,-0.529872026280067000,-0.139285949795726000
ARDrew County,-0.527894688295111000,-0.113929843252520000
ARFaulkner County,-0.473664160854041000,0.114470241841468000
ARFranklin County,-0.441349640559260000,0.168088564065291000
ARFulton County,-0.490150207499255000,0.212954643454853000
ARGarland County,-0.448104887022684000,0.203419720865784000
ARGrant County,-0.519863044515678000,-0.087412505938510900
ARGreene County,-0.520367954425284000,-0.068242246607577600
ARHempstead County,-0.459499805748640000,0.083325296889580800
ARHot Spring County,-0.484610229871448000,0.049461764347402200
ARHoward County,-0.438392608334470000,0.159657811002875000
ARIndependence County,-0.523561197540563000,-0.075283135117104900
ARIzard County,-0.495055445995795000,0.188799224821959000
ARJackson County,-0.524601604927722000,-0.090473891606469900
ARJefferson County,-0.528824201730608000,-0.148730995036154000
ARJohnson County,-0.448192537299197000,0.138495460055417000
ARLafayette County,-0.469774317688564000,-0.011195331855490000
ARLawrence County,-0.521601805821860000,-0.080391436501983000
ARLee County,-0.520174864771066000,-0.069824675394598200
ARLincoln County,-0.529986330012373000,-0.146661264977431000
ARLittle River County,-0.450120279516221000,0.021366556032788700
ARLogan County,-0.439751366512530000,0.190662515562717000
ARLonoke County,-0.520966966080328000,-0.132200106630907000
ARMadison County,-0.434498110936134000,0.218351765986016000
ARMarion County,-0.436147335070618000,0.211649289428905000
ARMiller County,-0.458505681528549000,0.025809876148019900
ARMississippi County,-0.492129371996583000,0.096695077877524200
ARMonroe County,-0.522332219718351000,-0.126164998392357000
ARMontgomery County,-0.437392830017804000,0.192117499729815000
ARNevada County,-0.449461527586322000,0.153184529644620000
ARNewton County,-0.430878865574488000,0.240012107976604000
AROuachita County,-0.503655268194628000,-0.029989246072722600
ARPerry County,-0.492118088532002000,0.026854874272449500
ARPhillips County,-0.523058330847757000,-0.087200527213895500
ARPike County,-0.464602903237834000,0.092319088375413900
ARPoinsett County,-0.496571821364061000,0.059250350146909000
ARPolk County,-0.432216805704027000,0.213746852963972000
ARPope County,-0.458222065307258000,0.161825321284275000
ARPrairie County,-0.524832785799087000,-0.145125777358148000
ARPulaski County,-0.514542903379889000,-0.067089192599708500
ARRandolph County,-0.522444148104352000,-0.092431873306814300
ARSaline County,-0.505650265122537000,0.001424576284549280
ARScott County,-0.446790345604794000,0.122364958028070000
ARSearcy County,-0.436888365930374000,0.263846433766570000
ARSebastian County,-0.446468672917277000,0.134630819972069000
ARSevier County,-0.436088469133377000,0.167031488957533000
ARSharp County,-0.515932091365420000,-0.000022399515646976
ARSt. Francis County,-0.520736279650816000,-0.057541341059589600
ARStone County,-0.487092845336395000,0.100944162371025000
ARUnion County,-0.488196278003582000,0.034237570755309800
ARVan Buren County,-0.464886706998212000,0.141287421958197000
ARWashington County,-0.444026396813951000,0.203419744488587000
ARWhite County,-0.516010693491825000,-0.106031469015443000
ARWoodruff County,-0.526550846095633000,-0.107619254393219000
ARYell County,-0.478157889007669000,0.083065861009009100
AZApache County,-0.460668634380971000,0.688102283157119000
AZCochise County,-0.464216140451706000,0.065166823830803900
AZCoconino County,-0.462840945540321000,0.326093128774535000
AZGila County,-0.467039023606943000,0.218760074891906000
AZGraham County,-0.463745779967592000,0.081403058403305600
AZGreenlee County,-0.460688257027093000,0.214397622798862000
AZLa Paz County,-0.461632802288069000,-0.041701572221953000
AZMaricopa County,-0.531276359640892000,-0.014999891595669400
AZMohave County,-0.461142472941444000,0.080852433508403500
AZNavajo County,-0.461759933024321000,0.504432556696248000
AZPima County,-0.493347082855390000,0.003595878972042500
AZPinal County,-0.492221237196433000,0.037715678227555200
AZSanta Cruz County,-0.464780176690656000,0.134829948839559000
AZYavapai County,-0.467410097395605000,0.213711323220330000
AZYuma County,-0.465686358553043000,-0.060705731663606700
CAAlameda County,-0.537292473055467000,0.120292669305940000
CAAlpine County,-0.455680312118663000,0.158132344954685000
CAAmador County,-0.461378988691552000,0.190704841519062000
CAButte County,-0.469743220159941000,0.023709508302027600
CACalaveras County,-0.462736322815447000,0.234973133366880000
CAColusa County,-0.482785238622934000,-0.040707682606721000
CAContra Costa County,-0.532224254415786000,0.157531986871046000
CADel Norte County,-0.462159973018498000,0.080862649648407900
CAEl Dorado County,-0.455125814091880000,0.087962665916442100
CAFresno County,-0.484877605287326000,-0.010803450581176800
CAGlenn County,-0.472096705071576000,-0.009834961054532960
CAHumboldt County,-0.462994046876377000,0.167307117500382000
CAImperial County,-0.478927475250777000,0.087385477228761700
CAInyo County,-0.459942288931907000,0.134372234497362000
CAKern County,-0.506911993488850000,0.104297361235240000
CAKings County,-0.490163220144604000,-0.004649009139957580
CALake County,-0.479570670621075000,0.210575711650151000
CALassen County,-0.458213760606699000,0.076029176086723300
CALos Angeles County,-0.531770218258520000,0.072606899172720500
CAMadera County,-0.479955972794195000,0.083295123822823400
CAMarin County,-0.540670414038636000,0.192846652287650000
CAMariposa County,-0.457478558881286000,0.249521305454551000
CAMendocino County,-0.470709166314066000,0.200443834870191000
CAMerced County,-0.492880446997362000,-0.011215374601830800
CAModoc County,-0.457617881872066000,0.106023075167931000
CAMono County,-0.458617338950479000,0.214742046250824000
CAMonterey County,-0.491730841127266000,0.086489025512639400
CANapa County,-0.504961661937558000,0.169410683496964000
CANevada County,-0.458888262083220000,0.177168801900754000
CAOrange County,-0.528645128551003000,0.007234018766235640
CAPlacer County,-0.461836431148618000,0.105186456985271000
CAPlumas County,-0.459140498137728000,0.096524935243837800
CARiverside County,-0.509199764796809000,0.130208914018859000
CASacramento County,-0.501901892344848000,-0.073476438892162300
CASan Benito County,-0.481677363910610000,0.230134684901426000
CASan Bernardino County,-0.511589517910814000,0.146640543720493000
CASan Diego County,-0.504380959353293000,0.128482491784718000
CASan Francisco County,-0.527473855802159000,0.055422479619241100
CASan Joaquin County,-0.519875310586069000,-0.024977805049903200
CASan Luis Obispo County,-0.494901308720377000,0.140167604622413000
CASan Mateo County,-0.541516137985257000,0.093705964026579400
CASanta Barbara County,-0.493384228247736000,0.151049042666750000
CASanta Clara County,-0.528231471447075000,0.102408387614440000
CASanta Cruz County,-0.512192969146929000,0.141943238129211000
CAShasta County,-0.469118637924986000,0.055368671006182700
CASierra County,-0.458093127933051000,0.139254522032634000
CASiskiyou County,-0.474649521704812000,0.007452724829156930
CASolano County,-0.513836710099761000,0.059771925959660700
CASonoma County,-0.517586776230082000,0.179648505246649000
CAStanislaus County,-0.509129321289792000,-0.010223519508123800
CASutter County,-0.489685402294286000,-0.071170724202369300
CATehama County,-0.471095266812407000,-0.015511741795477200
CATrinity County,-0.468571106979803000,0.099603853420495700
CATulare County,-0.487111012576624000,0.006596547811910100
CATuolumne County,-0.457597798118469000,0.237576171826079000
CAVentura County,-0.515688281589890000,0.099023520047262900
CAYolo County,-0.496185041668160000,-0.018894162750053100
CAYuba County,-0.472477252772474000,0.120880048364020000
COAdams County,-0.527053901359640000,1.514008281714930000
COAlamosa County,-0.461998849049825000,0.023294613408888100
COArapahoe County,-0.526809226274044000,1.430181994174560000
COArchuleta County,-0.460695920971270000,0.338764293397058000
COBaca County,-0.461066206929044000,0.885815933849404000
COBent County,-0.461106248253796000,0.773372512060273000
COBoulder County,-0.504638292532324000,1.757563080194750000
COBroomfield County,-0.538393746832722000,1.937081656102130000
COChaffee County,-0.459061272064708000,0.355693339492200000
COCheyenne County,-0.462317143402068000,0.671323062707478000
COClear Creek County,-0.474716451237228000,1.534683934986340000
COConejos County,-0.460648169793514000,0.039394231405091900
COCostilla County,-0.459048872316983000,0.148044853437650000
COCrowley County,-0.458486064941956000,0.738965637938775000
COCuster County,-0.462709095533139000,0.842602690354374000
CODelta County,-0.461805132234686000,1.544987195482290000
CODenver County,-0.516852693484742000,0.934552763231666000
CODolores County,-0.460694386185641000,1.746288996424120000
CODouglas County,-0.517504482195146000,1.951446735790070000
COEagle County,-0.463567071503829000,1.442619927653570000
COEl Paso County,-0.488453999868731000,1.301149546232880000
COElbert County,-0.475786814086703000,1.692496852386410000
COFremont County,-0.467560688754490000,1.611077373846200000
COGarfield County,-0.461502778793562000,1.876032178275600000
COGilpin County,-0.493684554305235000,1.705504771925770000
COGrand County,-0.466154422944473000,1.223267072811770000
COGunnison County,-0.461922399525820000,1.347827433040050000
COHinsdale County,-0.460801102747351000,0.318051910100555000
COHuerfano County,-0.461066368098843000,0.762185541410293000
COJackson County,-0.463928942742213000,1.857873457513700000
COJefferson County,-0.523393276310375000,1.770828803274680000
COKiowa County,-0.457788027945265000,0.607442012159043000
COKit Carson County,-0.462816783593862000,0.779540913454788000
COLa Plata County,-0.461544166688935000,1.173437000457680000
COLake County,-0.466413068517215000,1.323044458810650000
COLarimer County,-0.483373665615476000,1.755203597019280000
COLas Animas County,-0.460215148782706000,1.530740415499950000
COLincoln County,-0.465166546369909000,0.834680307338532000
COLogan County,-0.469623866214337000,1.334040248127250000
COMesa County,-0.464673280238578000,1.680165613222550000
COMineral County,-0.460212415463636000,0.128190056967067000
COMoffat County,-0.459982792592019000,1.750331544600250000
COMontezuma County,-0.460770952112493000,1.834740106499090000
COMontrose County,-0.463979291559998000,1.553742441788150000
COMorgan County,-0.482210145503743000,1.259575699210260000
COOtero County,-0.457002566736018000,0.762747392803499000
COOuray County,-0.460490107393644000,0.994579715422169000
COPark County,-0.473463599763596000,1.836050995007840000
COPhillips County,-0.461736915368104000,1.547838969799130000
COPitkin County,-0.462047012681389000,1.601686517619220000
COProwers County,-0.461267603858430000,0.773964056880128000
COPueblo County,-0.471124889774077000,1.281180542586260000
CORio Blanco County,-0.459820500228567000,1.446256953767200000
CORio Grande County,-0.460620057193692000,0.054555111493987500
CORoutt County,-0.459105391958112000,1.741184371058710000
COSaguache County,-0.459741041644927000,0.174778264596668000
COSan Juan County,-0.460281080357952000,0.377861908332948000
COSan Miguel County,-0.460328696950661000,1.630676189584560000
COSedgwick County,-0.461808537023832000,1.684455805677820000
COSummit County,-0.461809665083522000,1.015472400263300000
COTeller County,-0.474709396026259000,2.166874026557120000
COWashington County,-0.468652790004309000,1.254350146022050000
COWeld County,-0.497778473120463000,1.281127556320630000
COYuma County,-0.463127221064393000,1.436885978775620000
CTFairfield County,-0.498299546347092000,0.204678915549328000
CTHartford County,-0.498345738303576000,0.165503591784401000
CTLitchfield County,-0.487727802836383000,0.162309728612241000
CTMiddlesex County,-0.480755536540809000,0.219088316785256000
CTNew Haven County,-0.498648321636544000,0.178874434253826000
CTNew London County,-0.477379456107330000,0.195884428018904000
CTTolland County,-0.487687662934955000,0.181282752427659000
CTWindham County,-0.485973391509961000,0.168074243168734000
DCDistrict Of Columbia,-0.505153338622011000,-0.018283977049480600
DEKent County,-0.458565652416140000,0.086332648451933600
DENew Castle County,-0.467126630269197000,0.109216090725727000
DESussex County,-0.461216095018426000,0.068542202260572400
FLAlachua County,-0.459951222804194000,0.054660391358663000
FLBaker County,-0.459812491843947000,0.043626142928584500
FLBay County,-0.447115346219898000,0.061285387125320100
FLBradford County,-0.459523876287906000,0.052477222121098100
FLBrevard County,-0.470685850411143000,0.057486687997096800
FLBroward County,-0.498994362603643000,0.031083988322380600
FLCalhoun County,-0.442344107054309000,0.078265647150765400
FLCharlotte County,-0.471208773316139000,0.055668016386829100
FLCitrus County,-0.463087081397584000,0.050003393963582400
FLClay County,-0.477493801525904000,0.046658199257594100
FLCollier County,-0.468950619460830000,0.056825153244235200
FLColumbia County,-0.453131895555508000,0.060647832766038200
FLDesoto County,-0.458685061321524000,0.088972604034942100
FLDixie County,-0.442748841665853000,0.085170084207238700
FLDuval County,-0.489695509045649000,-0.012774629975626800
FLEscambia County,-0.461246982459702000,0.050710191639111300
FLFlagler County,-0.463062285265768000,0.056218167380285500
FLFranklin County,-0.431566837711617000,0.155877135318263000
FLGadsden County,-0.446640939631734000,0.053832148707760400
FLGilchrist County,-0.451109750966398000,0.055449034338680200
FLGlades County,-0.453456306041277000,0.060549773758073800
FLGulf County,-0.433874837953415000,0.128558935596504000
FLHamilton County,-0.445770822143553000,0.077088983938932400
FLHardee County,-0.462122103594559000,0.038500944031000500
FLHendry County,-0.456931542743604000,0.054645519510673600
FLHernando County,-0.473984965824818000,0.040532405453089100
FLHighlands County,-0.458698632047069000,0.050269808906816100
FLHillsborough County,-0.495487269421291000,0.002908218204310970
FLHolmes County,-0.446067973824202000,0.049236600994337200
FLIndian River County,-0.467538302657181000,0.051445524303743900
FLJackson County,-0.443080158469728000,0.057546193266770700
FLJefferson County,-0.445256211720133000,0.074478124245637600
FLLafayette County,-0.442634285127665000,0.052332227523339300
FLLake County,-0.479441258433580000,0.026529515044900800
FLLee County,-0.480528418000871000,0.044739979897791200
FLLeon County,-0.452983051926481000,0.053830302552782200
FLLevy County,-0.453034939675483000,0.060598683106822600
FLLiberty County,-0.439150187319013000,0.103714163109516000
FLMadison County,-0.443360197484511000,0.077933878430124700
FLManatee County,-0.482388820812726000,0.046737327813827900
FLMarion County,-0.465205321333416000,0.057439047697303500
FLMartin County,-0.474371240603220000,0.036423878856883600
FLMiami-Dade County,-0.495658739745105000,0.013474024543890500
FLMonroe County,-0.451979112397426000,0.059767620008565100
FLNassau County,-0.485268059583803000,-0.049688866492355300
FLOkaloosa County,-0.455451456273894000,0.054158061672033900
FLOkeechobee County,-0.454021652797933000,0.075630327090314000
FLOrange County,-0.498872770946678000,-0.007414001997848030
FLOsceola County,-0.486527813069450000,0.024272819392337800
FLPalm Beach County,-0.490022742198577000,0.037331634879307800
FLPasco County,-0.484869706409184000,0.028467506921895800
FLPinellas County,-0.493812958574329000,0.032243754219969800
FLPolk County,-0.480214154710488000,0.027737144910659800
FLPutnam County,-0.457474374631807000,0.067932035885153600
FLSanta Rosa County,-0.455698674981662000,0.059403501646801500
FLSarasota County,-0.477535036595505000,0.055057665617680000
FLSeminole County,-0.494623130946013000,0.022908555100202800
FLSt. Johns County,-0.473059261619559000,0.048454009971465900
FLSt. Lucie County,-0.472898928953901000,0.043964740735269700
FLSumter County,-0.470948915396576000,0.040018586739692100
FLSuwannee County,-0.447110159916281000,0.043528488187856800
FLTaylor County,-0.441863347062450000,0.057708472426730100
FLUnion County,-0.457727821554446000,0.052701377140267300
FLVolusia County,-0.473060623714209000,0.049286932171284800
FLWakulla County,-0.439728314679483000,0.078682914265437500
FLWalton County,-0.449823651672992000,0.055122059587813700
FLWashington County,-0.447912944862388000,0.038862903597721300
GAAppling County,-0.498948960689726000,-0.132912411347888000
GAAtkinson County,-0.467127113470947000,0.004617790881930710
GABacon County,-0.488767262321868000,-0.076580596250949200
GABaker County,-0.450498638920115000,0.058347833783744200
GABaldwin County,-0.438727801651305000,0.241028788208931000
GABanks County,-0.447402873929546000,0.254153068469495000
GABarrow County,-0.471672361237387000,0.226583776227309000
GABartow County,-0.448017012718682000,0.283649092610154000
GABen Hill County,-0.451947929116075000,0.037288352670273600
GABerrien County,-0.451916607990390000,0.047585082422598300
GABibb County,-0.445914515387378000,0.189577630329615000
GABleckley County,-0.443086439329547000,0.123235848384684000
GABrantley County,-0.509726632186296000,-0.165671803163216000
GABrooks County,-0.447825161374045000,0.091693520686077600
GABryan County,-0.521037344243635000,-0.203485608448732000
GABulloch County,-0.519364601972188000,-0.171356369267714000
GABurke County,-0.502005467406742000,-0.088648710691327300
GAButts County,-0.448063337909164000,0.169411659143316000
GACalhoun County,-0.448373601209365000,0.068159655272823400
GACamden County,-0.505593171277300000,-0.134694507085605000
GACandler County,-0.514608042918043000,-0.192763504766889000
GACarroll County,-0.456469139842935000,0.127630668125228000
GACatoosa County,-0.430256813910526000,0.347131426584449000
GACharlton County,-0.475760926706986000,-0.000736463263433795
GAChatham County,-0.521657026568913000,-0.143846483068422000
GAChattahoochee County,-0.437194950525843000,0.169530322217617000
GAChattooga County,-0.431332639541932000,0.187026881824954000
GACherokee County,-0.466448275455147000,0.260766546757705000
GAClarke County,-0.445278210769517000,0.287795567515915000
GAClay County,-0.448461749600987000,0.085423160626640200
GAClayton County,-0.489591971165299000,0.089703770036308400
GAClinch County,-0.459677975226757000,0.037204829863208200
GACobb County,-0.490688546397532000,0.101104834513516000
GACoffee County,-0.465495299433371000,0.010283503607873200
GAColquitt County,-0.451107881916892000,0.073006625884940900
GAColumbia County,-0.447520353048598000,0.285229671499895000
GACook County,-0.449630954185345000,0.077965150106417100
GACoweta County,-0.463720437899600000,0.121816606806785000
GACrawford County,-0.448020136061731000,0.118724273749619000
GACrisp County,-0.447319055045911000,0.081150371865524000
GADade County,-0.426975913897548000,0.371260025306863000
GADawson County,-0.450569491865321000,0.287682659592509000
GADecatur County,-0.448409871899606000,0.085582902918039700
GADekalb County,-0.501073259921084000,0.063927196320396200
GADodge County,-0.449256341281830000,0.059694924229536800
GADooly County,-0.446812942216412000,0.066848038451911200
GADougherty County,-0.453915314445277000,0.058539012883463700
GADouglas County,-0.481542875788307000,0.109873159424224000
GAEarly County,-0.445192960887313000,0.082113766019452400
GAEchols County,-0.449810232760233000,0.105491514933148000
GAEffingham County,-0.519237481738284000,-0.141259667482837000
GAElbert County,-0.435873165447544000,0.331562471032399000
GAEmanuel County,-0.504213312568471000,-0.162037589104662000
GAEvans County,-0.518216440638143000,-0.209505863447310000
GAFannin County,-0.427464188552033000,0.282852258146948000
GAFayette County,-0.474384676128153000,0.119736439670175000
GAFloyd County,-0.437421618443690000,0.182792194104797000
GAForsyth County,-0.476781456643069000,0.242756770274206000
GAFranklin County,-0.441149741972124000,0.266275952773354000
GAFulton County,-0.498027759132861000,0.051198462955619000
GAGilmer County,-0.431152256130056000,0.286011880033511000
GAGlascock County,-0.434805335422126000,0.297966664950653000
GAGlynn County,-0.519266380994712000,-0.206155786091392000
GAGordon County,-0.436360708098958000,0.316224772538481000
GAGrady County,-0.450836251523754000,0.079608565849473200
GAGreene County,-0.436627139910412000,0.274916813746897000
GAGwinnett County,-0.493112740088782000,0.092324317661972100
GAHabersham County,-0.441846923327349000,0.241384034257587000
GAHall County,-0.462822883900379000,0.241233331597373000
GAHancock County,-0.430087590757898000,0.286761075493412000
GAHaralson County,-0.442108116254624000,0.181734364881819000
GAHarris County,-0.444014815896800000,0.157758760431354000
GAHart County,-0.441930164065832000,0.251519519133548000
GAHeard County,-0.441859468134390000,0.153665881619618000
GAHenry County,-0.472383838270800000,0.121881142473466000
GAHouston County,-0.447048117172811000,0.112116715166547000
GAIrwin County,-0.452156260411649000,0.058623263250740000
GAJackson County,-0.460114675773698000,0.241729215397090000
GAJasper County,-0.439479295209019000,0.170308143920899000
GAJeff Davis County,-0.478650288708868000,-0.047701267926481100
GAJefferson County,-0.463462816692799000,0.123872243453118000
GAJenkins County,-0.514266668999062000,-0.166833284618405000
GAJohnson County,-0.480064766391576000,-0.072106573230985900
GAJones County,-0.437479744261042000,0.155542787297687000
GALamar County,-0.446848757088990000,0.152388831572636000
GALanier County,-0.455016456489299000,0.033277211530911000
GALaurens County,-0.452517575276615000,0.059025862188750700
GALee County,-0.451340669783468000,0.041217742594687600
GALiberty County,-0.522131511802555000,-0.216640341017009000
GALincoln County,-0.426799858779297000,0.343380461817169000
GALong County,-0.519428303301347000,-0.214831269223777000
GALowndes County,-0.450971530339331000,0.098004727357366100
GALumpkin County,-0.443346299209872000,0.298137190833101000
GAMacon County,-0.446617591965140000,0.109197809863137000
GAMadison County,-0.441792898966540000,0.277041891579606000
GAMarion County,-0.439445520224563000,0.168251057069260000
GAMcduffie County,-0.437819465571590000,0.279045296849211000
GAMcintosh County,-0.522075864729956000,-0.222450414886864000
GAMeriwether County,-0.449263664279004000,0.156408478278730000
GAMiller County,-0.448921919926158000,0.092410423051566300
GAMitchell County,-0.447590881074165000,0.089124527784225400
GAMonroe County,-0.444946220104900000,0.152055194897558000
GAMontgomery County,-0.485380314854237000,-0.071835923036912900
GAMorgan County,-0.440784169819910000,0.199072418914987000
GAMurray County,-0.428247799238021000,0.331788556619871000
GAMuscogee County,-0.452105762302017000,0.127815200574196000
GANewton County,-0.456735004785973000,0.128435484253550000
GAOconee County,-0.446209493587874000,0.269362351686361000
GAOglethorpe County,-0.435292267724844000,0.303896050626913000
GAPaulding County,-0.466948812860870000,0.129459775563153000
GAPeach County,-0.449368489859658000,0.132535367495069000
GAPickens County,-0.441080134424793000,0.265429349760694000
GAPierce County,-0.501158201230780000,-0.133655988374524000
GAPike County,-0.451620446624808000,0.134735255952407000
GAPolk County,-0.442680721117679000,0.158657787337520000
GAPulaski County,-0.446475455012941000,0.085790463843194100
GAPutnam County,-0.432134266031173000,0.202309151031577000
GAQuitman County,-0.435004435675082000,0.196830901944118000
GARabun County,-0.432265164755810000,0.249818797308212000
GARandolph County,-0.448847024443553000,0.060089515267986600
GARichmond County,-0.491249754936996000,-0.017081062551376800
GARockdale County,-0.475451653231404000,0.123512759627829000
GASchley County,-0.444198332160001000,0.092928227383279400
GAScreven County,-0.516317570881892000,-0.148984256587849000
GASeminole County,-0.447732581262803000,0.106612338338631000
GASpalding County,-0.463268573547743000,0.126671993221548000
GAStephens County,-0.440079644647698000,0.264837370136703000
GAStewart County,-0.443543375542294000,0.095727052755705300
GASumter County,-0.449199170517368000,0.053252355944656700
GATalbot County,-0.442276358078047000,0.156064880073365000
GATaliaferro County,-0.433173792390175000,0.301560524017146000
GATattnall County,-0.511527075217376000,-0.181152383172796000
GATaylor County,-0.439783469249944000,0.145327766439785000
