Days,2,3,30
0,0.075,0.100,1.000
0.5,0.050,0.075,0.900
1,0.025,0.050,0.800
2,0.000,0.025,0.750
3,-0.025,0.000,0.700
5,-0.075,-0.050,0.650
7,-0.125,-0.100,0.600
10,-0.150,-0.125,0.500
30,-0.600,-0.600,0.000
60,-0.600,-0.600,-0.250
720,-0.600,-0.600,-0.250
