StateCounty,Unknown,Little or None,Average,Extensive
AZPinal County,0.000000000000000000,-0.009729629731447530,0.000000000000000000,0.050077724134385500
AZSanta Cruz County,0.000000000000000000,-0.009977499613701980,0.000000000000000000,0.049981154120326100
AZYavapai County,0.000000000000000000,-0.009949426178667010,0.000000000000000000,0.049988572709076500
AZYuma County,0.000000000000000000,-0.009990745429315880,0.000000000000000000,0.049955235578922600
CAAlameda County,0.000000000000000000,-0.007084096825682780,0.000000000000000000,0.041270629976289700
CAAlpine County,0.000000000000000000,-0.009988512945126040,0.000000000000000000,0.049943400758565300
CAAmador County,0.000000000000000000,-0.009983855369082860,0.000000000000000000,0.049943095556906200
CAButte County,0.000000000000000000,-0.009972206015834260,0.000000000000000000,0.049999077198070500
CACalaveras County,0.000000000000000000,-0.009980099560294890,0.000000000000000000,0.049944140717890900
CAColusa County,0.000000000000000000,-0.009549391106676080,0.000000000000000000,0.048049094696919600
CAContra Costa County,0.000000000000000000,-0.008726239811721940,0.000000000000000000,0.048933785897810900
CADel Norte County,0.000000000000000000,-0.009114405300492010,0.000000000000000000,0.047438440594251600
CAEl Dorado County,0.000000000000000000,-0.009947097687559860,0.000000000000000000,0.049751135868966400
CAFresno County,0.000000000000000000,-0.009944161574040430,0.000000000000000000,0.049999382739452000
CAGlenn County,0.000000000000000000,-0.009641602058102050,0.000000000000000000,0.048518786303972700
CAHumboldt County,0.000000000000000000,-0.009763107569063510,0.000000000000000000,0.049301312535585000
CAImperial County,0.000000000000000000,-0.007412285017145410,0.000000000000000000,0.038747609245278100
CAInyo County,0.000000000000000000,-0.009988096817612370,0.000000000000000000,0.049940896959617600
CAKern County,0.000000000000000000,-0.009485573823692080,0.000000000000000000,0.050233167449468000
CAKings County,0.000000000000000000,-0.009939778355328440,0.000000000000000000,0.050035679734526100
CALake County,0.000000000000000000,-0.009905134629076160,0.000000000000000000,0.050008922025656100
CALassen County,0.000000000000000000,-0.009995539384793250,0.000000000000000000,0.049981169837763200
CALos Angeles County,0.000000000000000000,-0.008892809937140030,0.000000000000000000,0.046714282700448100
CAMadera County,0.000000000000000000,-0.009975582957836520,0.000000000000000000,0.049924986922762700
CAMarin County,0.000000000000000000,-0.009058607990322320,0.000000000000000000,0.050763528666692800
CAMariposa County,0.000000000000000000,-0.009983449551763000,0.000000000000000000,0.049918452836609000
CAMendocino County,0.000000000000000000,-0.009865175108504820,0.000000000000000000,0.049995231526993400
CAMerced County,0.000000000000000000,-0.009699277387311470,0.000000000000000000,0.048690153883040400
CAModoc County,0.000000000000000000,-0.009996285383652380,0.000000000000000000,0.049981632942609500
CAMono County,0.000000000000000000,-0.009989760098477850,0.000000000000000000,0.049949174097292600
CAMonterey County,0.000000000000000000,-0.009452883254311260,0.000000000000000000,0.048393429414448400
CANapa County,0.000000000000000000,-0.009472941285984300,0.000000000000000000,0.049280377989921400
CANevada County,0.000000000000000000,-0.009981823915554360,0.000000000000000000,0.049910054540152100
CAOrange County,0.000000000000000000,-0.009038221566995850,0.000000000000000000,0.048244884558901400
CAPlacer County,0.000000000000000000,-0.009963353403845350,0.000000000000000000,0.049879943210933400
CAPlumas County,0.000000000000000000,-0.009992919462770260,0.000000000000000000,0.049972472102586900
CARiverside County,0.000000000000000000,-0.008852291226689070,0.000000000000000000,0.048151616112500400
CASacramento County,0.000000000000000000,-0.008796322069908440,0.000000000000000000,0.027612003657226300
CASan Benito County,0.000000000000000000,-0.009350997948493810,0.000000000000000000,0.050241631944571300
CASan Bernardino County,0.000000000000000000,-0.009199015128088960,0.000000000000000000,0.050374656576405800
CASan Diego County,0.000000000000000000,-0.009490098681135710,0.000000000000000000,0.047200118806756100
CASan Francisco County,0.000000000000000000,-0.007331553936760220,0.000000000000000000,0.028548113210437700
CASan Joaquin County,0.000000000000000000,-0.009660471031181840,0.000000000000000000,0.048713108175739300
CASan Luis Obispo County,0.000000000000000000,-0.009419097679568610,0.000000000000000000,0.049682646480630100
