StateCounty,Country,Statecode,County,WS Base Rate,EQ Base Rate,WS Gate,EQ Gate,Cresta Zone
MOBarton County,US,MO,Barton County,0.000000000000000000000,0.000001638748049242440,0,161,N/A
MOBates County,US,MO,Bates County,0.000000000000000000000,0.000001797451803331390,0,161,N/A
MOBenton County,US,MO,Benton County,0.000000000000000000000,0.000002803104710430270,0,161,N/A
MOBollinger County,US,MO,Bollinger County,0.000000000000000000000,0.000441614021260688000,0,132,NM Inner
MOBoone County,US,MO,Boone County,0.000000000000000000000,0.000003300045738089190,0,161,N/A
MOBuchanan County,US,MO,Buchanan County,0.000000000000000000000,0.000003477024018897590,0,161,N/A
MOButler County,US,MO,Butler County,0.000000000000000000000,0.001117346794301630000,0,131,NM Inner
MOCaldwell County,US,MO,Caldwell County,0.000000000000000000000,0.000002091903360139260,0,161,N/A
MOCallaway County,US,MO,Callaway County,0.000000000000000000000,0.000004588134730348660,0,161,NM Outer
MOCamden County,US,MO,Camden County,0.000000000000000000000,0.000002394431426409910,0,161,N/A
MOCape Girardeau County,US,MO,Cape Girardeau County,0.000000000000000000000,0.000586258719268653000,0,132,NM Inner
MOCarroll County,US,MO,Carroll County,0.000000000000000000000,0.000002949241701814160,0,161,N/A
MOCarter County,US,MO,Carter County,0.000000000000000000000,0.000254032789722504000,0,132,NM Inner
MOCass County,US,MO,Cass County,0.000000000000000000000,0.000002276899995502910,0,161,N/A
MOCedar County,US,MO,Cedar County,0.000000000000000000000,0.000002136127031334580,0,161,N/A
MOChariton County,US,MO,Chariton County,0.000000000000000000000,0.000003073354720780250,0,161,N/A
MOChristian County,US,MO,Christian County,0.000000000000000000000,0.000003890486222469640,0,161,N/A
MOClark County,US,MO,Clark County,0.000000000000000000000,0.000002208597102964840,0,161,N/A
MOClay County,US,MO,Clay County,0.000000000000000000000,0.000003530913986866810,0,161,N/A
MOClinton County,US,MO,Clinton County,0.000000000000000000000,0.000002660600457664310,0,161,N/A
MOCole County,US,MO,Cole County,0.000000000000000000000,0.000004178544563354400,0,161,NM Outer
MOCooper County,US,MO,Cooper County,0.000000000000000000000,0.000003527016208443760,0,161,N/A
MOCrawford County,US,MO,Crawford County,0.000000000000000000000,0.000012565483196018500,0,132,NM Outer
MODade County,US,MO,Dade County,0.000000000000000000000,0.000002180228951821250,0,161,N/A
MODallas County,US,MO,Dallas County,0.000000000000000000000,0.000002875377764065220,0,161,N/A
MODaviess County,US,MO,Daviess County,0.000000000000000000000,0.000002018817516502030,0,161,N/A
MODekalb County,US,MO,Dekalb County,0.000000000000000000000,0.000002443855085047510,0,161,N/A
MODent County,US,MO,Dent County,0.000000000000000000000,0.000011342177780865800,0,132,NM Outer
MODouglas County,US,MO,Douglas County,0.000000000000000000000,0.000005241802765552940,0,161,N/A
MODunklin County,US,MO,Dunklin County,0.000000000000000000000,0.002522195071075050000,0,131,NM Inner
MOFranklin County,US,MO,Franklin County,0.000000000000000000000,0.000025691442917903600,0,132,NM Outer
MOGasconade County,US,MO,Gasconade County,0.000000000000000000000,0.000008560956732457740,0,161,NM Outer
MOGentry County,US,MO,Gentry County,0.000000000000000000000,0.000002481378301444790,0,161,N/A
MOGreene County,US,MO,Greene County,0.000000000000000000000,0.000003053469989648240,0,161,N/A
MOGrundy County,US,MO,Grundy County,0.000000000000000000000,0.000001676915146448340,0,161,N/A
MOHarrison County,US,MO,Harrison County,0.000000000000000000000,0.000001845139676119870,0,161,N/A
MOHenry County,US,MO,Henry County,0.000000000000000000000,0.000002731997385274430,0,161,N/A
MOHickory County,US,MO,Hickory County,0.000000000000000000000,0.000002626743781021110,0,161,N/A
MOHolt County,US,MO,Holt County,0.000000000000000000000,0.000003471563076843670,0,161,N/A
MOHoward County,US,MO,Howard County,0.000000000000000000000,0.000004042194859031990,0,161,N/A
MOHowell County,US,MO,Howell County,0.000000000000000000000,0.000014052427684106100,0,132,NM Outer
MOIron County,US,MO,Iron County,0.000000000000000000000,0.000162054136510213000,0,132,NM Inner
MOJackson County,US,MO,Jackson County,0.000000000000000000000,0.000002873727858519820,0,161,N/A
MOJasper County,US,MO,Jasper County,0.000000000000000000000,0.000001798419857319170,0,161,N/A
MOJefferson County,US,MO,Jefferson County,0.000000000000000000000,0.000057242995456194300,0,132,NM Outer
MOJohnson County,US,MO,Johnson County,0.000000000000000000000,0.000002362133348639580,0,161,N/A
MOKnox County,US,MO,Knox County,0.000000000000000000000,0.000002121011191715160,0,161,N/A
MOLaclede County,US,MO,Laclede County,0.000000000000000000000,0.000002916598624336300,0,161,N/A
MOLafayette County,US,MO,Lafayette County,0.000000000000000000000,0.000003112626562809930,0,161,N/A
MOLawrence County,US,MO,Lawrence County,0.000000000000000000000,0.000002937010807133560,0,161,N/A
MOLewis County,US,MO,Lewis County,0.000000000000000000000,0.000002496904325090310,0,161,N/A
MOLincoln County,US,MO,Lincoln County,0.000000000000000000000,0.000009220670260170410,0,161,NM Outer
MOLinn County,US,MO,Linn County,0.000000000000000000000,0.000002064149995427210,0,161,N/A
MOLivingston County,US,MO,Livingston County,0.000000000000000000000,0.000002110168184687310,0,161,N/A
MOMacon County,US,MO,Macon County,0.000000000000000000000,0.000002385153592391830,0,161,N/A
MOMadison County,US,MO,Madison County,0.000000000000000000000,0.000289903007161020000,0,132,NM Inner
MOMaries County,US,MO,Maries County,0.000000000000000000000,0.000004582780039952940,0,161,NM Outer
MOMarion County,US,MO,Marion County,0.000000000000000000000,0.000003235200735160340,0,161,NM Outer
MOMcdonald County,US,MO,Mcdonald County,0.000000000000000000000,0.000003207211101121510,0,161,N/A
MOMercer County,US,MO,Mercer County,0.000000000000000000000,0.000001619431349346830,0,161,N/A
MOMiller County,US,MO,Miller County,0.000000000000000000000,0.000002678998145159620,0,161,NM Outer
MOMississippi County,US,MO,Mississippi County,0.000000000000000000000,0.002997041920605480000,0,131,NM Inner
MOMoniteau County,US,MO,Moniteau County,0.000000000000000000000,0.000002693995644169490,0,161,N/A
MOMonroe County,US,MO,Monroe County,0.000000000000000000000,0.000003006414671369450,0,161,N/A
MOMontgomery County,US,MO,Montgomery County,0.000000000000000000000,0.000006104799872530080,0,161,NM Outer
MOMorgan County,US,MO,Morgan County,0.000000000000000000000,0.000002904402178400040,0,161,N/A
MONew Madrid County,US,MO,New Madrid County,0.000000000000000000000,0.003971631928807510000,0,131,NM Inner
MONewton County,US,MO,Newton County,0.000000000000000000000,0.000002619495642355780,0,161,N/A
MONodaway County,US,MO,Nodaway County,0.000000000000000000000,0.000003947198501116370,0,161,N/A
MOOregon County,US,MO,Oregon County,0.000000000000000000000,0.000070540505191431200,0,132,NM Outer
MOOsage County,US,MO,Osage County,0.000000000000000000000,0.000004055635020441940,0,161,NM Outer
MOOzark County,US,MO,Ozark County,0.000000000000000000000,0.000008833112331440400,0,161,N/A
MOPemiscot County,US,MO,Pemiscot County,0.000000000000000000000,0.003395018657118010000,0,131,NM Inner
MOPerry County,US,MO,Perry County,0.000000000000000000000,0.000203595660587416000,0,132,NM Inner
MOPettis County,US,MO,Pettis County,0.000000000000000000000,0.000002416972060241470,0,161,N/A
MOPhelps County,US,MO,Phelps County,0.000000000000000000000,0.000004933777782338990,0,161,NM Outer
MOPike County,US,MO,Pike County,0.000000000000000000000,0.000006295182802471650,0,161,NM Outer
MOPlatte County,US,MO,Platte County,0.000000000000000000000,0.000002580218390464700,0,161,N/A
MOPolk County,US,MO,Polk County,0.000000000000000000000,0.000002547332129953720,0,161,N/A
MOPulaski County,US,MO,Pulaski County,0.000000000000000000000,0.000002983512824465110,0,161,NM Outer
MOPutnam County,US,MO,Putnam County,0.000000000000000000000,0.000001533814885152970,0,161,N/A
MORalls County,US,MO,Ralls County,0.000000000000000000000,0.000003289915142994730,0,161,NM Outer
MORandolph County,US,MO,Randolph County,0.000000000000000000000,0.000002927114472051910,0,161,N/A
MORay County,US,MO,Ray County,0.000000000000000000000,0.000003827739839107010,0,161,N/A
MOReynolds County,US,MO,Reynolds County,0.000000000000000000000,0.000141345664472659000,0,132,NM Outer
MORipley County,US,MO,Ripley County,0.000000000000000000000,0.000282295446089280000,0,132,NM Inner
MOSaline County,US,MO,Saline County,0.000000000000000000000,0.000003153668320309200,0,161,N/A
MOSchuyler County,US,MO,Schuyler County,0.000000000000000000000,0.000001560258480475050,0,161,N/A
MOScotland County,US,MO,Scotland County,0.000000000000000000000,0.000001882279385771480,0,161,N/A
MOScott County,US,MO,Scott County,0.000000000000000000000,0.001723003630316620000,0,131,NM Inner
MOShannon County,US,MO,Shannon County,0.000000000000000000000,0.000047110451214396600,0,132,NM Outer
MOShelby County,US,MO,Shelby County,0.000000000000000000000,0.000002441593399494720,0,161,N/A
MOSt. Charles County,US,MO,St. Charles County,0.000000000000000000000,0.000056944072641404200,0,132,NM Outer
MOSt. Clair County,US,MO,St. Clair County,0.000000000000000000000,0.000002104171178717790,0,161,N/A
MOSt. Francois County,US,MO,St. Francois County,0.000000000000000000000,0.000068844718380236400,0,132,NM Outer
MOSt. Louis City,US,MO,St. Louis City,0.000000000000000000000,0.000059307760300524200,0,161,NM Outer
MOSt. Louis County,US,MO,St. Louis County,0.000000000000000000000,0.000045671736331391800,0,132,NM Outer
MOSte. Genevieve County,US,MO,Ste. Genevieve County,0.000000000000000000000,0.000234253077536977000,0,161,NM Outer
MOStoddard County,US,MO,Stoddard County,0.000000000000000000000,0.001701248582362870000,0,131,NM Inner
MOStone County,US,MO,Stone County,0.000000000000000000000,0.000004010049172534410,0,161,N/A
MOSullivan County,US,MO,Sullivan County,0.000000000000000000000,0.000001699637106276160,0,161,N/A
MOTaney County,US,MO,Taney County,0.000000000000000000000,0.000004554784234044230,0,161,N/A
MOTexas County,US,MO,Texas County,0.000000000000000000000,0.000009011462951561740,0,132,NM Outer
MOVernon County,US,MO,Vernon County,0.000000000000000000000,0.000001529547848938270,0,161,N/A
MOWarren County,US,MO,Warren County,0.000000000000000000000,0.000016159111909457200,0,161,NM Outer
MOWashington County,US,MO,Washington County,0.000000000000000000000,0.000042122683452685700,0,132,NM Outer
MOWayne County,US,MO,Wayne County,0.000000000000000000000,0.000343564617868642000,0,132,NM Inner
MOWebster County,US,MO,Webster County,0.000000000000000000000,0.000003285818389691970,0,161,N/A
MOWorth County,US,MO,Worth County,0.000000000000000000000,0.000002399128916791690,0,161,N/A
MOWright County,US,MO,Wright County,0.000000000000000000000,0.000003977969267795820,0,161,N/A
MSAdams County,US,MS,Adams County,0.000555076011890776000,0.000008670892019734010,0,161,N/A
MSAlcorn County,US,MS,Alcorn County,0.000028695875607862300,0.000031279280675302600,0,161,NM Inner
MSAmite County,US,MS,Amite County,0.000696928591612033000,0.000008997547117442310,0,161,N/A
MSAttala County,US,MS,Attala County,0.000098282754648442700,0.000024625641278434500,0,161,N/A
MSBenton County,US,MS,Benton County,0.000029161956744348600,0.000446832925035990000,0,161,NM Inner
MSBolivar County,US,MS,Bolivar County,0.000096772030312661100,0.000369260739234049000,0,161,NM Inner
MSCalhoun County,US,MS,Calhoun County,0.000058856996056257600,0.000194268883514611000,0,161,NM Outer
MSCarroll County,US,MS,Carroll County,0.000071768435114522100,0.000147492442367031000,0,161,NM Outer
MSChickasaw County,US,MS,Chickasaw County,0.000069920242768645600,0.000071851505589326500,0,161,NM Outer
MSChoctaw County,US,MS,Choctaw County,0.000069609761893612100,0.000033433183557026400,0,161,NM Outer
MSClaiborne County,US,MS,Claiborne County,0.000286600643239132000,0.000009021552337960650,0,161,N/A
MSClarke County,US,MS,Clarke County,0.000302621339509383000,0.000018899442602470600,0,161,N/A
MSClay County,US,MS,Clay County,0.000086665514763132300,0.000009104180838156190,0,161,NM Outer
MSCoahoma County,US,MS,Coahoma County,0.000060866086837024300,0.000473467843692927000,0,161,NM Inner
MSCopiah County,US,MS,Copiah County,0.000419098415183758000,0.000009382194994951300,0,161,N/A
MSCovington County,US,MS,Covington County,0.000585247049487192000,0.000011355303352577300,0,161,N/A
MSDesoto County,US,MS,Desoto County,0.000031257456428696200,0.000865188166644132000,0,161,NM Inner
MSForrest County,US,MS,Forrest County,0.000893062474937512000,0.000010042823455585200,0,161,N/A
MSFranklin County,US,MS,Franklin County,0.000454899940358699000,0.000007358639617367440,0,161,N/A
MSGeorge County,US,MS,George County,0.001363604815460600000,0.000011318300529521800,6.2,161,N/A
MSGreene County,US,MS,Greene County,0.000910434089847027000,0.000010818996374152300,0,161,N/A
MSGrenada County,US,MS,Grenada County,0.000065385732041120400,0.000223253469603960000,0,161,NM Outer
MSHancock County,US,MS,Hancock County,0.007278363539680460000,0.000011006315956371900,6.1,161,N/A
MSHarrison County,US,MS,Harrison County,0.005212222361776150000,0.000011187129660236400,6.1,161,N/A
MSHinds County,US,MS,Hinds County,0.000280692741247588000,0.000009259383378467540,0,161,N/A
MSHolmes County,US,MS,Holmes County,0.000136800427251300000,0.000080062057526209300,0,161,NM Outer
MSHumphreys County,US,MS,Humphreys County,0.000209658472181408000,0.000114806031118239000,0,161,NM Outer
MSIssaquena County,US,MS,Issaquena County,0.000231104042164785000,0.000055947938218291100,0,161,NM Outer
MSItawamba County,US,MS,Itawamba County,0.000037667429878417900,0.000008984758488059380,0,161,NM Outer
MSJackson County,US,MS,Jackson County,0.006028286115809410000,0.000010871854884491900,6.1,161,N/A
MSJasper County,US,MS,Jasper County,0.000348206435909141000,0.000012843714162854100,0,161,N/A
MSJefferson County,US,MS,Jefferson County,0.000339409206817053000,0.000008655839056111680,0,161,N/A
MSJefferson Davis County,US,MS,Jefferson Davis County,0.000635794311087539000,0.000010549820598703000,0,161,N/A
MSJones County,US,MS,Jones County,0.000611958240784644000,0.000011781236240412700,0,161,N/A
MSKemper County,US,MS,Kemper County,0.000135753486762143000,0.000018316045487957100,0,161,N/A
MSLafayette County,US,MS,Lafayette County,0.000037265812320276300,0.000415453024399664000,0,161,NM Inner
MSLamar County,US,MS,Lamar County,0.000992131700993364000,0.000011302455529501300,0,161,N/A
MSLauderdale County,US,MS,Lauderdale County,0.000213332899299118000,0.000019960763441366700,0,161,N/A
MSLawrence County,US,MS,Lawrence County,0.000531419174812196000,0.000008935356173441940,0,161,N/A
MSLeake County,US,MS,Leake County,0.000163420802898459000,0.000010528037595433500,0,161,N/A
MSLee County,US,MS,Lee County,0.000056303640723215900,0.000005558615741135020,0,161,NM Outer
MSLeflore County,US,MS,Leflore County,0.000121687856127242000,0.000251357285324955000,0,161,NM Outer
MSLincoln County,US,MS,Lincoln County,0.000618716634018059000,0.000009024998247623660,0,161,N/A
MSLowndes County,US,MS,Lowndes County,0.000090948789177999100,0.000012026538133858000,0,161,NM Outer
MSMadison County,US,MS,Madison County,0.000271153991058452000,0.000010980092669072400,0,161,N/A
MSMarion County,US,MS,Marion County,0.001002651418095490000,0.000010591796916029200,0,161,N/A
MSMarshall County,US,MS,Marshall County,0.000034723092337473700,0.000482487592184410000,0,161,NM Inner
MSMonroe County,US,MS,Monroe County,0.000054039145580532500,0.000011909868767522200,0,161,NM Outer
MSMontgomery County,US,MS,Montgomery County,0.000072776200215418000,0.000078859981090138000,0,161,NM Outer
MSNeshoba County,US,MS,Neshoba County,0.000163565233601058000,0.000010533124479851900,0,161,N/A
MSNewton County,US,MS,Newton County,0.000224341589268927000,0.000012906899014903400,0,161,N/A
MSNoxubee County,US,MS,Noxubee County,0.000143829342657342000,0.000011253271388243900,0,161,N/A
MSOktibbeha County,US,MS,Oktibbeha County,0.000084143815067462200,0.000018140288345852200,0,161,NM Outer
MSPanola County,US,MS,Panola County,0.000051308728061915200,0.000451986462403145000,0,161,NM Inner
MSPearl River County,US,MS,Pearl River County,0.001795731679109310000,0.000009910736305294090,6.2,161,N/A
MSPerry County,US,MS,Perry County,0.000822528867433852000,0.000013865257674037000,0,161,N/A
MSPike County,US,MS,Pike County,0.000968942923492337000,0.000009951789283244170,0,161,N/A
MSPontotoc County,US,MS,Pontotoc County,0.000051320668995072700,0.000159310684753383000,0,161,NM Outer
MSPrentiss County,US,MS,Prentiss County,0.000039074831642938600,0.000008214400903089530,0,161,NM Inner
MSQuitman County,US,MS,Quitman County,0.000066294993771054100,0.000474598155217033000,0,161,NM Inner
MSRankin County,US,MS,Rankin County,0.000295626974056675000,0.000008777720048399700,0,161,N/A
MSScott County,US,MS,Scott County,0.000240932487041776000,0.000009495592713435520,0,161,N/A
MSSharkey County,US,MS,Sharkey County,0.000207308388231068000,0.000074903351184014900,0,161,NM Outer
MSSimpson County,US,MS,Simpson County,0.000407813410518607000,0.000009178869516464270,0,161,N/A
MSSmith County,US,MS,Smith County,0.000371830259914446000,0.000010204885834311600,0,161,N/A
MSStone County,US,MS,Stone County,0.001329663156036580000,0.000011036047551538700,6.2,161,N/A
MSSunflower County,US,MS,Sunflower County,0.000130298223299329000,0.000312399033434126000,0,161,NM Inner
MSTallahatchie County,US,MS,Tallahatchie County,0.000082521609389575200,0.000466246281479802000,0,161,NM Inner
MSTate County,US,MS,Tate County,0.000040844377329932900,0.000619321229437726000,0,161,NM Inner
MSTippah County,US,MS,Tippah County,0.000031274671155870100,0.000352414923883839000,0,161,NM Inner
MSTishomingo County,US,MS,Tishomingo County,0.000028856335666838000,0.000010616348810830900,0,161,NM Inner
MSTunica County,US,MS,Tunica County,0.000043269181702107900,0.000764608971933964000,0,161,NM Inner
MSUnion County,US,MS,Union County,0.000042183160123118000,0.000236273991490395000,0,161,NM Inner
MSWalthall County,US,MS,Walthall County,0.000956727666133732000,0.000010252034787431500,0,161,N/A
MSWarren County,US,MS,Warren County,0.000227654962028877000,0.000016399442752326600,0,161,NM Outer
MSWashington County,US,MS,Washington County,0.000145010122000467000,0.000164575622548798000,0,161,NM Outer
MSWayne County,US,MS,Wayne County,0.000562060168464881000,0.000016788140542222000,0,161,N/A
MSWebster County,US,MS,Webster County,0.000062050490878874200,0.000071348706866230700,0,161,NM Outer
MSWilkinson County,US,MS,Wilkinson County,0.000685851238864198000,0.000007780247409457070,0,161,N/A
MSWinston County,US,MS,Winston County,0.000110806902335921000,0.000011792889833555000,0,161,N/A
MSYalobusha County,US,MS,Yalobusha County,0.000056538340882566200,0.000372165310012798000,0,161,NM Outer
MSYazoo County,US,MS,Yazoo County,0.000188975989892567000,0.000038045908676358100,0,161,NM Outer
MTBeaverhead County,US,MT,Beaverhead County,0.000000000000000000000,0.000184528749452262000,0,161,N/A
MTBig Horn County,US,MT,Big Horn County,0.000000000000000000000,0.000001958239200637940,0,161,N/A
MTBlaine County,US,MT,Blaine County,0.000000000000000000000,0.000000628225906483386,0,161,N/A
MTBroadwater County,US,MT,Broadwater County,0.000000000000000000000,0.000136169757187961000,0,161,N/A
MTCarbon County,US,MT,Carbon County,0.000000000000000000000,0.000007081141996819830,0,161,N/A
MTCarter County,US,MT,Carter County,0.000000000000000000000,0.000000705697461974775,0,161,N/A
MTCascade County,US,MT,Cascade County,0.000000000000000000000,0.000002930628200922650,0,161,N/A
MTChouteau County,US,MT,Chouteau County,0.000000000000000000000,0.000000907822903266941,0,161,N/A
MTCuster County,US,MT,Custer County,0.000000000000000000000,0.000000627203668426657,0,161,N/A
MTDaniels County,US,MT,Daniels County,0.000000000000000000000,0.000000946534588362121,0,161,N/A
MTDawson County,US,MT,Dawson County,0.000000000000000000000,0.000000407607165828115,0,161,N/A
MTDeer Lodge County,US,MT,Deer Lodge County,0.000000000000000000000,0.000060656998519482500,0,161,N/A
MTFallon County,US,MT,Fallon County,0.000000000000000000000,0.000000327713461781127,0,161,N/A
MTFergus County,US,MT,Fergus County,0.000000000000000000000,0.000000994385767068939,0,161,N/A
MTFlathead County,US,MT,Flathead County,0.000000000000000000000,0.000120438039067850000,0,161,N/A
MTGallatin County,US,MT,Gallatin County,0.000000000000000000000,0.000268977149284396000,0,161,N/A
MTGarfield County,US,MT,Garfield County,0.000000000000000000000,0.000000301664500209824,0,161,N/A
MTGlacier County,US,MT,Glacier County,0.000000000000000000000,0.000020827628088039500,0,161,N/A
MTGolden Valley County,US,MT,Golden Valley County,0.000000000000000000000,0.000001267745666561450,0,161,N/A
MTGranite County,US,MT,Granite County,0.000000000000000000000,0.000045047914815936400,0,161,N/A
MTHill County,US,MT,Hill County,0.000000000000000000000,0.000000726059662215909,0,161,N/A
MTJefferson County,US,MT,Jefferson County,0.000000000000000000000,0.000060525577669116900,0,161,N/A
MTJudith Basin County,US,MT,Judith Basin County,0.000000000000000000000,0.000001341089381543590,0,161,N/A
MTLake County,US,MT,Lake County,0.000000000000000000000,0.000163305584649554000,0,161,N/A
MTLewis And Clark County,US,MT,Lewis And Clark County,0.000000000000000000000,0.000045440923873963200,0,161,N/A
MTLiberty County,US,MT,Liberty County,0.000000000000000000000,0.000001709108278638620,0,161,N/A
MTLincoln County,US,MT,Lincoln County,0.000000000000000000000,0.000071288712597562300,0,161,N/A
MTMadison County,US,MT,Madison County,0.000000000000000000000,0.000145000072163545000,0,161,N/A
MTMccone County,US,MT,Mccone County,0.000000000000000000000,0.000000836719527794787,0,161,N/A
MTMeagher County,US,MT,Meagher County,0.000000000000000000000,0.000023832635858755300,0,161,N/A
MTMineral County,US,MT,Mineral County,0.000000000000000000000,0.000032634691508356100,0,161,N/A
MTMissoula County,US,MT,Missoula County,0.000000000000000000000,0.000051450009196970700,0,161,N/A
MTMusselshell County,US,MT,Musselshell County,0.000000000000000000000,0.000000782164135373638,0,161,N/A
MTPark County,US,MT,Park County,0.000000000000000000000,0.000177078847639150000,0,161,N/A
MTPetroleum County,US,MT,Petroleum County,0.000000000000000000000,0.000001100883929487590,0,161,N/A
MTPhillips County,US,MT,Phillips County,0.000000000000000000000,0.000000700304636979708,0,161,N/A
MTPondera County,US,MT,Pondera County,0.000000000000000000000,0.000012587599140488200,0,161,N/A
MTPowder River County,US,MT,Powder River County,0.000000000000000000000,0.000000954173309097705,0,161,N/A
MTPowell County,US,MT,Powell County,0.000000000000000000000,0.000057376832814396700,0,161,N/A
MTPrairie County,US,MT,Prairie County,0.000000000000000000000,0.000000486181138333419,0,161,N/A
MTRavalli County,US,MT,Ravalli County,0.000000000000000000000,0.000016531727022182000,0,161,N/A
MTRichland County,US,MT,Richland County,0.000000000000000000000,0.000000832787170257302,0,161,N/A
MTRoosevelt County,US,MT,Roosevelt County,0.000000000000000000000,0.000001207809098320930,0,161,N/A
MTRosebud County,US,MT,Rosebud County,0.000000000000000000000,0.000001169995763178640,0,161,N/A
MTSanders County,US,MT,Sanders County,0.000000000000000000000,0.000067958878501019300,0,161,N/A
MTSheridan County,US,MT,Sheridan County,0.000000000000000000000,0.000001394597660626190,0,161,N/A
MTSilver Bow County,US,MT,Silver Bow County,0.000000000000000000000,0.000062308935838805300,0,161,N/A
MTStillwater County,US,MT,Stillwater County,0.000000000000000000000,0.000003923980119126500,0,161,N/A
MTSweet Grass County,US,MT,Sweet Grass County,0.000000000000000000000,0.000005102505717380100,0,161,N/A
MTTeton County,US,MT,Teton County,0.000000000000000000000,0.000007466894856981690,0,161,N/A
MTToole County,US,MT,Toole County,0.000000000000000000000,0.000007584537182905650,0,161,N/A
MTTreasure County,US,MT,Treasure County,0.000000000000000000000,0.000001113594526039260,0,161,N/A
MTValley County,US,MT,Valley County,0.000000000000000000000,0.000000830890399307133,0,161,N/A
MTWheatland County,US,MT,Wheatland County,0.000000000000000000000,0.000003895318430929600,0,161,N/A
MTWibaux County,US,MT,Wibaux County,0.000000000000000000000,0.000000225903427195329,0,161,N/A
MTYellowstone County,US,MT,Yellowstone County,0.000000000000000000000,0.000000818210318075035,0,161,N/A
NCAlamance County,US,NC,Alamance County,0.000118333708670067000,0.000003520902506801100,0,161,South East
NCAlexander County,US,NC,Alexander County,0.000050753769388422300,0.000014095678403823200,0,161,South East
NCAlleghany County,US,NC,Alleghany County,0.000028501234058197800,0.000014907967970137700,0,161,South East
NCAnson County,US,NC,Anson County,0.000178576510629894000,0.000005816074782265300,0,161,South East
NCAshe County,US,NC,Ashe County,0.000018808654028692500,0.000015783784729021800,0,161,South East
NCAvery County,US,NC,Avery County,0.000015991193640758100,0.000016610407802574200,0,161,South East
NCBeaufort County,US,NC,Beaufort County,0.001614808132654660000,0.000008835966736675820,21.1,161,South East
NCBertie County,US,NC,Bertie County,0.000421331669145438000,0.000008338143428554390,21.1,161,South East
NCBladen County,US,NC,Bladen County,0.000754727859976578000,0.000057087820699079200,20.2,161,South East
NCBrunswick County,US,NC,Brunswick County,0.002238072999363210000,0.000101364905565422000,20.1,161,South East
NCBuncombe County,US,NC,Buncombe County,0.000020010422406438100,0.000018477273113916200,0,161,South East
NCBurke County,US,NC,Burke County,0.000032109062316901800,0.000010642147115185200,0,161,South East
NCCabarrus County,US,NC,Cabarrus County,0.000098529993372483400,0.000007747114329259440,0,161,South East
NCCaldwell County,US,NC,Caldwell County,0.000031087226468070500,0.000016144444359349600,0,161,South East
NCCamden County,US,NC,Camden County,0.001007637020595210000,0.000006580941955083230,21.1,161,South East
NCCarteret County,US,NC,Carteret County,0.005970815371067700000,0.000008446958416844150,21.1,161,South East
NCCaswell County,US,NC,Caswell County,0.000084469760204448700,0.000004829055648955420,0,161,South East
NCCatawba County,US,NC,Catawba County,0.000067619298219552400,0.000010782826565407400,0,161,South East
NCChatham County,US,NC,Chatham County,0.000151424422803854000,0.000003635014323515290,0,161,South East
NCCherokee County,US,NC,Cherokee County,0.000013856156717477300,0.000045947507422589700,0,161,South East
NCChowan County,US,NC,Chowan County,0.000733475094282842000,0.000007403847542878470,21.1,161,South East
NCClay County,US,NC,Clay County,0.000016477600990231700,0.000029107979764756500,0,161,South East
NCCleveland County,US,NC,Cleveland County,0.000055952161750886700,0.000009474223168788900,0,161,South East
NCColumbus County,US,NC,Columbus County,0.001072003657520140000,0.000109363548746282000,20.2,161,South East
NCCraven County,US,NC,Craven County,0.001611458368842070000,0.000009322018976497450,21.1,161,South East
NCCumberland County,US,NC,Cumberland County,0.000374732555833108000,0.000015227559693182300,0,161,South East
NCCurrituck County,US,NC,Currituck County,0.002274251633910860000,0.000006583027448436260,21.1,161,South East
NCDare County,US,NC,Dare County,0.006150719972894460000,0.000005473799996280150,21.1,161,South East
NCDavidson County,US,NC,Davidson County,0.000096105686242339300,0.000005604523698161240,0,161,South East
NCDavie County,US,NC,Davie County,0.000076106289980332300,0.000008358231727804640,0,161,South East
NCDuplin County,US,NC,Duplin County,0.000889571862014934000,0.000014873201849393500,20.2,161,South East
NCDurham County,US,NC,Durham County,0.000129229863884349000,0.000003142574817756030,0,161,South East
NCEdgecombe County,US,NC,Edgecombe County,0.000446898963408234000,0.000007009864303780920,0,161,South East
NCForsyth County,US,NC,Forsyth County,0.000066334683969533400,0.000007558754478024190,0,161,South East
NCFranklin County,US,NC,Franklin County,0.000205966706837229000,0.000002966662903893970,0,161,South East
NCGaston County,US,NC,Gaston County,0.000064865310837037600,0.000006858863874387890,0,161,South East
NCGates County,US,NC,Gates County,0.000472605874805771000,0.000009357047579371310,0,161,South East
NCGraham County,US,NC,Graham County,0.000011708888697680100,0.000067789428925823600,0,161,South East
NCGranville County,US,NC,Granville County,0.000141339081154493000,0.000003089522302216050,0,161,South East
NCGreene County,US,NC,Greene County,0.000656985345909830000,0.000007583275009229920,0,161,South East
NCGuilford County,US,NC,Guilford County,0.000089906411890597200,0.000004940368582039370,0,161,South East
NCHalifax County,US,NC,Halifax County,0.000288068328192533000,0.000007553639549165560,0,161,South East
NCHarnett County,US,NC,Harnett County,0.000350848207654532000,0.000005597613883271730,0,161,South East
NCHaywood County,US,NC,Haywood County,0.000016669369967166600,0.000024345180989541500,0,161,South East
NCHenderson County,US,NC,Henderson County,0.000026322328122874000,0.000018104863496618600,0,161,South East
NCHertford County,US,NC,Hertford County,0.000342794041038527000,0.000009452940411050650,0,161,South East
