StateCounty,Country,Statecode,County,WS Base Rate,EQ Base Rate,WS Gate,EQ Gate,Cresta Zone
ILHancock County,US,IL,Hancock County,0.000000000000000000000,0.000002676842292309320,0,161,N/A
ILHardin County,US,IL,Hardin County,0.000000000000000000000,0.000180975840547218000,0,131,NM Outer
ILHenderson County,US,IL,Henderson County,0.000000000000000000000,0.000003191935048005510,0,161,N/A
ILHenry County,US,IL,Henry County,0.000000000000000000000,0.000009283156977695520,0,161,N/A
ILIroquois County,US,IL,Iroquois County,0.000000000000000000000,0.000012456744274409300,0,161,N/A
ILJackson County,US,IL,Jackson County,0.000000000000000000000,0.000496287169437834000,0,131,N/A
ILJasper County,US,IL,Jasper County,0.000000000000000000000,0.000064043955370190600,0,161,NM Outer
ILJefferson County,US,IL,Jefferson County,0.000000000000000000000,0.000204140621774548000,0,161,NM Inner
ILJersey County,US,IL,Jersey County,0.000000000000000000000,0.000034909668274966900,0,161,NM Outer
ILJo Daviess County,US,IL,Jo Daviess County,0.000000000000000000000,0.000003459384955211030,0,161,N/A
ILJohnson County,US,IL,Johnson County,0.000000000000000000000,0.000617341430225174000,0,131,NM Inner
ILKane County,US,IL,Kane County,0.000000000000000000000,0.000018449920590506300,0,161,N/A
ILKankakee County,US,IL,Kankakee County,0.000000000000000000000,0.000011895895308880100,0,161,N/A
ILKendall County,US,IL,Kendall County,0.000000000000000000000,0.000023118970833549300,0,161,N/A
ILKnox County,US,IL,Knox County,0.000000000000000000000,0.000004460190892401700,0,161,N/A
ILLa Salle County,US,IL,La Salle County,0.000000000000000000000,0.000014801978257787100,0,161,N/A
ILLake County,US,IL,Lake County,0.000000000000000000000,0.000009296543575652360,0,161,N/A
ILLawrence County,US,IL,Lawrence County,0.000000000000000000000,0.000147261559498246000,0,161,NM Outer
ILLee County,US,IL,Lee County,0.000000000000000000000,0.000015494923791808800,0,161,N/A
ILLivingston County,US,IL,Livingston County,0.000000000000000000000,0.000009814686702545550,0,161,N/A
ILLogan County,US,IL,Logan County,0.000000000000000000000,0.000007783572629747370,0,161,N/A
ILMacon County,US,IL,Macon County,0.000000000000000000000,0.000011143587456447300,0,161,N/A
ILMacoupin County,US,IL,Macoupin County,0.000000000000000000000,0.000031122629400538100,0,161,NM Outer
ILMadison County,US,IL,Madison County,0.000000000000000000000,0.000098551763574834600,0,161,NM Outer
ILMarion County,US,IL,Marion County,0.000000000000000000000,0.000111479467406260000,0,161,NM Outer
ILMarshall County,US,IL,Marshall County,0.000000000000000000000,0.000010490805966295000,0,161,N/A
ILMason County,US,IL,Mason County,0.000000000000000000000,0.000007545093905651750,0,161,N/A
ILMassac County,US,IL,Massac County,0.000000000000000000000,0.001250707461686820000,0,131,NM Inner
ILMcdonough County,US,IL,Mcdonough County,0.000000000000000000000,0.000003207365850003430,0,161,N/A
ILMchenry County,US,IL,Mchenry County,0.000000000000000000000,0.000012777673617208300,0,161,N/A
ILMclean County,US,IL,Mclean County,0.000000000000000000000,0.000006740930348592430,0,161,N/A
ILMenard County,US,IL,Menard County,0.000000000000000000000,0.000006579463658658600,0,161,N/A
ILMercer County,US,IL,Mercer County,0.000000000000000000000,0.000004045731373410790,0,161,N/A
ILMonroe County,US,IL,Monroe County,0.000000000000000000000,0.000227493109432680000,0,161,NM Outer
ILMontgomery County,US,IL,Montgomery County,0.000000000000000000000,0.000046290202542429300,0,161,NM Outer
ILMorgan County,US,IL,Morgan County,0.000000000000000000000,0.000008067212300459200,0,161,N/A
ILMoultrie County,US,IL,Moultrie County,0.000000000000000000000,0.000020821103790640100,0,161,N/A
ILOgle County,US,IL,Ogle County,0.000000000000000000000,0.000012700043358944600,0,161,N/A
ILPeoria County,US,IL,Peoria County,0.000000000000000000000,0.000006992110364381540,0,161,N/A
ILPerry County,US,IL,Perry County,0.000000000000000000000,0.000294290970314333000,0,161,NM Inner
ILPiatt County,US,IL,Piatt County,0.000000000000000000000,0.000011838266173466700,0,161,N/A
ILPike County,US,IL,Pike County,0.000000000000000000000,0.000006443314771700930,0,161,NM Outer
ILPope County,US,IL,Pope County,0.000000000000000000000,0.000310372133749942000,0,131,NM Inner
ILPulaski County,US,IL,Pulaski County,0.000000000000000000000,0.001853093571815060000,0,131,NM Inner
ILPutnam County,US,IL,Putnam County,0.000000000000000000000,0.000012283096647765500,0,161,N/A
ILRandolph County,US,IL,Randolph County,0.000000000000000000000,0.000294572613774346000,0,161,NM Inner
ILRichland County,US,IL,Richland County,0.000000000000000000000,0.000106515045748555000,0,161,NM Outer
ILRock Island County,US,IL,Rock Island County,0.000000000000000000000,0.000006196005028932060,0,161,N/A
ILSaline County,US,IL,Saline County,0.000000000000000000000,0.000465790328934377000,0,132,NM Inner
ILSangamon County,US,IL,Sangamon County,0.000000000000000000000,0.000008367058131373840,0,161,NM Outer
ILSchuyler County,US,IL,Schuyler County,0.000000000000000000000,0.000004058133982336750,0,161,N/A
ILScott County,US,IL,Scott County,0.000000000000000000000,0.000007980953503740020,0,161,NM Outer
ILShelby County,US,IL,Shelby County,0.000000000000000000000,0.000035481893891887000,0,161,NM Outer
ILSt. Clair County,US,IL,St. Clair County,0.000000000000000000000,0.000188240747437552000,0,161,NM Outer
ILStark County,US,IL,Stark County,0.000000000000000000000,0.000008522901927260220,0,161,N/A
ILStephenson County,US,IL,Stephenson County,0.000000000000000000000,0.000006780135147522160,0,161,N/A
ILTazewell County,US,IL,Tazewell County,0.000000000000000000000,0.000006236828835334380,0,161,N/A
ILUnion County,US,IL,Union County,0.000000000000000000000,0.000640907458924446000,0,131,NM Inner
ILVermilion County,US,IL,Vermilion County,0.000000000000000000000,0.000016724454642063900,0,161,N/A
ILWabash County,US,IL,Wabash County,0.000000000000000000000,0.000193488521486398000,0,161,NM Outer
ILWarren County,US,IL,Warren County,0.000000000000000000000,0.000003200290379701270,0,161,N/A
ILWashington County,US,IL,Washington County,0.000000000000000000000,0.000194194569753385000,0,161,NM Inner
ILWayne County,US,IL,Wayne County,0.000000000000000000000,0.000157565365375396000,0,161,NM Outer
ILWhite County,US,IL,White County,0.000000000000000000000,0.000318413442987818000,0,161,NM Outer
ILWhiteside County,US,IL,Whiteside County,0.000000000000000000000,0.000013035710218938100,0,161,N/A
ILWill County,US,IL,Will County,0.000000000000000000000,0.000014976058854947800,0,161,N/A
ILWilliamson County,US,IL,Williamson County,0.000000000000000000000,0.000459636591072115000,0,131,NM Inner
ILWinnebago County,US,IL,Winnebago County,0.000000000000000000000,0.000011346847721835600,0,161,N/A
ILWoodford County,US,IL,Woodford County,0.000000000000000000000,0.000007225344940736630,0,161,N/A
INAdams County,US,IN,Adams County,0.000000000000000000000,0.000011373908257797300,0,161,N/A
INAllen County,US,IN,Allen County,0.000000000000000000000,0.000011509390396251500,0,161,N/A
INBartholomew County,US,IN,Bartholomew County,0.000000000000000000000,0.000035450433396196700,0,161,N/A
INBenton County,US,IN,Benton County,0.000000000000000000000,0.000009574203096154450,0,161,N/A
INBlackford County,US,IN,Blackford County,0.000000000000000000000,0.000008579626551588970,0,161,N/A
INBoone County,US,IN,Boone County,0.000000000000000000000,0.000022942198023285900,0,161,N/A
INBrown County,US,IN,Brown County,0.000000000000000000000,0.000032915970007346500,0,161,N/A
INCarroll County,US,IN,Carroll County,0.000000000000000000000,0.000011254623986732700,0,161,N/A
INCass County,US,IN,Cass County,0.000000000000000000000,0.000010010951254098200,0,161,N/A
INClark County,US,IN,Clark County,0.000000000000000000000,0.000023864237094642000,0,161,N/A
INClay County,US,IN,Clay County,0.000000000000000000000,0.000101282970168785000,0,161,N/A
INClinton County,US,IN,Clinton County,0.000000000000000000000,0.000013751371606406100,0,161,N/A
INCrawford County,US,IN,Crawford County,0.000000000000000000000,0.000013085324098893500,0,161,NM Outer
INDaviess County,US,IN,Daviess County,0.000000000000000000000,0.000131871359065820000,0,161,NM Outer
INDearborn County,US,IN,Dearborn County,0.000000000000000000000,0.000010766110390866400,0,161,N/A
INDecatur County,US,IN,Decatur County,0.000000000000000000000,0.000020763968286109900,0,161,N/A
INDekalb County,US,IN,Dekalb County,0.000000000000000000000,0.000013748042573610100,0,161,N/A
INDelaware County,US,IN,Delaware County,0.000000000000000000000,0.000011514789861698200,0,161,N/A
INDubois County,US,IN,Dubois County,0.000000000000000000000,0.000040328912102001600,0,161,NM Outer
INElkhart County,US,IN,Elkhart County,0.000000000000000000000,0.000011272332451155500,0,161,N/A
INFayette County,US,IN,Fayette County,0.000000000000000000000,0.000020020988349254400,0,161,N/A
INFloyd County,US,IN,Floyd County,0.000000000000000000000,0.000011994987697281300,0,161,N/A
INFountain County,US,IN,Fountain County,0.000000000000000000000,0.000025072385974714800,0,161,N/A
INFranklin County,US,IN,Franklin County,0.000000000000000000000,0.000017831023933541400,0,161,N/A
INFulton County,US,IN,Fulton County,0.000000000000000000000,0.000008632413912956670,0,161,N/A
INGibson County,US,IN,Gibson County,0.000000000000000000000,0.000178389740322452000,0,161,NM Outer
INGrant County,US,IN,Grant County,0.000000000000000000000,0.000009118715868992990,0,161,N/A
INGreene County,US,IN,Greene County,0.000000000000000000000,0.000091582120398120600,0,161,NM Outer
INHamilton County,US,IN,Hamilton County,0.000000000000000000000,0.000018655693963960500,0,161,N/A
INHancock County,US,IN,Hancock County,0.000000000000000000000,0.000020367020987070100,0,161,N/A
INHarrison County,US,IN,Harrison County,0.000000000000000000000,0.000010675980100550100,0,161,N/A
INHendricks County,US,IN,Hendricks County,0.000000000000000000000,0.000033787683351843000,0,161,N/A
INHenry County,US,IN,Henry County,0.000000000000000000000,0.000015391739166738200,0,161,N/A
INHoward County,US,IN,Howard County,0.000000000000000000000,0.000010493401794073500,0,161,N/A
INHuntington County,US,IN,Huntington County,0.000000000000000000000,0.000008968697578136140,0,161,N/A
INJackson County,US,IN,Jackson County,0.000000000000000000000,0.000036406756256554900,0,161,N/A
INJasper County,US,IN,Jasper County,0.000000000000000000000,0.000011261646523059600,0,161,N/A
INJay County,US,IN,Jay County,0.000000000000000000000,0.000011538118350980900,0,161,N/A
INJefferson County,US,IN,Jefferson County,0.000000000000000000000,0.000019601111948040000,0,161,N/A
INJennings County,US,IN,Jennings County,0.000000000000000000000,0.000030270769369706500,0,161,N/A
INJohnson County,US,IN,Johnson County,0.000000000000000000000,0.000033103847218569700,0,161,N/A
INKnox County,US,IN,Knox County,0.000000000000000000000,0.000137860087632220000,0,161,NM Outer
INKosciusko County,US,IN,Kosciusko County,0.000000000000000000000,0.000009272419217822240,0,161,N/A
INLagrange County,US,IN,Lagrange County,0.000000000000000000000,0.000015069005417178500,0,161,N/A
INLake County,US,IN,Lake County,0.000000000000000000000,0.000013107843377389400,0,161,N/A
INLaporte County,US,IN,Laporte County,0.000000000000000000000,0.000009267668102028840,0,161,N/A
INLawrence County,US,IN,Lawrence County,0.000000000000000000000,0.000018349102670573200,0,161,NM Outer
INMadison County,US,IN,Madison County,0.000000000000000000000,0.000014600779209261500,0,161,N/A
INMarion County,US,IN,Marion County,0.000000000000000000000,0.000029525046497079600,0,161,N/A
INMarshall County,US,IN,Marshall County,0.000000000000000000000,0.000007663683792857700,0,161,N/A
INMartin County,US,IN,Martin County,0.000000000000000000000,0.000060901115765498000,0,161,NM Outer
INMiami County,US,IN,Miami County,0.000000000000000000000,0.000009925834165837200,0,161,N/A
INMonroe County,US,IN,Monroe County,0.000000000000000000000,0.000022623453813658400,0,161,N/A
INMontgomery County,US,IN,Montgomery County,0.000000000000000000000,0.000028063025485096200,0,161,N/A
INMorgan County,US,IN,Morgan County,0.000000000000000000000,0.000047017738159772400,0,161,N/A
INNewton County,US,IN,Newton County,0.000000000000000000000,0.000010441782641605100,0,161,N/A
INNoble County,US,IN,Noble County,0.000000000000000000000,0.000012902724106796200,0,161,N/A
INOhio County,US,IN,Ohio County,0.000000000000000000000,0.000012832729309435700,0,161,N/A
INOrange County,US,IN,Orange County,0.000000000000000000000,0.000020031877061279100,0,161,NM Outer
INOwen County,US,IN,Owen County,0.000000000000000000000,0.000072748942816641400,0,161,N/A
INParke County,US,IN,Parke County,0.000000000000000000000,0.000055272831366345700,0,161,N/A
INPerry County,US,IN,Perry County,0.000000000000000000000,0.000032778804216664200,0,161,NM Outer
INPike County,US,IN,Pike County,0.000000000000000000000,0.000102300268518791000,0,161,NM Outer
INPorter County,US,IN,Porter County,0.000000000000000000000,0.000009537846595983200,0,161,N/A
INPosey County,US,IN,Posey County,0.000000000000000000000,0.000312659406269196000,0,161,NM Outer
INPulaski County,US,IN,Pulaski County,0.000000000000000000000,0.000010419438991111900,0,161,N/A
INPutnam County,US,IN,Putnam County,0.000000000000000000000,0.000051413637252409000,0,161,N/A
INRandolph County,US,IN,Randolph County,0.000000000000000000000,0.000010975895175808700,0,161,N/A
INRipley County,US,IN,Ripley County,0.000000000000000000000,0.000024176668908005600,0,161,N/A
INRush County,US,IN,Rush County,0.000000000000000000000,0.000021092790415899900,0,161,N/A
INScott County,US,IN,Scott County,0.000000000000000000000,0.000029669917113932200,0,161,N/A
INShelby County,US,IN,Shelby County,0.000000000000000000000,0.000027872296471357200,0,161,N/A
INSpencer County,US,IN,Spencer County,0.000000000000000000000,0.000084358406543476000,0,161,NM Outer
INSt. Joseph County,US,IN,St. Joseph County,0.000000000000000000000,0.000010415847227045900,0,161,N/A
INStarke County,US,IN,Starke County,0.000000000000000000000,0.000009995461050769580,0,161,N/A
INSteuben County,US,IN,Steuben County,0.000000000000000000000,0.000016408079018993900,0,161,N/A
INSullivan County,US,IN,Sullivan County,0.000000000000000000000,0.000105649450570462000,0,161,NM Outer
INSwitzerland County,US,IN,Switzerland County,0.000000000000000000000,0.000009647367340307010,0,161,N/A
INTippecanoe County,US,IN,Tippecanoe County,0.000000000000000000000,0.000015837132220513000,0,161,N/A
INTipton County,US,IN,Tipton County,0.000000000000000000000,0.000011630062381626100,0,161,N/A
INUnion County,US,IN,Union County,0.000000000000000000000,0.000012199389905747400,0,161,N/A
INVanderburgh County,US,IN,Vanderburgh County,0.000000000000000000000,0.000405536899193626000,0,161,NM Outer
INVermillion County,US,IN,Vermillion County,0.000000000000000000000,0.000048530595173151400,0,161,N/A
INVigo County,US,IN,Vigo County,0.000000000000000000000,0.000091810746646248200,0,161,N/A
INWabash County,US,IN,Wabash County,0.000000000000000000000,0.000009468350069365180,0,161,N/A
INWarren County,US,IN,Warren County,0.000000000000000000000,0.000016964364763378800,0,161,N/A
INWarrick County,US,IN,Warrick County,0.000000000000000000000,0.000131157763276193000,0,161,NM Outer
INWashington County,US,IN,Washington County,0.000000000000000000000,0.000015745556055280600,0,161,N/A
INWayne County,US,IN,Wayne County,0.000000000000000000000,0.000014102707109370600,0,161,N/A
INWells County,US,IN,Wells County,0.000000000000000000000,0.000009010382299197040,0,161,N/A
INWhite County,US,IN,White County,0.000000000000000000000,0.000009835156088915730,0,161,N/A
INWhitley County,US,IN,Whitley County,0.000000000000000000000,0.000009136466918944310,0,161,N/A
KSAllen County,US,KS,Allen County,0.000000000000000000000,0.000001504307561076670,0,161,N/A
KSAnderson County,US,KS,Anderson County,0.000000000000000000000,0.000002077562229444230,0,161,N/A
KSAtchison County,US,KS,Atchison County,0.000000000000000000000,0.000003841739725477410,0,161,N/A
KSBarber County,US,KS,Barber County,0.000000000000000000000,0.000007206922215212100,0,161,N/A
KSBarton County,US,KS,Barton County,0.000000000000000000000,0.000005436927465185550,0,161,N/A
KSBourbon County,US,KS,Bourbon County,0.000000000000000000000,0.000001503396221462890,0,161,N/A
KSBrown County,US,KS,Brown County,0.000000000000000000000,0.000002911216650895410,0,161,N/A
KSButler County,US,KS,Butler County,0.000000000000000000000,0.000002637241819476280,0,161,N/A
KSChase County,US,KS,Chase County,0.000000000000000000000,0.000005092099970506520,0,161,N/A
KSChautauqua County,US,KS,Chautauqua County,0.000000000000000000000,0.000002155040883554020,0,161,N/A
KSCherokee County,US,KS,Cherokee County,0.000000000000000000000,0.000002370425934137300,0,161,N/A
KSCheyenne County,US,KS,Cheyenne County,0.000000000000000000000,0.000003327482091712690,0,161,N/A
KSClark County,US,KS,Clark County,0.000000000000000000000,0.000003856149722605320,0,161,N/A
KSClay County,US,KS,Clay County,0.000000000000000000000,0.000003509487851904750,0,161,N/A
KSCloud County,US,KS,Cloud County,0.000000000000000000000,0.000003450090634498470,0,161,N/A
KSCoffey County,US,KS,Coffey County,0.000000000000000000000,0.000002574765934085460,0,161,N/A
KSComanche County,US,KS,Comanche County,0.000000000000000000000,0.000003865360425775580,0,161,N/A
KSCowley County,US,KS,Cowley County,0.000000000000000000000,0.000003558363491717480,0,161,N/A
KSCrawford County,US,KS,Crawford County,0.000000000000000000000,0.000001431099162313870,0,161,N/A
KSDecatur County,US,KS,Decatur County,0.000000000000000000000,0.000008160418250689850,0,161,N/A
KSDickinson County,US,KS,Dickinson County,0.000000000000000000000,0.000004118088252447750,0,161,N/A
KSDoniphan County,US,KS,Doniphan County,0.000000000000000000000,0.000002770599269517020,0,161,N/A
KSDouglas County,US,KS,Douglas County,0.000000000000000000000,0.000004815531599935700,0,161,N/A
KSEdwards County,US,KS,Edwards County,0.000000000000000000000,0.000004696289094722280,0,161,N/A
KSElk County,US,KS,Elk County,0.000000000000000000000,0.000002056949800935640,0,161,N/A
KSEllis County,US,KS,Ellis County,0.000000000000000000000,0.000010779183051744600,0,161,N/A
KSEllsworth County,US,KS,Ellsworth County,0.000000000000000000000,0.000005008697243490750,0,161,N/A
KSFinney County,US,KS,Finney County,0.000000000000000000000,0.000003572970205596390,0,161,N/A
KSFord County,US,KS,Ford County,0.000000000000000000000,0.000003760322014421790,0,161,N/A
KSFranklin County,US,KS,Franklin County,0.000000000000000000000,0.000002560315631242310,0,161,N/A
KSGeary County,US,KS,Geary County,0.000000000000000000000,0.000005904124145139030,0,161,N/A
KSGove County,US,KS,Gove County,0.000000000000000000000,0.000004621921068564090,0,161,N/A
KSGraham County,US,KS,Graham County,0.000000000000000000000,0.000008863833547707640,0,161,N/A
KSGrant County,US,KS,Grant County,0.000000000000000000000,0.000004040792145930820,0,161,N/A
KSGray County,US,KS,Gray County,0.000000000000000000000,0.000004076916394403850,0,161,N/A
KSGreeley County,US,KS,Greeley County,0.000000000000000000000,0.000008507337649134710,0,161,N/A
KSGreenwood County,US,KS,Greenwood County,0.000000000000000000000,0.000001945496344632850,0,161,N/A
KSHamilton County,US,KS,Hamilton County,0.000000000000000000000,0.000009315755355972410,0,161,N/A
KSHarper County,US,KS,Harper County,0.000000000000000000000,0.000008973463050377660,0,161,N/A
KSHarvey County,US,KS,Harvey County,0.000000000000000000000,0.000003673525023822550,0,161,N/A
KSHaskell County,US,KS,Haskell County,0.000000000000000000000,0.000003980137993314440,0,161,N/A
KSHodgeman County,US,KS,Hodgeman County,0.000000000000000000000,0.000004136636739671470,0,161,N/A
KSJackson County,US,KS,Jackson County,0.000000000000000000000,0.000004352754696089790,0,161,N/A
KSJefferson County,US,KS,Jefferson County,0.000000000000000000000,0.000003998191049932950,0,161,N/A
KSJewell County,US,KS,Jewell County,0.000000000000000000000,0.000003696056732865120,0,161,N/A
KSJohnson County,US,KS,Johnson County,0.000000000000000000000,0.000002502493480706460,0,161,N/A
KSKearny County,US,KS,Kearny County,0.000000000000000000000,0.000004333584184961930,0,161,N/A
KSKingman County,US,KS,Kingman County,0.000000000000000000000,0.000004399978399760580,0,161,N/A
KSKiowa County,US,KS,Kiowa County,0.000000000000000000000,0.000005140155400855450,0,161,N/A
KSLabette County,US,KS,Labette County,0.000000000000000000000,0.000001332056076926750,0,161,N/A
KSLane County,US,KS,Lane County,0.000000000000000000000,0.000004098503419420780,0,161,N/A
KSLeavenworth County,US,KS,Leavenworth County,0.000000000000000000000,0.000003159008868361530,0,161,N/A
KSLincoln County,US,KS,Lincoln County,0.000000000000000000000,0.000003570830776927040,0,161,N/A
KSLinn County,US,KS,Linn County,0.000000000000000000000,0.000001556910887180680,0,161,N/A
KSLogan County,US,KS,Logan County,0.000000000000000000000,0.000003918713776810480,0,161,N/A
KSLyon County,US,KS,Lyon County,0.000000000000000000000,0.000005102470596392440,0,161,N/A
KSMarion County,US,KS,Marion County,0.000000000000000000000,0.000002490434168345790,0,161,N/A
KSMarshall County,US,KS,Marshall County,0.000000000000000000000,0.000003021790509226500,0,161,N/A
KSMcpherson County,US,KS,Mcpherson County,0.000000000000000000000,0.000003633209677354960,0,161,N/A
KSMeade County,US,KS,Meade County,0.000000000000000000000,0.000003568460760294300,0,161,N/A
KSMiami County,US,KS,Miami County,0.000000000000000000000,0.000002303560427662340,0,161,N/A
KSMitchell County,US,KS,Mitchell County,0.000000000000000000000,0.000004799161342084820,0,161,N/A
KSMontgomery County,US,KS,Montgomery County,0.000000000000000000000,0.000002286503914728680,0,161,N/A
KSMorris County,US,KS,Morris County,0.000000000000000000000,0.000004112741604245740,0,161,N/A
KSMorton County,US,KS,Morton County,0.000000000000000000000,0.000005425136529904560,0,161,N/A
KSNemaha County,US,KS,Nemaha County,0.000000000000000000000,0.000003545551898362510,0,161,N/A
KSNeosho County,US,KS,Neosho County,0.000000000000000000000,0.000001619741064656030,0,161,N/A
KSNess County,US,KS,Ness County,0.000000000000000000000,0.000005658979825928860,0,161,N/A
KSNorton County,US,KS,Norton County,0.000000000000000000000,0.000008455188723425490,0,161,N/A
KSOsage County,US,KS,Osage County,0.000000000000000000000,0.000004618248433510250,0,161,N/A
KSOsborne County,US,KS,Osborne County,0.000000000000000000000,0.000006437708058525200,0,161,N/A
KSOttawa County,US,KS,Ottawa County,0.000000000000000000000,0.000003091834156974370,0,161,N/A
KSPawnee County,US,KS,Pawnee County,0.000000000000000000000,0.000005331262128386650,0,161,N/A
KSPhillips County,US,KS,Phillips County,0.000000000000000000000,0.000007179884117887920,0,161,N/A
KSPottawatomie County,US,KS,Pottawatomie County,0.000000000000000000000,0.000004662576996029450,0,161,N/A
KSPratt County,US,KS,Pratt County,0.000000000000000000000,0.000004800042988207490,0,161,N/A
KSRawlins County,US,KS,Rawlins County,0.000000000000000000000,0.000004646933128761370,0,161,N/A
KSReno County,US,KS,Reno County,0.000000000000000000000,0.000004220400803733490,0,161,N/A
KSRepublic County,US,KS,Republic County,0.000000000000000000000,0.000003568174850097110,0,161,N/A
KSRice County,US,KS,Rice County,0.000000000000000000000,0.000005015049421488670,0,161,N/A
KSRiley County,US,KS,Riley County,0.000000000000000000000,0.000007098662291973940,0,161,N/A
KSRooks County,US,KS,Rooks County,0.000000000000000000000,0.000008913299573614590,0,161,N/A
KSRush County,US,KS,Rush County,0.000000000000000000000,0.000006822786838304640,0,161,N/A
KSRussell County,US,KS,Russell County,0.000000000000000000000,0.000007432041496614040,0,161,N/A
KSSaline County,US,KS,Saline County,0.000000000000000000000,0.000003622406012277760,0,161,N/A
KSScott County,US,KS,Scott County,0.000000000000000000000,0.000003892703652640520,0,161,N/A
KSSedgwick County,US,KS,Sedgwick County,0.000000000000000000000,0.000004794551352305070,0,161,N/A
KSSeward County,US,KS,Seward County,0.000000000000000000000,0.000006591013405984440,0,161,N/A
KSShawnee County,US,KS,Shawnee County,0.000000000000000000000,0.000006047023675901140,0,161,N/A
KSSheridan County,US,KS,Sheridan County,0.000000000000000000000,0.000005884512432837400,0,161,N/A
KSSherman County,US,KS,Sherman County,0.000000000000000000000,0.000005048271142396990,0,161,N/A
KSSmith County,US,KS,Smith County,0.000000000000000000000,0.000006078377685881900,0,161,N/A
KSStafford County,US,KS,Stafford County,0.000000000000000000000,0.000004172795127266950,0,161,N/A
KSStanton County,US,KS,Stanton County,0.000000000000000000000,0.000006314006893963790,0,161,N/A
KSStevens County,US,KS,Stevens County,0.000000000000000000000,0.000004775079152364980,0,161,N/A
KSSumner County,US,KS,Sumner County,0.000000000000000000000,0.000008627638943071590,0,161,N/A
KSThomas County,US,KS,Thomas County,0.000000000000000000000,0.000004027988325400330,0,161,N/A
KSTrego County,US,KS,Trego County,0.000000000000000000000,0.000008406601253582870,0,161,N/A
KSWabaunsee County,US,KS,Wabaunsee County,0.000000000000000000000,0.000008480518586375880,0,161,N/A
KSWallace County,US,KS,Wallace County,0.000000000000000000000,0.000007908228591702760,0,161,N/A
KSWashington County,US,KS,Washington County,0.000000000000000000000,0.000002773534266955290,0,161,N/A
KSWichita County,US,KS,Wichita County,0.000000000000000000000,0.000004539050877988320,0,161,N/A
KSWilson County,US,KS,Wilson County,0.000000000000000000000,0.000001960343901789320,0,161,N/A
KSWoodson County,US,KS,Woodson County,0.000000000000000000000,0.000001932759115375990,0,161,N/A
KSWyandotte County,US,KS,Wyandotte County,0.000000000000000000000,0.000003003449089905000,0,161,N/A
KYAdair County,US,KY,Adair County,0.000000000000000000000,0.000002602551657474770,0,161,N/A
KYAllen County,US,KY,Allen County,0.000000000000000000000,0.000001988656678918590,0,161,N/A
KYAnderson County,US,KY,Anderson County,0.000000000000000000000,0.000006464936706397970,0,161,N/A
KYBallard County,US,KY,Ballard County,0.000000000000000000000,0.001904732708137430000,0,131,NM Inner
KYBarren County,US,KY,Barren County,0.000000000000000000000,0.000001684113176356910,0,161,N/A
KYBath County,US,KY,Bath County,0.000000000000000000000,0.000014356425189764700,0,161,N/A
KYBell County,US,KY,Bell County,0.000000000000000000000,0.000060544496196302100,0,161,N/A
KYBoone County,US,KY,Boone County,0.000000000000000000000,0.000007233583113077440,0,161,N/A
KYBourbon County,US,KY,Bourbon County,0.000000000000000000000,0.000014934555778485100,0,161,N/A
KYBoyd County,US,KY,Boyd County,0.000000000000000000000,0.000018780186281288300,0,161,N/A
KYBoyle County,US,KY,Boyle County,0.000000000000000000000,0.000004852802776580250,0,161,N/A
KYBracken County,US,KY,Bracken County,0.000000000000000000000,0.000011661745197213000,0,161,N/A
KYBreathitt County,US,KY,Breathitt County,0.000000000000000000000,0.000023410238983135900,0,161,N/A
KYBreckinridge County,US,KY,Breckinridge County,0.000000000000000000000,0.000009774934400244380,0,161,NM Outer
KYBullitt County,US,KY,Bullitt County,0.000000000000000000000,0.000010159558812643700,0,161,N/A
KYButler County,US,KY,Butler County,0.000000000000000000000,0.000008043461162334530,0,161,N/A
KYCaldwell County,US,KY,Caldwell County,0.000000000000000000000,0.000167564430655638000,0,132,NM Outer
KYCalloway County,US,KY,Calloway County,0.000000000000000000000,0.000741948378326046000,0,131,NM Inner
KYCampbell County,US,KY,Campbell County,0.000000000000000000000,0.000011630367712750400,0,161,N/A
KYCarlisle County,US,KY,Carlisle County,0.000000000000000000000,0.001724380108780180000,0,131,NM Inner
KYCarroll County,US,KY,Carroll County,0.000000000000000000000,0.000016874443005245700,0,161,N/A
KYCarter County,US,KY,Carter County,0.000000000000000000000,0.000015125645750363900,0,161,N/A
KYCasey County,US,KY,Casey County,0.000000000000000000000,0.000005715241964178160,0,161,N/A
KYChristian County,US,KY,Christian County,0.000000000000000000000,0.000043981368646492500,0,132,NM Outer
KYClark County,US,KY,Clark County,0.000000000000000000000,0.000012102278879497600,0,161,N/A
KYClay County,US,KY,Clay County,0.000000000000000000000,0.000033587104851148500,0,161,N/A
KYClinton County,US,KY,Clinton County,0.000000000000000000000,0.000003757258569579820,0,161,N/A
KYCrittenden County,US,KY,Crittenden County,0.000000000000000000000,0.000126446405587302000,0,132,NM Outer
KYCumberland County,US,KY,Cumberland County,0.000000000000000000000,0.000004376957101732740,0,161,N/A
KYDaviess County,US,KY,Daviess County,0.000000000000000000000,0.000256129468388220000,0,161,NM Outer
KYEdmonson County,US,KY,Edmonson County,0.000000000000000000000,0.000003488941557391000,0,161,N/A
KYElliott County,US,KY,Elliott County,0.000000000000000000000,0.000009050319335366680,0,161,N/A
KYEstill County,US,KY,Estill County,0.000000000000000000000,0.000016603474405291000,0,161,N/A
KYFayette County,US,KY,Fayette County,0.000000000000000000000,0.000010087809429599100,0,161,N/A
