StateCounty,Unknown,No,Yes
ALCoffee County,0.00000000000000000,-0.04877802549085910,0.24245747151383900
ALColbert County,0.00000000000000000,-0.04919388345674150,0.24274330026378600
ALConecuh County,0.00000000000000000,-0.04837391287796600,0.23775168731066100
ALCoosa County,0.00000000000000000,-0.04861308580683520,0.24040163593827100
ALCovington County,0.00000000000000000,-0.04841062680962200,0.24056665208801500
ALCrenshaw County,0.00000000000000000,-0.04864390959987810,0.24144766454349000
ALCullman County,0.00000000000000000,-0.04892924533241780,0.24274265505888000
ALDale County,0.00000000000000000,-0.04857014069404400,0.24151273804457500
ALDallas County,0.00000000000000000,-0.04907851748615480,0.24389577400393000
ALDekalb County,0.00000000000000000,-0.04927983910641240,0.24404466308380600
ALElmore County,0.00000000000000000,-0.04747082722531410,0.23715306253059000
ALEscambia County,0.00000000000000000,-0.04789191407951320,0.23811416094507800
ALEtowah County,0.00000000000000000,-0.04816126178509820,0.23753592214116400
ALFayette County,0.00000000000000000,-0.04936026649525790,0.24494193409573400
ALFranklin County,0.00000000000000000,-0.04982156566104060,0.24784910176022200
ALGeneva County,0.00000000000000000,-0.04829946654613070,0.23963208898893500
ALGreene County,0.00000000000000000,-0.04879842053588060,0.24080982849909100
ALHale County,0.00000000000000000,-0.04893046246096140,0.24205966663060400
ALHenry County,0.00000000000000000,-0.04880469167792860,0.24222159611375400
ALHouston County,0.00000000000000000,-0.04844818141797580,0.24095669466203200
ALJackson County,0.00000000000000000,-0.04933774560405680,0.24485272918891200
ALJefferson County,0.00000000000000000,-0.04566870147351630,0.23191705290066800
ALLamar County,0.00000000000000000,-0.04968652152954240,0.24548826033148100
ALLauderdale County,0.00000000000000000,-0.04966546294533560,0.24696714185080700
ALLawrence County,0.00000000000000000,-0.04913657033574740,0.24440098633662000
ALLee County,0.00000000000000000,-0.04734606609206730,0.23459322648464600
ALLimestone County,0.00000000000000000,-0.04862670253222170,0.24276410742836200
ALLowndes County,0.00000000000000000,-0.04850426495807510,0.24211591933141400
