StateCounty,Unknown,No Signs of Fatigue / Good Maintenance,Few Signs of Fatigue / Average Maintenance,Obvious Signs of Fatigue / Poor Maintenance
MNOlmsted County,0.000000000000000000,0.000000000000000000,0.048749663607410500,0.096714486338333100
MNOtter Tail County,0.000000000000000000,0.000000000000000000,0.049728867327557800,0.098987828220835400
MNPennington County,0.000000000000000000,0.000000000000000000,0.049795930083933700,0.099326284749411200
MNPine County,0.000000000000000000,0.000000000000000000,0.049420585433934500,0.098268327005630400
MNPipestone County,0.000000000000000000,0.000000000000000000,0.049650751667964700,0.098675146167714900
MNPolk County,0.000000000000000000,0.000000000000000000,0.049726865223594700,0.099060496278512400
MNPope County,0.000000000000000000,0.000000000000000000,0.049579169927095800,0.098742440913796900
MNRamsey County,0.000000000000000000,0.000000000000000000,0.034340271910519200,0.066737458087261500
MNRed Lake County,0.000000000000000000,0.000000000000000000,0.049749647345520600,0.098996722479748600
MNRedwood County,0.000000000000000000,0.000000000000000000,0.049619320275800200,0.098671702073713600
MNRenville County,0.000000000000000000,0.000000000000000000,0.049523231915150200,0.098545413323554400
MNRice County,0.000000000000000000,0.000000000000000000,0.048928279726038000,0.096642582998260000
MNRock County,0.000000000000000000,0.000000000000000000,0.049666554104137700,0.098774940552166700
MNRoseau County,0.000000000000000000,0.000000000000000000,0.049826237157027500,0.099275558003297100
MNScott County,0.000000000000000000,0.000000000000000000,0.049014295204373500,0.096032817044378000
MNSherburne County,0.000000000000000000,0.000000000000000000,0.049053409473145800,0.096798324458060800
MNSibley County,0.000000000000000000,0.000000000000000000,0.049191810410631000,0.097672285082954300
MNSt. Louis County,0.000000000000000000,0.000000000000000000,0.049623340863723200,0.098848775552797400
MNStearns County,0.000000000000000000,0.000000000000000000,0.048924226800726200,0.096958267250909700
MNSteele County,0.000000000000000000,0.000000000000000000,0.049249398862010000,0.097779012777475600
MNStevens County,0.000000000000000000,0.000000000000000000,0.049673256940125900,0.098858363333501000
MNSwift County,0.000000000000000000,0.000000000000000000,0.049584970242660100,0.098793221169546400
MNTodd County,0.000000000000000000,0.000000000000000000,0.049662715658438200,0.098869769866585200
MNTraverse County,0.000000000000000000,0.000000000000000000,0.049833303957527200,0.099089837409135100
MNWabasha County,0.000000000000000000,0.000000000000000000,0.049648560117215200,0.098710619934722300
MNWadena County,0.000000000000000000,0.000000000000000000,0.049684159218619500,0.099060525461989400
MNWaseca County,0.000000000000000000,0.000000000000000000,0.049091355546437000,0.097638036735065800
MNWashington County,0.000000000000000000,0.000000000000000000,0.048785018952070000,0.095348026877033500
MNWatonwan County,0.000000000000000000,0.000000000000000000,0.049554215205787300,0.098613758910974600
MNWilkin County,0.000000000000000000,0.000000000000000000,0.049699332864720600,0.098959709246953000
MNWinona County,0.000000000000000000,0.000000000000000000,0.049347435970599900,0.098305600543557200
MNWright County,0.000000000000000000,0.000000000000000000,0.048951366586623000,0.096362235449219300
MNYellow Medicine County,0.000000000000000000,0.000000000000000000,0.049795257781442400,0.099162423805435400
MOAdair County,0.000000000000000000,0.000000000000000000,0.049889679797336100,0.099432269012406500
MOAndrew County,0.000000000000000000,0.000000000000000000,0.049889012555916600,0.099327174827667800
MOAtchison County,0.000000000000000000,0.000000000000000000,0.049985060214887500,0.099912877241783200
MOAudrain County,0.000000000000000000,0.000000000000000000,0.049494671460098800,0.098294753667211600
MOBarry County,0.000000000000000000,0.000000000000000000,0.049263998278241200,0.098115590230581000
MOBarton County,0.000000000000000000,0.000000000000000000,0.049501983951554500,0.098812907426740500
MOBates County,0.000000000000000000,0.000000000000000000,0.049651940172130500,0.099064681978240100
MOBenton County,0.000000000000000000,0.000000000000000000,0.049642816654257500,0.099104182309819100
MOBollinger County,0.000000000000000000,0.000000000000000000,0.049386735210574400,0.097562823149383500
MOBoone County,0.000000000000000000,0.000000000000000000,0.049525678021436100,0.098257604073086000
MOBuchanan County,0.000000000000000000,0.000000000000000000,0.049876936036463700,0.099164789256243300
MOButler County,0.000000000000000000,0.000000000000000000,0.050737870544182300,0.099000787229864400
MOCaldwell County,0.000000000000000000,0.000000000000000000,0.049579575786998300,0.098668055677886900
MOCallaway County,0.000000000000000000,0.000000000000000000,0.049236194711831800,0.097588678321351800
MOCamden County,0.000000000000000000,0.000000000000000000,0.049154480402961600,0.097770448007255700
MOCape Girardeau County,0.000000000000000000,0.000000000000000000,0.050702423401131500,0.099872376246173100
MOCarroll County,0.000000000000000000,0.000000000000000000,0.049487551504887400,0.098488228208086100
MOCarter County,0.000000000000000000,0.000000000000000000,0.050289789166272600,0.100074021754415000
MOCass County,0.000000000000000000,0.000000000000000000,0.049095068779049200,0.097219694158686700
MOCedar County,0.000000000000000000,0.000000000000000000,0.049701433428108700,0.099227727459568800
MOChariton County,0.000000000000000000,0.000000000000000000,0.049530902173889400,0.098577987515245000
MOChristian County,0.000000000000000000,0.000000000000000000,0.049361719111005000,0.097838493739169900
MOClark County,0.000000000000000000,0.000000000000000000,0.049677428527298700,0.098831643617227800
MOClay County,0.000000000000000000,0.000000000000000000,0.046026439860955100,0.089930986251256300
MOClinton County,0.000000000000000000,0.000000000000000000,0.049388873647410200,0.097901271042589900
MOCole County,0.000000000000000000,0.000000000000000000,0.049447386480748500,0.097914259450117900
MOCooper County,0.000000000000000000,0.000000000000000000,0.049283290326170000,0.098069118647828000
MOCrawford County,0.000000000000000000,0.000000000000000000,0.049473774006739700,0.098489567572316500
MODade County,0.000000000000000000,0.000000000000000000,0.049267923010220000,0.098149758604699300
MODallas County,0.000000000000000000,0.000000000000000000,0.049665718804459400,0.098935575732927800
MODaviess County,0.000000000000000000,0.000000000000000000,0.049645374142205800,0.098905401828105700
MODekalb County,0.000000000000000000,0.000000000000000000,0.049431254535408800,0.098387862621313000
MODent County,0.000000000000000000,0.000000000000000000,0.049611062043904500,0.098848160788381500
MODouglas County,0.000000000000000000,0.000000000000000000,0.049778526827100700,0.099301631227914000
MODunklin County,0.000000000000000000,0.000000000000000000,0.045475750265454600,0.085903014690387000
MOFranklin County,0.000000000000000000,0.000000000000000000,0.049501166127455400,0.097706431659931600
MOGasconade County,0.000000000000000000,0.000000000000000000,0.049312306151583400,0.097894215230175800
MOGentry County,0.000000000000000000,0.000000000000000000,0.049706411657895800,0.099052725895205200
MOGreene County,0.000000000000000000,0.000000000000000000,0.048578580140630000,0.095744923385767200
MOGrundy County,0.000000000000000000,0.000000000000000000,0.049692284768711300,0.099146960629493000
MOHarrison County,0.000000000000000000,0.000000000000000000,0.049781597547352100,0.099237252329516400
MOHenry County,0.000000000000000000,0.000000000000000000,0.049441904722263800,0.098383597388795200
MOHickory County,0.000000000000000000,0.000000000000000000,0.049602730039366000,0.099019324482358500
MOHolt County,0.000000000000000000,0.000000000000000000,0.049969552178025700,0.099812591998576200
MOHoward County,0.000000000000000000,0.000000000000000000,0.049676876062034500,0.098921952596271000
MOHowell County,0.000000000000000000,0.000000000000000000,0.049984231548872500,0.099866160517753800
MOIron County,0.000000000000000000,0.000000000000000000,0.050301946857143500,0.100075691057147000
MOJackson County,0.000000000000000000,0.000000000000000000,0.043593288736928100,0.085156715696006500
MOJasper County,0.000000000000000000,0.000000000000000000,0.049443669005331900,0.098222272935006800
MOJefferson County,0.000000000000000000,0.000000000000000000,0.049335707903050300,0.096863439896843100
MOJohnson County,0.000000000000000000,0.000000000000000000,0.049261898340804600,0.097854375266902300
MOKnox County,0.000000000000000000,0.000000000000000000,0.049754450987276300,0.099132122615721100
MOLaclede County,0.000000000000000000,0.000000000000000000,0.049482188228955100,0.098675113397355100
MOLafayette County,0.000000000000000000,0.000000000000000000,0.049540229069510800,0.098327737680014200
MOLawrence County,0.000000000000000000,0.000000000000000000,0.049363175630732700,0.098304747296091600
MOLewis County,0.000000000000000000,0.000000000000000000,0.049728520275391400,0.098893258845199200
MOLincoln County,0.000000000000000000,0.000000000000000000,0.049513075349753900,0.097014917052252100
MOLinn County,0.000000000000000000,0.000000000000000000,0.049761195909945100,0.099154356046112800
MOLivingston County,0.000000000000000000,0.000000000000000000,0.049653329807581400,0.098874915144004900
MOMacon County,0.000000000000000000,0.000000000000000000,0.049751566796832900,0.099048364997675700
MOMadison County,0.000000000000000000,0.000000000000000000,0.050452168654428800,0.100147873266031000
MOMaries County,0.000000000000000000,0.000000000000000000,0.049606580015209700,0.098657873317838000
MOMarion County,0.000000000000000000,0.000000000000000000,0.049379829778025900,0.097798205976007200
MOMcdonald County,0.000000000000000000,0.000000000000000000,0.049279745146808100,0.098155260858946000
MOMercer County,0.000000000000000000,0.000000000000000000,0.049706615838618600,0.098886811764151900
MOMiller County,0.000000000000000000,0.000000000000000000,0.049594716904622700,0.098646026378078400
MOMississippi County,0.000000000000000000,0.000000000000000000,0.043348084822547600,0.080900656104389500
MOMoniteau County,0.000000000000000000,0.000000000000000000,0.049519911815024000,0.098406814363829500
MOMonroe County,0.000000000000000000,0.000000000000000000,0.049433634801696400,0.098332063921601400
MOMontgomery County,0.000000000000000000,0.000000000000000000,0.049587922941990900,0.098026911169509800
MOMorgan County,0.000000000000000000,0.000000000000000000,0.049391146406241500,0.098532444307440900
MONew Madrid County,0.000000000000000000,0.000000000000000000,0.038671439883253100,0.071234058953614900
MONewton County,0.000000000000000000,0.000000000000000000,0.049429695065159600,0.098381145914514700
MONodaway County,0.000000000000000000,0.000000000000000000,0.049710039622622900,0.099130700284739900
MOOregon County,0.000000000000000000,0.000000000000000000,0.049998842567136500,0.099880465328133100
MOOsage County,0.000000000000000000,0.000000000000000000,0.049220506918354900,0.097685104495770500
MOOzark County,0.000000000000000000,0.000000000000000000,0.049645888060762600,0.099074020867236500
MOPemiscot County,0.000000000000000000,0.000000000000000000,0.042608958795768100,0.079706928833615000
MOPerry County,0.000000000000000000,0.000000000000000000,0.050096562698838100,0.099883801891323500
MOPettis County,0.000000000000000000,0.000000000000000000,0.049468283542899200,0.098548598691105700
MOPhelps County,0.000000000000000000,0.000000000000000000,0.049747196377375500,0.099081519260387100
MOPike County,0.000000000000000000,0.000000000000000000,0.049496347054652300,0.097813562288033600
MOPlatte County,0.000000000000000000,0.000000000000000000,0.050044868718159400,0.098653122684363400
MOPolk County,0.000000000000000000,0.000000000000000000,0.049593539311394900,0.098856527530866600
MOPulaski County,0.000000000000000000,0.000000000000000000,0.049422863921152000,0.098451819140488400
MOPutnam County,0.000000000000000000,0.000000000000000000,0.049801914645828400,0.099203100640283600
MORalls County,0.000000000000000000,0.000000000000000000,0.049597488593692100,0.098576356417884800
MORandolph County,0.000000000000000000,0.000000000000000000,0.049458052794402200,0.098434640737152600
MORay County,0.000000000000000000,0.000000000000000000,0.049377738943844300,0.097600441295986600
MOReynolds County,0.000000000000000000,0.000000000000000000,0.050143301685582600,0.099931266878607600
MORipley County,0.000000000000000000,0.000000000000000000,0.050459759410159000,0.100121566400679000
MOSaline County,0.000000000000000000,0.000000000000000000,0.049662911307302200,0.098901941709456500
MOSchuyler County,0.000000000000000000,0.000000000000000000,0.049762611980027800,0.099160524576593000
MOScotland County,0.000000000000000000,0.000000000000000000,0.049721570449305500,0.099065508069918300
MOScott County,0.000000000000000000,0.000000000000000000,0.048516152559505300,0.093079996309873000
MOShannon County,0.000000000000000000,0.000000000000000000,0.049996585849510400,0.099924984390181300
MOShelby County,0.000000000000000000,0.000000000000000000,0.049568421973863900,0.098567585882686000
MOSt. Charles County,0.000000000000000000,0.000000000000000000,0.049923953248928600,0.097915677682293400
MOSt. Clair County,0.000000000000000000,0.000000000000000000,0.049765888632837400,0.099327756636448500
MOSt. Francois County,0.000000000000000000,0.000000000000000000,0.049980249266658800,0.099698847873340500
MOSt. Louis City,0.000000000000000000,0.000000000000000000,0.044721980719240300,0.085736023072328100
MOSt. Louis County,0.000000000000000000,0.000000000000000000,0.050220115922740200,0.096516592837333000
MOSte. Genevieve County,0.000000000000000000,0.000000000000000000,0.050271736148642900,0.099915931771434000
MOStoddard County,0.000000000000000000,0.000000000000000000,0.049941014532470800,0.095932624414937900
MOStone County,0.000000000000000000,0.000000000000000000,0.049205717282861700,0.097731177971951600
MOSullivan County,0.000000000000000000,0.000000000000000000,0.049775814137065200,0.099172985800267700
MOTaney County,0.000000000000000000,0.000000000000000000,0.049391895413366500,0.098319040116802600
MOTexas County,0.000000000000000000,0.000000000000000000,0.049773740500888900,0.099326093897297500
MOVernon County,0.000000000000000000,0.000000000000000000,0.049600509372850400,0.099003452885587000
MOWarren County,0.000000000000000000,0.000000000000000000,0.049360828716934500,0.097215574647713700
MOWashington County,0.000000000000000000,0.000000000000000000,0.049619754773925000,0.098567089557449500
MOWayne County,0.000000000000000000,0.000000000000000000,0.050402797585082300,0.100138545142045000
MOWebster County,0.000000000000000000,0.000000000000000000,0.049346657714529800,0.098119811725343700
MOWorth County,0.000000000000000000,0.000000000000000000,0.049735989639155200,0.099285152731843000
MOWright County,0.000000000000000000,0.000000000000000000,0.049690041877542300,0.099094367064417100
MSAdams County,0.000000000000000000,0.000000000000000000,0.049417852773692400,0.097926858188462000
MSAlcorn County,0.000000000000000000,0.000000000000000000,0.049828143060829200,0.099432127045324200
MSAmite County,0.000000000000000000,0.000000000000000000,0.049276407992167700,0.097446933590017700
MSAttala County,0.000000000000000000,0.000000000000000000,0.050014229564946600,0.099640700198715400
MSBenton County,0.000000000000000000,0.000000000000000000,0.050546484806325700,0.100178310064037000
MSBolivar County,0.000000000000000000,0.000000000000000000,0.050675635088791600,0.099543613914112400
MSCalhoun County,0.000000000000000000,0.000000000000000000,0.050625354995177600,0.100226611264801000
MSCarroll County,0.000000000000000000,0.000000000000000000,0.050787649122616900,0.100167792685075000
MSChickasaw County,0.000000000000000000,0.000000000000000000,0.050180965028041100,0.099806808723381200
MSChoctaw County,0.000000000000000000,0.000000000000000000,0.049926211009446900,0.099569858930512300
MSClaiborne County,0.000000000000000000,0.000000000000000000,0.049639913846871300,0.098299319999408000
MSClarke County,0.000000000000000000,0.000000000000000000,0.049244920839030900,0.097924490243352900
MSClay County,0.000000000000000000,0.000000000000000000,0.049559132591321400,0.098756166146516800
MSCoahoma County,0.000000000000000000,0.000000000000000000,0.047842419504980500,0.093956807067440400
MSCopiah County,0.000000000000000000,0.000000000000000000,0.049735803593529800,0.098377058576117000
MSCovington County,0.000000000000000000,0.000000000000000000,0.049090528410896500,0.097457126189253600
MSDesoto County,0.000000000000000000,0.000000000000000000,0.051060707787027500,0.099772173964761500
MSForrest County,0.000000000000000000,0.000000000000000000,0.049087511814576400,0.097031382903199700
MSFranklin County,0.000000000000000000,0.000000000000000000,0.049367914020489700,0.097851690951732200
MSGeorge County,0.000000000000000000,0.000000000000000000,0.049001041929910700,0.096934828456430400
MSGreene County,0.000000000000000000,0.000000000000000000,0.049193523522952400,0.097574501867504900
MSGrenada County,0.000000000000000000,0.000000000000000000,0.050942161783680500,0.100495702805424000
MSHancock County,0.000000000000000000,0.000000000000000000,0.046795273323188000,0.092139294948478500
MSHarrison County,0.000000000000000000,0.000000000000000000,0.046652052703905600,0.091710648391587900
MSHinds County,0.000000000000000000,0.000000000000000000,0.049381384223979200,0.097355354910504800
MSHolmes County,0.000000000000000000,0.000000000000000000,0.050206795212078200,0.099395594338805600
MSHumphreys County,0.000000000000000000,0.000000000000000000,0.050116351415264000,0.099213335716478400
MSIssaquena County,0.000000000000000000,0.000000000000000000,0.049929235274023000,0.098947553551767000
MSItawamba County,0.000000000000000000,0.000000000000000000,0.049700516235682700,0.099047930606385400
MSJackson County,0.000000000000000000,0.000000000000000000,0.046470585540799600,0.091405273567181100
MSJasper County,0.000000000000000000,0.000000000000000000,0.048924437037809000,0.097161593491860600
MSJefferson County,0.000000000000000000,0.000000000000000000,0.049628581190715800,0.098323955365161800
MSJefferson Davis County,0.000000000000000000,0.000000000000000000,0.049540459675352100,0.098103022138154500
MSJones County,0.000000000000000000,0.000000000000000000,0.048844167848590900,0.096825552757295700
MSKemper County,0.000000000000000000,0.000000000000000000,0.049484056753514600,0.098632757141566600
MSLafayette County,0.000000000000000000,0.000000000000000000,0.050979137300915200,0.100626379749950000
MSLamar County,0.000000000000000000,0.000000000000000000,0.048971561640989600,0.096657597458927700
MSLauderdale County,0.000000000000000000,0.000000000000000000,0.049367577739286800,0.098191477111838400
MSLawrence County,0.000000000000000000,0.000000000000000000,0.049411913728085100,0.098004917785788700
MSLeake County,0.000000000000000000,0.000000000000000000,0.049489816388818700,0.098467742691125300
MSLee County,0.000000000000000000,0.000000000000000000,0.049132289433605700,0.097480905859359300
MSLeflore County,0.000000000000000000,0.000000000000000000,0.050473187517355900,0.099403204848300900
MSLincoln County,0.000000000000000000,0.000000000000000000,0.049762207940711400,0.098564589313038000
MSLowndes County,0.000000000000000000,0.000000000000000000,0.049265540728127300,0.098164621544030600
MSMadison County,0.000000000000000000,0.000000000000000000,0.049234799670682100,0.097273512300935800
MSMarion County,0.000000000000000000,0.000000000000000000,0.049461416072650100,0.097931006039268900
MSMarshall County,0.000000000000000000,0.000000000000000000,0.050757032934618300,0.100343478276958000
MSMonroe County,0.000000000000000000,0.000000000000000000,0.049561465857141900,0.098801098681227600
MSMontgomery County,0.000000000000000000,0.000000000000000000,0.050351040002031300,0.099989230674966800
MSNeshoba County,0.000000000000000000,0.000000000000000000,0.049597337268340500,0.098750595191155600
MSNewton County,0.000000000000000000,0.000000000000000000,0.049413616261135600,0.098279305363661000
MSNoxubee County,0.000000000000000000,0.000000000000000000,0.049664698522838600,0.099149555833816700
MSOktibbeha County,0.000000000000000000,0.000000000000000000,0.049959541330512500,0.099600341412542400
MSPanola County,0.000000000000000000,0.000000000000000000,0.051289986279563500,0.100930378539139000
MSPearl River County,0.000000000000000000,0.000000000000000000,0.047999647407417600,0.094811142354834600
MSPerry County,0.000000000000000000,0.000000000000000000,0.048861624715815600,0.096826646164821700
MSPike County,0.000000000000000000,0.000000000000000000,0.049197010762388000,0.097389922473948300
MSPontotoc County,0.000000000000000000,0.000000000000000000,0.050516268034733700,0.100113628459574000
MSPrentiss County,0.000000000000000000,0.000000000000000000,0.049412442850546200,0.098278178630832400
MSQuitman County,0.000000000000000000,0.000000000000000000,0.048483924557982000,0.095428137095564300
MSRankin County,0.000000000000000000,0.000000000000000000,0.049114504005731300,0.096922713659121100
MSScott County,0.000000000000000000,0.000000000000000000,0.049146996536729900,0.097568720016116200
MSSharkey County,0.000000000000000000,0.000000000000000000,0.050224307910150800,0.099516605135596500
MSSimpson County,0.000000000000000000,0.000000000000000000,0.049519065160916800,0.097901824527368400
MSSmith County,0.000000000000000000,0.000000000000000000,0.049355429032532600,0.097830763919051400
MSStone County,0.000000000000000000,0.000000000000000000,0.048900520300232200,0.096626397355808100
MSSunflower County,0.000000000000000000,0.000000000000000000,0.050475707930546700,0.099283616235160000
MSTallahatchie County,0.000000000000000000,0.000000000000000000,0.051158984873448200,0.100274581388813000
MSTate County,0.000000000000000000,0.000000000000000000,0.051421408936557400,0.100977102456024000
MSTippah County,0.000000000000000000,0.000000000000000000,0.050782006044936900,0.100414681730956000
MSTishomingo County,0.000000000000000000,0.000000000000000000,0.049359995098596300,0.098563572975521200
MSTunica County,0.000000000000000000,0.000000000000000000,0.048933596049908000,0.095638603226599500
MSUnion County,0.000000000000000000,0.000000000000000000,0.050820857444047600,0.100430510868472000
MSWalthall County,0.000000000000000000,0.000000000000000000,0.049330701292632100,0.097425702826001700
MSWarren County,0.000000000000000000,0.000000000000000000,0.049890887973201600,0.098940155238549400
MSWashington County,0.000000000000000000,0.000000000000000000,0.050308795718256600,0.099307936403028300
MSWayne County,0.000000000000000000,0.000000000000000000,0.049235727417225000,0.097957325914496800
MSWebster County,0.000000000000000000,0.000000000000000000,0.050197395689877100,0.099865370865116900
MSWilkinson County,0.000000000000000000,0.000000000000000000,0.049156808822807200,0.097400086253488900
MSWinston County,0.000000000000000000,0.000000000000000000,0.049250563844648500,0.098193420401777400
MSYalobusha County,0.000000000000000000,0.000000000000000000,0.051488142576500400,0.101093488015931000
MSYazoo County,0.000000000000000000,0.000000000000000000,0.050272876177943000,0.099625976409992700
MTBeaverhead County,0.000000000000000000,0.000000000000000000,0.049968746327604800,0.099934876774096400
MTBig Horn County,0.000000000000000000,0.000000000000000000,0.049997655419411900,0.099954451094170300
MTBlaine County,0.000000000000000000,0.000000000000000000,0.049913330504792300,0.099824808427871000
MTBroadwater County,0.000000000000000000,0.000000000000000000,0.049990657167954300,0.099974639978332300
MTCarbon County,0.000000000000000000,0.000000000000000000,0.049949501112471300,0.099826950026310500
MTCarter County,0.000000000000000000,0.000000000000000000,0.049986322925451100,0.099965527586814300
MTCascade County,0.000000000000000000,0.000000000000000000,0.049958626807131500,0.099831663831342300
MTChouteau County,0.000000000000000000,0.000000000000000000,0.049994039431442900,0.099931127645714200
MTCuster County,0.000000000000000000,0.000000000000000000,0.049892269259615800,0.099773856553661900
MTDaniels County,0.000000000000000000,0.000000000000000000,0.049846052779142900,0.099692074636308800
MTDawson County,0.000000000000000000,0.000000000000000000,0.049942998629235500,0.099885754690887600
MTDeer Lodge County,0.000000000000000000,0.000000000000000000,0.049993984399499200,0.099970823334418300
MTFallon County,0.000000000000000000,0.000000000000000000,0.049924261815306200,0.099848333421332000
MTFergus County,0.000000000000000000,0.000000000000000000,0.049965583189235800,0.099913816704665100
MTFlathead County,0.000000000000000000,0.000000000000000000,0.049924285109281200,0.099714902778019500
MTGallatin County,0.000000000000000000,0.000000000000000000,0.049923884462938200,0.099741971226078800
MTGarfield County,0.000000000000000000,0.000000000000000000,0.049959056296415800,0.099916861212511200
MTGlacier County,0.000000000000000000,0.000000000000000000,0.049907829607851500,0.099813624208208400
MTGolden Valley County,0.000000000000000000,0.000000000000000000,0.050015316351008200,0.099951736256740400
MTGranite County,0.000000000000000000,0.000000000000000000,0.049969916692385700,0.099935034519167200
MTHill County,0.000000000000000000,0.000000000000000000,0.049962509041220800,0.099917131718954400
MTJefferson County,0.000000000000000000,0.000000000000000000,0.049978667025387200,0.099941862515539900
MTJudith Basin County,0.000000000000000000,0.000000000000000000,0.049961200459427600,0.099911467426280400
MTLake County,0.000000000000000000,0.000000000000000000,0.049997952206631800,0.099934343426297600
MTLewis And Clark County,0.000000000000000000,0.000000000000000000,0.049956019133033000,0.099794456400558800
MTLiberty County,0.000000000000000000,0.000000000000000000,0.049938759259800800,0.099868765335910500
MTLincoln County,0.000000000000000000,0.000000000000000000,0.049995308555348000,0.099896892757450200
MTMadison County,0.000000000000000000,0.000000000000000000,0.049979455023704000,0.099954596242397100
MTMccone County,0.000000000000000000,0.000000000000000000,0.049955707752914500,0.099911317774481300
MTMeagher County,0.000000000000000000,0.000000000000000000,0.049987333561383200,0.099971992574045200
MTMineral County,0.000000000000000000,0.000000000000000000,0.049955458667082500,0.099907400186707100
MTMissoula County,0.000000000000000000,0.000000000000000000,0.049952542848629600,0.099834532300333800
MTMusselshell County,0.000000000000000000,0.000000000000000000,0.049955400264893200,0.099892831535173000
MTPark County,0.000000000000000000,0.000000000000000000,0.049944874855014000,0.099877741491283900
MTPetroleum County,0.000000000000000000,0.000000000000000000,0.049969752020917900,0.099926760489693000
MTPhillips County,0.000000000000000000,0.000000000000000000,0.049948725019320900,0.099896693544004700
MTPondera County,0.000000000000000000,0.000000000000000000,0.049983991245191600,0.099952831037359400
MTPowder River County,0.000000000000000000,0.000000000000000000,0.049939398589893000,0.099864953138035300
MTPowell County,0.000000000000000000,0.000000000000000000,0.049982024341038300,0.099938348203766800
MTPrairie County,0.000000000000000000,0.000000000000000000,0.049964727803791100,0.099928985468591900
MTRavalli County,0.000000000000000000,0.000000000000000000,0.049971103926786100,0.099932580427737100
MTRichland County,0.000000000000000000,0.000000000000000000,0.049933014705617000,0.099865265076633000
MTRoosevelt County,0.000000000000000000,0.000000000000000000,0.049930346955989300,0.099860533445623300
MTRosebud County,0.000000000000000000,0.000000000000000000,0.046695329110764300,0.093377269059586700
MTSanders County,0.000000000000000000,0.000000000000000000,0.049990134818685300,0.099963963561879000
MTSheridan County,0.000000000000000000,0.000000000000000000,0.049962007333709700,0.099923981354992100
MTSilver Bow County,0.000000000000000000,0.000000000000000000,0.049867736219864100,0.099678074253533000
MTStillwater County,0.000000000000000000,0.000000000000000000,0.049957991334760800,0.099849011257118000
MTSweet Grass County,0.000000000000000000,0.000000000000000000,0.049969523776278100,0.099909281284968000
MTTeton County,0.000000000000000000,0.000000000000000000,0.049989396603132600,0.099953959977052500
MTToole County,0.000000000000000000,0.000000000000000000,0.049927027999959700,0.099850005414756600
MTTreasure County,0.000000000000000000,0.000000000000000000,0.049721990047685700,0.099437779982253900
MTValley County,0.000000000000000000,0.000000000000000000,0.049937258404620500,0.099874126621781500
MTWheatland County,0.000000000000000000,0.000000000000000000,0.049885341323675900,0.099651749969672100
MTWibaux County,0.000000000000000000,0.000000000000000000,0.049898718553280900,0.099797416845353900
MTYellowstone County,0.000000000000000000,0.000000000000000000,0.050064093737791200,0.099716153433236300
NCAlamance County,0.000000000000000000,0.000000000000000000,0.048536395083390600,0.095790151101948300
NCAlexander County,0.000000000000000000,0.000000000000000000,0.048963132882694000,0.097246150919673600
NCAlleghany County,0.000000000000000000,0.000000000000000000,0.049972869467009900,0.099614553630613700
NCAnson County,0.000000000000000000,0.000000000000000000,0.049790736475430900,0.099009514364548400
NCAshe County,0.000000000000000000,0.000000000000000000,0.049967885903658700,0.099656985658867800
NCAvery County,0.000000000000000000,0.000000000000000000,0.049896393770628000,0.099396770134822800
NCBeaufort County,0.000000000000000000,0.000000000000000000,0.048310385614033700,0.095920460296966800
NCBertie County,0.000000000000000000,0.000000000000000000,0.048447983152401000,0.096075815632627300
NCBladen County,0.000000000000000000,0.000000000000000000,0.050082521212555700,0.099459444796686300
NCBrunswick County,0.000000000000000000,0.000000000000000000,0.049890258181896700,0.098708428331991900
NCBuncombe County,0.000000000000000000,0.000000000000000000,0.049995149889731500,0.099427796590028500
NCBurke County,0.000000000000000000,0.000000000000000000,0.049862044163558700,0.099057252046324000
NCCabarrus County,0.000000000000000000,0.000000000000000000,0.048105227713235000,0.094748906703360000
NCCaldwell County,0.000000000000000000,0.000000000000000000,0.048857819160796900,0.096856102196789100
NCCamden County,0.000000000000000000,0.000000000000000000,0.047493923607738500,0.093914211841378500
NCCarteret County,0.000000000000000000,0.000000000000000000,0.048033186289142100,0.095476272785924000
NCCaswell County,0.000000000000000000,0.000000000000000000,0.048667140361513300,0.096505466484132900
NCCatawba County,0.000000000000000000,0.000000000000000000,0.048617981192360800,0.096228709859006200
NCChatham County,0.000000000000000000,0.000000000000000000,0.048634122903644200,0.096212721033354100
NCCherokee County,0.000000000000000000,0.000000000000000000,0.049869356392078900,0.099473910952753400
NCChowan County,0.000000000000000000,0.000000000000000000,0.048570036976965700,0.096176172225892700
NCClay County,0.000000000000000000,0.000000000000000000,0.049980787033987000,0.099686701725213000
NCCleveland County,0.000000000000000000,0.000000000000000000,0.049909444493128500,0.099253404409615400
NCColumbus County,0.000000000000000000,0.000000000000000000,0.049906769553639900,0.098690127267845100
NCCraven County,0.000000000000000000,0.000000000000000000,0.047615581316562800,0.094231152470003700
NCCumberland County,0.000000000000000000,0.000000000000000000,0.049632439664077000,0.098491748933386700
NCCurrituck County,0.000000000000000000,0.000000000000000000,0.047788827465145900,0.094426832413623700
NCDare County,0.000000000000000000,0.000000000000000000,0.047412299842351400,0.094096819863681100
NCDavidson County,0.000000000000000000,0.000000000000000000,0.048448777283798700,0.095474501079404500
NCDavie County,0.000000000000000000,0.000000000000000000,0.048342558122275600,0.095283276217035900
NCDuplin County,0.000000000000000000,0.000000000000000000,0.049468410606141800,0.098184110195618700
NCDurham County,0.000000000000000000,0.000000000000000000,0.048326353073547400,0.095000669810907400
NCEdgecombe County,0.000000000000000000,0.000000000000000000,0.048668063669008000,0.096369227621790500
