Year,EQ,WS,Tornado
1900,0.6600000000000000,0.1651516069826460,0.1250726344825530
1937,0.6607409448114160,0.1651516069826460,0.1250726344825530
1974,0.5934983897392030,0.1651516069826460,0.1250726344825530
1981,0.5934983897392030,0.1651516069826460,0.0000000000000000
1989,0.0000000000000000,0.1651516069826460,0.0000000000000000
1995,0.0000000000000000,0.0000000000000000,0.0000000000000000
2000,-0.2052533720989160,0.0000000000000000,0.0000000000000000
2002,-0.2052533720989160,-0.0738922828153499,0.0000000000000000
2009,-0.2052533720989160,-0.1008561275775930,0.0000000000000000
