Zip,State,County,Wildfire,Flood,Tornado,Hail
06860,CT,FAIRFIELD COUNTY,1,2,< 0.1,0.1 - 0.2
06870,CT,FAIRFIELD COUNTY,1,2,< 0.1,0.1 - 0.2
06875,CT,FAIRFIELD COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
06876,CT,FAIRFIELD COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
06877,CT,FAIRFIELD COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
06878,CT,FAIRFIELD COUNTY,1,2,< 0.1,0.1 - 0.2
06879,CT,FAIRFIELD COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
06880,CT,FAIRFIELD COUNTY,1,3,< 0.1,0.1 - 0.2
06881,CT,FAIRFIELD COUNTY,1,2,< 0.1,0.1 - 0.2
06883,CT,FAIRFIELD COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
06888,CT,FAIRFIELD COUNTY,1,6,< 0.1,0.1 - 0.2
06889,CT,FAIRFIELD COUNTY,1,2,< 0.1,0.1 - 0.2
06890,CT,FAIRFIELD COUNTY,1,1,< 0.1,0.1 - 0.2
06896,CT,FAIRFIELD COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
06897,CT,FAIRFIELD COUNTY,1,8,0.1 - 0.2,0.1 - 0.2
06901,CT,FAIRFIELD COUNTY,1,6,< 0.1,0.1 - 0.2
06902,CT,FAIRFIELD COUNTY,1,2,< 0.1,0.1 - 0.2
06903,CT,FAIRFIELD COUNTY,1,2,< 0.1,0.1 - 0.2
06904,CT,FAIRFIELD COUNTY,1,2,< 0.1,0.1 - 0.2
06905,CT,FAIRFIELD COUNTY,1,2,< 0.1,0.1 - 0.2
06906,CT,FAIRFIELD COUNTY,1,6,< 0.1,0.1 - 0.2
06907,CT,FAIRFIELD COUNTY,1,7,< 0.1,0.1 - 0.2
06910,CT,FAIRFIELD COUNTY,1,2,< 0.1,0.1 - 0.2
06911,CT,FAIRFIELD COUNTY,1,2,< 0.1,0.1 - 0.2
06912,CT,FAIRFIELD COUNTY,1,2,< 0.1,0.1 - 0.2
06913,CT,FAIRFIELD COUNTY,1,2,< 0.1,0.1 - 0.2
06914,CT,FAIRFIELD COUNTY,1,4,< 0.1,0.1 - 0.2
06920,CT,FAIRFIELD COUNTY,1,2,< 0.1,0.1 - 0.2
06921,CT,FAIRFIELD COUNTY,1,7,< 0.1,0.1 - 0.2
06922,CT,FAIRFIELD COUNTY,1,2,< 0.1,0.1 - 0.2
06925,CT,FAIRFIELD COUNTY,1,2,< 0.1,0.1 - 0.2
06926,CT,FAIRFIELD COUNTY,1,7,< 0.1,0.1 - 0.2
06927,CT,FAIRFIELD COUNTY,1,3,< 0.1,0.1 - 0.2
06928,CT,FAIRFIELD COUNTY,1,2,< 0.1,0.1 - 0.2
07001,NJ,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07002,NJ,HUDSON COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07003,NJ,ESSEX COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
07004,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07005,NJ,MORRIS COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07006,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07007,NJ,ESSEX COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07008,NJ,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07009,NJ,ESSEX COUNTY,1,10,0.1 - 0.2,0.1 - 0.2
07010,NJ,BERGEN COUNTY,1,2,< 0.1,0.1 - 0.2
07011,NJ,PASSAIC COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07012,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07013,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07014,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07015,NJ,PASSAIC COUNTY,1,7,0.1 - 0.2,0.1 - 0.2
07016,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07017,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07018,NJ,ESSEX COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07019,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07020,NJ,BERGEN COUNTY,1,2,< 0.1,0.1 - 0.2
07021,NJ,ESSEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07022,NJ,BERGEN COUNTY,1,5,< 0.1,0.1 - 0.2
07023,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07024,NJ,BERGEN COUNTY,1,2,< 0.1,0.1 - 0.2
07026,NJ,BERGEN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07027,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07028,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07029,NJ,HUDSON COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07030,NJ,HUDSON COUNTY,1,7,0.1 - 0.2,0.1 - 0.2
07031,NJ,BERGEN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07032,NJ,HUDSON COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
07033,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07034,NJ,MORRIS COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07035,NJ,MORRIS COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07036,NJ,UNION COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07039,NJ,ESSEX COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07040,NJ,ESSEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07041,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07042,NJ,ESSEX COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07043,NJ,ESSEX COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07044,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07045,NJ,MORRIS COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07046,NJ,MORRIS COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07047,NJ,HUDSON COUNTY,1,1,< 0.1,0.1 - 0.2
07050,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07051,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07052,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07054,NJ,MORRIS COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07055,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07057,NJ,BERGEN COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07058,NJ,MORRIS COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
07059,NJ,SOMERSET COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07060,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07061,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07062,NJ,UNION COUNTY,1,8,0.1 - 0.2,0.1 - 0.2
07063,NJ,UNION COUNTY,1,7,0.1 - 0.2,0.1 - 0.2
07064,NJ,MIDDLESEX COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
07065,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07066,NJ,UNION COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
07067,NJ,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07068,NJ,ESSEX COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
07069,NJ,SOMERSET COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07070,NJ,BERGEN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07071,NJ,BERGEN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07072,NJ,BERGEN COUNTY,1,7,0.1 - 0.2,0.1 - 0.2
07073,NJ,BERGEN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07074,NJ,BERGEN COUNTY,1,4,< 0.1,0.1 - 0.2
07075,NJ,BERGEN COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07076,NJ,UNION COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
07077,NJ,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07078,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07079,NJ,ESSEX COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07080,NJ,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07081,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07082,NJ,MORRIS COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07083,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07086,NJ,HUDSON COUNTY,1,1,< 0.1,0.1 - 0.2
07087,NJ,HUDSON COUNTY,1,2,< 0.1,0.1 - 0.2
07088,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07090,NJ,UNION COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
07091,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07092,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07093,NJ,HUDSON COUNTY,1,2,< 0.1,0.1 - 0.2
07094,NJ,HUDSON COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07095,NJ,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07096,NJ,HUDSON COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07097,NJ,HUDSON COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07098,NJ,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07099,NJ,HUDSON COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07101,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07102,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07103,NJ,ESSEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07104,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07105,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07106,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07107,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07108,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07109,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07110,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07111,NJ,ESSEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07112,NJ,ESSEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07114,NJ,ESSEX COUNTY,1,7,0.1 - 0.2,0.1 - 0.2
07175,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07182,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07183,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07184,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07185,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07187,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07188,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07189,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07190,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07191,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07192,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07193,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07194,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07195,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07197,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07198,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07199,NJ,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07201,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07202,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07203,NJ,UNION COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
07204,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07205,NJ,UNION COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
07206,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07207,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07208,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07215,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07216,NJ,UNION COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07302,NJ,HUDSON COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07303,NJ,HUDSON COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07304,NJ,HUDSON COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07305,NJ,HUDSON COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07306,NJ,HUDSON COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07307,NJ,HUDSON COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07308,NJ,HUDSON COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07309,NJ,HUDSON COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07310,NJ,HUDSON COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07311,NJ,HUDSON COUNTY,1,8,0.1 - 0.2,0.1 - 0.2
07390,NJ,HUDSON COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07395,NJ,HUDSON COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07399,NJ,HUDSON COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07401,NJ,BERGEN COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
07403,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07405,NJ,MORRIS COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07407,NJ,BERGEN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07410,NJ,BERGEN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07416,NJ,SUSSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07417,NJ,BERGEN COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07418,NJ,SUSSEX COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
07419,NJ,SUSSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07420,NJ,PASSAIC COUNTY,1,7,0.1 - 0.2,0.1 - 0.2
07421,NJ,PASSAIC COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07422,NJ,SUSSEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07423,NJ,BERGEN COUNTY,1,8,0.1 - 0.2,0.1 - 0.2
07424,NJ,PASSAIC COUNTY,1,7,0.1 - 0.2,0.1 - 0.2
07428,NJ,SUSSEX COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
07430,NJ,BERGEN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07432,NJ,BERGEN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07435,NJ,PASSAIC COUNTY,1,8,0.1 - 0.2,0.1 - 0.2
07436,NJ,BERGEN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07438,NJ,MORRIS COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07439,NJ,SUSSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07440,NJ,MORRIS COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07442,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07444,NJ,MORRIS COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07446,NJ,BERGEN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07450,NJ,BERGEN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07451,NJ,BERGEN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07452,NJ,BERGEN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07456,NJ,PASSAIC COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07457,NJ,MORRIS COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07458,NJ,BERGEN COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07460,NJ,SUSSEX COUNTY,1,9,0.1 - 0.2,0.1 - 0.2
07461,NJ,SUSSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07462,NJ,SUSSEX COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
07463,NJ,BERGEN COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
07465,NJ,PASSAIC COUNTY,1,7,0.1 - 0.2,0.1 - 0.2
07470,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07474,NJ,PASSAIC COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
07477,NJ,PASSAIC COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07480,NJ,PASSAIC COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07481,NJ,BERGEN COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
07495,NJ,BERGEN COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07498,NJ,BERGEN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07501,NJ,PASSAIC COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
07502,NJ,PASSAIC COUNTY,1,8,0.1 - 0.2,0.1 - 0.2
07503,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07504,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07505,NJ,PASSAIC COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
07506,NJ,PASSAIC COUNTY,1,8,0.1 - 0.2,0.1 - 0.2
07507,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07508,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07509,NJ,PASSAIC COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
07510,NJ,PASSAIC COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
07511,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07512,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07513,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07514,NJ,PASSAIC COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07522,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07524,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07530,NJ,PASSAIC COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07533,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07538,NJ,PASSAIC COUNTY,1,9,0.1 - 0.2,0.1 - 0.2
07543,NJ,PASSAIC COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07544,NJ,PASSAIC COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
07601,NJ,BERGEN COUNTY,1,4,< 0.1,0.1 - 0.2
07602,NJ,BERGEN COUNTY,1,2,< 0.1,0.1 - 0.2
07603,NJ,BERGEN COUNTY,1,2,< 0.1,0.1 - 0.2
07604,NJ,BERGEN COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07605,NJ,BERGEN COUNTY,1,5,< 0.1,0.1 - 0.2
07606,NJ,BERGEN COUNTY,1,6,< 0.1,0.1 - 0.2
07607,NJ,BERGEN COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07608,NJ,BERGEN COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07620,NJ,BERGEN COUNTY,1,2,< 0.1,0.1 - 0.2
07621,NJ,BERGEN COUNTY,1,7,< 0.1,0.1 - 0.2
07624,NJ,BERGEN COUNTY,1,4,< 0.1,0.1 - 0.2
07626,NJ,BERGEN COUNTY,1,7,< 0.1,0.1 - 0.2
07627,NJ,BERGEN COUNTY,1,6,< 0.1,0.1 - 0.2
07628,NJ,BERGEN COUNTY,1,5,< 0.1,0.1 - 0.2
07630,NJ,BERGEN COUNTY,1,2,< 0.1,0.1 - 0.2
07631,NJ,BERGEN COUNTY,1,8,< 0.1,0.1 - 0.2
07632,NJ,BERGEN COUNTY,1,2,< 0.1,0.1 - 0.2
07640,NJ,BERGEN COUNTY,1,5,< 0.1,0.1 - 0.2
07641,NJ,BERGEN COUNTY,1,2,< 0.1,0.1 - 0.2
07642,NJ,BERGEN COUNTY,1,5,< 0.1,0.1 - 0.2
07643,NJ,BERGEN COUNTY,1,2,< 0.1,0.1 - 0.2
07644,NJ,BERGEN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07645,NJ,BERGEN COUNTY,1,4,< 0.1,0.1 - 0.2
07646,NJ,BERGEN COUNTY,1,2,< 0.1,0.1 - 0.2
07647,NJ,BERGEN COUNTY,1,2,< 0.1,0.1 - 0.2
07648,NJ,BERGEN COUNTY,1,8,< 0.1,0.1 - 0.2
07649,NJ,BERGEN COUNTY,1,2,< 0.1,0.1 - 0.2
07650,NJ,BERGEN COUNTY,1,2,< 0.1,0.1 - 0.2
07652,NJ,BERGEN COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
07653,NJ,BERGEN COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07656,NJ,BERGEN COUNTY,1,8,< 0.1,0.1 - 0.2
07657,NJ,BERGEN COUNTY,1,6,< 0.1,0.1 - 0.2
07660,NJ,BERGEN COUNTY,1,2,< 0.1,0.1 - 0.2
07661,NJ,BERGEN COUNTY,1,7,< 0.1,0.1 - 0.2
07662,NJ,BERGEN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07663,NJ,BERGEN COUNTY,1,8,0.1 - 0.2,0.1 - 0.2
07666,NJ,BERGEN COUNTY,1,1,< 0.1,0.1 - 0.2
07670,NJ,BERGEN COUNTY,1,6,< 0.1,0.1 - 0.2
07675,NJ,BERGEN COUNTY,1,2,< 0.1,0.1 - 0.2
07676,NJ,BERGEN COUNTY,1,5,< 0.1,0.1 - 0.2
07677,NJ,BERGEN COUNTY,1,1,< 0.1,0.1 - 0.2
07688,NJ,BERGEN COUNTY,1,5,< 0.1,0.1 - 0.2
07699,NJ,BERGEN COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
07701,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07702,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07703,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07704,NJ,MONMOUTH COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07709,NJ,MONMOUTH COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
07710,NJ,MONMOUTH COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
07711,NJ,MONMOUTH COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
07712,NJ,MONMOUTH COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07713,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07715,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07716,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07717,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07718,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07719,NJ,MONMOUTH COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
07720,NJ,MONMOUTH COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07721,NJ,MONMOUTH COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07722,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07723,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07724,NJ,MONMOUTH COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
07726,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07727,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07728,NJ,MONMOUTH COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
07730,NJ,MONMOUTH COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
07731,NJ,MONMOUTH COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07732,NJ,MONMOUTH COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07733,NJ,MONMOUTH COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07734,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07735,NJ,MONMOUTH COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07737,NJ,MONMOUTH COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07738,NJ,MONMOUTH COUNTY,1,7,0.1 - 0.2,0.1 - 0.2
07739,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07740,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07746,NJ,MONMOUTH COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07747,NJ,MONMOUTH COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
07748,NJ,MONMOUTH COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07750,NJ,MONMOUTH COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07751,NJ,MONMOUTH COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
07752,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07753,NJ,MONMOUTH COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
07754,NJ,MONMOUTH COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07755,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07756,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07757,NJ,MONMOUTH COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07758,NJ,MONMOUTH COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
07760,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07762,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07763,NJ,MONMOUTH COUNTY,1,7,0.1 - 0.2,0.1 - 0.2
07764,NJ,MONMOUTH COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
07765,NJ,MONMOUTH COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
07777,NJ,MONMOUTH COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
07799,NJ,MONMOUTH COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
