StateCounty,Unknown,Good,Average,Poor
ALMacon County,0.000000000000000000,-0.048082938733424700,0.000000000000000000,0.097029271448916500
ALMadison County,0.000000000000000000,-0.047655883033858800,0.000000000000000000,0.097184144122924200
ALMarengo County,0.000000000000000000,-0.049273412234355800,0.000000000000000000,0.098425075515847300
ALMarion County,0.000000000000000000,-0.049709126032497100,0.000000000000000000,0.099201725910913300
ALMarshall County,0.000000000000000000,-0.048867667615198700,0.000000000000000000,0.098252477886013200
ALMobile County,0.000000000000000000,-0.045551693780499700,0.000000000000000000,0.093195603774023800
ALMonroe County,0.000000000000000000,-0.048530411053736300,0.000000000000000000,0.097276213814983200
ALMontgomery County,0.000000000000000000,-0.046802370298238700,0.000000000000000000,0.095586837048305300
ALMorgan County,0.000000000000000000,-0.048470671308729000,0.000000000000000000,0.097492624197245100
ALPerry County,0.000000000000000000,-0.049226526044035900,0.000000000000000000,0.098872525664966100
ALPickens County,0.000000000000000000,-0.049417955191471600,0.000000000000000000,0.098862109126753000
ALPike County,0.000000000000000000,-0.048947151011238000,0.000000000000000000,0.098600382070617800
ALRandolph County,0.000000000000000000,-0.048451033140285000,0.000000000000000000,0.097806341945005300
ALRussell County,0.000000000000000000,-0.047618363409550300,0.000000000000000000,0.096476284724276600
ALShelby County,0.000000000000000000,-0.046847533063259200,0.000000000000000000,0.096202177648937500
ALSt. Clair County,0.000000000000000000,-0.047505912750050400,0.000000000000000000,0.096740984526948500
ALSumter County,0.000000000000000000,-0.049562067801201300,0.000000000000000000,0.098916018565692800
ALTalladega County,0.000000000000000000,-0.048413597681148800,0.000000000000000000,0.097590974262362600
ALTallapoosa County,0.000000000000000000,-0.048835001584371000,0.000000000000000000,0.098260906689997300
ALTuscaloosa County,0.000000000000000000,-0.047212366049161700,0.000000000000000000,0.095126041133974700
ALWalker County,0.000000000000000000,-0.048942964009461000,0.000000000000000000,0.098443847692865100
ALWashington County,0.000000000000000000,-0.048122256787781500,0.000000000000000000,0.096536366988794000
ALWilcox County,0.000000000000000000,-0.048795037840887300,0.000000000000000000,0.097604177026626700
ALWinston County,0.000000000000000000,-0.049367090823602900,0.000000000000000000,0.098969994580522900
ARArkansas County,0.000000000000000000,-0.045696468078743500,0.000000000000000000,0.098760726372856000
ARAshley County,0.000000000000000000,-0.048345566961887900,0.000000000000000000,0.100116905930782000
ARBaxter County,0.000000000000000000,-0.049434189748567200,0.000000000000000000,0.099084681883505200
ARBenton County,0.000000000000000000,-0.048229774132579300,0.000000000000000000,0.097635793022403700
ARBoone County,0.000000000000000000,-0.049391931197129400,0.000000000000000000,0.099113916209641300
ARBradley County,0.000000000000000000,-0.048348147521112900,0.000000000000000000,0.099981155461691000
ARCalhoun County,0.000000000000000000,-0.048334683926814600,0.000000000000000000,0.099967056512202200
ARCarroll County,0.000000000000000000,-0.049163775114423300,0.000000000000000000,0.098779554857070000
ARChicot County,0.000000000000000000,-0.047736768706304200,0.000000000000000000,0.099608090377118200
ARClark County,0.000000000000000000,-0.048400812977060700,0.000000000000000000,0.097846316114789800
ARClay County,0.000000000000000000,-0.042714476484732400,0.000000000000000000,0.094548456142002200
ARCleburne County,0.000000000000000000,-0.049027779803294000,0.000000000000000000,0.099317133402899000
ARCleveland County,0.000000000000000000,-0.048280836080728900,0.000000000000000000,0.100042284523796000
ARColumbia County,0.000000000000000000,-0.048531230950566700,0.000000000000000000,0.098169202047770900
ARConway County,0.000000000000000000,-0.048801323612992300,0.000000000000000000,0.098974546385669700
ARCraighead County,0.000000000000000000,-0.042982148708533000,0.000000000000000000,0.096573787333301000
ARCrawford County,0.000000000000000000,-0.048730233184312700,0.000000000000000000,0.098655860005226100
ARCrittenden County,0.000000000000000000,-0.041130295252422100,0.000000000000000000,0.093663276122562600
ARCross County,0.000000000000000000,-0.041518091783383700,0.000000000000000000,0.092861385472516700
ARDallas County,0.000000000000000000,-0.048511609577413300,0.000000000000000000,0.099730008609441300
ARDesha County,0.000000000000000000,-0.047004310257651600,0.000000000000000000,0.100172112968985000
ARDrew County,0.000000000000000000,-0.047760875830341400,0.000000000000000000,0.100059764601363000
ARFaulkner County,0.000000000000000000,-0.048522551105261300,0.000000000000000000,0.098767712899069600
ARFranklin County,0.000000000000000000,-0.048826773168620300,0.000000000000000000,0.098381854461066000
ARFulton County,0.000000000000000000,-0.049845410007199400,0.000000000000000000,0.099897761539465400
ARGarland County,0.000000000000000000,-0.047619365962857200,0.000000000000000000,0.096202202214759300
ARGrant County,0.000000000000000000,-0.047866827166926300,0.000000000000000000,0.099708727296983400
ARGreene County,0.000000000000000000,-0.046204960491961000,0.000000000000000000,0.099806568853722200
ARHempstead County,0.000000000000000000,-0.048692305542997600,0.000000000000000000,0.098183852059423600
ARHot Spring County,0.000000000000000000,-0.047871639862502900,0.000000000000000000,0.097815873494737900
ARHoward County,0.000000000000000000,-0.048824536739936700,0.000000000000000000,0.098276099281928500
ARIndependence County,0.000000000000000000,-0.048196374604306800,0.000000000000000000,0.100405684445987000
ARIzard County,0.000000000000000000,-0.049807493115708800,0.000000000000000000,0.099899317203778100
ARJackson County,0.000000000000000000,-0.047185524107381600,0.000000000000000000,0.100221419462466000
ARJefferson County,0.000000000000000000,-0.046834027895032800,0.000000000000000000,0.100645198801408000
ARJohnson County,0.000000000000000000,-0.048982210964053000,0.000000000000000000,0.098634680921561900
ARLafayette County,0.000000000000000000,-0.048643075919921700,0.000000000000000000,0.098592876576875800
ARLawrence County,0.000000000000000000,-0.047951515853745400,0.000000000000000000,0.100443337780619000
ARLee County,0.000000000000000000,-0.044770831868418900,0.000000000000000000,0.095379504058840100
ARLincoln County,0.000000000000000000,-0.046941468766965100,0.000000000000000000,0.100425709136420000
ARLittle River County,0.000000000000000000,-0.049104712179818400,0.000000000000000000,0.098642663149270100
ARLogan County,0.000000000000000000,-0.048928219630639800,0.000000000000000000,0.098590824297150300
ARLonoke County,0.000000000000000000,-0.046697439016228200,0.000000000000000000,0.100149052157914000
ARMadison County,0.000000000000000000,-0.049259570745691200,0.000000000000000000,0.099112092717766900
ARMarion County,0.000000000000000000,-0.049177111175033900,0.000000000000000000,0.098673327310559300
ARMiller County,0.000000000000000000,-0.048404635050281900,0.000000000000000000,0.097740267840775900
ARMississippi County,0.000000000000000000,-0.039046703556100000,0.000000000000000000,0.084446764654388500
ARMonroe County,0.000000000000000000,-0.044992937003341700,0.000000000000000000,0.098146660646228900
ARMontgomery County,0.000000000000000000,-0.048509089361133500,0.000000000000000000,0.097881379194901100
ARNevada County,0.000000000000000000,-0.048251458143099200,0.000000000000000000,0.097433980819204800
ARNewton County,0.000000000000000000,-0.049217932950602000,0.000000000000000000,0.098746335708057600
AROuachita County,0.000000000000000000,-0.048380167801762200,0.000000000000000000,0.099326194634204800
ARPerry County,0.000000000000000000,-0.048001733482776600,0.000000000000000000,0.098772992935479500
ARPhillips County,0.000000000000000000,-0.045141950795120200,0.000000000000000000,0.096507201470015700
ARPike County,0.000000000000000000,-0.048679050019939100,0.000000000000000000,0.098148454640523600
ARPoinsett County,0.000000000000000000,-0.039635956966449800,0.000000000000000000,0.084414133140678200
ARPolk County,0.000000000000000000,-0.049395723726565500,0.000000000000000000,0.099240452884165100
ARPope County,0.000000000000000000,-0.048891772278063000,0.000000000000000000,0.098811998383778300
ARPrairie County,0.000000000000000000,-0.046191247860338000,0.000000000000000000,0.099329948599354400
ARPulaski County,0.000000000000000000,-0.046602591488096600,0.000000000000000000,0.098865165591334000
ARRandolph County,0.000000000000000000,-0.048104458211896800,0.000000000000000000,0.100586717034810000
ARSaline County,0.000000000000000000,-0.046958370969217600,0.000000000000000000,0.098652188470844900
ARScott County,0.000000000000000000,-0.049159304674520600,0.000000000000000000,0.099026915183966200
ARSearcy County,0.000000000000000000,-0.049622716797801300,0.000000000000000000,0.099419549412834000
ARSebastian County,0.000000000000000000,-0.048387118128278500,0.000000000000000000,0.098149608827510900
ARSevier County,0.000000000000000000,-0.049260676305470300,0.000000000000000000,0.098809289242958800
ARSharp County,0.000000000000000000,-0.049604438012273900,0.000000000000000000,0.099901227187084100
ARSt. Francis County,0.000000000000000000,-0.044078602990659600,0.000000000000000000,0.096299773905467800
ARStone County,0.000000000000000000,-0.049363725913070600,0.000000000000000000,0.099637040425558200
ARUnion County,0.000000000000000000,-0.048386115893897600,0.000000000000000000,0.098640993162555800
ARVan Buren County,0.000000000000000000,-0.048982574336316300,0.000000000000000000,0.098651497414933500
ARWashington County,0.000000000000000000,-0.048262400121161700,0.000000000000000000,0.097389777867480800
ARWhite County,0.000000000000000000,-0.046966281094423600,0.000000000000000000,0.100063982553582000
ARWoodruff County,0.000000000000000000,-0.047526865251091400,0.000000000000000000,0.100727824002929000
ARYell County,0.000000000000000000,-0.048965317396432300,0.000000000000000000,0.099091792819441700
AZApache County,0.000000000000000000,-0.049964873099722800,0.000000000000000000,0.099934971718603500
AZCochise County,0.000000000000000000,-0.049832394695436800,0.000000000000000000,0.099846283841466700
AZCoconino County,0.000000000000000000,-0.049820403022330500,0.000000000000000000,0.099707545538371100
AZGila County,0.000000000000000000,-0.049821487272833900,0.000000000000000000,0.099826438865056000
AZGraham County,0.000000000000000000,-0.049470843581544100,0.000000000000000000,0.099056193963804800
AZGreenlee County,0.000000000000000000,-0.049862165061934000,0.000000000000000000,0.099725786552066200
AZLa Paz County,0.000000000000000000,-0.049499888405007700,0.000000000000000000,0.099006334319867100
AZMaricopa County,0.000000000000000000,-0.048214364622220200,0.000000000000000000,0.099476457647636400
AZMohave County,0.000000000000000000,-0.049673432346012200,0.000000000000000000,0.099348840246167700
AZNavajo County,0.000000000000000000,-0.049933992448983700,0.000000000000000000,0.099887982798961800
AZPima County,0.000000000000000000,-0.049256337848215900,0.000000000000000000,0.099768989151569000
AZPinal County,0.000000000000000000,-0.049153267331285700,0.000000000000000000,0.099720686739199100
AZSanta Cruz County,0.000000000000000000,-0.049918890102019000,0.000000000000000000,0.099933281349361400
AZYavapai County,0.000000000000000000,-0.049830332336955300,0.000000000000000000,0.099904532269531600
AZYuma County,0.000000000000000000,-0.049954293031859500,0.000000000000000000,0.099910007375242100
CAAlameda County,0.000000000000000000,-0.035969891050616500,0.000000000000000000,0.080141782565040100
CAAlpine County,0.000000000000000000,-0.049942856772100100,0.000000000000000000,0.099886570817779200
CAAmador County,0.000000000000000000,-0.049928416010439300,0.000000000000000000,0.099878952815194900
CAButte County,0.000000000000000000,-0.049913126793684800,0.000000000000000000,0.099959616134045200
CACalaveras County,0.000000000000000000,-0.049916776949037300,0.000000000000000000,0.099875347379280200
CAColusa County,0.000000000000000000,-0.047856652161470900,0.000000000000000000,0.096011079155111200
CAContra Costa County,0.000000000000000000,-0.045447333171507000,0.000000000000000000,0.096281243486289200
CADel Norte County,0.000000000000000000,-0.046192252964431900,0.000000000000000000,0.094335410447658800
CAEl Dorado County,0.000000000000000000,-0.049741417982615400,0.000000000000000000,0.099497670449262900
CAFresno County,0.000000000000000000,-0.049823686470222300,0.000000000000000000,0.099914788351513500
CAGlenn County,0.000000000000000000,-0.048316069512396100,0.000000000000000000,0.096954295946724400
CAHumboldt County,0.000000000000000000,-0.048990989109215200,0.000000000000000000,0.098453849590346400
CAImperial County,0.000000000000000000,-0.037632702974579300,0.000000000000000000,0.076991337756230100
CAInyo County,0.000000000000000000,-0.049940673351129700,0.000000000000000000,0.099881665547712200
CAKern County,0.000000000000000000,-0.048408362952733100,0.000000000000000000,0.099610955779068800
CAKings County,0.000000000000000000,-0.049825056983747100,0.000000000000000000,0.099975806433788300
CALake County,0.000000000000000000,-0.049702010780877500,0.000000000000000000,0.099869971354877600
CALassen County,0.000000000000000000,-0.049979206119199100,0.000000000000000000,0.099961225379064900
CALos Angeles County,0.000000000000000000,-0.043747451404956700,0.000000000000000000,0.092069070619538200
CAMadera County,0.000000000000000000,-0.049897197211936800,0.000000000000000000,0.099835081062168900
CAMarin County,0.000000000000000000,-0.047183128744260700,0.000000000000000000,0.099930394485462600
CAMariposa County,0.000000000000000000,-0.049917720401850800,0.000000000000000000,0.099836540717682700
CAMendocino County,0.000000000000000000,-0.049560602340638300,0.000000000000000000,0.099783204484648100
CAMerced County,0.000000000000000000,-0.048565782130211700,0.000000000000000000,0.097325437639672400
CAModoc County,0.000000000000000000,-0.049981520538483400,0.000000000000000000,0.099963190859959400
CAMono County,0.000000000000000000,-0.049948921502816300,0.000000000000000000,0.099898246976225300
CAMonterey County,0.000000000000000000,-0.047649116740743700,0.000000000000000000,0.096464358835797200
CANapa County,0.000000000000000000,-0.048035215319772300,0.000000000000000000,0.098011687206183400
CANevada County,0.000000000000000000,-0.049909496061479100,0.000000000000000000,0.099819811012108200
CAOrange County,0.000000000000000000,-0.046229478113012100,0.000000000000000000,0.095584203631212900
CAPlacer County,0.000000000000000000,-0.049840112869959000,0.000000000000000000,0.099741096578938500
CAPlumas County,0.000000000000000000,-0.049967774774873600,0.000000000000000000,0.099942601129876100
CARiverside County,0.000000000000000000,-0.045601220545741700,0.000000000000000000,0.095134477005417000
CASacramento County,0.000000000000000000,-0.027332451985852500,0.000000000000000000,0.055097143083764800
CASan Benito County,0.000000000000000000,-0.047942707106308400,0.000000000000000000,0.099406750029027400
CASan Bernardino County,0.000000000000000000,-0.047525040955245300,0.000000000000000000,0.099412598325517400
CASan Diego County,0.000000000000000000,-0.046089577555169800,0.000000000000000000,0.093879760610620100
CASan Francisco County,0.000000000000000000,-0.026594322378889300,0.000000000000000000,0.056258768023687000
CASan Joaquin County,0.000000000000000000,-0.048448816468979500,0.000000000000000000,0.097305698253600200
CASan Luis Obispo County,0.000000000000000000,-0.047993071729995700,0.000000000000000000,0.098593213368745500
CASan Mateo County,0.000000000000000000,-0.040280339087595700,0.000000000000000000,0.087007691497379000
CASanta Barbara County,0.000000000000000000,-0.047978720486009600,0.000000000000000000,0.098703948705120000
CASanta Clara County,0.000000000000000000,-0.045407444920402700,0.000000000000000000,0.095041455033056700
CASanta Cruz County,0.000000000000000000,-0.048270524778829000,0.000000000000000000,0.099155310840336700
CAShasta County,0.000000000000000000,-0.049278165767190400,0.000000000000000000,0.099170704158553200
CASierra County,0.000000000000000000,-0.049953790904409900,0.000000000000000000,0.099907856769424500
CASiskiyou County,0.000000000000000000,-0.049420298237053500,0.000000000000000000,0.099965349181253300
CASolano County,0.000000000000000000,-0.045989841080983900,0.000000000000000000,0.094879236892460000
CASonoma County,0.000000000000000000,-0.046606085483590900,0.000000000000000000,0.098523236053377600
CAStanislaus County,0.000000000000000000,-0.049722541431898700,0.000000000000000000,0.099559404563994000
CASutter County,0.000000000000000000,-0.044413233602975000,0.000000000000000000,0.089093908771827200
CATehama County,0.000000000000000000,-0.049721153470232800,0.000000000000000000,0.100036269660154000
CATrinity County,0.000000000000000000,-0.049285185232788800,0.000000000000000000,0.099780791724174000
CATulare County,0.000000000000000000,-0.049961155979159000,0.000000000000000000,0.099931518862243800
CATuolumne County,0.000000000000000000,-0.049919469283999600,0.000000000000000000,0.099841892891213700
CAVentura County,0.000000000000000000,-0.045406151173097000,0.000000000000000000,0.094641780001774300
CAYolo County,0.000000000000000000,-0.046355394744507900,0.000000000000000000,0.093493275842326400
CAYuba County,0.000000000000000000,-0.049466764897701600,0.000000000000000000,0.098966538027137200
COAdams County,0.000000000000000000,-0.047711329034884600,0.000000000000000000,0.099242733464437700
COAlamosa County,0.000000000000000000,-0.049961841133042500,0.000000000000000000,0.099923861166030200
COArapahoe County,0.000000000000000000,-0.047486861374128500,0.000000000000000000,0.099361640509759700
COArchuleta County,0.000000000000000000,-0.049961878035539200,0.000000000000000000,0.099925297265633300
COBaca County,0.000000000000000000,-0.049973381050418200,0.000000000000000000,0.099947167559712600
COBent County,0.000000000000000000,-0.049911211722363000,0.000000000000000000,0.099826822786627900
COBoulder County,0.000000000000000000,-0.048097051085495300,0.000000000000000000,0.099060107971691700
COBroomfield County,0.000000000000000000,-0.047555180722337700,0.000000000000000000,0.099173164937635700
COChaffee County,0.000000000000000000,-0.049848903917722000,0.000000000000000000,0.099760711709219200
COCheyenne County,0.000000000000000000,-0.049979017581978600,0.000000000000000000,0.099962766807415000
COClear Creek County,0.000000000000000000,-0.048872569887928400,0.000000000000000000,0.098702537284720800
COConejos County,0.000000000000000000,-0.049985185413164300,0.000000000000000000,0.099976187545527400
COCostilla County,0.000000000000000000,-0.049987524564076200,0.000000000000000000,0.099976665066155100
COCrowley County,0.000000000000000000,-0.049863130744009600,0.000000000000000000,0.099740807406941500
COCuster County,0.000000000000000000,-0.049861911638944700,0.000000000000000000,0.099795826234088600
CODelta County,0.000000000000000000,-0.049928726187030800,0.000000000000000000,0.099894140517186500
CODenver County,0.000000000000000000,-0.030383833648581900,0.000000000000000000,0.063845697393629700
CODolores County,0.000000000000000000,-0.049872568110057000,0.000000000000000000,0.099745147868265200
CODouglas County,0.000000000000000000,-0.047836495256792200,0.000000000000000000,0.099122712396988000
COEagle County,0.000000000000000000,-0.049489367517288600,0.000000000000000000,0.099350851166307900
COEl Paso County,0.000000000000000000,-0.048967089707754800,0.000000000000000000,0.099372949825511800
COElbert County,0.000000000000000000,-0.049680226672427200,0.000000000000000000,0.099779475453302800
COFremont County,0.000000000000000000,-0.049710836772597800,0.000000000000000000,0.099722284069677400
COGarfield County,0.000000000000000000,-0.049705972936949100,0.000000000000000000,0.099556407973234700
COGilpin County,0.000000000000000000,-0.048708876796824800,0.000000000000000000,0.098916835342499400
COGrand County,0.000000000000000000,-0.049714302215085300,0.000000000000000000,0.099747628566671000
COGunnison County,0.000000000000000000,-0.049783518377604500,0.000000000000000000,0.099639126590528300
COHinsdale County,0.000000000000000000,-0.049917454689681000,0.000000000000000000,0.099836257747984500
COHuerfano County,0.000000000000000000,-0.049915264228938400,0.000000000000000000,0.099840965130477200
COJackson County,0.000000000000000000,-0.049820217957786800,0.000000000000000000,0.099850473133251200
COJefferson County,0.000000000000000000,-0.047831162477527400,0.000000000000000000,0.099292316159464300
COKiowa County,0.000000000000000000,-0.049975182471227700,0.000000000000000000,0.099952936585520300
COKit Carson County,0.000000000000000000,-0.049952175771955800,0.000000000000000000,0.099921951376559900
COLa Plata County,0.000000000000000000,-0.049873247857025700,0.000000000000000000,0.099753034404371100
COLake County,0.000000000000000000,-0.049643911815977000,0.000000000000000000,0.099680729328585100
COLarimer County,0.000000000000000000,-0.048979331823221800,0.000000000000000000,0.099345324836926500
COLas Animas County,0.000000000000000000,-0.049848182819849300,0.000000000000000000,0.099705826147294700
COLincoln County,0.000000000000000000,-0.049961292088673500,0.000000000000000000,0.099957070480585900
COLogan County,0.000000000000000000,-0.049920648715544900,0.000000000000000000,0.099898876352717800
COMesa County,0.000000000000000000,-0.049681110086269500,0.000000000000000000,0.099568892691176200
COMineral County,0.000000000000000000,-0.049953319285260600,0.000000000000000000,0.099906661856344000
COMoffat County,0.000000000000000000,-0.049669529600064000,0.000000000000000000,0.099388381997732100
COMontezuma County,0.000000000000000000,-0.049969731662785200,0.000000000000000000,0.099941572580609600
COMontrose County,0.000000000000000000,-0.049899384246711000,0.000000000000000000,0.099810988510630200
COMorgan County,0.000000000000000000,-0.049634885565460900,0.000000000000000000,0.099524521729236200
COOtero County,0.000000000000000000,-0.049686861305955900,0.000000000000000000,0.099382496901694100
COOuray County,0.000000000000000000,-0.049821914633120000,0.000000000000000000,0.099656046702714100
COPark County,0.000000000000000000,-0.049305048746157600,0.000000000000000000,0.099453650201355400
COPhillips County,0.000000000000000000,-0.049862436746005300,0.000000000000000000,0.099726383115902100
COPitkin County,0.000000000000000000,-0.049297919478202300,0.000000000000000000,0.099035070963763300
COProwers County,0.000000000000000000,-0.049962583755787100,0.000000000000000000,0.099929839852899800
COPueblo County,0.000000000000000000,-0.049559443959709300,0.000000000000000000,0.099473107787203100
CORio Blanco County,0.000000000000000000,-0.049755038267950100,0.000000000000000000,0.099567529642454700
CORio Grande County,0.000000000000000000,-0.049974735320478200,0.000000000000000000,0.099949828577692300
CORoutt County,0.000000000000000000,-0.049543963241365500,0.000000000000000000,0.099188050983987800
COSaguache County,0.000000000000000000,-0.049972968677720200,0.000000000000000000,0.099953990766686700
COSan Juan County,0.000000000000000000,-0.049933887248005800,0.000000000000000000,0.099868386794391500
COSan Miguel County,0.000000000000000000,-0.049806939408349900,0.000000000000000000,0.099615083789542000
COSedgwick County,0.000000000000000000,-0.049886352382691500,0.000000000000000000,0.099774123473688400
COSummit County,0.000000000000000000,-0.049611030338758800,0.000000000000000000,0.099454317124951800
COTeller County,0.000000000000000000,-0.049416634148667800,0.000000000000000000,0.099397338180748000
COWashington County,0.000000000000000000,-0.049937171792769000,0.000000000000000000,0.099972611716888000
COWeld County,0.000000000000000000,-0.048922963634242900,0.000000000000000000,0.099579966631251100
COYuma County,0.000000000000000000,-0.049941858061552000,0.000000000000000000,0.099930947571202000
CTFairfield County,0.000000000000000000,-0.043957791244773900,0.000000000000000000,0.096881668346824500
CTHartford County,0.000000000000000000,-0.042702045443583100,0.000000000000000000,0.091502645627353100
