StateCounty,1,2,3,4,5,6
ALTalladega County,0.0000000000000000,0.4473809670589380,-0.6693174072789380,0.2318512779880080,-0.6953795581649950,-0.3419770295901190
ALTallapoosa County,0.0000000000000000,0.4282907431631750,-0.6667910736694970,0.2164488515466130,-0.6929985407395160,-0.3438354036176460
ALTuscaloosa County,0.0000000000000000,0.3989133582587330,-0.6049240061534590,0.1632272444550900,-0.6350553899023770,-0.2919611359746250
ALWalker County,0.0000000000000000,0.3974596588008980,-0.6625462463425970,0.1868121035811360,-0.6892004670205610,-0.3455149756403010
ALWashington County,0.0000000000000000,0.4272113092742380,-0.5860914052706720,0.2299065155120600,-0.6175445948499330,-0.2796678722307400
ALWilcox County,0.0000000000000000,0.4300966765288270,-0.6171438234089200,0.2263518120634280,-0.6472399244394970,-0.2969237059180420
ALWinston County,0.0000000000000000,0.4703232247916700,-0.6832654099059390,0.2471179543300160,-0.7083801952100870,-0.3379316697553830
ARArkansas County,0.0000000000000000,0.4569835342612180,-0.5249597096113520,0.2237269981971910,-0.5635092467027810,-0.1333220342227120
ARAshley County,0.0000000000000000,0.2267254355332300,-0.6326881230862070,0.0219834410210935,-0.6645659983998890,-0.3301762374307300
ARBaxter County,0.0000000000000000,-0.3368252005847840,-0.8475769377476430,-0.4607298148078720,-0.8598260598378960,-0.7001163326817460
ARBenton County,0.0000000000000000,0.2944223423564250,-0.6779336817547290,0.0494608894238344,-0.7034490590214010,-0.3503031158996600
ARBoone County,0.0000000000000000,0.2247837982222160,-0.7022728516677970,-0.0141286766242350,-0.7255829327657560,-0.3990017580027970
ARBradley County,0.0000000000000000,0.2627646888081490,-0.6357579030331210,0.0491566827861596,-0.6672962656955620,-0.2916057325904090
ARCalhoun County,0.0000000000000000,0.2749190120007030,-0.6476406837768210,0.0560294888845012,-0.6781639198164960,-0.2890745692240560
ARCarroll County,0.0000000000000000,0.3266263371423460,-0.6809993118365570,0.0890506848691133,-0.7061224137635090,-0.3506861610384610
ARChicot County,0.0000000000000000,0.3404587536719750,-0.6207756211619590,0.1125691971689720,-0.6528134413519040,-0.2365731493062930
ARClark County,0.0000000000000000,0.2260201556980980,-0.6911209686775350,0.0109987961602611,-0.7156211899049810,-0.3839199595267730
ARClay County,0.0000000000000000,0.4279842044996720,-0.4650843326666260,0.2162176609379440,-0.5052484741310680,-0.1528020815680350
ARCleburne County,0.0000000000000000,0.1400298101195310,-0.7555381486503170,-0.0706312009124985,-0.7760371764659710,-0.4715614926788060
ARCleveland County,0.0000000000000000,0.1375793031323710,-0.7402333200085900,-0.0690913200079378,-0.7626266150096870,-0.4655309414057620
ARColumbia County,0.0000000000000000,0.0747797907846308,-0.7003054217593140,-0.1086458573006480,-0.7244946266972920,-0.4438140043058750
ARConway County,0.0000000000000000,0.0126387736426741,-0.7557867988387460,-0.1685254898790310,-0.7757364214602730,-0.5010877763874030
ARCraighead County,0.0000000000000000,0.3632869387117570,-0.5052324224882190,0.1465068498832820,-0.5462349034516220,-0.1715498443737190
ARCrawford County,0.0000000000000000,0.1724760041422840,-0.6727896443037340,-0.0420599609280031,-0.6989768562999610,-0.3870609048028820
ARCrittenden County,0.0000000000000000,0.3280603907823800,-0.4920798703566430,0.1275232924828500,-0.5316188840119380,-0.1759551358308590
ARCross County,0.0000000000000000,0.3145893946704340,-0.4801044371143220,0.1275405246817840,-0.5206833751480920,-0.1678647867821840
ARDallas County,0.0000000000000000,0.1258978690465120,-0.7043495256473550,-0.0706475618976152,-0.7298622592086790,-0.4174768207469190
ARDesha County,0.0000000000000000,0.5210449566359240,-0.5741264103566770,0.2618865792793300,-0.6098434032636830,-0.1146539172304510
ARDrew County,0.0000000000000000,0.4140457595573230,-0.6257567925311660,0.1682624324174400,-0.6577331936339710,-0.1967413656477470
ARFaulkner County,0.0000000000000000,0.1529792571126430,-0.7268724252911110,-0.0618150302725475,-0.7491968874843820,-0.4283905034491510
ARFranklin County,0.0000000000000000,0.1911053783765460,-0.7036873549892310,-0.0198727589510050,-0.7272295821573000,-0.4059086547951590
ARFulton County,0.0000000000000000,-0.2002244778253690,-0.8333801301768650,-0.3494470478121710,-0.8471379995331340,-0.6619099221654460
ARGarland County,0.0000000000000000,0.1677568702376460,-0.6950183257808390,-0.0606019885718265,-0.7191225400968480,-0.3919003615647980
ARGrant County,0.0000000000000000,0.2943315755765440,-0.6564345324944430,0.0697116352390086,-0.6859113902987320,-0.2871353656097050
ARGreene County,0.0000000000000000,0.5308505960118000,-0.5154935995487570,0.2822436928170650,-0.5569003767313960,-0.1484104028052250
ARHempstead County,0.0000000000000000,0.0233597580606011,-0.7185114263735320,-0.1522467055285410,-0.7413150899691600,-0.4770589959826370
ARHot Spring County,0.0000000000000000,-0.0412825912901361,-0.7262712418221480,-0.2032718649280060,-0.7490091031584890,-0.4960258982371980
ARHoward County,0.0000000000000000,0.2646940419424400,-0.6715872370717620,0.0437699163015906,-0.6973824736091460,-0.3598457902048530
ARIndependence County,0.0000000000000000,0.4554999611292170,-0.5923719556418520,0.2001609476794060,-0.6248551248526720,-0.1835269719271720
ARIzard County,0.0000000000000000,-0.1121584171108480,-0.8154242294439500,-0.2778588618840370,-0.8306375701740950,-0.6182234078784240
ARJackson County,0.0000000000000000,0.5374066579728820,-0.4949811457197230,0.2914734292785620,-0.5343761810618330,-0.1205997672199040
ARJefferson County,0.0000000000000000,0.4746781594328180,-0.5688078084459500,0.2196575007274870,-0.6049353779053790,-0.1270848515553470
ARJohnson County,0.0000000000000000,0.0359323281578010,-0.7152836354738570,-0.1420038501661830,-0.7380828226382330,-0.4572799969897090
ARLafayette County,0.0000000000000000,0.0656221653407656,-0.6884727844808080,-0.1134482569893140,-0.7144028988000410,-0.4369378229553290
ARLawrence County,0.0000000000000000,0.5248441745041600,-0.5413296684623970,0.2714687065965700,-0.5774079172170040,-0.1410717314602160
ARLee County,0.0000000000000000,0.4007914154717640,-0.4910852271951390,0.1890750380125530,-0.5300538441398840,-0.1485109276817180
ARLincoln County,0.0000000000000000,0.5265066493008480,-0.5662717804185590,0.2678293272319710,-0.6026944229352850,-0.1143152443968390
ARLittle River County,0.0000000000000000,0.1440263035620630,-0.6676955566753570,-0.0489512533294859,-0.6947814801141990,-0.3971782719032320
ARLogan County,0.0000000000000000,0.2264577211111790,-0.7095138633023230,0.0005094614703887,-0.7325531007907560,-0.3928247460053240
ARLonoke County,0.0000000000000000,0.4804390219980300,-0.5685038285702990,0.2304521429401780,-0.6041455096864030,-0.1497384856343180
ARMadison County,0.0000000000000000,0.2995143912598200,-0.7018171704770650,0.0636404370984143,-0.7253007164533170,-0.3804620334522050
ARMarion County,0.0000000000000000,-0.0371708363500378,-0.7695161202442160,-0.2098174522106980,-0.7877877666843170,-0.5319396176019840
ARMiller County,0.0000000000000000,0.0928497501270020,-0.6764543740948700,-0.1105644349317210,-0.7026058996759170,-0.4099757534522100
ARMississippi County,0.0000000000000000,0.2130311078634000,-0.4719740436385660,0.0405230016019213,-0.5146611415539110,-0.1761312575997520
ARMonroe County,0.0000000000000000,0.5015227225541270,-0.5041709403620240,0.2644793195560370,-0.5440437416367560,-0.1132950646286710
ARMontgomery County,0.0000000000000000,0.3016996686499250,-0.6892174525544440,0.0687820559741357,-0.7138610808048420,-0.3616093153906680
ARNevada County,0.0000000000000000,0.1593982424301180,-0.6840760067138980,-0.0396345819247608,-0.7091713027600890,-0.4111919006198470
ARNewton County,0.0000000000000000,0.2524364258815070,-0.7060111947875100,0.0265640591673955,-0.7291981008513140,-0.3978547611103510
AROuachita County,0.0000000000000000,0.0544547285475785,-0.6968219060423740,-0.1238790580965610,-0.7226069681630050,-0.4293718695254020
ARPerry County,0.0000000000000000,0.1121134472984200,-0.6970673769002850,-0.0791582138329979,-0.7224159075886220,-0.4015683348103150
ARPhillips County,0.0000000000000000,0.4677555244565580,-0.4897676836628740,0.2408239932436660,-0.5287173256694370,-0.1121354881266680
ARPike County,0.0000000000000000,0.0484316292677092,-0.6919098095977240,-0.1273806458232990,-0.7167515478621400,-0.4505564399307000
ARPoinsett County,0.0000000000000000,0.2303501715808490,-0.4810348171532360,0.0638957583628657,-0.5231886486218270,-0.1757040664528070
ARPolk County,0.0000000000000000,0.2705335208371740,-0.7084469259493990,0.0397894085374662,-0.7314550089951940,-0.3904473874653070
ARPope County,0.0000000000000000,-0.0262055809209564,-0.7394509907158660,-0.2119308031110420,-0.7605363837718740,-0.4915854639523180
ARPrairie County,0.0000000000000000,0.5134790033881100,-0.5268105096366220,0.2668636868090610,-0.5652599762615840,-0.1156783997513070
ARPulaski County,0.0000000000000000,0.3058746289130290,-0.6418053983464020,0.0430274429010575,-0.6719082401259790,-0.2535430247731150
ARRandolph County,0.0000000000000000,0.5006756783657980,-0.5536692343401730,0.2501204864013150,-0.5888539618786640,-0.1593306793882290
ARSaline County,0.0000000000000000,0.1630876039867420,-0.6932489657194710,-0.0466145329470777,-0.7188580872345860,-0.3735427412532940
ARScott County,0.0000000000000000,0.0718575253566522,-0.6875606239654710,-0.1087050419576200,-0.7128179040993770,-0.4383784920740190
ARSearcy County,0.0000000000000000,0.0047353672444170,-0.7620313231390420,-0.1763273232882810,-0.7808677056635960,-0.5214861740834910
ARSebastian County,0.0000000000000000,0.1667068018164930,-0.6546082016695050,-0.0582751825746001,-0.6822577622454130,-0.3712616262431310
ARSevier County,0.0000000000000000,0.3008925849830780,-0.6686973935392420,0.0717670318557813,-0.6947762191673590,-0.3424714075550380
ARSharp County,0.0000000000000000,0.1514201394182060,-0.7462382907120200,-0.0602353420428281,-0.7671572870054120,-0.4398602021659970
ARSt. Francis County,0.0000000000000000,0.4375230049718410,-0.4727305934774740,0.2220764077366610,-0.5121278430852620,-0.1406704018275690
ARStone County,0.0000000000000000,-0.0974993866332975,-0.8150180527974340,-0.2662563771436900,-0.8305198432111100,-0.6042806609240080
ARUnion County,0.0000000000000000,-0.0808622919124989,-0.7406715539470150,-0.2371713370738460,-0.7622672326949890,-0.5217475535518240
ARVan Buren County,0.0000000000000000,-0.0421024579956231,-0.7873988747710380,-0.2173814750581460,-0.8047309595516690,-0.5557723325377180
ARWashington County,0.0000000000000000,0.2730842043472910,-0.6783410894806950,0.0172499621931925,-0.7038348812767390,-0.3511695566081080
ARWhite County,0.0000000000000000,0.4529337820059150,-0.5859677832067080,0.1914154427166150,-0.6200396515999020,-0.1712286530210220
ARWoodruff County,0.0000000000000000,0.5341091454523990,-0.5121841528078550,0.2847406073126710,-0.5503970155130870,-0.1216269508062170
ARYell County,0.0000000000000000,-0.1182023434274540,-0.7074477848704230,-0.2592972615352280,-0.7319267016105850,-0.5229604569343130
AZApache County,0.0000000000000000,-0.0250892384342065,-0.6026087626766320,-0.2371607363783410,-0.6356305290259090,-0.4083807591541300
AZCochise County,0.0000000000000000,0.1787296113990190,-0.4628708196444830,-0.0547408904665869,-0.5080352416464250,-0.2848315761377350
AZCoconino County,0.0000000000000000,0.0308567910957458,-0.5735864495078170,-0.1811598197466940,-0.6087877109621260,-0.3699839458382390
AZGila County,0.0000000000000000,0.0929947597328926,-0.5336933781048070,-0.1381085476229740,-0.5725066995521690,-0.3365222788108910
AZGraham County,0.0000000000000000,0.1853129393723810,-0.4515905358929730,-0.0469161756238065,-0.4964250478064190,-0.2771957312405970
AZGreenlee County,0.0000000000000000,0.1011009500283140,-0.5286038725855970,-0.1310945027990140,-0.5673612709176010,-0.3317906961526590
AZLa Paz County,0.0000000000000000,0.2413139339203280,-0.4349480724290450,-0.0100846026745333,-0.4824159521926070,-0.2481214182547670
AZMaricopa County,0.0000000000000000,0.1625135691798460,-0.4435885651918630,-0.0394721753303533,-0.4907837575277870,-0.2777532014509290
AZMohave County,0.0000000000000000,0.1593312246906290,-0.4579953726579820,-0.0646027449994437,-0.5034434379617450,-0.2950155952091540
AZNavajo County,0.0000000000000000,0.0221906868149120,-0.5726538681431320,-0.1967344021442190,-0.6081318618600240,-0.3782059145585310
AZPima County,0.0000000000000000,0.1444767261734100,-0.4558576810469030,-0.0585011770757100,-0.5012880618011610,-0.2860674390769220
AZPinal County,0.0000000000000000,0.1874403745389670,-0.4542071993084360,-0.0462622904302415,-0.5000451747756520,-0.2773041190725870
AZSanta Cruz County,0.0000000000000000,0.1542713469151140,-0.4870582686530340,-0.0803968882163894,-0.5298991806269260,-0.3013013145677120
AZYavapai County,0.0000000000000000,0.0834313600868168,-0.5333663670490930,-0.1405842186468780,-0.5722742452040870,-0.3415328878094590
AZYuma County,0.0000000000000000,0.1836403453467280,-0.5271703957289550,-0.0642373411617998,-0.5673069388126580,-0.3039475278011720
CAAlameda County,0.0000000000000000,0.0557879371755872,-0.4765249485056410,-0.2652666827010940,-0.5107399690705170,-0.4517526518431640
CAAlpine County,0.0000000000000000,0.0308672899249880,-0.5975063912425080,-0.2866303931137290,-0.6314694235641520,-0.4420121506468560
CAAmador County,0.0000000000000000,-0.0240310973008329,-0.6266106983982510,-0.3276009620121410,-0.6573598337793910,-0.4498625606193560
CAButte County,0.0000000000000000,0.1333869776508280,-0.5168502850168970,-0.2414208494320560,-0.5567586290195320,-0.4183519688492240
CACalaveras County,0.0000000000000000,-0.0275608244995091,-0.6330344352566250,-0.3322887233621600,-0.6632950586411770,-0.4565416420644840
CAColusa County,0.0000000000000000,0.1752706285988510,-0.4731284249287330,-0.1545590110588320,-0.5128437842999030,-0.3210707156314310
CAContra Costa County,0.0000000000000000,0.0602467383006144,-0.5356800683673640,-0.2951628377807000,-0.5728124706030470,-0.4929701913938230
CADel Norte County,0.0000000000000000,0.1099721313164130,-0.4965384320883710,-0.1985769905919160,-0.5356841527918480,-0.3864974098104060
CAEl Dorado County,0.0000000000000000,0.0436607019353215,-0.5594107674582040,-0.3113787093098640,-0.5975602649703970,-0.4865972430277710
CAFresno County,0.0000000000000000,0.1417312694731500,-0.5399757651947000,-0.2435104996131050,-0.5785219990317510,-0.4091414385429770
CAGlenn County,0.0000000000000000,0.1738210735973360,-0.4762381158668460,-0.1659381920366080,-0.5165234532256730,-0.3377366740511550
CAHumboldt County,0.0000000000000000,0.0530648599751866,-0.5789773029680110,-0.2850963097561780,-0.6141096529245590,-0.4795120918199020
CAImperial County,0.0000000000000000,0.0808792502736648,-0.3963261525578960,-0.1784588535812490,-0.4270517066554160,-0.3420854688862240
CAInyo County,0.0000000000000000,0.0799075096566992,-0.5763823849764650,-0.2677519296628630,-0.6117718222103120,-0.4530000403266150
CAKern County,0.0000000000000000,0.1143391393256700,-0.5496421637666410,-0.2486853016378090,-0.5874356074278880,-0.4448210274071640
CAKings County,0.0000000000000000,0.1430236041505950,-0.5212396177030450,-0.2246924165843700,-0.5608338109682370,-0.3931392283981200
CALake County,0.0000000000000000,0.0697540104496743,-0.5816703260602650,-0.2645202717818970,-0.6161520611125460,-0.4383856964161770
CALassen County,0.0000000000000000,0.0970796579830033,-0.5312282566104820,-0.2296234078594870,-0.5701814649321730,-0.4064739994148130
CALos Angeles County,0.0000000000000000,0.0676649189960841,-0.5582361769374670,-0.3101280350607360,-0.5943701320679010,-0.5007832274566270
CAMadera County,0.0000000000000000,0.0741160646016614,-0.5811426350684830,-0.2878790462368650,-0.6163708046451350,-0.4410235377287420
CAMarin County,0.0000000000000000,0.0735428500285300,-0.5612443120455980,-0.2906669192513630,-0.5979025997601620,-0.4814266541530270
CAMariposa County,0.0000000000000000,-0.0395413109811144,-0.6307173114849070,-0.3374306347003000,-0.6609745412378210,-0.4620693321714400
CAMendocino County,0.0000000000000000,0.0574773623726665,-0.5777730855517910,-0.2752427510807900,-0.6132549726109660,-0.4682985539180510
CAMerced County,0.0000000000000000,0.1445455304232460,-0.5239342957526220,-0.2076805763812160,-0.5614117992021050,-0.3654102939306330
CAModoc County,0.0000000000000000,0.0895586256303393,-0.5500048409038800,-0.2353229426808810,-0.5881812998094360,-0.4155360129616110
CAMono County,0.0000000000000000,0.0378954724814971,-0.6109149427620150,-0.2885431725268080,-0.6431292322369470,-0.4587095473467630
