Country,Statecode,County,StateCounty,HA Buildings,HA Contents,HA BI
US,NC,Alexander County,NCAlexander County,4.4709E-05,4.4709E-07,1.16243E-05
US,NC,Alleghany County,NCAlleghany County,3.5163E-05,3.5163E-07,9.14239E-06
US,NC,Anson County,NCAnson County,7.52878E-05,7.52878E-07,1.95748E-05
US,NC,Ashe County,NCAshe County,3.2259E-05,3.2259E-07,8.38733E-06
US,NC,Avery County,NCAvery County,3.14304E-05,3.14304E-07,8.17191E-06
US,NC,Beaufort County,NCBeaufort County,5.04053E-05,5.04053E-07,1.31054E-05
US,NC,Bertie County,NCBertie County,2.94903E-05,2.94903E-07,7.66747E-06
US,NC,Bladen County,NCBladen County,6.6306E-05,6.6306E-07,1.72396E-05
US,NC,Brunswick County,NCBrunswick County,5.78745E-05,5.78745E-07,1.50474E-05
US,NC,Buncombe County,NCBuncombe County,3.76278E-05,3.76278E-07,9.78324E-06
US,NC,Burke County,NCBurke County,4.1357E-05,4.1357E-07,1.07528E-05
US,NC,Cabarrus County,NCCabarrus County,6.99861E-05,6.99861E-07,1.81964E-05
US,NC,Caldwell County,NCCaldwell County,3.86954E-05,3.86954E-07,1.00608E-05
US,NC,Camden County,NCCamden County,2.3599E-05,2.3599E-07,6.13575E-06
US,NC,Carteret County,NCCarteret County,5.55045E-05,5.55045E-07,1.44312E-05
US,NC,Caswell County,NCCaswell County,3.82714E-05,3.82714E-07,9.95057E-06
US,NC,Catawba County,NCCatawba County,4.81666E-05,4.81666E-07,1.25233E-05
US,NC,Chatham County,NCChatham County,5.34406E-05,5.34406E-07,1.38946E-05
US,NC,Cherokee County,NCCherokee County,4.41722E-05,4.41722E-07,1.14848E-05
US,NC,Chowan County,NCChowan County,2.53873E-05,2.53873E-07,6.60071E-06
US,NC,Clay County,NCClay County,5.15965E-05,5.15965E-07,1.34151E-05
US,NC,Cleveland County,NCCleveland County,5.54188E-05,5.54188E-07,1.44089E-05
US,NC,Columbus County,NCColumbus County,5.76459E-05,5.76459E-07,1.49879E-05
US,NC,Craven County,NCCraven County,5.74445E-05,5.74445E-07,1.49356E-05
US,NC,Cumberland County,NCCumberland County,8.48425E-05,8.48425E-07,2.2059E-05
US,NC,Currituck County,NCCurrituck County,2.50031E-05,2.50031E-07,6.50081E-06
US,NC,Dare County,NCDare County,3.19909E-05,3.19909E-07,8.31765E-06
US,NC,Davidson County,NCDavidson County,4.68616E-05,4.68616E-07,1.2184E-05
US,NC,Davie County,NCDavie County,4.92385E-05,4.92385E-07,1.2802E-05
US,NC,Duplin County,NCDuplin County,7.38915E-05,7.38915E-07,1.92118E-05
US,NC,Durham County,NCDurham County,5.32499E-05,5.32499E-07,1.3845E-05
US,NC,Edgecombe County,NCEdgecombe County,5.71582E-05,5.71582E-07,1.48611E-05
US,NC,Forsyth County,NCForsyth County,3.69218E-05,3.69218E-07,9.59968E-06
US,NC,Franklin County,NCFranklin County,5.02087E-05,5.02087E-07,1.30543E-05
US,NC,Gaston County,NCGaston County,5.58788E-05,5.58788E-07,1.45285E-05
US,NC,Gates County,NCGates County,2.52475E-05,2.52475E-07,6.56435E-06
US,NC,Graham County,NCGraham County,3.76107E-05,3.76107E-07,9.77878E-06
US,NC,Granville County,NCGranville County,5.3849E-05,5.3849E-07,1.40008E-05
US,NC,Greene County,NCGreene County,8.64472E-05,8.64472E-07,2.24763E-05
US,NC,Guilford County,NCGuilford County,3.78642E-05,3.78642E-07,9.8447E-06
US,NC,Halifax County,NCHalifax County,4.21145E-05,4.21145E-07,1.09498E-05
US,NC,Harnett County,NCHarnett County,6.8653E-05,6.8653E-07,1.78498E-05
US,NC,Haywood County,NCHaywood County,3.85776E-05,3.85776E-07,1.00302E-05
US,NC,Henderson County,NCHenderson County,4.62373E-05,4.62373E-07,1.20217E-05
US,NC,Hertford County,NCHertford County,2.58101E-05,2.58101E-07,6.71062E-06
US,NC,Hoke County,NCHoke County,7.69593E-05,7.69593E-07,2.00094E-05
US,NC,Hyde County,NCHyde County,3.42491E-05,3.42491E-07,8.90476E-06
US,NC,Iredell County,NCIredell County,5.54789E-05,5.54789E-07,1.44245E-05
US,NC,Jackson County,NCJackson County,4.11696E-05,4.11696E-07,1.07041E-05
US,NC,Johnston County,NCJohnston County,6.86455E-05,6.86455E-07,1.78478E-05
US,NC,Jones County,NCJones County,7.13556E-05,7.13556E-07,1.85525E-05
US,NC,Lee County,NCLee County,5.78529E-05,5.78529E-07,1.50418E-05
US,NC,Lenoir County,NCLenoir County,8.70364E-05,8.70364E-07,2.26295E-05
US,NC,Lincoln County,NCLincoln County,5.33883E-05,5.33883E-07,1.38809E-05
US,NC,Macon County,NCMacon County,4.57494E-05,4.57494E-07,1.18948E-05
US,NC,Madison County,NCMadison County,3.43366E-05,3.43366E-07,8.92752E-06
US,NC,Martin County,NCMartin County,4.00898E-05,4.00898E-07,1.04234E-05
US,NC,Mcdowell County,NCMcdowell County,3.93431E-05,3.93431E-07,1.02292E-05
US,NC,Mecklenburg County,NCMecklenburg County,7.33812E-05,7.33812E-07,1.90791E-05
US,NC,Mitchell County,NCMitchell County,3.2427E-05,3.2427E-07,8.43101E-06
US,NC,Montgomery County,NCMontgomery County,5.24917E-05,5.24917E-07,1.36478E-05
US,NC,Moore County,NCMoore County,5.26351E-05,5.26351E-07,1.36851E-05
US,NC,Nash County,NCNash County,6.98569E-05,6.98569E-07,1.81628E-05
US,NC,New Hanover County,NCNew Hanover County,6.57604E-05,6.57604E-07,1.70977E-05
US,NC,Northampton County,NCNorthampton County,2.96417E-05,2.96417E-07,7.70685E-06
US,NC,Onslow County,NCOnslow County,6.62434E-05,6.62434E-07,1.72233E-05
US,NC,Orange County,NCOrange County,4.43374E-05,4.43374E-07,1.15277E-05
US,NC,Pamlico County,NCPamlico County,5.61931E-05,5.61931E-07,1.46102E-05
US,NC,Pasquotank County,NCPasquotank County,2.36067E-05,2.36067E-07,6.13773E-06
US,NC,Pender County,NCPender County,6.63355E-05,6.63355E-07,1.72472E-05
US,NC,Perquimans County,NCPerquimans County,2.43401E-05,2.43401E-07,6.32842E-06
US,NC,Person County,NCPerson County,4.50937E-05,4.50937E-07,1.17244E-05
US,NC,Pitt County,NCPitt County,6.08661E-05,6.08661E-07,1.58252E-05
US,NC,Polk County,NCPolk County,4.9089E-05,4.9089E-07,1.27631E-05
US,NC,Randolph County,NCRandolph County,4.46695E-05,4.46695E-07,1.16141E-05
US,NC,Richmond County,NCRichmond County,7.38829E-05,7.38829E-07,1.92096E-05
US,NC,Robeson County,NCRobeson County,8.10127E-05,8.10127E-07,2.10633E-05
US,NC,Rockingham County,NCRockingham County,3.82968E-05,3.82968E-07,9.95716E-06
US,NC,Rowan County,NCRowan County,5.92111E-05,5.92111E-07,1.53949E-05
US,NC,Rutherford County,NCRutherford County,5.10749E-05,5.10749E-07,1.32795E-05
US,NC,Sampson County,NCSampson County,7.46395E-05,7.46395E-07,1.94063E-05
US,NC,Scotland County,NCScotland County,7.64348E-05,7.64348E-07,1.9873E-05
US,NC,Stanly County,NCStanly County,6.08844E-05,6.08844E-07,1.58299E-05
US,NC,Stokes County,NCStokes County,3.60721E-05,3.60721E-07,9.37873E-06
US,NC,Surry County,NCSurry County,3.54464E-05,3.54464E-07,9.21607E-06
US,NC,Swain County,NCSwain County,3.61438E-05,3.61438E-07,9.39739E-06
US,NC,Transylvania County,NCTransylvania County,4.75925E-05,4.75925E-07,1.23741E-05
US,NC,Tyrrell County,NCTyrrell County,3.11912E-05,3.11912E-07,8.10971E-06
US,NC,Union County,NCUnion County,7.23669E-05,7.23669E-07,1.88154E-05
US,NC,Vance County,NCVance County,4.55352E-05,4.55352E-07,1.18391E-05
US,NC,Wake County,NCWake County,5.62992E-05,5.62992E-07,1.46378E-05
US,NC,Warren County,NCWarren County,4.31974E-05,4.31974E-07,1.12313E-05
US,NC,Washington County,NCWashington County,3.52952E-05,3.52952E-07,9.17674E-06
US,NC,Watauga County,NCWatauga County,3.39264E-05,3.39264E-07,8.82086E-06
US,NC,Wayne County,NCWayne County,0.000115982,1.15982E-06,3.01554E-05
US,NC,Wilkes County,NCWilkes County,3.85264E-05,3.85264E-07,1.00169E-05
US,NC,Wilson County,NCWilson County,9.27404E-05,9.27404E-07,2.41125E-05
US,NC,Yadkin County,NCYadkin County,4.34846E-05,4.34846E-07,1.1306E-05
US,NC,Yancey County,NCYancey County,3.13166E-05,3.13166E-07,8.14233E-06
US,ND,Adams County,NDAdams County,0.001422376,1.42238E-05,0.000369818
US,ND,Barnes County,NDBarnes County,0.000517328,5.17328E-06,0.000134505
US,ND,Benson County,NDBenson County,0.001616426,1.61643E-05,0.000420271
US,ND,Billings County,NDBillings County,0.000901258,9.01258E-06,0.000234327
US,ND,Bottineau County,NDBottineau County,0.00165536,1.65536E-05,0.000430394
US,ND,Bowman County,NDBowman County,0.001046474,1.04647E-05,0.000272083
US,ND,Burke County,NDBurke County,0.000914969,9.14969E-06,0.000237892
US,ND,Burleigh County,NDBurleigh County,0.000935478,9.35478E-06,0.000243224
US,ND,Cass County,NDCass County,0.000576747,5.76747E-06,0.000149954
US,ND,Cavalier County,NDCavalier County,0.00169576,1.69576E-05,0.000440898
US,ND,Dickey County,NDDickey County,0.000488807,4.88807E-06,0.00012709
US,ND,Divide County,NDDivide County,0.000708891,7.08891E-06,0.000184312
US,ND,Dunn County,NDDunn County,0.001077677,1.07768E-05,0.000280196
US,ND,Eddy County,NDEddy County,0.001112643,1.11264E-05,0.000289287
US,ND,Emmons County,NDEmmons County,0.000587508,5.87508E-06,0.000152752
US,ND,Foster County,NDFoster County,0.000834795,8.34795E-06,0.000217047
US,ND,Golden Valley County,NDGolden Valley County,0.000766004,7.66004E-06,0.000199161
US,ND,Grand Forks County,NDGrand Forks County,0.000831451,8.31451E-06,0.000216177
US,ND,Grant County,NDGrant County,0.001071691,1.07169E-05,0.00027864
US,ND,Griggs County,NDGriggs County,0.000629478,6.29478E-06,0.000163664
US,ND,Hettinger County,NDHettinger County,0.001252739,1.25274E-05,0.000325712
US,ND,Kidder County,NDKidder County,0.000762782,7.62782E-06,0.000198323
US,ND,Lamoure County,NDLamoure County,0.000459202,4.59202E-06,0.000119393
US,ND,Logan County,NDLogan County,0.000630648,6.30648E-06,0.000163969
US,ND,Mchenry County,NDMchenry County,0.001611345,1.61135E-05,0.00041895
US,ND,Mcintosh County,NDMcintosh County,0.000574643,5.74643E-06,0.000149407
US,ND,Mckenzie County,NDMckenzie County,0.000874429,8.74429E-06,0.000227352
US,ND,Mclean County,NDMclean County,0.00110806,1.10806E-05,0.000288096
US,ND,Mercer County,NDMercer County,0.001267686,1.26769E-05,0.000329598
US,ND,Morton County,NDMorton County,0.0008957,8.957E-06,0.000232882
US,ND,Mountrail County,NDMountrail County,0.00101795,1.01795E-05,0.000264667
US,ND,Nelson County,NDNelson County,0.000807127,8.07127E-06,0.000209853
US,ND,Oliver County,NDOliver County,0.000999583,9.99583E-06,0.000259892
US,ND,Pembina County,NDPembina County,0.000980966,9.80966E-06,0.000255051
US,ND,Pierce County,NDPierce County,0.001756485,1.75648E-05,0.000456686
US,ND,Ramsey County,NDRamsey County,0.001052736,1.05274E-05,0.000273711
US,ND,Ransom County,NDRansom County,0.000544019,5.44019E-06,0.000141445
US,ND,Renville County,NDRenville County,0.001108719,1.10872E-05,0.000288267
US,ND,Richland County,NDRichland County,0.000370387,3.70387E-06,9.63005E-05
US,ND,Rolette County,NDRolette County,0.002036014,2.03601E-05,0.000529364
US,ND,Sargent County,NDSargent County,0.000378167,3.78167E-06,9.83235E-05
US,ND,Sheridan County,NDSheridan County,0.00112851,1.12851E-05,0.000293413
US,ND,Sioux County,NDSioux County,0.000817175,8.17175E-06,0.000212465
US,ND,Slope County,NDSlope County,0.000833984,8.33984E-06,0.000216836
US,ND,Stark County,NDStark County,0.001192872,1.19287E-05,0.000310147
US,ND,Steele County,NDSteele County,0.000815198,8.15198E-06,0.000211952
US,ND,Stutsman County,NDStutsman County,0.000767747,7.67747E-06,0.000199614
US,ND,Towner County,NDTowner County,0.001514128,1.51413E-05,0.000393673
US,ND,Traill County,NDTraill County,0.000636563,6.36563E-06,0.000165506
US,ND,Walsh County,NDWalsh County,0.00093399,9.3399E-06,0.000242837
US,ND,Ward County,NDWard County,0.001114742,1.11474E-05,0.000289833
US,ND,Wells County,NDWells County,0.001283388,1.28339E-05,0.000333681
US,ND,Williams County,NDWilliams County,0.000777472,7.77472E-06,0.000202143
US,NE,Adams County,NEAdams County,0.008004506,8.00451E-05,0.002081171
US,NE,Antelope County,NEAntelope County,0.00108676,1.08676E-05,0.000282558
US,NE,Arthur County,NEArthur County,0.000999749,9.99749E-06,0.000259935
US,NE,Banner County,NEBanner County,0.001147454,1.14745E-05,0.000298338
US,NE,Blaine County,NEBlaine County,0.002574558,2.57456E-05,0.000669385
US,NE,Boone County,NEBoone County,0.002114623,2.11462E-05,0.000549802
US,NE,Box Butte County,NEBox Butte County,0.001012259,1.01226E-05,0.000263187
US,NE,Boyd County,NEBoyd County,0.001055575,1.05557E-05,0.000274449
US,NE,Brown County,NEBrown County,0.001699057,1.69906E-05,0.000441755
US,NE,Buffalo County,NEBuffalo County,0.007873296,7.8733E-05,0.002047057
US,NE,Burt County,NEBurt County,0.000615623,6.15623E-06,0.000160062
US,NE,Butler County,NEButler County,0.000855982,8.55982E-06,0.000222555
US,NE,Cass County,NECass County,0.000333983,3.33983E-06,8.68357E-05
US,NE,Cedar County,NECedar County,0.000726243,7.26243E-06,0.000188823
US,NE,Chase County,NEChase County,0.00145557,1.45557E-05,0.000378448
US,NE,Cherry County,NECherry County,0.000991839,9.91839E-06,0.000257878
US,NE,Cheyenne County,NECheyenne County,0.001289987,1.28999E-05,0.000335397
US,NE,Clay County,NEClay County,0.003257587,3.25759E-05,0.000846973
US,NE,Colfax County,NEColfax County,0.000802957,8.02957E-06,0.000208769
US,NE,Cuming County,NECuming County,0.000715785,7.15785E-06,0.000186104
US,NE,Custer County,NECuster County,0.004253342,4.25334E-05,0.001105869
US,NE,Dakota County,NEDakota County,0.000733373,7.33373E-06,0.000190677
US,NE,Dawes County,NEDawes County,0.000972934,9.72934E-06,0.000252963
US,NE,Dawson County,NEDawson County,0.004082341,4.08234E-05,0.001061409
US,NE,Deuel County,NEDeuel County,0.001314485,1.31449E-05,0.000341766
US,NE,Dixon County,NEDixon County,0.000738458,7.38458E-06,0.000191999
US,NE,Dodge County,NEDodge County,0.000667534,6.67534E-06,0.000173559
US,NE,Douglas County,NEDouglas County,0.000526037,5.26037E-06,0.00013677
US,NE,Dundy County,NEDundy County,0.001318808,1.31881E-05,0.00034289
US,NE,Fillmore County,NEFillmore County,0.001199451,1.19945E-05,0.000311857
US,NE,Franklin County,NEFranklin County,0.005567405,5.56741E-05,0.001447525
US,NE,Frontier County,NEFrontier County,0.002271208,2.27121E-05,0.000590514
US,NE,Furnas County,NEFurnas County,0.00317432,3.17432E-05,0.000825323
US,NE,Gage County,NEGage County,0.000236935,2.36935E-06,6.16032E-05
US,NE,Garden County,NEGarden County,0.001261189,1.26119E-05,0.000327909
US,NE,Garfield County,NEGarfield County,0.00236453,2.36453E-05,0.000614778
US,NE,Gosper County,NEGosper County,0.004148038,4.14804E-05,0.00107849
US,NE,Grant County,NEGrant County,0.000920047,9.20047E-06,0.000239212
US,NE,Greeley County,NEGreeley County,0.002501793,2.50179E-05,0.000650466
US,NE,Hall County,NEHall County,0.006355467,6.35547E-05,0.001652422
US,NE,Hamilton County,NEHamilton County,0.003470876,3.47088E-05,0.000902428
US,NE,Harlan County,NEHarlan County,0.004356402,4.3564E-05,0.001132664
US,NE,Hayes County,NEHayes County,0.001698419,1.69842E-05,0.000441589
US,NE,Hitchcock County,NEHitchcock County,0.001846865,1.84687E-05,0.000480185
US,NE,Holt County,NEHolt County,0.0012311,1.2311E-05,0.000320086
US,NE,Hooker County,NEHooker County,0.001054676,1.05468E-05,0.000274216
US,NE,Howard County,NEHoward County,0.004559996,4.56E-05,0.001185599
US,NE,Jefferson County,NEJefferson County,0.000353713,3.53713E-06,9.19655E-05
US,NE,Johnson County,NEJohnson County,0.00020804,2.0804E-06,5.40904E-05
US,NE,Kearney County,NEKearney County,0.008064968,8.06497E-05,0.002096892
US,NE,Keith County,NEKeith County,0.001093962,1.09396E-05,0.00028443
US,NE,Keya Paha County,NEKeya Paha County,0.001036865,1.03686E-05,0.000269585
US,NE,Kimball County,NEKimball County,0.001382456,1.38246E-05,0.000359438
US,NE,Knox County,NEKnox County,0.000697634,6.97634E-06,0.000181385
US,NE,Lancaster County,NELancaster County,0.000488561,4.88561E-06,0.000127026
US,NE,Lincoln County,NELincoln County,0.002147292,2.14729E-05,0.000558296
US,NE,Logan County,NELogan County,0.002274973,2.27497E-05,0.000591493
US,NE,Loup County,NELoup County,0.002641424,2.64142E-05,0.00068677
US,NE,Madison County,NEMadison County,0.000987388,9.87388E-06,0.000256721
US,NE,Mcpherson County,NEMcpherson County,0.001278088,1.27809E-05,0.000332303
US,NE,Merrick County,NEMerrick County,0.003037861,3.03786E-05,0.000789844
US,NE,Morrill County,NEMorrill County,0.001054948,1.05495E-05,0.000274287
US,NE,Nance County,NENance County,0.002133559,2.13356E-05,0.000554725
US,NE,Nemaha County,NENemaha County,0.000207678,2.07678E-06,5.39962E-05
US,NE,Nuckolls County,NENuckolls County,0.002550627,2.55063E-05,0.000663163
US,NE,Otoe County,NEOtoe County,0.000230967,2.30967E-06,6.00515E-05
US,NE,Pawnee County,NEPawnee County,0.000171213,1.71213E-06,4.45154E-05
US,NE,Perkins County,NEPerkins County,0.001407024,1.40702E-05,0.000365826
US,NE,Phelps County,NEPhelps County,0.005260602,5.2606E-05,0.001367756
US,NE,Pierce County,NEPierce County,0.000757359,7.57359E-06,0.000196913
US,NE,Platte County,NEPlatte County,0.001201426,1.20143E-05,0.000312371
US,NE,Polk County,NEPolk County,0.001522567,1.52257E-05,0.000395867
US,NE,Red Willow County,NERed Willow County,0.002278311,2.27831E-05,0.000592361
US,NE,Richardson County,NERichardson County,0.000155103,1.55103E-06,4.03267E-05
US,NE,Rock County,NERock County,0.001246059,1.24606E-05,0.000323975
US,NE,Saline County,NESaline County,0.00065064,6.5064E-06,0.000169166
US,NE,Sarpy County,NESarpy County,0.000474766,4.74766E-06,0.000123439
US,NE,Saunders County,NESaunders County,0.000666331,6.66331E-06,0.000173246
US,NE,Scotts Bluff County,NEScotts Bluff County,0.000951194,9.51194E-06,0.00024731
US,NE,Seward County,NESeward County,0.000730012,7.30012E-06,0.000189803
US,NE,Sheridan County,NESheridan County,0.000841108,8.41108E-06,0.000218688
US,NE,Sherman County,NESherman County,0.005855121,5.85512E-05,0.001522331
US,NE,Sioux County,NESioux County,0.00081204,8.1204E-06,0.00021113
US,NE,Stanton County,NEStanton County,0.000868907,8.68907E-06,0.000225916
US,NE,Thayer County,NEThayer County,0.000902669,9.02669E-06,0.000234694
US,NE,Thomas County,NEThomas County,0.001852501,1.8525E-05,0.00048165
US,NE,Thurston County,NEThurston County,0.00070365,7.0365E-06,0.000182949
US,NE,Valley County,NEValley County,0.00384573,3.84573E-05,0.00099989
US,NE,Washington County,NEWashington County,0.000482551,4.82551E-06,0.000125463
US,NE,Wayne County,NEWayne County,0.000894745,8.94745E-06,0.000232634
US,NE,Webster County,NEWebster County,0.00508898,5.08898E-05,0.001323135
US,NE,Wheeler County,NEWheeler County,0.002008341,2.00834E-05,0.000522169
US,NE,York County,NEYork County,0.001543076,1.54308E-05,0.0004012
US,NH,Belknap County,NHBelknap County,3.7083E-05,3.7083E-07,9.64158E-06
US,NH,Carroll County,NHCarroll County,4.26113E-05,4.26113E-07,1.10789E-05
US,NH,Cheshire County,NHCheshire County,3.49133E-05,3.49133E-07,9.07745E-06
US,NH,Coos County,NHCoos County,4.23302E-05,4.23302E-07,1.10059E-05
US,NH,Grafton County,NHGrafton County,3.15242E-05,3.15242E-07,8.19628E-06
US,NH,Hillsborough County,NHHillsborough County,3.68442E-05,3.68442E-07,9.57949E-06
US,NH,Merrimack County,NHMerrimack County,3.54772E-05,3.54772E-07,9.22407E-06
US,NH,Rockingham County,NHRockingham County,4.2896E-05,4.2896E-07,1.1153E-05
US,NH,Strafford County,NHStrafford County,4.5196E-05,4.5196E-07,1.1751E-05
US,NH,Sullivan County,NHSullivan County,3.16448E-05,3.16448E-07,8.22765E-06
US,NJ,Atlantic County,NJAtlantic County,6.00575E-05,6.00575E-07,1.5615E-05
US,NJ,Bergen County,NJBergen County,2.28255E-05,2.28255E-07,5.93462E-06
US,NJ,Burlington County,NJBurlington County,5.9771E-05,5.9771E-07,1.55405E-05
US,NJ,Camden County,NJCamden County,6.85519E-05,6.85519E-07,1.78235E-05
US,NJ,Cape May County,NJCape May County,5.83043E-05,5.83043E-07,1.51591E-05
US,NJ,Cumberland County,NJCumberland County,6.33598E-05,6.33598E-07,1.64735E-05
US,NJ,Essex County,NJEssex County,2.55801E-05,2.55801E-07,6.65084E-06
US,NJ,Gloucester County,NJGloucester County,7.30867E-05,7.30867E-07,1.90025E-05
US,NJ,Hudson County,NJHudson County,2.01404E-05,2.01404E-07,5.2365E-06
US,NJ,Hunterdon County,NJHunterdon County,5.12359E-05,5.12359E-07,1.33213E-05
US,NJ,Mercer County,NJMercer County,5.22097E-05,5.22097E-07,1.35745E-05
US,NJ,Middlesex County,NJMiddlesex County,2.84335E-05,2.84335E-07,7.39272E-06
US,NJ,Monmouth County,NJMonmouth County,3.11096E-05,3.11096E-07,8.0885E-06
US,NJ,Morris County,NJMorris County,3.53237E-05,3.53237E-07,9.18416E-06
US,NJ,Ocean County,NJOcean County,4.5266E-05,4.5266E-07,1.17692E-05
US,NJ,Passaic County,NJPassaic County,3.10734E-05,3.10734E-07,8.07908E-06
US,NJ,Salem County,NJSalem County,7.16021E-05,7.16021E-07,1.86165E-05
US,NJ,Somerset County,NJSomerset County,3.52176E-05,3.52176E-07,9.15656E-06
US,NJ,Sussex County,NJSussex County,5.14934E-05,5.14934E-07,1.33883E-05
US,NJ,Union County,NJUnion County,2.32225E-05,2.32225E-07,6.03785E-06
US,NJ,Warren County,NJWarren County,7.11367E-05,7.11367E-07,1.84955E-05
US,NM,Bernalillo County,NMBernalillo County,0.00011774,1.1774E-06,3.06125E-05
US,NM,Catron County,NMCatron County,9.66637E-05,9.66637E-07,2.51326E-05
US,NM,Chaves County,NMChaves County,0.000653964,6.53964E-06,0.000170031
US,NM,Cibola County,NMCibola County,9.26126E-05,9.26126E-07,2.40793E-05
US,NM,Colfax County,NMColfax County,0.000117401,1.17401E-06,3.05242E-05
US,NM,Curry County,NMCurry County,0.000746839,7.46839E-06,0.000194178
US,NM,Debaca County,NMDebaca County,0.000314138,3.14138E-06,8.16759E-05
US,NM,Dona Ana County,NMDona Ana County,0.000177374,1.77374E-06,4.61172E-05
US,NM,Eddy County,NMEddy County,0.000455072,4.55072E-06,0.000118319
US,NM,Grant County,NMGrant County,0.000113623,1.13623E-06,2.9542E-05
US,NM,Guadalupe County,NMGuadalupe County,0.000202312,2.02312E-06,5.26012E-05
US,NM,Harding County,NMHarding County,0.000111847,1.11847E-06,2.90803E-05
US,NM,Hidalgo County,NMHidalgo County,9.5429E-05,9.5429E-07,2.48115E-05
US,NM,Lea County,NMLea County,0.001731247,1.73125E-05,0.000450124
US,NM,Lincoln County,NMLincoln County,0.000296913,2.96913E-06,7.71973E-05
US,NM,Los Alamos County,NMLos Alamos County,0.000151776,1.51776E-06,3.94617E-05
US,NM,Luna County,NMLuna County,0.000131692,1.31692E-06,3.424E-05
US,NM,Mckinley County,NMMckinley County,7.64932E-05,7.64932E-07,1.98882E-05
US,NM,Mora County,NMMora County,0.000149127,1.49127E-06,3.87731E-05
US,NM,Otero County,NMOtero County,0.000227541,2.27541E-06,5.91606E-05
US,NM,Quay County,NMQuay County,0.000221719,2.21719E-06,5.76468E-05
US,NM,Rio Arriba County,NMRio Arriba County,9.09354E-05,9.09354E-07,2.36432E-05
US,NM,Roosevelt County,NMRoosevelt County,0.001763915,1.76392E-05,0.000458618
US,NM,San Juan County,NMSan Juan County,5.78901E-05,5.78901E-07,1.50514E-05
US,NM,San Miguel County,NMSan Miguel County,0.000143206,1.43206E-06,3.72335E-05
US,NM,Sandoval County,NMSandoval County,0.000116906,1.16906E-06,3.03956E-05
US,NM,Santa Fe County,NMSanta Fe County,0.000182572,1.82572E-06,4.74688E-05
US,NM,Sierra County,NMSierra County,0.000172854,1.72854E-06,4.4942E-05
US,NM,Socorro County,NMSocorro County,0.000157499,1.57499E-06,4.09497E-05
US,NM,Taos County,NMTaos County,8.91339E-05,8.91339E-07,2.31748E-05
US,NM,Torrance County,NMTorrance County,0.000177418,1.77418E-06,4.61287E-05
US,NM,Union County,NMUnion County,0.00013132,1.3132E-06,3.41432E-05
US,NM,Valencia County,NMValencia County,0.000124684,1.24684E-06,3.24179E-05
US,NV,Carson City,NVCarson City,5.03266E-05,5.03266E-07,1.30849E-05
US,NV,Churchill County,NVChurchill County,6.42306E-05,6.42306E-07,1.67E-05
US,NV,Clark County,NVClark County,6.01835E-05,6.01835E-07,1.56477E-05
US,NV,Douglas County,NVDouglas County,5.13082E-05,5.13082E-07,1.33401E-05
US,NV,Elko County,NVElko County,6.04036E-05,6.04036E-07,1.57049E-05
US,NV,Esmeralda County,NVEsmeralda County,9.00801E-05,9.00801E-07,2.34208E-05
US,NV,Eureka County,NVEureka County,6.76135E-05,6.76135E-07,1.75795E-05
US,NV,Humboldt County,NVHumboldt County,6.04657E-05,6.04657E-07,1.57211E-05
US,NV,Lander County,NVLander County,7.12431E-05,7.12431E-07,1.85232E-05
US,NV,Lincoln County,NVLincoln County,6.69736E-05,6.69736E-07,1.74131E-05
US,NV,Lyon County,NVLyon County,5.6132E-05,5.6132E-07,1.45943E-05
US,NV,Mineral County,NVMineral County,6.12381E-05,6.12381E-07,1.59219E-05
US,NV,Nye County,NVNye County,0.000104399,1.04399E-06,2.71437E-05
US,NV,Pershing County,NVPershing County,5.31723E-05,5.31723E-07,1.38248E-05
US,NV,Storey County,NVStorey County,5.09236E-05,5.09236E-07,1.32401E-05
US,NV,Washoe County,NVWashoe County,4.96011E-05,4.96011E-07,1.28963E-05
US,NV,White Pine County,NVWhite Pine County,5.76164E-05,5.76164E-07,1.49803E-05
US,NY,Albany County,NYAlbany County,6.87576E-05,6.87576E-07,1.7877E-05
US,NY,Allegany County,NYAllegany County,0.000206772,2.06772E-06,5.37607E-05
US,NY,Bronx County,NYBronx County,1.68004E-05,1.68004E-07,4.36811E-06
US,NY,Broome County,NYBroome County,7.18476E-05,7.18476E-07,1.86804E-05
US,NY,Cattaraugus County,NYCattaraugus County,0.000133775,1.33775E-06,3.47814E-05
US,NY,Cayuga County,NYCayuga County,0.000167749,1.67749E-06,4.36146E-05
US,NY,Chautauqua County,NYChautauqua County,0.000141685,1.41685E-06,3.68381E-05
US,NY,Chemung County,NYChemung County,0.000147868,1.47868E-06,3.84456E-05
US,NY,Chenango County,NYChenango County,7.45513E-05,7.45513E-07,1.93833E-05
US,NY,Clinton County,NYClinton County,5.62171E-05,5.62171E-07,1.46165E-05
US,NY,Columbia County,NYColumbia County,5.97848E-05,5.97848E-07,1.5544E-05
US,NY,Cortland County,NYCortland County,0.000109147,1.09147E-06,2.83783E-05
US,NY,Delaware County,NYDelaware County,5.78338E-05,5.78338E-07,1.50368E-05
US,NY,Dutchess County,NYDutchess County,3.53528E-05,3.53528E-07,9.19172E-06
US,NY,Erie County,NYErie County,0.000197623,1.97623E-06,5.1382E-05
US,NY,Essex County,NYEssex County,5.3256E-05,5.3256E-07,1.38466E-05
US,NY,Franklin County,NYFranklin County,5.73804E-05,5.73804E-07,1.49189E-05
