Country,Statecode,County,StateCounty,HA Buildings,HA Contents,HA BI
US,ID,Camas County,IDCamas County,4.30305E-05,4.30305E-07,1.11879E-05
US,ID,Canyon County,IDCanyon County,3.17542E-05,3.17542E-07,8.25608E-06
US,ID,Caribou County,IDCaribou County,5.09701E-05,5.09701E-07,1.32522E-05
US,ID,Cassia County,IDCassia County,4.29085E-05,4.29085E-07,1.11562E-05
US,ID,Clark County,IDClark County,9.19323E-05,9.19323E-07,2.39024E-05
US,ID,Clearwater County,IDClearwater County,5.90201E-05,5.90201E-07,1.53452E-05
US,ID,Custer County,IDCuster County,5.42157E-05,5.42157E-07,1.40961E-05
US,ID,Elmore County,IDElmore County,4.60675E-05,4.60675E-07,1.19776E-05
US,ID,Franklin County,IDFranklin County,4.07926E-05,4.07926E-07,1.06061E-05
US,ID,Fremont County,IDFremont County,9.16534E-05,9.16534E-07,2.38299E-05
US,ID,Gem County,IDGem County,3.2481E-05,3.2481E-07,8.44506E-06
US,ID,Gooding County,IDGooding County,4.7331E-05,4.7331E-07,1.2306E-05
US,ID,Idaho County,IDIdaho County,5.34469E-05,5.34469E-07,1.38962E-05
US,ID,Jefferson County,IDJefferson County,8.33236E-05,8.33236E-07,2.16641E-05
US,ID,Jerome County,IDJerome County,5.07556E-05,5.07556E-07,1.31964E-05
US,ID,Kootenai County,IDKootenai County,5.30459E-05,5.30459E-07,1.37919E-05
US,ID,Latah County,IDLatah County,4.9743E-05,4.9743E-07,1.29332E-05
US,ID,Lemhi County,IDLemhi County,7.46676E-05,7.46676E-07,1.94136E-05
US,ID,Lewis County,IDLewis County,4.55696E-05,4.55696E-07,1.18481E-05
US,ID,Lincoln County,IDLincoln County,4.8988E-05,4.8988E-07,1.27369E-05
US,ID,Madison County,IDMadison County,8.75023E-05,8.75023E-07,2.27506E-05
US,ID,Minidoka County,IDMinidoka County,5.35103E-05,5.35103E-07,1.39127E-05
US,ID,Nez Perce County,IDNez Perce County,4.3287E-05,4.3287E-07,1.12546E-05
US,ID,Oneida County,IDOneida County,4.74927E-05,4.74927E-07,1.23481E-05
US,ID,Owyhee County,IDOwyhee County,4.39878E-05,4.39878E-07,1.14368E-05
US,ID,Payette County,IDPayette County,3.0674E-05,3.0674E-07,7.97525E-06
US,ID,Power County,IDPower County,4.74333E-05,4.74333E-07,1.23327E-05
US,ID,Shoshone County,IDShoshone County,5.69565E-05,5.69565E-07,1.48087E-05
US,ID,Teton County,IDTeton County,8.78643E-05,8.78643E-07,2.28447E-05
US,ID,Twin Falls County,IDTwin Falls County,4.73489E-05,4.73489E-07,1.23107E-05
US,ID,Valley County,IDValley County,4.23062E-05,4.23062E-07,1.09996E-05
US,ID,Washington County,IDWashington County,3.27081E-05,3.27081E-07,8.50411E-06
US,IL,Adams County,ILAdams County,0.000128588,1.28588E-06,3.3433E-05
US,IL,Alexander County,ILAlexander County,0.000104953,1.04953E-06,2.72877E-05
US,IL,Bond County,ILBond County,0.000133801,1.33801E-06,3.47881E-05
US,IL,Boone County,ILBoone County,0.000115533,1.15533E-06,3.00387E-05
US,IL,Brown County,ILBrown County,0.000178813,1.78813E-06,4.64913E-05
US,IL,Bureau County,ILBureau County,0.000221611,2.21611E-06,5.76188E-05
US,IL,Calhoun County,ILCalhoun County,0.000119333,1.19333E-06,3.10265E-05
US,IL,Carroll County,ILCarroll County,0.000643599,6.43599E-06,0.000167336
US,IL,Cass County,ILCass County,0.00017007,1.7007E-06,4.42182E-05
US,IL,Champaign County,ILChampaign County,0.000274608,2.74608E-06,7.13981E-05
US,IL,Christian County,ILChristian County,0.000200806,2.00806E-06,5.22095E-05
US,IL,Clark County,ILClark County,0.000143316,1.43316E-06,3.72622E-05
US,IL,Clay County,ILClay County,0.000202828,2.02828E-06,5.27354E-05
US,IL,Clinton County,ILClinton County,0.000103215,1.03215E-06,2.68359E-05
US,IL,Coles County,ILColes County,0.000257458,2.57458E-06,6.69391E-05
US,IL,Cook County,ILCook County,7.92803E-05,7.92803E-07,2.06129E-05
US,IL,Crawford County,ILCrawford County,0.000101445,1.01445E-06,2.63756E-05
US,IL,Cumberland County,ILCumberland County,0.000242238,2.42238E-06,6.2982E-05
US,IL,De Witt County,ILDe Witt County,0.000369997,3.69997E-06,9.61992E-05
US,IL,Dekalb County,ILDekalb County,9.80653E-05,9.80653E-07,2.5497E-05
US,IL,Douglas County,ILDouglas County,0.000284738,2.84738E-06,7.40318E-05
US,IL,Dupage County,ILDupage County,7.5907E-05,7.5907E-07,1.97358E-05
US,IL,Edgar County,ILEdgar County,0.00012645,1.2645E-06,3.2877E-05
US,IL,Edwards County,ILEdwards County,7.53225E-05,7.53225E-07,1.95838E-05
US,IL,Effingham County,ILEffingham County,0.000244779,2.44779E-06,6.36424E-05
US,IL,Fayette County,ILFayette County,0.000181711,1.81711E-06,4.72448E-05
US,IL,Ford County,ILFord County,0.000222809,2.22809E-06,5.79303E-05
US,IL,Franklin County,ILFranklin County,0.000191439,1.91439E-06,4.97742E-05
US,IL,Fulton County,ILFulton County,0.000283576,2.83576E-06,7.37298E-05
US,IL,Gallatin County,ILGallatin County,0.000137393,1.37393E-06,3.57223E-05
US,IL,Greene County,ILGreene County,0.000128654,1.28654E-06,3.34499E-05
US,IL,Grundy County,ILGrundy County,9.01864E-05,9.01864E-07,2.34485E-05
US,IL,Hamilton County,ILHamilton County,0.00019255,1.9255E-06,5.00629E-05
US,IL,Hancock County,ILHancock County,0.000252341,2.52341E-06,6.56086E-05
US,IL,Hardin County,ILHardin County,0.000153955,1.53955E-06,4.00283E-05
US,IL,Henderson County,ILHenderson County,0.000437298,4.37298E-06,0.000113698
US,IL,Henry County,ILHenry County,0.000491356,4.91356E-06,0.000127753
US,IL,Iroquois County,ILIroquois County,0.000269763,2.69763E-06,7.01385E-05
US,IL,Jackson County,ILJackson County,0.000101511,1.01511E-06,2.63928E-05
US,IL,Jasper County,ILJasper County,0.000171266,1.71266E-06,4.45291E-05
US,IL,Jefferson County,ILJefferson County,0.000202108,2.02108E-06,5.25481E-05
US,IL,Jersey County,ILJersey County,0.000130346,1.30346E-06,3.38899E-05
US,IL,Jo Daviess County,ILJo Daviess County,0.000730889,7.30889E-06,0.000190031
US,IL,Johnson County,ILJohnson County,0.000142529,1.42529E-06,3.70575E-05
US,IL,Kane County,ILKane County,7.83555E-05,7.83555E-07,2.03724E-05
US,IL,Kankakee County,ILKankakee County,0.000122108,1.22108E-06,3.1748E-05
US,IL,Kendall County,ILKendall County,7.78058E-05,7.78058E-07,2.02295E-05
US,IL,Knox County,ILKnox County,0.000385809,3.85809E-06,0.00010031
US,IL,La Salle County,ILLa Salle County,0.000106045,1.06045E-06,2.75716E-05
US,IL,Lake County,ILLake County,0.000104756,1.04756E-06,2.72366E-05
US,IL,Lawrence County,ILLawrence County,7.84352E-05,7.84352E-07,2.03932E-05
US,IL,Lee County,ILLee County,0.000205262,2.05262E-06,5.33681E-05
US,IL,Livingston County,ILLivingston County,0.000157919,1.57919E-06,4.1059E-05
US,IL,Logan County,ILLogan County,0.000279187,2.79187E-06,7.25885E-05
US,IL,Macon County,ILMacon County,0.000309121,3.09121E-06,8.03715E-05
US,IL,Macoupin County,ILMacoupin County,0.000183183,1.83183E-06,4.76275E-05
US,IL,Madison County,ILMadison County,0.000172859,1.72859E-06,4.49434E-05
US,IL,Marion County,ILMarion County,0.000174809,1.74809E-06,4.54503E-05
US,IL,Marshall County,ILMarshall County,0.000157419,1.57419E-06,4.09288E-05
US,IL,Mason County,ILMason County,0.000191717,1.91717E-06,4.98464E-05
US,IL,Massac County,ILMassac County,0.000141737,1.41737E-06,3.68515E-05
US,IL,Mcdonough County,ILMcdonough County,0.000272717,2.72717E-06,7.09064E-05
US,IL,Mchenry County,ILMchenry County,0.000117856,1.17856E-06,3.06426E-05
US,IL,Mclean County,ILMclean County,0.000244677,2.44677E-06,6.3616E-05
US,IL,Menard County,ILMenard County,0.000183231,1.83231E-06,4.76399E-05
US,IL,Mercer County,ILMercer County,0.00089857,8.9857E-06,0.000233628
US,IL,Monroe County,ILMonroe County,7.05209E-05,7.05209E-07,1.83354E-05
US,IL,Montgomery County,ILMontgomery County,0.000165886,1.65886E-06,4.31303E-05
US,IL,Morgan County,ILMorgan County,0.000147587,1.47587E-06,3.83727E-05
US,IL,Moultrie County,ILMoultrie County,0.000303738,3.03738E-06,7.89718E-05
US,IL,Ogle County,ILOgle County,0.000283931,2.83931E-06,7.3822E-05
US,IL,Peoria County,ILPeoria County,0.000185294,1.85294E-06,4.81764E-05
US,IL,Perry County,ILPerry County,0.000101074,1.01074E-06,2.62793E-05
US,IL,Piatt County,ILPiatt County,0.000339771,3.39771E-06,8.83406E-05
US,IL,Pike County,ILPike County,0.000129297,1.29297E-06,3.36173E-05
US,IL,Pope County,ILPope County,0.000155415,1.55415E-06,4.04079E-05
US,IL,Pulaski County,ILPulaski County,0.000123156,1.23156E-06,3.20204E-05
US,IL,Putnam County,ILPutnam County,0.00012629,1.2629E-06,3.28355E-05
US,IL,Randolph County,ILRandolph County,6.85267E-05,6.85267E-07,1.7817E-05
US,IL,Richland County,ILRichland County,0.000119428,1.19428E-06,3.10512E-05
US,IL,Rock Island County,ILRock Island County,0.000906278,9.06278E-06,0.000235632
US,IL,Saline County,ILSaline County,0.000155756,1.55756E-06,4.04966E-05
US,IL,Sangamon County,ILSangamon County,0.000147198,1.47198E-06,3.82715E-05
US,IL,Schuyler County,ILSchuyler County,0.000196469,1.96469E-06,5.10818E-05
US,IL,Scott County,ILScott County,0.000140619,1.40619E-06,3.65608E-05
US,IL,Shelby County,ILShelby County,0.000256702,2.56702E-06,6.67426E-05
US,IL,St. Clair County,ILSt. Clair County,9.54924E-05,9.54924E-07,2.4828E-05
US,IL,Stark County,ILStark County,0.000236823,2.36823E-06,6.15741E-05
US,IL,Stephenson County,ILStephenson County,0.000487886,4.87886E-06,0.00012685
US,IL,Tazewell County,ILTazewell County,0.000197832,1.97832E-06,5.14363E-05
US,IL,Union County,ILUnion County,0.000118162,1.18162E-06,3.0722E-05
US,IL,Vermilion County,ILVermilion County,0.000362745,3.62745E-06,9.43136E-05
US,IL,Wabash County,ILWabash County,6.88003E-05,6.88003E-07,1.78881E-05
US,IL,Warren County,ILWarren County,0.000415255,4.15255E-06,0.000107966
US,IL,Washington County,ILWashington County,9.99701E-05,9.99701E-07,2.59922E-05
US,IL,Wayne County,ILWayne County,0.000170539,1.70539E-06,4.43401E-05
US,IL,White County,ILWhite County,0.000106302,1.06302E-06,2.76384E-05
US,IL,Whiteside County,ILWhiteside County,0.00043327,4.3327E-06,0.00011265
US,IL,Will County,ILWill County,9.2728E-05,9.2728E-07,2.41093E-05
US,IL,Williamson County,ILWilliamson County,0.000150233,1.50233E-06,3.90607E-05
US,IL,Winnebago County,ILWinnebago County,0.00025468,2.5468E-06,6.62168E-05
US,IL,Woodford County,ILWoodford County,0.000177558,1.77558E-06,4.61652E-05
US,IN,Adams County,INAdams County,0.000130664,1.30664E-06,3.39726E-05
US,IN,Allen County,INAllen County,0.000145942,1.45942E-06,3.7945E-05
US,IN,Bartholomew County,INBartholomew County,6.78298E-05,6.78298E-07,1.76357E-05
US,IN,Benton County,INBenton County,0.000427406,4.27406E-06,0.000111125
US,IN,Blackford County,INBlackford County,0.000119976,1.19976E-06,3.11938E-05
US,IN,Boone County,INBoone County,0.000121423,1.21423E-06,3.15701E-05
US,IN,Brown County,INBrown County,5.97287E-05,5.97287E-07,1.55295E-05
US,IN,Carroll County,INCarroll County,0.000227386,2.27386E-06,5.91204E-05
US,IN,Cass County,INCass County,0.000153559,1.53559E-06,3.99254E-05
US,IN,Clark County,INClark County,6.4846E-05,6.4846E-07,1.686E-05
US,IN,Clay County,INClay County,7.84261E-05,7.84261E-07,2.03908E-05
US,IN,Clinton County,INClinton County,0.000155763,1.55763E-06,4.04983E-05
US,IN,Crawford County,INCrawford County,5.73498E-05,5.73498E-07,1.49109E-05
US,IN,Daviess County,INDaviess County,5.49768E-05,5.49768E-07,1.4294E-05
US,IN,Dearborn County,INDearborn County,6.99557E-05,6.99557E-07,1.81885E-05
US,IN,Decatur County,INDecatur County,0.000111707,1.11707E-06,2.90439E-05
US,IN,Dekalb County,INDekalb County,0.000166573,1.66573E-06,4.33089E-05
US,IN,Delaware County,INDelaware County,0.000151329,1.51329E-06,3.93454E-05
US,IN,Dubois County,INDubois County,5.58223E-05,5.58223E-07,1.45138E-05
US,IN,Elkhart County,INElkhart County,0.000236325,2.36325E-06,6.14445E-05
US,IN,Fayette County,INFayette County,0.000149979,1.49979E-06,3.89946E-05
US,IN,Floyd County,INFloyd County,7.69025E-05,7.69025E-07,1.99946E-05
US,IN,Fountain County,INFountain County,0.000307575,3.07575E-06,7.99695E-05
US,IN,Franklin County,INFranklin County,7.93171E-05,7.93171E-07,2.06224E-05
US,IN,Fulton County,INFulton County,0.000156625,1.56625E-06,4.07224E-05
US,IN,Gibson County,INGibson County,8.09457E-05,8.09457E-07,2.10459E-05
US,IN,Grant County,INGrant County,0.000158058,1.58058E-06,4.10951E-05
US,IN,Greene County,INGreene County,5.23229E-05,5.23229E-07,1.3604E-05
US,IN,Hamilton County,INHamilton County,0.00014403,1.4403E-06,3.74477E-05
US,IN,Hancock County,INHancock County,0.000112582,1.12582E-06,2.92712E-05
US,IN,Harrison County,INHarrison County,7.8483E-05,7.8483E-07,2.04056E-05
US,IN,Hendricks County,INHendricks County,9.59355E-05,9.59355E-07,2.49432E-05
US,IN,Henry County,INHenry County,0.000143152,1.43152E-06,3.72194E-05
US,IN,Howard County,INHoward County,0.000187199,1.87199E-06,4.86718E-05
US,IN,Huntington County,INHuntington County,0.000159648,1.59648E-06,4.15085E-05
US,IN,Jackson County,INJackson County,5.22558E-05,5.22558E-07,1.35865E-05
US,IN,Jasper County,INJasper County,0.000303419,3.03419E-06,7.8889E-05
US,IN,Jay County,INJay County,0.00011099,1.1099E-06,2.88574E-05
US,IN,Jefferson County,INJefferson County,5.98298E-05,5.98298E-07,1.55558E-05
US,IN,Jennings County,INJennings County,6.31152E-05,6.31152E-07,1.64099E-05
US,IN,Johnson County,INJohnson County,7.7361E-05,7.7361E-07,2.01139E-05
US,IN,Knox County,INKnox County,6.73191E-05,6.73191E-07,1.7503E-05
US,IN,Kosciusko County,INKosciusko County,0.000226441,2.26441E-06,5.88745E-05
US,IN,Lagrange County,INLagrange County,0.000281141,2.81141E-06,7.30966E-05
US,IN,Lake County,INLake County,0.00015814,1.5814E-06,4.11165E-05
US,IN,Laporte County,INLaporte County,0.000168422,1.68422E-06,4.37897E-05
US,IN,Lawrence County,INLawrence County,4.90041E-05,4.90041E-07,1.27411E-05
US,IN,Madison County,INMadison County,0.000153304,1.53304E-06,3.9859E-05
US,IN,Marion County,INMarion County,9.94962E-05,9.94962E-07,2.5869E-05
US,IN,Marshall County,INMarshall County,0.0002524,2.524E-06,6.5624E-05
US,IN,Martin County,INMartin County,5.11688E-05,5.11688E-07,1.33039E-05
US,IN,Miami County,INMiami County,0.000165462,1.65462E-06,4.302E-05
US,IN,Monroe County,INMonroe County,5.47316E-05,5.47316E-07,1.42302E-05
US,IN,Montgomery County,INMontgomery County,0.00015116,1.5116E-06,3.93016E-05
US,IN,Morgan County,INMorgan County,7.13229E-05,7.13229E-07,1.8544E-05
US,IN,Newton County,INNewton County,0.000345054,3.45054E-06,8.97141E-05
US,IN,Noble County,INNoble County,0.00019497,1.9497E-06,5.06921E-05
US,IN,Ohio County,INOhio County,6.09409E-05,6.09409E-07,1.58446E-05
US,IN,Orange County,INOrange County,5.14579E-05,5.14579E-07,1.3379E-05
US,IN,Owen County,INOwen County,5.739E-05,5.739E-07,1.49214E-05
US,IN,Parke County,INParke County,0.000135298,1.35298E-06,3.51775E-05
US,IN,Perry County,INPerry County,5.65293E-05,5.65293E-07,1.46976E-05
US,IN,Pike County,INPike County,5.98993E-05,5.98993E-07,1.55738E-05
US,IN,Porter County,INPorter County,0.000232265,2.32265E-06,6.03889E-05
US,IN,Posey County,INPosey County,0.000102775,1.02775E-06,2.67215E-05
US,IN,Pulaski County,INPulaski County,0.000187781,1.87781E-06,4.8823E-05
US,IN,Putnam County,INPutnam County,9.44009E-05,9.44009E-07,2.45442E-05
US,IN,Randolph County,INRandolph County,0.000147838,1.47838E-06,3.8438E-05
US,IN,Ripley County,INRipley County,6.66733E-05,6.66733E-07,1.73351E-05
US,IN,Rush County,INRush County,0.000120471,1.20471E-06,3.13225E-05
US,IN,Scott County,INScott County,6.13378E-05,6.13378E-07,1.59478E-05
US,IN,Shelby County,INShelby County,9.56154E-05,9.56154E-07,2.486E-05
US,IN,Spencer County,INSpencer County,6.39158E-05,6.39158E-07,1.66181E-05
US,IN,St. Joseph County,INSt. Joseph County,0.000216376,2.16376E-06,5.62577E-05
US,IN,Starke County,INStarke County,0.000214019,2.14019E-06,5.56449E-05
US,IN,Steuben County,INSteuben County,0.000338381,3.38381E-06,8.79792E-05
US,IN,Sullivan County,INSullivan County,9.92594E-05,9.92594E-07,2.58074E-05
US,IN,Switzerland County,INSwitzerland County,5.80444E-05,5.80444E-07,1.50915E-05
US,IN,Tippecanoe County,INTippecanoe County,0.000237215,2.37215E-06,6.16759E-05
US,IN,Tipton County,INTipton County,0.000164169,1.64169E-06,4.26839E-05
US,IN,Union County,INUnion County,0.00014414,1.4414E-06,3.74764E-05
US,IN,Vanderburgh County,INVanderburgh County,8.74038E-05,8.74038E-07,2.2725E-05
US,IN,Vermillion County,INVermillion County,0.000325292,3.25292E-06,8.4576E-05
US,IN,Vigo County,INVigo County,0.000130472,1.30472E-06,3.39227E-05
US,IN,Wabash County,INWabash County,0.000156629,1.56629E-06,4.07236E-05
US,IN,Warren County,INWarren County,0.000488015,4.88015E-06,0.000126884
US,IN,Warrick County,INWarrick County,7.31546E-05,7.31546E-07,1.90202E-05
US,IN,Washington County,INWashington County,5.30085E-05,5.30085E-07,1.37822E-05
US,IN,Wayne County,INWayne County,0.000149298,1.49298E-06,3.88174E-05
US,IN,Wells County,INWells County,0.000116438,1.16438E-06,3.02738E-05
US,IN,White County,INWhite County,0.000245805,2.45805E-06,6.39092E-05
US,IN,Whitley County,INWhitley County,0.00018929,1.8929E-06,4.92154E-05
US,KS,Allen County,KSAllen County,0.000154471,1.54471E-06,4.01625E-05
US,KS,Anderson County,KSAnderson County,0.000160241,1.60241E-06,4.16625E-05
US,KS,Atchison County,KSAtchison County,0.000130609,1.30609E-06,3.39583E-05
US,KS,Barber County,KSBarber County,0.000236656,2.36656E-06,6.15307E-05
US,KS,Barton County,KSBarton County,0.000799059,7.99059E-06,0.000207755
US,KS,Bourbon County,KSBourbon County,0.000140912,1.40912E-06,3.66372E-05
US,KS,Brown County,KSBrown County,0.000159287,1.59287E-06,4.14146E-05
US,KS,Butler County,KSButler County,0.000190206,1.90206E-06,4.94535E-05
US,KS,Chase County,KSChase County,0.000187613,1.87613E-06,4.87794E-05
US,KS,Chautauqua County,KSChautauqua County,0.000131794,1.31794E-06,3.42666E-05
US,KS,Cherokee County,KSCherokee County,0.000121341,1.21341E-06,3.15486E-05
US,KS,Cheyenne County,KSCheyenne County,0.001486877,1.48688E-05,0.000386588
US,KS,Clark County,KSClark County,0.000215448,2.15448E-06,5.60166E-05
US,KS,Clay County,KSClay County,0.000279981,2.79981E-06,7.27952E-05
US,KS,Cloud County,KSCloud County,0.001073335,1.07334E-05,0.000279067
US,KS,Coffey County,KSCoffey County,0.000148834,1.48834E-06,3.86967E-05
US,KS,Comanche County,KSComanche County,0.000230319,2.30319E-06,5.98829E-05
US,KS,Cowley County,KSCowley County,0.00015897,1.5897E-06,4.13322E-05
US,KS,Crawford County,KSCrawford County,0.00012891,1.2891E-06,3.35166E-05
US,KS,Decatur County,KSDecatur County,0.002780639,2.78064E-05,0.000722966
US,KS,Dickinson County,KSDickinson County,0.000247811,2.47811E-06,6.44309E-05
US,KS,Doniphan County,KSDoniphan County,0.000131856,1.31856E-06,3.42826E-05
US,KS,Douglas County,KSDouglas County,0.000127502,1.27502E-06,3.31504E-05
US,KS,Edwards County,KSEdwards County,0.000462329,4.62329E-06,0.000120206
US,KS,Elk County,KSElk County,0.000145816,1.45816E-06,3.79121E-05
US,KS,Ellis County,KSEllis County,0.001798969,1.79897E-05,0.000467732
US,KS,Ellsworth County,KSEllsworth County,0.000615865,6.15865E-06,0.000160125
US,KS,Finney County,KSFinney County,0.000318057,3.18057E-06,8.26949E-05
US,KS,Ford County,KSFord County,0.000423066,4.23066E-06,0.000109997
US,KS,Franklin County,KSFranklin County,0.000171545,1.71545E-06,4.46017E-05
US,KS,Geary County,KSGeary County,0.000189163,1.89163E-06,4.91824E-05
US,KS,Gove County,KSGove County,0.001151488,1.15149E-05,0.000299387
US,KS,Graham County,KSGraham County,0.002234812,2.23481E-05,0.000581051
US,KS,Grant County,KSGrant County,0.000206914,2.06914E-06,5.37976E-05
US,KS,Gray County,KSGray County,0.000209055,2.09055E-06,5.43543E-05
US,KS,Greeley County,KSGreeley County,0.000403624,4.03624E-06,0.000104942
US,KS,Greenwood County,KSGreenwood County,0.000118577,1.18577E-06,3.08299E-05
US,KS,Hamilton County,KSHamilton County,0.000280972,2.80972E-06,7.30528E-05
US,KS,Harper County,KSHarper County,0.000218674,2.18674E-06,5.68552E-05
US,KS,Harvey County,KSHarvey County,0.000394168,3.94168E-06,0.000102484
US,KS,Haskell County,KSHaskell County,0.000189978,1.89978E-06,4.93942E-05
US,KS,Hodgeman County,KSHodgeman County,0.000717031,7.17031E-06,0.000186428
US,KS,Jackson County,KSJackson County,0.000174914,1.74914E-06,4.54775E-05
US,KS,Jefferson County,KSJefferson County,0.000132353,1.32353E-06,3.44119E-05
US,KS,Jewell County,KSJewell County,0.003685212,3.68521E-05,0.000958155
US,KS,Johnson County,KSJohnson County,0.000199485,1.99485E-06,5.18661E-05
US,KS,Kearny County,KSKearny County,0.000269034,2.69034E-06,6.99489E-05
US,KS,Kingman County,KSKingman County,0.000361955,3.61955E-06,9.41082E-05
US,KS,Kiowa County,KSKiowa County,0.000390879,3.90879E-06,0.000101629
US,KS,Labette County,KSLabette County,0.000115225,1.15225E-06,2.99586E-05
US,KS,Lane County,KSLane County,0.000736566,7.36566E-06,0.000191507
US,KS,Leavenworth County,KSLeavenworth County,0.000178908,1.78908E-06,4.65161E-05
US,KS,Lincoln County,KSLincoln County,0.001028661,1.02866E-05,0.000267452
US,KS,Linn County,KSLinn County,0.0001515,1.515E-06,3.93899E-05
US,KS,Logan County,KSLogan County,0.000792045,7.92045E-06,0.000205932
US,KS,Lyon County,KSLyon County,0.000157487,1.57487E-06,4.09465E-05
US,KS,Marion County,KSMarion County,0.000252937,2.52937E-06,6.57637E-05
US,KS,Marshall County,KSMarshall County,0.000199317,1.99317E-06,5.18225E-05
US,KS,Mcpherson County,KSMcpherson County,0.00044362,4.4362E-06,0.000115341
US,KS,Meade County,KSMeade County,0.000172588,1.72588E-06,4.48728E-05
US,KS,Miami County,KSMiami County,0.00016963,1.6963E-06,4.41039E-05
US,KS,Mitchell County,KSMitchell County,0.001502464,1.50246E-05,0.000390641
US,KS,Montgomery County,KSMontgomery County,0.000118081,1.18081E-06,3.07009E-05
US,KS,Morris County,KSMorris County,0.000200029,2.00029E-06,5.20075E-05
US,KS,Morton County,KSMorton County,0.000129447,1.29447E-06,3.36562E-05
US,KS,Nemaha County,KSNemaha County,0.000168987,1.68987E-06,4.39367E-05
US,KS,Neosho County,KSNeosho County,0.000136444,1.36444E-06,3.54755E-05
US,KS,Ness County,KSNess County,0.000816396,8.16396E-06,0.000212263
US,KS,Norton County,KSNorton County,0.004700334,4.70033E-05,0.001222087
US,KS,Osage County,KSOsage County,0.000147479,1.47479E-06,3.83444E-05
US,KS,Osborne County,KSOsborne County,0.004143342,4.14334E-05,0.001077269
US,KS,Ottawa County,KSOttawa County,0.000677359,6.77359E-06,0.000176113
US,KS,Pawnee County,KSPawnee County,0.000593193,5.93193E-06,0.00015423
US,KS,Phillips County,KSPhillips County,0.005864741,5.86474E-05,0.001524833
US,KS,Pottawatomie County,KSPottawatomie County,0.0002089,2.089E-06,5.43141E-05
US,KS,Pratt County,KSPratt County,0.000800113,8.00113E-06,0.000208029
US,KS,Rawlins County,KSRawlins County,0.00243155,2.43155E-05,0.000632203
US,KS,Reno County,KSReno County,0.000507996,5.07996E-06,0.000132079
US,KS,Republic County,KSRepublic County,0.00152511,1.52511E-05,0.000396529
US,KS,Rice County,KSRice County,0.000579566,5.79566E-06,0.000150687
US,KS,Riley County,KSRiley County,0.000208499,2.08499E-06,5.42098E-05
US,KS,Rooks County,KSRooks County,0.003517304,3.5173E-05,0.000914499
US,KS,Rush County,KSRush County,0.000872853,8.72853E-06,0.000226942
US,KS,Russell County,KSRussell County,0.002057106,2.05711E-05,0.000534848
US,KS,Saline County,KSSaline County,0.000463419,4.63419E-06,0.000120489
US,KS,Scott County,KSScott County,0.00047256,4.7256E-06,0.000122865
US,KS,Sedgwick County,KSSedgwick County,0.000233302,2.33302E-06,6.06585E-05
US,KS,Seward County,KSSeward County,0.000154335,1.54335E-06,4.01271E-05
US,KS,Shawnee County,KSShawnee County,0.000141739,1.41739E-06,3.68521E-05
US,KS,Sheridan County,KSSheridan County,0.001648194,1.64819E-05,0.000428531
US,KS,Sherman County,KSSherman County,0.00109737,1.09737E-05,0.000285316
US,KS,Smith County,KSSmith County,0.006979537,6.97954E-05,0.00181468
US,KS,Stafford County,KSStafford County,0.000465615,4.65615E-06,0.00012106
US,KS,Stanton County,KSStanton County,0.000235597,2.35597E-06,6.12552E-05
US,KS,Stevens County,KSStevens County,0.000152025,1.52025E-06,3.95266E-05
US,KS,Sumner County,KSSumner County,0.00014945,1.4945E-06,3.8857E-05
US,KS,Thomas County,KSThomas County,0.001754419,1.75442E-05,0.000456149
US,KS,Trego County,KSTrego County,0.000955238,9.55238E-06,0.000248362
US,KS,Wabaunsee County,KSWabaunsee County,0.000181515,1.81515E-06,4.71938E-05
US,KS,Wallace County,KSWallace County,0.000723543,7.23543E-06,0.000188121
US,KS,Washington County,KSWashington County,0.000406346,4.06346E-06,0.00010565
US,KS,Wichita County,KSWichita County,0.000408782,4.08782E-06,0.000106283
US,KS,Wilson County,KSWilson County,0.000151161,1.51161E-06,3.93019E-05
US,KS,Woodson County,KSWoodson County,0.000149953,1.49953E-06,3.89878E-05
US,KS,Wyandotte County,KSWyandotte County,0.000160928,1.60928E-06,4.18413E-05
US,KY,Adair County,KYAdair County,0.000255037,2.55037E-06,6.63097E-05
US,KY,Allen County,KYAllen County,0.000201812,2.01812E-06,5.2471E-05
US,KY,Anderson County,KYAnderson County,0.000200303,2.00303E-06,5.20788E-05
US,KY,Ballard County,KYBallard County,0.000518667,5.18667E-06,0.000134853
US,KY,Barren County,KYBarren County,0.000186774,1.86774E-06,4.85611E-05
US,KY,Bath County,KYBath County,0.00031955,3.1955E-06,8.30831E-05
US,KY,Bell County,KYBell County,9.11725E-05,9.11725E-07,2.37048E-05
US,KY,Boone County,KYBoone County,0.000146566,1.46566E-06,3.81073E-05
US,KY,Bourbon County,KYBourbon County,0.000214664,2.14664E-06,5.58126E-05
US,KY,Boyd County,KYBoyd County,0.000684391,6.84391E-06,0.000177942
US,KY,Boyle County,KYBoyle County,0.00039991,3.9991E-06,0.000103977
US,KY,Bracken County,KYBracken County,0.000184155,1.84155E-06,4.78803E-05
US,KY,Breathitt County,KYBreathitt County,0.000230861,2.30861E-06,6.00238E-05
US,KY,Breckinridge County,KYBreckinridge County,0.000350249,3.50249E-06,9.10649E-05
US,KY,Bullitt County,KYBullitt County,0.000277279,2.77279E-06,7.20925E-05
US,KY,Butler County,KYButler County,0.000395667,3.95667E-06,0.000102873
