PPC,Fire,Wildfire
0,0.000000000000000,0.000000000000000
1,-0.071666666666667,-0.071666666666667
2,-0.071666666666667,-0.071666666666667
3,-0.071666666666667,-0.071666666666667
4,-0.071666666666667,-0.071666666666667
5,0.000000000000000,0.000000000000000
6,0.000000000000000,0.000000000000000
7,0.000000000000000,0.000000000000000
8,0.216250000000000,0.216250000000000
9,0.216250000000000,0.216250000000000
10,0.216250000000000,0.216250000000000
