Zip Code,Index,WS Gate,EQ Gate,Country,State Code,County,Cresta Zone,WS Base Rate,EQ Base Rate,TRIA Rate
30903,9404,0,161,US,GA,Richmond County,South East,0.000212784,7.53506E-05,0.05
30904,9405,0,161,US,GA,Richmond County,South East,0.000173583,3.31497E-05,0.05
30905,9406,0,161,US,GA,Richmond County,South East,0.000167814,9.49772E-06,0.05
30906,9407,0,161,US,GA,Richmond County,South East,0.000187784,1.59073E-05,0.05
30909,9408,0,161,US,GA,Richmond County,South East,0.000165168,9.79018E-06,0.05
30911,9409,0,161,US,GA,Richmond County,South East,0.000212784,7.54621E-05,0.05
30912,9410,0,161,US,GA,Richmond County,South East,0.000212784,6.94627E-05,0.05
30913,9411,0,161,US,GA,Richmond County,South East,0.000212784,7.4881E-05,0.05
30914,9412,0,161,US,GA,Richmond County,South East,0.000167617,3.25395E-05,0.05
30916,9413,0,161,US,GA,Richmond County,South East,0.000167617,1.56792E-05,0.05
30919,9414,0,161,US,GA,Richmond County,South East,0.000167617,1.00869E-05,0.05
30999,9415,0,161,US,GA,Richmond County,South East,0.000167617,9.95537E-06,0.05
30012,9416,0,161,US,GA,Rockdale County,South East,5.08779E-05,6.66041E-06,0.05
30013,9417,0,161,US,GA,Rockdale County,South East,5.39733E-05,7.01094E-06,0.05
30094,9418,0,161,US,GA,Rockdale County,South East,5.10972E-05,6.71508E-06,0.05
30207,9419,0,161,US,GA,Rockdale County,South East,4.99318E-05,6.68956E-06,0.05
30208,9420,0,161,US,GA,Rockdale County,South East,4.99318E-05,6.88798E-06,0.05
31806,9421,0,161,US,GA,Schley County,South East,0.000115037,6.98475E-06,0.05
30424,9422,0,161,US,GA,Screven County,South East,0.000425332,8.88776E-05,0.05
30446,9423,0,161,US,GA,Screven County,South East,0.000566424,0.000135455,0.05
30449,9424,0,161,US,GA,Screven County,South East,0.000530352,0.000121523,0.05
30455,9425,0,161,US,GA,Screven County,South East,0.000357247,9.436E-05,0.05
30467,9426,0,161,US,GA,Screven County,South East,0.00042507,0.000103062,0.05
31745,9427,0,161,US,GA,Seminole County,South East,0.000604697,3.981E-06,0.05
31759,9428,0,161,US,GA,Seminole County,South East,0.000604697,3.70602E-06,0.05
39845,9429,0,161,US,GA,Seminole County,South East,0.000647957,3.98891E-06,0.05
39859,9430,0,161,US,GA,Seminole County,South East,0.000579543,4.27287E-06,0.05
30212,9431,0,161,US,GA,Spalding County,South East,6.5289E-05,4.5257E-06,0.05
30223,9432,0,161,US,GA,Spalding County,South East,6.50481E-05,4.70265E-06,0.05
30224,9433,0,161,US,GA,Spalding County,South East,6.65022E-05,4.68142E-06,0.05
30266,9434,0,161,US,GA,Spalding County,South East,7.48768E-05,5.02729E-06,0.05
30284,9435,0,161,US,GA,Spalding County,South East,6.78088E-05,4.59354E-06,0.05
30538,9436,0,161,US,GA,Stephens County,South East,5.06756E-05,1.17569E-05,0.05
30557,9437,0,161,US,GA,Stephens County,South East,6.04921E-05,1.56801E-05,0.05
30577,9438,0,161,US,GA,Stephens County,South East,4.15268E-05,1.07133E-05,0.05
30598,9439,0,161,US,GA,Stephens County,South East,3.91204E-05,1.03242E-05,0.05
31814,9440,0,161,US,GA,Stewart County,South East,0.000109299,5.20459E-06,0.05
31815,9441,0,161,US,GA,Stewart County,South East,0.000136498,5.05813E-06,0.05
31821,9442,0,161,US,GA,Stewart County,South East,0.000129735,5.81283E-06,0.05
31825,9443,0,161,US,GA,Stewart County,South East,0.000131661,5.98478E-06,0.05
31709,9444,0,161,US,GA,Sumter County,South East,0.000167291,7.02814E-06,0.05
31710,9445,0,161,US,GA,Sumter County,South East,0.000162731,7.10421E-06,0.05
31711,9446,0,161,US,GA,Sumter County,South East,0.000137979,7.7935E-06,0.05
31719,9447,0,161,US,GA,Sumter County,South East,0.000156414,7.01495E-06,0.05
31735,9448,0,161,US,GA,Sumter County,South East,0.000240552,8.21319E-06,0.05
31743,9449,0,161,US,GA,Sumter County,South East,0.000214053,6.49772E-06,0.05
31764,9450,0,161,US,GA,Sumter County,South East,0.000206543,6.84778E-06,0.05
31780,9451,0,161,US,GA,Sumter County,South East,0.000157844,6.60589E-06,0.05
31801,9452,0,161,US,GA,Talbot County,South East,9.22142E-05,4.34106E-06,0.05
31810,9453,0,161,US,GA,Talbot County,South East,8.84687E-05,4.25568E-06,0.05
31812,9454,0,161,US,GA,Talbot County,South East,9.80867E-05,4.1918E-06,0.05
31827,9455,0,161,US,GA,Talbot County,South East,7.46329E-05,3.91344E-06,0.05
31836,9456,0,161,US,GA,Talbot County,South East,7.01285E-05,4.28978E-06,0.05
30631,9457,0,161,US,GA,Taliaferro County,South East,8.04743E-05,1.46809E-05,0.05
30664,9458,0,161,US,GA,Taliaferro County,South East,8.16975E-05,1.37693E-05,0.05
30420,9459,17.2,161,US,GA,Tattnall County,South East,0.000377523,6.07172E-05,0.05
30421,9460,17.2,161,US,GA,Tattnall County,South East,0.000408366,5.48975E-05,0.05
30427,9461,17.2,161,US,GA,Tattnall County,South East,0.000495915,6.64377E-05,0.05
30438,9462,17.2,161,US,GA,Tattnall County,South East,0.000465451,6.26254E-05,0.05
30453,9463,17.2,161,US,GA,Tattnall County,South East,0.000428561,5.54825E-05,0.05
30499,9464,17.2,161,US,GA,Tattnall County,South East,0.00043273,5.48065E-05,0.05
31006,9465,0,161,US,GA,Taylor County,South East,0.000105731,5.42069E-06,0.05
31039,9466,0,161,US,GA,Taylor County,South East,0.00012865,4.1945E-06,0.05
31076,9467,0,161,US,GA,Taylor County,South East,0.000106283,7.86913E-06,0.05
31081,9468,0,161,US,GA,Taylor County,South East,0.000101421,4.49379E-06,0.05
31037,9469,0,161,US,GA,Telfair County,South East,0.000156592,1.55352E-05,0.05
31055,9470,0,161,US,GA,Telfair County,South East,0.000176611,1.86917E-05,0.05
31060,9471,0,161,US,GA,Telfair County,South East,0.000178963,1.24397E-05,0.05
31083,9472,0,161,US,GA,Telfair County,South East,0.000177284,1.81841E-05,0.05
31544,9473,0,161,US,GA,Telfair County,South East,0.000186839,1.06268E-05,0.05
31549,9474,0,161,US,GA,Telfair County,South East,0.000203368,2.07753E-05,0.05
31726,9475,0,161,US,GA,Terrell County,South East,0.0002144,5.14665E-06,0.05
31742,9476,0,161,US,GA,Terrell County,South East,0.00025138,4.7009E-06,0.05
31777,9477,0,161,US,GA,Terrell County,South East,0.000190681,5.43801E-06,0.05
31785,9478,0,161,US,GA,Terrell County,South East,0.000258725,4.75235E-06,0.05
39826,9479,0,161,US,GA,Terrell County,South East,0.000218133,5.29816E-06,0.05
39842,9480,0,161,US,GA,Terrell County,South East,0.000237002,4.7024E-06,0.05
39877,9481,0,161,US,GA,Terrell County,South East,0.000186233,5.74111E-06,0.05
39885,9482,0,161,US,GA,Terrell County,South East,0.000198979,5.53528E-06,0.05
31626,9483,0,161,US,GA,Thomas County,South East,0.000449393,3.81437E-06,0.05
31720,9484,0,161,US,GA,Thomas County,South East,0.000481169,3.50245E-06,0.05
31738,9485,0,161,US,GA,Thomas County,South East,0.000391434,4.50424E-06,0.05
31757,9486,0,161,US,GA,Thomas County,South East,0.000409209,3.9402E-06,0.05
31758,9487,0,161,US,GA,Thomas County,South East,0.000357837,4.02418E-06,0.05
31765,9488,0,161,US,GA,Thomas County,South East,0.000378074,4.14548E-06,0.05
31773,9489,0,161,US,GA,Thomas County,South East,0.000400638,4.21123E-06,0.05
31792,9490,0,161,US,GA,Thomas County,South East,0.000361881,3.99729E-06,0.05
31799,9491,0,161,US,GA,Thomas County,South East,0.000357837,4.02507E-06,0.05
31727,9492,0,161,US,GA,Tift County,South East,0.000277387,4.63628E-06,0.05
31733,9493,0,161,US,GA,Tift County,South East,0.000259899,5.36708E-06,0.05
31775,9494,0,161,US,GA,Tift County,South East,0.000324616,4.61732E-06,0.05
31793,9495,0,161,US,GA,Tift County,South East,0.00028833,4.90673E-06,0.05
31794,9496,0,161,US,GA,Tift County,South East,0.000282914,4.8549E-06,0.05
31795,9497,0,161,US,GA,Tift County,South East,0.000309988,4.91314E-06,0.05
30436,9498,0,161,US,GA,Toombs County,South East,0.000340105,3.90114E-05,0.05
30474,9499,0,161,US,GA,Toombs County,South East,0.000296336,3.37768E-05,0.05
30475,9500,0,161,US,GA,Toombs County,South East,0.00028788,3.34852E-05,0.05
30546,9501,0,161,US,GA,Towns County,South East,2.36268E-05,2.00994E-05,0.05
30582,9502,0,161,US,GA,Towns County,South East,2.23359E-05,2.73833E-05,0.05
30457,9503,0,161,US,GA,Treutlen County,South East,0.000196931,2.87929E-05,0.05
30230,9504,0,161,US,GA,Troup County,South East,5.92691E-05,4.41075E-06,0.05
30240,9505,0,161,US,GA,Troup County,South East,8.17433E-05,4.13801E-06,0.05
30241,9506,0,161,US,GA,Troup County,South East,7.23734E-05,4.13783E-06,0.05
30261,9507,0,161,US,GA,Troup County,South East,7.74283E-05,3.69525E-06,0.05
31833,9508,0,161,US,GA,Troup County,South East,7.57013E-05,4.23545E-06,0.05
31714,9509,0,161,US,GA,Turner County,South East,0.000241143,5.71986E-06,0.05
31783,9510,0,161,US,GA,Turner County,South East,0.000221824,7.28583E-06,0.05
31790,9511,0,161,US,GA,Turner County,South East,0.00027574,5.57405E-06,0.05
31017,9512,0,161,US,GA,Twiggs County,South East,0.000123136,2.25774E-05,0.05
31020,9513,0,161,US,GA,Twiggs County,South East,8.75589E-05,1.06501E-05,0.05
31044,9514,0,161,US,GA,Twiggs County,South East,9.8748E-05,1.80649E-05,0.05
30512,9515,0,161,US,GA,Union County,South East,2.20703E-05,2.26547E-05,0.05
30514,9516,0,161,US,GA,Union County,South East,2.30157E-05,2.02884E-05,0.05
30572,9517,0,161,US,GA,Union County,South East,1.70347E-05,2.38237E-05,0.05
30285,9518,0,161,US,GA,Upson County,South East,7.79957E-05,5.19842E-06,0.05
30286,9519,0,161,US,GA,Upson County,South East,6.92794E-05,4.19056E-06,0.05
31097,9520,0,161,US,GA,Upson County,South East,7.93516E-05,6.82983E-06,0.05
30707,9521,0,161,US,GA,Walker County,South East,2.54309E-05,4.98259E-05,0.05
30725,9522,0,161,US,GA,Walker County,South East,2.03258E-05,4.98499E-05,0.05
30728,9523,0,161,US,GA,Walker County,South East,2.5747E-05,4.57469E-05,0.05
30739,9524,0,161,US,GA,Walker County,South East,2.80672E-05,4.77751E-05,0.05
30741,9525,0,161,US,GA,Walker County,South East,2.20683E-05,4.9365E-05,0.05
30018,9526,0,161,US,GA,Walton County,South East,6.49739E-05,7.43528E-06,0.05
30025,9527,0,161,US,GA,Walton County,South East,7.01058E-05,8.93731E-06,0.05
30052,9528,0,161,US,GA,Walton County,South East,5.74617E-05,6.94249E-06,0.05
30249,9529,0,161,US,GA,Walton County,South East,5.65201E-05,6.97273E-06,0.05
30279,9530,0,161,US,GA,Walton County,South East,6.89873E-05,8.24929E-06,0.05
30641,9531,0,161,US,GA,Walton County,South East,7.5221E-05,9.71653E-06,0.05
30655,9532,0,161,US,GA,Walton County,South East,6.58994E-05,7.74559E-06,0.05
30656,9533,0,161,US,GA,Walton County,South East,6.46709E-05,7.40101E-06,0.05
31501,9534,0,161,US,GA,Ware County,South East,0.000445671,1.02182E-05,0.05
31502,9535,0,161,US,GA,Ware County,South East,0.000437032,1.00074E-05,0.05
31503,9536,0,161,US,GA,Ware County,South East,0.000390922,1.03538E-05,0.05
31550,9537,0,161,US,GA,Ware County,South East,0.000302693,6.88689E-06,0.05
31552,9538,0,161,US,GA,Ware County,South East,0.000334511,9.17562E-06,0.05
31564,9539,0,161,US,GA,Ware County,South East,0.000409601,9.95449E-06,0.05
30807,9540,0,161,US,GA,Warren County,South East,0.000110403,1.39298E-05,0.05
30819,9541,0,161,US,GA,Warren County,South East,0.000118563,1.36065E-05,0.05
30821,9542,0,161,US,GA,Warren County,South East,9.14917E-05,1.2964E-05,0.05
30828,9543,0,161,US,GA,Warren County,South East,0.000113383,1.47073E-05,0.05
31018,9544,0,161,US,GA,Washington County,South East,0.000142777,2.38345E-05,0.05
31035,9545,0,161,US,GA,Washington County,South East,0.000144871,3.53049E-05,0.05
31067,9546,0,161,US,GA,Washington County,South East,9.5183E-05,3.31681E-05,0.05
31082,9547,0,161,US,GA,Washington County,South East,0.000124106,2.81371E-05,0.05
31089,9548,0,161,US,GA,Washington County,South East,0.000123923,2.79747E-05,0.05
31094,9549,0,161,US,GA,Washington County,South East,0.000110644,1.96028E-05,0.05
31545,9550,17.2,161,US,GA,Wayne County,South East,0.000437428,5.74091E-05,0.05
31546,9551,17.2,161,US,GA,Wayne County,South East,0.000449432,6.42271E-05,0.05
31555,9552,17.2,161,US,GA,Wayne County,South East,0.000393925,4.30443E-05,0.05
31560,9553,17.2,161,US,GA,Wayne County,South East,0.000434592,3.27216E-05,0.05
31598,9554,17.2,161,US,GA,Wayne County,South East,0.000446458,6.14942E-05,0.05
31599,9555,17.2,161,US,GA,Wayne County,South East,0.000430536,5.68461E-05,0.05
31824,9556,0,161,US,GA,Webster County,South East,0.000139299,6.83141E-06,0.05
31832,9557,0,161,US,GA,Webster County,South East,0.000174284,5.95873E-06,0.05
30411,9558,0,161,US,GA,Wheeler County,South East,0.000166599,1.70037E-05,0.05
30428,9559,0,161,US,GA,Wheeler County,South East,0.000174373,2.26432E-05,0.05
30528,9560,0,161,US,GA,White County,South East,3.33817E-05,1.00532E-05,0.05
30545,9561,0,161,US,GA,White County,South East,2.07687E-05,1.41777E-05,0.05
30571,9562,0,161,US,GA,White County,South East,2.47017E-05,1.26256E-05,0.05
30710,9563,0,161,US,GA,Whitfield County,South East,2.94371E-05,6.31612E-05,0.05
30719,9564,0,161,US,GA,Whitfield County,South East,2.66627E-05,5.24052E-05,0.05
30720,9565,0,161,US,GA,Whitfield County,South East,2.52286E-05,5.2853E-05,0.05
30721,9566,0,161,US,GA,Whitfield County,South East,2.73283E-05,5.38297E-05,0.05
30722,9567,0,161,US,GA,Whitfield County,South East,2.66627E-05,5.33803E-05,0.05
30740,9568,0,161,US,GA,Whitfield County,South East,2.36762E-05,5.18966E-05,0.05
30755,9569,0,161,US,GA,Whitfield County,South East,2.50596E-05,5.84449E-05,0.05
30756,9570,0,161,US,GA,Whitfield County,South East,2.97274E-05,6.15838E-05,0.05
31001,9571,0,161,US,GA,Wilcox County,South East,0.000177472,1.08179E-05,0.05
31071,9572,0,161,US,GA,Wilcox County,South East,0.000184747,1.17209E-05,0.05
31072,9573,0,161,US,GA,Wilcox County,South East,0.00019429,1.00376E-05,0.05
31079,9574,0,161,US,GA,Wilcox County,South East,0.000196366,9.5206E-06,0.05
31084,9575,0,161,US,GA,Wilcox County,South East,0.000211287,8.95424E-06,0.05
30660,9576,0,161,US,GA,Wilkes County,South East,7.60317E-05,1.21643E-05,0.05
30668,9577,0,161,US,GA,Wilkes County,South East,9.088E-05,2.81023E-05,0.05
30673,9578,0,161,US,GA,Wilkes County,South East,9.18566E-05,1.83671E-05,0.05
31003,9579,0,161,US,GA,Wilkinson County,South East,0.00015036,2.27756E-05,0.05
31031,9580,0,161,US,GA,Wilkinson County,South East,9.49945E-05,1.9037E-05,0.05
31042,9581,0,161,US,GA,Wilkinson County,South East,9.74052E-05,2.63342E-05,0.05
31054,9582,0,161,US,GA,Wilkinson County,South East,8.99891E-05,2.22027E-05,0.05
31090,9583,0,161,US,GA,Wilkinson County,South East,9.28E-05,2.67912E-05,0.05
31772,9584,0,161,US,GA,Worth County,South East,0.000205562,5.6688E-06,0.05
31781,9585,0,161,US,GA,Worth County,South East,0.000279734,4.97577E-06,0.05
31789,9586,0,161,US,GA,Worth County,South East,0.000295919,4.78989E-06,0.05
31791,9587,0,161,US,GA,Worth County,South East,0.000251449,4.79494E-06,0.05
31796,9588,0,161,US,GA,Worth County,South East,0.000187564,5.62597E-06,0.05
96704,9589,30.1,141,US,HI,Hawaii County,N/A,0.000997854,0.002849551,0.05
96710,9590,30.1,141,US,HI,Hawaii County,N/A,0.000596145,0.001272747,0.05
96718,9591,30.1,141,US,HI,Hawaii County,N/A,0.000827385,0.018881693,0.05
96719,9592,30.1,141,US,HI,Hawaii County,N/A,0.000975829,0.000561914,0.05
96720,9593,30.1,141,US,HI,Hawaii County,N/A,0.000486534,0.001931095,0.05
96721,9594,30.1,141,US,HI,Hawaii County,N/A,0.000437699,0.001694918,0.05
96725,9595,30.1,141,US,HI,Hawaii County,N/A,0.0008339,0.002270076,0.05
96726,9596,30.1,141,US,HI,Hawaii County,N/A,0.000406043,0.002789025,0.05
96727,9597,30.1,141,US,HI,Hawaii County,N/A,0.000766009,0.00110838,0.05
96728,9598,30.1,141,US,HI,Hawaii County,N/A,0.000993606,0.000934448,0.05
96737,9599,30.1,141,US,HI,Hawaii County,N/A,0.000577204,0.00328376,0.05
96738,9600,30.1,141,US,HI,Hawaii County,N/A,0.000451396,0.001254294,0.05
96739,9601,30.1,141,US,HI,Hawaii County,N/A,0.000580056,0.002189441,0.05
96740,9602,30.1,141,US,HI,Hawaii County,N/A,0.000660121,0.00183185,0.05
96743,9603,30.1,141,US,HI,Hawaii County,N/A,0.000612325,0.001221609,0.05
96745,9604,30.1,141,US,HI,Hawaii County,N/A,0.000591623,0.00182848,0.05
96749,9605,30.1,141,US,HI,Hawaii County,N/A,0.000374322,0.002974393,0.05
96750,9606,30.1,141,US,HI,Hawaii County,N/A,0.000665633,0.002452508,0.05
96755,9607,30.1,141,US,HI,Hawaii County,N/A,0.000804884,0.000565506,0.05
96760,9608,30.1,141,US,HI,Hawaii County,N/A,0.000318222,0.004416433,0.05
96764,9609,30.1,141,US,HI,Hawaii County,N/A,0.00068048,0.001315055,0.05
96771,9610,30.1,141,US,HI,Hawaii County,N/A,0.000406511,0.006124389,0.05
96772,9611,30.1,141,US,HI,Hawaii County,N/A,0.000817779,0.007069805,0.05
96773,9612,30.1,141,US,HI,Hawaii County,N/A,0.000897319,0.001103359,0.05
96774,9613,30.1,141,US,HI,Hawaii County,N/A,0.000738459,0.00130188,0.05
96775,9614,30.1,141,US,HI,Hawaii County,N/A,0.00105617,0.001388834,0.05
96776,9615,30.1,141,US,HI,Hawaii County,N/A,0.000974894,0.001358715,0.05
96777,9616,30.1,141,US,HI,Hawaii County,N/A,0.000636802,0.014308121,0.05
96778,9617,30.1,141,US,HI,Hawaii County,N/A,0.000524157,0.004541655,0.05
96780,9618,30.1,141,US,HI,Hawaii County,N/A,0.000489091,0.001194628,0.05
96781,9619,30.1,141,US,HI,Hawaii County,N/A,0.000593569,0.001099357,0.05
96783,9620,30.1,141,US,HI,Hawaii County,N/A,0.000687735,0.000965814,0.05
96785,9621,30.1,141,US,HI,Hawaii County,N/A,0.00033818,0.010596822,0.05
00013,9622,30.1,141,US,HI,Honolulu County,N/A,0,0,0.05
96701,9623,30.1,141,US,HI,Honolulu County,N/A,0.000669625,6.07779E-05,0.05
96706,9624,30.1,141,US,HI,Honolulu County,N/A,0.00113012,8.23728E-05,0.05
96707,9625,30.1,141,US,HI,Honolulu County,N/A,0.001423766,5.67536E-05,0.05
96709,9626,30.1,141,US,HI,Honolulu County,N/A,0.001100583,5.75646E-05,0.05
96712,9627,30.1,141,US,HI,Honolulu County,N/A,0.001204556,5.3773E-05,0.05
96717,9628,30.1,141,US,HI,Honolulu County,N/A,0.001491129,7.60388E-05,0.05
96730,9629,30.1,141,US,HI,Honolulu County,N/A,0.003597402,8.13804E-05,0.05
96731,9630,30.1,141,US,HI,Honolulu County,N/A,0.001343364,6.26333E-05,0.05
96734,9631,30.1,141,US,HI,Honolulu County,N/A,0.00109301,8.36906E-05,0.05
96744,9632,30.1,141,US,HI,Honolulu County,N/A,0.000652166,7.98835E-05,0.05
96759,9633,30.1,141,US,HI,Honolulu County,N/A,0.001046984,5.09549E-05,0.05
96762,9634,30.1,141,US,HI,Honolulu County,N/A,0.00104642,7.51183E-05,0.05
96782,9635,30.1,141,US,HI,Honolulu County,N/A,0.000678855,5.73174E-05,0.05
96786,9636,30.1,141,US,HI,Honolulu County,N/A,0.000776126,4.91245E-05,0.05
96789,9637,30.1,141,US,HI,Honolulu County,N/A,0.000793439,4.37761E-05,0.05
96791,9638,30.1,141,US,HI,Honolulu County,N/A,0.000959201,6.20353E-05,0.05
96792,9639,30.1,141,US,HI,Honolulu County,N/A,0.001770707,6.53252E-05,0.05
96795,9640,30.1,141,US,HI,Honolulu County,N/A,0.001397083,0.000108105,0.05
96797,9641,30.1,141,US,HI,Honolulu County,N/A,0.00079005,5.65327E-05,0.05
96801,9642,30.1,141,US,HI,Honolulu County,N/A,0.000795562,7.70313E-05,0.05
96802,9643,30.1,141,US,HI,Honolulu County,N/A,0.000795562,7.70313E-05,0.05
96803,9644,30.1,141,US,HI,Honolulu County,N/A,0.000795562,7.70313E-05,0.05
96804,9645,30.1,141,US,HI,Honolulu County,N/A,0.000795562,7.70313E-05,0.05
96805,9646,30.1,141,US,HI,Honolulu County,N/A,0.000795562,7.70525E-05,0.05
96806,9647,30.1,141,US,HI,Honolulu County,N/A,0.000795562,7.70247E-05,0.05
96807,9648,30.1,141,US,HI,Honolulu County,N/A,0.000795562,7.69205E-05,0.05
96808,9649,30.1,141,US,HI,Honolulu County,N/A,0.000795562,7.69724E-05,0.05
96809,9650,30.1,141,US,HI,Honolulu County,N/A,0.000795562,7.69724E-05,0.05
96810,9651,30.1,141,US,HI,Honolulu County,N/A,0.000795562,7.69724E-05,0.05
96811,9652,30.1,141,US,HI,Honolulu County,N/A,0.000795562,7.69724E-05,0.05
96812,9653,30.1,141,US,HI,Honolulu County,N/A,0.000795562,7.69724E-05,0.05
96813,9654,30.1,141,US,HI,Honolulu County,N/A,0.001137104,7.74295E-05,0.05
96814,9655,30.1,141,US,HI,Honolulu County,N/A,0.00070056,0.00012969,0.05
96815,9656,30.1,141,US,HI,Honolulu County,N/A,0.00129208,0.000171386,0.05
96816,9657,30.1,141,US,HI,Honolulu County,N/A,0.00153944,7.38785E-05,0.05
96817,9658,30.1,141,US,HI,Honolulu County,N/A,0.0008031,7.79865E-05,0.05
96818,9659,30.1,141,US,HI,Honolulu County,N/A,0.000665112,6.446E-05,0.05
96819,9660,30.1,141,US,HI,Honolulu County,N/A,0.000972169,8.54115E-05,0.05
96820,9661,30.1,141,US,HI,Honolulu County,N/A,0.000573051,5.2525E-05,0.05
96821,9662,30.1,141,US,HI,Honolulu County,N/A,0.001943306,7.61323E-05,0.05
96822,9663,30.1,141,US,HI,Honolulu County,N/A,0.000869972,7.04671E-05,0.05
96823,9664,30.1,141,US,HI,Honolulu County,N/A,0.000459584,0.000129074,0.05
96824,9665,30.1,141,US,HI,Honolulu County,N/A,0.000916327,7.6259E-05,0.05
96825,9666,30.1,141,US,HI,Honolulu County,N/A,0.00282786,7.23104E-05,0.05
96826,9667,30.1,141,US,HI,Honolulu County,N/A,0.000500465,0.000118557,0.05
96827,9668,30.1,141,US,HI,Honolulu County,N/A,0.000577315,7.79705E-05,0.05
96828,9669,30.1,141,US,HI,Honolulu County,N/A,0.000580353,0.000130025,0.05
96830,9670,30.1,141,US,HI,Honolulu County,N/A,0.000907882,0.000171077,0.05
96835,9671,30.1,141,US,HI,Honolulu County,N/A,0.000907882,0.000136422,0.05
96836,9672,30.1,141,US,HI,Honolulu County,N/A,0.000907882,0.000171077,0.05
96837,9673,30.1,141,US,HI,Honolulu County,N/A,0.000442702,7.8171E-05,0.05
96838,9674,30.1,141,US,HI,Honolulu County,N/A,0.000573051,8.26103E-05,0.05
96839,9675,30.1,141,US,HI,Honolulu County,N/A,0.000707622,7.05697E-05,0.05
96840,9676,30.1,141,US,HI,Honolulu County,N/A,0.000795562,7.70313E-05,0.05
96841,9677,30.1,141,US,HI,Honolulu County,N/A,0.000577315,7.8171E-05,0.05
96842,9678,30.1,141,US,HI,Honolulu County,N/A,0.000795562,7.44651E-05,0.05
96843,9679,30.1,141,US,HI,Honolulu County,N/A,0.000580565,7.73257E-05,0.05
96844,9680,30.1,141,US,HI,Honolulu County,N/A,0.000707622,7.30695E-05,0.05
96845,9681,30.1,141,US,HI,Honolulu County,N/A,0.000795562,7.42876E-05,0.05
96846,9682,30.1,141,US,HI,Honolulu County,N/A,0.000511571,7.81324E-05,0.05
96847,9683,30.1,141,US,HI,Honolulu County,N/A,0.000459584,0.000130017,0.05
96848,9684,30.1,141,US,HI,Honolulu County,N/A,0.000363198,7.11367E-05,0.05
96849,9685,30.1,141,US,HI,Honolulu County,N/A,0.000573051,8.26211E-05,0.05
96850,9686,30.1,141,US,HI,Honolulu County,N/A,0.000825215,7.68242E-05,0.05
96853,9687,30.1,141,US,HI,Honolulu County,N/A,0.000747024,9.52141E-05,0.05
96854,9688,30.1,141,US,HI,Honolulu County,N/A,0.00068185,4.9035E-05,0.05
96857,9689,30.1,141,US,HI,Honolulu County,N/A,0.000942157,8.36E-05,0.05
96858,9690,30.1,141,US,HI,Honolulu County,N/A,0.000484464,0.000109892,0.05
96859,9691,30.1,141,US,HI,Honolulu County,N/A,0.00053701,8.48307E-05,0.05
96860,9692,30.1,141,US,HI,Honolulu County,N/A,0.00074254,6.36627E-05,0.05
96861,9693,30.1,141,US,HI,Honolulu County,N/A,0.001274748,5.29242E-05,0.05
96862,9694,30.1,141,US,HI,Honolulu County,N/A,0.000883663,5.96796E-05,0.05
96863,9695,30.1,141,US,HI,Honolulu County,N/A,0.00125536,0.000112177,0.05
96898,9696,30.1,141,US,HI,Honolulu County,N/A,0.000986916,8.45234E-05,0.05
96742,9697,30.1,141,US,HI,Kalawao County,N/A,0.000835008,7.89487E-05,0.05
96703,9698,30.1,141,US,HI,Kauai County,N/A,0.000786626,1.64114E-05,0.05
96705,9699,30.1,141,US,HI,Kauai County,N/A,0.001259129,1.23908E-05,0.05
96714,9700,30.1,141,US,HI,Kauai County,N/A,0.000552013,1.37016E-05,0.05
96715,9701,30.1,141,US,HI,Kauai County,N/A,0.000962138,1.50129E-05,0.05
96716,9702,30.1,141,US,HI,Kauai County,N/A,0.001162565,1.40209E-05,0.05
96722,9703,30.1,141,US,HI,Kauai County,N/A,0.001179929,1.37246E-05,0.05
96741,9704,30.1,141,US,HI,Kauai County,N/A,0.00121964,1.39308E-05,0.05
96746,9705,30.1,141,US,HI,Kauai County,N/A,0.001280065,1.54843E-05,0.05
96747,9706,30.1,141,US,HI,Kauai County,N/A,0.001065234,1.2073E-05,0.05
96751,9707,30.1,141,US,HI,Kauai County,N/A,0.001929685,1.61367E-05,0.05
96752,9708,30.1,141,US,HI,Kauai County,N/A,0.000966021,1.65361E-05,0.05
96754,9709,30.1,141,US,HI,Kauai County,N/A,0.001104224,1.26544E-05,0.05
96756,9710,30.1,141,US,HI,Kauai County,N/A,0.001064356,1.41863E-05,0.05
96765,9711,30.1,141,US,HI,Kauai County,N/A,0.000697724,1.39101E-05,0.05
96766,9712,30.1,141,US,HI,Kauai County,N/A,0.001092079,1.51588E-05,0.05
96769,9713,30.1,141,US,HI,Kauai County,N/A,0.001089391,1.00961E-05,0.05
96796,9714,30.1,141,US,HI,Kauai County,N/A,0.002244172,1.75163E-05,0.05
96708,9715,30.1,141,US,HI,Maui County,N/A,0.000851356,0.000138955,0.05
96713,9716,30.1,141,US,HI,Maui County,N/A,0.001178654,0.000200553,0.05
96729,9717,30.1,141,US,HI,Maui County,N/A,0.002348708,7.05986E-05,0.05
96732,9718,30.1,141,US,HI,Maui County,N/A,0.000758175,0.000242535,0.05
96733,9719,30.1,141,US,HI,Maui County,N/A,0.000576812,0.000240373,0.05
96748,9720,30.1,141,US,HI,Maui County,N/A,0.000999258,0.000104897,0.05
96753,9721,30.1,141,US,HI,Maui County,N/A,0.000846735,0.000201612,0.05
96757,9722,30.1,141,US,HI,Maui County,N/A,0.002207026,7.07976E-05,0.05
