Industry,Occupancy,Key,LiveIndicator,Buildings,MB,Contents,BI,BaseTIV,BaseConstruction,BaseSprinkler,BasePCCode,ATC Occupancy Group,ATC Code,Wildfire Load,Waiting Period Base (Days) - NACP,Waiting Period Base (Days) - OM,EB Code,Bpro risk class,OccupancyDescription
Light Industry,Textile Product Manufacturing,Light IndustryTextile Product Manufacturing,Old,0.001177789,0.001177789,0.001177789,0.001472236,20000000,4,No,0,Light Fabrication and Assembly,13,1,3,2,D,Surch Fire,Placeholder - Description to follow
Light Industry,Textiles,Light IndustryTextiles,Live,0.000588894,0.000588894,0.000588894,0.000736118,20000000,4,No,0,Light Fabrication and Assembly,13,0.25,3,2,D,Surch Fire,Placeholder - Description to follow
Light Industry,Textiles - Nonwoven,Light IndustryTextiles - Nonwoven,Live,0.001177789,0.001177789,0.001177789,0.001472236,20000000,4,No,0,Light Fabrication and Assembly,13,0.25,3,2,D,Surch Fire,Placeholder - Description to follow
Light Industry,Tobacco Cigarette Manufacturing,Light IndustryTobacco Cigarette Manufacturing,Live,0.000736118,0.000736118,0.000736118,0.000920147,25000000,4,Yes,0,Light Fabrication and Assembly,13,0.25,3,2,C,Surch Fire,Placeholder - Description to follow
Light Industry,Transportation Equipment Manufacturing,Light IndustryTransportation Equipment Manufacturing,Old,0.000392596,0.000392596,0.000392596,0.000490745,100000000,4,Yes,0,Light Fabrication and Assembly,13,0.25,3,2,C,Medium-High,Placeholder - Description to follow
Light Industry,Travel Trailer and Camper Manufacturing,Light IndustryTravel Trailer and Camper Manufacturing,Old,0.00098149,0.00098149,0.00098149,0.001226863,100000000,4,Yes,0,Light Fabrication and Assembly,13,0.25,3,2,C,Surch Fire,Placeholder - Description to follow
Light Industry,Vacant,Light IndustryVacant,Old,0.000392596,0.000392596,0.000392596,0.000490745,100000000,4,Yes,0,General Commercial,37,0.25,3,2,A,Surch Fire,Placeholder - Description to follow
Mining,Chemical and Fertilizer Mineral Mining,MiningChemical and Fertilizer Mineral Mining,Old,0.001651646,0.001651646,0.001651646,0.002064557,250000000,4,Yes,0,Mining,21,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Mining,Coal Above,MiningCoal Above,Live,0.001101097,0.003303292,0.001101097,0.001376372,250000000,4,Yes,0,Mining,21,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Mining,Coal and Lignite Surface Mining,MiningCoal and Lignite Surface Mining,Old,0.001101097,0.001101097,0.001101097,0.001376372,250000000,4,Yes,0,Mining,21,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Mining,Coal Below,MiningCoal Below,Live,0.002202195,0.006606584,0.002202195,0.002752743,250000000,4,Yes,0,Mining,21,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Mining,Coal Underground Mining,MiningCoal Underground Mining,Old,0.002202195,0.002202195,0.002202195,0.002752743,250000000,4,Yes,0,Mining,21,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Mining,Continuous Miner,MiningContinuous Miner,Old,0.002202195,0.002202195,0.002202195,0.002752743,250000000,4,Yes,0,Mining,21,0.25,3,30,D,ERR,Placeholder - Description to follow
Mining,Gold Ore Mining,MiningGold Ore Mining,Old,0.002202195,0.002202195,0.002202195,0.002752743,250000000,4,Yes,0,Mining,21,0.25,3,30,D,ERR,Placeholder - Description to follow
Mining,Industrial Sand Mining,MiningIndustrial Sand Mining,Old,0.001651646,0.001651646,0.001651646,0.002064557,250000000,4,Yes,0,Mining,21,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Mining,Iron Ore Mining,MiningIron Ore Mining,Old,0.001101097,0.001101097,0.001101097,0.001376372,250000000,4,Yes,0,Mining,21,0.25,3,30,D,ERR,Placeholder - Description to follow
Mining,Longwall Miner,MiningLongwall Miner,Old,0.002202195,0.002202195,0.002202195,0.002752743,250000000,4,Yes,0,Mining,21,0.25,3,30,D,ERR,Placeholder - Description to follow
Mining,Metal Above,MiningMetal Above,Live,0.000550549,0.001651646,0.000550549,0.000688186,250000000,4,Yes,0,Mining,21,0.25,3,30,D,ERR,Placeholder - Description to follow
Mining,Metal Below,MiningMetal Below,Live,0.001101097,0.003303292,0.001101097,0.001376372,250000000,4,Yes,0,Mining,21,0.25,3,30,D,ERR,Placeholder - Description to follow
Mining,Metal Ore Mining (Non Precious),MiningMetal Ore Mining (Non Precious),Old,0.001101097,0.001101097,0.001101097,0.001376372,250000000,4,Yes,0,Mining,21,0.25,3,30,D,ERR,Placeholder - Description to follow
Mining,Mining Business Interruption (Below Ground),MiningMining Business Interruption (Below Ground),Old,0.001651646,0.001651646,0.001651646,0.002064557,250000000,4,Yes,0,Mining,21,0.25,3,30,D,ERR,Placeholder - Description to follow
Mining,Mining Business Interruption (Surface),MiningMining Business Interruption (Surface),Old,0.000825823,0.000825823,0.000825823,0.001032279,250000000,4,Yes,0,Mining,21,0.25,3,30,D,ERR,Placeholder - Description to follow
Mining,Non-Metal Above,MiningNon-Metal Above,Live,0.000825823,0.001651646,0.000825823,0.001032279,250000000,4,Yes,0,Mining,21,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Mining,Non-Metal Below,MiningNon-Metal Below,Live,0.001651646,0.003303292,0.001651646,0.002064557,250000000,4,Yes,0,Mining,21,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Mining,Nonmetallic Mineral Mining,MiningNonmetallic Mineral Mining,Old,0.001651646,0.001651646,0.001651646,0.002064557,250000000,4,Yes,0,Mining,21,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Mining,"Potash, Soda, and Borate Mineral Mining","MiningPotash, Soda, and Borate Mineral Mining",Old,0.001651646,0.001651646,0.001651646,0.002064557,250000000,4,Yes,0,Mining,21,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Mining,Processing Plants Above Ground,MiningProcessing Plants Above Ground,Live,0.000550549,0.001651646,0.000550549,0.000688186,250000000,4,Yes,0,Mining,21,0.25,3,30,D,ERR,Placeholder - Description to follow
Mining,Salt Mining,MiningSalt Mining,Old,0.001651646,0.001651646,0.001651646,0.002064557,250000000,4,Yes,0,Mining,21,0,3,30,D,ERR,Placeholder - Description to follow
Mining,Silver Ore Mining,MiningSilver Ore Mining,Old,0.001101097,0.001101097,0.001101097,0.001376372,250000000,4,Yes,0,Mining,21,0,3,30,D,ERR,Placeholder - Description to follow
Mining,Underground Equipment,MiningUnderground Equipment,Old,0.001651646,0.001651646,0.001651646,0.002064557,250000000,4,Yes,0,Mining,21,0,3,30,D,ERR,Placeholder - Description to follow
Offices,Financial Institutions,OfficesFinancial Institutions,Old,0.000188598,0.000188598,0.000188598,0.000235747,50000000,4,Yes,0,"Professional, Technical and Business Services",8,-0.25,3,2,A,Low,Placeholder - Description to follow
Offices,Offices,OfficesOffices,Live,0.000188598,0.000188598,0.000188598,0.000235747,50000000,4,Yes,0,"Professional, Technical and Business Services",8,-0.25,3,2,A,Low,Placeholder - Description to follow
Oil/Petro/Gas,Compressor Stations,Oil/Petro/GasCompressor Stations,Live,0.000418524,0.001046309,0.000418524,0.000523154,100000000,6,Yes,0,Petroleum,19,-0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Oil/Petro/Gas,Industrial Gas Manufacturing,Oil/Petro/GasIndustrial Gas Manufacturing,Old,0.000209261,0.000209261,0.000209261,0.000261577,100000000,6,Yes,0,Natural Gas,33,-0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Oil/Petro/Gas,Natural Gas Liquid Extraction,Oil/Petro/GasNatural Gas Liquid Extraction,Old,0.000209261,0.000209261,0.000209261,0.000261577,100000000,6,Yes,0,Natural Gas,33,-0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Oil/Petro/Gas,Oil and Gas Processing and Distribution,Oil/Petro/GasOil and Gas Processing and Distribution,Old,0.000209261,0.000209261,0.000209261,0.000261577,100000000,6,Yes,0,Natural Gas,33,-0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Oil/Petro/Gas,Other,Oil/Petro/GasOther,Live,0.000209261,0.000209261,0.000209261,0.000261577,100000000,6,Yes,0,Natural Gas,33,-0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Oil/Petro/Gas,Petroleum and Coal Products,Oil/Petro/GasPetroleum and Coal Products,Old,0.000209261,0.000209261,0.000209261,0.000261577,100000000,6,Yes,0,Petroleum,19,-0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Oil/Petro/Gas,Petroleum Refineries,Oil/Petro/GasPetroleum Refineries,Live,0.002092618,0.002092618,0.002092618,0.002615772,100000000,6,Yes,0,Petroleum,19,-0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Oil/Petro/Gas,Pipelines,Oil/Petro/GasPipelines,Live,0.000209261,0.000209261,0.000209261,0.000261577,100000000,6,Yes,0,Petroleum,19,-0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Oil/Petro/Gas,Tank Farms Storage,Oil/Petro/GasTank Farms Storage,Live,0.000418524,0.000418524,0.000418524,0.000523154,100000000,6,Yes,0,Natural Gas,33,-0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Religious/Churches,Cemetery,Religious/ChurchesCemetery,Live,0.000190619,0.000190619,0.000190619,0.000238273,1000000,4,Yes,0,Religion and Nonprofit,22,-0.25,3,2,A,Medium,Placeholder - Description to follow
Religious/Churches,"Church, Mosque or Synagogue","Religious/ChurchesChurch, Mosque or Synagogue",Live,0.000953094,0.000953094,0.000953094,0.001191367,10000000,2,No,0,Religion and Nonprofit,22,-0.25,3,2,A,Medium,Placeholder - Description to follow
Religious/Churches,"Church, Mosque or Synagogue - Modern","Religious/ChurchesChurch, Mosque or Synagogue - Modern",Live,0.000381237,0.000381237,0.000381237,0.000476547,25000000,4,Yes,0,Religion and Nonprofit,22,-0.25,3,2,A,Medium,Placeholder - Description to follow
Retail,All Other Motor Vehicle Dealers,RetailAll Other Motor Vehicle Dealers,Old,0.000191342,0.000191342,0.000191342,0.000239177,10000000,4,Yes,0,Retail Trade,5,-0.25,3,2,B,Unknown,Placeholder - Description to follow
Retail,Appliance Stores,RetailAppliance Stores,Live,0.000191342,0.000191342,0.000191342,0.000239177,10000000,4,Yes,0,Retail Trade,5,-0.25,3,2,A,Medium,Placeholder - Description to follow
Retail,Auto Dealers,RetailAuto Dealers,Live,0.000191342,0.000191342,0.000191342,0.000239177,10000000,4,Yes,0,Retail Trade,5,-0.25,3,2,B,Unknown,Placeholder - Description to follow
Retail,Auto Dealers - New,RetailAuto Dealers - New,Old,0.000191342,0.000191342,0.000191342,0.000239177,10000000,4,Yes,0,Personal and Repair Services,7,-0.25,3,2,A,Medium,Placeholder - Description to follow
Retail,Auto Dealers - Used,RetailAuto Dealers - Used,Old,0.000191342,0.000191342,0.000191342,0.000239177,10000000,4,Yes,0,Personal and Repair Services,7,-0.25,3,2,A,Medium,Placeholder - Description to follow
Retail,Auto Parts,RetailAuto Parts,Live,0.000191342,0.000191342,0.000191342,0.000239177,10000000,4,Yes,0,Retail Trade,5,-0.25,3,2,B,Unknown,Placeholder - Description to follow
Retail,Auto Repair Shop Garage,RetailAuto Repair Shop Garage,Live,0.001824494,0.001824494,0.001824494,0.002280618,5000000,4,No,0,Personal and Repair Services,7,-0.25,3,2,B,Unknown,Placeholder - Description to follow
Retail,"Automotive Body, Paint, and Interior Repair and Maintenance","RetailAutomotive Body, Paint, and Interior Repair and Maintenance",Old,0.001824494,0.001824494,0.001824494,0.002280618,5000000,4,No,0,Personal and Repair Services,7,-0.25,3,2,B,Unknown,Placeholder - Description to follow
Retail,Bakeries - Retail,RetailBakeries - Retail,Live,0.000363087,0.000363087,0.000363087,0.00045386,2500000,3,Yes,0,Retail Trade,5,-0.25,3,2,C,Medium-High,Placeholder - Description to follow
Retail,Bars and Taverns,RetailBars and Taverns,Old,0.000746384,0.000746384,0.000746384,0.00093298,5000000,4,No,0,Restaurants,47,-0.25,3,2,A,Surch Fire,Placeholder - Description to follow
Retail,Boat Dealers,RetailBoat Dealers,Live,0.000191342,0.000191342,0.000191342,0.000239177,10000000,4,Yes,0,Retail Trade,5,-0.25,3,2,A,Medium-High,Placeholder - Description to follow
Retail,Building Materials,RetailBuilding Materials,Live,0.000478355,0.000478355,0.000478355,0.000597943,10000000,4,Yes,0,Retail Trade,5,-0.25,3,2,A,Medium-High,Placeholder - Description to follow
Retail,Car Rental,RetailCar Rental,Live,0.000387457,0.000387457,0.000387457,0.000484321,1000000,3,No,0,Personal and Repair Services,7,-0.25,3,2,A,Medium,Placeholder - Description to follow
Retail,Car Washes,RetailCar Washes,Live,0.000387457,0.000387457,0.000387457,0.000484321,2500000,3,No,0,Personal and Repair Services,7,-0.25,3,2,A,Low,Placeholder - Description to follow
Retail,Cinemas,RetailCinemas,Live,0.000239177,0.000239177,0.000239177,0.000298972,15000000,4,Yes,0,Entertainment and Recreation,10,-0.25,3,2,A,Medium-High,Placeholder - Description to follow
Retail,Dealers Open Lot,RetailDealers Open Lot,Live,0.000191342,0.000191342,0.000191342,0.000239177,10000000,4,Yes,0,Retail Trade,5,-0.25,3,2,B,Unknown,Placeholder - Description to follow
Retail,Department Stores,RetailDepartment Stores,Live,0.000191342,0.000191342,0.000191342,0.000239177,10000000,4,Yes,0,Retail Trade,5,-0.25,3,2,A,Medium-High,Placeholder - Description to follow
Retail,Fuel Dealers,RetailFuel Dealers,Old,0.001937283,0.001937283,0.001937283,0.002421603,2000000,3,No,0,Gasoline Service Station,44,-0.25,3,2,A,Medium-High,Placeholder - Description to follow
Retail,Funeral Homes and Services,RetailFuneral Homes and Services,Live,0.000802833,0.000802833,0.000802833,0.001003542,6000000,4,No,0,Personal and Repair Services,7,-0.25,3,2,A,Medium,Placeholder - Description to follow
Retail,Gas Petrol Stations,RetailGas Petrol Stations,Live,0.001937283,0.001937283,0.001937283,0.002421603,2000000,3,No,0,Gasoline Service Station,44,-0.25,3,2,A,Medium-High,Placeholder - Description to follow
Retail,Gas Stations (and With Convenience Stores),RetailGas Stations (and With Convenience Stores),Old,0.001937283,0.001937283,0.001937283,0.002421603,2000000,3,No,0,Gasoline Service Station,44,-0.25,3,2,A,Medium-High,Placeholder - Description to follow
Retail,Home Furnishing Stores,RetailHome Furnishing Stores,Live,0.000334849,0.000334849,0.000334849,0.000418561,20000000,4,Yes,0,Retail Trade,5,-0.25,3,2,D,Surch Fire,Placeholder - Description to follow
Retail,Laundry,RetailLaundry,Live,0.001743554,0.001743554,0.001743554,0.002179443,1000000,3,No,0,Personal and Repair Services,7,-0.25,3,2,A,Medium,Placeholder - Description to follow
Retail,Laundry - Drycleaning,RetailLaundry - Drycleaning,Old,0.001743554,0.001743554,0.001743554,0.002179443,1000000,3,No,0,Personal and Repair Services,7,-0.25,3,2,A,Medium,Placeholder - Description to follow
Retail,Laundry - No Dry Cleaning,RetailLaundry - No Dry Cleaning,Old,0.001743554,0.001743554,0.001743554,0.002179443,1000000,3,No,0,Personal and Repair Services,7,-0.25,3,2,A,Medium,Placeholder - Description to follow
Retail,Liqour Stores,RetailLiqour Stores,Live,0.000435705,0.000435705,0.000435705,0.000544631,2500000,3,Yes,0,Retail Trade,5,-0.25,3,2,A,Medium-High,Placeholder - Description to follow
Retail,"Lounges, Night Clubs, Discos","RetailLounges, Night Clubs, Discos",Live,0.000746384,0.000746384,0.000746384,0.00093298,5000000,4,No,0,Entertainment and Recreation,10,-0.25,3,2,A,Surch Fire,Placeholder - Description to follow
Retail,Miscellaneous Retailers,RetailMiscellaneous Retailers,Live,0.000215622,0.000215622,0.000215622,0.000269527,5000000,4,Yes,0,Retail Trade,5,-0.25,3,2,A,Medium,Placeholder - Description to follow
Retail,Mobile Home Dealers,RetailMobile Home Dealers,Old,0.000191342,0.000191342,0.000191342,0.000239177,10000000,4,Yes,0,Retail Trade,5,-0.25,3,2,A,Medium-High,Placeholder - Description to follow
Retail,Nurseries and Garden Centers,RetailNurseries and Garden Centers,Live,0.000968641,0.000968641,0.000968641,0.001210802,5000000,2,No,0,Retail Trade,5,-0.25,3,2,A,Medium,Placeholder - Description to follow
Retail,Pawn Shop,RetailPawn Shop,Live,0.000387457,0.000387457,0.000387457,0.000484321,2500000,2,No,0,Retail Trade,5,-0.25,3,2,A,Surch Fire,Placeholder - Description to follow
Retail,Pharmacies and Drug Stores,RetailPharmacies and Drug Stores,Live,0.000370493,0.000370493,0.000370493,0.000463116,2500000,2,Yes,0,Retail Trade,5,-0.25,3,2,A,Medium-High,Placeholder - Description to follow
Retail,Restaurants - Fast Food,RetailRestaurants - Fast Food,Live,0.001452962,0.001452962,0.001452962,0.001816203,2500000,1,No,0,Restaurants,47,-0.25,3,2,A,Medium-High,Placeholder - Description to follow
Retail,Restaurants - Not Fast Food,RetailRestaurants - Not Fast Food,Live,0.000774913,0.000774913,0.000774913,0.000968641,3000000,2,No,0,Restaurants,47,-0.25,3,2,A,Surch Fire,Placeholder - Description to follow
Retail,Self-Storage,RetailSelf-Storage,Live,0.000441558,0.000441558,0.000441558,0.000551947,15000000,4,No,0,Retail Trade,5,-0.25,3,2,A,Medium-High,Placeholder - Description to follow
Retail,Shopping Mall (Enclosed),RetailShopping Mall (Enclosed),Live,0.000191342,0.000191342,0.000191342,0.000239177,50000000,4,Yes,0,Retail Trade,5,-0.25,3,2,A,Medium-High,Placeholder - Description to follow
Retail,Specialty Food Stores,RetailSpecialty Food Stores,Old,0.000239177,0.000239177,0.000239177,0.000298972,15000000,4,Yes,0,Retail Trade,5,-0.25,3,2,C,Unknown,Placeholder - Description to follow
Retail,Stadium,RetailStadium,Old,0.00011898,0.00011898,0.00011898,0.000148725,100000000,6,Yes,0,Entertainment and Recreation,10,-0.25,3,2,A,Medium,Placeholder - Description to follow
Retail,Strip Mall,RetailStrip Mall,Live,0.000239177,0.000239177,0.000239177,0.000298972,15000000,4,Yes,0,Retail Trade,5,-0.25,3,2,A,Medium-High,Placeholder - Description to follow
Retail,Supermarkets and Grocery,RetailSupermarkets and Grocery,Live,0.000239177,0.000239177,0.000239177,0.000298972,15000000,4,Yes,0,Retail Trade,5,-0.25,3,2,C,Unknown,Placeholder - Description to follow
Retail,Vacant,RetailVacant,Old,0.000387457,0.000387457,0.000387457,0.000484321,5000000,4,Yes,0,General Commercial,37,-0.25,3,2,A,Surch Fire,Placeholder - Description to follow
Storage and Wholesale Trade,Alcohol Merchant Wholesalers,Storage and Wholesale TradeAlcohol Merchant Wholesalers,Live,0.000496959,0.000496959,0.000496959,0.000621199,40000000,4,Partial,0,Wholesale Trade,6,0,3,2,C,Medium-High,Placeholder - Description to follow
Storage and Wholesale Trade,Beer and Ale Merchant Wholesalers,Storage and Wholesale TradeBeer and Ale Merchant Wholesalers,Old,0.000496959,0.000496959,0.000496959,0.000621199,40000000,4,Partial,0,Wholesale Trade,6,0,3,2,C,Medium-High,Placeholder - Description to follow
Storage and Wholesale Trade,Condos - Commercial,Storage and Wholesale TradeCondos - Commercial,Old,0.000993918,0.000993918,0.000993918,0.001242398,15000000,2,Yes,0,Permanent Dwelling (single family housing),1,0,3,2,A,Medium,Placeholder - Description to follow
Storage and Wholesale Trade,Farm Product Warehousing and Storage,Storage and Wholesale TradeFarm Product Warehousing and Storage,Live,0.000745439,0.000745439,0.000745439,0.000931798,40000000,3,Partial,0,Wholesale Trade,6,0,3,2,D,Medium-High,Placeholder - Description to follow
Storage and Wholesale Trade,General Line Grocery Merchant Wholesalers,Storage and Wholesale TradeGeneral Line Grocery Merchant Wholesalers,Old,0.000496959,0.000496959,0.000496959,0.000621199,40000000,4,Partial,0,Wholesale Trade,6,0,3,2,C,Medium-High,Placeholder - Description to follow
Storage and Wholesale Trade,General Warehousing and Storage,Storage and Wholesale TradeGeneral Warehousing and Storage,Old,0.000496959,0.000496959,0.000496959,0.000621199,40000000,4,Partial,0,Wholesale Trade,6,0,3,2,A,Medium-High,Placeholder - Description to follow
Storage and Wholesale Trade,General Warehousing and Storage - Multi Tenant,Storage and Wholesale TradeGeneral Warehousing and Storage - Multi Tenant,Live,0.001987837,0.001987837,0.001987837,0.002484796,40000000,4,Partial,0,Wholesale Trade,6,0,3,2,A,Medium-High,Placeholder - Description to follow
Storage and Wholesale Trade,General Warehousing and Storage - Hazardous,Storage and Wholesale TradeGeneral Warehousing and Storage - Hazardous,Live,0.001987837,0.001987837,0.001987837,0.002484796,40000000,4,Partial,0,Wholesale Trade,6,0,3,2,A,Medium-High,Placeholder - Description to follow
Storage and Wholesale Trade,General Warehousing and Storage - Non-Hazardous,Storage and Wholesale TradeGeneral Warehousing and Storage - Non-Hazardous,Live,0.000496959,0.000496959,0.000496959,0.000621199,40000000,4,Partial,0,Wholesale Trade,6,0,3,2,A,Medium-High,Placeholder - Description to follow
Storage and Wholesale Trade,Grocery Merchant Wholesalers,Storage and Wholesale TradeGrocery Merchant Wholesalers,Live,0.000496959,0.000496959,0.000496959,0.000621199,40000000,4,Partial,0,Wholesale Trade,6,0,3,2,C,Medium-High,Placeholder - Description to follow
Storage and Wholesale Trade,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Storage and Wholesale TradeMotor Vehicle Supplies and New Parts Merchant Wholesalers,Live,0.000496959,0.000496959,0.000496959,0.000621199,40000000,4,Partial,0,Wholesale Trade,6,0,3,2,B,Unknown,Placeholder - Description to follow
Storage and Wholesale Trade,Other Grocery and Related Products Merchant Wholesalers,Storage and Wholesale TradeOther Grocery and Related Products Merchant Wholesalers,Old,0.000496959,0.000496959,0.000496959,0.000621199,40000000,4,Partial,0,Wholesale Trade,6,0,3,2,C,Medium-High,Placeholder - Description to follow
Storage and Wholesale Trade,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Storage and Wholesale TradeOther Miscellaneous Nondurable Goods Merchant Wholesalers,Old,0.000496959,0.000496959,0.000496959,0.000621199,40000000,4,Partial,0,Wholesale Trade,6,0,3,2,C,Medium-High,Placeholder - Description to follow
Storage and Wholesale Trade,Refrigerated Warehousing and Storage,Storage and Wholesale TradeRefrigerated Warehousing and Storage,Live,0.000993918,0.000993918,0.000993918,0.001242398,40000000,4,Partial,0,Wholesale Trade,6,0,3,2,C,Medium-High,Placeholder - Description to follow
Storage and Wholesale Trade,Tire and Tube Merchant Wholesalers,Storage and Wholesale TradeTire and Tube Merchant Wholesalers,Live,0.001490877,0.001490877,0.001490877,0.001863597,40000000,4,Partial,0,Wholesale Trade,6,0,3,2,A,Surch Fire,Placeholder - Description to follow
Storage and Wholesale Trade,Vacant,Storage and Wholesale TradeVacant,Old,0.001987837,0.001987837,0.001987837,0.002484796,40000000,4,Partial,0,General Commercial,37,0,3,2,A,Surch Fire,Placeholder - Description to follow
Storage and Wholesale Trade,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,Storage and Wholesale TradeWine and Distilled Alcoholic Beverage Merchant Wholesalers,Old,0.000496959,0.000496959,0.000496959,0.000621199,40000000,4,Partial,0,Wholesale Trade,6,0,3,2,C,Medium-High,Placeholder - Description to follow
Transportation,Airport,TransportationAirport,Old,0.000203211,0.000203211,0.000203211,0.000254014,280000000,4,Yes,0,Air,28,-0.25,3,2,D,Medium,Placeholder - Description to follow
Transportation,Airport Authority,TransportationAirport Authority,Old,0.000203211,0.000203211,0.000203211,0.000254014,280000000,4,Yes,0,Air,28,-0.25,3,2,C,Medium,Placeholder - Description to follow
Transportation,Airport Terminals,TransportationAirport Terminals,Live,0.000203211,0.000203211,0.000203211,0.000254014,280000000,4,Yes,0,Air,28,-0.25,3,2,D,Medium,Placeholder - Description to follow
Transportation,All Other Transit and Ground Passenger Transport,TransportationAll Other Transit and Ground Passenger Transport,Old,0.000508028,0.000508028,0.000508028,0.000635035,14000000,3,No,0,Highway,26,-0.25,3,2,A,Medium-High,Placeholder - Description to follow
Transportation,Bridges and Tunnels,TransportationBridges and Tunnels,Live,0.000406422,0.000406422,0.000406422,0.000508028,60000000,4,Yes,0,Highway,26,-0.25,3,2,B,Unknown,Placeholder - Description to follow
Transportation,Bus Transport,TransportationBus Transport,Old,0.000508028,0.000508028,0.000508028,0.000635035,14000000,3,No,0,Parking,11,-0.25,3,2,A,Medium,Placeholder - Description to follow
Transportation,Bus Transport Terminal,TransportationBus Transport Terminal,Live,0.000508028,0.000508028,0.000508028,0.000635035,14000000,3,No,0,Parking,11,-0.25,3,2,A,Medium,Placeholder - Description to follow
Transportation,Cruise Ship Terminal,TransportationCruise Ship Terminal,Live,0.000508028,0.000508028,0.000508028,0.000635035,100000000,6,No,0,Sea/Water,29,-0.25,3,2,D,Unknown,Placeholder - Description to follow
Transportation,Heavy Rail,TransportationHeavy Rail,Live,0.000711239,0.000711239,0.000711239,0.000889049,260000000,6,Yes,0,Railroad,27,-0.25,3,2,B,Unknown,Placeholder - Description to follow
Transportation,Heavy Rail Terminal,TransportationHeavy Rail Terminal,Live,0.000711239,0.000711239,0.000711239,0.000889049,50000000,4,No,0,Railroad,27,-0.25,3,2,B,Unknown,Placeholder - Description to follow
Transportation,Light Rail,TransportationLight Rail,Live,0.000304817,0.000304817,0.000304817,0.000381021,50000000,6,Yes,0,Railroad,27,-0.25,3,2,B,Unknown,Placeholder - Description to follow
Transportation,Light Rail Terminal,TransportationLight Rail Terminal,Live,0.000304817,0.000304817,0.000304817,0.000381021,50000000,4,No,0,Railroad,27,-0.25,3,2,B,Unknown,Placeholder - Description to follow
Transportation,Marinas,TransportationMarinas,Live,0.000304817,0.000304817,0.000304817,0.000381021,6000000,4,No,0,Sea/Water,29,-0.25,3,2,A,Surch Fire,Placeholder - Description to follow
Transportation,Other Support Activities For Air Transportation,TransportationOther Support Activities For Air Transportation,Old,0.000406422,0.000406422,0.000406422,0.000508028,280000000,5,No,0,Air,28,-0.25,3,2,C,Medium,Placeholder - Description to follow
Transportation,Other Support Facilities For Air Transportation,TransportationOther Support Facilities For Air Transportation,Live,0.000406422,0.000406422,0.000406422,0.000508028,280000000,5,No,0,Air,28,-0.25,3,2,C,Medium,Placeholder - Description to follow
Transportation,Piers and Wharves,TransportationPiers and Wharves,Live,0.000508028,0.000508028,0.000508028,0.000635035,100000000,1,Yes,0,Sea/Water,29,-0.25,3,2,C,Surch Fire,Placeholder - Description to follow
Transportation,Port,TransportationPort,Live,0.000406422,0.000406422,0.000406422,0.000508028,100000000,4,No,0,Sea/Water,29,-0.25,3,2,C,Surch Fire,Placeholder - Description to follow
Transportation,Railroad,TransportationRailroad,Old,0.000711239,0.000711239,0.000711239,0.000889049,260000000,6,Yes,0,Railroad,27,-0.25,3,2,B,Unknown,Placeholder - Description to follow
Transportation,Roads/Highways/Toll Roads,TransportationRoads/Highways/Toll Roads,Live,0.000203211,0.000203211,0.000203211,0.000254014,60000000,4,Yes,0,Highway,26,-0.25,3,2,B,Unknown,Placeholder - Description to follow
Transportation,Rolling Stock,TransportationRolling Stock,Live,0.002032112,0.002032112,0.002032112,0.00254014,280000000,5,No,0,Railroad,27,-0.25,3,2,B,Unknown,Placeholder - Description to follow
Transportation,School and Employee Bus Transportation,TransportationSchool and Employee Bus Transportation,Old,0.000508028,0.000508028,0.000508028,0.000635035,14000000,3,No,0,Highway,26,-0.25,3,2,A,Medium-High,Placeholder - Description to follow
Transportation,Taxi,TransportationTaxi,Old,0.000508028,0.000508028,0.000508028,0.000635035,14000000,6,No,0,Parking,11,-0.25,3,2,A,Medium,Placeholder - Description to follow
Transportation,Taxi Terminal,TransportationTaxi Terminal,Live,0.000508028,0.000508028,0.000508028,0.000635035,14000000,6,No,0,Parking,11,-0.25,3,2,A,Medium,Placeholder - Description to follow
Transportation,Underground Rail,TransportationUnderground Rail,Live,0.000508028,0.000508028,0.000508028,0.000635035,50000000,6,Yes,0,Railroad,27,-0.25,3,2,B,Unknown,Placeholder - Description to follow
