Floors,EQ,WS
1,0.00000000000000000,0.00000000000000000
2,0.00000000000000000,-0.00469973655990350
3,-0.00000000000000007,-0.00780838791538369
4,0.18622213882259900,-0.00780838791538369
8,0.37209702765447600,-0.00780838791538369
16,0.49173648476902100,-0.00780838791538369
