insured_name
0914126 B.C. LTD.
123 TESTING OPTION
A. ENERGY DEVELOPMENT LTD
AAREAL BANK AG
ABC (TEST)
ACIA AERO LEASING APAC LTD
ACWA POWER
ADDAX ENERGY
ADM GROUP
ADM INTERNATIONAL
ADNOC
AECOM
AFREXIM BANK
AFRICAN EXPORT-IMPORT BANK
AFRICAN MINING AND ENERGY PTY LTD
AFrican TRADE INSURANCE AGENCY
AFRICELL HOLDING
AFRICELL HOLDING LTD
AG
AGRO CARE PROJECTEN BV
AIR LIQUIDE
AIRBUS DEFENCE AND SPACE SAS
AIRBUS HELICOPTERS
AKA BANK
AL AHLI BANK
AL TAAQA
ALCATEL LUCENT
ALCOR EQUIPEMENT
ALFA LAVAL PACKINOX
ALSTOM POWER HOLDINGS
ALSTOM TRANSPORT SA
ALTAAQA ALTERNATIVE SOLUTIONS GLOBAL
ALTERFIN
ALVEAN SUGAR
AMDOCS
AMEA POWER LTD
AMSTERDAM TRADE BANK NV
ANDEAN SOCIAL INFRASTRUCTURE FUND 1 LP
ANDRITZ AG
ANDRITZ HYDRO
ANDRITZ HYDRO LTD
ANSYS
"ANZ BNK, HONG KONG"
ANZ FIDUCIARY SERVICES
ANZ FIDUCIARY SERVICES PTY LTD
AOT TRADING
AOT TRADING AG
APEX SOLAR LLC
APMC
AQUATECH INTL CORP
ARAB BANK (SWITZ) LTD
ARAB BANK (SWITZERLAND) LTD
ARAB BANKING CORPORATION SA
ARAB BUSINESS MACHINE
ARETI ENERGY
ARianespace
AROS CAPITAL
"ARROW ELECTRONICS, INC."
AS ROMA
ASHRA
ATLANTIC TRADING AND MARKETING INC.
ATTIJARIWAFA BANK EUROPE
AUGUSTA ENERGY GROUP LIMITED
AUSDRILL
AUSTRALIA AND NEW ZEALAND BANKING GROUP
AVMAX AIRCRAFT LEASING INC.
AWB Europe
AWB GENEVA
AXIMA
AXPO BULGARIA EAD
AXPO SOLUTIONS SA
BAE SYSTEMS
BANCO DE SABADELL
"BANCO de Sabadell, S.A."
BANCO LATINOAMERICANO DE CAMERCIO EXTERIOR
BANCO SANTANDER
BANK ABC
BANK HAPOALIM
BANK LEUMI
BANK OF CHINA
BANK OF TOKYO MITSUBISHI UFJ LTD
"BANK UNITED, N.A"
BANQUE CANTONALE DE GENEVE SA
BANQUE DE COMMERCE ET DE PLACEMENTS
BANQUE DE COMMERCE ET DE PLACEMENTS S.A
BANQUE DE COMMERCE ET DE PLACEMENTS S.A.
BANQUE DE COMMERCE ET DE PLACEMENTS SA
BANQUE SUISSE
BARCLAYS BANK
BASF
BB ENERGY
BBVA
BBVA SA
BCP
BCP S.A
BCP SA
BELAZIA PTE LTD
BGN INT HOLDING LTD
BICBRED
BLADEX
BNP PARIBAS
BOAD
BOfAML
BONDUELLE
BONVEST HOLDINES LIMITED
BONVESTS
BOSKALIS INTERNATIONAL
BOUYGUES
Bouygues Construction
BP GAS & POWER IBERIA
BP OIL INTERNATIONAL LTD
BP PLC
BPI AE
BPI FRANCE
BRED BANQUE POPULAIRE
BRIGHTSTAR CORPORATION
BRITISH GAS TRADING LTD
BROWN BROTHERS HARRIMAN
BTG Commodities
BTG PACTUAL
BTMU
BURCKHARDT COMPRESSION LTD
CA CIB
CABOT CORP
CABOT CORPORATION 
CACIB
CACIB PARIS
CADOIL
CAIXA BANK
CAPITAL ONE
CAPITAL ONE NATIONAL ASSOCIATION
CAPRI HOLDINGS
CARGILL FINANCIAL SERVICES
CASTLETON COMMODITIES
CATERPILLAR
CENTRICA LNG CO LTD
CEPSA TRADING
CESCE
CFAO
CGG SA
CHERO PIPING
CHEVRON
CHEVRON PHILLIPS CHEMICAL COMPANY LP
CHINA EXPORT & CREDIT INSURANCE CORPORATION
CITGO PETROLEUM
CITGO Petroleum Corporation
CITIBANK NA
CLARIOS
CLAUDIUS PETERS TECHNOLOGIES
CMI EUROPE ENVIRONNEMENT
CNC TECHNOLOGIES LLC
COA COLA
COCA COLA
COFCO
COFCO RESOURCES SA
COGELEX ALSTOM GRID
COLAS RAIL
COLGATE PALMOLIVE COMPANY INC.
COMMERZBANK AG
COMMONWEALTH BANK OF AUSTRALIA
CONSOLIS
CONSTRUCTION MECANIQUE DE NORMANDIE SA
CONTERM HOLDING LLC
CONVERDE
COPENHAGEN INFRASTRUCTURE PARTNERS
CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK
CRÉDIT AGRICOLE CORPORATE AND INVESTMENT BANK
CREDIT SUISSE
CREDIT SUISSE ZURICH
CSOB
CUNADO INTERNACIONAL
CZARNIKOW
DAF LTD
DAIKIN HOLDINGS AMERICA INC. 
DAMEN SHIPYARDS
DANA GAS
DANIELI & C. OFFICINE MECCANICHE SPA
DCNS
DE LAGE LANDEN
DEERE & COMPANY
DEERE CREDIT
DEFEX SA
DEGREMONT SA
DELEK DRILLING
DEUTSCHE BANK
DF DEUTSCHE FORFAIT
DHAMAN
DNB
DND
DODSAL
DOHA BANK
DOW CHEMCIAL COMPANY
DREDGING INTERNATIONAL N.V.
DUFERCO SA
"E.SUN COMMERCIAL BANK, LTD."
EAGLE SCIENTIFIC LTD
EAST WEST BANK
EASTERN & SOUTHERN AFRICAN TRADE & DEVELOPMENT
EBI
EBI SA
ECOBANK INTERNATIONAL SA
ECO-ENERGY LLC
Econocom
EDC
EDGEWATER
EGAP
EGIS FRANCE
EGIS INTERNATIONAL
EGIS RAIL SA
Eiffage Energie
EKN
ELSEL
EMAD ENERGY SA
EMERALD RESOURCES NL
EMIF EGYPT LOGISTICS
EMINENT ENERGY
ENERIA
ENERSYS
ENGELHART CTP
ENGIE
EPDESA
EQUINOR
EQUINOR ASA
ERANOVE S.A.
ERICSSON
ERSTE BANK
ERSTE BANK GROUP
EUROFINSA
EUROPIPE GMBH
EXPORT DEVELOPMENT CANADA
EXPORT-IMPORT BANK OF MALAYSIA
EXPORT-IMPORT BANK OF MALAYSIA BERHAD
EXPORT-IMPORT BANK OF MALAYSIA BHD
FEDEX
FEDMOR
FERROSTAAL
FIM BANK
FINNVERA
FIRSTRAND BANK LTD
FIRSTRAND LIMITED
FIRSTRAND UK LIMITED
FITBIT
"FITBIT, INC."
FIVES CRYOGENIE
FIVES SOLIOS
FIves stein
FLUXYS INTERNATIONAL
FLUXYS SA/NV
FN HERSTAL
FOREST RIVER INC.
FORVIA
FORVIA SE
Freepoint Commodities
FREEPOINT COMMODITIES LLC
FREEPOINT COMMODITIES SINGAPORE PTE. LTD.
FUTURIS
FUTURIS AUTOMOTIVE
GALVATEK
GEISMAR
GEmalto
GEMCORP
GEORGE E. WARREN LLC
GERALD METALS INC
GLENCORE AGRICULTURE BV
GLOBAL JAPANESE TRADE & FINANCE CO
GOLDMAN SACHS ET AL
GRaincorp
GREENSILL
