country,risk_name,historic_updated_value,historic_updated_date
BD,Operational,4.3,2024-08-06
BD,Operational,4.4,2024-01-24
BD,Operational,4.5,2024-01-05
BD,Operational,4.3,2023-11-07
BD,Operational,4.2,2020-12-07
BD,Operational,4.1,2020-07-27
BD,Operational,4.2,2020-04-27
BD,Operational,4.1,2019-01-31
BD,Operational,4.2,2018-08-20
BD,Operational,4.3,2018-07-23
BD,Operational,4.2,2017-07-03
BD,Operational,4.1,2016-10-24
BD,Operational,4.2,2016-06-22
BD,Operational,4.1,2016-03-21
BD,PolicyStability,2.6,2025-02-14
BD,PolicyStability,2.5,2024-08-06
BD,PolicyStability,2.2,2024-01-10
BD,PolicyStability,2.2,2023-01-20
BD,PolicyStability,2.2,2022-06-23
BD,PolicyStability,2,2021-03-01
BD,PolicyStability,2.1,2020-06-23
BD,PolicyStability,2.2,2019-09-30
BD,PolicyStability,2.1,2019-01-07
BD,PolicyStability,2.2,2018-05-08
BD,PolicyStability,2.1,2017-06-26
BD,PolicyStability,2,2017-06-19
BD,PolicyStability,1.9,2017-05-01
BD,PolicyStability,2,2016-03-21
BD,Political,2.8,2025-02-14
BD,Political,2.9,2024-08-06
BD,Political,2.5,2024-08-05
BD,Political,2.4,2024-03-25
BD,Political,2.6,2024-01-24
BD,Political,2.5,2023-09-29
BD,Political,2.4,2022-09-20
BD,Political,2.3,2022-06-23
BD,Political,2.2,2021-03-01
BD,Political,2.3,2021-02-22
BD,Political,2.6,2020-06-23
BD,Political,2.7,2020-03-23
BD,Political,2.5,2019-01-07
BD,Political,2.6,2018-02-12
BD,Political,2.5,2017-06-26
BD,Political,2.4,2017-05-01
BD,Political,2.5,2016-03-21
BD,ProtestsAndRiots,3.5,2025-02-14
BD,ProtestsAndRiots,4,2024-08-06
BD,ProtestsAndRiots,3.6,2024-08-05
BD,ProtestsAndRiots,3.4,2024-03-25
BD,ProtestsAndRiots,4,2024-01-10
BD,ProtestsAndRiots,3.5,2023-11-07
BD,ProtestsAndRiots,3.2,2023-01-25
BD,ProtestsAndRiots,3.2,2022-08-11
BD,ProtestsAndRiots,3,2022-03-31
BD,ProtestsAndRiots,2.8,2021-03-01
BD,ProtestsAndRiots,2.9,2020-04-27
BD,ProtestsAndRiots,2.8,2020-03-23
BD,ProtestsAndRiots,2.6,2019-01-07
BD,ProtestsAndRiots,2.9,2018-09-11
BD,ProtestsAndRiots,3,2018-06-18
BD,ProtestsAndRiots,3.1,2018-02-12
BD,ProtestsAndRiots,3.2,2017-10-16
BD,ProtestsAndRiots,3.3,2017-01-03
BD,ProtestsAndRiots,3.2,2016-11-21
BD,ProtestsAndRiots,3.1,2016-10-31
BD,ProtestsAndRiots,3,2016-04-18
BD,ProtestsAndRiots,3.2,2015-06-08
BD,ProtestsAndRiots,3.1,2015-04-13
BD,ProtestsAndRiots,3.2,2015-02-09
BD,Recession,2.7,2024-08-13
BD,Recession,2.8,2024-05-13
BD,Recession,3,2023-08-02
BD,Recession,2.7,2023-02-07
BD,Recession,3.1,2022-11-03
BD,Recession,3,2022-08-04
BD,Recession,2.9,2022-05-06
BD,Recession,3,2022-02-02
BD,Recession,3.2,2021-11-05
BD,Recession,4,2021-08-04
BD,Recession,3.5,2021-05-06
BD,Recession,3.6,2021-02-03
BD,Recession,5,2020-11-05
BD,Recession,5.6,2020-08-06
BD,Recession,9.4,2020-04-23
BD,Recession,2.9,2020-03-13
BD,Recession,2.1,2020-02-25
BD,Recession,1.9,2019-02-13
BD,Recession,1.7,2018-11-14
BD,Recession,1.9,2018-08-15
BD,Recession,1.7,2018-05-17
BD,Recession,1.5,2018-02-14
BD,Recession,1.7,2017-11-17
BD,Recession,1.5,2017-08-16
BD,Recession,3.7,2017-05-09
BD,Recession,3.6,2017-02-17
BD,Recession,3.3,2016-11-10
BD,Recession,3.1,2016-08-09
BD,Recession,2.9,2016-05-10
BD,Recession,2.6,2016-02-09
BD,Recession,2.3,2015-11-10
BD,Recession,1.8,2015-08-11
BD,Recession,1.6,2015-05-13
BD,Recession,1.5,2015-02-09
BD,RegulatoryBurden,3.2,2025-02-14
BD,RegulatoryBurden,3.3,2024-01-24
BD,RegulatoryBurden,3.7,2023-01-25
BD,RegulatoryBurden,3.7,2022-07-07
BD,RegulatoryBurden,3.7,2020-07-27
BD,RegulatoryBurden,3.8,2019-09-30
BD,RegulatoryBurden,3.7,2018-08-20
BD,RegulatoryBurden,3.9,2017-10-16
BD,RegulatoryBurden,3.8,2016-09-26
BD,RegulatoryBurden,3.6,2016-03-21
BD,RegulatoryBurden,3.3,2015-09-15
BD,Security,2.3,2025-02-14
BD,Security,2.6,2024-08-06
BD,Security,2.5,2024-08-05
BD,Security,2.4,2024-03-25
BD,Security,2.6,2024-01-10
BD,Security,2.4,2023-11-07
BD,Security,2.2,2023-01-20
BD,Security,2.1,2022-07-07
BD,Security,2,2020-04-27
BD,Security,1.9,2019-09-17
BD,Security,2,2019-05-13
BD,Security,1.9,2019-01-07
BD,Security,2,2018-11-20
BD,Security,2.2,2018-09-11
BD,Security,2.3,2017-07-31
BD,Security,2.4,2017-01-03
BD,Security,2.3,2015-06-08
BD,SovereignDefault,3.5,2024-02-08
BD,SovereignDefault,3,2023-05-05
BD,SovereignDefault,2,2022-08-09
BD,SovereignDefault,1.5,2021-08-04
BD,SovereignDefault,1.5,2015-02-09
BD,StateFailure,3.1,2025-02-14
BD,StateFailure,3.7,2024-08-06
BD,StateFailure,3.5,2024-01-24
BD,StateFailure,3.4,2023-01-20
BD,StateFailure,3.4,2022-06-23
BD,StateFailure,3.3,2021-05-04
BD,StateFailure,3.2,2021-03-01
BD,StateFailure,3.3,2020-03-23
BD,StateFailure,2.9,2019-11-11
BD,StateFailure,3,2018-11-05
BD,StateFailure,3,2017-05-01
BD,StateFailure,3.1,2016-03-21
BD,StrategicOverall,3.1,2025-02-14
BD,StrategicOverall,3.2,2024-08-06
BD,StrategicOverall,3.1,2024-03-25
BD,StrategicOverall,3.2,2024-01-10
BD,StrategicOverall,3.1,2023-09-29
BD,StrategicOverall,3,2022-11-03
BD,StrategicOverall,2.9,2022-08-04
BD,StrategicOverall,2.8,2021-08-04
BD,StrategicOverall,2.7,2021-03-01
BD,StrategicOverall,2.8,2020-11-05
BD,StrategicOverall,2.9,2020-08-06
BD,StrategicOverall,3,2020-04-23
BD,StrategicOverall,2.8,2020-03-23
BD,StrategicOverall,2.7,2019-05-15
BD,StrategicOverall,2.8,2019-05-13
BD,StrategicOverall,2.7,2019-01-31
BD,StrategicOverall,2.8,2018-11-05
BD,StrategicOverall,2.9,2018-05-17
BD,StrategicOverall,2.8,2018-02-14
BD,StrategicOverall,2.9,2018-02-12
BD,StrategicOverall,2.8,2017-07-31
BD,StrategicOverall,2.9,2017-07-03
BD,StrategicOverall,2.8,2017-05-09
BD,StrategicOverall,2.7,2015-08-11
BD,Tax,3.3,2023-01-25
BD,Tax,3.2,2022-07-07
BD,Tax,3.3,2020-06-23
BD,Tax,3.4,2020-03-23
BD,Tax,3.2,2018-01-15
BD,Tax,3.1,2017-09-11
BD,Tax,3,2017-06-26
BD,Tax,2.6,2017-05-01
BD,TaxConsistency,3.8,2025-02-14
BD,TaxConsistency,3.7,2024-01-24
BD,TaxConsistency,3.8,2023-01-25
BD,TaxConsistency,3.8,2022-07-07
BD,TaxConsistency,3.8,2020-12-07
BD,TaxConsistency,3.7,2019-11-11
BD,TaxConsistency,3.6,2018-11-05
BD,TaxConsistency,3.5,2017-06-26
BD,TaxConsistency,2.7,2017-05-01
BD,TaxConsistency,2.6,2016-03-21
BD,TaxIncrease,2.7,2025-02-14
BD,TaxIncrease,2.8,2024-01-24
BD,TaxIncrease,2.8,2023-01-25
BD,TaxIncrease,2.6,2022-07-07
BD,TaxIncrease,2.8,2020-06-23
BD,TaxIncrease,3,2020-03-23
BD,TaxIncrease,2.7,2019-11-11
BD,TaxIncrease,2.8,2019-09-30
BD,TaxIncrease,2.7,2019-01-28
BD,TaxIncrease,2.8,2018-01-15
BD,TaxIncrease,2.7,2017-09-11
BD,TaxIncrease,2.5,2017-05-01
BD,TaxIncrease,2.4,2016-03-21
BD,Terrorism,2,2025-02-14
BD,Terrorism,2.1,2024-01-24
BD,Terrorism,2.1,2024-01-10
BD,Terrorism,2.1,2023-11-07
BD,Terrorism,2.1,2023-01-25
BD,Terrorism,2,2022-07-07
BD,Terrorism,2,2020-08-10
BD,Terrorism,1.9,2019-07-30
BD,Terrorism,1.9,2019-05-13
BD,Terrorism,1.8,2018-11-20
BD,Terrorism,2.3,2018-10-15
BD,Terrorism,2.6,2017-07-31
BD,Terrorism,2.8,2016-09-12
BD,Terrorism,2.9,2016-07-18
BD,Terrorism,2.8,2016-06-22
BD,Terrorism,2.7,2016-02-22
BD,Terrorism,2.6,2015-12-07
BD,Terrorism,2.5,2015-10-12
BD,UnderDevelopment,2.1,2023-07-07
BD,UnderDevelopment,2.3,2022-07-20
BD,UnderDevelopment,2.5,2021-07-13
BD,UnderDevelopment,2.6,2020-07-10
BD,UnderDevelopment,2.5,2019-07-09
BD,UnderDevelopment,2.4,2018-07-11
BD,UnderDevelopment,2.9,2017-07-07
BD,UnderDevelopment,3.1,2015-11-20
BD,UnderDevelopment,3.2,2015-04-28
BE,BriberyAndCorruption,1,2025-01-24
BE,BriberyAndCorruption,1,2023-12-28
BE,BriberyAndCorruption,1,2023-08-14
BE,BriberyAndCorruption,1,2023-06-21
BE,BriberyAndCorruption,0.9,2020-08-03
BE,BriberyAndCorruption,0.9,2020-02-10
BE,BriberyAndCorruption,0.8,2017-11-13
BE,CapitalTransfer,0.2,2023-08-02
BE,CapitalTransfer,0.3,2021-08-24
BE,CivilWar,1.3,2025-01-24
BE,CivilWar,1.3,2024-02-07
BE,CivilWar,1,2023-12-28
BE,CivilWar,0.7,2023-08-14
BE,CivilWar,0.7,2023-06-21
BE,CivilWar,0.7,2020-08-03
BE,CivilWar,0.7,2020-02-10
BE,CivilWar,0.7,2018-12-04
BE,CivilWar,0.4,2017-05-15
BE,ContractAlteration,1.3,2025-01-24
BE,ContractAlteration,1.2,2023-12-28
BE,ContractAlteration,1.2,2023-08-14
BE,ContractAlteration,1.2,2023-06-21
BE,ContractAlteration,1.1,2021-08-24
BE,ContractAlteration,1.1,2020-08-03
BE,ContractAlteration,1.1,2020-03-23
BE,ContractAlteration,1,2020-02-10
BE,ContractAlteration,0.9,2019-12-03
BE,ContractAlteration,0.9,2017-11-13
BE,ContractEnforcement,1,2025-01-24
BE,ContractEnforcement,0.9,2024-03-25
BE,ContractEnforcement,0.8,2023-12-28
BE,ContractEnforcement,0.8,2023-10-04
BE,ContractEnforcement,0.7,2023-08-14
BE,ContractEnforcement,0.7,2023-06-21
BE,ContractEnforcement,0.7,2021-08-24
BE,ContractEnforcement,0.7,2020-08-03
BE,ContractEnforcement,0.8,2020-03-23
BE,ContractEnforcement,0.6,2020-02-10
BE,ContractEnforcement,0.7,2018-12-04
BE,CurrencyDepreciation,3.1,2024-11-12
BE,CurrencyDepreciation,3.5,2024-05-13
BE,CurrencyDepreciation,3.2,2023-11-06
BE,CurrencyDepreciation,3,2023-08-02
BE,CurrencyDepreciation,3.2,2023-02-07
BE,CurrencyDepreciation,3.6,2022-11-03
BE,CurrencyDepreciation,2.9,2022-05-06
BE,CurrencyDepreciation,1.4,2021-02-03
BE,CurrencyDepreciation,1.6,2020-08-06
BE,CurrencyDepreciation,2.3,2020-03-17
BE,CurrencyDepreciation,1.7,2019-11-14
BE,CurrencyDepreciation,1.8,2019-08-13
BE,CurrencyDepreciation,1.8,2018-11-14
BE,CurrencyDepreciation,1.6,2018-08-15
BE,CurrencyDepreciation,1.4,2018-05-17
BE,CurrencyDepreciation,1.1,2018-02-14
BE,CurrencyDepreciation,1.3,2017-11-17
BE,CurrencyDepreciation,1.1,2017-08-16
BE,CurrencyDepreciation,1.3,2017-05-09
BE,CurrencyDepreciation,1.6,2016-08-09
BE,CurrencyDepreciation,1.2,2016-05-10
BE,CurrencyDepreciation,1,2016-02-09
BE,CurrencyDepreciation,1.3,2015-11-10
BE,CurrencyDepreciation,1.8,2015-05-15
BE,Economic,1.8,2024-11-12
BE,Economic,1.9,2024-05-13
BE,Economic,1.8,2023-02-07
BE,Economic,2,2022-11-03
BE,Economic,1.7,2022-05-06
BE,Economic,0.9,2021-08-04
BE,Economic,1.1,2021-02-03
BE,Economic,1,2020-08-06
BE,Economic,2.2,2020-04-23
BE,Economic,1.4,2020-03-17
BE,Economic,0.7,2019-11-14
BE,Economic,0.8,2019-05-15
BE,Economic,0.7,2018-05-17
BE,Economic,0.6,2017-05-09
BE,Economic,0.7,2016-08-09
BE,Economic,0.6,2016-05-10
BE,Economic,0.5,2016-02-09
BE,Economic,0.6,2015-11-10
BE,Economic,0.7,2015-05-15
BE,Expropriation,1.3,2025-01-24
BE,Expropriation,1.3,2023-12-28
BE,Expropriation,1.5,2023-08-14
BE,Expropriation,1.5,2023-04-11
BE,Expropriation,1.5,2021-08-24
BE,Expropriation,1.5,2020-08-03
BE,Expropriation,1.5,2020-04-06
BE,Expropriation,1.3,2020-02-10
BE,Expropriation,1.2,2017-05-15
BE,Expropriation,1.4,2015-06-22
BE,GovernmentStability,1.5,2025-02-05
BE,GovernmentStability,2.3,2025-01-24
BE,GovernmentStability,2.1,2024-06-11
BE,GovernmentStability,2.1,2024-02-07
BE,GovernmentStability,1.3,2024-01-04
BE,GovernmentStability,1.3,2023-12-28
BE,GovernmentStability,1.3,2023-08-14
BE,GovernmentStability,1.3,2023-04-11
BE,GovernmentStability,1.2,2021-08-24
BE,GovernmentStability,1.2,2021-02-22
BE,GovernmentStability,1.8,2020-10-19
BE,GovernmentStability,2.3,2020-08-03
BE,GovernmentStability,2.2,2020-03-23
BE,GovernmentStability,2.7,2020-02-10
BE,GovernmentStability,2.5,2018-01-15
BE,GovernmentStability,2.2,2017-11-06
BE,GovernmentStability,1.7,2017-09-11
BE,GovernmentStability,1.8,2015-02-09
BE,Inflation,2.9,2024-11-12
BE,Inflation,3.1,2024-05-13
BE,Inflation,2.9,2023-08-02
BE,Inflation,3,2023-02-07
BE,Inflation,3.5,2022-11-03
BE,Inflation,3.2,2022-05-06
BE,Inflation,1,2021-08-04
BE,Inflation,0.3,2020-03-17
BE,Inflation,0.4,2019-11-14
BE,Inflation,0.6,2019-08-13
BE,Inflation,0.7,2019-05-15
BE,Inflation,0.6,2019-02-13
BE,Inflation,0.7,2018-05-17
BE,Inflation,0.6,2018-02-14
BE,Inflation,0.5,2017-05-09
BE,Inflation,0.4,2017-02-17
BE,Inflation,0.3,2016-08-09
BE,Inflation,0.2,2016-05-10
BE,InfrastructureDisruption,2,2025-01-24
BE,InfrastructureDisruption,2.1,2024-03-25
BE,InfrastructureDisruption,2.2,2024-02-28
BE,InfrastructureDisruption,2.1,2024-02-07
BE,InfrastructureDisruption,1.4,2023-12-28
BE,InfrastructureDisruption,1.2,2023-10-20
BE,InfrastructureDisruption,1.2,2023-08-14
BE,InfrastructureDisruption,1.2,2023-04-04
BE,InfrastructureDisruption,1,2021-02-22
BE,InfrastructureDisruption,0.8,2019-01-31
BE,InfrastructureDisruption,0.7,2018-02-02
BE,InfrastructureDisruption,0.8,2017-02-01
BE,InterstateWar,1.3,2025-01-24
BE,InterstateWar,1.3,2024-06-18
BE,InterstateWar,1.1,2024-05-24
BE,InterstateWar,1.1,2024-02-07
BE,InterstateWar,1,2023-12-28
BE,InterstateWar,1,2023-08-14
BE,InterstateWar,1,2023-04-11
BE,InterstateWar,0.7,2020-08-03
BE,InterstateWar,0.7,2020-02-10
BE,InterstateWar,0.7,2018-12-04
BE,InterstateWar,0.7,2017-05-15
BE,LabourStrikes,2.3,2025-01-24
BE,LabourStrikes,2.3,2024-06-18
BE,LabourStrikes,2.4,2024-02-07
BE,LabourStrikes,2.3,2023-12-28
BE,LabourStrikes,2.3,2023-08-14
BE,LabourStrikes,2.3,2023-06-21
BE,LabourStrikes,2.2,2020-08-03
BE,LabourStrikes,2.1,2020-03-23
BE,LabourStrikes,2.3,2020-02-10
BE,LabourStrikes,2.2,2018-12-04
BE,LabourStrikes,2.2,2017-05-15
BE,LabourStrikes,2.5,2016-04-13
BE,Legal,1.2,2025-01-24
BE,Legal,1.1,2023-12-28
BE,Legal,1.2,2023-10-04
BE,Legal,1.1,2020-03-23
BE,Legal,1,2020-02-10
BE,Legal,0.9,2018-12-04
BE,Legal,1,2017-11-13
BE,Operational,1.8,2024-02-07
BE,Operational,1.6,2023-06-21
BE,Operational,1.5,2023-04-04
BE,Operational,1.4,2020-10-19
BE,Operational,1.3,2019-01-31
BE,Operational,1.2,2017-05-15
BE,Operational,1.3,2017-02-01
BE,Operational,1.2,2016-04-13
BE,PolicyStability,1.9,2025-02-05
BE,PolicyStability,2.3,2025-01-24
BE,PolicyStability,2.3,2024-06-06
BE,PolicyStability,2,2023-12-28
BE,PolicyStability,1.9,2023-08-14
BE,PolicyStability,1.9,2023-04-11
BE,PolicyStability,1.9,2021-08-24
BE,PolicyStability,1.8,2020-10-19
BE,PolicyStability,2,2020-08-03
BE,PolicyStability,2.2,2020-03-23
BE,PolicyStability,2.7,2020-02-10
BE,PolicyStability,2,2018-01-15
BE,PolicyStability,1.7,2017-11-06
BE,PolicyStability,1.5,2017-09-11
BE,PolicyStability,1.7,2015-03-23
BE,Political,1.6,2025-02-05
BE,Political,2,2024-06-06
BE,Political,1.9,2024-02-07
BE,Political,1.7,2023-12-28
BE,Political,1.6,2023-04-11
BE,Political,1.7,2021-02-22
BE,Political,1.9,2020-10-19
BE,Political,2.1,2020-08-03
BE,Political,2.2,2020-03-23
BE,Political,2.5,2020-02-10
BE,Political,2.2,2018-01-15
BE,Political,2,2017-11-06
BE,Political,1.7,2017-09-11
BE,Political,1.8,2017-05-15
BE,Political,1.9,2016-04-13
BE,Political,1.3,2015-03-23
BE,Political,1.5,2015-02-09
BE,ProtestsAndRiots,3,2025-01-24
BE,ProtestsAndRiots,3,2024-11-06
BE,ProtestsAndRiots,3,2024-05-20
BE,ProtestsAndRiots,3.1,2024-03-27
BE,ProtestsAndRiots,3,2024-02-28
BE,ProtestsAndRiots,2.9,2024-02-07
BE,ProtestsAndRiots,2.7,2023-12-28
BE,ProtestsAndRiots,2.7,2023-10-20
BE,ProtestsAndRiots,2.6,2023-08-14
BE,ProtestsAndRiots,2.6,2023-06-21
BE,ProtestsAndRiots,2.7,2021-01-18
BE,ProtestsAndRiots,2.7,2020-07-27
BE,ProtestsAndRiots,2.3,2020-03-23
BE,ProtestsAndRiots,2.6,2020-02-10
BE,ProtestsAndRiots,2.5,2018-06-18
BE,ProtestsAndRiots,2.5,2017-12-04
BE,ProtestsAndRiots,2.2,2017-05-15
BE,ProtestsAndRiots,2.1,2016-04-13
BE,ProtestsAndRiots,1.9,2015-08-24
BE,Recession,4.3,2024-11-12
BE,Recession,4.1,2024-05-13
BE,Recession,4,2024-02-08
BE,Recession,4.1,2023-11-06
BE,Recession,3.9,2023-08-02
BE,Recession,3.7,2023-02-07
BE,Recession,4.2,2022-11-03
BE,Recession,3.3,2022-05-06
BE,Recession,2.2,2021-08-04
BE,Recession,4.2,2021-02-03
BE,Recession,3.1,2020-08-06
BE,Recession,9.6,2020-04-23
BE,Recession,4.6,2020-03-17
BE,Recession,1.4,2020-02-25
BE,Recession,1.2,2019-05-15
BE,Recession,1,2019-02-13
BE,Recession,0.9,2018-05-17
BE,Recession,0.8,2017-08-16
BE,Recession,1,2017-05-09
BE,Recession,1.2,2016-08-09
BE,Recession,1.1,2016-02-09
BE,Recession,1.3,2015-05-13
BE,Recession,1.5,2015-02-09
BE,RegulatoryBurden,1.7,2024-11-06
BE,RegulatoryBurden,1.7,2023-12-28
BE,RegulatoryBurden,1.7,2023-08-14
BE,RegulatoryBurden,1.7,2023-04-11
BE,RegulatoryBurden,1.6,2022-02-25
BE,RegulatoryBurden,1.5,2021-03-15
BE,RegulatoryBurden,1.5,2020-10-19
BE,RegulatoryBurden,1.4,2020-07-20
BE,RegulatoryBurden,1.5,2020-03-23
BE,RegulatoryBurden,1.3,2020-02-10
BE,RegulatoryBurden,1.2,2018-03-23
BE,Security,2.1,2024-08-12
BE,Security,2,2024-06-18
BE,Security,1.9,2024-05-20
BE,Security,2,2024-03-27
BE,Security,1.9,2024-02-07
BE,Security,1.8,2023-12-28
BE,Security,1.7,2023-10-20
BE,Security,1.6,2020-11-16
BE,Security,1.5,2020-08-03
BE,Security,1.6,2020-07-27
BE,Security,1.5,2019-01-14
BE,Security,1.6,2018-12-04
BE,Security,1.5,2018-07-13
BE,Security,1.6,2017-12-04
BE,Security,1.5,2016-04-13
BE,Security,1.4,2016-03-24
BE,Security,1.3,2015-08-24
BE,Security,1.2,2015-01-19
BE,SovereignDefault,0.1,2021-08-24
BE,StateFailure,1.5,2025-01-24
BE,StateFailure,1.5,2024-06-18
BE,StateFailure,1.6,2024-03-25
BE,StateFailure,1.7,2023-12-28
BE,StateFailure,1.7,2023-08-14
BE,StateFailure,1.7,2023-04-11
BE,StateFailure,2.1,2021-08-24
BE,StateFailure,2.1,2020-08-03
BE,StateFailure,2.2,2020-03-23
BE,StateFailure,2.2,2020-02-10
BE,StateFailure,2,2017-05-15
BE,StateFailure,2.2,2016-04-13
BE,StrategicOverall,1.7,2025-02-05
BE,StrategicOverall,1.8,2024-06-06
BE,StrategicOverall,1.7,2024-05-20
BE,StrategicOverall,1.8,2024-05-13
BE,StrategicOverall,1.7,2024-02-07
BE,StrategicOverall,1.6,2022-05-06
BE,StrategicOverall,1.4,2021-08-04
BE,StrategicOverall,1.5,2020-08-06
BE,StrategicOverall,1.7,2020-04-23
BE,StrategicOverall,1.6,2020-03-17
BE,StrategicOverall,1.5,2020-02-10
BE,StrategicOverall,1.4,2018-03-23
BE,StrategicOverall,1.5,2017-12-04
BE,StrategicOverall,1.4,2017-11-13
BE,StrategicOverall,1.5,2017-11-06
BE,StrategicOverall,1.4,2017-05-15
BE,StrategicOverall,1.5,2016-08-09
BE,StrategicOverall,1.4,2016-04-13
BE,StrategicOverall,1.3,2015-03-23
BE,Tax,1.8,2024-03-25
BE,Tax,1.5,2023-12-28
BE,Tax,1.7,2023-06-21
BE,Tax,1.8,2018-03-23
BE,Tax,2.3,2015-02-09
BE,TaxConsistency,1.9,2025-01-24
BE,TaxConsistency,1.9,2023-12-28
BE,TaxConsistency,1.8,2023-08-14
BE,TaxConsistency,1.8,2023-06-21
BE,TaxConsistency,1.9,2020-08-03
BE,TaxConsistency,1.9,2020-03-23
BE,TaxConsistency,1.7,2020-02-10
BE,TaxConsistency,1.8,2018-03-23
BE,TaxIncrease,1.7,2025-01-24
BE,TaxIncrease,1.6,2024-06-06
BE,TaxIncrease,1.6,2024-03-25
BE,TaxIncrease,1.1,2023-12-28
BE,TaxIncrease,1.5,2023-08-14
BE,TaxIncrease,1.6,2023-06-21
BE,TaxIncrease,1.6,2020-08-03
BE,TaxIncrease,1.6,2020-03-23
BE,TaxIncrease,1.8,2019-12-03
BE,TaxIncrease,1.7,2018-03-23
BE,TaxIncrease,2.3,2015-02-09
BE,Terrorism,2.6,2025-01-24
BE,Terrorism,2.7,2024-08-12
BE,Terrorism,2.3,2024-03-07
BE,Terrorism,2.3,2023-12-28
BE,Terrorism,2.2,2023-10-20
BE,Terrorism,2,2023-08-14
BE,Terrorism,2,2023-06-21
BE,Terrorism,2.1,2020-11-16
BE,Terrorism,2,2020-08-03
BE,Terrorism,2.1,2020-01-20
BE,Terrorism,2,2019-01-14
BE,Terrorism,2.3,2018-07-13
BE,Terrorism,2.6,2018-02-12
BE,Terrorism,2.7,2016-04-13
BE,Terrorism,2.5,2016-03-24
BE,Terrorism,2.3,2015-11-18
BE,Terrorism,2.1,2015-01-19
BE,UnderDevelopment,0.4,2023-07-07
BE,UnderDevelopment,0.4,2022-07-20
BE,UnderDevelopment,0.5,2015-03-23
BF,BriberyAndCorruption,2.9,2024-09-18
BF,BriberyAndCorruption,2.9,2024-03-19
BF,BriberyAndCorruption,2.9,2023-06-19
BF,BriberyAndCorruption,2.9,2022-03-29
BF,BriberyAndCorruption,2.9,2022-01-07
BF,BriberyAndCorruption,2.9,2020-06-23
BF,BriberyAndCorruption,2.7,2018-10-01
BF,BriberyAndCorruption,2.8,2016-07-11
BF,BriberyAndCorruption,3.1,2015-10-12
BF,CapitalTransfer,2.8,2022-08-04
BF,CapitalTransfer,3,2022-05-06
BF,CapitalTransfer,2.8,2022-02-02
BF,CapitalTransfer,2.6,2020-05-05
BF,CapitalTransfer,1.9,2015-02-09
BF,CivilWar,3.1,2024-09-18
BF,CivilWar,3,2024-03-19
BF,CivilWar,3.2,2023-06-19
BF,CivilWar,3.2,2023-01-19
BF,CivilWar,2.9,2022-10-04
BF,CivilWar,2.6,2022-03-29
BF,CivilWar,2.7,2022-01-07
BF,CivilWar,2.4,2020-06-23
BF,CivilWar,2.1,2019-09-17
BF,CivilWar,2,2019-03-11
BF,CivilWar,1.8,2016-11-21
BF,ContractAlteration,3.4,2024-09-18
BF,ContractAlteration,3.3,2024-03-19
BF,ContractAlteration,3.3,2023-06-19
BF,ContractAlteration,3.1,2022-10-04
BF,ContractAlteration,2.7,2022-03-29
BF,ContractAlteration,2.7,2022-01-07
BF,ContractAlteration,2.7,2019-11-18
BF,ContractAlteration,3.2,2019-03-18
BF,ContractAlteration,3.3,2018-10-01
BF,ContractAlteration,3.1,2016-06-27
BF,ContractAlteration,3.3,2015-12-21
BF,ContractEnforcement,3.2,2024-09-18
BF,ContractEnforcement,3.2,2024-03-19
BF,ContractEnforcement,3.2,2023-06-19
BF,ContractEnforcement,3.2,2022-10-04
BF,ContractEnforcement,2.9,2022-03-29
BF,ContractEnforcement,2.9,2020-06-23
BF,ContractEnforcement,2.7,2016-11-21
BF,CurrencyDepreciation,3.3,2025-02-05
BF,CurrencyDepreciation,3.2,2024-05-13
BF,CurrencyDepreciation,3.1,2023-11-06
BF,CurrencyDepreciation,3,2023-08-02
BF,CurrencyDepreciation,2.8,2023-05-04
BF,CurrencyDepreciation,3.2,2023-02-07
BF,CurrencyDepreciation,3.6,2022-11-03
BF,CurrencyDepreciation,3.3,2022-08-04
BF,CurrencyDepreciation,2.9,2022-05-06
BF,CurrencyDepreciation,2.4,2022-02-02
BF,CurrencyDepreciation,2.3,2021-11-05
BF,CurrencyDepreciation,2.1,2021-05-06
BF,CurrencyDepreciation,1.6,2021-02-03
BF,CurrencyDepreciation,1.8,2020-11-05
BF,CurrencyDepreciation,1.6,2020-08-06
BF,CurrencyDepreciation,2.2,2020-05-05
BF,CurrencyDepreciation,1.8,2020-03-17
BF,CurrencyDepreciation,2.1,2019-11-14
BF,CurrencyDepreciation,1.9,2019-08-13
BF,CurrencyDepreciation,1.8,2018-11-14
BF,CurrencyDepreciation,1.6,2018-08-15
BF,CurrencyDepreciation,1.1,2018-02-14
BF,CurrencyDepreciation,1.3,2017-11-17
BF,CurrencyDepreciation,1.5,2017-08-16
BF,CurrencyDepreciation,1.3,2017-05-09
BF,CurrencyDepreciation,1.6,2016-08-09
BF,CurrencyDepreciation,1.8,2016-05-10
BF,CurrencyDepreciation,1.5,2016-02-09
BF,CurrencyDepreciation,1.8,2015-08-11
BF,CurrencyDepreciation,2.3,2015-02-09
BF,Economic,3.8,2024-02-08
BF,Economic,3.9,2023-11-06
BF,Economic,3.8,2023-05-04
BF,Economic,4,2023-02-07
BF,Economic,4.2,2022-11-03
BF,Economic,4,2022-05-06
BF,Economic,3.2,2022-02-02
BF,Economic,3.1,2021-11-05
BF,Economic,2.9,2021-07-13
BF,Economic,3,2020-11-05
BF,Economic,2.9,2020-08-06
BF,Economic,3.2,2020-05-05
BF,Economic,3,2020-04-23
