age_group,gender,age_assumed,qx_assumed
Under 75s,Male,56.7829737851516,0.00342199767030451
Over 75s,Male,84.2019493406303,0.0709438000413536
Under 75s,Female,57.3361531984085,0.00243718888571002
Over 75s,Female,85.0221838592197,0.0632259389576613
