insured_name
Apple Inc.
Microsoft Corporation
Amazon.com Inc.
Alphabet Inc.
Facebook Inc.
Berkshire Hathaway Inc.
Johnson & Johnson
Procter & Gamble Co.
Nvidia Corporation
Visa Inc.
JPMorgan Chase & Co.
UnitedHealth Group Incorporated
Home Depot Inc.
Mastercard Incorporated
Pfizer Inc.
Exxon Mobil Corporation
Verizon Communications Inc.
Coca-Cola Company
PepsiCo Inc.
Intel Corporation
