Location and Nationality,Sex,Age Attained,q(Natural only),q(Non-natural only),"Pure risk rate",Code
Qatar,M,44,0.549192158,0.147077142,0.6962693,QatarM44
Qatar,M,45,0.597075022,0.148956355,0.746031377,QatarM45
Qatar,M,46,0.648746008,0.150603921,0.799349929,QatarM46
Qatar,M,47,0.704484066,0.15199507,0.856479136,QatarM47
Qatar,M,48,0.783309528,0.156852947,0.940162475,QatarM48
Qatar,M,49,0.87048905,0.161533146,1.032022196,QatarM49
Qatar,M,50,0.966870949,0.165986235,1.132857184,QatarM50
Qatar,M,51,1.07338647,0.170157908,1.243544378,QatarM51
Qatar,M,52,1.191057584,0.173988814,1.365046398,QatarM52
Qatar,M,53,1.32493587,0.177942275,1.502878145,QatarM53
Qatar,M,54,1.473187282,0.181439786,1.654627067,QatarM54
Qatar,M,55,1.637296991,0.184401422,1.821698413,QatarM55
Qatar,M,56,1.818898256,0.186741066,2.005639322,QatarM56
Qatar,M,57,2.019786645,0.188366504,2.208153149,QatarM57
Qatar,M,58,2.254569829,0.190245771,2.444815599,QatarM58
Qatar,M,59,2.515628659,0.191214078,2.706842737,QatarM59
Qatar,M,60,2.805807399,0.191145666,2.996953065,QatarM60
Qatar,M,61,3.128248397,0.189908048,3.318156445,QatarM61
Qatar,M,62,3.486422275,0.187363052,3.673785326,QatarM62
Qatar,M,63,3.853787025,0.20710552,4.060892544,QatarM63
Qatar,M,64,4.259861044,0.228928254,4.488789298,QatarM64
Qatar,M,65,4.708723134,0.253050453,4.961773587,QatarM65
Qatar,M,66,5.204881878,0.279714411,5.484596288,QatarM66
Qatar,M,67,5.75332093,0.309187953,6.062508884,QatarM67
Qatar,M,68,6.349008023,0.341200642,6.690208665,QatarM68
Qatar,M,69,7.006371339,0.376527859,7.382899199,QatarM69
Qatar,M,70,7.731796711,0.415512784,8.147309495,QatarM70
Qatar,M,71,8.532331142,0.458534129,8.990865271,QatarM71
Qatar,M,72,9.415751273,0.506009816,9.921761089,QatarM72
Qatar,M,73,10.43769903,0.560930085,10.99862911,QatarM73
Qatar,M,74,11.57056488,0.621811179,12.19237606,QatarM74
Qatar,M,75,12.82638744,0.689300063,13.5156875,QatarM75
Slovakia,M,17,0.09756855,0.175232194,0.272800744,SlovakiaM17
Slovakia,M,18,0.11192221,0.184400334,0.296322544,SlovakiaM18
Slovakia,M,19,0.127924674,0.1939478,0.321872474,SlovakiaM19
Slovakia,M,20,0.145744846,0.203880558,0.349625404,SlovakiaM20
Slovakia,M,21,0.165567748,0.214203537,0.379771285,SlovakiaM21
Slovakia,M,22,0.187595979,0.224920467,0.412516446,SlovakiaM22
Slovakia,M,23,0.202200036,0.225068291,0.427268327,SlovakiaM23
Slovakia,M,24,0.217469732,0.225078013,0.442547746,SlovakiaM24
Slovakia,M,25,0.233429031,0.224944536,0.458373567,SlovakiaM25
Slovakia,M,26,0.250102578,0.224662753,0.474765331,SlovakiaM26
Slovakia,M,27,0.267515718,0.224227558,0.491743276,SlovakiaM27
Slovakia,M,28,0.287973338,0.22541767,0.513391008,SlovakiaM28
Slovakia,M,29,0.309545406,0.226446321,0.535991726,SlovakiaM29
Slovakia,M,30,0.332282988,0.227304395,0.559587383,SlovakiaM30
Slovakia,M,31,0.356239161,0.227982617,0.584221778,SlovakiaM31
Slovakia,M,32,0.381469074,0.228471564,0.609940638,SlovakiaM32
Slovakia,M,33,0.414364677,0.232313211,0.646677888,SlovakiaM33
Slovakia,M,34,0.449623777,0.236004078,0.685627855,SlovakiaM34
Slovakia,M,35,0.487398781,0.23952503,0.726923811,SlovakiaM35
Slovakia,M,36,0.527851099,0.24285596,0.770707059,SlovakiaM36
Slovakia,M,37,0.571151631,0.245975778,0.817127409,SlovakiaM37
Slovakia,M,38,0.625237016,0.251988209,0.877225225,SlovakiaM38
Slovakia,M,39,0.683892894,0.257850201,0.941743095,SlovakiaM39
Slovakia,M,40,0.747477253,0.263528851,1.011006105,SlovakiaM40
Slovakia,M,41,0.816374417,0.26898883,1.085363247,SlovakiaM41
Slovakia,M,42,0.890996865,0.274192319,1.165189183,SlovakiaM42
Slovakia,M,43,0.9823533,0.282133576,1.264486877,SlovakiaM43
Slovakia,M,44,1.08237883,0.289867913,1.372246743,SlovakiaM44
Slovakia,M,45,1.191850823,0.297339107,1.48918993,SlovakiaM45
Slovakia,M,46,1.311613055,0.304485989,1.616099043,SlovakiaM46
Slovakia,M,47,1.442581114,0.311242266,1.75382338,SlovakiaM47
Slovakia,M,48,1.61612329,0.323618814,1.939742104,SlovakiaM48
Slovakia,M,49,1.809574237,0.335795401,2.145369638,SlovakiaM49
Slovakia,M,50,2.025133304,0.347661962,2.372795266,SlovakiaM50
Slovakia,M,51,2.265234842,0.359094913,2.624329755,SlovakiaM51
Slovakia,M,52,2.532572504,0.369956324,2.902528828,SlovakiaM52
Slovakia,M,53,2.818580073,0.378542511,3.197122584,SlovakiaM53
Slovakia,M,54,3.135449938,0.386166356,3.521616295,SlovakiaM54
Slovakia,M,55,3.486388375,0.392656297,3.879044672,SlovakiaM55
Slovakia,M,56,3.874923192,0.397827248,4.27275044,SlovakiaM56
Slovakia,M,57,4.304934808,0.401480782,4.70641559,SlovakiaM57
Slovakia,M,58,4.776497745,0.40305183,5.179549575,SlovakiaM58
Slovakia,M,59,5.297576335,0.402671185,5.70024752,SlovakiaM59
Slovakia,M,60,5.873180511,0.400110501,6.273291012,SlovakiaM60
Slovakia,M,61,6.508808995,0.395133331,6.903942326,SlovakiaM61
Slovakia,M,62,7.210495121,0.38749763,7.597992752,SlovakiaM62
Slovakia,M,63,8.019070945,0.430951126,8.450022071,SlovakiaM63
Slovakia,M,64,8.918319441,0.479277441,9.397596882,SlovakiaM64
Slovakia,M,65,9.918408529,0.533023008,10.45143154,SlovakiaM65
Slovakia,M,66,11.03064635,0.592795536,11.62344188,SlovakiaM66
Slovakia,M,67,12.26760911,0.659270879,12.92687999,SlovakiaM67
Slovakia,M,68,13.4249616,0.721467905,14.14642951,SlovakiaM68
Slovakia,M,69,14.69150121,0.789532731,15.48103394,SlovakiaM69
Slovakia,M,70,16.07752887,0.864018938,16.9415478,SlovakiaM70
Slovakia,M,71,17.59431734,0.945532334,18.53984968,SlovakiaM71
Slovakia,M,72,19.25420289,1.034735877,20.28893877,SlovakiaM72
Slovakia,M,73,21.0681868,1.132220787,22.20040759,SlovakiaM73
Slovakia,M,74,23.05307041,1.23888998,24.29196039,SlovakiaM74
Slovakia,M,75,25.2249546,1.35560873,26.58056333,SlovakiaM75
Slovenia,M,17,0.049358887,0.088648094,0.138006981,SloveniaM17
Slovenia,M,18,0.055930285,0.092149389,0.148079674,SloveniaM18
Slovenia,M,19,0.063148105,0.095739435,0.158887541,SloveniaM19
Slovenia,M,20,0.07106806,0.099416179,0.170484239,SloveniaM20
Slovenia,M,21,0.079750286,0.103177059,0.182927345,SloveniaM21
Slovenia,M,22,0.089259671,0.107018962,0.196278633,SloveniaM22
Slovenia,M,23,0.09631043,0.107202869,0.203513299,SloveniaM23
Slovenia,M,24,0.103693433,0.107321196,0.211014629,SloveniaM24
Slovenia,M,25,0.11142115,0.107371302,0.218792452,SloveniaM25
Slovenia,M,26,0.119506431,0.107350528,0.226856959,SloveniaM26
Slovenia,M,27,0.12796251,0.107256206,0.235218716,SloveniaM27
Slovenia,M,28,0.138191147,0.108172259,0.246363406,SloveniaM28
Slovenia,M,29,0.149020769,0.109015363,0.258036133,SloveniaM29
Slovenia,M,30,0.160481525,0.10978039,0.270261914,SloveniaM30
Slovenia,M,31,0.172604888,0.110462067,0.283066955,SloveniaM31
Slovenia,M,32,0.185423708,0.111054991,0.296478699,SloveniaM32
Slovenia,M,33,0.202379713,0.113464017,0.31584373,SloveniaM33
Slovenia,M,34,0.220654018,0.115819604,0.336473622,SloveniaM34
Slovenia,M,35,0.240339597,0.118111394,0.358450991,SloveniaM35
Slovenia,M,36,0.261535497,0.120328355,0.381863852,SloveniaM36
Slovenia,M,37,0.284347199,0.122458765,0.406805965,SloveniaM37
Slovenia,M,38,0.315352488,0.127095976,0.442448465,SloveniaM38
Slovenia,M,39,0.34945698,0.131756819,0.481213799,SloveniaM39
Slovenia,M,40,0.386952499,0.136423078,0.523375577,SloveniaM40
Slovenia,M,41,0.428157059,0.141074321,0.56923138,SloveniaM41
Slovenia,M,42,0.473417105,0.145687756,0.619104861,SloveniaM42
Slovenia,M,43,0.529039129,0.151940958,0.680980087,SloveniaM43
Slovenia,M,44,0.590815244,0.158224068,0.749039312,SloveniaM44
Slovenia,M,45,0.659396474,0.16450411,0.823900584,SloveniaM45
Slovenia,M,46,0.735500152,0.170743567,0.906243719,SloveniaM46
Slovenia,M,47,0.819916442,0.176900036,0.996816478,SloveniaM47
Slovenia,M,48,0.930869899,0.186401009,1.117270909,SloveniaM48
Slovenia,M,49,1.056272681,0.196008266,1.252280947,SloveniaM49
Slovenia,M,50,1.197949206,0.205656275,1.403605481,SloveniaM50
Slovenia,M,51,1.357948082,0.215267857,1.573215939,SloveniaM51
Slovenia,M,52,1.538568956,0.224753019,1.763321975,SloveniaM52
Slovenia,M,53,1.735301656,0.23305545,1.968357105,SloveniaM53
Slovenia,M,54,1.95629345,0.24093981,2.197233261,SloveniaM54
Slovenia,M,55,2.204445776,0.248276848,2.452722623,SloveniaM55
Slovenia,M,56,2.482997487,0.254922229,2.737919716,SloveniaM56
Slovenia,M,57,2.795563018,0.260715871,3.056278889,SloveniaM57
Slovenia,M,58,3.133025634,0.264371885,3.397397519,SloveniaM58
Slovenia,M,59,3.50980718,0.266782039,3.776589219,SloveniaM59
Slovenia,M,60,3.93034838,0.267755036,4.198103416,SloveniaM60
Slovenia,M,61,4.399576654,0.267087171,4.666663825,SloveniaM61
Slovenia,M,62,4.922957797,0.264563591,5.187521387,SloveniaM62
Slovenia,M,63,5.523204696,0.296821327,5.820026023,SloveniaM63
Slovenia,M,64,6.19663856,0.333012188,6.529650748,SloveniaM64
Slovenia,M,65,6.952182937,0.373615732,7.325798669,SloveniaM65
Slovenia,M,66,7.799849406,0.419169989,8.219019395,SloveniaM66
Slovenia,M,67,8.750870238,0.47027859,9.221148828,SloveniaM67
Slovenia,M,68,9.686544251,0.520562441,10.20710669,SloveniaM68
Slovenia,M,69,10.72226384,0.57622282,11.29848666,SloveniaM69
Slovenia,M,70,11.86872623,0.637834603,12.50656083,SloveniaM70
Slovenia,M,71,13.13777244,0.706034135,13.84380658,SloveniaM71
Slovenia,M,72,14.54250956,0.781525804,15.32403536,SloveniaM72
Slovenia,M,73,16.14734638,0.867770986,17.01511737,SloveniaM73
Slovenia,M,74,17.92928476,0.963533744,18.89281851,SloveniaM74
Slovenia,M,75,19.90786874,1.069864389,20.97773313,SloveniaM75
Spain,M,17,0.0509265,0.091463512,0.142390012,SpainM17
Spain,M,18,0.056343301,0.092829864,0.149173165,SpainM18
Spain,M,19,0.062111549,0.094167903,0.156279453,SpainM19
Spain,M,20,0.068250099,0.09547417,0.163724268,SpainM20
Spain,M,21,0.07477869,0.096745049,0.171523739,SpainM21
Spain,M,22,0.081717989,0.097976771,0.17969476,SpainM22
Spain,M,23,0.087302243,0.097175882,0.184478125,SpainM23
Spain,M,24,0.093066424,0.096322397,0.189388821,SpainM24
Spain,M,25,0.09901457,0.095415666,0.194430236,SpainM25
Spain,M,26,0.105150765,0.094455085,0.19960585,SpainM26
Spain,M,27,0.111479139,0.093440098,0.204919237,SpainM27
Spain,M,28,0.119501809,0.093542755,0.213044564,SpainM28
Spain,M,29,0.127915879,0.093576192,0.221492071,SpainM29
Spain,M,30,0.136737018,0.093537515,0.230274533,SpainM30
Spain,M,31,0.14598141,0.093423822,0.239405232,SpainM31
Spain,M,32,0.155665772,0.093232204,0.248897975,SpainM32
Spain,M,33,0.168836936,0.094658288,0.263495224,SpainM33
Spain,M,34,0.182930006,0.09601856,0.278948566,SpainM34
Spain,M,35,0.198002677,0.097305531,0.295308208,SpainM35
Spain,M,36,0.214115938,0.098511364,0.312627302,SpainM36
Spain,M,37,0.231334246,0.099627872,0.330962118,SpainM37
Spain,M,38,0.255176788,0.102843466,0.358020254,SpainM38
Spain,M,39,0.281250014,0.106040541,0.387290556,SpainM39
Spain,M,40,0.309749361,0.109204518,0.418953879,SpainM40
Spain,M,41,0.340886499,0.11231937,0.45320587,SpainM41
Spain,M,42,0.374890614,0.115367551,0.490258165,SpainM42
Spain,M,43,0.415818581,0.11942382,0.535242401,SpainM43
Spain,M,44,0.460917572,0.123436648,0.58435422,SpainM44
Spain,M,45,0.510591603,0.12738075,0.637972353,SpainM45
Spain,M,46,0.565282175,0.13122811,0.696510284,SpainM46
Spain,M,47,0.625471599,0.134947835,0.760419434,SpainM47
Spain,M,48,0.705880397,0.141348236,0.847228634,SpainM48
Spain,M,49,0.796200264,0.147747675,0.943947939,SpainM49
Spain,M,50,0.897612328,0.154096356,1.051708684,SpainM50
Spain,M,51,1.011434366,0.16033699,1.171771356,SpainM51
Spain,M,52,1.139136166,0.166404171,1.305540337,SpainM52
Spain,M,53,1.280752643,0.172008355,1.452760998,SpainM53
Spain,M,54,1.439315112,0.177268042,1.616583154,SpainM54
Spain,M,55,1.616787377,0.182091516,1.798878893,SpainM55
Spain,M,56,1.815354198,0.186377208,2.001731406,SpainM56
Spain,M,57,2.037445428,0.190013373,2.227458801,SpainM57
Spain,M,58,2.283380037,0.192676842,2.476056879,SpainM58
Spain,M,59,2.557967739,0.19443229,2.752400029,SpainM59
Spain,M,60,2.864444455,0.195140317,3.059584771,SpainM60
Spain,M,61,3.206400738,0.194652479,3.401053217,SpainM61
Spain,M,62,3.587819424,0.192812214,3.780631637,SpainM62
Spain,M,63,4.007678044,0.215375743,4.223053787,SpainM63
Spain,M,64,4.476669923,0.240579732,4.717249656,SpainM64
Spain,M,65,5.000544799,0.268733177,5.269277976,SpainM65
Spain,M,66,5.585725265,0.300181231,5.885906496,SpainM66
Spain,M,67,6.239385504,0.335309442,6.574694946,SpainM67
Spain,M,68,6.919356137,0.371851594,7.291207732,SpainM68
Spain,M,69,7.673430233,0.412376124,8.085806357,SpainM69
Spain,M,70,8.509683613,0.457317033,8.967000646,SpainM70
Spain,M,71,9.437072209,0.507155619,9.944227828,SpainM71
Spain,M,72,10.46552797,0.562425634,11.0279536,SpainM72
Spain,M,73,11.67714796,0.627539037,12.304687,SpainM73
Spain,M,74,13.02904018,0.700190779,13.72923096,SpainM74
Spain,M,75,14.5374443,0.781253593,15.31869789,SpainM75
Sweden,M,17,0.043940224,0.078916227,0.122856452,SwedenM17
Sweden,M,18,0.04815327,0.079336166,0.127489436,SwedenM18
Sweden,M,19,0.05258004,0.079717093,0.132297133,SwedenM19
Sweden,M,20,0.057229096,0.080057034,0.137286131,SwedenM20
Sweden,M,21,0.062109283,0.080353983,0.142463266,SwedenM21
Sweden,M,22,0.067229733,0.080605901,0.147835634,SwedenM22
Sweden,M,23,0.071659972,0.079764514,0.151424486,SwedenM23
Sweden,M,24,0.076216987,0.078883474,0.155100461,SwedenM24
Sweden,M,25,0.080903139,0.077962535,0.158865674,SwedenM25
Sweden,M,26,0.085720801,0.07700149,0.16272229,SwedenM26
Sweden,M,27,0.090672356,0.076000174,0.16667253,SwedenM27
Sweden,M,28,0.09709846,0.076006025,0.173104484,SwedenM28
Sweden,M,29,0.103829052,0.075955599,0.17978465,SwedenM29
Sweden,M,30,0.110875884,0.075846723,0.186722607,SwedenM30
Sweden,M,31,0.118251078,0.075677223,0.193928301,SwedenM31
Sweden,M,32,0.125967134,0.075444932,0.201412066,SwedenM32
Sweden,M,33,0.136572428,0.076569218,0.213141647,SwedenM33
Sweden,M,34,0.147914914,0.077639406,0.22555432,SwedenM34
Sweden,M,35,0.160040363,0.078649505,0.238689867,SwedenM35
Sweden,M,36,0.172997134,0.079593251,0.252590386,SwedenM36
Sweden,M,37,0.186836314,0.08046411,0.267300425,SwedenM37
Sweden,M,38,0.206456547,0.08320783,0.289664377,SwedenM38
Sweden,M,39,0.227953453,0.085945978,0.313899431,SwedenM39
Sweden,M,40,0.251495473,0.088666662,0.340162135,SwedenM40
Sweden,M,41,0.277265405,0.091356729,0.368622134,SwedenM41
Sweden,M,42,0.30546157,0.094001696,0.399463266,SwedenM42
Sweden,M,43,0.339160415,0.097407461,0.436567876,SwedenM43
Sweden,M,44,0.376334284,0.100784707,0.477118991,SwedenM44
Sweden,M,45,0.417324076,0.104112667,0.521436743,SwedenM45
Sweden,M,46,0.462502745,0.107368256,0.569871001,SwedenM46
Sweden,M,47,0.512278196,0.110525935,0.622804131,SwedenM47
Sweden,M,48,0.578812781,0.115903723,0.694716504,SwedenM48
Sweden,M,49,0.653639099,0.121293174,0.774932273,SwedenM49
Sweden,M,50,0.737756812,0.126653382,0.864410194,SwedenM50
Sweden,M,51,0.832282647,0.131937078,0.964219724,SwedenM51
Sweden,M,52,0.938463721,0.137090089,1.07555381,SwedenM52
Sweden,M,53,1.056914305,0.141946294,1.198860599,SwedenM53
Sweden,M,54,1.189770147,0.146533739,1.336303886,SwedenM54
Sweden,M,55,1.338729272,0.150775078,1.489504349,SwedenM55
Sweden,M,56,1.505684192,0.154584277,1.660268468,SwedenM56
Sweden,M,57,1.692743556,0.157866271,1.850609828,SwedenM57
Sweden,M,58,1.899940243,0.160321313,2.060261557,SwedenM58
Sweden,M,59,2.131637554,0.162026739,2.293664293,SwedenM59
Sweden,M,60,2.390645951,0.162862787,2.553508739,SwedenM60
Sweden,M,61,2.680088996,0.162701424,2.84279042,SwedenM61
Sweden,M,62,3.003437165,0.161407055,3.16484422,SwedenM62
Sweden,M,63,3.353908137,0.180241639,3.534149775,SwedenM63
Sweden,M,64,3.745275554,0.201274029,3.946549582,SwedenM64
Sweden,M,65,4.18231162,0.224760688,4.407072308,SwedenM65
Sweden,M,66,4.670345409,0.250988004,4.921333413,SwedenM66
Sweden,M,67,5.215327843,0.280275785,5.495603628,SwedenM67
Sweden,M,68,5.792530649,0.311295114,6.103825763,SwedenM68
Sweden,M,69,6.433614977,0.345747486,6.779362463,SwedenM69
Sweden,M,70,7.14565087,0.38401285,7.52966372,SwedenM70
Sweden,M,71,7.936490844,0.426513207,8.36300405,SwedenM71
Sweden,M,72,8.814856485,0.473717261,9.288573746,SwedenM72
Sweden,M,73,9.864054454,0.530101978,10.39415643,SwedenM73
Sweden,M,74,11.03813436,0.593197948,11.63133231,SwedenM74
Sweden,M,75,12.35196042,0.663803985,13.01576441,SwedenM75
Bahamas,M,17,0.132589492,0.238129474,0.370718966,BahamasM17
Bahamas,M,18,0.151302876,0.249282968,0.400585844,BahamasM18
Bahamas,M,19,0.172035024,0.260823915,0.432858938,BahamasM19
Bahamas,M,20,0.194978806,0.272753301,0.467732107,BahamasM20
Bahamas,M,21,0.220344184,0.285070639,0.505414823,BahamasM21
Bahamas,M,22,0.248359642,0.297773795,0.546133437,BahamasM22
Bahamas,M,23,0.265934121,0.296010522,0.561944642,BahamasM23
Bahamas,M,24,0.284136476,0.294077125,0.578213601,BahamasM24
Bahamas,M,25,0.302983078,0.291970487,0.594953565,BahamasM25
Bahamas,M,26,0.322490563,0.289687608,0.61217817,BahamasM26
Bahamas,M,27,0.342675837,0.287225612,0.629901449,BahamasM27
Bahamas,M,28,0.366424313,0.286826953,0.653251265,BahamasM28
Bahamas,M,29,0.391249854,0.286216782,0.677466636,BahamasM29
Bahamas,M,30,0.417191794,0.285387853,0.702579647,BahamasM30
Bahamas,M,31,0.44429061,0.284332962,0.728623572,BahamasM31
Bahamas,M,32,0.47258794,0.283044979,0.755632919,BahamasM32
