Sex and Country,Age,SCA,Value
MAnguilla,35,MAnguilla35,0.772541119
MAntarctica,35,MAntarctica35,0.684082108
MAntigua and Barbuda,35,MAntigua and Barbuda35,0.772541119
MArgentina,35,MArgentina35,0.924390784
MArmenia,35,MArmenia35,0.951059588
MAruba,35,MAruba35,0.772541119
MAustralia,35,MAustralia35,1.46978173
MAustria,35,MAustria35,1.14719358
MAzerbaijan,35,MAzerbaijan35,0.951059588
MBahamas,35,MBahamas35,0.772541119
MBahrain,35,MBahrain35,0.431449166
MBangladesh,35,MBangladesh35,0.520577246
MBarbados,35,MBarbados35,0.772541119
MBelarus,35,MBelarus35,0.881704621
MBelgium,35,MBelgium35,1.131847363
MBelize,35,MBelize35,0.650666847
MBenin,35,MBenin35,0.699162905
MBermuda,35,MBermuda35,1.201502653
MBhutan,35,MBhutan35,0.520577246
MBolivia,35,MBolivia35,0.6924281
MBosnia and Herzegovina,35,MBosnia and Herzegovina35,1.05124042
MBotswana,35,MBotswana35,0.341129571
MBouvet Island,35,MBouvet Island35,0.924390784
MBrazil,35,MBrazil35,0.954398851
MBritish Indian Ocean Territory,35,MBritish Indian Ocean Territory35,1.696934006
MBrunei Darussalam,35,MBrunei Darussalam35,0.71454837
MBulgaria,35,MBulgaria35,0.950940666
MBurkina Faso,35,MBurkina Faso35,0.699162905
MBurundi,35,MBurundi35,1.696934006
MCambodia,35,MCambodia35,0.71454837
MCameroon,35,MCameroon35,0.699162905
MCanada,35,MCanada35,1.01303031
MCape Verde,35,MCape Verde35,0.699162905
MCayman Islands,35,MCayman Islands35,0.772541119
MCentral African Republic,35,MCentral African Republic35,0.699162905
MChad,35,MChad35,0.699162905
MChile,35,MChile35,0.684082108
MChina,35,MChina35,0.927936109
MChristmas Island,35,MChristmas Island35,0.71454837
MCocos (Keeling) Islands,35,MCocos (Keeling) Islands35,0.71454837
MColombia,35,MColombia35,0.789357386
MComoros,35,MComoros35,1.696934006
MCongo,35,MCongo35,0.699162905
"MCongo, The Democratic Republic Of The",35,"MCongo, The Democratic Republic Of The35",0.699162905
MCook Islands,35,MCook Islands35,0.671394227
MCosta Rica,35,MCosta Rica35,0.650666847
MCroatia,35,MCroatia35,1.08007807
MCuba,35,MCuba35,0.578549025
MCyprus,35,MCyprus35,0.855815833
MCzech Republic,35,MCzech Republic35,1.051655236
MCôte D'Ivoire,35,MCôte D'Ivoire35,0.699162905
MDenmark,35,MDenmark35,1.157913465
MDjibouti,35,MDjibouti35,1.696934006
MDominica,35,MDominica35,0.772541119
MDominican Republic,35,MDominican Republic35,0.772541119
MEcuador,35,MEcuador35,0.6924281
MEgypt,35,MEgypt35,0.699162905
MEl Salvador,35,MEl Salvador35,0.650666847
MEquatorial Guinea,35,MEquatorial Guinea35,0.699162905
MEritrea,35,MEritrea35,1.696934006
MEstonia,35,MEstonia35,0.841072877
MEthiopia,35,MEthiopia35,1.696934006
MFalkland Islands (Malvinas),35,MFalkland Islands (Malvinas)35,0.924390784
MFaroe Islands,35,MFaroe Islands35,1
MFiji,35,MFiji35,0.671394227
MFinland,35,MFinland35,0.830219079
MFrance,35,MFrance35,1.111863058
MFrench Guiana,35,MFrench Guiana35,0.789357386
MFrench Polynesia,35,MFrench Polynesia35,0.671394227
MFrench Southern Territories,35,MFrench Southern Territories35,0.341129571
MGabon,35,MGabon35,0.699162905
MGambia,35,MGambia35,0.699162905
MGeorgia,35,MGeorgia35,0.951059588
MGermany,35,MGermany35,1.174931529
MGhana,35,MGhana35,0.699162905
MGibraltar,35,MGibraltar35,1.09454967
MGreece,35,MGreece35,0.951059588
MGreenland,35,MGreenland35,1.01303031
MGrenada,35,MGrenada35,0.772541119
MGuadeloupe,35,MGuadeloupe35,0.772541119
MGuam,35,MGuam35,0.671394227
MGuatemala,35,MGuatemala35,0.650666847
MGuernsey,35,MGuernsey35,1
MGuinea,35,MGuinea35,0.699162905
MGuinea-Bissau,35,MGuinea-Bissau35,0.699162905
MGuyana,35,MGuyana35,0.789357386
MHaiti,35,MHaiti35,0.772541119
MHeard and McDonald Islands,35,MHeard and McDonald Islands35,0.341129571
MHoly See (Vatican City State),35,MHoly See (Vatican City State)35,1.222692183
MHonduras,35,MHonduras35,0.650666847
MHong Kong,35,MHong Kong35,0.927936109
MHungary,35,MHungary35,1.051655236
MIceland,35,MIceland35,0.976978005
MIndia,35,MIndia35,0.520577246
MIndonesia,35,MIndonesia35,0.71454837
MIran (Islamic Republic Of),35,MIran (Islamic Republic Of)35,0.841852075
MIraq,35,MIraq35,0.841852075
MIreland,35,MIreland35,0.964725364
MIsle of Man,35,MIsle of Man35,1
MIsrael,35,MIsrael35,1.043943209
MItaly,35,MItaly35,1.222692183
MJamaica,35,MJamaica35,0.381947895
MJapan,35,MJapan35,0.752646282
MJersey,35,MJersey35,1
MJordan,35,MJordan35,0.53397678
MKazakhstan,35,MKazakhstan35,0.520577246
MKenya,35,MKenya35,1.696934006
MKiribati,35,MKiribati35,0.671394227
"MKorea, Democratic People's Republic Of",35,"MKorea, Democratic People's Republic Of35",1.108408085
"MKorea, Republic of",35,"MKorea, Republic of35",1.108408085
MKuwait,35,MKuwait35,0.260225842
MKyrgyzstan,35,MKyrgyzstan35,0.520577246
MLao People's Democratic Republic,35,MLao People's Democratic Republic35,0.71454837
MLatvia,35,MLatvia35,0.923664831
MLebanon,35,MLebanon35,0.841852075
MLesotho,35,MLesotho35,0.341129571
MLiberia,35,MLiberia35,0.699162905
MLibyan Arab Jamahiriya,35,MLibyan Arab Jamahiriya35,0.466806949
MLiechtenstein,35,MLiechtenstein35,1.174931529
MLithuania,35,MLithuania35,0.841398647
MLuxembourg,35,MLuxembourg35,1.174931529
MMacao,35,MMacao35,0.927936109
"MMacedonia, the Former Yugoslav Republic Of",35,"MMacedonia, the Former Yugoslav Republic Of35",1.05124042
MMadagascar,35,MMadagascar35,1.696934006
MMalawi,35,MMalawi35,3.340311519
MMalaysia,35,MMalaysia35,0.671394227
MMaldives,35,MMaldives35,0.520577246
MMali,35,MMali35,0.699162905
MMalta,35,MMalta35,0.813202468
MMarshall Islands,35,MMarshall Islands35,0.671394227
MMartinique,35,MMartinique35,0.772541119
MMauritania,35,MMauritania35,0.699162905
MMauritius,35,MMauritius35,1.696934006
MMayotte,35,MMayotte35,1.696934006
MMexico,35,MMexico35,0.650666847
"MMicronesia, Federated States Of",35,"MMicronesia, Federated States Of35",0.671394227
MMoldova,35,MMoldova35,1.051655236
MMonaco,35,MMonaco35,1.174931529
MMongolia,35,MMongolia35,0.927936109
MMontenegro,35,MMontenegro35,1.05124042
MMontserrat,35,MMontserrat35,0.772541119
MMorocco,35,MMorocco35,0.699162905
MMozambique,35,MMozambique35,1.696934006
MMyanmar,35,MMyanmar35,0.71454837
MNamibia,35,MNamibia35,0.341129571
MNauru,35,MNauru35,0.671394227
MNepal,35,MNepal35,0.520577246
MNetherlands,35,MNetherlands35,1.104961533
MNetherlands Antilles,35,MNetherlands Antilles35,0.772541119
MNew Caledonia,35,MNew Caledonia35,0.671394227
MNew Zealand,35,MNew Zealand35,1.315460113
MNicaragua,35,MNicaragua35,0.650666847
MNiger,35,MNiger35,0.699162905
MNigeria,35,MNigeria35,0.699162905
MNiue,35,MNiue35,0.671394227
MNorfolk Island,35,MNorfolk Island35,1.46978173
MNorthern Mariana Islands,35,MNorthern Mariana Islands35,0.671394227
MNorway,35,MNorway35,1.122551055
MOman,35,MOman35,0.53397678
MPakistan,35,MPakistan35,0.520577246
MPalau,35,MPalau35,0.71454837
"MPalestinian Territory, Occupied",35,"MPalestinian Territory, Occupied35",0.841852075
MPanama,35,MPanama35,0.650666847
MPapua New Guinea,35,MPapua New Guinea35,0.671394227
MParaguay,35,MParaguay35,1.064011726
MPeru,35,MPeru35,0.6924281
MPhilippines,35,MPhilippines35,0.690729536
MPitcairn,35,MPitcairn35,0.671394227
MPoland,35,MPoland35,0.784517072
MPortugal,35,MPortugal35,1.469710313
MPuerto Rico,35,MPuerto Rico35,0.772541119
MQatar,35,MQatar35,0.540617493
MRomania,35,MRomania35,1.051655236
MRussian Federation,35,MRussian Federation35,0.698200086
MRwanda,35,MRwanda35,1.696934006
MRéunion,35,MRéunion35,1.696934006
MSaint Barthélemy,35,MSaint Barthélemy35,0.772541119
MSaint Helena,35,MSaint Helena35,0.699162905
MSaint Kitts And Nevis,35,MSaint Kitts And Nevis35,0.772541119
MSaint Lucia,35,MSaint Lucia35,0.772541119
MSaint Martin,35,MSaint Martin35,0.772541119
MSaint Pierre And Miquelon,35,MSaint Pierre And Miquelon35,1.01303031
MSaint Vincent And The Grenadines,35,MSaint Vincent And The Grenadines35,0.772541119
MSamoa,35,MSamoa35,0.671394227
MSan Marino,35,MSan Marino35,1.222692183
MSao Tome and Principe,35,MSao Tome and Principe35,0.699162905
MSaudi Arabia,35,MSaudi Arabia35,0.53397678
MSenegal,35,MSenegal35,0.699162905
MSerbia,35,MSerbia35,1.05124042
MSeychelles,35,MSeychelles35,1.696934006
MSierra Leone,35,MSierra Leone35,0.699162905
MSingapore,35,MSingapore35,0.71454837
MSlovakia,35,MSlovakia35,1.040903271
MSlovenia,35,MSlovenia35,1.221272089
MSolomon Islands,35,MSolomon Islands35,0.671394227
MSomalia,35,MSomalia35,1.696934006
MSouth Africa,35,MSouth Africa35,0.341129571
MSouth Georgia and the South Sandwich Islands,35,MSouth Georgia and the South Sandwich Islands35,0.341129571
MSpain,35,MSpain35,1.09454967
MSri Lanka,35,MSri Lanka35,0.520577246
MSudan,35,MSudan35,0.699162905
MSuriname,35,MSuriname35,0.789357386
MSvalbard And Jan Mayen,35,MSvalbard And Jan Mayen35,1.122551055
MSwaziland,35,MSwaziland35,0.341129571
MSweden,35,MSweden35,0.959482626
MSwitzerland,35,MSwitzerland35,1.258523024
MSyrian Arab Republic,35,MSyrian Arab Republic35,0.841852075
"MTaiwan, Province Of China",35,"MTaiwan, Province Of China35",0.927936109
MTajikistan,35,MTajikistan35,0.520577246
"MTanzania, United Republic of",35,"MTanzania, United Republic of35",1.696934006
MThailand,35,MThailand35,0.725473634
MTimor-Leste,35,MTimor-Leste35,0.71454837
MTogo,35,MTogo35,0.699162905
MTokelau,35,MTokelau35,0.671394227
MTonga,35,MTonga35,0.671394227
MTrinidad and Tobago,35,MTrinidad and Tobago35,0.772541119
MTunisia,35,MTunisia35,0.601474308
MTurkey,35,MTurkey35,0.951059588
MTurkmenistan,35,MTurkmenistan35,0.520577246
MTurks and Caicos Islands,35,MTurks and Caicos Islands35,0.772541119
MTuvalu,35,MTuvalu35,0.671394227
MUganda,35,MUganda35,1.696934006
MUkraine,35,MUkraine35,0.920943823
MUnited Arab Emirates,35,MUnited Arab Emirates35,0.53397678
MUnited Kingdom,35,MUnited Kingdom35,1
MUnited States,35,MUnited States35,1.201502653
MUnited States Minor Outlying Islands,35,MUnited States Minor Outlying Islands35,1.201502653
MUruguay,35,MUruguay35,1.064011726
MUzbekistan,35,MUzbekistan35,0.520577246
MVanuatu,35,MVanuatu35,0.671394227
MVenezuela,35,MVenezuela35,0.789357386
Mvietnam,35,Mvietnam35,0.71454837
"MVirgin Islands, British",35,"MVirgin Islands, British35",0.772541119
"MVirgin Islands, U.S.",35,"MVirgin Islands, U.S.35",0.772541119
MWallis and Futuna,35,MWallis and Futuna35,0.671394227
MWestern Sahara,35,MWestern Sahara35,0.699162905
MYemen,35,MYemen35,0.53397678
MZambia,35,MZambia35,1.696934006
MZimbabwe,35,MZimbabwe35,2.29282083
MÅland Islands,35,MÅland Islands35,0.959482626
FAfghanistan,35,FAfghanistan35,0.749710393
FAlbania,35,FAlbania35,1.148153253
FAlgeria,35,FAlgeria35,0.629014722
FAmerican Samoa,35,FAmerican Samoa35,0.71033359
FAndorra,35,FAndorra35,1.014416209
FAngola,35,FAngola35,0.636039023
FAnguilla,35,FAnguilla35,0.909443072
FAntarctica,35,FAntarctica35,0.668932248
FAntigua and Barbuda,35,FAntigua and Barbuda35,0.909443072
FArgentina,35,FArgentina35,0.953596669
FArmenia,35,FArmenia35,0.78565289
FAruba,35,FAruba35,0.909443072
FAustralia,35,FAustralia35,1.15523974
FAustria,35,FAustria35,0.936552527
FAzerbaijan,35,FAzerbaijan35,0.78565289
FBahamas,35,FBahamas35,0.909443072
FBahrain,35,FBahrain35,0.659555172
FBangladesh,35,FBangladesh35,0.503704911
FBarbados,35,FBarbados35,0.909443072
FBelarus,35,FBelarus35,0.961776943
FBelgium,35,FBelgium35,1.3226967
FBelize,35,FBelize35,0.829211549
FBenin,35,FBenin35,0.636039023
FBermuda,35,FBermuda35,1.194811247
FBhutan,35,FBhutan35,0.503704911
FBolivia,35,FBolivia35,0.864037715
FBosnia and Herzegovina,35,FBosnia and Herzegovina35,1.148153253
FBotswana,35,FBotswana35,0.392258761
FBouvet Island,35,FBouvet Island35,0.953596669
FBrazil,35,FBrazil35,1.049638004
FBritish Indian Ocean Territory,35,FBritish Indian Ocean Territory35,1.26337065
FBrunei Darussalam,35,FBrunei Darussalam35,0.829012126
FBulgaria,35,FBulgaria35,1.046235482
FBurkina Faso,35,FBurkina Faso35,0.636039023
FBurundi,35,FBurundi35,1.26337065
FCambodia,35,FCambodia35,0.829012126
FCameroon,35,FCameroon35,0.636039023
FCanada,35,FCanada35,1.090242602
FCape Verde,35,FCape Verde35,0.636039023
FCayman Islands,35,FCayman Islands35,0.909443072
FCentral African Republic,35,FCentral African Republic35,0.636039023
FChad,35,FChad35,0.636039023
FChile,35,FChile35,0.668932248
FChina,35,FChina35,0.737455296
FChristmas Island,35,FChristmas Island35,0.829012126
FCocos (Keeling) Islands,35,FCocos (Keeling) Islands35,0.829012126
FColombia,35,FColombia35,0.876189616
FComoros,35,FComoros35,1.26337065
FCongo,35,FCongo35,0.636039023
"FCongo, The Democratic Republic Of The",35,"FCongo, The Democratic Republic Of The35",0.636039023
FCook Islands,35,FCook Islands35,0.71033359
FCosta Rica,35,FCosta Rica35,0.829211549
FCroatia,35,FCroatia35,1.019299446
FCuba,35,FCuba35,0.770391462
FCyprus,35,FCyprus35,0.922086973
FCzech Republic,35,FCzech Republic35,0.938763637
FCôte D'Ivoire,35,FCôte D'Ivoire35,0.636039023
FDenmark,35,FDenmark35,1.120717608
FDjibouti,35,FDjibouti35,1.26337065
FDominica,35,FDominica35,0.909443072
FDominican Republic,35,FDominican Republic35,0.909443072
FEcuador,35,FEcuador35,0.864037715
FEgypt,35,FEgypt35,0.636039023
FEl Salvador,35,FEl Salvador35,0.829211549
FEquatorial Guinea,35,FEquatorial Guinea35,0.636039023
FEritrea,35,FEritrea35,1.26337065
FEstonia,35,FEstonia35,0.93185502
FEthiopia,35,FEthiopia35,1.26337065
FFalkland Islands (Malvinas),35,FFalkland Islands (Malvinas)35,0.953596669
FFaroe Islands,35,FFaroe Islands35,1
FFiji,35,FFiji35,0.71033359
FFinland,35,FFinland35,0.869013448
FFrance,35,FFrance35,1.139239736
FFrench Guiana,35,FFrench Guiana35,0.876189616
FFrench Polynesia,35,FFrench Polynesia35,0.71033359
FFrench Southern Territories,35,FFrench Southern Territories35,0.392258761
FGabon,35,FGabon35,0.636039023
FGambia,35,FGambia35,0.636039023
FGeorgia,35,FGeorgia35,0.78565289
FGermany,35,FGermany35,1.014416209
FGhana,35,FGhana35,0.636039023
FGibraltar,35,FGibraltar35,0.964957393
FGreece,35,FGreece35,0.78565289
FGreenland,35,FGreenland35,1.090242602
FGrenada,35,FGrenada35,0.909443072
FGuadeloupe,35,FGuadeloupe35,0.909443072
FGuam,35,FGuam35,0.71033359
FGuatemala,35,FGuatemala35,0.829211549
FGuernsey,35,FGuernsey35,1
FGuinea,35,FGuinea35,0.636039023
FGuinea-Bissau,35,FGuinea-Bissau35,0.636039023
FGuyana,35,FGuyana35,0.876189616
FHaiti,35,FHaiti35,0.909443072
FHeard and McDonald Islands,35,FHeard and McDonald Islands35,0.392258761
FHoly See (Vatican City State),35,FHoly See (Vatican City State)35,1.198380688
FHonduras,35,FHonduras35,0.829211549
FHong Kong,35,FHong Kong35,0.737455296
FHungary,35,FHungary35,0.938763637
FIceland,35,FIceland35,1.14864669
FIndia,35,FIndia35,0.503704911
FIndonesia,35,FIndonesia35,0.829012126
FIran (Islamic Republic Of),35,FIran (Islamic Republic Of)35,0.749710393
FIraq,35,FIraq35,0.749710393
FIreland,35,FIreland35,1.017628629
FIsle of Man,35,FIsle of Man35,1
FIsrael,35,FIsrael35,1.102560973
FItaly,35,FItaly35,1.198380688
FJamaica,35,FJamaica35,0.627165466
FJapan,35,FJapan35,0.827015283
FJersey,35,FJersey35,1
FJordan,35,FJordan35,0.516279469
FKazakhstan,35,FKazakhstan35,0.503704911
FKenya,35,FKenya35,1.26337065
FKiribati,35,FKiribati35,0.71033359
"FKorea, Democratic People's Republic Of",35,"FKorea, Democratic People's Republic Of35",1.30785481
"FKorea, Republic of",35,"FKorea, Republic of35",1.30785481
FKuwait,35,FKuwait35,0.471132577
FKyrgyzstan,35,FKyrgyzstan35,0.503704911
FLao People's Democratic Republic,35,FLao People's Democratic Republic35,0.829012126
FLatvia,35,FLatvia35,0.916432419
FLebanon,35,FLebanon35,0.749710393
FLesotho,35,FLesotho35,0.392258761
FLiberia,35,FLiberia35,0.636039023
FLibyan Arab Jamahiriya,35,FLibyan Arab Jamahiriya35,0.489025351
FLiechtenstein,35,FLiechtenstein35,1.014416209
FLithuania,35,FLithuania35,1.02509104
FLuxembourg,35,FLuxembourg35,1.014416209
FMacao,35,FMacao35,0.737455296
"FMacedonia, the Former Yugoslav Republic Of",35,"FMacedonia, the Former Yugoslav Republic Of35",1.148153253
FMadagascar,35,FMadagascar35,1.26337065
FMalawi,35,FMalawi35,1.8207283
FMalaysia,35,FMalaysia35,0.71033359
FMaldives,35,FMaldives35,0.503704911
FMali,35,FMali35,0.636039023
FMalta,35,FMalta35,0.78944221
FMarshall Islands,35,FMarshall Islands35,0.71033359
FMartinique,35,FMartinique35,0.909443072
FMauritania,35,FMauritania35,0.636039023
FMauritius,35,FMauritius35,1.26337065
FMayotte,35,FMayotte35,1.26337065
FMexico,35,FMexico35,0.829211549
"FMicronesia, Federated States Of",35,"FMicronesia, Federated States Of35",0.71033359
FMoldova,35,FMoldova35,0.938763637
FMonaco,35,FMonaco35,1.014416209
FMongolia,35,FMongolia35,0.737455296
FMontenegro,35,FMontenegro35,1.148153253
FMontserrat,35,FMontserrat35,0.909443072
FMorocco,35,FMorocco35,0.636039023
FMozambique,35,FMozambique35,1.26337065
FMyanmar,35,FMyanmar35,0.829012126
FNamibia,35,FNamibia35,0.392258761
FNauru,35,FNauru35,0.71033359
FNepal,35,FNepal35,0.503704911
FNetherlands,35,FNetherlands35,1.104063875
FNetherlands Antilles,35,FNetherlands Antilles35,0.909443072
FNew Caledonia,35,FNew Caledonia35,0.71033359
FNew Zealand,35,FNew Zealand35,1.181116003
FNicaragua,35,FNicaragua35,0.829211549
FNiger,35,FNiger35,0.636039023
FNigeria,35,FNigeria35,0.636039023
FNiue,35,FNiue35,0.71033359
FNorfolk Island,35,FNorfolk Island35,1.15523974
FNorthern Mariana Islands,35,FNorthern Mariana Islands35,0.71033359
FNorway,35,FNorway35,1.083950694
FOman,35,FOman35,0.516279469
FPakistan,35,FPakistan35,0.503704911
FPalau,35,FPalau35,0.829012126
"FPalestinian Territory, Occupied",35,"FPalestinian Territory, Occupied35",0.749710393
FPanama,35,FPanama35,0.829211549
FPapua New Guinea,35,FPapua New Guinea35,0.71033359
FParaguay,35,FParaguay35,1.061036408
FPeru,35,FPeru35,0.864037715
FPhilippines,35,FPhilippines35,0.916199377
FPitcairn,35,FPitcairn35,0.71033359
FPoland,35,FPoland35,0.729528914
FPortugal,35,FPortugal35,0.976888176
FPuerto Rico,35,FPuerto Rico35,0.909443072
FQatar,35,FQatar35,0.676281743
FRomania,35,FRomania35,0.938763637
FRussian Federation,35,FRussian Federation35,0.779716351
FRwanda,35,FRwanda35,1.26337065
FRéunion,35,FRéunion35,1.26337065
FSaint Barthélemy,35,FSaint Barthélemy35,0.909443072
FSaint Helena,35,FSaint Helena35,0.636039023
FSaint Kitts And Nevis,35,FSaint Kitts And Nevis35,0.909443072
FSaint Lucia,35,FSaint Lucia35,0.909443072
FSaint Martin,35,FSaint Martin35,0.909443072
FSaint Pierre And Miquelon,35,FSaint Pierre And Miquelon35,1.090242602
FSaint Vincent And The Grenadines,35,FSaint Vincent And The Grenadines35,0.909443072
FSamoa,35,FSamoa35,0.71033359
FSan Marino,35,FSan Marino35,1.198380688
FSao Tome and Principe,35,FSao Tome and Principe35,0.636039023
FSaudi Arabia,35,FSaudi Arabia35,0.516279469
FSenegal,35,FSenegal35,0.636039023
FSerbia,35,FSerbia35,1.148153253
FSeychelles,35,FSeychelles35,1.26337065
FSierra Leone,35,FSierra Leone35,0.636039023
FSingapore,35,FSingapore35,0.829012126
FSlovakia,35,FSlovakia35,0.889526463
FSlovenia,35,FSlovenia35,1.090260604
FSolomon Islands,35,FSolomon Islands35,0.71033359
FSomalia,35,FSomalia35,1.26337065
FSouth Africa,35,FSouth Africa35,0.392258761
FSouth Georgia and the South Sandwich Islands,35,FSouth Georgia and the South Sandwich Islands35,0.392258761
FSpain,35,FSpain35,0.964957393
FSri Lanka,35,FSri Lanka35,0.503704911
FSudan,35,FSudan35,0.636039023
FSuriname,35,FSuriname35,0.876189616
FSvalbard And Jan Mayen,35,FSvalbard And Jan Mayen35,1.083950694
FSwaziland,35,FSwaziland35,0.392258761
FSweden,35,FSweden35,0.949010294
FSwitzerland,35,FSwitzerland35,0.97418966
FSyrian Arab Republic,35,FSyrian Arab Republic35,0.749710393
"FTaiwan, Province Of China",35,"FTaiwan, Province Of China35",0.737455296
FTajikistan,35,FTajikistan35,0.503704911
"FTanzania, United Republic of",35,"FTanzania, United Republic of35",1.26337065
FThailand,35,FThailand35,0.680281885
FTimor-Leste,35,FTimor-Leste35,0.829012126
FTogo,35,FTogo35,0.636039023
FTokelau,35,FTokelau35,0.71033359
FTonga,35,FTonga35,0.71033359
FTrinidad and Tobago,35,FTrinidad and Tobago35,0.909443072
FTunisia,35,FTunisia35,0.523954609
FTurkey,35,FTurkey35,0.78565289
FTurkmenistan,35,FTurkmenistan35,0.503704911
FTurks and Caicos Islands,35,FTurks and Caicos Islands35,0.909443072
FTuvalu,35,FTuvalu35,0.71033359
FUganda,35,FUganda35,1.26337065
FUkraine,35,FUkraine35,0.932985894
FUnited Arab Emirates,35,FUnited Arab Emirates35,0.516279469
FUnited Kingdom,35,FUnited Kingdom35,1
FUnited States,35,FUnited States35,1.194811247
FUnited States Minor Outlying Islands,35,FUnited States Minor Outlying Islands35,1.194811247
FUruguay,35,FUruguay35,1.061036408
FUzbekistan,35,FUzbekistan35,0.503704911
FVanuatu,35,FVanuatu35,0.71033359
FVenezuela,35,FVenezuela35,0.876189616
