StateCounty,Occ.0,Occ.1,Occ.2,Occ.3,Occ.4,Occ.5,Occ.6,Occ.7,Occ.8,Occ.9,Occ.10,Occ.11,Occ.12,Occ.13,Occ.14,Occ.15,Occ.16,Occ.17,Occ.18,Occ.19,Occ.20,Occ.21,Occ.22,Occ.23,Occ.24,Occ.25,Occ.26,Occ.27,Occ.28,Occ.29,Occ.30,Occ.31,Occ.32,Occ.33,Occ.34,Occ.35,Occ.36,Occ.37,Occ.38,Occ.39,Occ.40,Occ.41,Occ.42,Occ.43,Occ.44,Occ.47,Occ.48,Occ.49,Occ.50,Occ.51,Occ.52,Occ.53,Occ.54
ORGrant County,1.45104,0.84647,1.85563,2.69718,1.85563,0.08523,0.08523,-0.10460,-0.10460,-0.10460,0.08523,0.08660,0.79367,0.79367,0.79367,0.79367,0.79367,0.79367,0.79367,0.79367,2.86079,0.79367,1.75067,-0.10460,-0.10460,2.61349,0.79367,0.78948,0.78948,0.78948,0.78948,0.78948,0.78948,0.78948,0.78948,0.71729,0.78948,0.00000,0.78948,1.41408,1.41408,1.41408,1.89592,1.69515,4.49156,1.94520,0.08523,-0.10460,-0.10460,2.69718,2.69718,0.00000,-0.10460
ORHarney County,1.08073,0.68684,1.38213,1.92500,1.38213,0.06068,0.06068,-0.07501,-0.07501,-0.07501,0.06068,-0.02517,0.53996,0.53996,0.53996,0.53996,0.53996,0.53996,0.53996,0.53996,2.09513,0.53996,1.26210,-0.07501,-0.07501,1.86184,0.53996,0.53515,0.53515,0.53515,0.53515,0.53515,0.53515,0.53515,0.53515,0.48139,0.53515,0.00000,0.53515,1.11119,1.11119,1.11119,1.41389,1.25637,3.33393,1.38880,0.06068,-0.07501,-0.07501,1.92500,1.92500,0.00000,-0.07501
ORHood River County,-0.01486,0.11884,0.11884,0.08181,0.11884,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.24801,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,0.27645,-0.02000,0.11299,0.00000,0.00000,0.03130,-0.02000,-0.04623,-0.04623,-0.04623,-0.04623,-0.04623,-0.04623,-0.04623,-0.04623,-0.01363,-0.04623,0.00000,-0.04623,0.11884,0.11884,0.11884,0.11925,0.11884,0.38570,0.11884,0.00000,0.00000,0.00000,0.08181,0.08181,0.00000,0.00000
ORJackson County,0.09311,0.23497,0.26522,0.23884,0.26522,0.00372,0.00372,-0.00454,-0.00454,-0.00454,0.00372,-0.27487,0.01238,0.01238,0.01238,0.01238,0.01238,0.01238,0.01238,0.01238,0.57443,0.01238,0.24948,-0.00454,-0.00454,0.15446,0.01238,-0.06050,-0.06050,-0.06050,-0.06050,-0.06050,-0.06050,-0.06050,-0.06050,0.05944,-0.06050,0.00000,-0.06050,0.26462,0.26462,0.26462,0.26786,0.25733,0.80696,0.26516,0.00372,-0.00454,-0.00454,0.23884,0.23884,0.00000,-0.00454
ORJefferson County,0.00588,0.12176,0.13621,0.11668,0.13621,0.00146,0.00146,-0.00180,-0.00180,-0.00180,0.00146,-0.23769,-0.00698,-0.00698,-0.00698,-0.00698,-0.00698,-0.00698,-0.00698,-0.00698,0.26913,-0.00698,0.12869,-0.00180,-0.00180,0.07519,-0.00698,-0.01008,-0.01008,-0.01008,-0.01008,-0.01008,-0.01008,-0.01008,-0.01008,-0.00979,-0.01008,0.00000,-0.01008,0.13271,0.13271,0.13271,0.13735,0.13306,0.40152,0.13605,0.00146,-0.00180,-0.00180,0.11668,0.11668,0.00000,-0.00180
ORJosephine County,-0.02255,0.11909,0.11909,0.07774,0.11909,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.26427,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,0.25049,-0.02000,0.11408,0.00000,0.00000,0.03532,-0.02000,-0.02888,-0.02888,-0.02888,-0.02888,-0.02888,-0.02888,-0.02888,-0.02888,-0.01944,-0.02888,0.00000,-0.02888,0.11909,0.11909,0.11909,0.11944,0.11909,0.35468,0.11909,0.00000,0.00000,0.00000,0.07774,0.07774,0.00000,0.00000
ORKlamath County,0.17462,0.25780,0.36074,0.39663,0.36074,0.00986,0.00986,-0.01220,-0.01220,-0.01220,0.00986,-0.26274,0.06872,0.06872,0.06872,0.06872,0.06872,0.06872,0.06872,0.06872,0.62913,0.06872,0.33542,-0.01220,-0.01220,0.33996,0.06872,0.04704,0.04704,0.04704,0.04704,0.04704,0.04704,0.04704,0.04704,0.07667,0.04704,0.00000,0.04704,0.33033,0.33033,0.33033,0.36647,0.33957,0.94451,0.35959,0.00986,-0.01220,-0.01220,0.39663,0.39663,0.00000,-0.01220
ORLake County,1.35891,0.81872,1.76916,2.49977,1.76916,0.07871,0.07871,-0.09708,-0.09708,-0.09708,0.07871,0.03787,0.72138,0.72138,0.72138,0.72138,0.72138,0.72138,0.72138,0.72138,2.67890,0.72138,1.62674,-0.09708,-0.09708,2.42137,0.72138,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.65223,0.71646,0.00000,0.71646,1.34992,1.34992,1.34992,1.80846,1.61269,4.22883,1.80197,0.07871,-0.09708,-0.09708,2.49977,2.49977,0.00000,-0.09708
ORLane County,0.52153,0.46368,0.61499,0.80001,0.61499,0.02509,0.02509,-0.03017,-0.03017,-0.03017,0.02509,-0.19280,0.19252,0.19252,0.19252,0.19252,0.19252,0.19252,0.19252,0.19252,0.98395,0.19252,0.57253,-0.03017,-0.03017,0.75035,0.19252,0.18973,0.18973,0.18973,0.18973,0.18973,0.18973,0.18973,0.18973,0.16906,0.18973,0.00000,0.18973,0.67796,0.67796,0.67796,0.62823,0.56276,1.59767,0.61745,0.02509,-0.03017,-0.03017,0.80001,0.80001,0.00000,-0.03017
ORLincoln County,2.97553,1.99870,2.80187,3.95135,2.80187,0.13431,0.13431,-0.16145,-0.16145,-0.16145,0.13431,0.16937,1.11690,1.11690,1.11690,1.11690,1.11690,1.11690,1.11690,1.11690,4.26287,1.11690,2.59639,-0.16145,-0.16145,3.86356,1.11690,1.10139,1.10139,1.10139,1.10139,1.10139,1.10139,1.10139,1.10139,1.04077,1.10139,0.00000,1.10139,3.14966,3.14966,3.14966,2.87120,2.52239,7.07652,2.81544,0.13431,-0.16145,-0.16145,3.95135,3.95135,0.00000,-0.16145
ORLinn County,-0.03009,0.10874,0.10874,0.07445,0.10874,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.26781,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,0.22788,-0.02000,0.10381,0.00000,0.00000,0.03297,-0.02000,-0.02188,-0.02188,-0.02188,-0.02188,-0.02188,-0.02188,-0.02188,-0.02188,-0.03077,-0.02188,0.00000,-0.02188,0.10874,0.10874,0.10874,0.10908,0.10874,0.33617,0.10874,0.00000,0.00000,0.00000,0.07445,0.07445,0.00000,0.00000
ORMalheur County,1.54293,1.00252,1.78319,2.49084,1.78319,0.08050,0.08050,-0.09892,-0.09892,-0.09892,0.08050,0.01183,0.69863,0.69863,0.69863,0.69863,0.69863,0.69863,0.69863,0.69863,2.69078,0.69863,1.62904,-0.09892,-0.09892,2.42147,0.69863,0.69685,0.69685,0.69685,0.69685,0.69685,0.69685,0.69685,0.69685,0.62088,0.69685,0.00000,0.69685,1.61009,1.61009,1.61009,1.82620,1.61261,4.34923,1.77976,0.08050,-0.09892,-0.09892,2.49084,2.49084,0.00000,-0.09892
ORMarion County,-0.03433,0.12838,0.12838,0.08774,0.12838,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.27766,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,0.27356,-0.02000,0.12251,0.00000,0.00000,0.03811,-0.02000,-0.02976,-0.02976,-0.02976,-0.02976,-0.02976,-0.02976,-0.02976,-0.02976,-0.01746,-0.02976,0.00000,-0.02976,0.12838,0.12838,0.12838,0.12879,0.12838,0.39904,0.12838,0.00000,0.00000,0.00000,0.08774,0.08774,0.00000,0.00000
ORMorrow County,0.42016,0.33368,0.59908,0.79471,0.59908,0.02421,0.02421,-0.03003,-0.03003,-0.03003,0.02421,-0.17448,0.19961,0.19961,0.19961,0.19961,0.19961,0.19961,0.19961,0.19961,0.92222,0.19961,0.54698,-0.03003,-0.03003,0.75622,0.19961,0.20638,0.20638,0.20638,0.20638,0.20638,0.20638,0.20638,0.20638,0.15322,0.20638,0.00000,0.20638,0.50779,0.50779,0.50779,0.61229,0.54709,1.47663,0.59586,0.02421,-0.03003,-0.03003,0.79471,0.79471,0.00000,-0.03003
ORMultnomah County,-0.13468,0.11428,0.11428,0.08011,0.11428,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.27651,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,0.24527,-0.02000,0.10882,0.00000,0.00000,0.03395,-0.02000,-0.02575,-0.02575,-0.02575,-0.02575,-0.02575,-0.02575,-0.02575,-0.02575,-0.03028,-0.02575,0.00000,-0.02575,0.11428,0.11428,0.11428,0.11466,0.11428,0.36371,0.11428,0.00000,0.00000,0.00000,0.08011,0.08011,0.00000,0.00000
ORPolk County,-0.03168,0.12435,0.12435,0.07868,0.12435,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.29452,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,0.24187,-0.02000,0.11967,0.00000,0.00000,0.03991,-0.02000,-0.01651,-0.01651,-0.01651,-0.01651,-0.01651,-0.01651,-0.01651,-0.01651,-0.02801,-0.01651,0.00000,-0.01651,0.12435,0.12435,0.12435,0.12467,0.12435,0.34916,0.12435,0.00000,0.00000,0.00000,0.07868,0.07868,0.00000,0.00000
ORSherman County,0.11648,0.19260,0.24095,0.26810,0.24095,0.00553,0.00553,-0.00677,-0.00677,-0.00677,0.00553,-0.22706,0.02850,0.02850,0.02850,0.02850,0.02850,0.02850,0.02850,0.02850,0.48939,0.02850,0.22307,-0.00677,-0.00677,0.19431,0.02850,-0.00408,-0.00408,-0.00408,-0.00408,-0.00408,-0.00408,-0.00408,-0.00408,0.03732,-0.00408,0.00000,-0.00408,0.23570,0.23570,0.23570,0.24449,0.22916,0.76153,0.24068,0.00553,-0.00677,-0.00677,0.26810,0.26810,0.00000,-0.00677
ORTillamook County,-0.02181,0.08382,0.08382,0.05577,0.08382,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.23244,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,0.17296,-0.02000,0.08023,0.00000,0.00000,0.02562,-0.02000,-0.01639,-0.01639,-0.01639,-0.01639,-0.01639,-0.01639,-0.01639,-0.01639,-0.03656,-0.01639,0.00000,-0.01639,0.08382,0.08382,0.08382,0.08407,0.08382,0.25151,0.08382,0.00000,0.00000,0.00000,0.05577,0.05577,0.00000,0.00000
ORUmatilla County,1.40408,0.88044,1.76960,2.46850,1.76960,0.07819,0.07819,-0.09674,-0.09674,-0.09674,0.07819,0.00268,0.69870,0.69870,0.69870,0.69870,0.69870,0.69870,0.69870,0.69870,2.66200,0.69870,1.61417,-0.09674,-0.09674,2.39628,0.69870,0.69803,0.69803,0.69803,0.69803,0.69803,0.69803,0.69803,0.69803,0.62269,0.69803,0.00000,0.69803,1.43258,1.43258,1.43258,1.81093,1.60606,4.24234,1.77344,0.07819,-0.09674,-0.09674,2.46850,2.46850,0.00000,-0.09674
ORUnion County,1.80015,0.97684,2.37297,3.43845,2.37297,0.10852,0.10852,-0.13329,-0.13329,-0.13329,0.10852,0.18090,1.03350,1.03350,1.03350,1.03350,1.03350,1.03350,1.03350,1.03350,3.58811,1.03350,2.21329,-0.13329,-0.13329,3.34458,1.03350,1.03276,1.03276,1.03276,1.03276,1.03276,1.03276,1.03276,1.03276,0.94118,1.03276,0.00000,1.03276,1.67713,1.67713,1.67713,2.42256,2.17261,5.58387,2.47607,0.10852,-0.13329,-0.13329,3.43845,3.43845,0.00000,-0.13329
ORWallowa County,1.23756,0.71682,1.70561,2.44329,1.70561,0.07614,0.07614,-0.09349,-0.09349,-0.09349,0.07614,0.04083,0.72206,0.72206,0.72206,0.72206,0.72206,0.72206,0.72206,0.72206,2.60217,0.72206,1.59410,-0.09349,-0.09349,2.36186,0.72206,0.72085,0.72085,0.72085,0.72085,0.72085,0.72085,0.72085,0.72085,0.65953,0.72085,0.00000,0.72085,1.20094,1.20094,1.20094,1.74015,1.56629,4.03827,1.78256,0.07614,-0.09349,-0.09349,2.44329,2.44329,0.00000,-0.09349
ORWasco County,0.01898,0.14068,0.15213,0.12874,0.15213,0.00123,0.00123,-0.00151,-0.00151,-0.00151,0.00123,-0.26189,-0.00911,-0.00911,-0.00911,-0.00911,-0.00911,-0.00911,-0.00911,-0.00911,0.31748,-0.00911,0.14345,-0.00151,-0.00151,0.07318,-0.00911,-0.02089,-0.02089,-0.02089,-0.02089,-0.02089,-0.02089,-0.02089,-0.02089,-0.00427,-0.02089,0.00000,-0.02089,0.15010,0.15010,0.15010,0.15326,0.14949,0.48027,0.15204,0.00123,-0.00151,-0.00151,0.12874,0.12874,0.00000,-0.00151
ORWashington County,-0.03392,0.12668,0.12668,0.09043,0.12668,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.28097,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,0.27978,-0.02000,0.12033,0.00000,0.00000,0.03652,-0.02000,-0.03333,-0.03333,-0.03333,-0.03333,-0.03333,-0.03333,-0.03333,-0.03333,-0.02139,-0.03333,0.00000,-0.03333,0.12668,0.12668,0.12668,0.12712,0.12668,0.41402,0.12668,0.00000,0.00000,0.00000,0.09043,0.09043,0.00000,0.00000
ORWheeler County,0.35770,0.33374,0.50924,0.63788,0.50924,0.01821,0.01821,-0.02244,-0.02244,-0.02244,0.01821,-0.20254,0.14162,0.14162,0.14162,0.14162,0.14162,0.14162,0.14162,0.14162,0.85120,0.14162,0.47004,-0.02244,-0.02244,0.57745,0.14162,0.12200,0.12200,0.12200,0.12200,0.12200,0.12200,0.12200,0.12200,0.13317,0.12200,0.00000,0.12200,0.47119,0.47119,0.47119,0.51956,0.47009,1.31951,0.50747,0.01821,-0.02244,-0.02244,0.63788,0.63788,0.00000,-0.02244
ORYamhill County,-0.02951,0.12128,0.12128,0.07943,0.12128,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.28563,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,-0.02000,0.24640,-0.02000,0.11628,0.00000,0.00000,0.03754,-0.02000,-0.02189,-0.02189,-0.02189,-0.02189,-0.02189,-0.02189,-0.02189,-0.02189,-0.02728,-0.02189,0.00000,-0.02189,0.12128,0.12128,0.12128,0.12163,0.12128,0.35688,0.12128,0.00000,0.00000,0.00000,0.07943,0.07943,0.00000,0.00000
PAAdams County,0.28336,0.23589,0.19581,0.41895,0.19581,0.01190,0.01190,-0.01468,-0.01468,-0.01468,0.01190,-0.18424,0.08679,0.08679,0.08679,0.08679,0.08679,0.08679,0.08679,0.08679,0.54764,0.08679,0.30759,-0.01468,-0.01468,0.38043,0.08679,0.08867,0.08867,0.08867,0.08867,0.08867,0.08867,0.08867,0.08867,0.05228,0.08867,0.00000,0.08867,0.33068,0.33068,0.33068,0.19976,0.18098,0.79740,0.33311,0.01190,-0.01468,-0.01468,0.41895,0.41895,0.00000,-0.01468
PAAllegheny County,0.49156,0.46358,0.37478,0.92995,0.37478,0.02799,0.02799,-0.03468,-0.03468,-0.03468,0.02799,-0.18174,0.23646,0.23646,0.23646,0.23646,0.23646,0.23646,0.23646,0.23646,1.09218,0.23646,0.63762,-0.03468,-0.03468,0.87714,0.23646,0.23386,0.23386,0.23386,0.23386,0.23386,0.23386,0.23386,0.23386,0.16606,0.23386,0.00000,0.23386,0.68543,0.68543,0.68543,0.38390,0.33929,1.59694,0.69649,0.02799,-0.03468,-0.03468,0.92995,0.92995,0.00000,-0.03468
PAArmstrong County,0.60908,0.42902,0.34197,0.88135,0.34197,0.02700,0.02700,-0.03339,-0.03339,-0.03339,0.02700,-0.15477,0.22380,0.22380,0.22380,0.22380,0.22380,0.22380,0.22380,0.22380,1.02374,0.22380,0.60106,-0.03339,-0.03339,0.83692,0.22380,0.22442,0.22442,0.22442,0.22442,0.22442,0.22442,0.22442,0.22442,0.15483,0.22442,0.00000,0.22442,0.64360,0.64360,0.64360,0.35062,0.30808,1.49226,0.65408,0.02700,-0.03339,-0.03339,0.88135,0.88135,0.00000,-0.03339
PABeaver County,0.52901,0.39406,0.32171,0.78298,0.32171,0.02347,0.02347,-0.02904,-0.02904,-0.02904,0.02347,-0.16734,0.19517,0.19517,0.19517,0.19517,0.19517,0.19517,0.19517,0.19517,0.92986,0.19517,0.54163,-0.02904,-0.02904,0.73677,0.19517,0.19401,0.19401,0.19401,0.19401,0.19401,0.19401,0.19401,0.19401,0.13865,0.19401,0.00000,0.19401,0.58195,0.58195,0.58195,0.32935,0.29206,1.35632,0.59121,0.02347,-0.02904,-0.02904,0.78298,0.78298,0.00000,-0.02904
PABedford County,0.43898,0.33041,0.26958,0.63964,0.26958,0.01907,0.01907,-0.02354,-0.02354,-0.02354,0.01907,-0.17740,0.15222,0.15222,0.15222,0.15222,0.15222,0.15222,0.15222,0.15222,0.77868,0.15222,0.44957,-0.02354,-0.02354,0.59755,0.15222,0.15266,0.15266,0.15266,0.15266,0.15266,0.15266,0.15266,0.15266,0.10043,0.15266,0.00000,0.15266,0.48202,0.48202,0.48202,0.27577,0.24569,1.12953,0.48906,0.01907,-0.02354,-0.02354,0.63964,0.63964,0.00000,-0.02354
PABerks County,0.40112,0.31979,0.26849,0.63280,0.26849,0.01899,0.01899,-0.02335,-0.02335,-0.02335,0.01899,-0.15900,0.15352,0.15352,0.15352,0.15352,0.15352,0.15352,0.15352,0.15352,0.76354,0.15352,0.44518,-0.02335,-0.02335,0.59396,0.15352,0.15497,0.15497,0.15497,0.15497,0.15497,0.15497,0.15497,0.15497,0.10659,0.15497,0.00000,0.15497,0.46838,0.46838,0.46838,0.27460,0.24485,1.09659,0.48545,0.01899,-0.02335,-0.02335,0.63280,0.63280,0.00000,-0.02335
PABlair County,0.40822,0.32695,0.26606,0.63528,0.26606,0.01899,0.01899,-0.02343,-0.02343,-0.02343,0.01899,-0.17343,0.15132,0.15132,0.15132,0.15132,0.15132,0.15132,0.15132,0.15132,0.77200,0.15132,0.44510,-0.02343,-0.02343,0.59338,0.15132,0.15131,0.15131,0.15131,0.15131,0.15131,0.15131,0.15131,0.15131,0.09886,0.15131,0.00000,0.15131,0.47688,0.47688,0.47688,0.27222,0.24230,1.11790,0.48450,0.01899,-0.02343,-0.02343,0.63528,0.63528,0.00000,-0.02343
PABradford County,0.36070,0.28622,0.22902,0.52584,0.22902,0.01552,0.01552,-0.01912,-0.01912,-0.01912,0.01552,-0.18672,0.11831,0.11831,0.11831,0.11831,0.11831,0.11831,0.11831,0.11831,0.65872,0.11831,0.37677,-0.01912,-0.01912,0.48688,0.11831,0.11966,0.11966,0.11966,0.11966,0.11966,0.11966,0.11966,0.11966,0.07017,0.11966,0.00000,0.11966,0.41089,0.41089,0.41089,0.23404,0.20976,0.95083,0.40819,0.01552,-0.01912,-0.01912,0.52584,0.52584,0.00000,-0.01912
PABucks County,0.69710,0.49972,0.39358,1.04118,0.39358,0.03229,0.03229,-0.03985,-0.03985,-0.03985,0.03229,-0.13658,0.27069,0.27069,0.27069,0.27069,0.27069,0.27069,0.27069,0.27069,1.19524,0.27069,0.70352,-0.03985,-0.03985,0.99212,0.27069,0.26762,0.26762,0.26762,0.26762,0.26762,0.26762,0.26762,0.26762,0.19318,0.26762,0.00000,0.26762,0.75501,0.75501,0.75501,0.40384,0.35327,1.72998,0.76629,0.03229,-0.03985,-0.03985,1.04118,1.04118,0.00000,-0.03985
PAButler County,0.68757,0.47779,0.38446,0.99214,0.38446,0.03040,0.03040,-0.03759,-0.03759,-0.03759,0.03040,-0.15189,0.25745,0.25745,0.25745,0.25745,0.25745,0.25745,0.25745,0.25745,1.14044,0.25745,0.67248,-0.03759,-0.03759,0.94363,0.25745,0.25735,0.25735,0.25735,0.25735,0.25735,0.25735,0.25735,0.25735,0.18250,0.25735,0.00000,0.25735,0.72043,0.72043,0.72043,0.39423,0.34619,1.66341,0.73423,0.03040,-0.03759,-0.03759,0.99214,0.99214,0.00000,-0.03759
PACambria County,0.43664,0.33466,0.27393,0.65584,0.27393,0.01961,0.01961,-0.02422,-0.02422,-0.02422,0.01961,-0.17478,0.15741,0.15741,0.15741,0.15741,0.15741,0.15741,0.15741,0.15741,0.79236,0.15741,0.45921,-0.02422,-0.02422,0.61446,0.15741,0.15887,0.15887,0.15887,0.15887,0.15887,0.15887,0.15887,0.15887,0.10423,0.15887,0.00000,0.15887,0.48963,0.48963,0.48963,0.28030,0.24931,1.15130,0.49975,0.01961,-0.02422,-0.02422,0.65584,0.65584,0.00000,-0.02422
PACameron County,0.45639,0.33642,0.27385,0.66740,0.27385,0.02015,0.02015,-0.02479,-0.02479,-0.02479,0.02015,-0.17130,0.16204,0.16204,0.16204,0.16204,0.16204,0.16204,0.16204,0.16204,0.79777,0.16204,0.46389,-0.02479,-0.02479,0.62605,0.16204,0.16453,0.16453,0.16453,0.16453,0.16453,0.16453,0.16453,0.16453,0.10263,0.16453,0.00000,0.16453,0.49605,0.49605,0.49605,0.28032,0.24881,1.15306,0.50522,0.02015,-0.02479,-0.02479,0.66740,0.66740,0.00000,-0.02479
PACarbon County,0.39662,0.30004,0.24461,0.57445,0.24461,0.01712,0.01712,-0.02108,-0.02108,-0.02108,0.01712,-0.16235,0.13464,0.13464,0.13464,0.13464,0.13464,0.13464,0.13464,0.13464,0.70213,0.13464,0.40580,-0.02108,-0.02108,0.53579,0.13464,0.13705,0.13705,0.13705,0.13705,0.13705,0.13705,0.13705,0.13705,0.09023,0.13705,0.00000,0.13705,0.43655,0.43655,0.43655,0.25013,0.22332,1.01352,0.44128,0.01712,-0.02108,-0.02108,0.57445,0.57445,0.00000,-0.02108
PACentre County,0.34068,0.27472,0.23567,0.52681,0.23567,0.01544,0.01544,-0.01894,-0.01894,-0.01894,0.01544,-0.17617,0.12143,0.12143,0.12143,0.12143,0.12143,0.12143,0.12143,0.12143,0.66067,0.12143,0.37742,-0.01894,-0.01894,0.48611,0.12143,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.07885,0.11995,0.00000,0.11995,0.39492,0.39492,0.39492,0.24067,0.21657,0.95383,0.41155,0.01544,-0.01894,-0.01894,0.52681,0.52681,0.00000,-0.01894
PAChester County,0.59782,0.42026,0.34508,0.87582,0.34508,0.02692,0.02692,-0.03316,-0.03316,-0.03316,0.02692,-0.14303,0.22528,0.22528,0.22528,0.22528,0.22528,0.22528,0.22528,0.22528,1.01409,0.22528,0.59846,-0.03316,-0.03316,0.83274,0.22528,0.22593,0.22593,0.22593,0.22593,0.22593,0.22593,0.22593,0.22593,0.16000,0.22593,0.00000,0.22593,0.63185,0.63185,0.63185,0.35367,0.31143,1.46201,0.65359,0.02692,-0.03316,-0.03316,0.87582,0.87582,0.00000,-0.03316
PAClarion County,0.54892,0.39465,0.31730,0.79829,0.31730,0.02431,0.02431,-0.03005,-0.03005,-0.03005,0.02431,-0.16822,0.19962,0.19962,0.19962,0.19962,0.19962,0.19962,0.19962,0.19962,0.93686,0.19962,0.55004,-0.03005,-0.03005,0.75644,0.19962,0.20204,0.20204,0.20204,0.20204,0.20204,0.20204,0.20204,0.20204,0.13381,0.20204,0.00000,0.20204,0.58758,0.58758,0.58758,0.32510,0.28682,1.36282,0.59813,0.02431,-0.03005,-0.03005,0.79829,0.79829,0.00000,-0.03005
PAClearfield County,0.44342,0.32859,0.26878,0.64895,0.26878,0.01950,0.01950,-0.02405,-0.02405,-0.02405,0.01950,-0.16919,0.15626,0.15626,0.15626,0.15626,0.15626,0.15626,0.15626,0.15626,0.78152,0.15626,0.45262,-0.02405,-0.02405,0.60820,0.15626,0.15720,0.15720,0.15720,0.15720,0.15720,0.15720,0.15720,0.15720,0.10171,0.15720,0.00000,0.15720,0.48286,0.48286,0.48286,0.27509,0.24439,1.13139,0.49296,0.01950,-0.02405,-0.02405,0.64895,0.64895,0.00000,-0.02405
PAClinton County,0.40149,0.30011,0.25929,0.59374,0.25929,0.01774,0.01774,-0.02161,-0.02161,-0.02161,0.01774,-0.16865,0.14404,0.14404,0.14404,0.14404,0.14404,0.14404,0.14404,0.14404,0.72354,0.14404,0.42065,-0.02161,-0.02161,0.55229,0.14404,0.14463,0.14463,0.14463,0.14463,0.14463,0.14463,0.14463,0.14463,0.09451,0.14463,0.00000,0.14463,0.43861,0.43861,0.43861,0.26488,0.23776,1.04076,0.45980,0.01774,-0.02161,-0.02161,0.59374,0.59374,0.00000,-0.02161
PAColumbia County,0.33361,0.26037,0.21640,0.48976,0.21640,0.01437,0.01437,-0.01768,-0.01768,-0.01768,0.01437,-0.16663,0.11018,0.11018,0.11018,0.11018,0.11018,0.11018,0.11018,0.11018,0.61376,0.11018,0.35057,-0.01768,-0.01768,0.45267,0.11018,0.11126,0.11126,0.11126,0.11126,0.11126,0.11126,0.11126,0.11126,0.07052,0.11126,0.00000,0.11126,0.37429,0.37429,0.37429,0.22109,0.19852,0.88413,0.38119,0.01437,-0.01768,-0.01768,0.48976,0.48976,0.00000,-0.01768
PACrawford County,0.79198,0.53920,0.42964,1.14166,0.42964,0.03527,0.03527,-0.04365,-0.04365,-0.04365,0.03527,-0.14036,0.30092,0.30092,0.30092,0.30092,0.30092,0.30092,0.30092,0.30092,1.29432,0.30092,0.76591,-0.04365,-0.04365,1.09037,0.30092,0.30063,0.30063,0.30063,0.30063,0.30063,0.30063,0.30063,0.30063,0.21528,0.30063,0.00000,0.30063,0.82024,0.82024,0.82024,0.44095,0.38518,1.89126,0.83624,0.03527,-0.04365,-0.04365,1.14166,1.14166,0.00000,-0.04365
PACumberland County,0.21732,0.21718,0.18279,0.37501,0.18279,0.01045,0.01045,-0.01289,-0.01289,-0.01289,0.01045,-0.18873,0.07412,0.07412,0.07412,0.07412,0.07412,0.07412,0.07412,0.07412,0.50255,0.07412,0.28006,-0.01289,-0.01289,0.33756,0.07412,0.07563,0.07563,0.07563,0.07563,0.07563,0.07563,0.07563,0.07563,0.04251,0.07563,0.00000,0.07563,0.29946,0.29946,0.29946,0.18630,0.16974,0.73107,0.30316,0.01045,-0.01289,-0.01289,0.37501,0.37501,0.00000,-0.01289
PADauphin County,0.15727,0.20681,0.17439,0.35282,0.17439,0.00975,0.00975,-0.01202,-0.01202,-0.01202,0.00975,-0.18595,0.06758,0.06758,0.06758,0.06758,0.06758,0.06758,0.06758,0.06758,0.47904,0.06758,0.26531,-0.01202,-0.01202,0.31574,0.06758,0.06888,0.06888,0.06888,0.06888,0.06888,0.06888,0.06888,0.06888,0.03847,0.06888,0.00000,0.06888,0.28332,0.28332,0.28332,0.17766,0.16224,0.69706,0.28684,0.00975,-0.01202,-0.01202,0.35282,0.35282,0.00000,-0.01202
