StateCounty,Occ.0,Occ.1,Occ.2,Occ.3,Occ.4,Occ.5,Occ.6,Occ.7,Occ.8,Occ.9,Occ.10,Occ.11,Occ.12,Occ.13,Occ.14,Occ.15,Occ.16,Occ.17,Occ.18,Occ.19,Occ.20,Occ.21,Occ.22,Occ.23,Occ.24,Occ.25,Occ.26,Occ.27,Occ.28,Occ.29,Occ.30,Occ.31,Occ.32,Occ.33,Occ.34,Occ.35,Occ.36,Occ.37,Occ.38,Occ.39,Occ.40,Occ.41,Occ.42,Occ.43,Occ.44,Occ.47,Occ.48,Occ.49,Occ.50,Occ.51,Occ.52,Occ.53,Occ.54
NEPawnee County,0.62947,0.41516,0.86158,1.18170,0.86158,0.03698,0.03698,-0.04582,-0.04582,-0.04582,0.03698,-0.09882,0.31631,0.31631,0.31631,0.31631,0.31631,0.31631,0.31631,0.31631,1.31324,0.31631,0.78696,-0.04582,-0.04582,1.13838,0.31631,0.32172,0.32172,0.32172,0.32172,0.32172,0.32172,0.32172,0.32172,0.26308,0.32172,0.00000,0.32172,0.66275,0.66275,0.66275,0.88169,0.78291,2.08007,0.85965,0.03698,-0.04582,-0.04582,1.18170,1.18170,0.00000,-0.04582
NEPerkins County,0.83571,0.51604,1.14095,1.60389,1.14095,0.05061,0.05061,-0.06236,-0.06236,-0.06236,0.05061,-0.04898,0.44940,0.44940,0.44940,0.44940,0.44940,0.44940,0.44940,0.44940,1.74273,0.44940,1.05760,-0.06236,-0.06236,1.55069,0.44940,0.45384,0.45384,0.45384,0.45384,0.45384,0.45384,0.45384,0.45384,0.38547,0.45384,0.00000,0.45384,0.84526,0.84526,0.84526,1.16715,1.03796,2.75260,1.16180,0.05061,-0.06236,-0.06236,1.60389,1.60389,0.00000,-0.06236
NEPhelps County,0.82415,0.51696,1.12138,1.56097,1.12138,0.04917,0.04917,-0.06088,-0.06088,-0.06088,0.04917,-0.06016,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,1.70407,0.43098,1.02799,-0.06088,-0.06088,1.50993,0.43098,0.43455,0.43455,0.43455,0.43455,0.43455,0.43455,0.43455,0.43455,0.36785,0.43455,0.00000,0.43455,0.84124,0.84124,0.84124,1.14760,1.01842,2.69727,1.12641,0.04917,-0.06088,-0.06088,1.56097,1.56097,0.00000,-0.06088
NEPierce County,0.66174,0.43348,0.89148,1.22428,0.89148,0.03840,0.03840,-0.04759,-0.04759,-0.04759,0.03840,-0.08542,0.32809,0.32809,0.32809,0.32809,0.32809,0.32809,0.32809,0.32809,1.36107,0.32809,0.81428,-0.04759,-0.04759,1.17969,0.32809,0.33118,0.33118,0.33118,0.33118,0.33118,0.33118,0.33118,0.33118,0.27798,0.33118,0.00000,0.33118,0.69242,0.69242,0.69242,0.91246,0.80943,2.15565,0.88859,0.03840,-0.04759,-0.04759,1.22428,1.22428,0.00000,-0.04759
NEPlatte County,0.65506,0.42499,0.88901,1.22469,0.88901,0.03841,0.03841,-0.04761,-0.04761,-0.04761,0.03841,-0.07912,0.32929,0.32929,0.32929,0.32929,0.32929,0.32929,0.32929,0.32929,1.35546,0.32929,0.81165,-0.04761,-0.04761,1.18043,0.32929,0.33328,0.33328,0.33328,0.33328,0.33328,0.33328,0.33328,0.33328,0.27913,0.33328,0.00000,0.33328,0.68211,0.68211,0.68211,0.90991,0.80719,2.15040,0.88688,0.03841,-0.04761,-0.04761,1.22469,1.22469,0.00000,-0.04761
NEPolk County,0.67469,0.43572,0.91497,1.26107,0.91497,0.03961,0.03961,-0.04910,-0.04910,-0.04910,0.03961,-0.07603,0.34023,0.34023,0.34023,0.34023,0.34023,0.34023,0.34023,0.34023,1.39200,0.34023,0.83508,-0.04910,-0.04910,1.21694,0.34023,0.34477,0.34477,0.34477,0.34477,0.34477,0.34477,0.34477,0.34477,0.28892,0.34477,0.00000,0.34477,0.70067,0.70067,0.70067,0.93651,0.83056,2.20884,0.91256,0.03961,-0.04910,-0.04910,1.26107,1.26107,0.00000,-0.04910
NERed Willow County,0.78565,0.49453,1.07023,1.49557,1.07023,0.04706,0.04706,-0.05804,-0.05804,-0.05804,0.04706,-0.06426,0.41457,0.41457,0.41457,0.41457,0.41457,0.41457,0.41457,0.41457,1.63752,0.41457,0.98930,-0.05804,-0.05804,1.44333,0.41457,0.41782,0.41782,0.41782,0.41782,0.41782,0.41782,0.41782,0.41782,0.35486,0.41782,0.00000,0.41782,0.80333,0.80333,0.80333,1.09481,0.97370,2.58737,1.08546,0.04706,-0.05804,-0.05804,1.49557,1.49557,0.00000,-0.05804
NERichardson County,0.59509,0.39756,0.80998,1.10786,0.80998,0.03464,0.03464,-0.04292,-0.04292,-0.04292,0.03464,-0.10384,0.29379,0.29379,0.29379,0.29379,0.29379,0.29379,0.29379,0.29379,1.23766,0.29379,0.73996,-0.04292,-0.04292,1.06598,0.29379,0.29904,0.29904,0.29904,0.29904,0.29904,0.29904,0.29904,0.29904,0.24295,0.29904,0.00000,0.29904,0.63137,0.63137,0.63137,0.82895,0.73591,1.96080,0.80713,0.03464,-0.04292,-0.04292,1.10786,1.10786,0.00000,-0.04292
NERock County,0.88597,0.55390,1.19338,1.65696,1.19338,0.05236,0.05236,-0.06492,-0.06492,-0.06492,0.05236,-0.05220,0.45720,0.45720,0.45720,0.45720,0.45720,0.45720,0.45720,0.45720,1.80499,0.45720,1.08879,-0.06492,-0.06492,1.60529,0.45720,0.46066,0.46066,0.46066,0.46066,0.46066,0.46066,0.46066,0.46066,0.39091,0.46066,0.00000,0.46066,0.90209,0.90209,0.90209,1.22175,1.08202,2.86523,1.19109,0.05236,-0.06492,-0.06492,1.65696,1.65696,0.00000,-0.06492
NESaline County,0.75513,0.47999,1.02844,1.42469,1.02844,0.04480,0.04480,-0.05552,-0.05552,-0.05552,0.04480,-0.06875,0.38938,0.38938,0.38938,0.38938,0.38938,0.38938,0.38938,0.38938,1.56376,0.38938,0.94060,-0.05552,-0.05552,1.37654,0.38938,0.39293,0.39293,0.39293,0.39293,0.39293,0.39293,0.39293,0.39293,0.33186,0.39293,0.00000,0.39293,0.77689,0.77689,0.77689,1.05259,0.93376,2.47877,1.02941,0.04480,-0.05552,-0.05552,1.42469,1.42469,0.00000,-0.05552
NESarpy County,0.54396,0.37891,0.81202,1.09816,0.81202,0.03358,0.03358,-0.04171,-0.04171,-0.04171,0.03358,-0.13457,0.28915,0.28915,0.28915,0.28915,0.28915,0.28915,0.28915,0.28915,1.25217,0.28915,0.74038,-0.04171,-0.04171,1.04743,0.28915,0.28799,0.28799,0.28799,0.28799,0.28799,0.28799,0.28799,0.28799,0.24298,0.28799,0.00000,0.28799,0.59517,0.59517,0.59517,0.83027,0.74085,1.97715,0.81059,0.03358,-0.04171,-0.04171,1.09816,1.09816,0.00000,-0.04171
NESaunders County,0.66460,0.43281,0.90652,1.24725,0.90652,0.03903,0.03903,-0.04839,-0.04839,-0.04839,0.03903,-0.08510,0.33493,0.33493,0.33493,0.33493,0.33493,0.33493,0.33493,0.33493,1.38384,0.33493,0.82735,-0.04839,-0.04839,1.20072,0.33493,0.33824,0.33824,0.33824,0.33824,0.33824,0.33824,0.33824,0.33824,0.28374,0.33824,0.00000,0.33824,0.69338,0.69338,0.69338,0.92781,0.82325,2.19651,0.90390,0.03903,-0.04839,-0.04839,1.24725,1.24725,0.00000,-0.04839
NEScotts Bluff County,1.01992,0.62479,1.35710,1.89725,1.35710,0.06025,0.06025,-0.07467,-0.07467,-0.07467,0.06025,-0.02970,0.52938,0.52938,0.52938,0.52938,0.52938,0.52938,0.52938,0.52938,2.04965,0.52938,1.24178,-0.07467,-0.07467,1.84308,0.52938,0.53335,0.53335,0.53335,0.53335,0.53335,0.53335,0.53335,0.53335,0.45110,0.53335,0.00000,0.53335,1.02556,1.02556,1.02556,1.38962,1.22938,3.24473,1.35799,0.06025,-0.07467,-0.07467,1.89725,1.89725,0.00000,-0.07467
NESeward County,0.83234,0.51616,1.14273,1.59501,1.14273,0.05021,0.05021,-0.06216,-0.06216,-0.06216,0.05021,-0.04925,0.44258,0.44258,0.44258,0.44258,0.44258,0.44258,0.44258,0.44258,1.73582,0.44258,1.04779,-0.06216,-0.06216,1.54292,0.44258,0.44587,0.44587,0.44587,0.44587,0.44587,0.44587,0.44587,0.44587,0.38098,0.44587,0.00000,0.44587,0.84406,0.84406,0.84406,1.16933,1.03819,2.74910,1.15002,0.05021,-0.06216,-0.06216,1.59501,1.59501,0.00000,-0.06216
NESheridan County,0.96596,0.60078,1.28111,1.78254,1.28111,0.05659,0.05659,-0.07017,-0.07017,-0.07017,0.05659,-0.04817,0.49336,0.49336,0.49336,0.49336,0.49336,0.49336,0.49336,0.49336,1.93341,0.49336,1.16865,-0.07017,-0.07017,1.73036,0.49336,0.49773,0.49773,0.49773,0.49773,0.49773,0.49773,0.49773,0.49773,0.41631,0.49773,0.00000,0.49773,0.98070,0.98070,0.98070,1.31197,1.16003,3.06853,1.27645,0.05659,-0.07017,-0.07017,1.78254,1.78254,0.00000,-0.07017
NESherman County,0.78890,0.50179,1.06106,1.47337,1.06106,0.04644,0.04644,-0.05748,-0.05748,-0.05748,0.04644,-0.06859,0.40366,0.40366,0.40366,0.40366,0.40366,0.40366,0.40366,0.40366,1.61553,0.40366,0.97325,-0.05748,-0.05748,1.42409,0.40366,0.40762,0.40762,0.40762,0.40762,0.40762,0.40762,0.40762,0.40762,0.34297,0.40762,0.00000,0.40762,0.81173,0.81173,0.81173,1.08603,0.96316,2.56088,1.06434,0.04644,-0.05748,-0.05748,1.47337,1.47337,0.00000,-0.05748
NESioux County,1.05588,0.64963,1.40403,1.95978,1.40403,0.06216,0.06216,-0.07703,-0.07703,-0.07703,0.06216,-0.03358,0.54681,0.54681,0.54681,0.54681,0.54681,0.54681,0.54681,0.54681,2.12335,0.54681,1.28502,-0.07703,-0.07703,1.90260,0.54681,0.54897,0.54897,0.54897,0.54897,0.54897,0.54897,0.54897,0.54897,0.46756,0.54897,0.00000,0.54897,1.06348,1.06348,1.06348,1.43756,1.27240,3.35632,1.40512,0.06216,-0.07703,-0.07703,1.95978,1.95978,0.00000,-0.07703
NEStanton County,0.67359,0.43344,0.91628,1.26348,0.91628,0.03967,0.03967,-0.04917,-0.04917,-0.04917,0.03967,-0.07244,0.34137,0.34137,0.34137,0.34137,0.34137,0.34137,0.34137,0.34137,1.39430,0.34137,0.83598,-0.04917,-0.04917,1.21909,0.34137,0.34520,0.34520,0.34520,0.34520,0.34520,0.34520,0.34520,0.34520,0.29112,0.34520,0.00000,0.34520,0.69792,0.69792,0.69792,0.93781,0.83191,2.21122,0.91418,0.03967,-0.04917,-0.04917,1.26348,1.26348,0.00000,-0.04917
NEThayer County,0.66518,0.43210,0.90643,1.24866,0.90643,0.03916,0.03916,-0.04852,-0.04852,-0.04852,0.03916,-0.08389,0.33644,0.33644,0.33644,0.33644,0.33644,0.33644,0.33644,0.33644,1.38232,0.33644,0.82812,-0.04852,-0.04852,1.20379,0.33644,0.34004,0.34004,0.34004,0.34004,0.34004,0.34004,0.34004,0.34004,0.28385,0.34004,0.00000,0.34004,0.69355,0.69355,0.69355,0.92770,0.82318,2.19154,0.90514,0.03916,-0.04852,-0.04852,1.24866,1.24866,0.00000,-0.04852
NEThomas County,0.81246,0.51074,1.10067,1.53298,1.10067,0.04835,0.04835,-0.05984,-0.05984,-0.05984,0.04835,-0.06309,0.42293,0.42293,0.42293,0.42293,0.42293,0.42293,0.42293,0.42293,1.67233,0.42293,1.01008,-0.05984,-0.05984,1.48347,0.42293,0.42799,0.42799,0.42799,0.42799,0.42799,0.42799,0.42799,0.42799,0.35838,0.42799,0.00000,0.42799,0.83072,0.83072,0.83072,1.12648,0.99937,2.64693,1.10620,0.04835,-0.05984,-0.05984,1.53298,1.53298,0.00000,-0.05984
NEThurston County,0.52672,0.36195,0.71997,0.97918,0.71997,0.03039,0.03039,-0.03763,-0.03763,-0.03763,0.03039,-0.11299,0.25523,0.25523,0.25523,0.25523,0.25523,0.25523,0.25523,0.25523,1.10921,0.25523,0.65958,-0.03763,-0.03763,0.93764,0.25523,0.25965,0.25965,0.25965,0.25965,0.25965,0.25965,0.25965,0.25965,0.21289,0.25965,0.00000,0.25965,0.56792,0.56792,0.56792,0.73657,0.65522,1.75690,0.71897,0.03039,-0.03763,-0.03763,0.97918,0.97918,0.00000,-0.03763
NEValley County,0.79674,0.50510,1.07370,1.49296,1.07370,0.04704,0.04704,-0.05821,-0.05821,-0.05821,0.04704,-0.06654,0.41008,0.41008,0.41008,0.41008,0.41008,0.41008,0.41008,0.41008,1.63573,0.41008,0.98615,-0.05821,-0.05821,1.44312,0.41008,0.41397,0.41397,0.41397,0.41397,0.41397,0.41397,0.41397,0.41397,0.34913,0.41397,0.00000,0.41397,0.81802,0.81802,0.81802,1.09887,0.97499,2.58945,1.07901,0.04704,-0.05821,-0.05821,1.49296,1.49296,0.00000,-0.05821
NEWashington County,0.58593,0.39226,0.82196,1.12268,0.82196,0.03478,0.03478,-0.04312,-0.04312,-0.04312,0.03478,-0.10841,0.29824,0.29824,0.29824,0.29824,0.29824,0.29824,0.29824,0.29824,1.26279,0.29824,0.75204,-0.04312,-0.04312,1.07633,0.29824,0.30032,0.30032,0.30032,0.30032,0.30032,0.30032,0.30032,0.30032,0.25177,0.30032,0.00000,0.30032,0.62164,0.62164,0.62164,0.84077,0.74843,1.99601,0.82235,0.03478,-0.04312,-0.04312,1.12268,1.12268,0.00000,-0.04312
NEWayne County,0.70122,0.44957,0.95185,1.31401,0.95185,0.04129,0.04129,-0.05117,-0.05117,-0.05117,0.04129,-0.06990,0.35622,0.35622,0.35622,0.35622,0.35622,0.35622,0.35622,0.35622,1.44772,0.35622,0.86858,-0.05117,-0.05117,1.26825,0.35622,0.35988,0.35988,0.35988,0.35988,0.35988,0.35988,0.35988,0.35988,0.30450,0.35988,0.00000,0.35988,0.72483,0.72483,0.72483,0.97422,0.86415,2.29681,0.95005,0.04129,-0.05117,-0.05117,1.31401,1.31401,0.00000,-0.05117
NEWebster County,0.79487,0.48932,1.05225,1.50332,1.05225,0.04810,0.04810,-0.05755,-0.05755,-0.05755,0.04810,-0.03882,0.44112,0.44112,0.44112,0.44112,0.44112,0.44112,0.44112,0.44112,1.63748,0.44112,1.01262,-0.05755,-0.05755,1.44721,0.44112,0.44485,0.44485,0.44485,0.44485,0.44485,0.44485,0.44485,0.44485,0.37413,0.44485,0.00000,0.44485,0.80280,0.80280,0.80280,1.07413,0.96631,2.54404,1.11811,0.04810,-0.05755,-0.05755,1.50332,1.50332,0.00000,-0.05755
NEWheeler County,0.77563,0.49187,1.05337,1.45974,1.05337,0.04592,0.04592,-0.05687,-0.05687,-0.05687,0.04592,-0.06832,0.40010,0.40010,0.40010,0.40010,0.40010,0.40010,0.40010,0.40010,1.60018,0.40010,0.96406,-0.05687,-0.05687,1.41092,0.40010,0.40436,0.40436,0.40436,0.40436,0.40436,0.40436,0.40436,0.40436,0.34092,0.40436,0.00000,0.40436,0.79634,0.79634,0.79634,1.07797,0.95675,2.53126,1.05527,0.04592,-0.05687,-0.05687,1.45974,1.45974,0.00000,-0.05687
NEYork County,0.68559,0.44153,0.93218,1.28710,0.93218,0.04042,0.04042,-0.05009,-0.05009,-0.05009,0.04042,-0.07692,0.34851,0.34851,0.34851,0.34851,0.34851,0.34851,0.34851,0.34851,1.41933,0.34851,0.85240,-0.05009,-0.05009,1.24231,0.34851,0.35294,0.35294,0.35294,0.35294,0.35294,0.35294,0.35294,0.35294,0.29530,0.35294,0.00000,0.35294,0.71094,0.71094,0.71094,0.95403,0.84652,2.24861,0.93200,0.04042,-0.05009,-0.05009,1.28710,1.28710,0.00000,-0.05009
NHBelknap County,0.36598,0.29370,0.27711,0.58039,0.27711,0.01637,0.01637,-0.02007,-0.02007,-0.02007,0.01637,-0.19965,0.13665,0.13665,0.13665,0.13665,0.13665,0.13665,0.13665,0.13665,0.73665,0.13665,0.41816,-0.02007,-0.02007,0.52787,0.13665,0.13242,0.13242,0.13242,0.13242,0.13242,0.13242,0.13242,0.13242,0.09819,0.13242,0.00000,0.13242,0.41460,0.41460,0.41460,0.28258,0.25655,1.07336,0.46015,0.01637,-0.02007,-0.02007,0.58039,0.58039,0.00000,-0.02007
NHCarroll County,0.33726,0.28544,0.25498,0.52140,0.25498,0.01422,0.01422,-0.01757,-0.01757,-0.01757,0.01422,-0.21746,0.11324,0.11324,0.11324,0.11324,0.11324,0.11324,0.11324,0.11324,0.68864,0.11324,0.38034,-0.01757,-0.01757,0.46482,0.11324,0.10773,0.10773,0.10773,0.10773,0.10773,0.10773,0.10773,0.10773,0.07972,0.10773,0.00000,0.10773,0.39378,0.39378,0.39378,0.25990,0.23683,1.01907,0.41636,0.01422,-0.01757,-0.01757,0.52140,0.52140,0.00000,-0.01757
NHCheshire County,0.24602,0.23113,0.20056,0.38867,0.20056,0.01055,0.01055,-0.01305,-0.01305,-0.01305,0.01055,-0.22423,0.07651,0.07651,0.07651,0.07651,0.07651,0.07651,0.07651,0.07651,0.53268,0.07651,0.29657,-0.01305,-0.01305,0.34784,0.07651,0.07639,0.07639,0.07639,0.07639,0.07639,0.07639,0.07639,0.07639,0.04085,0.07639,0.00000,0.07639,0.31214,0.31214,0.31214,0.20417,0.18720,0.77552,0.32150,0.01055,-0.01305,-0.01305,0.38867,0.38867,0.00000,-0.01305
NHCoos County,0.18359,0.20446,0.17973,0.29763,0.17973,0.00691,0.00691,-0.00855,-0.00855,-0.00855,0.00691,-0.24712,0.04246,0.04246,0.04246,0.04246,0.04246,0.04246,0.04246,0.04246,0.47195,0.04246,0.24035,-0.00855,-0.00855,0.24061,0.04246,0.03435,0.03435,0.03435,0.03435,0.03435,0.03435,0.03435,0.03435,0.02197,0.03435,0.00000,0.03435,0.25856,0.25856,0.25856,0.18232,0.17104,0.70916,0.25945,0.00691,-0.00855,-0.00855,0.29763,0.29763,0.00000,-0.00855
NHGrafton County,0.23507,0.22489,0.19414,0.36775,0.19414,0.00971,0.00971,-0.01202,-0.01202,-0.01202,0.00971,-0.23354,0.06861,0.06861,0.06861,0.06861,0.06861,0.06861,0.06861,0.06861,0.51608,0.06861,0.28204,-0.01202,-0.01202,0.32287,0.06861,0.06760,0.06760,0.06760,0.06760,0.06760,0.06760,0.06760,0.06760,0.03302,0.06760,0.00000,0.06760,0.30029,0.30029,0.30029,0.19752,0.18184,0.76005,0.30563,0.00971,-0.01202,-0.01202,0.36775,0.36775,0.00000,-0.01202
NHHillsborough County,0.27597,0.25483,0.23522,0.48740,0.23522,0.01367,0.01367,-0.01682,-0.01682,-0.01682,0.01367,-0.19798,0.11007,0.11007,0.11007,0.11007,0.11007,0.11007,0.11007,0.11007,0.62229,0.11007,0.35399,-0.01682,-0.01682,0.44381,0.11007,0.11109,0.11109,0.11109,0.11109,0.11109,0.11109,0.11109,0.11109,0.07107,0.11109,0.00000,0.11109,0.35622,0.35622,0.35622,0.23984,0.21786,0.90569,0.38881,0.01367,-0.01682,-0.01682,0.48740,0.48740,0.00000,-0.01682
NHMerrimack County,0.28025,0.24709,0.22714,0.44781,0.22714,0.01226,0.01226,-0.01508,-0.01508,-0.01508,0.01226,-0.21201,0.09544,0.09544,0.09544,0.09544,0.09544,0.09544,0.09544,0.09544,0.59790,0.09544,0.33437,-0.01508,-0.01508,0.40170,0.09544,0.09306,0.09306,0.09306,0.09306,0.09306,0.09306,0.09306,0.09306,0.06287,0.09306,0.00000,0.09306,0.33865,0.33865,0.33865,0.23130,0.21168,0.87169,0.36545,0.01226,-0.01508,-0.01508,0.44781,0.44781,0.00000,-0.01508
NHRockingham County,0.46614,0.34890,0.32088,0.74016,0.32088,0.02184,0.02184,-0.02683,-0.02683,-0.02683,0.02184,-0.16533,0.18722,0.18722,0.18722,0.18722,0.18722,0.18722,0.18722,0.18722,0.88364,0.18722,0.51269,-0.02683,-0.02683,0.68969,0.18722,0.18475,0.18475,0.18475,0.18475,0.18475,0.18475,0.18475,0.18475,0.13655,0.18475,0.00000,0.18475,0.51037,0.51037,0.51037,0.32807,0.29329,1.28190,0.56590,0.02184,-0.02683,-0.02683,0.74016,0.74016,0.00000,-0.02683
NHStrafford County,0.65667,0.45493,0.43165,1.04118,0.43165,0.03129,0.03129,-0.03849,-0.03849,-0.03849,0.03129,-0.13415,0.28064,0.28064,0.28064,0.28064,0.28064,0.28064,0.28064,0.28064,1.19529,0.28064,0.70369,-0.03849,-0.03849,0.98327,0.28064,0.27427,0.27427,0.27427,0.27427,0.27427,0.27427,0.27427,0.27427,0.21888,0.27427,0.00000,0.27427,0.68348,0.68348,0.68348,0.44191,0.39176,1.73641,0.78116,0.03129,-0.03849,-0.03849,1.04118,1.04118,0.00000,-0.03849
NHSullivan County,0.32916,0.27635,0.23250,0.49260,0.23250,0.01398,0.01398,-0.01730,-0.01730,-0.01730,0.01398,-0.21386,0.10759,0.10759,0.10759,0.10759,0.10759,0.10759,0.10759,0.10759,0.63755,0.10759,0.36154,-0.01730,-0.01730,0.45079,0.10759,0.10738,0.10738,0.10738,0.10738,0.10738,0.10738,0.10738,0.10738,0.06433,0.10738,0.00000,0.10738,0.38479,0.38479,0.38479,0.23717,0.21479,0.92719,0.39291,0.01398,-0.01730,-0.01730,0.49260,0.49260,0.00000,-0.01730
NJAtlantic County,2.08629,1.34933,1.04445,3.08829,1.04445,0.09923,0.09923,-0.12265,-0.12265,-0.12265,0.09923,0.02992,0.88086,0.88086,0.88086,0.88086,0.88086,0.88086,0.88086,0.88086,3.28747,0.88086,1.99646,-0.12265,-0.12265,3.01094,0.88086,0.87711,0.87711,0.87711,0.87711,0.87711,0.87711,0.87711,0.87711,0.66031,0.87711,0.00000,0.87711,2.13213,2.13213,2.13213,1.07562,0.91964,4.76950,2.18690,0.09923,-0.12265,-0.12265,3.08829,3.08829,0.00000,-0.12265
NJBergen County,1.16131,0.86253,0.68055,1.91759,0.68055,0.06088,0.06088,-0.07509,-0.07509,-0.07509,0.06088,-0.07748,0.53238,0.53238,0.53238,0.53238,0.53238,0.53238,0.53238,0.53238,2.09706,0.53238,1.26127,-0.07509,-0.07509,1.85418,0.53238,0.52909,0.52909,0.52909,0.52909,0.52909,0.52909,0.52909,0.52909,0.39269,0.52909,0.00000,0.52909,1.33492,1.33492,1.33492,0.69972,0.60435,3.03090,1.38015,0.06088,-0.07509,-0.07509,1.91759,1.91759,0.00000,-0.07509
NJBurlington County,1.34552,0.90598,0.69714,1.99992,0.69714,0.06374,0.06374,-0.07872,-0.07872,-0.07872,0.06374,-0.06918,0.55482,0.55482,0.55482,0.55482,0.55482,0.55482,0.55482,0.55482,2.17770,0.55482,1.31177,-0.07872,-0.07872,1.93795,0.55482,0.55338,0.55338,0.55338,0.55338,0.55338,0.55338,0.55338,0.55338,0.40663,0.55338,0.00000,0.55338,1.41014,1.41014,1.41014,0.71716,0.61736,3.15424,1.43254,0.06374,-0.07872,-0.07872,1.99992,1.99992,0.00000,-0.07872
NJCamden County,1.31774,0.98759,0.78172,2.21504,0.78172,0.07013,0.07013,-0.08678,-0.08678,-0.08678,0.07013,-0.05713,0.62209,0.62209,0.62209,0.62209,0.62209,0.62209,0.62209,0.62209,2.39841,0.62209,1.44574,-0.08678,-0.08678,2.14652,0.62209,0.61755,0.61755,0.61755,0.61755,0.61755,0.61755,0.61755,0.61755,0.46545,0.61755,0.00000,0.61755,1.53635,1.53635,1.53635,0.80402,0.69293,3.48895,1.58653,0.07013,-0.08678,-0.08678,2.21504,2.21504,0.00000,-0.08678
NJCape May County,1.95834,1.29758,1.01011,2.96743,1.01011,0.09515,0.09515,-0.11760,-0.11760,-0.11760,0.09515,0.02096,0.84552,0.84552,0.84552,0.84552,0.84552,0.84552,0.84552,0.84552,3.16542,0.84552,1.92005,-0.11760,-0.11760,2.89039,0.84552,0.84068,0.84068,0.84068,0.84068,0.84068,0.84068,0.84068,0.84068,0.63591,0.84068,0.00000,0.84068,2.04548,2.04548,2.04548,1.04006,0.89031,4.59255,2.10450,0.09515,-0.11760,-0.11760,2.96743,2.96743,0.00000,-0.11760
NJCumberland County,1.57538,1.00065,0.76921,2.23256,0.76921,0.07131,0.07131,-0.08807,-0.08807,-0.08807,0.07131,-0.04279,0.62321,0.62321,0.62321,0.62321,0.62321,0.62321,0.62321,0.62321,2.42062,0.62321,1.45650,-0.08807,-0.08807,2.16405,0.62321,0.61802,0.61802,0.61802,0.61802,0.61802,0.61802,0.61802,0.61802,0.46149,0.61802,0.00000,0.61802,1.56798,1.56798,1.56798,0.79161,0.67992,3.50955,1.59179,0.07131,-0.08807,-0.08807,2.23256,2.23256,0.00000,-0.08807
NJEssex County,1.43044,1.22609,0.94234,2.76903,0.94234,0.08902,0.08902,-0.10989,-0.10989,-0.10989,0.08902,-0.00471,0.78395,0.78395,0.78395,0.78395,0.78395,0.78395,0.78395,0.78395,2.96931,0.78395,1.79981,-0.10989,-0.10989,2.69600,0.78395,0.77986,0.77986,0.77986,0.77986,0.77986,0.77986,0.77986,0.77986,0.58251,0.77986,0.00000,0.77986,1.91502,1.91502,1.91502,0.97020,0.83093,4.29156,1.96818,0.08902,-0.10989,-0.10989,2.76903,2.76903,0.00000,-0.10989
NJGloucester County,1.26009,0.85763,0.67816,1.92458,0.67816,0.06106,0.06106,-0.07542,-0.07542,-0.07542,0.06106,-0.06358,0.53532,0.53532,0.53532,0.53532,0.53532,0.53532,0.53532,0.53532,2.09458,0.53532,1.25929,-0.07542,-0.07542,1.86191,0.53532,0.53287,0.53287,0.53287,0.53287,0.53287,0.53287,0.53287,0.53287,0.39699,0.53287,0.00000,0.53287,1.33598,1.33598,1.33598,0.69748,0.60133,3.04024,1.37977,0.06106,-0.07542,-0.07542,1.92458,1.92458,0.00000,-0.07542
NJHudson County,1.42008,1.39063,1.08229,3.17936,1.08229,0.10181,0.10181,-0.12586,-0.12586,-0.12586,0.10181,0.02940,0.90766,0.90766,0.90766,0.90766,0.90766,0.90766,0.90766,0.90766,3.38602,0.90766,2.05470,-0.12586,-0.12586,3.09533,0.90766,0.90377,0.90377,0.90377,0.90377,0.90377,0.90377,0.90377,0.90377,0.68473,0.90377,0.00000,0.90377,2.17974,2.17974,2.17974,1.11436,0.95404,4.92330,2.25288,0.10181,-0.12586,-0.12586,3.17936,3.17936,0.00000,-0.12586
NJHunterdon County,0.90986,0.61167,0.47075,1.28511,0.47075,0.04036,0.04036,-0.04976,-0.04976,-0.04976,0.04036,-0.12048,0.34149,0.34149,0.34149,0.34149,0.34149,0.34149,0.34149,0.34149,1.45118,0.34149,0.86049,-0.04976,-0.04976,1.23134,0.34149,0.33810,0.33810,0.33810,0.33810,0.33810,0.33810,0.33810,0.33810,0.24694,0.33810,0.00000,0.33810,0.93438,0.93438,0.93438,0.48346,0.42057,2.09533,0.93693,0.04036,-0.04976,-0.04976,1.28511,1.28511,0.00000,-0.04976
NJMercer County,1.02785,0.80546,0.61699,1.76706,0.61699,0.05638,0.05638,-0.06952,-0.06952,-0.06952,0.05638,-0.08190,0.48560,0.48560,0.48560,0.48560,0.48560,0.48560,0.48560,0.48560,1.93577,0.48560,1.16292,-0.06952,-0.06952,1.70938,0.48560,0.48474,0.48474,0.48474,0.48474,0.48474,0.48474,0.48474,0.48474,0.35022,0.48474,0.00000,0.48474,1.24545,1.24545,1.24545,0.63463,0.54681,2.79609,1.26810,0.05638,-0.06952,-0.06952,1.76706,1.76706,0.00000,-0.06952
