Version,Benchmark Class,written_premium,num_yr_data,Value
11,Surety,500,3,0.0
11,Surety,500,4,0.0
11,Surety,500,5,0.0
11,Surety,500,6,0.0
11,Surety,500,7,0.05
11,Surety,500,8,0.1
11,Surety,500,9,0.15
11,Surety,500,10,0.25
11,Surety,1000,1,0.0
11,Surety,1000,2,0.0
11,Surety,1000,3,0.0
11,Surety,1000,4,0.0
11,Surety,1000,5,0.0
11,Surety,1000,6,0.05
11,Surety,1000,7,0.1
11,Surety,1000,8,0.15
11,Surety,1000,9,0.25
11,Surety,1000,10,0.5
11,Surety,2000,1,0.0
11,Surety,2000,2,0.0
11,Surety,2000,3,0.0
11,Surety,2000,4,0.0
11,Surety,2000,5,0.05
11,Surety,2000,6,0.1
11,Surety,2000,7,0.15
11,Surety,2000,8,0.25
11,Surety,2000,9,0.5
11,Surety,2000,10,0.6
11,Surety,3000,1,0.0
11,Surety,3000,2,0.0
11,Surety,3000,3,0.05
11,Surety,3000,4,0.05
11,Surety,3000,5,0.1
11,Surety,3000,6,0.15
11,Surety,3000,7,0.25
11,Surety,3000,8,0.5
11,Surety,3000,9,0.6
11,Surety,3000,10,0.7
11,Digital US Tech,500,1,0.0
11,Digital US Tech,500,2,0.0
11,Digital US Tech,500,3,0.0
11,Digital US Tech,500,4,0.0
11,Digital US Tech,500,5,0.05
11,Digital US Tech,500,6,0.1
11,Digital US Tech,500,7,0.15
11,Digital US Tech,500,8,0.25
11,Digital US Tech,500,9,0.35
11,Digital US Tech,500,10,0.45
11,Digital US Tech,1000,1,0.0
11,Digital US Tech,1000,2,0.0
11,Digital US Tech,1000,3,0.0
11,Digital US Tech,1000,4,0.05
11,Digital US Tech,1000,5,0.1
11,Digital US Tech,1000,6,0.15
11,Digital US Tech,1000,7,0.25
11,Digital US Tech,1000,8,0.5
11,Digital US Tech,1000,9,0.6
11,Digital US Tech,1000,10,0.7
11,Digital US Tech,2000,1,0.0
11,Digital US Tech,2000,2,0.0
11,Digital US Tech,2000,3,0.05
11,Digital US Tech,2000,4,0.1
11,Digital US Tech,2000,5,0.15
11,Digital US Tech,2000,6,0.25
11,Digital US Tech,2000,7,0.5
11,Digital US Tech,2000,8,0.6
11,Digital US Tech,2000,9,0.7
11,Digital US Tech,2000,10,0.8
11,Digital US Tech,3000,1,0.05
11,Digital US Tech,3000,2,0.05
11,Digital US Tech,3000,3,0.1
11,Digital US Tech,3000,4,0.15
11,Digital US Tech,3000,5,0.25
11,Digital US Tech,3000,6,0.5
11,Digital US Tech,3000,7,0.6
11,Digital US Tech,3000,8,0.7
11,Digital US Tech,3000,9,0.8
11,Digital US Tech,3000,10,0.9
11,US Programmes,500,1,0.0
11,US Programmes,500,2,0.0
11,US Programmes,500,3,0.0
11,US Programmes,500,4,0.0
11,US Programmes,500,5,0.0
11,US Programmes,500,6,0.0
11,US Programmes,500,7,0.05
11,US Programmes,500,8,0.1
11,US Programmes,500,9,0.15
11,US Programmes,500,10,0.25
11,US Programmes,1000,1,0.0
11,US Programmes,1000,2,0.0
11,US Programmes,1000,3,0.0
11,US Programmes,1000,4,0.0
11,US Programmes,1000,5,0.0
11,US Programmes,1000,6,0.05
11,US Programmes,1000,7,0.1
11,US Programmes,1000,8,0.15
11,US Programmes,1000,9,0.25
11,US Programmes,1000,10,0.5
11,US Programmes,2000,1,0.0
11,US Programmes,2000,2,0.0
11,US Programmes,2000,3,0.0
11,US Programmes,2000,4,0.0
11,US Programmes,2000,5,0.05
11,US Programmes,2000,6,0.1
11,US Programmes,2000,7,0.15
11,US Programmes,2000,8,0.25
11,US Programmes,2000,9,0.5
11,US Programmes,2000,10,0.6
11,US Programmes,3000,1,0.0
11,US Programmes,3000,2,0.0
11,US Programmes,3000,3,0.05
11,US Programmes,3000,4,0.05
11,US Programmes,3000,5,0.1
11,US Programmes,3000,6,0.15
11,US Programmes,3000,7,0.25
11,US Programmes,3000,8,0.5
11,US Programmes,3000,9,0.6
11,US Programmes,3000,10,0.7
11,Media,500,1,0.0
11,Media,500,2,0.0
11,Media,500,3,0.0
11,Media,500,4,0.0
11,Media,500,5,0.0
11,Media,500,6,0.0
11,Media,500,7,0.05
11,Media,500,8,0.1
11,Media,500,9,0.15
11,Media,500,10,0.25
11,Media,1000,1,0.0
11,Media,1000,2,0.0
11,Media,1000,3,0.0
11,Media,1000,4,0.0
11,Media,1000,5,0.0
11,Media,1000,6,0.05
11,Media,1000,7,0.1
11,Media,1000,8,0.15
11,Media,1000,9,0.25
11,Media,1000,10,0.5
11,Media,2000,1,0.0
11,Media,2000,2,0.0
11,Media,2000,3,0.0
11,Media,2000,4,0.0
11,Media,2000,5,0.05
11,Media,2000,6,0.1
11,Media,2000,7,0.15
11,Media,2000,8,0.25
11,Media,2000,9,0.5
11,Media,2000,10,0.6
11,Media,3000,1,0.0
11,Media,3000,2,0.0
11,Media,3000,3,0.05
11,Media,3000,4,0.05
11,Media,3000,5,0.1
11,Media,3000,6,0.15
11,Media,3000,7,0.25
11,Media,3000,8,0.5
11,Media,3000,9,0.6
11,Media,3000,10,0.7
11,Recall US,500,1,0.0
11,Recall US,500,2,0.0
11,Recall US,500,3,0.0
11,Recall US,500,4,0.0
11,Recall US,500,5,0.0
11,Recall US,500,6,0.0
11,Recall US,500,7,0.05
11,Recall US,500,8,0.1
11,Recall US,500,9,0.15
11,Recall US,500,10,0.25
11,Recall US,1000,1,0.0
11,Recall US,1000,2,0.0
11,Recall US,1000,3,0.0
11,Recall US,1000,4,0.0
11,Recall US,1000,5,0.0
11,Recall US,1000,6,0.05
11,Recall US,1000,7,0.1
11,Recall US,1000,8,0.15
11,Recall US,1000,9,0.25
11,Recall US,1000,10,0.5
11,Recall US,2000,1,0.0
11,Recall US,2000,2,0.0
11,Recall US,2000,3,0.0
11,Recall US,2000,4,0.0
11,Recall US,2000,5,0.05
11,Recall US,2000,6,0.1
11,Recall US,2000,7,0.15
11,Recall US,2000,8,0.25
11,Recall US,2000,9,0.5
11,Recall US,2000,10,0.6
11,Recall US,3000,1,0.0
11,Recall US,3000,2,0.0
11,Recall US,3000,3,0.05
11,Recall US,3000,4,0.05
11,Recall US,3000,5,0.1
11,Recall US,3000,6,0.15
11,Recall US,3000,7,0.25
11,Recall US,3000,8,0.5
11,Recall US,3000,9,0.6
11,Recall US,3000,10,0.7
11,DIN US Lawyers,500,1,0.0
11,DIN US Lawyers,500,2,0.0
11,DIN US Lawyers,500,3,0.0
11,DIN US Lawyers,500,4,0.0
11,DIN US Lawyers,500,5,0.0
11,DIN US Lawyers,500,6,0.0
11,DIN US Lawyers,500,7,0.05
11,DIN US Lawyers,500,8,0.1
11,DIN US Lawyers,500,9,0.15
11,DIN US Lawyers,500,10,0.25
11,DIN US Lawyers,1000,1,0.0
11,DIN US Lawyers,1000,2,0.0
11,DIN US Lawyers,1000,3,0.0
11,DIN US Lawyers,1000,4,0.0
11,DIN US Lawyers,1000,5,0.0
11,DIN US Lawyers,1000,6,0.05
11,DIN US Lawyers,1000,7,0.1
11,DIN US Lawyers,1000,8,0.15
11,DIN US Lawyers,1000,9,0.25
11,DIN US Lawyers,1000,10,0.5
11,DIN US Lawyers,2000,1,0.0
11,DIN US Lawyers,2000,2,0.0
11,DIN US Lawyers,2000,3,0.0
11,DIN US Lawyers,2000,4,0.0
11,DIN US Lawyers,2000,5,0.05
11,DIN US Lawyers,2000,6,0.1
11,DIN US Lawyers,2000,7,0.15
11,DIN US Lawyers,2000,8,0.25
11,DIN US Lawyers,2000,9,0.5
11,DIN US Lawyers,2000,10,0.6
11,DIN US Lawyers,3000,1,0.0
11,DIN US Lawyers,3000,2,0.0
11,DIN US Lawyers,3000,3,0.05
11,DIN US Lawyers,3000,4,0.05
11,DIN US Lawyers,3000,5,0.1
11,DIN US Lawyers,3000,6,0.15
11,DIN US Lawyers,3000,7,0.25
11,DIN US Lawyers,3000,8,0.5
11,DIN US Lawyers,3000,9,0.6
11,DIN US Lawyers,3000,10,0.7
11,Financial Institutions,500,1,0.0
11,Financial Institutions,500,2,0.0
11,Financial Institutions,500,3,0.0
11,Financial Institutions,500,4,0.0
11,Financial Institutions,500,5,0.0
11,Financial Institutions,500,6,0.0
11,Financial Institutions,500,7,0.05
11,Financial Institutions,500,8,0.1
11,Financial Institutions,500,9,0.15
11,Financial Institutions,500,10,0.25
11,Financial Institutions,1000,1,0.0
11,Financial Institutions,1000,2,0.0
11,Financial Institutions,1000,3,0.0
11,Financial Institutions,1000,4,0.0
11,Financial Institutions,1000,5,0.0
11,Financial Institutions,1000,6,0.05
11,Financial Institutions,1000,7,0.1
11,Financial Institutions,1000,8,0.15
11,Financial Institutions,1000,9,0.25
11,Financial Institutions,1000,10,0.5
11,Financial Institutions,2000,1,0.0
11,Financial Institutions,2000,2,0.0
11,Financial Institutions,2000,3,0.0
11,Financial Institutions,2000,4,0.0
11,Financial Institutions,2000,5,0.05
11,Financial Institutions,2000,6,0.1
11,Financial Institutions,2000,7,0.15
11,Financial Institutions,2000,8,0.25
11,Financial Institutions,2000,9,0.5
11,Financial Institutions,2000,10,0.6
11,Financial Institutions,3000,1,0.0
11,Financial Institutions,3000,2,0.0
11,Financial Institutions,3000,3,0.05
11,Financial Institutions,3000,4,0.05
11,Financial Institutions,3000,5,0.1
11,Financial Institutions,3000,6,0.15
11,Financial Institutions,3000,7,0.25
11,Financial Institutions,3000,8,0.5
11,Financial Institutions,3000,9,0.6
11,Financial Institutions,3000,10,0.7
11,Hospitals,500,1,0.0
11,Hospitals,500,2,0.0
11,Hospitals,500,3,0.0
11,Hospitals,500,4,0.0
11,Hospitals,500,5,0.0
11,Hospitals,500,6,0.0
11,Hospitals,500,7,0.05
11,Hospitals,500,8,0.1
11,Hospitals,500,9,0.15
11,Hospitals,500,10,0.25
11,Hospitals,1000,1,0.0
11,Hospitals,1000,2,0.0
11,Hospitals,1000,3,0.0
11,Hospitals,1000,4,0.0
11,Hospitals,1000,5,0.0
11,Hospitals,1000,6,0.05
11,Hospitals,1000,7,0.1
11,Hospitals,1000,8,0.15
11,Hospitals,1000,9,0.25
11,Hospitals,1000,10,0.5
11,Hospitals,2000,1,0.0
11,Hospitals,2000,2,0.0
11,Hospitals,2000,3,0.0
11,Hospitals,2000,4,0.0
11,Hospitals,2000,5,0.05
11,Hospitals,2000,6,0.1
11,Hospitals,2000,7,0.15
11,Hospitals,2000,8,0.25
11,Hospitals,2000,9,0.5
11,Hospitals,2000,10,0.6
11,Hospitals,3000,1,0.0
11,Hospitals,3000,2,0.0
11,Hospitals,3000,3,0.05
11,Hospitals,3000,4,0.05
11,Hospitals,3000,5,0.1
11,Hospitals,3000,6,0.15
11,Hospitals,3000,7,0.25
11,Hospitals,3000,8,0.5
11,Hospitals,3000,9,0.6
11,Hospitals,3000,10,0.7
11,Large Risk International Healthcare,500,1,0.0
11,Large Risk International Healthcare,500,2,0.0
11,Large Risk International Healthcare,500,3,0.0
11,Large Risk International Healthcare,500,4,0.0
11,Large Risk International Healthcare,500,5,0.0
11,Large Risk International Healthcare,500,6,0.0
11,Large Risk International Healthcare,500,7,0.05
11,Large Risk International Healthcare,500,8,0.1
11,Large Risk International Healthcare,500,9,0.15
11,Large Risk International Healthcare,500,10,0.25
11,Large Risk International Healthcare,1000,1,0.0
11,Large Risk International Healthcare,1000,2,0.0
11,Large Risk International Healthcare,1000,3,0.0
11,Large Risk International Healthcare,1000,4,0.0
11,Large Risk International Healthcare,1000,5,0.0
11,Large Risk International Healthcare,1000,6,0.05
11,Large Risk International Healthcare,1000,7,0.1
11,Large Risk International Healthcare,1000,8,0.15
11,Large Risk International Healthcare,1000,9,0.25
11,Large Risk International Healthcare,1000,10,0.5
11,Large Risk International Healthcare,2000,1,0.0
11,Large Risk International Healthcare,2000,2,0.0
11,Large Risk International Healthcare,2000,3,0.0
11,Large Risk International Healthcare,2000,4,0.0
11,Large Risk International Healthcare,2000,5,0.05
11,Large Risk International Healthcare,2000,6,0.1
11,Large Risk International Healthcare,2000,7,0.15
11,Large Risk International Healthcare,2000,8,0.25
11,Large Risk International Healthcare,2000,9,0.5
11,Large Risk International Healthcare,2000,10,0.6
11,Large Risk International Healthcare,3000,1,0.0
11,Large Risk International Healthcare,3000,2,0.0
11,Large Risk International Healthcare,3000,3,0.05
11,Large Risk International Healthcare,3000,4,0.05
11,Large Risk International Healthcare,3000,5,0.1
11,Large Risk International Healthcare,3000,6,0.15
11,Large Risk International Healthcare,3000,7,0.25
11,Large Risk International Healthcare,3000,8,0.5
11,Large Risk International Healthcare,3000,9,0.6
11,Large Risk International Healthcare,3000,10,0.7
11,PE Delegated Authority,500,1,0.0
11,PE Delegated Authority,500,2,0.0
11,PE Delegated Authority,500,3,0.0
11,PE Delegated Authority,500,4,0.0
11,PE Delegated Authority,500,5,0.0
11,PE Delegated Authority,500,6,0.0
11,PE Delegated Authority,500,7,0.05
11,PE Delegated Authority,500,8,0.1
11,PE Delegated Authority,500,9,0.15
11,PE Delegated Authority,500,10,0.25
11,PE Delegated Authority,1000,1,0.0
11,PE Delegated Authority,1000,2,0.0
11,PE Delegated Authority,1000,3,0.0
11,PE Delegated Authority,1000,4,0.0
11,PE Delegated Authority,1000,5,0.0
11,PE Delegated Authority,1000,6,0.05
11,PE Delegated Authority,1000,7,0.1
11,PE Delegated Authority,1000,8,0.15
11,PE Delegated Authority,1000,9,0.25
11,PE Delegated Authority,1000,10,0.5
11,PE Delegated Authority,2000,1,0.0
11,PE Delegated Authority,2000,2,0.0
11,PE Delegated Authority,2000,3,0.0
11,PE Delegated Authority,2000,4,0.0
11,PE Delegated Authority,2000,5,0.05
11,PE Delegated Authority,2000,6,0.1
11,PE Delegated Authority,2000,7,0.15
11,PE Delegated Authority,2000,8,0.25
11,PE Delegated Authority,2000,9,0.5
11,PE Delegated Authority,2000,10,0.6
11,PE Delegated Authority,3000,1,0.0
11,PE Delegated Authority,3000,2,0.0
11,PE Delegated Authority,3000,3,0.05
11,PE Delegated Authority,3000,4,0.05
11,PE Delegated Authority,3000,5,0.1
11,PE Delegated Authority,3000,6,0.15
11,PE Delegated Authority,3000,7,0.25
11,PE Delegated Authority,3000,8,0.5
11,PE Delegated Authority,3000,9,0.6
11,PE Delegated Authority,3000,10,0.7
11,International ML,500,1,0.0
11,International ML,500,2,0.0
11,International ML,500,3,0.0
11,International ML,500,4,0.0
11,International ML,500,5,0.0
11,International ML,500,6,0.0
11,International ML,500,7,0.05
11,International ML,500,8,0.1
11,International ML,500,9,0.15
11,International ML,500,10,0.25
11,International ML,1000,1,0.0
11,International ML,1000,2,0.0
11,International ML,1000,3,0.0
11,International ML,1000,4,0.0
11,International ML,1000,5,0.0
11,International ML,1000,6,0.05
11,International ML,1000,7,0.1
11,International ML,1000,8,0.15
11,International ML,1000,9,0.25
11,International ML,1000,10,0.5
11,International ML,2000,1,0.0
11,International ML,2000,2,0.0
11,International ML,2000,3,0.0
11,International ML,2000,4,0.0
11,International ML,2000,5,0.05
11,International ML,2000,6,0.1
11,International ML,2000,7,0.15
11,International ML,2000,8,0.25
11,International ML,2000,9,0.5
11,International ML,2000,10,0.6
11,International ML,3000,1,0.0
11,International ML,3000,2,0.0
11,International ML,3000,3,0.05
11,International ML,3000,4,0.05
11,International ML,3000,5,0.1
11,International ML,3000,6,0.15
11,International ML,3000,7,0.25
11,International ML,3000,8,0.5
11,International ML,3000,9,0.6
11,International ML,3000,10,0.7
11,London - A&E,500,1,0.0
11,London - A&E,500,2,0.0
11,London - A&E,500,3,0.0
11,London - A&E,500,4,0.0
11,London - A&E,500,5,0.0
11,London - A&E,500,6,0.0
11,London - A&E,500,7,0.05
11,London - A&E,500,8,0.1
11,London - A&E,500,9,0.15
11,London - A&E,500,10,0.25
11,London - A&E,1000,1,0.0
11,London - A&E,1000,2,0.0
11,London - A&E,1000,3,0.0
11,London - A&E,1000,4,0.0
11,London - A&E,1000,5,0.0
11,London - A&E,1000,6,0.05
11,London - A&E,1000,7,0.1
11,London - A&E,1000,8,0.15
11,London - A&E,1000,9,0.25
11,London - A&E,1000,10,0.5
11,London - A&E,2000,1,0.0
11,London - A&E,2000,2,0.0
11,London - A&E,2000,3,0.0
11,London - A&E,2000,4,0.0
11,London - A&E,2000,5,0.05
11,London - A&E,2000,6,0.1
11,London - A&E,2000,7,0.15
11,London - A&E,2000,8,0.25
11,London - A&E,2000,9,0.5
11,London - A&E,2000,10,0.6
11,London - A&E,3000,1,0.0
11,London - A&E,3000,2,0.0
11,London - A&E,3000,3,0.05
11,London - A&E,3000,4,0.05
11,London - A&E,3000,5,0.1
11,London - A&E,3000,6,0.15
11,London - A&E,3000,7,0.25
11,London - A&E,3000,8,0.5
11,London - A&E,3000,9,0.6
11,London - A&E,3000,10,0.7
11,eTrading,500,1,0.0
11,eTrading,500,2,0.0
11,eTrading,500,3,0.0
11,eTrading,500,4,0.0
11,eTrading,500,5,0.0
11,eTrading,500,6,0.0
11,eTrading,500,7,0.05
11,eTrading,500,8,0.1
11,eTrading,500,9,0.15
11,eTrading,500,10,0.25
11,eTrading,1000,1,0.0
11,eTrading,1000,2,0.0
11,eTrading,1000,3,0.0
11,eTrading,1000,4,0.0
11,eTrading,1000,5,0.0
11,eTrading,1000,6,0.05
11,eTrading,1000,7,0.1
11,eTrading,1000,8,0.15
11,eTrading,1000,9,0.25
11,eTrading,1000,10,0.5
11,eTrading,2000,1,0.0
11,eTrading,2000,2,0.0
11,eTrading,2000,3,0.0
11,eTrading,2000,4,0.0
11,eTrading,2000,5,0.05
11,eTrading,2000,6,0.1
11,eTrading,2000,7,0.15
11,eTrading,2000,8,0.25
11,eTrading,2000,9,0.5
11,eTrading,2000,10,0.6
11,eTrading,3000,1,0.0
11,eTrading,3000,2,0.0
11,eTrading,3000,3,0.05
11,eTrading,3000,4,0.05
11,eTrading,3000,5,0.1
11,eTrading,3000,6,0.15
11,eTrading,3000,7,0.25
11,eTrading,3000,8,0.5
11,eTrading,3000,9,0.6
11,eTrading,3000,10,0.7
11,Specialty (PT),500,1,0.0
11,Specialty (PT),500,2,0.0
11,Specialty (PT),500,3,0.0
11,Specialty (PT),500,4,0.0
11,Specialty (PT),500,5,0.0
11,Specialty (PT),500,6,0.0
11,Specialty (PT),500,7,0.05
11,Specialty (PT),500,8,0.1
11,Specialty (PT),500,9,0.15
11,Specialty (PT),500,10,0.25
11,Specialty (PT),1000,1,0.0
11,Specialty (PT),1000,2,0.0
11,Specialty (PT),1000,3,0.0
11,Specialty (PT),1000,4,0.0
11,Specialty (PT),1000,5,0.0
11,Specialty (PT),1000,6,0.05
11,Specialty (PT),1000,7,0.1
11,Specialty (PT),1000,8,0.15
11,Specialty (PT),1000,9,0.25
11,Specialty (PT),1000,10,0.5
11,Specialty (PT),2000,1,0.0
11,Specialty (PT),2000,2,0.0
11,Specialty (PT),2000,3,0.0
11,Specialty (PT),2000,4,0.0
11,Specialty (PT),2000,5,0.05
11,Specialty (PT),2000,6,0.1
11,Specialty (PT),2000,7,0.15
11,Specialty (PT),2000,8,0.25
11,Specialty (PT),2000,9,0.5
11,Specialty (PT),2000,10,0.6
11,Specialty (PT),3000,1,0.0
11,Specialty (PT),3000,2,0.0
11,Specialty (PT),3000,3,0.05
11,Specialty (PT),3000,4,0.05
11,Specialty (PT),3000,5,0.1
11,Specialty (PT),3000,6,0.15
11,Specialty (PT),3000,7,0.25
11,Specialty (PT),3000,8,0.5
11,Specialty (PT),3000,9,0.6
11,Specialty (PT),3000,10,0.7
11,US PE London,500,1,0.0
11,US PE London,500,2,0.0
11,US PE London,500,3,0.0
11,US PE London,500,4,0.0
11,US PE London,500,5,0.0
11,US PE London,500,6,0.0
11,US PE London,500,7,0.05
11,US PE London,500,8,0.1
11,US PE London,500,9,0.15
11,US PE London,500,10,0.25
11,US PE London,1000,1,0.0
11,US PE London,1000,2,0.0
11,US PE London,1000,3,0.0
11,US PE London,1000,4,0.0
11,US PE London,1000,5,0.0
11,US PE London,1000,6,0.05
11,US PE London,1000,7,0.1
11,US PE London,1000,8,0.15
11,US PE London,1000,9,0.25
11,US PE London,1000,10,0.5
11,US PE London,2000,1,0.0
11,US PE London,2000,2,0.0
11,US PE London,2000,3,0.0
11,US PE London,2000,4,0.0
11,US PE London,2000,5,0.05
11,US PE London,2000,6,0.1
11,US PE London,2000,7,0.15
11,US PE London,2000,8,0.25
11,US PE London,2000,9,0.5
11,US PE London,2000,10,0.6
11,US PE London,3000,1,0.0
11,US PE London,3000,2,0.0
11,US PE London,3000,3,0.05
11,US PE London,3000,4,0.05
11,US PE London,3000,5,0.1
11,US PE London,3000,6,0.15
11,US PE London,3000,7,0.25
11,US PE London,3000,8,0.5
11,US PE London,3000,9,0.6
11,US PE London,3000,10,0.7
11,PE International Healthcare,500,1,0.0
11,PE International Healthcare,500,2,0.0
11,PE International Healthcare,500,3,0.0
11,PE International Healthcare,500,4,0.0
11,PE International Healthcare,500,5,0.0
11,PE International Healthcare,500,6,0.0
11,PE International Healthcare,500,7,0.05
11,PE International Healthcare,500,8,0.1
11,PE International Healthcare,500,9,0.15
11,PE International Healthcare,500,10,0.25
11,PE International Healthcare,1000,1,0.0
11,PE International Healthcare,1000,2,0.0
11,PE International Healthcare,1000,3,0.0
11,PE International Healthcare,1000,4,0.0
11,PE International Healthcare,1000,5,0.0
11,PE International Healthcare,1000,6,0.05
11,PE International Healthcare,1000,7,0.1
11,PE International Healthcare,1000,8,0.15
11,PE International Healthcare,1000,9,0.25
11,PE International Healthcare,1000,10,0.5
11,PE International Healthcare,2000,1,0.0
11,PE International Healthcare,2000,2,0.0
11,PE International Healthcare,2000,3,0.0
11,PE International Healthcare,2000,4,0.0
11,PE International Healthcare,2000,5,0.05
11,PE International Healthcare,2000,6,0.1
11,PE International Healthcare,2000,7,0.15
11,PE International Healthcare,2000,8,0.25
11,PE International Healthcare,2000,9,0.5
11,PE International Healthcare,2000,10,0.6
11,PE International Healthcare,3000,1,0.0
11,PE International Healthcare,3000,2,0.0
11,PE International Healthcare,3000,3,0.05
11,PE International Healthcare,3000,4,0.05
11,PE International Healthcare,3000,5,0.1
11,PE International Healthcare,3000,6,0.15
11,PE International Healthcare,3000,7,0.25
11,PE International Healthcare,3000,8,0.5
11,PE International Healthcare,3000,9,0.6
11,PE International Healthcare,3000,10,0.7
11,Digital Int Package,500,1,0.0
11,Digital Int Package,500,2,0.0
11,Digital Int Package,500,3,0.0
11,Digital Int Package,500,4,0.0
11,Digital Int Package,500,5,0.05
11,Digital Int Package,500,6,0.1
11,Digital Int Package,500,7,0.15
11,Digital Int Package,500,8,0.25
11,Digital Int Package,500,9,0.35
11,Digital Int Package,500,10,0.45
11,Digital Int Package,1000,1,0.0
11,Digital Int Package,1000,2,0.0
11,Digital Int Package,1000,3,0.0
11,Digital Int Package,1000,4,0.05
11,Digital Int Package,1000,5,0.1
11,Digital Int Package,1000,6,0.15
11,Digital Int Package,1000,7,0.25
11,Digital Int Package,1000,8,0.5
11,Digital Int Package,1000,9,0.6
11,Digital Int Package,1000,10,0.7
11,Digital Int Package,2000,1,0.0
11,Digital Int Package,2000,2,0.0
11,Digital Int Package,2000,3,0.05
11,Digital Int Package,2000,4,0.1
11,Digital Int Package,2000,5,0.15
11,Digital Int Package,2000,6,0.25
11,Digital Int Package,2000,7,0.5
11,Digital Int Package,2000,8,0.6
11,Digital Int Package,2000,9,0.7
11,Digital Int Package,2000,10,0.8
11,Digital Int Package,3000,1,0.05
11,Digital Int Package,3000,2,0.05
11,Digital Int Package,3000,3,0.1
11,Digital Int Package,3000,4,0.15
11,Digital Int Package,3000,5,0.25
11,Digital Int Package,3000,6,0.5
11,Digital Int Package,3000,7,0.6
11,Digital Int Package,3000,8,0.7
11,Digital Int Package,3000,9,0.8
11,Digital Int Package,3000,10,0.9
11,BBR Services MM,500,1,0.0
11,BBR Services MM,500,2,0.0
11,BBR Services MM,500,3,0.0
11,BBR Services MM,500,4,0.0
11,BBR Services MM,500,5,0.05
11,BBR Services MM,500,6,0.1
11,BBR Services MM,500,7,0.15
11,BBR Services MM,500,8,0.25
11,BBR Services MM,500,9,0.35
11,BBR Services MM,500,10,0.45
11,BBR Services MM,1000,1,0.0
11,BBR Services MM,1000,2,0.0
11,BBR Services MM,1000,3,0.0
11,BBR Services MM,1000,4,0.05
11,BBR Services MM,1000,5,0.1
11,BBR Services MM,1000,6,0.15
11,BBR Services MM,1000,7,0.25
11,BBR Services MM,1000,8,0.5
11,BBR Services MM,1000,9,0.6
11,BBR Services MM,1000,10,0.7
11,BBR Services MM,2000,1,0.0
11,BBR Services MM,2000,2,0.0
11,BBR Services MM,2000,3,0.05
11,BBR Services MM,2000,4,0.1
11,BBR Services MM,2000,5,0.15
11,BBR Services MM,2000,6,0.25
11,BBR Services MM,2000,7,0.5
11,BBR Services MM,2000,8,0.6
11,BBR Services MM,2000,9,0.7
11,BBR Services MM,2000,10,0.8
11,BBR Services MM,3000,1,0.05
11,BBR Services MM,3000,2,0.05
11,BBR Services MM,3000,3,0.1
11,BBR Services MM,3000,4,0.15
11,BBR Services MM,3000,5,0.25
11,BBR Services MM,3000,6,0.5
11,BBR Services MM,3000,7,0.6
11,BBR Services MM,3000,8,0.7
11,BBR Services MM,3000,9,0.8
11,BBR Services MM,3000,10,0.9
11,Large Risk International TMB Info Sec,500,1,0.0
11,Large Risk International TMB Info Sec,500,2,0.0
11,Large Risk International TMB Info Sec,500,3,0.0
11,Large Risk International TMB Info Sec,500,4,0.0
11,Large Risk International TMB Info Sec,500,5,0.05
11,Large Risk International TMB Info Sec,500,6,0.1
11,Large Risk International TMB Info Sec,500,7,0.15
11,Large Risk International TMB Info Sec,500,8,0.25
11,Large Risk International TMB Info Sec,500,9,0.35
11,Large Risk International TMB Info Sec,500,10,0.45
11,Large Risk International TMB Info Sec,1000,1,0.0
11,Large Risk International TMB Info Sec,1000,2,0.0
11,Large Risk International TMB Info Sec,1000,3,0.0
11,Large Risk International TMB Info Sec,1000,4,0.05
11,Large Risk International TMB Info Sec,1000,5,0.1
11,Large Risk International TMB Info Sec,1000,6,0.15
11,Large Risk International TMB Info Sec,1000,7,0.25
11,Large Risk International TMB Info Sec,1000,8,0.5
11,Large Risk International TMB Info Sec,1000,9,0.6
11,Large Risk International TMB Info Sec,1000,10,0.7
11,Large Risk International TMB Info Sec,2000,1,0.0
11,Large Risk International TMB Info Sec,2000,2,0.0
11,Large Risk International TMB Info Sec,2000,3,0.05
11,Large Risk International TMB Info Sec,2000,4,0.1
11,Large Risk International TMB Info Sec,2000,5,0.15
11,Large Risk International TMB Info Sec,2000,6,0.25
11,Large Risk International TMB Info Sec,2000,7,0.5
11,Large Risk International TMB Info Sec,2000,8,0.6
11,Large Risk International TMB Info Sec,2000,9,0.7
11,Large Risk International TMB Info Sec,2000,10,0.8
11,Large Risk International TMB Info Sec,3000,1,0.05
11,Large Risk International TMB Info Sec,3000,2,0.05
11,Large Risk International TMB Info Sec,3000,3,0.1
11,Large Risk International TMB Info Sec,3000,4,0.15
11,Large Risk International TMB Info Sec,3000,5,0.25
11,Large Risk International TMB Info Sec,3000,6,0.5
11,Large Risk International TMB Info Sec,3000,7,0.6
11,Large Risk International TMB Info Sec,3000,8,0.7
11,Large Risk International TMB Info Sec,3000,9,0.8
11,Large Risk International TMB Info Sec,3000,10,0.9
11,Commercial Crime,500,1,0.0
11,Commercial Crime,500,2,0.0
11,Commercial Crime,500,3,0.0
11,Commercial Crime,500,4,0.0
11,Commercial Crime,500,5,0.05
11,Commercial Crime,500,6,0.1
11,Commercial Crime,500,7,0.15
11,Commercial Crime,500,8,0.25
11,Commercial Crime,500,9,0.35
11,Commercial Crime,500,10,0.45
11,Commercial Crime,1000,1,0.0
11,Commercial Crime,1000,2,0.0
