Target NLR,Return on Capital,LAE %,CoV,Standard Deviation,Max Loss Ratio,Indirect Expenses Per Binder,Direct Expenses Per Premium,Investment Income Load,Indirect Expenses Per Binder Follow,Gross Group Cat Risk,Held Capital,Additional Group Cat Risk,Corresponding Capital Required,Fire + AOP + Int Capital Allocation
0.70000000000000000,0.15000000000000000,0.059689,1.50000000000000000,0.05,0.75000000000000000,68900.00000000000000000, 0.09910 ,0.072424,15900.00000000000000000,1575000000.00000000000000000,6115565498,0.10000000000000000, 0.0119 ,0.46000000000000000
