StateCounty,TN Buildings,TN Contents,TN BI,HA Buildings,HA Contents,HA BI,WTS Buildings,WTS Contents,WTS BI,FL Buildings,FL Contents,FL BI,WF Buildings,WF Contents,WF BI
ARHempstead County,0.000501615,0.000369482,0.000416776,3.33471E-05,3.33471E-07,8.67023E-06,0.000146787,0.000146787,0.000146787,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARHot Spring County,0.000718039,0.000593782,0.000666233,2.01089E-05,2.01089E-07,5.22831E-06,0.000149022,0.000149022,0.000149022,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARHoward County,0.000401345,0.00030419,0.000343582,3.1842E-05,3.1842E-07,8.27892E-06,0.000122725,0.000122725,0.000122725,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARIndependence County,0.000878571,0.000743952,0.000835727,8.15382E-05,8.15382E-07,2.11999E-05,9.51178E-05,9.51178E-05,9.51178E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARIzard County,0.001023124,0.000858757,0.000965658,4.85185E-05,4.85185E-07,1.26148E-05,7.97214E-05,7.97214E-05,7.97214E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARJackson County,0.000734777,0.000620579,0.000697375,6.60129E-05,6.60129E-07,1.71634E-05,6.0336E-05,6.0336E-05,6.0336E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARJefferson County,0.000582961,0.000485044,0.000545278,0.000115192,1.15192E-06,2.99498E-05,0.000130761,0.000130761,0.000130761,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARJohnson County,0.000313449,0.000256419,0.000290208,6.70979E-05,6.70979E-07,1.74455E-05,6.74591E-05,6.74591E-05,6.74591E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARLafayette County,0.000384803,0.000292329,0.000332871,5.48287E-05,5.48287E-07,1.42555E-05,0.000159219,0.000159219,0.000159219,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARLawrence County,0.00066207,0.000553729,0.00062227,6.40667E-05,6.40667E-07,1.66573E-05,4.5747E-05,4.5747E-05,4.5747E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARLee County,0.000569092,0.000473157,0.00053351,4.44245E-05,4.44245E-07,1.15504E-05,0.00010995,0.00010995,0.00010995,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARLincoln County,0.00050309,0.000421435,0.000474975,0.00012317,1.2317E-06,3.20243E-05,0.000162812,0.000162812,0.000162812,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARLittle River County,0.000258272,0.000186066,0.00021245,4.99945E-05,4.99945E-07,1.29986E-05,8.66727E-05,8.66727E-05,8.66727E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARLogan County,0.000281788,0.000228413,0.000258772,6.57897E-05,6.57897E-07,1.71053E-05,7.67449E-05,7.67449E-05,7.67449E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARLonoke County,0.000747601,0.000609133,0.000685698,5.32657E-05,5.32657E-07,1.38491E-05,0.000127153,0.000127153,0.000127153,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARMadison County,0.000166033,0.000136131,0.00015436,0.000113706,1.13706E-06,2.95635E-05,5.46359E-05,5.46359E-05,5.46359E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARMarion County,0.00051592,0.000424405,0.000476372,7.18948E-05,7.18948E-07,1.86927E-05,4.89756E-05,4.89756E-05,4.89756E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARMiller County,0.000332761,0.000246694,0.000282689,7.16244E-05,7.16244E-07,1.86223E-05,0.000118528,0.000118528,0.000118528,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARMississippi County,0.000376209,0.000305089,0.000346061,3.00701E-05,3.00701E-07,7.81822E-06,6.3269E-05,6.3269E-05,6.3269E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARMonroe County,0.000536465,0.000451235,0.000508391,7.79319E-05,7.79319E-07,2.02623E-05,0.000118696,0.000118696,0.000118696,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARMontgomery County,0.00045851,0.000368031,0.000416086,2.96873E-05,2.96873E-07,7.71869E-06,0.000143352,0.000143352,0.000143352,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARNevada County,0.000637492,0.000509807,0.000576749,1.94067E-05,1.94067E-07,5.04575E-06,0.000152598,0.000152598,0.000152598,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARNewton County,0.000295742,0.000246068,0.000277676,7.34049E-05,7.34049E-07,1.90853E-05,5.90132E-05,5.90132E-05,5.90132E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
AROuachita County,0.000656779,0.000526281,0.000595243,1.22638E-05,1.22638E-07,3.18859E-06,0.000152884,0.000152884,0.000152884,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARPerry County,0.000696065,0.000570953,0.000645783,3.28084E-05,3.28084E-07,8.53018E-06,0.000158755,0.000158755,0.000158755,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARPhillips County,0.00043787,0.000366596,0.000412821,6.60549E-05,6.60549E-07,1.71743E-05,0.000109373,0.000109373,0.000109373,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARPike County,0.00051548,0.000410881,0.000463213,1.97006E-05,1.97006E-07,5.12216E-06,0.000150938,0.000150938,0.000150938,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARPoinsett County,0.000542949,0.00045244,0.000511843,3.7617E-05,3.7617E-07,9.78043E-06,7.53028E-05,7.53028E-05,7.53028E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARPolk County,0.000394639,0.000306443,0.000347931,4.07771E-05,4.07771E-07,1.0602E-05,0.000116882,0.000116882,0.000116882,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARPope County,0.00049085,0.000401449,0.000454704,4.04944E-05,4.04944E-07,1.05285E-05,8.31678E-05,8.31678E-05,8.31678E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARPrairie County,0.000679586,0.00056647,0.000638237,6.8461E-05,6.8461E-07,1.77999E-05,0.000108007,0.000108007,0.000108007,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARPulaski County,0.000733665,0.000622872,0.000699367,4.09381E-05,4.09381E-07,1.06439E-05,0.000120534,0.000120534,0.000120534,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARRandolph County,0.000529243,0.000438879,0.000493765,6.20654E-05,6.20654E-07,1.6137E-05,4.10598E-05,4.10598E-05,4.10598E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARSaline County,0.000807213,0.000672733,0.000758063,2.83611E-05,2.83611E-07,7.37388E-06,0.000145242,0.000145242,0.000145242,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARScott County,0.000406817,0.000322371,0.000366012,6.72858E-05,6.72858E-07,1.74943E-05,0.000105016,0.000105016,0.000105016,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARSearcy County,0.000623676,0.000519713,0.000585466,5.78782E-05,5.78782E-07,1.50483E-05,7.35754E-05,7.35754E-05,7.35754E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARSebastian County,0.000255721,0.000206011,0.000233775,0.000110615,1.10615E-06,2.876E-05,6.4005E-05,6.4005E-05,6.4005E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARSevier County,0.000308889,0.000228285,0.000260429,3.47585E-05,3.47585E-07,9.03721E-06,9.01479E-05,9.01479E-05,9.01479E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARSharp County,0.000628422,0.000526072,0.000590967,5.95408E-05,5.95408E-07,1.54806E-05,7.89377E-05,7.89377E-05,7.89377E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARSt. Francis County,0.000492485,0.000410076,0.000462506,5.17277E-05,5.17277E-07,1.34492E-05,0.000125168,0.000125168,0.000125168,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARStone County,0.001093058,0.000916766,0.001033743,0.000108674,1.08674E-06,2.82552E-05,0.000104597,0.000104597,0.000104597,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARUnion County,0.000510266,0.000405728,0.000458275,1.81786E-05,1.81786E-07,4.72645E-06,0.000210463,0.000210463,0.000210463,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARVan Buren County,0.000911459,0.000757252,0.000854503,5.5362E-05,5.5362E-07,1.43941E-05,0.000112417,0.000112417,0.000112417,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARWashington County,0.000228974,0.000183887,0.000207913,0.000169448,1.69448E-06,4.40565E-05,4.09926E-05,4.09926E-05,4.09926E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARWhite County,0.000957674,0.000798132,0.000897693,8.97058E-05,8.97058E-07,2.33235E-05,0.000102033,0.000102033,0.000102033,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARWoodruff County,0.000685311,0.000579896,0.000653479,6.48994E-05,6.48994E-07,1.68738E-05,9.91992E-05,9.91992E-05,9.91992E-05,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
ARYell County,0.000438258,0.000353518,0.0004007,3.22694E-05,3.22694E-07,8.39005E-06,0.000112419,0.000112419,0.000112419,5.28614E-05,5.28614E-05,5.28614E-05,6.13766E-06,6.13766E-06,6.13766E-06
AZApache County,4.07057E-06,1.40813E-06,1.7365E-06,0.000233107,2.33107E-06,6.06078E-05,7.69359E-05,7.69359E-05,7.69359E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
AZCochise County,9.88853E-06,4.02929E-06,2.8816E-06,0.00040788,4.0788E-06,0.000106049,3.08954E-05,3.08954E-05,3.08954E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
AZCoconino County,4.89614E-06,2.06905E-06,2.59389E-06,0.000175721,1.75721E-06,4.56875E-05,4.98582E-05,4.98582E-05,4.98582E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
AZGila County,1.19216E-05,3.02655E-06,3.59571E-06,0.00034029,3.4029E-06,8.84755E-05,2.85235E-05,2.85235E-05,2.85235E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
AZGraham County,8.77103E-06,2.51055E-06,2.80903E-06,0.000383717,3.83717E-06,9.97664E-05,2.17576E-05,2.17576E-05,2.17576E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
AZGreenlee County,4.30455E-06,1.39077E-06,1.84673E-06,0.000390685,3.90685E-06,0.000101578,2.72199E-05,2.72199E-05,2.72199E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
AZLa Paz County,2.72243E-05,7.04947E-06,9.02978E-06,0.000129825,1.29825E-06,3.37545E-05,7.30003E-06,7.30003E-06,7.30003E-06,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
AZMaricopa County,2.32362E-05,5.954E-06,7.66705E-06,0.00026329,2.6329E-06,6.84554E-05,8.9969E-06,8.9969E-06,8.9969E-06,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
AZMohave County,9.44809E-06,3.72155E-06,4.55324E-06,0.000113675,1.13675E-06,2.95556E-05,2.23203E-05,2.23203E-05,2.23203E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
AZNavajo County,4.68117E-06,1.58322E-06,2.04079E-06,0.00023383,2.3383E-06,6.07957E-05,9.51458E-05,9.51458E-05,9.51458E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
AZPima County,1.9754E-05,7.45442E-06,5.84683E-06,0.000301341,3.01341E-06,7.83486E-05,1.32978E-05,1.32978E-05,1.32978E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
AZPinal County,1.65364E-05,4.37044E-06,5.43997E-06,0.000372145,3.72145E-06,9.67578E-05,1.06578E-05,1.06578E-05,1.06578E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
AZSanta Cruz County,1.71436E-05,6.65801E-06,4.67983E-06,0.000319981,3.19981E-06,8.31951E-05,2.21181E-05,2.21181E-05,2.21181E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
AZYavapai County,1.67992E-05,5.14831E-06,6.58665E-06,0.000264457,2.64457E-06,6.87588E-05,2.89148E-05,2.89148E-05,2.89148E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
AZYuma County,2.96668E-05,1.09437E-05,1.14803E-05,0.000164021,1.64021E-06,4.26454E-05,4.68818E-06,4.68818E-06,4.68818E-06,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
CAAlameda County,4.40244E-06,3.87087E-06,4.30574E-06,2.12665E-06,2.12665E-08,5.5293E-07,1.17296E-05,1.17296E-05,1.17296E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAAlpine County,6.88067E-06,5.85529E-06,6.58528E-06,2.35293E-05,2.35293E-07,6.11762E-06,0.00052472,0.00052472,0.00052472,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAAmador County,4.84852E-06,3.30915E-06,4.05708E-06,1.48559E-05,1.48559E-07,3.86253E-06,8.21451E-05,8.21451E-05,8.21451E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAButte County,5.26985E-06,4.71166E-06,5.36234E-06,4.66389E-06,4.66389E-08,1.21261E-06,5.70453E-05,5.70453E-05,5.70453E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CACalaveras County,5.46055E-06,3.9357E-06,4.70376E-06,1.94684E-05,1.94684E-07,5.0618E-06,0.000125194,0.000125194,0.000125194,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAColusa County,4.34295E-06,3.88906E-06,4.41581E-06,4.2195E-06,4.2195E-08,1.09707E-06,9.84986E-06,9.84986E-06,9.84986E-06,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAContra Costa County,2.90089E-06,2.55915E-06,2.86032E-06,2.68515E-06,2.68515E-08,6.98139E-07,6.18303E-06,6.18303E-06,6.18303E-06,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CADel Norte County,1.88466E-06,1.44781E-06,1.61164E-06,9.61414E-06,9.61414E-08,2.49968E-06,0.000118671,0.000118671,0.000118671,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAEl Dorado County,4.66757E-06,4.08275E-06,4.64278E-06,1.10092E-05,1.10092E-07,2.8624E-06,0.000110482,0.000110482,0.000110482,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAFresno County,1.41654E-05,6.95205E-06,9.62857E-06,7.21488E-05,7.21488E-07,1.87587E-05,2.63446E-05,2.63446E-05,2.63446E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAGlenn County,4.95873E-06,4.4533E-06,5.06326E-06,2.46929E-06,2.46929E-08,6.42015E-07,9.28224E-06,9.28224E-06,9.28224E-06,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAHumboldt County,2.75224E-06,2.23774E-06,2.52863E-06,5.45987E-06,5.45987E-08,1.41957E-06,9.41207E-05,9.41207E-05,9.41207E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAImperial County,2.22005E-05,1.77778E-05,2.03898E-05,8.53526E-05,8.53526E-07,2.21917E-05,7.48391E-06,7.48391E-06,7.48391E-06,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAInyo County,1.08421E-05,8.81982E-06,1.03144E-05,0.000122818,1.22818E-06,3.19327E-05,0.000108862,0.000108862,0.000108862,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAKern County,9.75264E-06,8.44265E-06,9.59088E-06,8.3079E-05,8.3079E-07,2.16005E-05,9.34478E-06,9.34478E-06,9.34478E-06,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAKings County,8.85379E-06,7.77362E-06,8.731E-06,0.000139695,1.39695E-06,3.63207E-05,1.83518E-05,1.83518E-05,1.83518E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CALake County,3.83237E-06,3.48534E-06,3.78564E-06,5.33303E-06,5.33303E-08,1.38659E-06,2.02486E-05,2.02486E-05,2.02486E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CALassen County,4.9962E-06,4.08618E-06,4.69648E-06,9.56083E-06,9.56083E-08,2.48582E-06,9.87632E-05,9.87632E-05,9.87632E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CALos Angeles County,1.17122E-05,1.048E-05,1.17112E-05,6.4659E-05,6.4659E-07,1.68113E-05,2.07975E-06,2.07975E-06,2.07975E-06,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAMadera County,1.4868E-05,1.00476E-05,1.23553E-05,6.68491E-05,6.68491E-07,1.73808E-05,4.49186E-05,4.49186E-05,4.49186E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAMarin County,2.42291E-06,2.2251E-06,2.40777E-06,2.13115E-06,2.13115E-08,5.541E-07,3.62661E-05,3.62661E-05,3.62661E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAMariposa County,1.28203E-05,1.02707E-05,1.18808E-05,6.66746E-05,6.66746E-07,1.73354E-05,8.90411E-05,8.90411E-05,8.90411E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAMendocino County,3.69009E-06,3.27461E-06,3.65315E-06,5.15851E-06,5.15851E-08,1.34121E-06,0.000203881,0.000203881,0.000203881,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAMerced County,1.14596E-05,7.63997E-06,9.25368E-06,2.74148E-05,2.74148E-07,7.12784E-06,1.01211E-05,1.01211E-05,1.01211E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAModoc County,3.17891E-06,1.68949E-06,1.93785E-06,5.8096E-05,5.8096E-07,1.5105E-05,3.32714E-05,3.32714E-05,3.32714E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAMono County,9.48027E-06,7.84002E-06,8.72013E-06,5.51698E-05,5.51698E-07,1.43441E-05,0.000355901,0.000355901,0.000355901,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAMonterey County,8.24095E-06,7.34589E-06,8.21748E-06,2.362E-05,2.362E-07,6.14121E-06,3.45254E-05,3.45254E-05,3.45254E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CANapa County,2.95196E-06,2.69349E-06,2.96348E-06,3.11112E-06,3.11112E-08,8.08892E-07,1.81172E-05,1.81172E-05,1.81172E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CANevada County,5.65782E-06,5.12734E-06,5.71107E-06,6.54431E-06,6.54431E-08,1.70152E-06,0.000197197,0.000197197,0.000197197,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAOrange County,1.10804E-05,9.29037E-06,1.06524E-05,0.000115281,1.15281E-06,2.99731E-05,1.7287E-06,1.7287E-06,1.7287E-06,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAPlacer County,4.7696E-06,4.23485E-06,4.78269E-06,6.24636E-06,6.24636E-08,1.62405E-06,6.04481E-05,6.04481E-05,6.04481E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAPlumas County,5.14335E-06,4.52796E-06,5.02489E-06,6.90977E-06,6.90977E-08,1.79654E-06,0.000143862,0.000143862,0.000143862,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CARiverside County,1.84665E-05,1.58702E-05,1.77561E-05,0.000113647,1.13647E-06,2.95482E-05,2.80475E-06,2.80475E-06,2.80475E-06,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CASacramento County,4.1403E-06,3.52053E-06,4.0437E-06,3.83686E-06,3.83686E-08,9.97584E-07,1.04995E-05,1.04995E-05,1.04995E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CASan Benito County,7.18763E-06,6.3219E-06,7.10473E-06,2.38823E-05,2.38823E-07,6.2094E-06,3.32174E-06,3.32174E-06,3.32174E-06,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CASan Bernardino County,1.52741E-05,1.22505E-05,1.34194E-05,0.00012029,1.2029E-06,3.12753E-05,8.09356E-06,8.09356E-06,8.09356E-06,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CASan Diego County,1.39038E-05,1.10357E-05,1.32283E-05,0.000130739,1.30739E-06,3.39921E-05,1.24141E-06,1.24141E-06,1.24141E-06,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CASan Francisco County,2.49967E-06,2.19732E-06,2.43416E-06,0,0,0,1.78246E-05,1.78246E-05,1.78246E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CASan Joaquin County,4.09618E-06,3.39357E-06,3.90719E-06,2.93552E-06,2.93552E-08,7.63236E-07,9.25008E-06,9.25008E-06,9.25008E-06,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CASan Luis Obispo County,7.42116E-06,6.47442E-06,7.34709E-06,5.33296E-05,5.33296E-07,1.38657E-05,1.09568E-05,1.09568E-05,1.09568E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CASan Mateo County,4.12744E-06,3.64372E-06,4.01352E-06,2.49113E-06,2.49113E-08,6.47693E-07,2.78896E-05,2.78896E-05,2.78896E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CASanta Barbara County,9.1251E-06,7.91852E-06,9.06197E-06,7.79976E-05,7.79976E-07,2.02794E-05,7.03285E-06,7.03285E-06,7.03285E-06,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CASanta Clara County,4.44309E-06,3.97372E-06,4.36709E-06,4.53385E-06,4.53385E-08,1.1788E-06,5.37821E-06,5.37821E-06,5.37821E-06,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CASanta Cruz County,4.32818E-06,3.85779E-06,4.25037E-06,3.89246E-06,3.89246E-08,1.01204E-06,7.09883E-05,7.09883E-05,7.09883E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAShasta County,3.91056E-06,3.38526E-06,3.87478E-06,7.55034E-06,7.55034E-08,1.96309E-06,2.77495E-05,2.77495E-05,2.77495E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CASierra County,5.72595E-06,5.10411E-06,5.65946E-06,6.854E-06,6.854E-08,1.78204E-06,0.000183813,0.000183813,0.000183813,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CASiskiyou County,2.55511E-06,2.14867E-06,2.53161E-06,2.2918E-05,2.2918E-07,5.95869E-06,6.36127E-05,6.36127E-05,6.36127E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CASolano County,2.86552E-06,2.5915E-06,2.88337E-06,3.20626E-06,3.20626E-08,8.33628E-07,5.22881E-06,5.22881E-06,5.22881E-06,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CASonoma County,2.32157E-06,2.12932E-06,2.34144E-06,3.49482E-06,3.49482E-08,9.08653E-07,4.67633E-05,4.67633E-05,4.67633E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CAStanislaus County,5.54128E-06,4.98359E-06,5.56793E-06,2.45643E-05,2.45643E-07,6.38671E-06,6.98822E-06,6.98822E-06,6.98822E-06,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
CASutter County,5.06365E-06,4.53401E-06,5.08057E-06,2.94229E-06,2.94229E-08,7.64995E-07,1.67764E-05,1.67764E-05,1.67764E-05,2.64307E-05,2.64307E-05,2.64307E-05,5.39975E-05,5.39975E-05,5.39975E-05
