PPC,Fire,WF
0,0.00000000000000000,0.00000000000000000
1,-0.07166666666666700,-0.07166666666666700
2,-0.07166666666666700,-0.07166666666666700
3,-0.07166666666666700,-0.07166666666666700
4,-0.07166666666666700,-0.07166666666666700
5,0.00000000000000000,0.00000000000000000
6,0.00000000000000000,0.00000000000000000
7,0.00000000000000000,0.00000000000000000
8,0.21625000000000000,0.21625000000000000
9,0.21625000000000000,0.21625000000000000
10,0.21625000000000000,0.21625000000000000
