Zip Code,City,State Abbreviation,State Name,County,BG1 Terr,BG2 Terr
01001,Agawam,MA,Massachusetts,Hampden,08,Territory I
01002,Amherst,MA,Massachusetts,Hampshire,08,Territory I
01003,Amherst,MA,Massachusetts,Hampshire,08,Territory I
01005,Barre,MA,Massachusetts,Worcester,08,Territory I
01007,Belchertown,MA,Massachusetts,Hampshire,08,Territory I
01008,Blandford,MA,Massachusetts,Hampden,08,Territory I
01009,Bondsville,MA,Massachusetts,Hampden,08,Territory I
01010,Brimfield,MA,Massachusetts,Hampden,08,Territory I
01011,Chester,MA,Massachusetts,Hampden,08,Territory I
01012,Chesterfield,MA,Massachusetts,Hampshire,08,Territory I
01013,Chicopee,MA,Massachusetts,Hampden,08,Territory I
01020,Chicopee,MA,Massachusetts,Hampden,08,Territory I
01022,Chicopee,MA,Massachusetts,Hampden,08,Territory I
01026,Cummington,MA,Massachusetts,Hampshire,08,Territory I
01027,Easthampton,MA,Massachusetts,Hampshire,08,Territory I
01028,East Longmeadow,MA,Massachusetts,Hampden,08,Territory I
01029,East Otis,MA,Massachusetts,Berkshire,08,Territory I
01030,Feeding Hills,MA,Massachusetts,Hampden,08,Territory I
01031,Gilbertville,MA,Massachusetts,Worcester,08,Territory I
01032,Goshen,MA,Massachusetts,Hampshire,08,Territory I
01033,Granby,MA,Massachusetts,Hampshire,08,Territory I
01034,Granville,MA,Massachusetts,Hampden,08,Territory I
01035,Hadley,MA,Massachusetts,Hampshire,08,Territory I
01036,Hampden,MA,Massachusetts,Hampden,08,Territory I
01037,Hardwick,MA,Massachusetts,Worcester,08,Territory I
01038,Hatfield,MA,Massachusetts,Hampshire,08,Territory I
01039,Haydenville,MA,Massachusetts,Hampshire,08,Territory I
01040,Holyoke,MA,Massachusetts,Hampden,08,Territory I
01050,Huntington,MA,Massachusetts,Hampshire,08,Territory I
01053,Leeds,MA,Massachusetts,Hampshire,08,Territory I
01054,Leverett,MA,Massachusetts,Franklin,08,Territory I
01056,Ludlow,MA,Massachusetts,Hampden,08,Territory I
01057,Monson,MA,Massachusetts,Hampden,08,Territory I
01060,Northampton,MA,Massachusetts,Hampshire,08,Territory I
01062,Florence,MA,Massachusetts,Hampshire,08,Territory I
01063,Northampton,MA,Massachusetts,Hampshire,08,Territory I
01066,North Hatfield,MA,Massachusetts,Hampshire,08,Territory I
01068,Oakham,MA,Massachusetts,Worcester,08,Territory I
01069,Palmer,MA,Massachusetts,Hampden,08,Territory I
01070,Plainfield,MA,Massachusetts,Hampshire,08,Territory I
01071,Russell,MA,Massachusetts,Hampden,08,Territory I
01072,Shutesbury,MA,Massachusetts,Franklin,08,Territory I
01073,Southampton,MA,Massachusetts,Hampshire,08,Territory I
01074,South Barre,MA,Massachusetts,Worcester,08,Territory I
01075,South Hadley,MA,Massachusetts,Hampshire,08,Territory I
01077,Southwick,MA,Massachusetts,Hampden,08,Territory I
01079,Thorndike,MA,Massachusetts,Hampden,08,Territory I
01080,Three Rivers,MA,Massachusetts,Hampden,08,Territory I
01081,Wales,MA,Massachusetts,Hampden,08,Territory I
01082,Ware,MA,Massachusetts,Hampshire,08,Territory I
01083,Warren,MA,Massachusetts,Worcester,08,Territory I
01084,West Chesterfield,MA,Massachusetts,Hampshire,08,Territory I
01085,Westfield,MA,Massachusetts,Hampden,08,Territory I
01086,Westfield,MA,Massachusetts,Hampden,08,Territory I
01088,West Hatfield,MA,Massachusetts,Hampshire,08,Territory I
01089,West Springfield,MA,Massachusetts,Hampden,08,Territory I
01092,West Warren,MA,Massachusetts,Worcester,08,Territory I
01093,Whately,MA,Massachusetts,Franklin,08,Territory I
01094,Wheelwright,MA,Massachusetts,Worcester,08,Territory I
01095,Wilbraham,MA,Massachusetts,Hampden,08,Territory I
01096,Williamsburg,MA,Massachusetts,Hampshire,08,Territory I
01097,Woronoco,MA,Massachusetts,Hampden,08,Territory I
01098,Worthington,MA,Massachusetts,Hampshire,08,Territory I
01103,Springfield,MA,Massachusetts,Hampden,08,Territory I
01104,Springfield,MA,Massachusetts,Hampden,08,Territory I
01105,Springfield,MA,Massachusetts,Hampden,08,Territory I
01106,Longmeadow,MA,Massachusetts,Hampden,08,Territory I
01107,Springfield,MA,Massachusetts,Hampden,08,Territory I
01108,Springfield,MA,Massachusetts,Hampden,08,Territory I
01109,Springfield,MA,Massachusetts,Hampden,08,Territory I
01118,Springfield,MA,Massachusetts,Hampden,08,Territory I
01119,Springfield,MA,Massachusetts,Hampden,08,Territory I
01128,Springfield,MA,Massachusetts,Hampden,08,Territory I
01129,Springfield,MA,Massachusetts,Hampden,08,Territory I
01151,Indian Orchard,MA,Massachusetts,Hampden,08,Territory I
01199,Springfield,MA,Massachusetts,Hampden,08,Territory I
01201,Pittsfield,MA,Massachusetts,Berkshire,08,Territory I
01220,Adams,MA,Massachusetts,Berkshire,08,Territory I
01222,Ashley Falls,MA,Massachusetts,Berkshire,08,Territory I
01223,Becket,MA,Massachusetts,Berkshire,08,Territory I
01224,Berkshire,MA,Massachusetts,Berkshire,08,Territory I
01225,Cheshire,MA,Massachusetts,Berkshire,08,Territory I
01226,Dalton,MA,Massachusetts,Berkshire,08,Territory I
01229,Glendale,MA,Massachusetts,Berkshire,08,Territory I
01230,Great Barrington,MA,Massachusetts,Berkshire,08,Territory I
01235,Hinsdale,MA,Massachusetts,Berkshire,08,Territory I
01236,Housatonic,MA,Massachusetts,Berkshire,08,Territory I
01237,Lanesborough,MA,Massachusetts,Berkshire,08,Territory I
01238,Lee,MA,Massachusetts,Berkshire,08,Territory I
01240,Lenox,MA,Massachusetts,Berkshire,08,Territory I
01242,Lenox Dale,MA,Massachusetts,Berkshire,08,Territory I
01243,Middlefield,MA,Massachusetts,Hampshire,08,Territory I
01244,Mill River,MA,Massachusetts,Berkshire,08,Territory I
01245,Monterey,MA,Massachusetts,Berkshire,08,Territory I
01247,North Adams,MA,Massachusetts,Berkshire,08,Territory I
01253,Otis,MA,Massachusetts,Berkshire,08,Territory I
01254,Richmond,MA,Massachusetts,Berkshire,08,Territory I
01255,Sandisfield,MA,Massachusetts,Berkshire,08,Territory I
01256,Savoy,MA,Massachusetts,Berkshire,08,Territory I
01257,Sheffield,MA,Massachusetts,Berkshire,08,Territory I
01258,South Egremont,MA,Massachusetts,Berkshire,08,Territory I
01259,Southfield,MA,Massachusetts,Berkshire,08,Territory I
01260,South Lee,MA,Massachusetts,Berkshire,08,Territory I
01262,Stockbridge,MA,Massachusetts,Berkshire,08,Territory I
01264,Tyringham,MA,Massachusetts,Berkshire,08,Territory I
01266,West Stockbridge,MA,Massachusetts,Berkshire,08,Territory I
01267,Williamstown,MA,Massachusetts,Berkshire,08,Territory I
01270,Windsor,MA,Massachusetts,Berkshire,08,Territory I
01301,Greenfield,MA,Massachusetts,Franklin,08,Territory I
01330,Ashfield,MA,Massachusetts,Franklin,08,Territory I
01331,Athol,MA,Massachusetts,Worcester,08,Territory I
01337,Bernardston,MA,Massachusetts,Franklin,08,Territory I
01338,Buckland,MA,Massachusetts,Franklin,08,Territory I
01339,Charlemont,MA,Massachusetts,Franklin,08,Territory I
01340,Colrain,MA,Massachusetts,Franklin,08,Territory I
01341,Conway,MA,Massachusetts,Franklin,08,Territory I
01342,Deerfield,MA,Massachusetts,Franklin,08,Territory I
01343,Drury,MA,Massachusetts,Berkshire,08,Territory I
01344,Erving,MA,Massachusetts,Franklin,08,Territory I
01346,Heath,MA,Massachusetts,Franklin,08,Territory I
01347,Lake Pleasant,MA,Massachusetts,Franklin,08,Territory I
01349,Millers Falls,MA,Massachusetts,Franklin,08,Territory I
01350,Monroe Bridge,MA,Massachusetts,Franklin,08,Territory I
01351,Montague,MA,Massachusetts,Franklin,08,Territory I
01354,Gill,MA,Massachusetts,Franklin,08,Territory I
01355,New Salem,MA,Massachusetts,Franklin,08,Territory I
01360,Northfield,MA,Massachusetts,Franklin,08,Territory I
01364,Orange,MA,Massachusetts,Franklin,08,Territory I
01366,Petersham,MA,Massachusetts,Worcester,08,Territory I
01367,Rowe,MA,Massachusetts,Franklin,08,Territory I
01368,Royalston,MA,Massachusetts,Worcester,08,Territory I
01370,Shelburne Falls,MA,Massachusetts,Franklin,08,Territory I
01373,South Deerfield,MA,Massachusetts,Franklin,08,Territory I
01375,Sunderland,MA,Massachusetts,Franklin,08,Territory I
01376,Turners Falls,MA,Massachusetts,Franklin,08,Territory I
01378,Warwick,MA,Massachusetts,Franklin,08,Territory I
01379,Wendell,MA,Massachusetts,Franklin,08,Territory I
01420,Fitchburg,MA,Massachusetts,Worcester,08,Territory I
01430,Ashburnham,MA,Massachusetts,Worcester,08,Territory I
01431,Ashby,MA,Massachusetts,Middlesex,08,Territory I
01432,Ayer,MA,Massachusetts,Middlesex,08,Territory I
01434,Devens,MA,Massachusetts,Worcester,08,Territory I
01436,Baldwinville,MA,Massachusetts,Worcester,08,Territory I
01438,East Templeton,MA,Massachusetts,Worcester,08,Territory I
01440,Gardner,MA,Massachusetts,Worcester,08,Territory I
01450,Groton,MA,Massachusetts,Middlesex,08,Territory I
01451,Harvard,MA,Massachusetts,Worcester,08,Territory I
01452,Hubbardston,MA,Massachusetts,Worcester,08,Territory I
01453,Leominster,MA,Massachusetts,Worcester,08,Territory I
01460,Littleton,MA,Massachusetts,Middlesex,08,Territory I
01462,Lunenburg,MA,Massachusetts,Worcester,08,Territory I
01463,Pepperell,MA,Massachusetts,Middlesex,08,Territory I
01464,Shirley,MA,Massachusetts,Middlesex,08,Territory I
01467,Still River,MA,Massachusetts,Worcester,08,Territory I
01468,Templeton,MA,Massachusetts,Worcester,08,Territory I
01469,Townsend,MA,Massachusetts,Middlesex,08,Territory I
01473,Westminster,MA,Massachusetts,Worcester,08,Territory I
01474,West Townsend,MA,Massachusetts,Middlesex,08,Territory I
01475,Winchendon,MA,Massachusetts,Worcester,08,Territory I
01501,Auburn,MA,Massachusetts,Worcester,08,Territory I
01503,Berlin,MA,Massachusetts,Worcester,08,Territory I
01504,Blackstone,MA,Massachusetts,Worcester,08,Territory I
01505,Boylston,MA,Massachusetts,Worcester,08,Territory I
01506,Brookfield,MA,Massachusetts,Worcester,08,Territory I
01507,Charlton,MA,Massachusetts,Worcester,08,Territory I
01510,Clinton,MA,Massachusetts,Worcester,08,Territory I
01515,East Brookfield,MA,Massachusetts,Worcester,08,Territory I
01516,Douglas,MA,Massachusetts,Worcester,08,Territory I
01518,Fiskdale,MA,Massachusetts,Worcester,08,Territory I
01519,Grafton,MA,Massachusetts,Worcester,08,Territory I
01520,Holden,MA,Massachusetts,Worcester,08,Territory I
01521,Holland,MA,Massachusetts,Hampden,08,Territory I
01522,Jefferson,MA,Massachusetts,Worcester,08,Territory I
01523,Lancaster,MA,Massachusetts,Worcester,08,Territory I
01524,Leicester,MA,Massachusetts,Worcester,08,Territory I
01525,Linwood,MA,Massachusetts,Worcester,08,Territory I
01527,Millbury,MA,Massachusetts,Worcester,08,Territory I
01529,Millville,MA,Massachusetts,Worcester,08,Territory I
01531,New Braintree,MA,Massachusetts,Worcester,08,Territory I
01532,Northborough,MA,Massachusetts,Worcester,08,Territory I
01534,Northbridge,MA,Massachusetts,Worcester,08,Territory I
01535,North Brookfield,MA,Massachusetts,Worcester,08,Territory I
01536,North Grafton,MA,Massachusetts,Worcester,08,Territory I
01537,North Oxford,MA,Massachusetts,Worcester,08,Territory I
01540,Oxford,MA,Massachusetts,Worcester,08,Territory I
01541,Princeton,MA,Massachusetts,Worcester,08,Territory I
01542,Rochdale,MA,Massachusetts,Worcester,08,Territory I
01543,Rutland,MA,Massachusetts,Worcester,08,Territory I
01545,Shrewsbury,MA,Massachusetts,Worcester,08,Territory I
01550,Southbridge,MA,Massachusetts,Worcester,08,Territory I
01560,South Grafton,MA,Massachusetts,Worcester,08,Territory I
01561,South Lancaster,MA,Massachusetts,Worcester,08,Territory I
01562,Spencer,MA,Massachusetts,Worcester,08,Territory I
01564,Sterling,MA,Massachusetts,Worcester,08,Territory I
01566,Sturbridge,MA,Massachusetts,Worcester,08,Territory I
01568,Upton,MA,Massachusetts,Worcester,08,Territory I
01569,Uxbridge,MA,Massachusetts,Worcester,08,Territory I
01570,Webster,MA,Massachusetts,Worcester,08,Territory I
01571,Dudley,MA,Massachusetts,Worcester,08,Territory I
01581,Westborough,MA,Massachusetts,Worcester,08,Territory I
01583,West Boylston,MA,Massachusetts,Worcester,08,Territory I
01585,West Brookfield,MA,Massachusetts,Worcester,08,Territory I
01588,Whitinsville,MA,Massachusetts,Worcester,08,Territory I
01590,Sutton,MA,Massachusetts,Worcester,08,Territory I
01602,Worcester,MA,Massachusetts,Worcester,08,Territory I
01603,Worcester,MA,Massachusetts,Worcester,08,Territory I
01604,Worcester,MA,Massachusetts,Worcester,08,Territory I
01605,Worcester,MA,Massachusetts,Worcester,08,Territory I
01606,Worcester,MA,Massachusetts,Worcester,08,Territory I
01607,Worcester,MA,Massachusetts,Worcester,08,Territory I
01608,Worcester,MA,Massachusetts,Worcester,08,Territory I
01609,Worcester,MA,Massachusetts,Worcester,08,Territory I
01610,Worcester,MA,Massachusetts,Worcester,08,Territory I
01611,Cherry Valley,MA,Massachusetts,Worcester,08,Territory I
01612,Paxton,MA,Massachusetts,Worcester,08,Territory I
01701,Framingham,MA,Massachusetts,Middlesex,08,Territory I
01702,Framingham,MA,Massachusetts,Middlesex,08,Territory I
01718,Acton,MA,Massachusetts,Middlesex,08,Territory I
01719,Boxborough,MA,Massachusetts,Middlesex,08,Territory I
01720,Acton,MA,Massachusetts,Middlesex,08,Territory I
01721,Ashland,MA,Massachusetts,Middlesex,08,Territory I
01730,Bedford,MA,Massachusetts,Middlesex,08,Territory I
01731,Hanscom Afb,MA,Massachusetts,Middlesex,08,Territory I
01740,Bolton,MA,Massachusetts,Worcester,08,Territory I
01741,Carlisle,MA,Massachusetts,Middlesex,08,Territory I
01742,Concord,MA,Massachusetts,Middlesex,08,Territory I
01745,Fayville,MA,Massachusetts,Worcester,08,Territory I
01746,Holliston,MA,Massachusetts,Middlesex,08,Territory I
01747,Hopedale,MA,Massachusetts,Worcester,08,Territory I
01748,Hopkinton,MA,Massachusetts,Middlesex,08,Territory I
01749,Hudson,MA,Massachusetts,Middlesex,08,Territory I
01752,Marlborough,MA,Massachusetts,Middlesex,08,Territory I
01754,Maynard,MA,Massachusetts,Middlesex,08,Territory I
01756,Mendon,MA,Massachusetts,Worcester,08,Territory I
01757,Milford,MA,Massachusetts,Worcester,08,Territory I
01760,Natick,MA,Massachusetts,Middlesex,08,Territory I
01770,Sherborn,MA,Massachusetts,Middlesex,08,Territory I
01772,Southborough,MA,Massachusetts,Worcester,08,Territory I
01773,Lincoln,MA,Massachusetts,Middlesex,08,Territory I
01775,Stow,MA,Massachusetts,Middlesex,08,Territory I
01776,Sudbury,MA,Massachusetts,Middlesex,08,Territory I
01778,Wayland,MA,Massachusetts,Middlesex,08,Territory I
01801,Woburn,MA,Massachusetts,Middlesex,08,Territory I
01803,Burlington,MA,Massachusetts,Middlesex,08,Territory I
01810,Andover,MA,Massachusetts,Essex,08,Territory I
01821,Billerica,MA,Massachusetts,Middlesex,08,Territory I
01824,Chelmsford,MA,Massachusetts,Middlesex,08,Territory I
01826,Dracut,MA,Massachusetts,Middlesex,08,Territory I
01827,Dunstable,MA,Massachusetts,Middlesex,08,Territory I
01830,Haverhill,MA,Massachusetts,Essex,08,Territory I
01832,Haverhill,MA,Massachusetts,Essex,08,Territory I
01833,Georgetown,MA,Massachusetts,Essex,08,Territory I
01834,Groveland,MA,Massachusetts,Essex,08,Territory I
01835,Haverhill,MA,Massachusetts,Essex,08,Territory I
01840,Lawrence,MA,Massachusetts,Essex,08,Territory I
01841,Lawrence,MA,Massachusetts,Essex,08,Territory I
01843,Lawrence,MA,Massachusetts,Essex,08,Territory I
01844,Methuen,MA,Massachusetts,Essex,08,Territory I
01845,North Andover,MA,Massachusetts,Essex,08,Territory I
01850,Lowell,MA,Massachusetts,Middlesex,08,Territory I
01851,Lowell,MA,Massachusetts,Middlesex,08,Territory I
01852,Lowell,MA,Massachusetts,Middlesex,08,Territory I
01854,Lowell,MA,Massachusetts,Middlesex,08,Territory I
01860,Merrimac,MA,Massachusetts,Essex,08,Territory I
01862,North Billerica,MA,Massachusetts,Middlesex,08,Territory I
01863,North Chelmsford,MA,Massachusetts,Middlesex,08,Territory I
01864,North Reading,MA,Massachusetts,Middlesex,08,Territory I
01867,Reading,MA,Massachusetts,Middlesex,08,Territory I
01876,Tewksbury,MA,Massachusetts,Middlesex,08,Territory I
01879,Tyngsboro,MA,Massachusetts,Middlesex,08,Territory I
01880,Wakefield,MA,Massachusetts,Middlesex,08,Territory I
01886,Westford,MA,Massachusetts,Middlesex,08,Territory I
01887,Wilmington,MA,Massachusetts,Middlesex,08,Territory I
01890,Winchester,MA,Massachusetts,Middlesex,08,Territory I
01901,Lynn,MA,Massachusetts,Essex,08,Territory I
01902,Lynn,MA,Massachusetts,Essex,08,Territory II
01904,Lynn,MA,Massachusetts,Essex,08,Territory II
01905,Lynn,MA,Massachusetts,Essex,08,Territory II
01906,Saugus,MA,Massachusetts,Essex,08,Territory II
01907,Swampscott,MA,Massachusetts,Essex,08,Territory II
01908,Nahant,MA,Massachusetts,Essex,08,Territory II
01913,Amesbury,MA,Massachusetts,Essex,08,Territory I
01915,Beverly,MA,Massachusetts,Essex,08,Territory II
01921,Boxford,MA,Massachusetts,Essex,08,Territory I
01922,Byfield,MA,Massachusetts,Essex,08,Territory I
01923,Danvers,MA,Massachusetts,Essex,08,Territory I
01929,Essex,MA,Massachusetts,Essex,08,Territory II
01930,Gloucester,MA,Massachusetts,Essex,08,Territory II
01937,Hathorne,MA,Massachusetts,Essex,08,Territory I
01938,Ipswich,MA,Massachusetts,Essex,08,Territory II
01940,Lynnfield,MA,Massachusetts,Essex,08,Territory I
01944,Manchester,MA,Massachusetts,Essex,08,Territory II
01945,Marblehead,MA,Massachusetts,Essex,08,Territory II
01949,Middleton,MA,Massachusetts,Essex,08,Territory I
01950,Newburyport,MA,Massachusetts,Essex,08,Territory II
01951,Newbury,MA,Massachusetts,Essex,08,Territory II
01952,Salisbury,MA,Massachusetts,Essex,08,Territory II
01960,Peabody,MA,Massachusetts,Essex,08,Territory I
01966,Rockport,MA,Massachusetts,Essex,08,Territory II
01969,Rowley,MA,Massachusetts,Essex,08,Territory II
01970,Salem,MA,Massachusetts,Essex,08,Territory II
01982,South Hamilton,MA,Massachusetts,Essex,08,Territory I
01983,Topsfield,MA,Massachusetts,Essex,08,Territory I
01984,Wenham,MA,Massachusetts,Essex,08,Territory I
01985,West Newbury,MA,Massachusetts,Essex,08,Territory I
02019,Bellingham,MA,Massachusetts,Norfolk,08,Territory I
02021,Canton,MA,Massachusetts,Norfolk,08,Territory I
02025,Cohasset,MA,Massachusetts,Norfolk,08,Territory II
02026,Dedham,MA,Massachusetts,Norfolk,08,Territory II
02030,Dover,MA,Massachusetts,Norfolk,08,Territory I
02032,East Walpole,MA,Massachusetts,Norfolk,08,Territory I
02035,Foxboro,MA,Massachusetts,Norfolk,08,Territory I
02038,Franklin,MA,Massachusetts,Norfolk,08,Territory I
02043,Hingham,MA,Massachusetts,Plymouth,08,Territory II
02045,Hull,MA,Massachusetts,Plymouth,08,Territory II
02047,Humarock,MA,Massachusetts,Plymouth,08,Territory III
02048,Mansfield,MA,Massachusetts,Bristol,08,Territory I
02050,Marshfield,MA,Massachusetts,Plymouth,08,Territory III
02052,Medfield,MA,Massachusetts,Norfolk,08,Territory I
02053,Medway,MA,Massachusetts,Norfolk,08,Territory I
02054,Millis,MA,Massachusetts,Norfolk,08,Territory I
02056,Norfolk,MA,Massachusetts,Norfolk,08,Territory I
02061,Norwell,MA,Massachusetts,Plymouth,08,Territory I
02062,Norwood,MA,Massachusetts,Norfolk,08,Territory I
02066,Scituate,MA,Massachusetts,Plymouth,08,Territory II
02067,Sharon,MA,Massachusetts,Norfolk,08,Territory I
02071,South Walpole,MA,Massachusetts,Norfolk,08,Territory I
02072,Stoughton,MA,Massachusetts,Norfolk,08,Territory I
02081,Walpole,MA,Massachusetts,Norfolk,08,Territory I
02090,Westwood,MA,Massachusetts,Norfolk,08,Territory I
02093,Wrentham,MA,Massachusetts,Norfolk,08,Territory I
02108,Boston,MA,Massachusetts,Suffolk,01,Territory I
02109,Boston,MA,Massachusetts,Suffolk,01,Territory I
02110,Boston,MA,Massachusetts,Suffolk,01,Territory I
02111,Boston,MA,Massachusetts,Suffolk,01,Territory I
02113,Boston,MA,Massachusetts,Suffolk,01,Territory I
02114,Boston,MA,Massachusetts,Suffolk,01,Territory I
02115,Boston,MA,Massachusetts,Suffolk,01,Territory I
02116,Boston,MA,Massachusetts,Suffolk,01,Territory I
02118,Boston,MA,Massachusetts,Suffolk,01,Territory I
02119,Roxbury,MA,Massachusetts,Suffolk,01,Territory I
02120,Roxbury Crossing,MA,Massachusetts,Suffolk,01,Territory I
02121,Dorchester,MA,Massachusetts,Suffolk,01,Territory I
02122,Dorchester,MA,Massachusetts,Suffolk,01,Territory I
02124,Dorchester Center,MA,Massachusetts,Suffolk,08,Territory II
02125,Dorchester,MA,Massachusetts,Suffolk,08,Territory II
02126,Mattapan,MA,Massachusetts,Suffolk,01,Territory II
02127,South Boston,MA,Massachusetts,Suffolk,01,Territory II
02128,East Boston,MA,Massachusetts,Suffolk,01,Territory II
02129,Charlestown,MA,Massachusetts,Suffolk,08,Territory I
02130,Jamaica Plain,MA,Massachusetts,Suffolk,08,Territory I
02131,Roslindale,MA,Massachusetts,Suffolk,01,Territory I
02132,West Roxbury,MA,Massachusetts,Suffolk,08,Territory II
02134,Allston,MA,Massachusetts,Suffolk,01,Territory I
02135,Brighton,MA,Massachusetts,Suffolk,08,Territory I
02136,Hyde Park,MA,Massachusetts,Suffolk,08,Territory II
02138,Cambridge,MA,Massachusetts,Middlesex,08,Territory I
02139,Cambridge,MA,Massachusetts,Middlesex,08,Territory I
02140,Cambridge,MA,Massachusetts,Middlesex,08,Territory I
02141,Cambridge,MA,Massachusetts,Middlesex,08,Territory I
02142,Cambridge,MA,Massachusetts,Middlesex,08,Territory I
02143,Somerville,MA,Massachusetts,Middlesex,08,Territory I
02144,Somerville,MA,Massachusetts,Middlesex,08,Territory I
02145,Somerville,MA,Massachusetts,Middlesex,08,Territory I
02148,Malden,MA,Massachusetts,Middlesex,08,Territory II
02149,Everett,MA,Massachusetts,Middlesex,08,Territory I
02150,Chelsea,MA,Massachusetts,Suffolk,08,Territory II
02151,Revere,MA,Massachusetts,Suffolk,08,Territory II
02152,Winthrop,MA,Massachusetts,Suffolk,08,Territory II
02155,Medford,MA,Massachusetts,Middlesex,08,Territory I
02163,Boston,MA,Massachusetts,Suffolk,01,Territory I
02169,Quincy,MA,Massachusetts,Norfolk,08,Territory II
02170,Quincy,MA,Massachusetts,Norfolk,08,Territory II
02171,Quincy,MA,Massachusetts,Norfolk,08,Territory II
02176,Melrose,MA,Massachusetts,Middlesex,08,Territory I
02180,Stoneham,MA,Massachusetts,Middlesex,08,Territory I
02184,Braintree,MA,Massachusetts,Norfolk,08,Territory II
02186,Milton,MA,Massachusetts,Norfolk,08,Territory II
02188,Weymouth,MA,Massachusetts,Norfolk,08,Territory II
02189,East Weymouth,MA,Massachusetts,Norfolk,08,Territory I
02190,South Weymouth,MA,Massachusetts,Norfolk,08,Territory I
02191,North Weymouth,MA,Massachusetts,Norfolk,08,Territory II
02199,Boston,MA,Massachusetts,Suffolk,01,Territory I
02203,Boston,MA,Massachusetts,Suffolk,01,Territory I
02210,Boston,MA,Massachusetts,Suffolk,01,Territory II
02215,Boston,MA,Massachusetts,Suffolk,01,Territory I
02301,Brockton,MA,Massachusetts,Plymouth,08,Territory I
02302,Brockton,MA,Massachusetts,Plymouth,08,Territory I
02322,Avon,MA,Massachusetts,Norfolk,08,Territory I
02324,Bridgewater,MA,Massachusetts,Plymouth,08,Territory I
02330,Carver,MA,Massachusetts,Plymouth,08,Territory I
02332,Duxbury,MA,Massachusetts,Plymouth,08,Territory III
02333,East Bridgewater,MA,Massachusetts,Plymouth,08,Territory I
02338,Halifax,MA,Massachusetts,Plymouth,08,Territory I
02339,Hanover,MA,Massachusetts,Plymouth,08,Territory I
02341,Hanson,MA,Massachusetts,Plymouth,08,Territory I
02343,Holbrook,MA,Massachusetts,Norfolk,08,Territory I
02346,Middleboro,MA,Massachusetts,Plymouth,08,Territory I
02347,Lakeville,MA,Massachusetts,Plymouth,08,Territory I
02351,Abington,MA,Massachusetts,Plymouth,08,Territory I
02356,North Easton,MA,Massachusetts,Bristol,08,Territory I
02357,North Easton,MA,Massachusetts,Bristol,08,Territory I
02359,Pembroke,MA,Massachusetts,Plymouth,08,Territory I
02360,Plymouth,MA,Massachusetts,Plymouth,08,Territory III
02364,Kingston,MA,Massachusetts,Plymouth,08,Territory II
02366,South Carver,MA,Massachusetts,Plymouth,08,Territory I
02367,Plympton,MA,Massachusetts,Plymouth,08,Territory II
02368,Randolph,MA,Massachusetts,Norfolk,08,Territory II
02370,Rockland,MA,Massachusetts,Plymouth,08,Territory I
02375,South Easton,MA,Massachusetts,Bristol,08,Territory I
02379,West Bridgewater,MA,Massachusetts,Plymouth,08,Territory I
02382,Whitman,MA,Massachusetts,Plymouth,08,Territory I
02420,Lexington,MA,Massachusetts,Middlesex,08,Territory I
02421,Lexington,MA,Massachusetts,Middlesex,08,Territory I
02445,Brookline,MA,Massachusetts,Norfolk,08,Territory I
02446,Brookline,MA,Massachusetts,Norfolk,08,Territory I
02451,Waltham,MA,Massachusetts,Middlesex,08,Territory I
02452,Waltham,MA,Massachusetts,Middlesex,08,Territory I
02453,Waltham,MA,Massachusetts,Middlesex,08,Territory I
02457,Babson Park,MA,Massachusetts,Norfolk,08,Territory I
02458,Newton,MA,Massachusetts,Middlesex,08,Territory I
02459,Newton Center,MA,Massachusetts,Middlesex,08,Territory I
02460,Newtonville,MA,Massachusetts,Middlesex,08,Territory I
02461,Newton Highlands,MA,Massachusetts,Middlesex,08,Territory I
02462,Newton Lower Falls,MA,Massachusetts,Middlesex,08,Territory I
02464,Newton Upper Falls,MA,Massachusetts,Middlesex,08,Territory I
02465,West Newton,MA,Massachusetts,Middlesex,08,Territory I
02466,Auburndale,MA,Massachusetts,Middlesex,08,Territory I
02467,Chestnut Hill,MA,Massachusetts,Norfolk,08,Territory I
02468,Waban,MA,Massachusetts,Middlesex,08,Territory I
02472,Watertown,MA,Massachusetts,Middlesex,08,Territory I
02474,Arlington,MA,Massachusetts,Middlesex,08,Territory I
02476,Arlington,MA,Massachusetts,Middlesex,08,Territory I
02478,Belmont,MA,Massachusetts,Middlesex,08,Territory I
02481,Wellesley Hills,MA,Massachusetts,Norfolk,08,Territory I
02482,Wellesley,MA,Massachusetts,Norfolk,08,Territory I
02492,Needham,MA,Massachusetts,Norfolk,08,Territory I
02493,Weston,MA,Massachusetts,Middlesex,08,Territory I
02494,Needham Heights,MA,Massachusetts,Norfolk,08,Territory I
02532,Buzzards Bay,MA,Massachusetts,Barnstable,08,Territory III
02534,Cataumet,MA,Massachusetts,Barnstable,08,Territory III
02535,Chilmark,MA,Massachusetts,Dukes,08,Territory III
02536,East Falmouth,MA,Massachusetts,Barnstable,08,Territory III
02537,East Sandwich,MA,Massachusetts,Barnstable,08,Territory III
02538,East Wareham,MA,Massachusetts,Plymouth,08,Territory II
02539,Edgartown,MA,Massachusetts,Dukes,08,Territory III
02540,Falmouth,MA,Massachusetts,Barnstable,08,Territory III
02542,Buzzards Bay,MA,Massachusetts,Barnstable,08,Territory III
02543,Woods Hole,MA,Massachusetts,Barnstable,08,Territory III
02553,Monument Beach,MA,Massachusetts,Barnstable,08,Territory III
