TIV,ISO.1,ISO.2,ISO.3,ISO.4,ISO.5,ISO.6
1700000,0.889060092449923,0.889060092449923,0.889060092449923,0.876221498371336,0.876221498371336,0.876221498371336
1800000,0.881355932203390,0.881355932203390,0.881355932203390,0.866449511400652,0.866449511400652,0.866449511400652
1900000,0.873651771956857,0.873651771956857,0.873651771956857,0.858306188925081,0.858306188925081,0.858306188925081
2000000,0.865947611710324,0.865947611710324,0.865947611710324,0.850162866449511,0.850162866449511,0.850162866449511
2500000,0.836671802773498,0.836671802773498,0.836671802773498,0.817589576547231,0.817589576547231,0.817589576547231
3000000,0.813559322033898,0.813559322033898,0.813559322033898,0.791530944625407,0.791530944625407,0.791530944625407
3500000,0.793528505392912,0.793528505392912,0.793528505392912,0.770358306188925,0.770358306188925,0.770358306188925
4000000,0.778120184899846,0.778120184899846,0.778120184899846,0.752442996742671,0.752442996742671,0.752442996742671
4500000,0.764252696456086,0.764252696456086,0.764252696456086,0.737785016286645,0.737785016286645,0.737785016286645
5000000,0.751926040061633,0.751926040061633,0.751926040061633,0.724755700325733,0.724755700325733,0.724755700325733
9E+12,0.751926040061633,0.751926040061633,0.751926040061633,0.724755700325733,0.724755700325733,0.724755700325733
