TIV,ISO.1,ISO.2,ISO.3,ISO.4,ISO.5,ISO.6
0,3.852080123266560,3.852080123266560,3.852080123266560,4.071661237785020,4.071661237785020,4.071661237785020
10000,3.081664098613250,3.081664098613250,3.081664098613250,3.257328990228010,3.257328990228010,3.257328990228010
20000,2.311248073959940,2.311248073959940,2.311248073959940,2.442996742671010,2.442996742671010,2.442996742671010
30000,1.926040061633280,1.926040061633280,1.926040061633280,2.035830618892510,2.035830618892510,2.035830618892510
40000,1.656394453004620,1.656394453004620,1.656394453004620,1.750814332247560,1.750814332247560,1.750814332247560
50000,1.540832049306630,1.540832049306630,1.540832049306630,1.628664495114010,1.628664495114010,1.628664495114010
60000,1.497688751926040,1.497688751926040,1.497688751926040,1.576547231270360,1.576547231270360,1.576547231270360
70000,1.462249614791990,1.462249614791990,1.462249614791990,1.535830618892510,1.535830618892510,1.535830618892510
80000,1.431432973805860,1.431432973805860,1.431432973805860,1.500000000000000,1.500000000000000,1.500000000000000
90000,1.405238828967640,1.405238828967640,1.405238828967640,1.469055374592830,1.469055374592830,1.469055374592830
100000,1.383667180277350,1.383667180277350,1.383667180277350,1.441368078175900,1.441368078175900,1.441368078175900
125000,1.335901386748840,1.335901386748840,1.335901386748840,1.385993485342020,1.385993485342020,1.385993485342020
150000,1.297380585516180,1.297380585516180,1.297380585516180,1.342019543973940,1.342019543973940,1.342019543973940
175000,1.266563944530050,1.266563944530050,1.266563944530050,1.306188925081430,1.306188925081430,1.306188925081430
200000,1.241910631741140,1.241910631741140,1.241910631741140,1.275244299674270,1.275244299674270,1.275244299674270
225000,1.218798151001540,1.218798151001540,1.218798151001540,1.249185667752440,1.249185667752440,1.249185667752440
250000,1.198767334360550,1.198767334360550,1.198767334360550,1.226384364820850,1.226384364820850,1.226384364820850
275000,1.180277349768880,1.180277349768880,1.180277349768880,1.206840390879480,1.206840390879480,1.206840390879480
300000,1.164869029275810,1.164869029275810,1.164869029275810,1.188925081433220,1.188925081433220,1.188925081433220
325000,1.151001540832050,1.151001540832050,1.151001540832050,1.171009771986970,1.171009771986970,1.171009771986970
350000,1.137134052388290,1.137134052388290,1.137134052388290,1.156351791530940,1.156351791530940,1.156351791530940
375000,1.124807395993840,1.124807395993840,1.124807395993840,1.141693811074920,1.141693811074920,1.141693811074920
400000,1.114021571648690,1.114021571648690,1.114021571648690,1.130293159609120,1.130293159609120,1.130293159609120
425000,1.103235747303540,1.103235747303540,1.103235747303540,1.117263843648210,1.117263843648210,1.117263843648210
450000,1.093990755007700,1.093990755007700,1.093990755007700,1.105863192182410,1.105863192182410,1.105863192182410
475000,1.084745762711860,1.084745762711860,1.084745762711860,1.096091205211730,1.096091205211730,1.096091205211730
500000,1.075500770416020,1.075500770416020,1.075500770416020,1.086319218241040,1.086319218241040,1.086319218241040
550000,1.060092449922960,1.060092449922960,1.060092449922960,1.068403908794790,1.068403908794790,1.068403908794790
600000,1.046224961479200,1.046224961479200,1.046224961479200,1.052117263843650,1.052117263843650,1.052117263843650
650000,1.032357473035440,1.032357473035440,1.032357473035440,1.037459283387620,1.037459283387620,1.037459283387620
700000,1.021571648690290,1.021571648690290,1.021571648690290,1.022801302931600,1.022801302931600,1.022801302931600
750000,1.009244992295840,1.009244992295840,1.009244992295840,1.011400651465800,1.011400651465800,1.011400651465800
800000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
850000,0.990755007704160,0.990755007704160,0.990755007704160,0.988599348534202,0.988599348534202,0.988599348534202
900000,0.981510015408321,0.981510015408321,0.981510015408321,0.978827361563518,0.978827361563518,0.978827361563518
950000,0.973805855161787,0.973805855161787,0.973805855161787,0.970684039087948,0.970684039087948,0.970684039087948
1000000,0.966101694915254,0.966101694915254,0.966101694915254,0.960912052117264,0.960912052117264,0.960912052117264
1100000,0.950693374422188,0.950693374422188,0.950693374422188,0.944625407166124,0.944625407166124,0.944625407166124
1200000,0.938366718027735,0.938366718027735,0.938366718027735,0.931596091205212,0.931596091205212,0.931596091205212
1300000,0.927580893682589,0.927580893682589,0.927580893682589,0.918566775244300,0.918566775244300,0.918566775244300
1400000,0.916795069337442,0.916795069337442,0.916795069337442,0.905537459283388,0.905537459283388,0.905537459283388
1500000,0.906009244992296,0.906009244992296,0.906009244992296,0.895765472312704,0.895765472312704,0.895765472312704
1600000,0.896764252696456,0.896764252696456,0.896764252696456,0.884364820846906,0.884364820846906,0.884364820846906
