StateCounty,FL,WF,TN,HA
AKSitka Borough,2.67777777777778,1.50000000000000,1.00000000000000,1.00000000000000
AKSkagway Municipality,15.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000
AKSoutheast Fairbanks Census Area,1.72500000000000,8.78125000000000,1.00000000000000,1.00000000000000
AKValdez-Cordova Census Area,2.45882352941177,1.50000000000000,1.00000000000000,1.00000000000000
AKWrangell City And Borough,3.13333333333333,1.00000000000000,1.00000000000000,1.00000000000000
AKYakutat Borough,2.67777777777778,1.50000000000000,1.00000000000000,1.00000000000000
AKYukon-Koyukuk Census Area,2.93958333333333,7.68750000000000,1.00000000000000,1.00000000000000
ALAutauga County,0.75000000000000,7.84375000000000,1.00000000000000,1.00000000000000
ALBaldwin County,3.22820512820513,4.78846153846154,1.00000000000000,1.00000000000000
ALBarbour County,0.66666666666667,2.75000000000000,1.00000000000000,1.00000000000000
ALBibb County,2.20833333333333,8.56250000000000,1.00000000000000,1.00000000000000
ALBlount County,3.52500000000000,1.00000000000000,1.00000000000000,1.00000000000000
ALBullock County,1.96666666666667,11.12500000000000,1.00000000000000,1.00000000000000
ALButler County,3.09333333333333,1.20000000000000,1.00000000000000,1.00000000000000
ALCalhoun County,4.51851851851852,14.02777777777780,1.00000000000000,1.00000000000000
ALChambers County,6.52000000000000,1.00000000000000,1.00000000000000,1.00000000000000
ALCherokee County,0.92000000000000,1.40000000000000,1.00000000000000,1.00000000000000
ALChilton County,4.93333333333334,5.37500000000000,1.00000000000000,1.00000000000000
ALChoctaw County,1.80555555555556,1.16666666666667,1.00000000000000,1.00000000000000
ALClarke County,1.87555555555556,1.96666666666667,1.00000000000000,1.00000000000000
ALClay County,1.57777777777778,9.95833333333333,1.00000000000000,1.00000000000000
ALCleburne County,3.17333333333333,12.30000000000000,1.00000000000000,1.00000000000000
ALCoffee County,1.51111111111111,3.04166666666667,1.00000000000000,1.00000000000000
ALColbert County,0.66666666666667,1.16666666666667,1.00000000000000,1.00000000000000
ALConecuh County,0.66666666666667,9.50000000000000,1.00000000000000,1.00000000000000
ALCoosa County,4.73333333333333,2.15000000000000,1.00000000000000,1.00000000000000
ALCovington County,3.44666666666667,5.15000000000000,1.00000000000000,1.00000000000000
ALCrenshaw County,0.82857142857143,1.14285714285714,1.00000000000000,1.00000000000000
ALCullman County,1.80555555555556,1.16666666666667,1.00000000000000,1.00000000000000
ALDale County,3.33333333333333,1.25000000000000,1.00000000000000,1.00000000000000
ALDallas County,3.76666666666667,2.68750000000000,1.00000000000000,1.00000000000000
ALDekalb County,4.00444444444444,1.00000000000000,1.00000000000000,1.00000000000000
ALElmore County,2.12727272727273,6.31818181818182,1.00000000000000,1.00000000000000
ALEscambia County,4.00000000000000,15.39285714285710,1.00000000000000,1.00000000000000
