Version,Benchmark Class,qtr,value
13,Political,66,1
13,Political,67,1
13,Political,68,1
13,Political,69,1
13,Political,70,1
13,Political,71,1
13,Political,72,1
13,Political,73,1
13,Political,74,1
13,Political,75,1
13,Political,76,1
13,Political,77,1
13,Political,78,1
13,Political,79,1
13,Political,80,1
13,Terrorism,1,0
13,Terrorism,2,0.000091
13,Terrorism,3,0.003297
13,Terrorism,4,0.030284
13,Terrorism,5,0.153423
13,Terrorism,6,0.314058
13,Terrorism,7,0.464521
13,Terrorism,8,0.604818
13,Terrorism,9,0.721276
13,Terrorism,10,0.809816
13,Terrorism,11,0.873191
13,Terrorism,12,0.916757
13,Terrorism,13,0.945917
13,Terrorism,14,0.965098
13,Terrorism,15,0.977575
13,Terrorism,16,0.985632
13,Terrorism,17,0.990811
13,Terrorism,18,0.99413
13,Terrorism,19,0.996253
13,Terrorism,20,0.997609
13,Terrorism,21,0.998475
13,Terrorism,22,0.999027
13,Terrorism,23,0.99938
13,Terrorism,24,0.999605
13,Terrorism,25,0.999748
13,Terrorism,26,0.999839
13,Terrorism,27,0.999898
13,Terrorism,28,0.999935
13,Terrorism,29,0.999958
13,Terrorism,30,0.999973
13,Terrorism,31,0.999983
13,Terrorism,32,0.999989
13,Terrorism,33,0.999993
13,Terrorism,34,0.999996
13,Terrorism,35,0.999997
13,Terrorism,36,0.999998
13,Terrorism,37,0.999999
13,Terrorism,38,0.999999
13,Terrorism,39,1
13,Terrorism,40,1
13,Terrorism,41,1
13,Terrorism,42,1
13,Terrorism,43,1
13,Terrorism,44,1
13,Terrorism,45,1
13,Terrorism,46,1
13,Terrorism,47,1
13,Terrorism,48,1
13,Terrorism,49,1
13,Terrorism,50,1
13,Terrorism,51,1
13,Terrorism,52,1
13,Terrorism,53,1
13,Terrorism,54,1
13,Terrorism,55,1
13,Terrorism,56,1
13,Terrorism,57,1
13,Terrorism,58,1
13,Terrorism,59,1
13,Terrorism,60,1
13,Terrorism,61,1
13,Terrorism,62,1
13,Terrorism,63,1
13,Terrorism,64,1
13,Terrorism,65,1
13,Terrorism,66,1
13,Terrorism,67,1
13,Terrorism,68,1
13,Terrorism,69,1
13,Terrorism,70,1
13,Terrorism,71,1
13,Terrorism,72,1
13,Terrorism,73,1
13,Terrorism,74,1
13,Terrorism,75,1
13,Terrorism,76,1
13,Terrorism,77,1
13,Terrorism,78,1
13,Terrorism,79,1
13,Terrorism,80,1
13,BICI A&H PA,1,0
13,BICI A&H PA,2,0
13,BICI A&H PA,3,0
13,BICI A&H PA,4,0
13,BICI A&H PA,5,0
13,BICI A&H PA,6,0
13,BICI A&H PA,7,0
13,BICI A&H PA,8,0
13,BICI A&H PA,9,0
13,BICI A&H PA,10,0
13,BICI A&H PA,11,0
13,BICI A&H PA,12,0
13,BICI A&H PA,13,0
13,BICI A&H PA,14,0
13,BICI A&H PA,15,0
13,BICI A&H PA,16,0
13,BICI A&H PA,17,0
13,BICI A&H PA,18,0
13,BICI A&H PA,19,0
13,BICI A&H PA,20,0
13,BICI A&H PA,21,0
13,BICI A&H PA,22,0
13,BICI A&H PA,23,0
13,BICI A&H PA,24,0
13,BICI A&H PA,25,0
13,BICI A&H PA,26,0
13,BICI A&H PA,27,0
13,BICI A&H PA,28,0
13,BICI A&H PA,29,0
13,BICI A&H PA,30,0
13,BICI A&H PA,31,0
13,BICI A&H PA,32,0
13,BICI A&H PA,33,0
13,BICI A&H PA,34,0
13,BICI A&H PA,35,0
13,BICI A&H PA,36,0
13,BICI A&H PA,37,0
13,BICI A&H PA,38,0
13,BICI A&H PA,39,0
13,BICI A&H PA,40,0
13,BICI A&H PA,41,0
13,BICI A&H PA,42,0
13,BICI A&H PA,43,0
13,BICI A&H PA,44,0
13,BICI A&H PA,45,0
13,BICI A&H PA,46,0
13,BICI A&H PA,47,0
13,BICI A&H PA,48,0
13,BICI A&H PA,49,0
13,BICI A&H PA,50,0
13,BICI A&H PA,51,0
13,BICI A&H PA,52,0
13,BICI A&H PA,53,0
13,BICI A&H PA,54,0
13,BICI A&H PA,55,0
13,BICI A&H PA,56,0
13,BICI A&H PA,57,0
13,BICI A&H PA,58,0
13,BICI A&H PA,59,0
13,BICI A&H PA,60,0
13,BICI A&H PA,61,1
13,BICI A&H PA,62,1
13,BICI A&H PA,63,1
13,BICI A&H PA,64,1
13,BICI A&H PA,65,1
13,BICI A&H PA,66,1
13,BICI A&H PA,67,1
13,BICI A&H PA,68,1
13,BICI A&H PA,69,1
13,BICI A&H PA,70,1
13,BICI A&H PA,71,1
13,BICI A&H PA,72,1
13,BICI A&H PA,73,1
13,BICI A&H PA,74,1
13,BICI A&H PA,75,1
13,BICI A&H PA,76,1
13,BICI A&H PA,77,1
13,BICI A&H PA,78,1
13,BICI A&H PA,79,1
13,BICI A&H PA,80,1
13,Life Direct,1,0.008957
13,Life Direct,2,0.036228
13,Life Direct,3,0.122755
13,Life Direct,4,0.228205
13,Life Direct,5,0.368573
13,Life Direct,6,0.506108
13,Life Direct,7,0.653451
13,Life Direct,8,0.77343
13,Life Direct,9,0.850081
13,Life Direct,10,0.920224
13,Life Direct,11,0.966247
13,Life Direct,12,0.970675
13,Life Direct,13,0.985549
13,Life Direct,14,0.989807
13,Life Direct,15,0.992744
13,Life Direct,16,0.994807
13,Life Direct,17,0.99628
13,Life Direct,18,0.997348
13,Life Direct,19,0.998132
13,Life Direct,20,0.998788
13,Life Direct,21,0.999215
13,Life Direct,22,0.999493
13,Life Direct,23,0.999674
13,Life Direct,24,0.999791
13,Life Direct,25,0.999868
13,Life Direct,26,0.999918
13,Life Direct,27,0.99995
13,Life Direct,28,0.999971
13,Life Direct,29,0.999985
13,Life Direct,30,0.999994
13,Life Direct,31,1
13,Life Direct,32,1
13,Life Direct,33,1
13,Life Direct,34,1
13,Life Direct,35,1
13,Life Direct,36,1
13,Life Direct,37,1
13,Life Direct,38,1
13,Life Direct,39,1
13,Life Direct,40,1
13,Life Direct,41,1
13,Life Direct,42,1
13,Life Direct,43,1
13,Life Direct,44,1
13,Life Direct,45,1
13,Life Direct,46,1
13,Life Direct,47,1
13,Life Direct,48,1
13,Life Direct,49,1
13,Life Direct,50,1
13,Life Direct,51,1
13,Life Direct,52,1
13,Life Direct,53,1
13,Life Direct,54,1
13,Life Direct,55,1
13,Life Direct,56,1
13,Life Direct,57,1
13,Life Direct,58,1
13,Life Direct,59,1
13,Life Direct,60,1
13,Life Direct,61,1
13,Life Direct,62,1
13,Life Direct,63,1
13,Life Direct,64,1
13,Life Direct,65,1
13,Life Direct,66,1
13,Life Direct,67,1
13,Life Direct,68,1
13,Life Direct,69,1
13,Life Direct,70,1
13,Life Direct,71,1
13,Life Direct,72,1
13,Life Direct,73,1
13,Life Direct,74,1
13,Life Direct,75,1
13,Life Direct,76,1
13,Life Direct,77,1
13,Life Direct,78,1
13,Life Direct,79,1
13,Life Direct,80,1
13,Life Reinsurance,1,0.008957
13,Life Reinsurance,2,0.036228
13,Life Reinsurance,3,0.122755
13,Life Reinsurance,4,0.228205
13,Life Reinsurance,5,0.368573
13,Life Reinsurance,6,0.506108
13,Life Reinsurance,7,0.653451
13,Life Reinsurance,8,0.77343
13,Life Reinsurance,9,0.850081
13,Life Reinsurance,10,0.920224
13,Life Reinsurance,11,0.966247
13,Life Reinsurance,12,0.970675
13,Life Reinsurance,13,0.985549
13,Life Reinsurance,14,0.989807
13,Life Reinsurance,15,0.992744
13,Life Reinsurance,16,0.994807
13,Life Reinsurance,17,0.99628
13,Life Reinsurance,18,0.997348
13,Life Reinsurance,19,0.998132
13,Life Reinsurance,20,0.998788
13,Life Reinsurance,21,0.999215
13,Life Reinsurance,22,0.999493
13,Life Reinsurance,23,0.999674
13,Life Reinsurance,24,0.999791
13,Life Reinsurance,25,0.999868
13,Life Reinsurance,26,0.999918
13,Life Reinsurance,27,0.99995
13,Life Reinsurance,28,0.999971
13,Life Reinsurance,29,0.999985
13,Life Reinsurance,30,0.999994
13,Life Reinsurance,31,1
13,Life Reinsurance,32,1
13,Life Reinsurance,33,1
13,Life Reinsurance,34,1
13,Life Reinsurance,35,1
13,Life Reinsurance,36,1
13,Life Reinsurance,37,1
13,Life Reinsurance,38,1
13,Life Reinsurance,39,1
13,Life Reinsurance,40,1
13,Life Reinsurance,41,1
13,Life Reinsurance,42,1
13,Life Reinsurance,43,1
13,Life Reinsurance,44,1
13,Life Reinsurance,45,1
13,Life Reinsurance,46,1
13,Life Reinsurance,47,1
13,Life Reinsurance,48,1
13,Life Reinsurance,49,1
13,Life Reinsurance,50,1
13,Life Reinsurance,51,1
13,Life Reinsurance,52,1
13,Life Reinsurance,53,1
13,Life Reinsurance,54,1
13,Life Reinsurance,55,1
13,Life Reinsurance,56,1
13,Life Reinsurance,57,1
13,Life Reinsurance,58,1
13,Life Reinsurance,59,1
13,Life Reinsurance,60,1
13,Life Reinsurance,61,1
13,Life Reinsurance,62,1
13,Life Reinsurance,63,1
13,Life Reinsurance,64,1
13,Life Reinsurance,65,1
13,Life Reinsurance,66,1
13,Life Reinsurance,67,1
13,Life Reinsurance,68,1
13,Life Reinsurance,69,1
13,Life Reinsurance,70,1
13,Life Reinsurance,71,1
13,Life Reinsurance,72,1
13,Life Reinsurance,73,1
13,Life Reinsurance,74,1
13,Life Reinsurance,75,1
13,Life Reinsurance,76,1
13,Life Reinsurance,77,1
13,Life Reinsurance,78,1
13,Life Reinsurance,79,1
13,Life Reinsurance,80,1
13,PA Direct,1,0.006677
13,PA Direct,2,0.030726
13,PA Direct,3,0.069955
13,PA Direct,4,0.134292
13,PA Direct,5,0.22925
13,PA Direct,6,0.320277
13,PA Direct,7,0.449375
13,PA Direct,8,0.601975
13,PA Direct,9,0.689462
13,PA Direct,10,0.758639
13,PA Direct,11,0.830511
13,PA Direct,12,0.887946
13,PA Direct,13,0.912466
13,PA Direct,14,0.930903
13,PA Direct,15,0.944902
13,PA Direct,16,0.955638
13,PA Direct,17,0.963955
13,PA Direct,18,0.970461
13,PA Direct,19,0.975598
13,PA Direct,20,0.979692
13,PA Direct,21,0.98298
13,PA Direct,22,0.985643
13,PA Direct,23,0.987816
13,PA Direct,24,0.989601
13,PA Direct,25,0.991077
13,PA Direct,26,0.992305
13,PA Direct,27,0.993334
13,PA Direct,28,0.994199
13,PA Direct,29,0.994931
13,PA Direct,30,0.995553
13,PA Direct,31,0.996085
13,PA Direct,32,0.996541
13,PA Direct,33,0.996933
13,PA Direct,34,0.997273
13,PA Direct,35,0.997568
13,PA Direct,36,0.997824
13,PA Direct,37,0.998049
13,PA Direct,38,0.998245
13,PA Direct,39,0.998418
13,PA Direct,40,0.998571
13,PA Direct,41,0.998706
13,PA Direct,42,0.998826
13,PA Direct,43,0.998932
13,PA Direct,44,0.999027
13,PA Direct,45,0.999112
13,PA Direct,46,0.999188
13,PA Direct,47,0.999256
13,PA Direct,48,0.999318
13,PA Direct,49,0.999373
13,PA Direct,50,0.999423
13,PA Direct,51,0.999468
13,PA Direct,52,0.999509
13,PA Direct,53,0.999546
13,PA Direct,54,0.99958
13,PA Direct,55,0.99961
13,PA Direct,56,0.999639
13,PA Direct,57,0.999664
13,PA Direct,58,0.999688
13,PA Direct,59,0.999709
13,PA Direct,60,0.999729
13,PA Direct,61,1
13,PA Direct,62,1
13,PA Direct,63,1
13,PA Direct,64,1
13,PA Direct,65,1
13,PA Direct,66,1
13,PA Direct,67,1
13,PA Direct,68,1
13,PA Direct,69,1
13,PA Direct,70,1
13,PA Direct,71,1
13,PA Direct,72,1
13,PA Direct,73,1
13,PA Direct,74,1
13,PA Direct,75,1
13,PA Direct,76,1
13,PA Direct,77,1
13,PA Direct,78,1
13,PA Direct,79,1
13,PA Direct,80,1
13,PA Reinsurance,1,1.72E-02
13,PA Reinsurance,2,2.99E-02
13,PA Reinsurance,3,0.123066172
13,PA Reinsurance,4,0.305923089
13,PA Reinsurance,5,0.405375327
13,PA Reinsurance,6,0.521462664
13,PA Reinsurance,7,0.635485302
13,PA Reinsurance,8,0.701880491
13,PA Reinsurance,9,0.763892213
13,PA Reinsurance,10,0.813750937
13,PA Reinsurance,11,0.852603518
13,PA Reinsurance,12,0.882825523
13,PA Reinsurance,13,0.907146018
13,PA Reinsurance,14,0.926746974
13,PA Reinsurance,15,0.942562905
13,PA Reinsurance,16,0.955336689
13,PA Reinsurance,17,0.96565669
13,PA Reinsurance,18,0.973997401
13,PA Reinsurance,19,0.980737824
13,PA Reinsurance,20,0.985911167
13,PA Reinsurance,21,0.990014067
13,PA Reinsurance,22,0.993342995
13,PA Reinsurance,23,0.996042539
13,PA Reinsurance,24,0.998229221
13,PA Reinsurance,25,1
13,PA Reinsurance,26,1
13,PA Reinsurance,27,1
13,PA Reinsurance,28,1
13,PA Reinsurance,29,1
13,PA Reinsurance,30,1
13,PA Reinsurance,31,1
13,PA Reinsurance,32,1
13,PA Reinsurance,33,1
13,PA Reinsurance,34,1
13,PA Reinsurance,35,1
13,PA Reinsurance,36,1
13,PA Reinsurance,37,1
13,PA Reinsurance,38,1
13,PA Reinsurance,39,1
13,PA Reinsurance,40,1
13,PA Reinsurance,41,1
13,PA Reinsurance,42,1
13,PA Reinsurance,43,1
13,PA Reinsurance,44,1
13,PA Reinsurance,45,1
13,PA Reinsurance,46,1
13,PA Reinsurance,47,1
13,PA Reinsurance,48,1
13,PA Reinsurance,49,1
13,PA Reinsurance,50,1
13,PA Reinsurance,51,1
13,PA Reinsurance,52,1
13,PA Reinsurance,53,1
13,PA Reinsurance,54,1
13,PA Reinsurance,55,1
13,PA Reinsurance,56,1
13,PA Reinsurance,57,1
13,PA Reinsurance,58,1
13,PA Reinsurance,59,1
13,PA Reinsurance,60,1
13,PA Reinsurance,61,1
13,PA Reinsurance,62,1
13,PA Reinsurance,63,1
13,PA Reinsurance,64,1
13,PA Reinsurance,65,1
13,PA Reinsurance,66,1
13,PA Reinsurance,67,1
13,PA Reinsurance,68,1
13,PA Reinsurance,69,1
13,PA Reinsurance,70,1
13,PA Reinsurance,71,1
13,PA Reinsurance,72,1
13,PA Reinsurance,73,1
13,PA Reinsurance,74,1
13,PA Reinsurance,75,1
13,PA Reinsurance,76,1
13,PA Reinsurance,77,1
13,PA Reinsurance,78,1
13,PA Reinsurance,79,1
13,PA Reinsurance,80,1
13,Sports,1,0.006677
13,Sports,2,0.030726
13,Sports,3,0.069955
13,Sports,4,0.134292
13,Sports,5,0.22925
13,Sports,6,0.320277
13,Sports,7,0.449375
13,Sports,8,0.601975
13,Sports,9,0.689462
13,Sports,10,0.758639
13,Sports,11,0.830511
13,Sports,12,0.887946
13,Sports,13,0.912466
13,Sports,14,0.930903
13,Sports,15,0.944902
13,Sports,16,0.955638
13,Sports,17,0.963955
13,Sports,18,0.970461
13,Sports,19,0.975598
13,Sports,20,0.979692
13,Sports,21,0.98298
13,Sports,22,0.985643
13,Sports,23,0.987816
13,Sports,24,0.989601
13,Sports,25,0.991077
13,Sports,26,0.992305
13,Sports,27,0.993334
13,Sports,28,0.994199
13,Sports,29,0.994931
13,Sports,30,0.995553
13,Sports,31,0.996085
13,Sports,32,0.996541
13,Sports,33,0.996933
13,Sports,34,0.997273
13,Sports,35,0.997568
13,Sports,36,0.997824
13,Sports,37,0.998049
13,Sports,38,0.998245
13,Sports,39,0.998418
13,Sports,40,0.998571
13,Sports,41,0.998706
13,Sports,42,0.998826
13,Sports,43,0.998932
13,Sports,44,0.999027
13,Sports,45,0.999112
13,Sports,46,0.999188
13,Sports,47,0.999256
13,Sports,48,0.999318
13,Sports,49,0.999373
13,Sports,50,0.999423
13,Sports,51,0.999468
13,Sports,52,0.999509
13,Sports,53,0.999546
13,Sports,54,0.99958
13,Sports,55,0.99961
13,Sports,56,0.999639
13,Sports,57,0.999664
13,Sports,58,0.999688
13,Sports,59,0.999709
13,Sports,60,0.999729
13,Sports,61,1
13,Sports,62,1
13,Sports,63,1
13,Sports,64,1
13,Sports,65,1
13,Sports,66,1
13,Sports,67,1
13,Sports,68,1
13,Sports,69,1
13,Sports,70,1
13,Sports,71,1
13,Sports,72,1
13,Sports,73,1
13,Sports,74,1
13,Sports,75,1
13,Sports,76,1
13,Sports,77,1
13,Sports,78,1
13,Sports,79,1
13,Sports,80,1
13,Open Market,1,0.007354
13,Open Market,2,0.038498
13,Open Market,3,0.168357
13,Open Market,4,0.320159
13,Open Market,5,0.519702
13,Open Market,6,0.772858
13,Open Market,7,0.904564
13,Open Market,8,0.972501
13,Open Market,9,0.997219
13,Open Market,10,1
13,Open Market,11,1
13,Open Market,12,1
13,Open Market,13,1
13,Open Market,14,1
13,Open Market,15,1
13,Open Market,16,1
13,Open Market,17,1
13,Open Market,18,1
13,Open Market,19,1
13,Open Market,20,1
13,Open Market,21,1
13,Open Market,22,1
13,Open Market,23,1
13,Open Market,24,1
13,Open Market,25,1
13,Open Market,26,1
13,Open Market,27,1
13,Open Market,28,1
13,Open Market,29,1
13,Open Market,30,1
13,Open Market,31,1
13,Open Market,32,1
13,Open Market,33,1
13,Open Market,34,1
13,Open Market,35,1
13,Open Market,36,1
13,Open Market,37,1
13,Open Market,38,1
13,Open Market,39,1
13,Open Market,40,1
13,Open Market,41,1
13,Open Market,42,1
13,Open Market,43,1
13,Open Market,44,1
13,Open Market,45,1
13,Open Market,46,1
13,Open Market,47,1
13,Open Market,48,1
13,Open Market,49,1
13,Open Market,50,1
13,Open Market,51,1
13,Open Market,52,1
13,Open Market,53,1
13,Open Market,54,1
13,Open Market,55,1
13,Open Market,56,1
13,Open Market,57,1
13,Open Market,58,1
13,Open Market,59,1
13,Open Market,60,1
13,Open Market,61,1
13,Open Market,62,1
13,Open Market,63,1
13,Open Market,64,1
13,Open Market,65,1
13,Open Market,66,1
13,Open Market,67,1
13,Open Market,68,1
13,Open Market,69,1
13,Open Market,70,1
13,Open Market,71,1
13,Open Market,72,1
13,Open Market,73,1
13,Open Market,74,1
13,Open Market,75,1
13,Open Market,76,1
13,Open Market,77,1
13,Open Market,78,1
13,Open Market,79,1
13,Open Market,80,1
13,E&S Property,1,0.005529
13,E&S Property,2,0.058839
13,E&S Property,3,0.14692
13,E&S Property,4,0.344682
13,E&S Property,5,0.554451
13,E&S Property,6,0.817369
13,E&S Property,7,0.908354
13,E&S Property,8,0.952038
13,E&S Property,9,0.976432
13,E&S Property,10,0.981755
13,E&S Property,11,0.986327
13,E&S Property,12,0.990292
13,E&S Property,13,0.993758
13,E&S Property,14,0.99681
13,E&S Property,15,0.99681
13,E&S Property,16,0.99681
13,E&S Property,17,0.99681
13,E&S Property,18,1
13,E&S Property,19,1
13,E&S Property,20,1
13,E&S Property,21,1
13,E&S Property,22,1
13,E&S Property,23,1
13,E&S Property,24,1
13,E&S Property,25,1
13,E&S Property,26,1
13,E&S Property,27,1
13,E&S Property,28,1
13,E&S Property,29,1
13,E&S Property,30,1
13,E&S Property,31,1
13,E&S Property,32,1
13,E&S Property,33,1
13,E&S Property,34,1
13,E&S Property,35,1
13,E&S Property,36,1
13,E&S Property,37,1
13,E&S Property,38,1
13,E&S Property,39,1
13,E&S Property,40,1
13,E&S Property,41,1
13,E&S Property,42,1
13,E&S Property,43,1
13,E&S Property,44,1
13,E&S Property,45,1
13,E&S Property,46,1
13,E&S Property,47,1
13,E&S Property,48,1
13,E&S Property,49,1
13,E&S Property,50,1
13,E&S Property,51,1
13,E&S Property,52,1
13,E&S Property,53,1
13,E&S Property,54,1
13,E&S Property,55,1
13,E&S Property,56,1
13,E&S Property,57,1
13,E&S Property,58,1
13,E&S Property,59,1
13,E&S Property,60,1
13,E&S Property,61,1
13,E&S Property,62,1
13,E&S Property,63,1
13,E&S Property,64,1
13,E&S Property,65,1
13,E&S Property,66,1
13,E&S Property,67,1
13,E&S Property,68,1
13,E&S Property,69,1
13,E&S Property,70,1
13,E&S Property,71,1
13,E&S Property,72,1
13,E&S Property,73,1
13,E&S Property,74,1
13,E&S Property,75,1
13,E&S Property,76,1
13,E&S Property,77,1
13,E&S Property,78,1
13,E&S Property,79,1
13,E&S Property,80,1
13,E&S Homeowners,1,0.062309
13,E&S Homeowners,2,0.114489
13,E&S Homeowners,3,0.159727
13,E&S Homeowners,4,0.279131
13,E&S Homeowners,5,0.416709
13,E&S Homeowners,6,0.607821
13,E&S Homeowners,7,0.751036
13,E&S Homeowners,8,0.829095
13,E&S Homeowners,9,0.888069
13,E&S Homeowners,10,0.9231
13,E&S Homeowners,11,0.943909
13,E&S Homeowners,12,0.960789
13,E&S Homeowners,13,0.974152
13,E&S Homeowners,14,0.984767
13,E&S Homeowners,15,0.99323
13,E&S Homeowners,16,1
13,E&S Homeowners,17,1
13,E&S Homeowners,18,1
13,E&S Homeowners,19,1
13,E&S Homeowners,20,1
13,E&S Homeowners,21,1
13,E&S Homeowners,22,1
13,E&S Homeowners,23,1
13,E&S Homeowners,24,1
13,E&S Homeowners,25,1
13,E&S Homeowners,26,1
13,E&S Homeowners,27,1
13,E&S Homeowners,28,1
13,E&S Homeowners,29,1
13,E&S Homeowners,30,1
13,E&S Homeowners,31,1
13,E&S Homeowners,32,1
13,E&S Homeowners,33,1
13,E&S Homeowners,34,1
13,E&S Homeowners,35,1
13,E&S Homeowners,36,1
13,E&S Homeowners,37,1
13,E&S Homeowners,38,1
13,E&S Homeowners,39,1
13,E&S Homeowners,40,1
13,E&S Homeowners,41,1
13,E&S Homeowners,42,1
13,E&S Homeowners,43,1
13,E&S Homeowners,44,1
13,E&S Homeowners,45,1
13,E&S Homeowners,46,1
13,E&S Homeowners,47,1
13,E&S Homeowners,48,1
13,E&S Homeowners,49,1
13,E&S Homeowners,50,1
13,E&S Homeowners,51,1
13,E&S Homeowners,52,1
13,E&S Homeowners,53,1
13,E&S Homeowners,54,1
13,E&S Homeowners,55,1
13,E&S Homeowners,56,1
13,E&S Homeowners,57,1
13,E&S Homeowners,58,1
13,E&S Homeowners,59,1
13,E&S Homeowners,60,1
13,E&S Homeowners,61,1
13,E&S Homeowners,62,1
13,E&S Homeowners,63,1
13,E&S Homeowners,64,1
13,E&S Homeowners,65,1
13,E&S Homeowners,66,1
13,E&S Homeowners,67,1
13,E&S Homeowners,68,1
13,E&S Homeowners,69,1
13,E&S Homeowners,70,1
13,E&S Homeowners,71,1
13,E&S Homeowners,72,1
13,E&S Homeowners,73,1
13,E&S Homeowners,74,1
13,E&S Homeowners,75,1
13,E&S Homeowners,76,1
13,E&S Homeowners,77,1
13,E&S Homeowners,78,1
13,E&S Homeowners,79,1
13,E&S Homeowners,80,1
13,Covers,1,0.000896
13,Covers,2,0.013262
13,Covers,3,0.069577
13,Covers,4,0.155959
13,Covers,5,0.336122
13,Covers,6,0.518206
13,Covers,7,0.681601
13,Covers,8,0.792782
13,Covers,9,0.878653
13,Covers,10,0.931757
13,Covers,11,0.959218
13,Covers,12,0.962297
13,Covers,13,0.976115
13,Covers,14,0.980587
13,Covers,15,0.988613
13,Covers,16,0.993977
13,Covers,17,0.99845
13,Covers,18,0.999742
13,Covers,19,1
13,Covers,20,1
13,Covers,21,1
13,Covers,22,1
13,Covers,23,1
13,Covers,24,1
13,Covers,25,1
13,Covers,26,1
13,Covers,27,1
13,Covers,28,1
13,Covers,29,1
13,Covers,30,1
13,Covers,31,1
13,Covers,32,1
13,Covers,33,1
13,Covers,34,1
13,Covers,35,1
13,Covers,36,1
13,Covers,37,1
13,Covers,38,1
13,Covers,39,1
13,Covers,40,1
13,Covers,41,1
13,Covers,42,1
13,Covers,43,1
13,Covers,44,1
13,Covers,45,1
13,Covers,46,1
13,Covers,47,1
13,Covers,48,1
13,Covers,49,1
13,Covers,50,1
13,Covers,51,1
13,Covers,52,1
13,Covers,53,1
13,Covers,54,1
13,Covers,55,1
13,Covers,56,1
13,Covers,57,1
13,Covers,58,1
13,Covers,59,1
13,Covers,60,1
13,Covers,61,1
13,Covers,62,1
13,Covers,63,1
13,Covers,64,1
13,Covers,65,1
13,Covers,66,1
13,Covers,67,1
13,Covers,68,1
13,Covers,69,1
13,Covers,70,1
13,Covers,71,1
13,Covers,72,1
13,Covers,73,1
13,Covers,74,1
13,Covers,75,1
13,Covers,76,1
13,Covers,77,1
13,Covers,78,1
13,Covers,79,1
13,Covers,80,1
13,Specie,1,0.000039
13,Specie,2,0.00389
13,Specie,3,0.035324
13,Specie,4,0.195884
13,Specie,5,0.385326
13,Specie,6,0.557194
13,Specie,7,0.765323
13,Specie,8,0.841587
13,Specie,9,0.898177
13,Specie,10,0.94099
13,Specie,11,0.974027
13,Specie,12,1
13,Specie,13,1
13,Specie,14,1
13,Specie,15,1
13,Specie,16,1
13,Specie,17,1
13,Specie,18,1
13,Specie,19,1
13,Specie,20,1
13,Specie,21,1
13,Specie,22,1
13,Specie,23,1
13,Specie,24,1
13,Specie,25,1
13,Specie,26,1
13,Specie,27,1
13,Specie,28,1
13,Specie,29,1
13,Specie,30,1
13,Specie,31,1
13,Specie,32,1
13,Specie,33,1
13,Specie,34,1
13,Specie,35,1
13,Specie,36,1
13,Specie,37,1
13,Specie,38,1
13,Specie,39,1
13,Specie,40,1
13,Specie,41,1
13,Specie,42,1
13,Specie,43,1
13,Specie,44,1
13,Specie,45,1
13,Specie,46,1
13,Specie,47,1
13,Specie,48,1
13,Specie,49,1
13,Specie,50,1
13,Specie,51,1
13,Specie,52,1
13,Specie,53,1
13,Specie,54,1
13,Specie,55,1
13,Specie,56,1
13,Specie,57,1
13,Specie,58,1
13,Specie,59,1
13,Specie,60,1
13,Specie,61,1
13,Specie,62,1
13,Specie,63,1
13,Specie,64,1
13,Specie,65,1
13,Specie,66,1
13,Specie,67,1
13,Specie,68,1
13,Specie,69,1
13,Specie,70,1
13,Specie,71,1
13,Specie,72,1
13,Specie,73,1
13,Specie,74,1
13,Specie,75,1
13,Specie,76,1
13,Specie,77,1
13,Specie,78,1
13,Specie,79,1
13,Specie,80,1
13,Swiss,1,0.053585
13,Swiss,2,0.144997
13,Swiss,3,0.244051
13,Swiss,4,0.357917
13,Swiss,5,0.496475
13,Swiss,6,0.596282
13,Swiss,7,0.705888
13,Swiss,8,0.806719
13,Swiss,9,0.872148
13,Swiss,10,0.910598
13,Swiss,11,0.93924
13,Swiss,12,0.960782
13,Swiss,13,0.977161
13,Swiss,14,0.984302
13,Swiss,15,0.997561
13,Swiss,16,1.002035
13,Swiss,17,0.992272
13,Swiss,18,0.995665
13,Swiss,19,0.996166
13,Swiss,20,1
13,Swiss,21,1
13,Swiss,22,1
13,Swiss,23,1
13,Swiss,24,1
13,Swiss,25,1
13,Swiss,26,1
13,Swiss,27,1
13,Swiss,28,1
13,Swiss,29,1
13,Swiss,30,1
13,Swiss,31,1
13,Swiss,32,1
13,Swiss,33,1
13,Swiss,34,1
13,Swiss,35,1
13,Swiss,36,1
13,Swiss,37,1
13,Swiss,38,1
13,Swiss,39,1
13,Swiss,40,1
13,Swiss,41,1
13,Swiss,42,1
13,Swiss,43,1
13,Swiss,44,1
13,Swiss,45,1
13,Swiss,46,1
13,Swiss,47,1
13,Swiss,48,1
13,Swiss,49,1
13,Swiss,50,1
13,Swiss,51,1
13,Swiss,52,1
13,Swiss,53,1
13,Swiss,54,1
13,Swiss,55,1
13,Swiss,56,1
13,Swiss,57,1
13,Swiss,58,1
13,Swiss,59,1
13,Swiss,60,1
13,Swiss,61,1
13,Swiss,62,1
13,Swiss,63,1
13,Swiss,64,1
13,Swiss,65,1
13,Swiss,66,1
13,Swiss,67,1
13,Swiss,68,1
13,Swiss,69,1
13,Swiss,70,1
13,Swiss,71,1
13,Swiss,72,1
13,Swiss,73,1
13,Swiss,74,1
13,Swiss,75,1
13,Swiss,76,1
13,Swiss,77,1
13,Swiss,78,1
13,Swiss,79,1
13,Swiss,80,1
13,Jewellers,1,0.000488
13,Jewellers,2,0.05354
