Lookup,State Code,County,RI Name,AOP,Excess FL,Equipment breakdown,PAF,Liability,WS,EQ,Wildfire
MONew Madrid County,MO,New Madrid County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
MONewton County,MO,Newton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.464104273,1.464104273,1.107732433
MONodaway County,MO,Nodaway County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOOregon County,MO,Oregon County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
MOOsage County,MO,Osage County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOOzark County,MO,Ozark County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOPemiscot County,MO,Pemiscot County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
MOPerry County,MO,Perry County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
MOPettis County,MO,Pettis County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOPhelps County,MO,Phelps County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOPike County,MO,Pike County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOPlatte County,MO,Platte County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.465586193,1.465586193,1.107732433
MOPolk County,MO,Polk County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOPulaski County,MO,Pulaski County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOPutnam County,MO,Putnam County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MORalls County,MO,Ralls County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MORandolph County,MO,Randolph County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MORay County,MO,Ray County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOReynolds County,MO,Reynolds County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
MORipley County,MO,Ripley County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
MOSt. Charles County,MO,St. Charles County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
MOSt. Clair County,MO,St. Clair County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOSte. Genevieve County,MO,Ste. Genevieve County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
MOSt. Francois County,MO,St. Francois County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
MOSt. Louis County,MO,St. Louis County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
MOSaline County,MO,Saline County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOSchuyler County,MO,Schuyler County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOScotland County,MO,Scotland County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOScott County,MO,Scott County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
MOShannon County,MO,Shannon County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
MOShelby County,MO,Shelby County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOStoddard County,MO,Stoddard County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
MOStone County,MO,Stone County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOSullivan County,MO,Sullivan County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOTaney County,MO,Taney County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.465036313,1.465036313,1.107732433
MOTexas County,MO,Texas County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
MOVernon County,MO,Vernon County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOWarren County,MO,Warren County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.464246175,1.464246175,1.107732433
MOWashington County,MO,Washington County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
MOWayne County,MO,Wayne County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
MOWebster County,MO,Webster County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOWorth County,MO,Worth County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOWright County,MO,Wright County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.471130504,1.471130504,1.107732433
MOSt. Louis City,MO,"St. Louis, City of",,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
OKAdair County,OK,Adair County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKAlfalfa County,OK,Alfalfa County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKAtoka County,OK,Atoka County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKBeaver County,OK,Beaver County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKBeckham County,OK,Beckham County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKBlaine County,OK,Blaine County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKBryan County,OK,Bryan County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKCaddo County,OK,Caddo County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKCanadian County,OK,Canadian County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKCarter County,OK,Carter County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKCherokee County,OK,Cherokee County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKChoctaw County,OK,Choctaw County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKCimarron County,OK,Cimarron County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKCleveland County,OK,Cleveland County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKCoal County,OK,Coal County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKComanche County,OK,Comanche County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKCotton County,OK,Cotton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKCraig County,OK,Craig County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKCreek County,OK,Creek County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKCuster County,OK,Custer County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKDelaware County,OK,Delaware County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKDewey County,OK,Dewey County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKEllis County,OK,Ellis County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKGarfield County,OK,Garfield County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKGarvin County,OK,Garvin County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKGrady County,OK,Grady County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKGrant County,OK,Grant County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKGreer County,OK,Greer County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKHarmon County,OK,Harmon County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKHarper County,OK,Harper County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKHaskell County,OK,Haskell County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKHughes County,OK,Hughes County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKJackson County,OK,Jackson County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKJefferson County,OK,Jefferson County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKJohnston County,OK,Johnston County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKKay County,OK,Kay County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKKingfisher County,OK,Kingfisher County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKKiowa County,OK,Kiowa County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKLatimer County,OK,Latimer County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKLe Flore County,OK,Le Flore County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKLincoln County,OK,Lincoln County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKLogan County,OK,Logan County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKLove County,OK,Love County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKMcClain County,OK,McClain County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKMcCurtain County,OK,McCurtain County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKMcIntosh County,OK,McIntosh County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKMajor County,OK,Major County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKMarshall County,OK,Marshall County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKMayes County,OK,Mayes County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKMurray County,OK,Murray County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKMuskogee County,OK,Muskogee County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKNoble County,OK,Noble County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKNowata County,OK,Nowata County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKOkfuskee County,OK,Okfuskee County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKOklahoma County,OK,Oklahoma County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKOkmulgee County,OK,Okmulgee County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OKOsage County,OK,Osage County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
