State,State Code,County,Lookup,AOP,WS,EQ,FL,Wildfire,PAF,Equipment Breakdown
New Jersey,NJ,Sussex County,NJSussex County,Include,Include,Include,Include,Include,Include,Include
New Jersey,NJ,Union County,NJUnion County,Include,Include,Include,Include,Include,Include,Include
New Jersey,NJ,Warren County,NJWarren County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Bernalillo County,NMBernalillo County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Catron County,NMCatron County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Chaves County,NMChaves County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Cibola County,NMCibola County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Colfax County,NMColfax County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Curry County,NMCurry County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,De Baca County,NMDe Baca County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Dona Ana County,NMDona Ana County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Eddy County,NMEddy County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Grant County,NMGrant County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Guadalupe County,NMGuadalupe County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Harding County,NMHarding County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Hidalgo County,NMHidalgo County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Lea County,NMLea County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Lincoln County,NMLincoln County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Los Alamos County,NMLos Alamos County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Luna County,NMLuna County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,McKinley County,NMMcKinley County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Mora County,NMMora County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Otero County,NMOtero County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Quay County,NMQuay County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Rio Arriba County,NMRio Arriba County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Roosevelt County,NMRoosevelt County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,San Juan County,NMSan Juan County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,San Miguel County,NMSan Miguel County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Sandoval County,NMSandoval County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Santa Fe County,NMSanta Fe County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Sierra County,NMSierra County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Socorro County,NMSocorro County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Taos County,NMTaos County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Torrance County,NMTorrance County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Union County,NMUnion County,Include,Include,Include,Include,Include,Include,Include
New Mexico,NM,Valencia County,NMValencia County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Albany County,NYAlbany County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Allegany County,NYAllegany County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Bronx County,NYBronx County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Broome County,NYBroome County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Cattaraugus County,NYCattaraugus County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Cayuga County,NYCayuga County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Chautauqua County,NYChautauqua County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Chemung County,NYChemung County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Chenango County,NYChenango County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Clinton County,NYClinton County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Columbia County,NYColumbia County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Cortland County,NYCortland County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Delaware County,NYDelaware County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Dutchess County,NYDutchess County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Erie County,NYErie County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Essex County,NIncludesex County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Franklin County,NYFranklin County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Fulton County,NYFulton County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Genesee County,NYGenesee County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Greene County,NYGreene County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Hamilton County,NYHamilton County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Herkimer County,NYHerkimer County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Jefferson County,NYJefferson County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Kings County,NYKings County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Lewis County,NYLewis County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Livingston County,NYLivingston County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Madison County,NYMadison County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Monroe County,NYMonroe County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Montgomery County,NYMontgomery County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Nassau County,NYNassau County,Include,Include,Include,Include,Include,Include,Include
New York,NY,New York County,NYNew York County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Niagara County,NYNiagara County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Oneida County,NYOneida County,Include,Include,Include,Include,Include,Include,Include
New York,NY,OExcludendaga County,NYOExcludendaga County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Ontario County,NYOntario County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Orange County,NYOrange County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Orleans County,NYOrleans County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Oswego County,NYOswego County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Otsego County,NYOtsego County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Putnam County,NYPutnam County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Queens County,NYQueens County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Rensselaer County,NYRensselaer County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Richmond County,NYRichmond County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Rockland County,NYRockland County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Saratoga County,NYSaratoga County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Schenectady County,NYSchenectady County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Schoharie County,NYSchoharie County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Schuyler County,NYSchuyler County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Seneca County,NYSeneca County,Include,Include,Include,Include,Include,Include,Include
New York,NY,St. Lawrence County,NYSt. Lawrence County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Steuben County,NYSteuben County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Suffolk County,NYSuffolk County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Sullivan County,NYSullivan County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Tioga County,NYTioga County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Tompkins County,NYTompkins County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Ulster County,NYUlster County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Warren County,NYWarren County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Washington County,NYWashington County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Wayne County,NYWayne County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Westchester County,NYWestchester County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Wyoming County,NYWyoming County,Include,Include,Include,Include,Include,Include,Include
New York,NY,Yates County,NYYates County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Alamance County,NCAlamance County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Alexander County,NCAlexander County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Alleghany County,NCAlleghany County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Anson County,NCAnson County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Ashe County,NCAshe County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Avery County,NCAvery County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Beaufort County,NCBeaufort County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Bertie County,NCBertie County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Bladen County,NCBladen County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Brunswick County,NCBrunswick County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Buncombe County,NCBuncombe County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Burke County,NCBurke County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Cabarrus County,NCCabarrus County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Caldwell County,NCCaldwell County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Camden County,NCCamden County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Carteret County,NCCarteret County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Caswell County,NCCaswell County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Catawba County,NCCatawba County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Chatham County,NCChatham County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Cherokee County,NCCherokee County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Chowan County,NCChowan County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Clay County,NCClay County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Cleveland County,NCCleveland County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Columbus County,NCColumbus County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Craven County,NCCraven County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Cumberland County,NCCumberland County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Currituck County,NCCurrituck County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Dare County,NCDare County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Davidson County,NCDavidson County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Davie County,NCDavie County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Duplin County,NCDuplin County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Durham County,NCDurham County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Edgecombe County,NCEdgecombe County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Forsyth County,NCForsyth County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Franklin County,NCFranklin County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Gaston County,NCGaston County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Gates County,NCGates County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Graham County,NCGraham County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Granville County,NCGranville County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Greene County,NCGreene County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Guilford County,NCGuilford County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Halifax County,NCHalifax County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Harnett County,NCHarnett County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Haywood County,NCHaywood County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Henderson County,NCHenderson County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Hertford County,NCHertford County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Hoke County,NCHoke County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Hyde County,NCHyde County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Iredell County,NCIredell County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Jackson County,NCJackson County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Johnston County,NCJohnston County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Jones County,NCJones County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Lee County,NCLee County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,LeExcludeir County,NCLeExcludeir County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Lincoln County,NCLincoln County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Macon County,NCMacon County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Madison County,NCMadison County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Martin County,NCMartin County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,McDowell County,NCMcDowell County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Mecklenburg County,NCMecklenburg County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Mitchell County,NCMitchell County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Montgomery County,NCMontgomery County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Moore County,NCMoore County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Nash County,NCNash County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,New HaExcludever County,NCNew HaExcludever County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Excluderthampton County,NCExcluderthampton County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Onslow County,NCOnslow County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Orange County,NCOrange County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Pamlico County,NCPamlico County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Pasquotank County,NCPasquotank County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Pender County,NCPender County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Perquimans County,NCPerquimans County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Person County,NCPerson County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Pitt County,NCPitt County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Polk County,NCPolk County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Randolph County,NCRandolph County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Richmond County,NCRichmond County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Robeson County,NCRobeson County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Rockingham County,NCRockingham County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Rowan County,NCRowan County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Rutherford County,NCRutherford County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Sampson County,NCSampson County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Scotland County,NCScotland County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Stanly County,NCStanly County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Stokes County,NCStokes County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Surry County,NCSurry County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Swain County,NCSwain County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Transylvania County,NCTransylvania County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Tyrrell County,NCTyrrell County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Union County,NCUnion County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Vance County,NCVance County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Wake County,NCWake County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Warren County,NCWarren County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Washington County,NCWashington County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Watauga County,NCWatauga County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Wayne County,NCWayne County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Wilkes County,NCWilkes County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Wilson County,NCWilson County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Yadkin County,NCYadkin County,Include,Include,Include,Include,Include,Include,Include
Excluderth Carolina,NC,Yancey County,NCYancey County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Adams County,NDAdams County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Barnes County,NDBarnes County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Benson County,NDBenson County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Billings County,NDBillings County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Bottineau County,NDBottineau County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Bowman County,NDBowman County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Burke County,NDBurke County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Burleigh County,NDBurleigh County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Cass County,NDCass County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Cavalier County,NDCavalier County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Dickey County,NDDickey County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Divide County,NDDivide County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Dunn County,NDDunn County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Eddy County,NDEddy County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Emmons County,NDEmmons County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Foster County,NDFoster County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Golden Valley County,NDGolden Valley County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Grand Forks County,NDGrand Forks County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Grant County,NDGrant County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Griggs County,NDGriggs County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Hettinger County,NDHettinger County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Kidder County,NDKidder County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,LaMoure County,NDLaMoure County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Logan County,NDLogan County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,McHenry County,NDMcHenry County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,McIntosh County,NDMcIntosh County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,McKenzie County,NDMcKenzie County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,McLean County,NDMcLean County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Mercer County,NDMercer County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Morton County,NDMorton County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Mountrail County,NDMountrail County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Nelson County,NDNelson County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Oliver County,NDOliver County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Pembina County,NDPembina County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Pierce County,NDPierce County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Ramsey County,NDRamsey County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Ransom County,NDRansom County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Renville County,NDRenville County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Richland County,NDRichland County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Rolette County,NDRolette County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Sargent County,NDSargent County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Sheridan County,NDSheridan County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Sioux County,NDSioux County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Slope County,NDSlope County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Stark County,NDStark County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Steele County,NDSteele County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Stutsman County,NDStutsman County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Towner County,NDTowner County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Traill County,NDTraill County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Walsh County,NDWalsh County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Ward County,NDWard County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Wells County,NDWells County,Include,Include,Include,Include,Include,Include,Include
Excluderth Dakota,ND,Williams County,NDWilliams County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Adams County,OHAdams County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Allen County,OHAllen County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Ashland County,OHAshland County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Ashtabula County,OHAshtabula County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Athens County,OHAthens County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Auglaize County,OHAuglaize County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Belmont County,OHBelmont County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Brown County,OHBrown County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Butler County,OHButler County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Carroll County,OHCarroll County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Champaign County,OHChampaign County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Clark County,OHClark County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Clermont County,OHClermont County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Clinton County,OHClinton County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Columbiana County,OHColumbiana County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Coshocton County,OHCoshocton County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Crawford County,OHCrawford County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Cuyahoga County,OHCuyahoga County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Darke County,OHDarke County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Defiance County,OHDefiance County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Delaware County,OHDelaware County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Erie County,OHErie County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Fairfield County,OHFairfield County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Fayette County,OHFayette County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Franklin County,OHFranklin County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Fulton County,OHFulton County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Gallia County,OHGallia County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Geauga County,OHGeauga County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Greene County,OHGreene County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Guernsey County,OHGuernsey County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Hamilton County,OHHamilton County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Hancock County,OHHancock County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Hardin County,OHHardin County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Harrison County,OHHarrison County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Henry County,OHHenry County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Highland County,OHHighland County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Hocking County,OHHocking County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Holmes County,OHHolmes County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Huron County,OHHuron County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Jackson County,OHJackson County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Jefferson County,OHJefferson County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,KExcludex County,OHKExcludex County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Lake County,OHLake County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Lawrence County,OHLawrence County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Licking County,OHLicking County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Logan County,OHLogan County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Lorain County,OHLorain County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Lucas County,OHLucas County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Madison County,OHMadison County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Mahoning County,OHMahoning County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Marion County,OHMarion County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Medina County,OHMedina County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Meigs County,OHMeigs County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Mercer County,OHMercer County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Miami County,OHMiami County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Monroe County,OHMonroe County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Montgomery County,OHMontgomery County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Morgan County,OHMorgan County,Include,Include,Include,Include,Include,Include,Include
Ohio,OH,Morrow County,OHMorrow County,Include,Include,Include,Include,Include,Include,Include
