Lookup code,Values,AOP,WS,EQ,Excess FL,Equipment breakdown,PAF,Wildfire
0.225,-999,0.29369999999999996,0.0645,0.5606,0.29369999999999996,-999,-999,0.29369999999999996
0.226,-999,0.29290000000000005,0.06410000000000005,0.5599000000000001,0.29290000000000005,-999,-999,0.29290000000000005
0.227,-999,0.29200000000000004,0.06369999999999998,0.5591999999999999,0.29200000000000004,-999,-999,0.29200000000000004
0.228,-999,0.2912,0.06330000000000002,0.5584,0.2912,-999,-999,0.2912
0.229,-999,0.2904,0.06289999999999996,0.5577,0.2904,-999,-999,0.2904
0.23,-999,0.2895,0.0625,0.5569999999999999,0.2895,-999,-999,0.2895
0.231,-999,0.28869999999999996,0.06220000000000003,0.5563,0.28869999999999996,-999,-999,0.28869999999999996
0.232,-999,0.28790000000000004,0.061799999999999966,0.5555,0.28790000000000004,-999,-999,0.28790000000000004
0.233,-999,0.28700000000000003,0.0615,0.5548,0.28700000000000003,-999,-999,0.28700000000000003
0.234,-999,0.2862,0.06110000000000004,0.5541,0.2862,-999,-999,0.2862
0.235,-999,0.2854,0.060799999999999965,0.5534,0.2854,-999,-999,0.2854
0.236,-999,0.28459999999999996,0.06040000000000001,0.5527,0.28459999999999996,-999,-999,0.28459999999999996
0.237,-999,0.28380000000000005,0.06010000000000004,0.5519000000000001,0.28380000000000005,-999,-999,0.28380000000000005
0.238,-999,0.28300000000000003,0.059699999999999975,0.5512,0.28300000000000003,-999,-999,0.28300000000000003
0.239,-999,0.2822,0.05940000000000001,0.5505,0.2822,-999,-999,0.2822
0.24,-999,0.2814,0.05900000000000005,0.5498000000000001,0.2814,-999,-999,0.2814
0.241,-999,0.28059999999999996,0.058699999999999974,0.5489999999999999,0.28059999999999996,-999,-999,0.28059999999999996
0.242,-999,0.27980000000000005,0.05830000000000002,0.5483,0.27980000000000005,-999,-999,0.27980000000000005
0.243,-999,0.279,0.05800000000000005,0.5476,0.279,-999,-999,0.279
0.244,-999,0.2782,0.057599999999999985,0.5468999999999999,0.2782,-999,-999,0.2782
0.245,-999,0.2774,0.05730000000000002,0.5461,0.2774,-999,-999,0.2774
0.246,-999,0.27659999999999996,0.05689999999999995,0.5454,0.27659999999999996,-999,-999,0.27659999999999996
0.247,-999,0.27580000000000005,0.056599999999999984,0.5447,0.27580000000000005,-999,-999,0.27580000000000005
0.248,-999,0.2751,0.05620000000000003,0.544,0.2751,-999,-999,0.2751
0.249,-999,0.2743,0.05589999999999995,0.5432,0.2743,-999,-999,0.2743
0.25,-999,0.27349999999999997,0.055499999999999994,0.5425,0.27349999999999997,-999,-999,0.27349999999999997
0.251,-999,0.27270000000000005,0.05520000000000003,0.5418000000000001,0.27270000000000005,-999,-999,0.27270000000000005
0.252,-999,0.272,0.05479999999999996,0.5411,0.272,-999,-999,0.272
0.253,-999,0.2712,0.05449999999999999,0.5404,0.2712,-999,-999,0.2712
0.254,-999,0.27049999999999996,0.05410000000000004,0.5396000000000001,0.27049999999999996,-999,-999,0.27049999999999996
0.255,-999,0.26970000000000005,0.05379999999999996,0.5388999999999999,0.26970000000000005,-999,-999,0.26970000000000005
0.256,-999,0.269,0.0534,0.5382,0.269,-999,-999,0.269
0.257,-999,0.2682,0.053100000000000036,0.5375,0.2682,-999,-999,0.2682
0.258,-999,0.26749999999999996,0.05269999999999997,0.5367999999999999,0.26749999999999996,-999,-999,0.26749999999999996
0.259,-999,0.26670000000000005,0.0524,0.536,0.26670000000000005,-999,-999,0.26670000000000005
0.26,-999,0.266,0.052000000000000046,0.5353,0.266,-999,-999,0.266
0.261,-999,0.2652,0.05169999999999997,0.5346,0.2652,-999,-999,0.2652
0.262,-999,0.26449999999999996,0.0514,0.5339,0.26449999999999996,-999,-999,0.26449999999999996
0.263,-999,0.26380000000000003,0.051100000000000034,0.5332,0.26380000000000003,-999,-999,0.26380000000000003
0.264,-999,0.263,0.050799999999999956,0.5324,0.263,-999,-999,0.263
0.265,-999,0.2623,0.05049999999999999,0.5317000000000001,0.2623,-999,-999,0.2623
0.266,-999,0.26160000000000005,0.05020000000000002,0.531,0.26160000000000005,-999,-999,0.26160000000000005
0.267,-999,0.2609,0.049900000000000055,0.5303,0.2609,-999,-999,0.2609
0.268,-999,0.2601,0.04959999999999998,0.5295000000000001,0.2601,-999,-999,0.2601
0.269,-999,0.25939999999999996,0.04930000000000001,0.5287999999999999,0.25939999999999996,-999,-999,0.25939999999999996
0.27,-999,0.25870000000000004,0.049000000000000044,0.5281,0.25870000000000004,-999,-999,0.25870000000000004
0.271,-999,0.258,0.048699999999999966,0.5274,0.258,-999,-999,0.258
0.272,-999,0.2573,0.0484,0.5267,0.2573,-999,-999,0.2573
0.273,-999,0.25660000000000005,0.04810000000000003,0.5259,0.25660000000000005,-999,-999,0.25660000000000005
0.274,-999,0.2559,0.047799999999999954,0.5252,0.2559,-999,-999,0.2559
0.275,-999,0.2552,0.04749999999999999,0.5245,0.2552,-999,-999,0.2552
0.276,-999,0.25449999999999995,0.04720000000000002,0.5238,0.25449999999999995,-999,-999,0.25449999999999995
0.277,-999,0.2538,0.04690000000000005,0.5231,0.2538,-999,-999,0.2538
0.278,-999,0.2531,0.046599999999999975,0.5223,0.2531,-999,-999,0.2531
0.279,-999,0.25239999999999996,0.04630000000000001,0.5216000000000001,0.25239999999999996,-999,-999,0.25239999999999996
0.28,-999,0.25170000000000003,0.04600000000000004,0.5208999999999999,0.25170000000000003,-999,-999,0.25170000000000003
0.281,-999,0.251,0.04569999999999996,0.5202,0.251,-999,-999,0.251
0.282,-999,0.25029999999999997,0.045399999999999996,0.5195000000000001,0.25029999999999997,-999,-999,0.25029999999999997
0.283,-999,0.24960000000000004,0.04510000000000003,0.5186999999999999,0.24960000000000004,-999,-999,0.24960000000000004
0.284,-999,0.2489,0.04479999999999995,0.518,0.2489,-999,-999,0.2489
0.285,-999,0.24829999999999997,0.044499999999999984,0.5173,0.24829999999999997,-999,-999,0.24829999999999997
0.286,-999,0.24760000000000004,0.04420000000000002,0.5166,0.24760000000000004,-999,-999,0.24760000000000004
0.287,-999,0.2469,0.04390000000000005,0.5158,0.2469,-999,-999,0.2469
0.288,-999,0.24619999999999997,0.04359999999999997,0.5151,0.24619999999999997,-999,-999,0.24619999999999997
0.289,-999,0.24560000000000004,0.043300000000000005,0.5144,0.24560000000000004,-999,-999,0.24560000000000004
0.29,-999,0.2449,0.04300000000000004,0.5137,0.2449,-999,-999,0.2449
0.291,-999,0.24419999999999997,0.04269999999999996,0.513,0.24419999999999997,-999,-999,0.24419999999999997
0.292,-999,0.24360000000000004,0.04239999999999999,0.5122,0.24360000000000004,-999,-999,0.24360000000000004
0.293,-999,0.2429,0.042100000000000026,0.5115000000000001,0.2429,-999,-999,0.2429
0.294,-999,0.24229999999999996,0.04179999999999995,0.5107999999999999,0.24229999999999996,-999,-999,0.24229999999999996
0.295,-999,0.24160000000000004,0.04149999999999998,0.5101,0.24160000000000004,-999,-999,0.24160000000000004
0.296,-999,0.2409,0.041200000000000014,0.5093,0.2409,-999,-999,0.2409
0.297,-999,0.24029999999999996,0.04090000000000005,0.5085999999999999,0.24029999999999996,-999,-999,0.24029999999999996
0.298,-999,0.23960000000000004,0.04059999999999997,0.5079,0.23960000000000004,-999,-999,0.23960000000000004
0.299,-999,0.239,0.0403,0.5072,0.239,-999,-999,0.239
0.3,-999,0.23829999999999996,0.040000000000000036,0.5065,0.23829999999999996,-999,-999,0.23829999999999996
0.301,-999,0.23770000000000002,0.03979999999999995,0.5057,0.23770000000000002,-999,-999,0.23770000000000002
0.302,-999,0.23709999999999998,0.03949999999999998,0.505,0.23709999999999998,-999,-999,0.23709999999999998
0.303,-999,0.23640000000000005,0.0393,0.5043,0.23640000000000005,-999,-999,0.23640000000000005
0.304,-999,0.2358,0.039000000000000035,0.5036,0.2358,-999,-999,0.2358
0.305,-999,0.23509999999999998,0.038799999999999946,0.5029,0.23509999999999998,-999,-999,0.23509999999999998
0.306,-999,0.23450000000000004,0.03849999999999998,0.5021,0.23450000000000004,-999,-999,0.23450000000000004
0.307,-999,0.2339,0.0383,0.5014000000000001,0.2339,-999,-999,0.2339
0.308,-999,0.23319999999999996,0.038000000000000034,0.5006999999999999,0.23319999999999996,-999,-999,0.23319999999999996
0.309,-999,0.23260000000000003,0.037799999999999945,0.5,0.23260000000000003,-999,-999,0.23260000000000003
0.31,-999,0.23199999999999998,0.03749999999999998,0.49929999999999997,0.23199999999999998,-999,-999,0.23199999999999998
0.311,-999,0.23140000000000005,0.0373,0.49850000000000005,0.23140000000000005,-999,-999,0.23140000000000005
0.312,-999,0.23070000000000002,0.03700000000000003,0.4978,0.23070000000000002,-999,-999,0.23070000000000002
0.313,-999,0.23009999999999997,0.036800000000000055,0.4971,0.23009999999999997,-999,-999,0.23009999999999997
0.314,-999,0.22950000000000004,0.03649999999999998,0.49639999999999995,0.22950000000000004,-999,-999,0.22950000000000004
0.315,-999,0.2289,0.0363,0.49560000000000004,0.2289,-999,-999,0.2289
0.316,-999,0.22829999999999995,0.03600000000000003,0.4949,0.22829999999999995,-999,-999,0.22829999999999995
0.317,-999,0.2277,0.035800000000000054,0.4942,0.2277,-999,-999,0.2277
0.318,-999,0.22709999999999997,0.035499999999999976,0.49350000000000005,0.22709999999999997,-999,-999,0.22709999999999997
0.319,-999,0.22640000000000005,0.0353,0.4928,0.22640000000000005,-999,-999,0.22640000000000005
0.32,-999,0.2258,0.03500000000000003,0.492,0.2258,-999,-999,0.2258
0.321,-999,0.22519999999999996,0.03480000000000005,0.49129999999999996,0.22519999999999996,-999,-999,0.22519999999999996
0.322,-999,0.22460000000000002,0.034499999999999975,0.49060000000000004,0.22460000000000002,-999,-999,0.22460000000000002
0.323,-999,0.22399999999999998,0.0343,0.4899,0.22399999999999998,-999,-999,0.22399999999999998
0.324,-999,0.22340000000000004,0.03400000000000003,0.4891,0.22340000000000004,-999,-999,0.22340000000000004
0.325,-999,0.2228,0.03380000000000005,0.48839999999999995,0.2228,-999,-999,0.2228
0.326,-999,0.22219999999999995,0.033499999999999974,0.4877,0.22219999999999995,-999,-999,0.22219999999999995
0.327,-999,0.22160000000000002,0.033299999999999996,0.487,0.22160000000000002,-999,-999,0.22160000000000002
0.328,-999,0.22099999999999997,0.03300000000000003,0.48629999999999995,0.22099999999999997,-999,-999,0.22099999999999997
0.329,-999,0.22050000000000003,0.03280000000000005,0.48550000000000004,0.22050000000000003,-999,-999,0.22050000000000003
0.33,-999,0.21989999999999998,0.03249999999999997,0.4848,0.21989999999999998,-999,-999,0.21989999999999998
0.331,-999,0.21930000000000005,0.032299999999999995,0.4841,0.21930000000000005,-999,-999,0.21930000000000005
0.332,-999,0.2187,0.03200000000000003,0.48340000000000005,0.2187,-999,-999,0.2187
0.333,-999,0.21809999999999996,0.03180000000000005,0.48260000000000003,0.21809999999999996,-999,-999,0.21809999999999996
0.334,-999,0.21750000000000003,0.03149999999999997,0.4819,0.21750000000000003,-999,-999,0.21750000000000003
0.335,-999,0.21689999999999998,0.031299999999999994,0.48119999999999996,0.21689999999999998,-999,-999,0.21689999999999998
0.336,-999,0.21640000000000004,0.031000000000000028,0.48050000000000004,0.21640000000000004,-999,-999,0.21640000000000004
0.337,-999,0.2158,0.03080000000000005,0.4798,0.2158,-999,-999,0.2158
0.338,-999,0.21519999999999995,0.03049999999999997,0.479,0.21519999999999995,-999,-999,0.21519999999999995
0.339,-999,0.2146,0.030299999999999994,0.47829999999999995,0.2146,-999,-999,0.2146
0.34,-999,0.21409999999999996,0.030000000000000027,0.4776,0.21409999999999996,-999,-999,0.21409999999999996
0.341,-999,0.21350000000000002,0.02980000000000005,0.4769,0.21350000000000002,-999,-999,0.21350000000000002
0.342,-999,0.21289999999999998,0.02949999999999997,0.47609999999999997,0.21289999999999998,-999,-999,0.21289999999999998
0.343,-999,0.21240000000000003,0.029299999999999993,0.47540000000000004,0.21240000000000003,-999,-999,0.21240000000000003
0.344,-999,0.2118,0.029000000000000026,0.4747,0.2118,-999,-999,0.2118
0.345,-999,0.21120000000000005,0.028800000000000048,0.474,0.21120000000000005,-999,-999,0.21120000000000005
0.346,-999,0.2107,0.02849999999999997,0.47330000000000005,0.2107,-999,-999,0.2107
0.347,-999,0.21009999999999995,0.028299999999999992,0.47250000000000003,0.21009999999999995,-999,-999,0.21009999999999995
0.348,-999,0.20950000000000002,0.028000000000000025,0.4718,0.20950000000000002,-999,-999,0.20950000000000002
0.349,-999,0.20899999999999996,0.027800000000000047,0.47109999999999996,0.20899999999999996,-999,-999,0.20899999999999996
0.35,-999,0.20840000000000003,0.02749999999999997,0.47040000000000004,0.20840000000000003,-999,-999,0.20840000000000003
0.351,-999,0.20789999999999997,0.02729999999999999,0.4696,0.20789999999999997,-999,-999,0.20789999999999997
0.352,-999,0.20730000000000004,0.027100000000000013,0.4689,0.20730000000000004,-999,-999,0.20730000000000004
0.353,-999,0.20679999999999998,0.026900000000000035,0.46819999999999995,0.20679999999999998,-999,-999,0.20679999999999998
0.354,-999,0.20620000000000005,0.026699999999999946,0.4675,0.20620000000000005,-999,-999,0.20620000000000005
0.355,-999,0.2057,0.026499999999999968,0.4667,0.2057,-999,-999,0.2057
0.356,-999,0.20509999999999995,0.02629999999999999,0.46599999999999997,0.20509999999999995,-999,-999,0.20509999999999995
0.357,-999,0.2046,0.026100000000000012,0.46530000000000005,0.2046,-999,-999,0.2046
0.358,-999,0.20399999999999996,0.025900000000000034,0.4646,0.20399999999999996,-999,-999,0.20399999999999996
0.359,-999,0.20350000000000001,0.025699999999999945,0.4639,0.20350000000000001,-999,-999,0.20350000000000001
0.36,-999,0.20289999999999997,0.025499999999999967,0.46309999999999996,0.20289999999999997,-999,-999,0.20289999999999997
0.361,-999,0.20240000000000002,0.02529999999999999,0.46240000000000003,0.20240000000000002,-999,-999,0.20240000000000002
0.362,-999,0.20189999999999997,0.02510000000000001,0.4617,0.20189999999999997,-999,-999,0.20189999999999997
0.363,-999,0.20130000000000003,0.024900000000000033,0.46099999999999997,0.20130000000000003,-999,-999,0.20130000000000003
0.364,-999,0.20079999999999998,0.024700000000000055,0.46020000000000005,0.20079999999999998,-999,-999,0.20079999999999998
0.365,-999,0.20030000000000003,0.024499999999999966,0.4595,0.20030000000000003,-999,-999,0.20030000000000003
0.366,-999,0.1997,0.02429999999999999,0.4588,0.1997,-999,-999,0.1997
0.367,-999,0.19920000000000004,0.02410000000000001,0.45809999999999995,0.19920000000000004,-999,-999,0.19920000000000004
0.368,-999,0.1987,0.023900000000000032,0.45730000000000004,0.1987,-999,-999,0.1987
0.369,-999,0.19810000000000005,0.023700000000000054,0.4566,0.19810000000000005,-999,-999,0.19810000000000005
0.37,-999,0.1976,0.023499999999999965,0.45589999999999997,0.1976,-999,-999,0.1976
0.371,-999,0.19710000000000005,0.023299999999999987,0.45520000000000005,0.19710000000000005,-999,-999,0.19710000000000005
0.372,-999,0.1966,0.02310000000000001,0.4545,0.1966,-999,-999,0.1966
0.373,-999,0.19599999999999995,0.02290000000000003,0.4537,0.19599999999999995,-999,-999,0.19599999999999995
0.374,-999,0.1955,0.022700000000000053,0.45299999999999996,0.1955,-999,-999,0.1955
0.375,-999,0.19499999999999995,0.022499999999999964,0.45230000000000004,0.19499999999999995,-999,-999,0.19499999999999995
0.376,-999,0.1945,0.022299999999999986,0.4516,0.1945,-999,-999,0.1945
0.377,-999,0.19389999999999996,0.02210000000000001,0.4508,0.19389999999999996,-999,-999,0.19389999999999996
0.378,-999,0.19340000000000002,0.02190000000000003,0.45009999999999994,0.19340000000000002,-999,-999,0.19340000000000002
0.379,-999,0.19289999999999996,0.021700000000000053,0.4494,0.19289999999999996,-999,-999,0.19289999999999996
0.38,-999,0.19240000000000002,0.021499999999999964,0.4487,0.19240000000000002,-999,-999,0.19240000000000002
0.381,-999,0.19189999999999996,0.021299999999999986,0.44789999999999996,0.19189999999999996,-999,-999,0.19189999999999996
0.382,-999,0.19140000000000001,0.021100000000000008,0.44720000000000004,0.19140000000000001,-999,-999,0.19140000000000001
0.383,-999,0.19089999999999996,0.02090000000000003,0.4465,0.19089999999999996,-999,-999,0.19089999999999996
0.384,-999,0.1904,0.02070000000000005,0.4458,0.1904,-999,-999,0.1904
0.385,-999,0.18979999999999997,0.020499999999999963,0.44499999999999995,0.18979999999999997,-999,-999,0.18979999999999997
0.386,-999,0.18930000000000002,0.020299999999999985,0.44430000000000003,0.18930000000000002,-999,-999,0.18930000000000002
0.387,-999,0.18879999999999997,0.020100000000000007,0.4436,0.18879999999999997,-999,-999,0.18879999999999997
0.388,-999,0.18830000000000002,0.01990000000000003,0.44289999999999996,0.18830000000000002,-999,-999,0.18830000000000002
0.389,-999,0.18779999999999997,0.01970000000000005,0.44210000000000005,0.18779999999999997,-999,-999,0.18779999999999997
0.39,-999,0.18730000000000002,0.019499999999999962,0.4414,0.18730000000000002,-999,-999,0.18730000000000002
0.391,-999,0.18679999999999997,0.019299999999999984,0.4407,0.18679999999999997,-999,-999,0.18679999999999997
0.392,-999,0.18630000000000002,0.019100000000000006,0.43999999999999995,0.18630000000000002,-999,-999,0.18630000000000002
0.393,-999,0.18579999999999997,0.018900000000000028,0.4393,0.18579999999999997,-999,-999,0.18579999999999997
0.394,-999,0.18530000000000002,0.01870000000000005,0.4385,0.18530000000000002,-999,-999,0.18530000000000002
0.395,-999,0.18479999999999996,0.01849999999999996,0.43779999999999997,0.18479999999999996,-999,-999,0.18479999999999996
0.396,-999,0.18430000000000002,0.018299999999999983,0.43710000000000004,0.18430000000000002,-999,-999,0.18430000000000002
0.397,-999,0.18389999999999995,0.018100000000000005,0.4364,0.18389999999999995,-999,-999,0.18389999999999995
0.398,-999,0.1834,0.017900000000000027,0.4356,0.1834,-999,-999,0.1834
0.399,-999,0.18289999999999995,0.01770000000000005,0.43489999999999995,0.18289999999999995,-999,-999,0.18289999999999995
0.4,-999,0.1824,0.01749999999999996,0.43420000000000003,0.1824,-999,-999,0.1824
0.401,-999,0.18189999999999995,0.01739999999999997,0.4335,0.18189999999999995,-999,-999,0.18189999999999995
0.402,-999,0.1814,0.017299999999999982,0.4327,0.1814,-999,-999,0.1814
0.403,-999,0.18089999999999995,0.017199999999999993,0.43200000000000005,0.18089999999999995,-999,-999,0.18089999999999995
0.404,-999,0.1804,0.017100000000000004,0.4313,0.1804,-999,-999,0.1804
0.405,-999,0.18000000000000005,0.017000000000000015,0.4306,0.18000000000000005,-999,-999,0.18000000000000005
0.406,-999,0.1795,0.016900000000000026,0.42979999999999996,0.1795,-999,-999,0.1795
0.407,-999,0.17900000000000005,0.016800000000000037,0.42910000000000004,0.17900000000000005,-999,-999,0.17900000000000005
0.408,-999,0.1785,0.016700000000000048,0.4284,0.1785,-999,-999,0.1785
0.409,-999,0.17800000000000005,0.016599999999999948,0.42769999999999997,0.17800000000000005,-999,-999,0.17800000000000005
0.41,-999,0.17759999999999998,0.01649999999999996,0.42689999999999995,0.17759999999999998,-999,-999,0.17759999999999998
0.411,-999,0.17710000000000004,0.01639999999999997,0.4262,0.17710000000000004,-999,-999,0.17710000000000004
0.412,-999,0.17659999999999998,0.01629999999999998,0.4255,0.17659999999999998,-999,-999,0.17659999999999998
0.413,-999,0.17610000000000003,0.016199999999999992,0.42479999999999996,0.17610000000000003,-999,-999,0.17610000000000003
0.414,-999,0.17569999999999997,0.016100000000000003,0.42400000000000004,0.17569999999999997,-999,-999,0.17569999999999997
0.415,-999,0.17520000000000002,0.016000000000000014,0.4233,0.17520000000000002,-999,-999,0.17520000000000002
0.416,-999,0.17469999999999997,0.015900000000000025,0.4226,0.17469999999999997,-999,-999,0.17469999999999997
0.417,-999,0.17420000000000002,0.015800000000000036,0.42190000000000005,0.17420000000000002,-999,-999,0.17420000000000002
0.418,-999,0.17379999999999995,0.015700000000000047,0.42110000000000003,0.17379999999999995,-999,-999,0.17379999999999995
0.419,-999,0.1733,0.015599999999999947,0.4204,0.1733,-999,-999,0.1733
0.42,-999,0.17279999999999995,0.015499999999999958,0.41969999999999996,0.17279999999999995,-999,-999,0.17279999999999995
0.421,-999,0.1724,0.01539999999999997,0.41900000000000004,0.1724,-999,-999,0.1724
0.422,-999,0.17190000000000005,0.01529999999999998,0.4183,0.17190000000000005,-999,-999,0.17190000000000005
0.423,-999,0.1714,0.015199999999999991,0.4175,0.1714,-999,-999,0.1714
0.424,-999,0.17100000000000004,0.015100000000000002,0.41679999999999995,0.17100000000000004,-999,-999,0.17100000000000004
0.425,-999,0.17049999999999998,0.015000000000000013,0.4161,0.17049999999999998,-999,-999,0.17049999999999998
0.426,-999,0.17010000000000003,0.014900000000000024,0.4154,0.17010000000000003,-999,-999,0.17010000000000003
0.427,-999,0.16959999999999997,0.014800000000000035,0.41459999999999997,0.16959999999999997,-999,-999,0.16959999999999997
0.428,-999,0.16910000000000003,0.014700000000000046,0.41390000000000005,0.16910000000000003,-999,-999,0.16910000000000003
0.429,-999,0.16869999999999996,0.014599999999999946,0.4132,0.16869999999999996,-999,-999,0.16869999999999996
0.43,-999,0.16820000000000002,0.014499999999999957,0.4125,0.16820000000000002,-999,-999,0.16820000000000002
0.431,-999,0.16779999999999995,0.014399999999999968,0.41169999999999995,0.16779999999999995,-999,-999,0.16779999999999995
0.432,-999,0.1673,0.01429999999999998,0.41100000000000003,0.1673,-999,-999,0.1673
0.433,-999,0.16690000000000005,0.01419999999999999,0.4103,0.16690000000000005,-999,-999,0.16690000000000005
0.434,-999,0.1664,0.014100000000000001,0.40959999999999996,0.1664,-999,-999,0.1664
0.435,-999,0.16600000000000004,0.014000000000000012,0.40880000000000005,0.16600000000000004,-999,-999,0.16600000000000004
0.436,-999,0.16549999999999998,0.013900000000000023,0.4081,0.16549999999999998,-999,-999,0.16549999999999998
0.437,-999,0.16510000000000002,0.013800000000000034,0.4074,0.16510000000000002,-999,-999,0.16510000000000002
0.438,-999,0.16459999999999997,0.013700000000000045,0.40669999999999995,0.16459999999999997,-999,-999,0.16459999999999997
0.439,-999,0.1642,0.013599999999999945,0.40590000000000004,0.1642,-999,-999,0.1642
0.44,-999,0.16369999999999996,0.013499999999999956,0.4052,0.16369999999999996,-999,-999,0.16369999999999996
0.441,-999,0.1633,0.013399999999999967,0.40449999999999997,0.1633,-999,-999,0.1633
0.442,-999,0.16279999999999994,0.013299999999999979,0.40380000000000005,0.16279999999999994,-999,-999,0.16279999999999994
0.443,-999,0.1624,0.01319999999999999,0.403,0.1624,-999,-999,0.1624
0.444,-999,0.16190000000000004,0.0131,0.4023,0.16190000000000004,-999,-999,0.16190000000000004
0.445,-999,0.16149999999999998,0.013000000000000012,0.40159999999999996,0.16149999999999998,-999,-999,0.16149999999999998
0.446,-999,0.16110000000000002,0.012900000000000023,0.40090000000000003,0.16110000000000002,-999,-999,0.16110000000000002
0.447,-999,0.16059999999999997,0.012800000000000034,0.4001,0.16059999999999997,-999,-999,0.16059999999999997
0.448,-999,0.1602,0.012700000000000045,0.3994,0.1602,-999,-999,0.1602
0.449,-999,0.15969999999999995,0.012599999999999945,0.39870000000000005,0.15969999999999995,-999,-999,0.15969999999999995
0.45,-999,0.1593,0.012499999999999956,0.398,0.1593,-999,-999,0.1593
0.451,-999,0.15890000000000004,0.012499999999999956,0.3972,0.15890000000000004,-999,-999,0.15890000000000004
0.452,-999,0.15839999999999999,0.012399999999999967,0.39649999999999996,0.15839999999999999,-999,-999,0.15839999999999999
0.453,-999,0.15800000000000003,0.012399999999999967,0.39580000000000004,0.15800000000000003,-999,-999,0.15800000000000003
0.454,-999,0.15759999999999996,0.012299999999999978,0.3951,0.15759999999999996,-999,-999,0.15759999999999996
0.455,-999,0.15710000000000002,0.012299999999999978,0.3944,0.15710000000000002,-999,-999,0.15710000000000002
0.456,-999,0.15669999999999995,0.012199999999999989,0.39359999999999995,0.15669999999999995,-999,-999,0.15669999999999995
0.457,-999,0.1563,0.012199999999999989,0.3929,0.1563,-999,-999,0.1563
0.458,-999,0.15580000000000005,0.0121,0.3922,0.15580000000000005,-999,-999,0.15580000000000005
0.459,-999,0.15539999999999998,0.0121,0.39149999999999996,0.15539999999999998,-999,-999,0.15539999999999998
0.46,-999,0.15500000000000003,0.01200000000000001,0.39070000000000005,0.15500000000000003,-999,-999,0.15500000000000003
0.461,-999,0.15459999999999996,0.01200000000000001,0.39,0.15459999999999996,-999,-999,0.15459999999999996
0.462,-999,0.15410000000000001,0.011900000000000022,0.3893,0.15410000000000001,-999,-999,0.15410000000000001
0.463,-999,0.15369999999999995,0.011900000000000022,0.38859999999999995,0.15369999999999995,-999,-999,0.15369999999999995
0.464,-999,0.1533,0.011800000000000033,0.38780000000000003,0.1533,-999,-999,0.1533
0.465,-999,0.15290000000000004,0.011800000000000033,0.3871,0.15290000000000004,-999,-999,0.15290000000000004
0.466,-999,0.15239999999999998,0.011700000000000044,0.38639999999999997,0.15239999999999998,-999,-999,0.15239999999999998
0.467,-999,0.15200000000000002,0.011700000000000044,0.38570000000000004,0.15200000000000002,-999,-999,0.15200000000000002
0.468,-999,0.15159999999999996,0.011600000000000055,0.3849,0.15159999999999996,-999,-999,0.15159999999999996
0.469,-999,0.1512,0.011600000000000055,0.3842,0.1512,-999,-999,0.1512
0.47,-999,0.15080000000000005,0.011499999999999955,0.38349999999999995,0.15080000000000005,-999,-999,0.15080000000000005
0.471,-999,0.1503,0.011499999999999955,0.38280000000000003,0.1503,-999,-999,0.1503
0.472,-999,0.14990000000000003,0.011399999999999966,0.382,0.14990000000000003,-999,-999,0.14990000000000003
0.473,-999,0.14949999999999997,0.011399999999999966,0.3813,0.14949999999999997,-999,-999,0.14949999999999997
0.474,-999,0.1491,0.011299999999999977,0.38060000000000005,0.1491,-999,-999,0.1491
0.475,-999,0.14870000000000005,0.011299999999999977,0.3799,0.14870000000000005,-999,-999,0.14870000000000005
0.476,-999,0.1483,0.011199999999999988,0.3791,0.1483,-999,-999,0.1483
0.477,-999,0.14790000000000003,0.011199999999999988,0.37839999999999996,0.14790000000000003,-999,-999,0.14790000000000003
0.478,-999,0.14739999999999998,0.011099999999999999,0.37770000000000004,0.14739999999999998,-999,-999,0.14739999999999998
0.479,-999,0.14700000000000002,0.01100000000000001,0.377,0.14700000000000002,-999,-999,0.14700000000000002
0.48,-999,0.14659999999999995,0.01100000000000001,0.3762,0.14659999999999995,-999,-999,0.14659999999999995
0.481,-999,0.1462,0.01090000000000002,0.37549999999999994,0.1462,-999,-999,0.1462
0.482,-999,0.14580000000000004,0.01090000000000002,0.3748,0.14580000000000004,-999,-999,0.14580000000000004
0.483,-999,0.14539999999999997,0.01090000000000002,0.3741,0.14539999999999997,-999,-999,0.14539999999999997
0.484,-999,0.14500000000000002,0.010800000000000032,0.37329999999999997,0.14500000000000002,-999,-999,0.14500000000000002
0.485,-999,0.14459999999999995,0.010800000000000032,0.37260000000000004,0.14459999999999995,-999,-999,0.14459999999999995
0.486,-999,0.1442,0.010700000000000043,0.3719,0.1442,-999,-999,0.1442
0.487,-999,0.14380000000000004,0.010700000000000043,0.3712,0.14380000000000004,-999,-999,0.14380000000000004
0.488,-999,0.14339999999999997,0.010600000000000054,0.37050000000000005,0.14339999999999997,-999,-999,0.14339999999999997
0.489,-999,0.14300000000000002,0.010600000000000054,0.36970000000000003,0.14300000000000002,-999,-999,0.14300000000000002
0.49,-999,0.14259999999999995,0.010499999999999954,0.369,0.14259999999999995,-999,-999,0.14259999999999995
0.491,-999,0.1422,0.010499999999999954,0.36829999999999996,0.1422,-999,-999,0.1422
0.492,-999,0.14180000000000004,0.010399999999999965,0.36760000000000004,0.14180000000000004,-999,-999,0.14180000000000004
0.493,-999,0.14139999999999997,0.010399999999999965,0.3668,0.14139999999999997,-999,-999,0.14139999999999997
