Zip,WS Rates
35004,0.00018446183979353698
35005,0.00018980378544442155
35006,0.000190414508525572
35007,0.00019987163534209595
35010,0.0003194076321453034
35014,0.0002246940012777296
35016,0.0001341961955107887
35019,0.00012771788754485866
35020,0.0002083656070673421
35022,0.00019224256070410415
35023,0.00016091347847919777
35031,0.00014957812906670888
35033,0.0001539409297690446
35034,0.0002690431940710612
35035,0.0002288892929495831
35040,0.00023937139520240484
35042,0.0002742821535269592
35043,0.00016826586415465378
35044,0.0002906732723382513
35045,0.00027605436549326637
35046,0.0003369513094161547
35049,0.00013919069562078667
35051,0.0001940192501605119
35053,0.00015784831962435602
35054,0.00019636556896612253
35055,0.0001598818446905203
35057,0.0001572895895030031
35058,0.00014507807412058893
35060,0.00018352402103146657
35061,0.00018980378544442155
35062,0.0001623908600356566
35063,0.00016575713072197596
35064,0.00018095704778520375
35068,0.0001699256214701049
35071,0.0001703511874739712
35072,0.0002314318221864719
35073,0.0001862396892582722
35077,0.00016078782312508867
35078,0.00019306502007005865
35079,0.00016166109957497306
35080,0.000204942907300009
35083,0.0001364757061246154
35085,0.000250459082774728
35087,0.00010027357665517535
35089,0.00032596339935454224
35091,0.00017206421095133063
35094,0.00020428182639266605
35096,0.000184933165144905
35097,0.00015819299472156483
35098,0.00015784831962435602
35111,0.00017943582351868386
35114,0.0002129962797028006
35115,0.0002424381598072829
35116,0.00016701407389895152
35117,0.00018031462555243976
35118,0.00017054936929426177
35120,0.00018000881640925991
35121,0.00016876756278735055
35124,0.00019461259891241466
35125,0.00018990043078400074
35126,0.0001658856476259298
35127,0.00020717705581271034
35128,0.0001996701027405154
35130,0.000191360490334714
35131,0.00016736686420183285
35133,0.00017069099114300153
35135,0.00016503249092773847
35136,0.0005171965195299035
35143,0.00030950222203115043
35146,0.00016946232605525465
35147,0.00021751674400995028
35148,0.00016091347847919777
35150,0.0002687515746639125
35151,0.000296744554592117
35160,0.0001878019196031525
35171,0.000250459082774728
35172,0.00016530053282980784
35173,0.00016144540556707612
35175,0.00011513753104222177
35176,0.0001998844961905337
35178,0.00018758447150635086
35179,0.00014061377526661348
35180,0.0001650845182830998
35183,0.0004400586800528431
35184,0.00026352416021227813
35186,0.00024585898200363797
35188,0.00022702947830959659
35203,0.000175059867481054
35204,0.00018007459631225295
35205,0.00017871373479257354
35206,0.0001724449857227904
35207,0.00017169310357235376
35208,0.00018276983917870005
35209,0.00018214360772336112
35210,0.00016904136901215513
35211,0.00020824364818719556
35212,0.00017410267954367234
35213,0.00017897819187962942
35214,0.00017841412897075205
35215,0.0001713809425819597
35216,0.00018579827107032248
35217,0.00017254423558008672
35218,0.0001776586006072434
35221,0.00018261544324963357
35222,0.00017483355349810005
35223,0.00018114169117604745
35224,0.0001852230799301605
35226,0.00018335116928460115
35228,0.0002018200668493704
35233,0.00017532777071952303
35234,0.0001762115117706476
35235,0.00016600281049275657
35242,0.00017316333980518778
35243,0.00019464584387671944
35244,0.00019299589052572635
35401,0.0003154709905540535
35404,0.00033135318908761823
35405,0.00034985840099739543
35406,0.00024907126673962725
35441,0.0006312943743542028
35442,0.0005973676184813518
35443,0.0007040289267731721
35444,0.00043823003644968795
35446,0.00034716407796148136
35447,0.0002989660139342509
35452,0.0002871291327285091
35453,0.00023131301219028781
35456,0.0002583516341632709
35457,0.00028786977915356453
35458,0.00021786023632446852
35459,0.001163933675125733
35460,0.0004869646863945954
35461,0.000422578602535516
35462,0.00045650222832373374
35463,0.0003252212491133836
35464,0.00047674617117875965
35466,0.0003643288906654792
35469,0.00035877853219416854
35470,0.0006223623146460676
35473,0.00024586521132357166
35474,0.0004970303396953532
35475,0.00023205936303009623
35476,0.00024586521132357166
35480,0.00044071192563011237
35481,0.00027355267402875055
35490,0.00017489573983344358
35501,0.0001577576066249651
35503,0.0001461720229889523
35504,0.000151253159160759
35540,0.00014925444263804214
35541,0.00015069070728287418
35542,0.00020633810912819734
35543,0.00014128955193014903
35544,0.0002696211023957557
35546,0.0002105569919069049
35548,0.00015386734118505845
35549,0.00021000437891935798
35550,0.00016526355669522973
35552,0.00018926321639617545
35553,0.00014745666841451096
35554,0.0001446531227028604
35555,0.00019888947014367136
35563,0.00027834130555927226
35564,0.00014933031059240516
35565,0.00014436544065789253
35570,0.00018670012179994647
35571,0.00014988238343280615
35572,0.00013317295124888097
35574,0.0002696211023957557
35575,0.00017584277162530608
35576,0.00035662703389616944
35578,0.00016574479074829015
35580,0.00015699647971615158
35581,0.0001223242854441535
35582,0.00018926321639617545
35585,0.00013833372872383963
35586,0.00021856161453116368
35587,0.0001574240512060717
35592,0.00027112751433033073
35593,0.00022434744379185947
35594,0.0001936380340862169
35601,0.0001367673202927337
35603,0.00014324755254759063
35610,0.00013093794401381015
35611,0.00013932611620677112
35613,0.00012893185435288945
35614,0.00013661472959158638
35616,0.00014092464251269144
35618,0.00014256042192140652
35619,0.0001311267932787713
