Lookup code,Values,AOP,WS,EQ,Excess FL,Equipment breakdown,PAF,Wildfire
PAFDeductible Load0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0
PAFDeductible Load100,100,-999.0,-999.0,-999.0,-999.0,-999.0,0.01,-999.0
PAFDeductible Load500,500,-999.0,-999.0,-999.0,-999.0,-999.0,0.025,-999.0
PAFDeductible Load1000,1000,-999.0,-999.0,-999.0,-999.0,-999.0,0.05,-999.0
PAFDeductible Load2500,2500,-999.0,-999.0,-999.0,-999.0,-999.0,0.075,-999.0
PAFDeductible Load5000,5000,-999.0,-999.0,-999.0,-999.0,-999.0,0.1,-999.0
PAFDeductible Load10000,10000,-999.0,-999.0,-999.0,-999.0,-999.0,0.125,-999.0
PAFDeductible Load25000,25000,-999.0,-999.0,-999.0,-999.0,-999.0,0.15,-999.0
PAFDeductible Load50000,50000,-999.0,-999.0,-999.0,-999.0,-999.0,0.2,-999.0
