State,State Code,County,Lookup,RI Name,NFIP Flood Zone,AOP,WS,EQ,Excess FL,Wildfire
Missouri,MO,Carroll County,MOCarroll County,,A,I3,i3,3,3,I3
Missouri,MO,Carter County,MOCarter County,New Madrid EQ,A,I3,i3,2,1,I3
Missouri,MO,Cass County,MOCass County,,A,I2,I2,3,2,I2
Missouri,MO,Cedar County,MOCedar County,,A,I2,i2,3,2,I2
Missouri,MO,Chariton County,MOChariton County,,A,I3,i3,3,3,I3
Missouri,MO,Christian County,MOChristian County,,A,I2,I2,3,1,I2
Missouri,MO,Clark County,MOClark County,,A,I3,i3,3,2,I3
Missouri,MO,Clay County,MOClay County,,A,I1,I1,3,3,I1
Missouri,MO,Clinton County,MOClinton County,,A,I2,i2,3,3,I2
Missouri,MO,Cole County,MOCole County,,A,I2,I2,3,3,I2
Missouri,MO,Cooper County,MOCooper County,,A,I3,i3,3,3,I3
Missouri,MO,Crawford County,MOCrawford County,New Madrid EQ,A,I3,i3,3,3,I3
Missouri,MO,Dade County,MODade County,,A,I3,i3,3,2,I3
Missouri,MO,Dallas County,MODallas County,,A,I2,i2,3,2,I2
Missouri,MO,Daviess County,MODaviess County,,A,I2,i2,3,3,I2
Missouri,MO,DeKalb County,MODeKalb County,,A,I2,i2,3,3,I2
Missouri,MO,Dent County,MODent County,New Madrid EQ,A,I3,i3,3,2,I3
Missouri,MO,Douglas County,MODouglas County,,A,I2,i2,3,1,I2
Missouri,MO,Dunklin County,MODunklin County,New Madrid EQ,A,I3,i3,1,1,I3
Missouri,MO,Franklin County,MOFranklin County,New Madrid EQ,A,I2,I2,3,3,I2
Missouri,MO,Gasconade County,MOGasconade County,,A,I2,i2,3,3,I2
Missouri,MO,Gentry County,MOGentry County,,A,I3,i3,3,3,I3
Missouri,MO,Greene County,MOGreene County,,A,I1,I1,3,2,I1
Missouri,MO,Grundy County,MOGrundy County,,A,I2,i2,3,3,I2
Missouri,MO,Harrison County,MOHarrison County,,A,I2,i2,3,3,I2
Missouri,MO,Henry County,MOHenry County,,A,I3,i3,3,2,I3
Missouri,MO,Hickory County,MOHickory County,,A,I2,i2,3,2,I2
Missouri,MO,Holt County,MOHolt County,,A,I2,i2,3,2,I2
Missouri,MO,Howard County,MOHoward County,,A,I3,i3,3,3,I3
Missouri,MO,Howell County,MOHowell County,New Madrid EQ,A,I2,i2,3,1,I2
Missouri,MO,Iron County,MOIron County,New Madrid EQ,A,I3,i3,2,2,I3
Missouri,MO,Jackson County,MOJackson County,,A,I1,I1,3,3,I1
Missouri,MO,Jasper County,MOJasper County,,A,I2,I2,3,2,I2
Missouri,MO,Jefferson County,MOJefferson County,New Madrid EQ,A,I2,I2,2,3,I2
Missouri,MO,Johnson County,MOJohnson County,,A,I2,I2,3,3,I2
Missouri,MO,Knox County,MOKnox County,,A,I3,i3,3,3,I3
Missouri,MO,Laclede County,MOLaclede County,,A,I2,i2,3,2,I2
Missouri,MO,Lafayette County,MOLafayette County,,A,I3,i3,3,3,I3
Missouri,MO,Lawrence County,MOLawrence County,0,A,I2,I2,3,2,I2
Missouri,MO,Lewis County,MOLewis County,,A,I3,i3,3,3,I3
Missouri,MO,Lincoln County,MOLincoln County,,A,I3,I3,3,3,I3
Missouri,MO,Linn County,MOLinn County,,A,I3,i3,3,3,I3
Missouri,MO,Livingston County,MOLivingston County,,A,I3,i3,3,3,I3
Missouri,MO,McDonald County,MOMcDonald County,,A,I2,i2,3,2,I2
Missouri,MO,Macon County,MOMacon County,,A,I3,i3,3,3,I3
Missouri,MO,Madison County,MOMadison County,New Madrid EQ,A,I3,i3,2,2,I3
Missouri,MO,Maries County,MOMaries County,,A,I3,i3,3,3,I3
Missouri,MO,Marion County,MOMarion County,,A,I3,I3,3,3,I3
Missouri,MO,Mercer County,MOMercer County,,A,I3,i3,3,3,I3
Missouri,MO,Miller County,MOMiller County,,A,I2,i2,3,3,I2
Missouri,MO,Mississippi County,MOMississippi County,New Madrid EQ,A,I3,i3,1,1,I3
Missouri,MO,Moniteau County,MOMoniteau County,,A,I3,i3,3,3,I3
Missouri,MO,Monroe County,MOMonroe County,,A,I3,i3,3,3,I3
Missouri,MO,Montgomery County,MOMontgomery County,,A,I3,i3,3,3,I3
Missouri,MO,Morgan County,MOMorgan County,,A,I2,i2,3,3,I2
Missouri,MO,New Madrid County,MONew Madrid County,New Madrid EQ,A,I3,i3,1,1,I3
Missouri,MO,Newton County,MONewton County,,A,I2,I2,3,2,I2
Missouri,MO,Nodaway County,MONodaway County,,A,I2,i2,3,3,I2
Missouri,MO,Oregon County,MOOregon County,New Madrid EQ,A,I3,i3,2,1,I3
Missouri,MO,Osage County,MOOsage County,,A,I3,i3,3,3,I3
Missouri,MO,Ozark County,MOOzark County,,A,I3,i3,3,1,I3
Missouri,MO,Pemiscot County,MOPemiscot County,New Madrid EQ,A,I3,i3,1,1,I3
Missouri,MO,Perry County,MOPerry County,New Madrid EQ,A,I3,i3,2,2,I3
Missouri,MO,Pettis County,MOPettis County,,A,I2,I2,3,3,I2
Missouri,MO,Phelps County,MOPhelps County,,A,I3,I3,3,2,I3
Missouri,MO,Pike County,MOPike County,,A,I3,i3,3,3,I3
Missouri,MO,Platte County,MOPlatte County,,A,I2,I2,3,3,I2
Missouri,MO,Polk County,MOPolk County,,A,I2,i2,3,2,I2
Missouri,MO,Pulaski County,MOPulaski County,,A,I2,I2,3,2,I2
Missouri,MO,Putnam County,MOPutnam County,,A,I3,i3,3,3,I3
Missouri,MO,Ralls County,MORalls County,,A,I3,i3,3,3,I3
Missouri,MO,Randolph County,MORandolph County,,A,I3,i3,3,3,I3
Missouri,MO,Ray County,MORay County,,A,I3,i3,3,3,I3
Missouri,MO,Reynolds County,MOReynolds County,New Madrid EQ,A,I3,i3,2,2,I3
Missouri,MO,Ripley County,MORipley County,New Madrid EQ,A,I3,i3,2,1,I3
Missouri,MO,St. Charles County,MOSt. Charles County,New Madrid EQ,A,I2,I2,3,3,I2
Missouri,MO,St. Clair County,MOSt. Clair County,,A,I3,i3,3,2,I3
Missouri,MO,Ste. Genevieve County,MOSte. Genevieve County,,A,I3,i3,2,3,I3
Missouri,MO,St. Francois County,MOSt. Francois County,New Madrid EQ,A,I3,I3,2,3,I3
Missouri,MO,St. Louis County,MOSt. Louis County,New Madrid EQ,A,I2,I2,2,3,I2
Missouri,MO,Saline County,MOSaline County,,A,I3,i3,3,3,I3
Missouri,MO,Schuyler County,MOSchuyler County,,A,I3,i3,3,3,I3
Missouri,MO,Scotland County,MOScotland County,,A,I3,i3,3,3,I3
Missouri,MO,Scott County,MOScott County,New Madrid EQ,A,I3,I3,1,1,I3
Missouri,MO,Shannon County,MOShannon County,New Madrid EQ,A,I3,i3,2,1,I3
Missouri,MO,Shelby County,MOShelby County,,A,I3,i3,3,3,I3
Missouri,MO,Stoddard County,MOStoddard County,New Madrid EQ,A,I3,i3,1,1,I3
Missouri,MO,Stone County,MOStone County,,A,I2,I2,3,1,I2
Missouri,MO,Sullivan County,MOSullivan County,,A,I3,i3,3,3,I3
Missouri,MO,Taney County,MOTaney County,,A,I2,I2,3,1,I2
Missouri,MO,Texas County,MOTexas County,New Madrid EQ,A,I3,i3,3,1,I3
Missouri,MO,Vernon County,MOVernon County,,A,I3,i3,3,2,I3
Missouri,MO,Warren County,MOWarren County,,A,I2,I2,3,3,I2
Missouri,MO,Washington County,MOWashington County,New Madrid EQ,A,I2,i2,2,3,I2
Missouri,MO,Wayne County,MOWayne County,New Madrid EQ,A,I3,i3,2,2,I3
Missouri,MO,Webster County,MOWebster County,,A,I2,i2,3,1,I2
Missouri,MO,Worth County,MOWorth County,,A,I2,i2,3,3,I2
Missouri,MO,Wright County,MOWright County,,A,I2,i2,3,1,I2
Missouri,MO,St. Louis City,MOSt. Louis City,,A,I2,I2,2,1,I2
Oklahoma,OK,Adair County,OKAdair County,,A,I3,I3,3,1,I3
Oklahoma,OK,Alfalfa County,OKAlfalfa County,,A,I3,I3,3,3,I3
Oklahoma,OK,Atoka County,OKAtoka County,,A,I3,I3,3,3,I3
Oklahoma,OK,Beaver County,OKBeaver County,,A,I2,I2,3,3,I2
Oklahoma,OK,Beckham County,OKBeckham County,,A,I2,I2,3,3,I2
Oklahoma,OK,Blaine County,OKBlaine County,,A,I3,I3,3,3,I3
Oklahoma,OK,Bryan County,OKBryan County,,A,I3,I3,3,3,I3
Oklahoma,OK,Caddo County,OKCaddo County,,A,I2,I2,3,3,I2
Oklahoma,OK,Canadian County,OKCanadian County,,A,I2,I2,3,2,I2
Oklahoma,OK,Carter County,OKCarter County,,A,I3,I3,3,3,I3
Oklahoma,OK,Cherokee County,OKCherokee County,,A,I3,I3,3,1,I3
Oklahoma,OK,Choctaw County,OKChoctaw County,,A,I3,I3,3,3,I3
Oklahoma,OK,Cimarron County,OKCimarron County,,A,I3,I3,3,3,I3
Oklahoma,OK,Cleveland County,OKCleveland County,,A,I1,I1,3,3,I1
Oklahoma,OK,Coal County,OKCoal County,,A,I3,I3,3,3,I3
Oklahoma,OK,Comanche County,OKComanche County,,A,I2,I2,2,3,I2
Oklahoma,OK,Cotton County,OKCotton County,,A,I3,I3,3,3,I3
Oklahoma,OK,Craig County,OKCraig County,,A,I3,I3,3,1,I3
Oklahoma,OK,Creek County,OKCreek County,,A,I3,I3,3,2,I3
Oklahoma,OK,Custer County,OKCuster County,,A,I3,I3,3,3,I3
Oklahoma,OK,Delaware County,OKDelaware County,,A,I3,I3,3,1,I3
Oklahoma,OK,Dewey County,OKDewey County,,A,I3,I3,3,3,I3
Oklahoma,OK,Ellis County,OKEllis County,,A,I3,I3,3,3,I3
Oklahoma,OK,Garfield County,OKGarfield County,,A,I3,I3,3,3,I3
Oklahoma,OK,Garvin County,OKGarvin County,,A,I3,I3,3,2,I3
Oklahoma,OK,Grady County,OKGrady County,,A,I3,I3,3,3,I3
Oklahoma,OK,Grant County,OKGrant County,,A,I3,I3,3,3,I3
Oklahoma,OK,Greer County,OKGreer County,,A,I2,I2,3,3,I2
Oklahoma,OK,Harmon County,OKHarmon County,,A,I2,I2,3,3,I2
Oklahoma,OK,Harper County,OKHarper County,,A,I3,I3,3,3,I3
Oklahoma,OK,Haskell County,OKHaskell County,,A,I3,I3,3,2,I3
Oklahoma,OK,Hughes County,OKHughes County,,A,I3,I3,3,2,I3
Oklahoma,OK,Jackson County,OKJackson County,,A,I2,I2,3,3,I2
Oklahoma,OK,Jefferson County,OKJefferson County,,A,I3,I3,3,2,I3
Oklahoma,OK,Johnston County,OKJohnston County,,A,I3,I3,3,3,I3
Oklahoma,OK,Kay County,OKKay County,,A,I3,I3,3,2,I3
Oklahoma,OK,Kingfisher County,OKKingfisher County,,A,I3,I3,3,2,I3
Oklahoma,OK,Kiowa County,OKKiowa County,,A,I2,I2,3,3,I2
Oklahoma,OK,Latimer County,OKLatimer County,,A,I3,I3,3,2,I3
Oklahoma,OK,Le Flore County,OKLe Flore County,,A,I3,I3,3,2,I3
Oklahoma,OK,Lincoln County,OKLincoln County,,A,I1,I1,3,2,I1
Oklahoma,OK,Logan County,OKLogan County,,A,I1,I1,3,3,I1
Oklahoma,OK,Love County,OKLove County,,A,I3,I3,3,3,I3
Oklahoma,OK,McClain County,OKMcClain County,,A,I1,I1,3,2,I1
Oklahoma,OK,McCurtain County,OKMcCurtain County,,A,I3,I3,3,3,I3
Oklahoma,OK,McIntosh County,OKMcIntosh County,,A,I2,I2,3,2,I2
Oklahoma,OK,Major County,OKMajor County,,A,I3,I3,3,3,I3
Oklahoma,OK,Marshall County,OKMarshall County,,A,I3,I3,3,3,I3
Oklahoma,OK,Mayes County,OKMayes County,,A,I3,I3,3,1,I3
Oklahoma,OK,Murray County,OKMurray County,,A,I3,I3,3,2,I3
Oklahoma,OK,Muskogee County,OKMuskogee County,,A,I3,I3,3,2,I3
Oklahoma,OK,Noble County,OKNoble County,,A,I3,I3,3,3,I3
Oklahoma,OK,Nowata County,OKNowata County,,A,I3,I3,3,1,I3
Oklahoma,OK,Okfuskee County,OKOkfuskee County,,A,I3,I3,3,2,I3
Oklahoma,OK,Oklahoma County,OKOklahoma County,,A,I1,I1,3,2,I1
Oklahoma,OK,Okmulgee County,OKOkmulgee County,,A,I3,I3,3,2,I3
Oklahoma,OK,Osage County,OKOsage County,,A,I3,I3,3,1,I3
Oklahoma,OK,Ottawa County,OKOttawa County,,A,I2,I2,3,1,I2
Oklahoma,OK,Pawnee County,OKPawnee County,,A,I3,I3,3,2,I3
Oklahoma,OK,Payne County,OKPayne County,,A,I3,I3,3,3,I3
Oklahoma,OK,Pittsburg County,OKPittsburg County,,A,I3,I3,3,2,I3
Oklahoma,OK,Pontotoc County,OKPontotoc County,,A,I3,I3,3,3,I3
Oklahoma,OK,Pottawatomie County,OKPottawatomie County,,A,I1,I1,3,3,I1
Oklahoma,OK,Pushmataha County,OKPushmataha County,,A,I3,I3,3,3,I3
Oklahoma,OK,Roger Mills County,OKRoger Mills County,,A,I3,I3,3,3,I3
Oklahoma,OK,Rogers County,OKRogers County,,A,I3,I3,3,1,I3
Oklahoma,OK,Seminole County,OKSeminole County,,A,I3,I3,3,2,I3
Oklahoma,OK,Sequoyah County,OKSequoyah County,,A,I3,I3,3,1,I3
Oklahoma,OK,Stephens County,OKStephens County,,A,I2,I2,3,2,I2
Oklahoma,OK,Texas County,OKTexas County,,A,I3,I3,3,3,I3
Oklahoma,OK,Tillman County,OKTillman County,,A,I3,I3,3,3,I3
Oklahoma,OK,Tulsa County,OKTulsa County,,A,I1,I1,3,1,I1
Oklahoma,OK,Wagoner County,OKWagoner County,,A,I3,I3,3,1,I3
Oklahoma,OK,Washington County,OKWashington County,,A,I2,I2,3,1,I2
Oklahoma,OK,Washita County,OKWashita County,,A,I3,I3,3,3,I3
Oklahoma,OK,Woods County,OKWoods County,,A,I3,I3,3,3,I3
Oklahoma,OK,Woodward County,OKWoodward County,,A,I3,I3,3,3,I3
New Jersey,NJ,Atlantic County,NJAtlantic County,NE WS,A,C1,C1,3,2,C1
New Jersey,NJ,Bergen County,NJBergen County,,A,C1,C1,3,3,C1
New Jersey,NJ,Burlington County,NJBurlington County,,A,C2,C2,3,1,C2
New Jersey,NJ,Camden County,NJCamden County,,A,C2,C2,3,2,C2
New Jersey,NJ,Cape May County,NJCape May County,NE WS,A,C1,C1,3,2,C1
New Jersey,NJ,Cumberland County,NJCumberland County,,A,C2,C2,3,3,C2
New Jersey,NJ,Essex County,NJEssex County,,A,C2,C2,3,3,C2
New Jersey,NJ,Gloucester County,NJGloucester County,,A,C2,C2,3,3,C2
New Jersey,NJ,Hudson County,NJHudson County,NE WS,A,C1,C1,3,3,C1
New Jersey,NJ,Hunterdon County,NJHunterdon County,,A,C3,C3,3,2,C3
New Jersey,NJ,Mercer County,NJMercer County,,A,C2,C2,3,2,C2
New Jersey,NJ,Middlesex County,NJMiddlesex County,,A,C1,C1,3,3,C1
New Jersey,NJ,Monmouth County,NJMonmouth County,NE WS,A,C1,C1,3,3,C1
New Jersey,NJ,Morris County,NJMorris County,,A,C3,C3,3,3,C3
New Jersey,NJ,Ocean County,NJOcean County,NE WS,A,C1,C1,3,2,C1
New Jersey,NJ,Passaic County,NJPassaic County,,A,C3,C3,3,3,C3
New Jersey,NJ,Salem County,NJSalem County,,A,C3,C3,3,3,C3
New Jersey,NJ,Somerset County,NJSomerset County,,A,C2,C2,3,2,C2
New Jersey,NJ,Sussex County,NJSussex County,,A,C3,C3,3,2,C3
New Jersey,NJ,Union County,NJUnion County,,A,C1,C1,3,3,C1
New Jersey,NJ,Warren County,NJWarren County,,A,C3,C3,3,1,C3
Louisiana,LA,Acadia Parish,LAAcadia Parish,Louisiana WS,A,C2,C2,3,1,C2
Louisiana,LA,Allen Parish,LAAllen Parish,,A,C3,C3,3,1,C3
Louisiana,LA,Ascension Parish,LAAscension Parish,Louisiana WS,A,C3,C3,3,3,C3
Louisiana,LA,Assumption Parish,LAAssumption Parish,Louisiana WS,A,C2,C2,3,3,C2
Louisiana,LA,Avoyelles Parish,LAAvoyelles Parish,,A,I3,C3,3,2,I3
Louisiana,LA,Beauregard Parish,LABeauregard Parish,,A,C3,C3,3,1,C3
Louisiana,LA,Bienville Parish,LABienville Parish,,A,I3,C3,3,3,I3
Louisiana,LA,Bossier Parish,LABossier Parish,,A,I1,C3,3,3,I1
Louisiana,LA,Caddo Parish,LACaddo Parish,,A,I1,C3,3,3,I1
Louisiana,LA,Calcasieu Parish,LACalcasieu Parish,Louisiana WS,A,C3,C3,3,1,C3
Louisiana,LA,Caldwell Parish,LACaldwell Parish,,A,I3,C3,3,2,I3
Louisiana,LA,Cameron Parish,LACameron Parish,Louisiana WS,A,C2,C2,3,1,C2
Louisiana,LA,Catahoula Parish,LACatahoula Parish,,A,I2,C3,3,2,I2
Louisiana,LA,Claiborne Parish,LAClaiborne Parish,,A,I2,C3,3,3,I2
Louisiana,LA,Concordia Parish,LAConcordia Parish,,A,I3,C3,3,2,I3
Louisiana,LA,De Soto Parish,LADe Soto Parish,,A,I2,C3,3,3,I2
Louisiana,LA,East Baton Rouge Parish,LAEast Baton Rouge Parish,Louisiana WS,A,I2,C2,3,2,I2
Louisiana,LA,East Carroll Parish,LAEast Carroll Parish,,A,I2,C3,3,2,I2
Louisiana,LA,East Feliciana Parish,LAEast Feliciana Parish,,A,I3,C3,3,2,I3
Louisiana,LA,Evangeline Parish,LAEvangeline Parish,,A,C3,C3,3,2,C3
Louisiana,LA,Franklin Parish,LAFranklin Parish,,A,I2,C3,3,2,I2
Louisiana,LA,Grant Parish,LAGrant Parish,,A,I3,C3,3,3,I3
Louisiana,LA,Iberia Parish,LAIberia Parish,Louisiana WS,A,C2,C2,3,2,C2
Louisiana,LA,Iberville Parish,LAIberville Parish,Louisiana WS,A,C3,C3,3,2,C3
Louisiana,LA,Jackson Parish,LAJackson Parish,,A,I3,C3,3,3,I3
Louisiana,LA,Jefferson Parish,LAJefferson Parish,Louisiana WS,A,C2,C2,3,3,C2
Louisiana,LA,Jefferson Davis Parish,LAJefferson Davis Parish,Louisiana WS,A,C2,C2,3,1,C2
Louisiana,LA,Lafayette Parish,LALafayette Parish,Louisiana WS,A,C3,C3,3,1,C3
Louisiana,LA,Lafourche Parish,LALafourche Parish,Louisiana WS,A,C2,C2,3,3,C2
Louisiana,LA,LaSalle Parish,LALaSalle Parish,,A,I3,C3,3,1,I3
Louisiana,LA,Lincoln Parish,LALincoln Parish,,A,I2,C3,3,3,I2
Louisiana,LA,Livingston Parish,LALivingston Parish,Louisiana WS,A,I2,C3,3,3,I2
Louisiana,LA,Madison Parish,LAMadison Parish,,A,I3,C3,3,2,I3
Louisiana,LA,Morehouse Parish,LAMorehouse Parish,,A,I2,C3,3,2,I2
Louisiana,LA,Natchitoches Parish,LANatchitoches Parish,,A,I3,C3,3,3,I3
Louisiana,LA,Orleans Parish,LAOrleans Parish,Louisiana WS,A,C2,C2,3,3,C2
Louisiana,LA,Ouachita Parish,LAOuachita Parish,,A,I2,C3,3,3,I2
Louisiana,LA,Plaquemines Parish,LAPlaquemines Parish,Louisiana WS,A,C1,C1,3,3,C1
Louisiana,LA,Pointe Coupee Parish,LAPointe Coupee Parish,,A,I3,C3,3,1,I3
Louisiana,LA,Rapides Parish,LARapides Parish,,A,I3,C3,3,2,I3
Louisiana,LA,Red River Parish,LARed River Parish,,A,I2,C3,3,3,I2
Louisiana,LA,Richland Parish,LARichland Parish,,A,I2,C3,3,2,I2
Louisiana,LA,Sabine Parish,LASabine Parish,,A,I3,C3,3,3,I3
Louisiana,LA,St. Bernard Parish,LASt. Bernard Parish,Louisiana WS,A,C2,C2,3,3,C2
Louisiana,LA,St. Charles Parish,LASt. Charles Parish,Louisiana WS,A,C2,C2,3,3,C2
Louisiana,LA,St. Helena Parish,LASt. Helena Parish,,A,I3,C3,3,2,I3
Louisiana,LA,St. James Parish,LASt. James Parish,Louisiana WS,A,C2,C2,3,3,C2
Louisiana,LA,St. John the Baptist Parish,LASt. John the Baptist Parish,Louisiana WS,A,C2,C2,3,3,C2
Louisiana,LA,St. Landry Parish,LASt. Landry Parish,,A,C3,C3,3,1,C3
Louisiana,LA,St. Martin Parish,LASt. Martin Parish,Louisiana WS,A,C2,C2,3,2,C2
Louisiana,LA,St. Mary Parish,LASt. Mary Parish,Louisiana WS,A,C2,C2,3,2,C2
Louisiana,LA,St. Tammany Parish,LASt. Tammany Parish,Louisiana WS,A,C2,C2,3,3,C2
Louisiana,LA,Tangipahoa Parish,LATangipahoa Parish,Louisiana WS,A,C2,C2,3,3,C2
Louisiana,LA,Tensas Parish,LATensas Parish,,A,I3,C3,3,2,I3
Louisiana,LA,Terrebonne Parish,LATerrebonne Parish,Louisiana WS,A,C2,C2,3,3,C2
Louisiana,LA,Union Parish,LAUnion Parish,,A,I2,C3,3,3,I2
Louisiana,LA,Vermilion Parish,LAVermilion Parish,Louisiana WS,A,C2,C2,3,1,C2
Louisiana,LA,Vernon Parish,LAVernon Parish,,A,I3,C3,3,2,I3
Louisiana,LA,Washington Parish,LAWashington Parish,Louisiana WS,A,C3,C3,3,3,C3
Louisiana,LA,Webster Parish,LAWebster Parish,,A,I2,C3,3,3,I2
Louisiana,LA,West Baton Rouge Parish,LAWest Baton Rouge Parish,Louisiana WS,A,I3,C3,3,1,I3
Louisiana,LA,West Carroll Parish,LAWest Carroll Parish,,A,I2,C3,3,2,I2
Louisiana,LA,West Feliciana Parish,LAWest Feliciana Parish,,A,I3,C3,3,2,I3
Louisiana,LA,Winn Parish,LAWinn Parish,,A,I3,C3,3,3,I3
Alabama,AL,Autauga County,ALAutauga County,,A,I3,I3,2,3,I3
Alabama,AL,Baldwin County,ALBaldwin County,Florida non SE WS,A,C1,C1,2,2,C1
Alabama,AL,Barbour County,ALBarbour County,,A,I3,I3,2,2,I3
Alabama,AL,Bibb County,ALBibb County,,A,I3,I3,2,3,I3
Alabama,AL,Blount County,ALBlount County,,A,I3,I3,2,3,I3
Alabama,AL,Bullock County,ALBullock County,,A,I3,I3,2,2,I3
Alabama,AL,Butler County,ALButler County,,A,I3,I3,2,2,I3
Alabama,AL,Calhoun County,ALCalhoun County,,A,I2,I2,2,3,I2
Alabama,AL,Chambers County,ALChambers County,,A,I3,I3,2,2,I3
Alabama,AL,Cherokee County,ALCherokee County,,A,I2,I2,2,2,I2
Alabama,AL,Chilton County,ALChilton County,,A,I3,I3,2,3,I3
Alabama,AL,Choctaw County,ALChoctaw County,,A,I3,I3,2,2,I3
Alabama,AL,Clarke County,ALClarke County,,A,C2,C2,2,2,C2
Alabama,AL,Clay County,ALClay County,,A,I3,I3,2,2,I3
Alabama,AL,Cleburne County,ALCleburne County,,A,I3,I3,2,2,I3
Alabama,AL,Coffee County,ALCoffee County,,A,C3,C3,2,1,C3
Alabama,AL,Colbert County,ALColbert County,,A,I3,I3,2,2,I3
Alabama,AL,Conecuh County,ALConecuh County,,A,C3,C3,2,2,C3
Alabama,AL,Coosa County,ALCoosa County,,A,I3,I3,2,2,I3
Alabama,AL,Covington County,ALCovington County,,A,C2,C2,2,1,C2
Alabama,AL,Crenshaw County,ALCrenshaw County,,A,C3,C3,2,1,C3
Alabama,AL,Cullman County,ALCullman County,,A,I2,I2,2,3,I2
Alabama,AL,Dale County,ALDale County,,A,C3,C3,2,1,C3
Alabama,AL,Dallas County,ALDallas County,,A,I3,I3,2,3,I3
Alabama,AL,DeKalb County,ALDeKalb County,,A,I2,I2,2,3,I2
Alabama,AL,Elmore County,ALElmore County,,A,I3,I3,2,3,I3
Alabama,AL,Escambia County,ALEscambia County,,A,C2,C2,2,1,C2
Alabama,AL,Etowah County,ALEtowah County,,A,I2,I2,2,3,I2
Alabama,AL,Fayette County,ALFayette County,,A,I3,I3,2,3,I3
Alabama,AL,Franklin County,ALFranklin County,,A,I3,I3,2,3,I3
Alabama,AL,Geneva County,ALGeneva County,,A,C2,C2,2,1,C2
Alabama,AL,Greene County,ALGreene County,,A,I3,I3,2,3,I3
Alabama,AL,Hale County,ALHale County,,A,I3,I3,2,3,I3
Alabama,AL,Henry County,ALHenry County,,A,C3,C3,2,1,C3
Alabama,AL,Houston County,ALHouston County,,A,C2,C2,2,1,C2
Alabama,AL,Jackson County,ALJackson County,,A,I3,I3,2,3,I3
Alabama,AL,Jefferson County,ALJefferson County,,A,I2,I2,2,3,I2
Alabama,AL,Lamar County,ALLamar County,,A,I3,I3,2,3,I3
Alabama,AL,Lauderdale County,ALLauderdale County,,A,I2,I2,2,2,I2
Alabama,AL,Lawrence County,ALLawrence County,,A,I2,I2,2,3,I2
Alabama,AL,Lee County,ALLee County,,A,I3,I3,2,3,I3
Alabama,AL,Limestone County,ALLimestone County,,A,I2,I2,2,3,I2
Alabama,AL,Lowndes County,ALLowndes County,,A,I3,I3,2,3,I3
Alabama,AL,Macon County,ALMacon County,,A,I3,I3,2,2,I3
Alabama,AL,Madison County,ALMadison County,,A,I1,I1,2,3,I1
Alabama,AL,Marengo County,ALMarengo County,,A,I3,I3,2,3,I3
Alabama,AL,Marion County,ALMarion County,,A,I3,I3,2,3,I3
Alabama,AL,Marshall County,ALMarshall County,,A,I1,I1,2,3,I1
Alabama,AL,Mobile County,ALMobile County,Florida non SE WS,A,C1,C1,2,1,C1
Alabama,AL,Monroe County,ALMonroe County,,A,C3,C3,2,2,C3
Alabama,AL,Montgomery County,ALMontgomery County,,A,I3,I3,2,3,I3
Alabama,AL,Morgan County,ALMorgan County,,A,I2,I2,2,3,I2
Alabama,AL,Perry County,ALPerry County,,A,I3,I3,2,3,I3
Alabama,AL,Pickens County,ALPickens County,,A,I3,I3,2,3,I3
Alabama,AL,Pike County,ALPike County,,A,I3,I3,2,1,I3
Alabama,AL,Randolph County,ALRandolph County,,A,I3,I3,2,2,I3
Alabama,AL,Russell County,ALRussell County,,A,I3,I3,2,3,I3
Alabama,AL,St. Clair County,ALSt. Clair County,,A,I3,I3,2,3,I3
Alabama,AL,Shelby County,ALShelby County,,A,I2,I2,2,3,I2
Alabama,AL,Sumter County,ALSumter County,,A,I3,I3,2,2,I3
Alabama,AL,Talladega County,ALTalladega County,,A,I3,I3,2,2,I3
Alabama,AL,Tallapoosa County,ALTallapoosa County,,A,I3,I3,2,2,I3
Alabama,AL,Tuscaloosa County,ALTuscaloosa County,,A,I2,I2,2,3,I2
Alabama,AL,Walker County,ALWalker County,,A,I2,I2,2,3,I2
Alabama,AL,Washington County,ALWashington County,,A,C2,C2,2,1,C2
Alabama,AL,Wilcox County,ALWilcox County,,A,I3,I3,2,3,I3
Alabama,AL,Winston County,ALWinston County,,A,I3,I3,2,3,I3
Georgia,GA,Appling County,GAAppling County,,A,C3,C3,3,3,C3
Georgia,GA,Atkinson County,GAAtkinson County,,A,I3,C3,3,2,I3
Georgia,GA,Bacon County,GABacon County,,A,I2,C3,3,3,I2
Georgia,GA,Baker County,GABaker County,,A,I3,C3,3,1,I3
Georgia,GA,Baldwin County,GABaldwin County,,A,I3,C3,3,3,I3
Georgia,GA,Banks County,GABanks County,,A,I2,C3,3,3,I2
Georgia,GA,Barrow County,GABarrow County,,A,I2,C3,3,3,I2
Georgia,GA,Bartow County,GABartow County,,A,I2,C3,3,1,I2
Georgia,GA,Ben Hill County,GABen Hill County,,A,I3,C3,3,2,I3
Georgia,GA,Berrien County,GABerrien County,,A,I3,C3,3,2,I3
Georgia,GA,Bibb County,GABibb County,,A,I2,C3,3,3,I2
Georgia,GA,Bleckley County,GABleckley County,,A,I3,C3,3,3,I3
Georgia,GA,Brantley County,GABrantley County,Carolinas WS,A,C2,C2,3,3,C2
Georgia,GA,Brooks County,GABrooks County,,A,I3,C3,3,1,I3
Georgia,GA,Bryan County,GABryan County,Carolinas WS,A,C1,C1,3,3,C1
