State Code,County,State x County,Selected Attr (per 100 TIV),Selected Cat (per 100 TIV)
NC,Chatham County,NCChatham County,0.1705,0.0261
NC,Cherokee County,NCCherokee County,0.1705,0.0299
NC,Chowan County,NCChowan County,0.1705,0.1069
NC,Clay County,NCClay County,0.1705,0.0046
NC,Cleveland County,NCCleveland County,0.1705,0.0299
NC,Columbus County,NCColumbus County,0.4324,0.2231
NC,Craven County,NCCraven County,0.3041,0.2050
NC,Cumberland County,NCCumberland County,0.1705,0.0299
NC,Currituck County,NCCurrituck County,0.1705,0.4971
NC,Dare County,NCDare County,0.8136,0.5779
NC,Davidson County,NCDavidson County,0.1705,0.0299
NC,Davie County,NCDavie County,0.1705,0.0299
NC,Duplin County,NCDuplin County,0.1705,0.1833
NC,Durham County,NCDurham County,0.2853,0.0258
NC,Edgecombe County,NCEdgecombe County,0.1705,0.0299
NC,Forsyth County,NCForsyth County,0.1712,0.0148
NC,Franklin County,NCFranklin County,0.1705,0.0352
NC,Gaston County,NCGaston County,0.1705,0.0152
NC,Gates County,NCGates County,0.1705,0.0299
NC,Graham County,NCGraham County,0.1705,0.0299
NC,Granville County,NCGranville County,0.1705,0.0299
NC,Greene County,NCGreene County,0.1705,0.0299
NC,Guilford County,NCGuilford County,0.2624,0.0174
NC,Halifax County,NCHalifax County,0.1705,0.0299
NC,Harnett County,NCHarnett County,0.1705,0.0299
NC,Haywood County,NCHaywood County,0.1705,0.0299
NC,Henderson County,NCHenderson County,0.1705,0.0052
NC,Hertford County,NCHertford County,0.1705,0.0299
NC,Hoke County,NCHoke County,0.1705,0.0299
NC,Hyde County,NCHyde County,0.1705,0.5975
NC,Iredell County,NCIredell County,0.1908,0.0176
NC,Jackson County,NCJackson County,0.2165,0.0035
NC,Johnston County,NCJohnston County,0.1705,0.0299
NC,Jones County,NCJones County,0.1705,0.1296
NC,Lee County,NCLee County,0.1705,0.0299
NC,Lenoir County,NCLenoir County,0.1705,0.0299
NC,Lincoln County,NCLincoln County,0.1705,0.0135
NC,McDowell County,NCMcDowell County,0.1705,0.0032
NC,Macon County,NCMacon County,0.2616,0.0034
NC,Madison County,NCMadison County,0.1705,0.0299
NC,Martin County,NCMartin County,0.1705,0.0299
NC,Mecklenburg County,NCMecklenburg County,0.1353,0.0192
NC,Mitchell County,NCMitchell County,0.1705,0.0299
NC,Montgomery County,NCMontgomery County,0.1705,0.0279
NC,Moore County,NCMoore County,0.1705,0.0467
NC,Nash County,NCNash County,0.1705,0.0299
NC,New Hanover County,NCNew Hanover County,0.1500,0.4217
NC,Northampton County,NCNorthampton County,0.1705,0.0299
NC,Onslow County,NCOnslow County,0.1784,0.6055
NC,Orange County,NCOrange County,0.1705,0.0227
NC,Pamlico County,NCPamlico County,0.1705,0.2987
NC,Pasquotank County,NCPasquotank County,0.1705,0.1992
NC,Pender County,NCPender County,0.1805,0.3638
NC,Perquimans County,NCPerquimans County,0.1705,0.1542
NC,Person County,NCPerson County,0.1705,0.0299
NC,Pitt County,NCPitt County,0.1705,0.0299
NC,Polk County,NCPolk County,0.1705,0.0299
NC,Randolph County,NCRandolph County,0.1705,0.0299
NC,Richmond County,NCRichmond County,0.1705,0.0299
NC,Robeson County,NCRobeson County,0.1705,0.0845
NC,Rockingham County,NCRockingham County,0.1705,0.0299
NC,Rowan County,NCRowan County,0.1705,0.0175
NC,Rutherford County,NCRutherford County,0.1705,0.0091
NC,Sampson County,NCSampson County,0.1705,0.0299
NC,Scotland County,NCScotland County,0.1705,0.0299
NC,Stanly County,NCStanly County,0.1705,0.0299
NC,Stokes County,NCStokes County,0.1705,0.0299
NC,Surry County,NCSurry County,0.1705,0.0299
NC,Swain County,NCSwain County,0.1705,0.0299
NC,Transylvania County,NCTransylvania County,0.1705,0.0040
NC,Tyrrell County,NCTyrrell County,0.1705,0.2987
NC,Union County,NCUnion County,0.1647,0.0229
NC,Vance County,NCVance County,0.1705,0.0299
NC,Wake County,NCWake County,0.1721,0.0349
NC,Warren County,NCWarren County,0.1705,0.0299
NC,Washington County,NCWashington County,0.1705,0.0299
NC,Watauga County,NCWatauga County,0.2948,0.0039
NC,Wayne County,NCWayne County,0.1705,0.0299
NC,Wilkes County,NCWilkes County,0.1705,0.0299
NC,Wilson County,NCWilson County,0.1705,0.0299
NC,Yadkin County,NCYadkin County,0.1705,0.0299
NC,Yancey County,NCYancey County,0.1705,0.0033
CO,Adams County,COAdams County,0.2114,0.0575
CO,Alamosa County,COAlamosa County,0.3691,0.0575
CO,Arapahoe County,COArapahoe County,0.1501,0.0575
CO,Archuleta County,COArchuleta County,0.3691,0.0575
CO,Baca County,COBaca County,0.1868,0.0575
CO,Bent County,COBent County,0.1868,0.0575
CO,Boulder County,COBoulder County,0.2133,0.0575
CO,Broomfield County,COBroomfield County,0.2114,0.0575
CO,"Broomfield, City and County of","COBroomfield, City and County of",0.2114,0.0575
CO,Chaffee County,COChaffee County,0.3691,0.0575
CO,Cheyenne County,COCheyenne County,0.1868,0.0575
CO,Clear Creek County,COClear Creek County,0.3691,0.0575
CO,Conejos County,COConejos County,0.3691,0.0575
CO,Costilla County,COCostilla County,0.3691,0.0575
CO,Crowley County,COCrowley County,0.1868,0.0575
CO,Custer County,COCuster County,0.1868,0.0575
CO,Delta County,CODelta County,0.3691,0.0575
CO,Denver County,CODenver County,0.2483,0.0575
CO,"Denver, City and County of","CODenver, City and County of",0.2114,0.0575
CO,Dolores County,CODolores County,0.3691,0.0575
CO,Douglas County,CODouglas County,0.1714,0.0575
CO,Eagle County,COEagle County,0.2723,0.0575
CO,Elbert County,COElbert County,0.1868,0.0575
CO,El Paso County,COEl Paso County,0.2260,0.0575
CO,Fremont County,COFremont County,0.3691,0.0575
CO,Garfield County,COGarfield County,0.2489,0.0575
CO,Gilpin County,COGilpin County,0.1868,0.0575
CO,Grand County,COGrand County,0.1699,0.0575
CO,Gunnison County,COGunnison County,0.3404,0.0575
CO,Hinsdale County,COHinsdale County,0.3691,0.0575
CO,Huerfano County,COHuerfano County,0.1868,0.0575
CO,Jackson County,COJackson County,0.3691,0.0575
CO,Jefferson County,COJefferson County,0.2285,0.0575
CO,Kiowa County,COKiowa County,0.1868,0.0575
CO,Kit Carson County,COKit Carson County,0.1868,0.0575
CO,Lake County,COLake County,0.3691,0.0575
CO,La Plata County,COLa Plata County,0.3691,0.0575
CO,Larimer County,COLarimer County,0.1150,0.0575
CO,Las Animas County,COLas Animas County,0.1868,0.0575
CO,Lincoln County,COLincoln County,0.1868,0.0575
CO,Logan County,COLogan County,0.1868,0.0575
CO,Mesa County,COMesa County,0.3691,0.0575
CO,Mineral County,COMineral County,0.3691,0.0575
CO,Moffat County,COMoffat County,0.3691,0.0575
CO,Montezuma County,COMontezuma County,0.3691,0.0575
CO,Montrose County,COMontrose County,0.3691,0.0575
CO,Morgan County,COMorgan County,0.1868,0.0575
CO,Otero County,COOtero County,0.1868,0.0575
CO,Ouray County,COOuray County,0.3691,0.0575
CO,Park County,COPark County,0.3691,0.0575
CO,Phillips County,COPhillips County,0.1868,0.0575
CO,Pitkin County,COPitkin County,0.2119,0.0575
CO,Prowers County,COProwers County,0.1868,0.0575
CO,Pueblo County,COPueblo County,0.1868,0.0575
CO,Rio Blanco County,CORio Blanco County,0.3691,0.0575
CO,Rio Grande County,CORio Grande County,0.3691,0.0575
CO,Routt County,CORoutt County,0.3691,0.0575
CO,Saguache County,COSaguache County,0.3691,0.0575
CO,San Juan County,COSan Juan County,0.3691,0.0575
CO,San Miguel County,COSan Miguel County,0.3061,0.0575
CO,Sedgwick County,COSedgwick County,0.1868,0.0575
CO,Summit County,COSummit County,0.3649,0.0575
CO,Teller County,COTeller County,0.1868,0.0575
CO,Washington County,COWashington County,0.1868,0.0575
CO,Weld County,COWeld County,0.1868,0.0575
CO,Yuma County,COYuma County,0.1868,0.0575
KS,Allen County,KSAllen County,0.1996,0.0485
KS,Anderson County,KSAnderson County,0.1996,0.0485
KS,Atchison County,KSAtchison County,0.1996,0.0485
KS,Barber County,KSBarber County,0.1996,0.0485
KS,Barton County,KSBarton County,0.1865,0.0485
KS,Bourbon County,KSBourbon County,0.1996,0.0485
KS,Brown County,KSBrown County,0.1996,0.0485
KS,Butler County,KSButler County,0.1865,0.0485
KS,Chase County,KSChase County,0.1996,0.0485
KS,Chautauqua County,KSChautauqua County,0.1996,0.0485
KS,Cherokee County,KSCherokee County,0.1996,0.0485
KS,Cheyenne County,KSCheyenne County,0.1996,0.0485
KS,Clark County,KSClark County,0.1865,0.0485
KS,Clay County,KSClay County,0.1996,0.0485
KS,Cloud County,KSCloud County,0.1865,0.0485
KS,Coffey County,KSCoffey County,0.1996,0.0485
KS,Comanche County,KSComanche County,0.1865,0.0485
KS,Cowley County,KSCowley County,0.1865,0.0485
KS,Crawford County,KSCrawford County,0.1996,0.0485
KS,Decatur County,KSDecatur County,0.1996,0.0485
KS,Dickinson County,KSDickinson County,0.1996,0.0485
KS,Doniphan County,KSDoniphan County,0.1996,0.0485
KS,Douglas County,KSDouglas County,0.1865,0.0485
KS,Edwards County,KSEdwards County,0.1865,0.0485
KS,Elk County,KSElk County,0.1996,0.0485
KS,Ellis County,KSEllis County,0.1865,0.0485
KS,Ellsworth County,KSEllsworth County,0.1996,0.0485
KS,Finney County,KSFinney County,0.1865,0.0485
KS,Ford County,KSFord County,0.2402,0.0485
KS,Franklin County,KSFranklin County,0.1996,0.0485
KS,Geary County,KSGeary County,0.1996,0.0485
KS,Gove County,KSGove County,0.1996,0.0485
KS,Graham County,KSGraham County,0.1996,0.0485
KS,Grant County,KSGrant County,0.1865,0.0485
KS,Gray County,KSGray County,0.1865,0.0485
KS,Greeley County,KSGreeley County,0.1996,0.0485
KS,Greenwood County,KSGreenwood County,0.1996,0.0485
KS,Hamilton County,KSHamilton County,0.1996,0.0485
KS,Harper County,KSHarper County,0.1996,0.0485
KS,Harvey County,KSHarvey County,0.1865,0.0485
KS,Haskell County,KSHaskell County,0.1865,0.0485
KS,Hodgeman County,KSHodgeman County,0.1865,0.0485
KS,Jackson County,KSJackson County,0.1865,0.0485
KS,Jefferson County,KSJefferson County,0.1865,0.0485
KS,Jewell County,KSJewell County,0.1996,0.0485
KS,Johnson County,KSJohnson County,0.1676,0.0485
KS,Kearny County,KSKearny County,0.1865,0.0485
KS,Kingman County,KSKingman County,0.1865,0.0485
KS,Kiowa County,KSKiowa County,0.1865,0.0485
KS,Labette County,KSLabette County,0.1996,0.0485
KS,Lane County,KSLane County,0.1996,0.0485
KS,Leavenworth County,KSLeavenworth County,0.1865,0.0485
KS,Lincoln County,KSLincoln County,0.1996,0.0485
KS,Linn County,KSLinn County,0.1996,0.0485
KS,Logan County,KSLogan County,0.1996,0.0485
KS,Lyon County,KSLyon County,0.1996,0.0485
KS,McPherson County,KSMcPherson County,0.1996,0.0485
KS,Marion County,KSMarion County,0.1996,0.0485
KS,Marshall County,KSMarshall County,0.1996,0.0485
KS,Meade County,KSMeade County,0.1865,0.0485
KS,Miami County,KSMiami County,0.1996,0.0485
KS,Mitchell County,KSMitchell County,0.1996,0.0485
KS,Montgomery County,KSMontgomery County,0.1865,0.0485
KS,Morris County,KSMorris County,0.1996,0.0485
KS,Morton County,KSMorton County,0.1996,0.0485
KS,Nemaha County,KSNemaha County,0.1996,0.0485
KS,Neosho County,KSNeosho County,0.1996,0.0485
KS,Ness County,KSNess County,0.1996,0.0485
KS,Norton County,KSNorton County,0.1996,0.0485
KS,Osage County,KSOsage County,0.1865,0.0485
KS,Osborne County,KSOsborne County,0.1996,0.0485
KS,Ottawa County,KSOttawa County,0.1865,0.0485
KS,Pawnee County,KSPawnee County,0.1865,0.0485
KS,Phillips County,KSPhillips County,0.1996,0.0485
KS,Pottawatomie County,KSPottawatomie County,0.1865,0.0485
KS,Pratt County,KSPratt County,0.1865,0.0485
KS,Rawlins County,KSRawlins County,0.1996,0.0485
KS,Reno County,KSReno County,0.1865,0.0485
KS,Republic County,KSRepublic County,0.1865,0.0485
KS,Rice County,KSRice County,0.1996,0.0485
KS,Riley County,KSRiley County,0.1865,0.0485
KS,Rooks County,KSRooks County,0.1996,0.0485
KS,Rush County,KSRush County,0.1865,0.0485
KS,Russell County,KSRussell County,0.1865,0.0485
KS,Saline County,KSSaline County,0.1865,0.0485
KS,Scott County,KSScott County,0.1865,0.0485
KS,Sedgwick County,KSSedgwick County,0.1599,0.0485
KS,Seward County,KSSeward County,0.1865,0.0485
KS,Shawnee County,KSShawnee County,0.2402,0.0485
KS,Sheridan County,KSSheridan County,0.1996,0.0485
KS,Sherman County,KSSherman County,0.1865,0.0485
KS,Smith County,KSSmith County,0.1996,0.0485
KS,Stafford County,KSStafford County,0.1865,0.0485
KS,Stanton County,KSStanton County,0.1865,0.0485
KS,Stevens County,KSStevens County,0.1996,0.0485
KS,Sumner County,KSSumner County,0.1865,0.0485
KS,Thomas County,KSThomas County,0.1996,0.0485
KS,Trego County,KSTrego County,0.1996,0.0485
KS,Wabaunsee County,KSWabaunsee County,0.1865,0.0485
KS,Wallace County,KSWallace County,0.1996,0.0485
KS,Washington County,KSWashington County,0.1996,0.0485
KS,Wichita County,KSWichita County,0.1996,0.0485
KS,Wilson County,KSWilson County,0.1996,0.0485
KS,Woodson County,KSWoodson County,0.1996,0.0485
KS,Wyandotte County,KSWyandotte County,0.2402,0.0485
MO,Adair County,MOAdair County,0.1918,0.0450
MO,Andrew County,MOAndrew County,0.1918,0.0450
MO,Atchison County,MOAtchison County,0.1839,0.0450
MO,Audrain County,MOAudrain County,0.1918,0.0450
MO,Barry County,MOBarry County,0.1839,0.0450
MO,Barton County,MOBarton County,0.1839,0.0450
MO,Bates County,MOBates County,0.1839,0.0450
MO,Benton County,MOBenton County,0.1918,0.0450
MO,Bollinger County,MOBollinger County,0.1918,0.0450
MO,Boone County,MOBoone County,0.1839,0.0450
MO,Buchanan County,MOBuchanan County,0.1839,0.0450
MO,Butler County,MOButler County,0.1918,0.0450
MO,Caldwell County,MOCaldwell County,0.1918,0.0450
MO,Callaway County,MOCallaway County,0.1839,0.0450
MO,Camden County,MOCamden County,0.2085,0.0450
MO,Cape Girardeau County,MOCape Girardeau County,0.1918,0.0450
MO,Carroll County,MOCarroll County,0.1918,0.0450
MO,Carter County,MOCarter County,0.1918,0.0450
MO,Cass County,MOCass County,0.1839,0.0450
MO,Cedar County,MOCedar County,0.1839,0.0450
MO,Chariton County,MOChariton County,0.1918,0.0450
MO,Christian County,MOChristian County,0.1839,0.0450
MO,Clark County,MOClark County,0.1918,0.0450
MO,Clay County,MOClay County,0.1842,0.0450
MO,Clinton County,MOClinton County,0.1839,0.0450
MO,Cole County,MOCole County,0.1839,0.0450
MO,Cooper County,MOCooper County,0.1918,0.0450
MO,Crawford County,MOCrawford County,0.1918,0.0450
MO,Dade County,MODade County,0.1918,0.0450
MO,Dallas County,MODallas County,0.1839,0.0450
MO,Daviess County,MODaviess County,0.1839,0.0450
MO,DeKalb County,MODeKalb County,0.1839,0.0450
MO,Dent County,MODent County,0.1918,0.0450
MO,Douglas County,MODouglas County,0.1839,0.0450
MO,Dunklin County,MODunklin County,0.1918,0.0450
MO,Franklin County,MOFranklin County,0.1839,0.0450
MO,Gasconade County,MOGasconade County,0.1839,0.0450
MO,Gentry County,MOGentry County,0.1918,0.0450
MO,Greene County,MOGreene County,0.1842,0.0450
MO,Grundy County,MOGrundy County,0.1839,0.0450
MO,Harrison County,MOHarrison County,0.1839,0.0450
MO,Henry County,MOHenry County,0.1918,0.0450
MO,Hickory County,MOHickory County,0.1839,0.0450
MO,Holt County,MOHolt County,0.1839,0.0450
MO,Howard County,MOHoward County,0.1918,0.0450
MO,Howell County,MOHowell County,0.1839,0.0450
MO,Iron County,MOIron County,0.1918,0.0450
MO,Jackson County,MOJackson County,0.1842,0.0450
MO,Jasper County,MOJasper County,0.1839,0.0450
MO,Jefferson County,MOJefferson County,0.1839,0.0450
MO,Johnson County,MOJohnson County,0.1839,0.0450
MO,Knox County,MOKnox County,0.1918,0.0450
MO,Laclede County,MOLaclede County,0.1839,0.0450
MO,Lafayette County,MOLafayette County,0.1918,0.0450
MO,Lawrence County,MOLawrence County,0.1839,0.0450
MO,Lewis County,MOLewis County,0.1918,0.0450
MO,Lincoln County,MOLincoln County,0.1918,0.0450
MO,Linn County,MOLinn County,0.1918,0.0450
MO,Livingston County,MOLivingston County,0.1918,0.0450
MO,McDonald County,MOMcDonald County,0.1839,0.0450
MO,Macon County,MOMacon County,0.1918,0.0450
MO,Madison County,MOMadison County,0.1918,0.0450
MO,Maries County,MOMaries County,0.1918,0.0450
MO,Marion County,MOMarion County,0.1918,0.0450
MO,Mercer County,MOMercer County,0.1918,0.0450
MO,Miller County,MOMiller County,0.1839,0.0450
MO,Mississippi County,MOMississippi County,0.1918,0.0450
MO,Moniteau County,MOMoniteau County,0.1918,0.0450
MO,Monroe County,MOMonroe County,0.1918,0.0450
MO,Montgomery County,MOMontgomery County,0.1918,0.0450
MO,Morgan County,MOMorgan County,0.1839,0.0450
MO,New Madrid County,MONew Madrid County,0.1918,0.0450
MO,Newton County,MONewton County,0.1839,0.0450
MO,Nodaway County,MONodaway County,0.1839,0.0450
MO,Oregon County,MOOregon County,0.1918,0.0450
MO,Osage County,MOOsage County,0.1918,0.0450
MO,Ozark County,MOOzark County,0.1918,0.0450
MO,Pemiscot County,MOPemiscot County,0.1918,0.0450
MO,Perry County,MOPerry County,0.1918,0.0450
MO,Pettis County,MOPettis County,0.1839,0.0450
MO,Phelps County,MOPhelps County,0.1918,0.0450
MO,Pike County,MOPike County,0.1918,0.0450
MO,Platte County,MOPlatte County,0.1839,0.0450
MO,Polk County,MOPolk County,0.1839,0.0450
MO,Pulaski County,MOPulaski County,0.1839,0.0450
MO,Putnam County,MOPutnam County,0.1918,0.0450
MO,Ralls County,MORalls County,0.1918,0.0450
MO,Randolph County,MORandolph County,0.1918,0.0450
MO,Ray County,MORay County,0.1918,0.0450
MO,Reynolds County,MOReynolds County,0.1918,0.0450
MO,Ripley County,MORipley County,0.1918,0.0450
MO,St. Charles County,MOSt. Charles County,0.2018,0.0450
MO,St. Clair County,MOSt. Clair County,0.1918,0.0450
MO,Ste. Genevieve County,MOSte. Genevieve County,0.1918,0.0450
MO,St. Francois County,MOSt. Francois County,0.1918,0.0450
MO,St. Louis County,MOSt. Louis County,0.1516,0.0450
MO,Saline County,MOSaline County,0.1918,0.0450
MO,Schuyler County,MOSchuyler County,0.1918,0.0450
MO,Scotland County,MOScotland County,0.1918,0.0450
MO,Scott County,MOScott County,0.1918,0.0450
MO,Shannon County,MOShannon County,0.1918,0.0450
MO,Shelby County,MOShelby County,0.1918,0.0450
MO,Stoddard County,MOStoddard County,0.1918,0.0450
MO,Stone County,MOStone County,0.1839,0.0450
MO,Sullivan County,MOSullivan County,0.1918,0.0450
MO,Taney County,MOTaney County,0.1839,0.0450
MO,Texas County,MOTexas County,0.1918,0.0450
MO,Vernon County,MOVernon County,0.1918,0.0450
MO,Warren County,MOWarren County,0.1839,0.0450
MO,Washington County,MOWashington County,0.1839,0.0450
MO,Wayne County,MOWayne County,0.1918,0.0450
MO,Webster County,MOWebster County,0.1839,0.0450
MO,Worth County,MOWorth County,0.1839,0.0450
MO,Wright County,MOWright County,0.1839,0.0450
MO,St. Louis City,MOSt. Louis City,0.1839,0.0450
OK,Adair County,OKAdair County,0.2492,0.0550
OK,Alfalfa County,OKAlfalfa County,0.2492,0.0550
OK,Atoka County,OKAtoka County,0.2492,0.0550
OK,Beaver County,OKBeaver County,0.2047,0.0550
OK,Beckham County,OKBeckham County,0.2047,0.0550
OK,Blaine County,OKBlaine County,0.2492,0.0550
OK,Bryan County,OKBryan County,0.2492,0.0550
OK,Caddo County,OKCaddo County,0.2047,0.0550
OK,Canadian County,OKCanadian County,0.2047,0.0550
OK,Carter County,OKCarter County,0.2492,0.0550
OK,Cherokee County,OKCherokee County,0.2492,0.0550
OK,Choctaw County,OKChoctaw County,0.2492,0.0550
OK,Cimarron County,OKCimarron County,0.2492,0.0550
OK,Cleveland County,OKCleveland County,0.2349,0.0550
OK,Coal County,OKCoal County,0.2492,0.0550
OK,Comanche County,OKComanche County,0.2047,0.0550
OK,Cotton County,OKCotton County,0.2492,0.0550
OK,Craig County,OKCraig County,0.2492,0.0550
OK,Creek County,OKCreek County,0.2492,0.0550
OK,Custer County,OKCuster County,0.2492,0.0550
OK,Delaware County,OKDelaware County,0.2407,0.0550
OK,Dewey County,OKDewey County,0.2492,0.0550
OK,Ellis County,OKEllis County,0.2492,0.0550
OK,Garfield County,OKGarfield County,0.2492,0.0550
OK,Garvin County,OKGarvin County,0.2492,0.0550
OK,Grady County,OKGrady County,0.2492,0.0550
OK,Grant County,OKGrant County,0.2492,0.0550
OK,Greer County,OKGreer County,0.2047,0.0550
OK,Harmon County,OKHarmon County,0.2047,0.0550
OK,Harper County,OKHarper County,0.2492,0.0550
OK,Haskell County,OKHaskell County,0.2492,0.0550
OK,Hughes County,OKHughes County,0.2492,0.0550
OK,Jackson County,OKJackson County,0.2047,0.0550
OK,Jefferson County,OKJefferson County,0.2492,0.0550
OK,Johnston County,OKJohnston County,0.2492,0.0550
OK,Kay County,OKKay County,0.2492,0.0550
OK,Kingfisher County,OKKingfisher County,0.2492,0.0550
OK,Kiowa County,OKKiowa County,0.2047,0.0550
OK,Latimer County,OKLatimer County,0.2492,0.0550
OK,Le Flore County,OKLe Flore County,0.2492,0.0550
OK,Lincoln County,OKLincoln County,0.2349,0.0550
OK,Logan County,OKLogan County,0.2349,0.0550
OK,Love County,OKLove County,0.2492,0.0550
OK,McClain County,OKMcClain County,0.2349,0.0550
OK,McCurtain County,OKMcCurtain County,0.2492,0.0550
OK,McIntosh County,OKMcIntosh County,0.2047,0.0550
OK,Major County,OKMajor County,0.2492,0.0550
OK,Marshall County,OKMarshall County,0.2492,0.0550
OK,Mayes County,OKMayes County,0.2492,0.0550
OK,Murray County,OKMurray County,0.2492,0.0550
OK,Muskogee County,OKMuskogee County,0.2492,0.0550
OK,Noble County,OKNoble County,0.2492,0.0550
OK,Nowata County,OKNowata County,0.2492,0.0550
OK,Okfuskee County,OKOkfuskee County,0.2492,0.0550
OK,Oklahoma County,OKOklahoma County,0.2165,0.0550
OK,Okmulgee County,OKOkmulgee County,0.2492,0.0550
OK,Osage County,OKOsage County,0.2492,0.0550
OK,Ottawa County,OKOttawa County,0.2047,0.0550
OK,Pawnee County,OKPawnee County,0.2492,0.0550
OK,Payne County,OKPayne County,0.2492,0.0550
OK,Pittsburg County,OKPittsburg County,0.2492,0.0550
OK,Pontotoc County,OKPontotoc County,0.2492,0.0550
OK,Pottawatomie County,OKPottawatomie County,0.2349,0.0550
OK,Pushmataha County,OKPushmataha County,0.2492,0.0550
OK,Roger Mills County,OKRoger Mills County,0.2492,0.0550
OK,Rogers County,OKRogers County,0.2492,0.0550
OK,Seminole County,OKSeminole County,0.2492,0.0550
OK,Sequoyah County,OKSequoyah County,0.2492,0.0550
OK,Stephens County,OKStephens County,0.2047,0.0550
OK,Texas County,OKTexas County,0.2492,0.0550
OK,Tillman County,OKTillman County,0.2492,0.0550
OK,Tulsa County,OKTulsa County,0.1957,0.0550
OK,Wagoner County,OKWagoner County,0.2492,0.0550
OK,Washington County,OKWashington County,0.2047,0.0550
OK,Washita County,OKWashita County,0.2492,0.0550
OK,Woods County,OKWoods County,0.2492,0.0550
OK,Woodward County,OKWoodward County,0.2492,0.0550
NJ,Atlantic County,NJAtlantic County,0.2455,0.1812
NJ,Bergen County,NJBergen County,0.1545,0.0202
NJ,Burlington County,NJBurlington County,0.1511,0.0183
NJ,Camden County,NJCamden County,0.2219,0.0199
NJ,Cape May County,NJCape May County,0.2341,0.1792
NJ,Cumberland County,NJCumberland County,0.1898,0.0480
NJ,Essex County,NJEssex County,0.2065,0.0173
NJ,Gloucester County,NJGloucester County,0.1898,0.1153
NJ,Hudson County,NJHudson County,0.3271,0.0683
NJ,Hunterdon County,NJHunterdon County,0.1953,0.0193
NJ,Mercer County,NJMercer County,0.2004,0.0221
NJ,Middlesex County,NJMiddlesex County,0.1950,0.0186
NJ,Monmouth County,NJMonmouth County,0.1723,0.0659
NJ,Morris County,NJMorris County,0.1507,0.0139
NJ,Ocean County,NJOcean County,0.1889,0.1999
NJ,Passaic County,NJPassaic County,0.1670,0.0184
NJ,Salem County,NJSalem County,0.1953,0.0366
NJ,Somerset County,NJSomerset County,0.2081,0.0160
NJ,Sussex County,NJSussex County,0.1550,0.0127
NJ,Union County,NJUnion County,0.2520,0.0161
NJ,Warren County,NJWarren County,0.1953,0.0106
LA,Acadia Parish,LAAcadia Parish,0.3390,0.2989
LA,Allen Parish,LAAllen Parish,0.3390,0.2523
LA,Ascension Parish,LAAscension Parish,0.3390,0.2989
LA,Assumption Parish,LAAssumption Parish,0.3390,0.2989
LA,Avoyelles Parish,LAAvoyelles Parish,0.3390,0.1587
LA,Beauregard Parish,LABeauregard Parish,0.3390,0.0498
LA,Bienville Parish,LABienville Parish,0.3390,0.0498
LA,Bossier Parish,LABossier Parish,0.3390,0.0205
LA,Caddo Parish,LACaddo Parish,0.3390,0.0211
LA,Calcasieu Parish,LACalcasieu Parish,0.2645,0.4468
LA,Caldwell Parish,LACaldwell Parish,0.3390,0.0498
LA,Cameron Parish,LACameron Parish,0.3390,0.4981
LA,Catahoula Parish,LACatahoula Parish,0.3390,0.0498
LA,Claiborne Parish,LAClaiborne Parish,0.3390,0.0498
LA,Concordia Parish,LAConcordia Parish,0.3390,0.0498
LA,De Soto Parish,LADe Soto Parish,0.3390,0.0498
LA,East Baton Rouge Parish,LAEast Baton Rouge Parish,0.1591,0.3017
LA,East Carroll Parish,LAEast Carroll Parish,0.3390,0.0498
LA,East Feliciana Parish,LAEast Feliciana Parish,0.3390,0.1687
LA,Evangeline Parish,LAEvangeline Parish,0.3390,0.0498
LA,Franklin Parish,LAFranklin Parish,0.3390,0.0498
LA,Grant Parish,LAGrant Parish,0.3390,0.0498
LA,Iberia Parish,LAIberia Parish,0.3390,0.4981
LA,Iberville Parish,LAIberville Parish,0.3390,0.2989
LA,Jackson Parish,LAJackson Parish,0.3390,0.0498
LA,Jefferson Parish,LAJefferson Parish,0.4738,0.6302
LA,Jefferson Davis Parish,LAJefferson Davis Parish,0.3390,0.2989
LA,Lafayette Parish,LALafayette Parish,0.3715,0.3548
LA,Lafourche Parish,LALafourche Parish,0.3390,0.4981
LA,LaSalle Parish,LALaSalle Parish,0.3390,0.0498
LA,Lincoln Parish,LALincoln Parish,0.3390,0.0498
LA,Livingston Parish,LALivingston Parish,0.3390,0.2989
LA,Madison Parish,LAMadison Parish,0.3390,0.0498
LA,Morehouse Parish,LAMorehouse Parish,0.3390,0.0498
LA,Natchitoches Parish,LANatchitoches Parish,0.3390,0.0498
LA,Orleans Parish,LAOrleans Parish,0.6528,0.5568
LA,Ouachita Parish,LAOuachita Parish,0.3390,0.0498
LA,Plaquemines Parish,LAPlaquemines Parish,0.3390,0.4981
LA,Pointe Coupee Parish,LAPointe Coupee Parish,0.3390,0.3249
LA,Rapides Parish,LARapides Parish,0.3390,0.1052
LA,Red River Parish,LARed River Parish,0.3390,0.0498
LA,Richland Parish,LARichland Parish,0.3390,0.0498
LA,Sabine Parish,LASabine Parish,0.3390,0.0520
LA,St. Bernard Parish,LASt. Bernard Parish,0.3390,0.4981
LA,St. Charles Parish,LASt. Charles Parish,0.3390,0.2989
LA,St. Helena Parish,LASt. Helena Parish,0.3390,0.2491
LA,St. James Parish,LASt. James Parish,0.3390,0.2989
LA,St. John the Baptist Parish,LASt. John the Baptist Parish,0.3390,0.2989
LA,St. Landry Parish,LASt. Landry Parish,0.3390,0.3357
