State Code,County,State x County,Selected Attr (per 100 TIV),Selected Cat (per 100 TIV)
TN,Lake County,TNLake County,0.1844,0.0446
TN,Lauderdale County,TNLauderdale County,0.1844,0.0446
TN,Lawrence County,TNLawrence County,0.1844,0.0446
TN,Lewis County,TNLewis County,0.1844,0.0446
TN,Lincoln County,TNLincoln County,0.1844,0.0446
TN,Loudon County,TNLoudon County,0.1780,0.0446
TN,Macon County,TNMacon County,0.1844,0.0446
TN,Madison County,TNMadison County,0.1844,0.0446
TN,Marion County,TNMarion County,0.1844,0.0446
TN,Marshall County,TNMarshall County,0.1844,0.0446
TN,Maury County,TNMaury County,0.1844,0.0446
TN,McMinn County,TNMcMinn County,0.1844,0.0446
TN,McNairy County,TNMcNairy County,0.1844,0.0446
TN,Meigs County,TNMeigs County,0.1844,0.0446
TN,Monroe County,TNMonroe County,0.1844,0.0446
TN,Montgomery County,TNMontgomery County,0.1844,0.0446
TN,Moore County,TNMoore County,0.1844,0.0446
TN,Morgan County,TNMorgan County,0.1844,0.0446
TN,Obion County,TNObion County,0.1844,0.0446
TN,Overton County,TNOverton County,0.1844,0.0446
TN,Perry County,TNPerry County,0.1844,0.0446
TN,Pickett County,TNPickett County,0.1844,0.0446
TN,Polk County,TNPolk County,0.1844,0.0446
TN,Putnam County,TNPutnam County,0.1780,0.0446
TN,Rhea County,TNRhea County,0.1844,0.0446
TN,Roane County,TNRoane County,0.1844,0.0446
TN,Robertson County,TNRobertson County,0.1844,0.0446
TN,Rutherford County,TNRutherford County,0.1864,0.0446
TN,Scott County,TNScott County,0.1844,0.0446
TN,Sequatchie County,TNSequatchie County,0.1844,0.0446
TN,Sevier County,TNSevier County,0.2762,0.0446
TN,Shelby County,TNShelby County,0.1916,0.0446
TN,Smith County,TNSmith County,0.1844,0.0446
TN,Stewart County,TNStewart County,0.1844,0.0446
TN,Sullivan County,TNSullivan County,0.1844,0.0446
TN,Sumner County,TNSumner County,0.1780,0.0446
TN,Tipton County,TNTipton County,0.1780,0.0446
TN,Trousdale County,TNTrousdale County,0.1844,0.0446
TN,Unicoi County,TNUnicoi County,0.1844,0.0446
TN,Union County,TNUnion County,0.1844,0.0446
TN,Van Buren County,TNVan Buren County,0.1844,0.0446
TN,Warren County,TNWarren County,0.1844,0.0446
TN,Washington County,TNWashington County,0.1844,0.0446
TN,Wayne County,TNWayne County,0.1844,0.0446
TN,Weakley County,TNWeakley County,0.1844,0.0446
TN,White County,TNWhite County,0.1844,0.0446
TN,Williamson County,TNWilliamson County,0.1515,0.0446
TN,Wilson County,TNWilson County,0.1864,0.0446
UT,Beaver County,UTBeaver County,0.2698,0.0581
UT,Box Elder County,UTBox Elder County,0.2529,0.0581
UT,Cache County,UTCache County,0.2529,0.0581
UT,Carbon County,UTCarbon County,0.2529,0.0581
UT,Daggett County,UTDaggett County,0.2529,0.0581
UT,Davis County,UTDavis County,0.1991,0.0581
UT,Duchesne County,UTDuchesne County,0.2529,0.0581
UT,Emery County,UTEmery County,0.2529,0.0581
UT,Garfield County,UTGarfield County,0.2698,0.0581
UT,Grand County,UTGrand County,0.2698,0.0581
UT,Iron County,UTIron County,0.2698,0.0581
UT,Juab County,UTJuab County,0.2698,0.0581
UT,Kane County,UTKane County,0.2698,0.0581
UT,Millard County,UTMillard County,0.2698,0.0581
UT,Morgan County,UTMorgan County,0.2698,0.0581
UT,Piute County,UTPiute County,0.2698,0.0581
UT,Rich County,UTRich County,0.2698,0.0581
UT,Salt Lake County,UTSalt Lake County,0.2529,0.0581
UT,San Juan County,UTSan Juan County,0.2698,0.0581
UT,Sanpete County,UTSanpete County,0.2698,0.0581
UT,Sevier County,UTSevier County,0.2698,0.0581
UT,Summit County,UTSummit County,0.2308,0.0581
UT,Tooele County,UTTooele County,0.2698,0.0581
UT,Uintah County,UTUintah County,0.2529,0.0581
UT,Utah County,UTUtah County,0.2529,0.0581
UT,Wasatch County,UTWasatch County,0.3032,0.0581
UT,Washington County,UTWashington County,0.2529,0.0581
UT,Wayne County,UTWayne County,0.2698,0.0581
UT,Weber County,UTWeber County,0.2529,0.0581
VT,Addison County,VTAddison County,0.2676,0.0798
VT,Bennington County,VTBennington County,0.2676,0.0622
VT,Caledonia County,VTCaledonia County,0.2676,0.0679
VT,Chittenden County,VTChittenden County,0.2551,0.0679
VT,Essex County,VTEssex County,0.2676,0.0679
VT,Franklin County,VTFranklin County,0.2676,0.0679
VT,Grand Isle County,VTGrand Isle County,0.2676,0.0679
VT,Lamoille County,VTLamoille County,0.2676,0.0502
VT,Orange County,VTOrange County,0.2676,0.0793
VT,Orleans County,VTOrleans County,0.2676,0.0743
VT,Rutland County,VTRutland County,0.2676,0.0679
VT,Washington County,VTWashington County,0.2676,0.0441
VT,Windham County,VTWindham County,0.2838,0.0900
VT,Windsor County,VTWindsor County,0.1553,0.0597
WA,Adams County,WAAdams County,0.1909,0.0465
WA,Asotin County,WAAsotin County,0.1909,0.0465
WA,Benton County,WABenton County,0.1909,0.0465
WA,Chelan County,WAChelan County,0.1909,0.0465
WA,Clallam County,WAClallam County,0.1909,0.0465
WA,Clark County,WAClark County,0.1909,0.0465
WA,Columbia County,WAColumbia County,0.1909,0.0465
WA,Cowlitz County,WACowlitz County,0.1909,0.0465
WA,Douglas County,WADouglas County,0.1909,0.0465
WA,Ferry County,WAFerry County,0.1909,0.0465
WA,Franklin County,WAFranklin County,0.1909,0.0465
WA,Garfield County,WAGarfield County,0.1909,0.0465
WA,Grant County,WAGrant County,0.1909,0.0465
WA,Grays Harbor County,WAGrays Harbor County,0.1909,0.0465
WA,Island County,WAIsland County,0.1909,0.0465
WA,Jefferson County,WAJefferson County,0.1909,0.0465
WA,King County,WAKing County,0.2259,0.0465
WA,Kitsap County,WAKitsap County,0.1909,0.0465
WA,Kittitas County,WAKittitas County,0.1967,0.0465
WA,Klickitat County,WAKlickitat County,0.1909,0.0465
WA,Lewis County,WALewis County,0.1909,0.0465
WA,Lincoln County,WALincoln County,0.1909,0.0465
WA,Mason County,WAMason County,0.1909,0.0465
WA,Okanogan County,WAOkanogan County,0.1909,0.0465
WA,Pacific County,WAPacific County,0.1909,0.0465
WA,Pend Oreille County,WAPend Oreille County,0.1909,0.0465
WA,Pierce County,WAPierce County,0.1909,0.0465
WA,San Juan County,WASan Juan County,0.1909,0.0465
WA,Skagit County,WASkagit County,0.1909,0.0465
WA,Skamania County,WASkamania County,0.1909,0.0465
WA,Snohomish County,WASnohomish County,0.1909,0.0465
WA,Spokane County,WASpokane County,0.1909,0.0465
WA,Stevens County,WAStevens County,0.1909,0.0465
WA,Thurston County,WAThurston County,0.1909,0.0465
WA,Wahkiakum County,WAWahkiakum County,0.1909,0.0465
WA,Walla Walla County,WAWalla Walla County,0.1909,0.0465
WA,Whatcom County,WAWhatcom County,0.1909,0.0465
WA,Whitman County,WAWhitman County,0.1909,0.0465
WA,Yakima County,WAYakima County,0.1909,0.0465
WI,Adams County,WIAdams County,0.1912,0.0468
WI,Ashland County,WIAshland County,0.1912,0.0468
WI,Barron County,WIBarron County,0.1912,0.0468
WI,Bayfield County,WIBayfield County,0.1912,0.0468
WI,Brown County,WIBrown County,0.1912,0.0468
WI,Buffalo County,WIBuffalo County,0.1912,0.0468
WI,Burnett County,WIBurnett County,0.1912,0.0468
WI,Calumet County,WICalumet County,0.1731,0.0468
WI,Chippewa County,WIChippewa County,0.1912,0.0468
WI,Clark County,WIClark County,0.1912,0.0468
WI,Columbia County,WIColumbia County,0.1912,0.0468
WI,Crawford County,WICrawford County,0.1912,0.0468
WI,Dane County,WIDane County,0.1731,0.0468
WI,Dodge County,WIDodge County,0.1912,0.0468
WI,Door County,WIDoor County,0.1912,0.0468
WI,Douglas County,WIDouglas County,0.1912,0.0468
WI,Dunn County,WIDunn County,0.1912,0.0468
WI,Eau Claire County,WIEau Claire County,0.1912,0.0468
WI,Florence County,WIFlorence County,0.1912,0.0468
WI,Fond du Lac County,WIFond du Lac County,0.1912,0.0468
WI,Forest County,WIForest County,0.1912,0.0468
WI,Grant County,WIGrant County,0.1731,0.0468
WI,Green County,WIGreen County,0.1912,0.0468
WI,Green Lake County,WIGreen Lake County,0.1912,0.0468
WI,Iowa County,WIIowa County,0.1912,0.0468
WI,Iron County,WIIron County,0.1912,0.0468
WI,Jackson County,WIJackson County,0.1912,0.0468
WI,Jefferson County,WIJefferson County,0.1731,0.0468
WI,Juneau County,WIJuneau County,0.1912,0.0468
WI,Kenosha County,WIKenosha County,0.1731,0.0468
WI,Kewaunee County,WIKewaunee County,0.1912,0.0468
WI,La Crosse County,WILa Crosse County,0.2008,0.0468
WI,Lafayette County,WILafayette County,0.1912,0.0468
WI,Langlade County,WILanglade County,0.1912,0.0468
WI,Lincoln County,WILincoln County,0.1912,0.0468
WI,Manitowoc County,WIManitowoc County,0.1912,0.0468
WI,Marathon County,WIMarathon County,0.1912,0.0468
WI,Marinette County,WIMarinette County,0.1912,0.0468
WI,Marquette County,WIMarquette County,0.1912,0.0468
WI,Menominee County,WIMenominee County,0.1912,0.0468
WI,Milwaukee County,WIMilwaukee County,0.2008,0.0468
WI,Monroe County,WIMonroe County,0.1912,0.0468
WI,Oconto County,WIOconto County,0.1912,0.0468
WI,Oneida County,WIOneida County,0.1912,0.0468
WI,Outagamie County,WIOutagamie County,0.1912,0.0468
WI,Ozaukee County,WIOzaukee County,0.1731,0.0468
WI,Pepin County,WIPepin County,0.1912,0.0468
WI,Pierce County,WIPierce County,0.1731,0.0468
WI,Polk County,WIPolk County,0.1912,0.0468
WI,Portage County,WIPortage County,0.1912,0.0468
WI,Price County,WIPrice County,0.1912,0.0468
WI,Racine County,WIRacine County,0.1731,0.0468
WI,Richland County,WIRichland County,0.1912,0.0468
WI,Rock County,WIRock County,0.1912,0.0468
WI,Rusk County,WIRusk County,0.1912,0.0468
WI,Sauk County,WISauk County,0.1912,0.0468
WI,Sawyer County,WISawyer County,0.1912,0.0468
WI,Shawano County,WIShawano County,0.1912,0.0468
WI,Sheboygan County,WISheboygan County,0.1912,0.0468
WI,St. Croix County,WISt. Croix County,0.1912,0.0468
WI,Taylor County,WITaylor County,0.1912,0.0468
WI,Trempealeau County,WITrempealeau County,0.1731,0.0468
WI,Vernon County,WIVernon County,0.1912,0.0468
WI,Vilas County,WIVilas County,0.1912,0.0468
WI,Walworth County,WIWalworth County,0.1912,0.0468
WI,Washburn County,WIWashburn County,0.1912,0.0468
WI,Washington County,WIWashington County,0.1731,0.0468
WI,Waukesha County,WIWaukesha County,0.1731,0.0468
WI,Waupaca County,WIWaupaca County,0.1912,0.0468
WI,Waushara County,WIWaushara County,0.1912,0.0468
WI,Winnebago County,WIWinnebago County,0.1731,0.0468
WI,Wood County,WIWood County,0.1912,0.0468
WV,Barbour County,WVBarbour County,0.1050,0.0246
WV,Berkeley County,WVBerkeley County,0.0900,0.0246
WV,Boone County,WVBoone County,0.1050,0.0246
WV,Braxton County,WVBraxton County,0.1050,0.0246
WV,Brooke County,WVBrooke County,0.0900,0.0246
WV,Cabell County,WVCabell County,0.0900,0.0246
WV,Calhoun County,WVCalhoun County,0.1050,0.0246
WV,Clay County,WVClay County,0.1050,0.0246
WV,Doddridge County,WVDoddridge County,0.1050,0.0246
WV,Fayette County,WVFayette County,0.1050,0.0246
WV,Gilmer County,WVGilmer County,0.1050,0.0246
WV,Grant County,WVGrant County,0.1050,0.0246
WV,Greenbrier County,WVGreenbrier County,0.0957,0.0291
WV,Hampshire County,WVHampshire County,0.1050,0.0246
WV,Hancock County,WVHancock County,0.0992,0.0246
WV,Hardy County,WVHardy County,0.1050,0.0246
WV,Harrison County,WVHarrison County,0.0900,0.0246
WV,Jackson County,WVJackson County,0.0900,0.0246
WV,Jefferson County,WVJefferson County,0.0900,0.0246
WV,Kanawha County,WVKanawha County,0.0900,0.0112
WV,Lewis County,WVLewis County,0.0900,0.0246
WV,Lincoln County,WVLincoln County,0.1050,0.0246
WV,Logan County,WVLogan County,0.0900,0.0246
WV,Marion County,WVMarion County,0.1050,0.0246
WV,Marshall County,WVMarshall County,0.0900,0.0246
WV,Mason County,WVMason County,0.1050,0.0246
WV,McDowell County,WVMcDowell County,0.0900,0.0246
WV,Mercer County,WVMercer County,0.0900,0.0246
WV,Mineral County,WVMineral County,0.1050,0.0246
WV,Mingo County,WVMingo County,0.0900,0.0246
WV,Monongalia County,WVMonongalia County,0.0900,0.0246
WV,Monroe County,WVMonroe County,0.1050,0.0246
WV,Morgan County,WVMorgan County,0.0900,0.0246
WV,Nicholas County,WVNicholas County,0.1050,0.0246
WV,Ohio County,WVOhio County,0.0992,0.0246
WV,Pendleton County,WVPendleton County,0.1050,0.0246
WV,Pleasants County,WVPleasants County,0.1050,0.0246
WV,Pocahontas County,WVPocahontas County,0.1050,0.0246
WV,Preston County,WVPreston County,0.1050,0.0246
WV,Putnam County,WVPutnam County,0.0900,0.0246
WV,Raleigh County,WVRaleigh County,0.0900,0.0246
WV,Randolph County,WVRandolph County,0.1050,0.0246
WV,Ritchie County,WVRitchie County,0.1050,0.0246
WV,Roane County,WVRoane County,0.1050,0.0246
WV,Summers County,WVSummers County,0.0900,0.0246
WV,Taylor County,WVTaylor County,0.0900,0.0246
WV,Tucker County,WVTucker County,0.1050,0.0246
WV,Tyler County,WVTyler County,0.1050,0.0246
WV,Upshur County,WVUpshur County,0.1050,0.0246
WV,Wayne County,WVWayne County,0.0900,0.0246
WV,Webster County,WVWebster County,0.1050,0.0246
WV,Wetzel County,WVWetzel County,0.1050,0.0246
WV,Wirt County,WVWirt County,0.1050,0.0246
WV,Wood County,WVWood County,0.0900,0.0246
WV,Wyoming County,WVWyoming County,0.0900,0.0246
WY,Albany County,WYAlbany County,0.2657,0.0557
WY,Big Horn County,WYBig Horn County,0.2657,0.0557
WY,Campbell County,WYCampbell County,0.1572,0.0557
WY,Carbon County,WYCarbon County,0.2657,0.0557
WY,Converse County,WYConverse County,0.1572,0.0557
WY,Crook County,WYCrook County,0.1572,0.0557
WY,Fremont County,WYFremont County,0.2657,0.0557
WY,Goshen County,WYGoshen County,0.1572,0.0557
WY,Hot Springs County,WYHot Springs County,0.2657,0.0557
WY,Johnson County,WYJohnson County,0.1572,0.0557
WY,Laramie County,WYLaramie County,0.2139,0.0557
WY,Lincoln County,WYLincoln County,0.2657,0.0557
WY,Natrona County,WYNatrona County,0.2657,0.0557
WY,Niobrara County,WYNiobrara County,0.1572,0.0557
WY,Park County,WYPark County,0.2657,0.0557
WY,Platte County,WYPlatte County,0.1572,0.0557
WY,Sheridan County,WYSheridan County,0.1572,0.0557
WY,Sublette County,WYSublette County,0.2657,0.0557
WY,Sweetwater County,WYSweetwater County,0.2657,0.0557
WY,Teton County,WYTeton County,0.2122,0.0557
WY,Uinta County,WYUinta County,0.2657,0.0557
WY,Washakie County,WYWashakie County,0.2657,0.0557
WY,Weston County,WYWeston County,0.1572,0.0557
