Lookup code,Values,AOP,WS,EQ,Excess FL,Liability,Equipment breakdown,PAF,Wildfire,WaterDamage,Hail,Wind,Other,RoofDamageLeak,Theft,Lightning,Fire,IceSnowDamage,PowerSurge,WinterStorm
LimitScalea,a,1,1.2116,1.2116,1,0.098949,1,1,0.024981999999999997,1,0.098949,0.098949,0.098949,0.098949,0.098949,0.098949,0.0014,0.098949,0.098949,100
LimitScaleb,b,1,0.4889,0.4889,1,0.48886555,1,1,0.58523325,1,0.48886555,0.48886555,0.48886555,0.48886555,0.48886555,0.48886555,0.79,0.48886555,0.48886555,0
