SectionReference,ClaimReference,TriFocusName,Division,PolicyYOA,PolicyReference,BeazleyCatCode,BeazleyCat,MarketCatCode,MarketCat,HasBeazleyCatCode,BeazleyShareTotalIncurredInUSD,BeazleyShareTotalOutstandingInUSD,CauseOfLoss,LargeLossIndicator,Index,SignedLineMultiplier,TotalIncurredInUSD
L0115Z91AXFJ,L0115Z91AXFJC0001,Jewellers,Property Risks,1991,L0115Z91,,,,,0,146.8206,0,,0,L0115ZAXFJ,0.0038,38637
L0472H92ANFJ,L0472H92ANFJC0001,Jewellers,Property Risks,1993,L0472H92,B,BLOCK,,,1,9.2946,0,,0,L0472HANFJ,0.0042,2213
L0115Z92ANFJ,L0115Z92ANFJC0029,Jewellers,Property Risks,1993,L0115Z92,,,,,0,123.519,0,,0,L0115ZANFJ,0.019,6501
L0115Z92ANFJ,L0115Z92ANFJC0012,Jewellers,Property Risks,1993,L0115Z92,,,,,0,996.5441,0,,0,L0115ZANFJ,0.019,52449.68947
L0115Z92ANFJ,L0115Z92ANFJC0017,Jewellers,Property Risks,1993,L0115Z92,,,,,0,90.288,0,,0,L0115ZANFJ,0.019,4752
L0115Z92ANFJ,L0115Z92ANFJC0014,Jewellers,Property Risks,1993,L0115Z92,,,,,0,538.403,0,,0,L0115ZANFJ,0.019,28337
L0115Z92ANFJ,L0115Z92ANFJC0031,Jewellers,Property Risks,1993,L0115Z92,,,,,0,133.133,0,,0,L0115ZANFJ,0.019,7007
L0115Z92ANFJ,L0115Z92ANFJC0034,Jewellers,Property Risks,1993,L0115Z92,,,,,0,1113.495,0,,0,L0115ZANFJ,0.019,58605
L0115Z92ANFJ,L0115Z92ANFJC0001,Jewellers,Property Risks,1993,L0115Z92,,,,,0,22.3617,0,,0,L0115ZANFJ,0.019,1176.931579
L0115Z92ANFJ,L0115Z92ANFJC0010,Jewellers,Property Risks,1993,L0115Z92,,,,,0,184.889,0,,0,L0115ZANFJ,0.019,9731
L0115Z92ANFJ,L0115Z92ANFJC0033,Jewellers,Property Risks,1993,L0115Z92,,,,,0,99.465,0,,0,L0115ZANFJ,0.019,5235
L0115Z92ANFJ,L0115Z92ANFJC0030,Jewellers,Property Risks,1993,L0115Z92,,,,,0,2935.9074,0,,0,L0115ZANFJ,0.019,154521.4421
L0115Z92ANFJ,L0115Z92ANFJC0025,Jewellers,Property Risks,1993,L0115Z92,,,,,0,289.636,0,,0,L0115ZANFJ,0.019,15244
L0115Z92ANFJ,L0115Z92ANFJC0020,Jewellers,Property Risks,1993,L0115Z92,,,,,0,618.222,0,,0,L0115ZANFJ,0.019,32538
L0115Z92ANFJ,L0115Z92ANFJC0021,Jewellers,Property Risks,1993,L0115Z92,,,,,0,120.745,0,,0,L0115ZANFJ,0.019,6355
L0115Z92ANFJ,L0115Z92ANFJC0036,Jewellers,Property Risks,1993,L0115Z92,,,,,0,290.491,0,,0,L0115ZANFJ,0.019,15289
L0115Z92ANFJ,L0115Z92ANFJC0019,Jewellers,Property Risks,1993,L0115Z92,,,,,0,269.629,0,,0,L0115ZANFJ,0.019,14191
L0115Z92ANFJ,L0115Z92ANFJC0009,Jewellers,Property Risks,1993,L0115Z92,,,,,0,99.066,0,,0,L0115ZANFJ,0.019,5214
L0115Z92ANFJ,L0115Z92ANFJC0038,Jewellers,Property Risks,1993,L0115Z92,,,,,0,183.578,0,,0,L0115ZANFJ,0.019,9662
L0115Z92ANFJ,L0115Z92ANFJC0003,Jewellers,Property Risks,1993,L0115Z92,,,,,0,44.593,0,,0,L0115ZANFJ,0.019,2347
L0115Z92ANFJ,L0115Z92ANFJC0028,Jewellers,Property Risks,1993,L0115Z92,,,,,0,288.667,0,,0,L0115ZANFJ,0.019,15193
L0115Z92ANFJ,L0115Z92ANFJC0007,Jewellers,Property Risks,1993,L0115Z92,,,,,0,191.159,0,,0,L0115ZANFJ,0.019,10061
L0115Z92ANFJ,L0115Z92ANFJC0023,Jewellers,Property Risks,1993,L0115Z92,,,,,0,188.841,0,,0,L0115ZANFJ,0.019,9939
L0115Z92ANFJ,L0115Z92ANFJC0005,Jewellers,Property Risks,1993,L0115Z92,,,,,0,789.355,0,,0,L0115ZANFJ,0.019,41545
L0115Z92ANFJ,L0115Z92ANFJC0013,Jewellers,Property Risks,1993,L0115Z92,,,,,0,739.2358,0,,0,L0115ZANFJ,0.019,38907.14737
L0115Z92ANFJ,L0115Z92ANFJC0015,Jewellers,Property Risks,1993,L0115Z92,,,,,0,177.175,0,,0,L0115ZANFJ,0.019,9325
L0115Z92ANFJ,L0115Z92ANFJC0011,Jewellers,Property Risks,1993,L0115Z92,,,,,0,113.829,0,,0,L0115ZANFJ,0.019,5991
L0115Z92ANFJ,L0115Z92ANFJC0024,Jewellers,Property Risks,1993,L0115Z92,,,,,0,348.973,0,,0,L0115ZANFJ,0.019,18367
L0115Z92ANFJ,L0115Z92ANFJC0004,Jewellers,Property Risks,1993,L0115Z92,,,,,0,183.977,0,,0,L0115ZANFJ,0.019,9683
L0115Z92ANFJ,L0115Z92ANFJC0016,Jewellers,Property Risks,1993,L0115Z92,,,,,0,84.93,0,,0,L0115ZANFJ,0.019,4470
L0115Z92ANFJ,L0115Z92ANFJC0006,Jewellers,Property Risks,1993,L0115Z92,,,,,0,283.062,0,,0,L0115ZANFJ,0.019,14898
L0115Z92ANFJ,L0115Z92ANFJC0002,Jewellers,Property Risks,1993,L0115Z92,,,,,0,5065.59,0,,0,L0115ZANFJ,0.019,266610
L0115Z92ANFJ,L0115Z92ANFJC0008,Jewellers,Property Risks,1993,L0115Z92,,,,,0,219.659,0,,0,L0115ZANFJ,0.019,11561
L0115Z92ANFJ,L0115Z92ANFJC0032,Jewellers,Property Risks,1993,L0115Z92,,,,,0,122.797,0,,0,L0115ZANFJ,0.019,6463
L0115Z92ANFJ,L0115Z92ANFJC0018,Jewellers,Property Risks,1993,L0115Z92,,,,,0,171,0,,0,L0115ZANFJ,0.019,9000
L0115Z92ANFJ,L0115Z92ANFJC0035,Jewellers,Property Risks,1993,L0115Z92,,,,,0,1108.8113,0,,0,L0115ZANFJ,0.019,58358.48947
L0115Z92ANFJ,L0115Z92ANFJC0027,Jewellers,Property Risks,1993,L0115Z92,,,,,0,151.107,0,,0,L0115ZANFJ,0.019,7953
L0115Z92ANFJ,L0115Z92ANFJC0022,Jewellers,Property Risks,1993,L0115Z92,,,,,0,781.166,0,,0,L0115ZANFJ,0.019,41114
L0115Z92ANFJ,L0115Z92ANFJC0026,Jewellers,Property Risks,1993,L0115Z92,,,,,0,517.484,0,,0,L0115ZANFJ,0.019,27236
L0115Z92ANFJ,L0115Z92ANFJC0037,Jewellers,Property Risks,1993,L0115Z92,,,,,0,838.375,0,,0,L0115ZANFJ,0.019,44125
B0035C92BHFJ,B0035C92ANBVC0002,Jewellers,Property Risks,1992,B0035C92,,,,,0,0,0,Other,0,B0035CBHFJ,0.01174,0
L0477J92ANFJ,L0477J92ANFJC0002,Jewellers,Property Risks,1992,L0477J92,,,,,0,28643.5224,0,,0,L0477JANFJ,0.024,1193480.1
L0477J92ANFJ,L0477J92ANFJC0001,Jewellers,Property Risks,1992,L0477J92,,,,,0,0,0,,0,L0477JANFJ,0.012,0
F7452G92ANFJ,F7452G92ANFJC0002,Jewellers,Property Risks,1993,F7452G92,,,,,0,138.808968,0,,0,F7452GANFJ,0.03,4626.9656
F7452G92ANFJ,F7452G92ANFJC0003,Jewellers,Property Risks,1993,F7452G92,,,,,0,0,0,,0,F7452GANFJ,1,0
F7452G92ANFJ,F7452G92ANFJC0001,Jewellers,Property Risks,1993,F7452G92,,,,,0,53.9115,0,,0,F7452GANFJ,0.03,1797.05
B0962L93ANFM,B0962L93ANFMC0001,Fine Art and Specie,Property Risks,1993,B0962L93,,,,,0,10791.1392,0,,0,B0962LANFM,0.12,89926.16
B1013N93ANFM,B1013N93ANFMC0001,Fine Art and Specie,Property Risks,1993,B1013N93,,,,,0,2020.991005,0,,0,B1013NANFM,0.1464,13804.58337
B1013N93ANFM,B1013N93ANFMC0003,Fine Art and Specie,Property Risks,1993,B1013N93,,,,,0,76.496068,0,,0,B1013NANFM,0.1464,522.5141257
B1013N93ANFM,B1013N93ANFMC0002,Fine Art and Specie,Property Risks,1993,B1013N93,,,,,0,1290.2627,0,,0,B1013NANFM,0.1464,8813.269809
F4625D93ANFJ,F4625D93ANFJC0004,Jewellers,Property Risks,1993,F4625D93,9321,GRAFF DIAMONDS,,,1,-0.02286,0,,0,F4625DANFJ,0.1204,-0.18986711
F4625D93ANFJ,F4625D93ANFJC0002,Jewellers,Property Risks,1993,F4625D93,9321,GRAFF DIAMONDS,,,1,396627.5091,0,,0,F4625DANFJ,0.1204,3294248.415
F4625D93ANFJ,F4625D93ANFJC0003,Jewellers,Property Risks,1993,F4625D93,,,,,0,86272.37559,0,,0,F4625DANFJ,0.1204,716547.97
F4625D93ANFJ,F4625D93ANFJC0001,Jewellers,Property Risks,1993,F4625D93,,,,,0,595.729568,0,,0,F4625DANFJ,0.1204,4947.92
F7864B93ANFJ,F7864B93ANFJC0001,Jewellers,Property Risks,1993,F7864B93,,,,,0,11302.58357,0,,0,F7864BANFJ,0.1111,101733.4254
L0615D93ANFR,L0615D93ANFRC0001,Fine Art and Specie,Property Risks,1993,L0615D93,,,,,0,186.459114,0,,0,L0615DANFR,0.01261,14786.60698
L0615D93ANFR,L0615D93ANFRC0002,Fine Art and Specie,Property Risks,1993,L0615D93,,,,,0,494.919,0,,0,L0615DANFR,0.0125,39593.52
L0615D93ANFR,L0615D93ANFRC0003,Fine Art and Specie,Property Risks,1993,L0615D93,,,,,0,537.68625,0,,0,L0615DANFR,0.0125,43014.9
L0615D93ANFR,L0615D93ANFRC0007,Fine Art and Specie,Property Risks,1993,L0615D93,,,,,0,1477.6875,0,,0,L0615DANFR,0.0125,118215
L0615D93ANFR,L0615D93ANFRC0005,Fine Art and Specie,Property Risks,1993,L0615D93,,,,,0,266.427585,0,,0,L0615DANFR,0.01351,19720.76869
L0615D93ANFR,L0615D93ANFRC0006,Fine Art and Specie,Property Risks,1993,L0615D93,,,,,0,1070.2875,0,,0,L0615DANFR,0.0125,85623
L0615D93ANFR,L0615D93ANFRC0004,Fine Art and Specie,Property Risks,1993,L0615D93,,,,,0,196.083936,0,,0,L0615DANFR,0.01261,15549.87597
B0886D93ANFJ,B0886D93ANFJC0001,Jewellers,Property Risks,1993,B0886D93,B,BLOCK,,,1,581.4837213,0,,0,B0886DANFJ,0.0316,18401.38358
B0952F93ANFM,B0952F93ANFMC0001,Fine Art and Specie,Property Risks,1993,B0952F93,,,,,0,17764.23155,0,,0,B0952FANFM,0.11407,155730.9683
B0816C93ANFJ,B0816C93ANFJC0001,Jewellers,Property Risks,1993,B0816C93,,,,,0,243.846096,0,,0,B0816CANFJ,0.025,9753.84384
F7901Q93ANFJ,F7901Q93ANFJC0002,Jewellers,Property Risks,1993,F7901Q93,,,,,0,1391.92,0,,0,F7901QANFJ,0.32,4349.75
F7901Q93ANFJ,F7901Q93ANFJC0001,Jewellers,Property Risks,1993,F7901Q93,,,,,0,90.231976,0,,0,F7901QANFJ,0.18605,484.9877775
B0915G93ANFJ,B0915G93ANFJC0001,Jewellers,Property Risks,1993,B0915G93,,,,,0,630.390789,0,,0,B0915GANFJ,0.080645,7816.861417
B0915G93ANFJ,B0915G93ANFJC0002,Jewellers,Property Risks,1993,B0915G93,,,,,0,2186.570049,0,,0,B0915GANFJ,0.080645,27113.52283
B0956Z93ANFM,B0956Z93ANFMC0001,Fine Art and Specie,Property Risks,1993,B0956Z93,,,,,0,403.096095,0,,0,B0956ZANFM,0.1383,2914.65
L0114K93ANFJ,L0114K93ANFJC0012,Jewellers,Property Risks,1993,L0114K93,,,,,0,2693.371677,0,,0,L0114KANFJ,0.0233,115595.3509
L0114K93ANFJ,L0114K93ANFJC0010,Jewellers,Property Risks,1993,L0114K93,,,,,0,1170.176095,0,,0,L0114KANFJ,0.0233,50222.15
L0114K93ANFJ,L0114K93ANFJC0018,Jewellers,Property Risks,1993,L0114K93,,,,,0,764.6128,0,,0,L0114KANFJ,0.0233,32816
L0114K93ANFJ,L0114K93ANFJC0004,Jewellers,Property Risks,1993,L0114K93,,,,,0,1915.879582,0,,0,L0114KANFJ,0.0233,82226.5915
L0114K93ANFJ,L0114K93ANFJC0002,Jewellers,Property Risks,1993,L0114K93,,,,,0,19174.90882,0,,0,L0114KANFJ,0.0233,822957.46
L0114K93ANFJ,L0114K93ANFJC0015,Jewellers,Property Risks,1993,L0114K93,,,,,0,554.9827,0,,0,L0114KANFJ,0.0233,23819
L0114K93ANFJ,L0114K93ANFJC0017,Jewellers,Property Risks,1993,L0114K93,,,,,0,36.6276,0,,0,L0114KANFJ,0.0233,1572
L0114K93ANFJ,L0114K93ANFJC0005,Jewellers,Property Risks,1993,L0114K93,,,,,0,3069.199475,0,,0,L0114KANFJ,0.0233,131725.2994
L0114K93ANFJ,L0114K93ANFJC0007,Jewellers,Property Risks,1993,L0114K93,,,,,0,12607.88906,0,,0,L0114KANFJ,0.0233,541111.1184
L0114K93ANFJ,L0114K93ANFJC0003,Jewellers,Property Risks,1993,L0114K93,,,,,0,1464.093719,0,,0,L0114KANFJ,0.0233,62836.6403
L0114K93ANFJ,L0114K93ANFJC0014,Jewellers,Property Risks,1993,L0114K93,,,,,0,4.0775,0,,0,L0114KANFJ,0.0233,175
L0114K93ANFJ,L0114K93ANFJC0021,Jewellers,Property Risks,1993,L0114K93,,,,,0,2536.2283,0,,0,L0114KANFJ,0.0233,108851
L0114K93ANFJ,L0114K93ANFJC0019,Jewellers,Property Risks,1993,L0114K93,,,,,0,162.4366,0,,0,L0114KANFJ,0.0233,6971.527897
L0114K93ANFJ,L0114K93ANFJC0016,Jewellers,Property Risks,1993,L0114K93,,,,,0,104.0811,0,,0,L0114KANFJ,0.0233,4467
L0114K93ANFJ,L0114K93ANFJC0009,Jewellers,Property Risks,1993,L0114K93,,,,,0,2334.707929,0,,0,L0114KANFJ,0.0233,100202.057
L0114K93ANFJ,L0114K93ANFJC0020,Jewellers,Property Risks,1993,L0114K93,,,,,0,1391.2607,0,,0,L0114KANFJ,0.0233,59710.75966
L0114K93ANFJ,L0114K93ANFJC0011,Jewellers,Property Risks,1993,L0114K93,,,,,0,0,0,,0,L0114KANFJ,0.0233,0
L0114K93ANFJ,L0114K93ANFJC0013,Jewellers,Property Risks,1993,L0114K93,,,,,0,3893.2669,0,,0,L0114KANFJ,0.0233,167093
L0114K93ANFJ,L0114K93ANFJC0006,Jewellers,Property Risks,1993,L0114K93,,,,,0,13232.65832,0,,0,L0114KANFJ,0.0233,567925.2498
L0114K93ANFJ,L0114K93ANFJC0001,Jewellers,Property Risks,1993,L0114K93,,,,,0,53.234209,0,,0,L0114KANFJ,0.0233,2284.73
L0114K93ANFJ,L0114K93ANFJC0008,Jewellers,Property Risks,1993,L0114K93,,,,,0,4626.562375,0,,0,L0114KANFJ,0.0233,198564.9088
L0114K93ANFJ,L0114K93ANFJC0022,Jewellers,Property Risks,1993,L0114K93,,,,,0,2715.1024,0,,0,L0114KANFJ,0.0233,116528
B0994F93ANFM,B0994F93ANFMC0001,Fine Art and Specie,Property Risks,1993,B0994F93,,,,,0,20329.66965,0,,0,B0994FANFM,0.3521,57738.34039
B0994F93ANFM,B0994F93ANFMC0002,Fine Art and Specie,Property Risks,1993,B0994F93,,,,,0,41952.10012,0,,0,B0994FANFM,0.3134,133861.2001
B1012E93ANFM,B1012E93ANFMC0001,Fine Art and Specie,Property Risks,1993,B1012E93,B,BLOCK,,,1,26151.0976,0,,0,B1012EANFM,0.1898,137782.3899
F7917J93ANFJ,F7917J93ANFJC0001,Jewellers,Property Risks,1993,F7917J93,,,,,0,339.330792,0,,0,F7917JANFJ,0.1304,2602.23
B0938D93ANFM,B0938D93ANFMC0001,Fine Art and Specie,Property Risks,1993,B0938D93,,,,,0,88736.41638,0,,0,B0938DANFM,0.1818,488099.1
B0996C93ANFJ,B0996C93ANFJC0001,Jewellers,Property Risks,1993,B0996C93,B,BLOCK,,,1,1211307.496,0,,0,B0996CANFJ,0.2046,5920368.995
B0959D93ANFD,B0959D93ANFDC0003,Jewellers,Property Risks,1993,B0959D93,,,,,0,8016.651226,0,,0,B0959DANFD,0.18308,43787.69514
B0959D93ANFD,B0959D93ANFDC0001,Jewellers,Property Risks,1993,B0959D93,,,,,0,32977.11896,0,,0,B0959DANFD,0.439,75118.722
B0959D93ANFD,B0959D93ANFDC0002,Jewellers,Property Risks,1993,B0959D93,,,,,0,6045.534137,0,,0,B0959DANFD,0.18308,33021.27014
L0668X93ANFR,L0668X93ANFRC0002,Fine Art and Specie,Property Risks,1993,L0668X93,,,,,0,2255.451801,0,,0,L0668XANFR,0.123967,18193.96937
L0668X93ANFR,L0668X93ANFRC0001,Fine Art and Specie,Property Risks,1993,L0668X93,,,,,0,1333.974472,0,,0,L0668XANFR,0.123967,10760.72239
L0972N93ANFJ,L0972N93ANFJC0001,Jewellers,Property Risks,1993,L0972N93,,,,,0,8242.563017,0,,0,L0972NANFJ,0.099502,82838.16423
L0663V93ANFJ,L0663V93ANFJC0002,Jewellers,Property Risks,1993,L0663V93,,,,,0,8322.593972,0,,0,L0663VANFJ,0.2893,28768.04
L0663V93ANFJ,L0663V93ANFJC0003,Jewellers,Property Risks,1993,L0663V93,,,,,0,12987.97885,0,,0,L0663VANFJ,0.2893,44894.5
L0663V93ANFJ,L0663V93ANFJC0005,Jewellers,Property Risks,1993,L0663V93,,,,,0,2763.298131,0,,0,L0663VANFJ,0.2893,9551.67
L0663V93ANFJ,L0663V93ANFJC0006,Jewellers,Property Risks,1993,L0663V93,,,,,0,10053.8346,0,,0,L0663VANFJ,0.2893,34752.28
L0663V93ANFJ,L0663V93ANFJC0007,Jewellers,Property Risks,1993,L0663V93,,,,,0,5441.724321,0,,0,L0663VANFJ,0.2893,18809.97
L0663V93ANFJ,L0663V93ANFJC0004,Jewellers,Property Risks,1993,L0663V93,,,,,0,1714.339726,0,,0,L0663VANFJ,0.2893,5925.82
L0663V93ANFJ,L0663V93ANFJC0001,Jewellers,Property Risks,1993,L0663V93,,,,,0,3307.393436,0,,0,L0663VANFJ,0.2893,11432.4004
B0035C93BVFJ,B0035C93ANBVC0005,Jewellers,Property Risks,1993,B0035C93,,,,,0,488.1934,0,Other,0,B0035CBVFJ,0.01136,42974.77113
B0035C93BVFJ,B0035C93ANBVC0006,Jewellers,Property Risks,1993,B0035C93,,,,,0,22.1666,0,Other,0,B0035CBVFJ,0.01136,1951.285211
B0035C93BVFJ,B0035C93ANBVC0002,Jewellers,Property Risks,1993,B0035C93,,,,,0,47.5401,0,Other,0,B0035CBVFJ,0.01136,4184.867958
B0035C93BVFJ,B0035C93ANBVC0003,Jewellers,Property Risks,1993,B0035C93,,,,,0,1904.2089,0,Other,0,B0035CBVFJ,0.01136,167624.0229
B0035C93BVFJ,B0035C93ANBVC0004,Jewellers,Property Risks,1993,B0035C93,,,,,0,245.9919,0,Other,0,B0035CBVFJ,0.01136,21654.21655
B1008H93AVFR,B1008H93AVFRC0001,Fine Art and Specie,Property Risks,1993,B1008H93,,,,,0,6151.025,0,,0,B1008HAVFR,0.085,72365
F8548C93ANFJ,F8548C93ANFJC0001,Jewellers,Property Risks,1993,F8548C93,,,,,0,361.482767,0,,0,F8548CANFJ,0.093,3886.911473
F8548C93ANFJ,F8548C93ANFJC0002,Jewellers,Property Risks,1993,F8548C93,,,,,0,568.053601,0,,0,F8548CANFJ,0.093,6108.103237
F8547Q93ANFJ,F8547Q93ANFJC0001,Jewellers,Property Risks,1993,F8547Q93,,,,,0,1183.8686,0,,0,F8547QANFJ,0.1539,7692.453541
F8594Z93ANFW,F8594Z93ANFWC0001,Jewellers,Property Risks,1993,F8594Z93,,,,,0,1136.586754,0,,0,F8594ZANFW,0.1238,9180.83
F8594Z93ANFW,F8594Z93ANFWC0002,Jewellers,Property Risks,1993,F8594Z93,,,,,0,1132.341652,0,,0,F8594ZANFW,0.1238,9146.54
L0664E93BNFM,L0664E93BNFMC0001,Fine Art and Specie,Property Risks,1993,L0664E93,,,,,0,2054.648418,0,,0,L0664EBNFM,0.1383,14856.46
L0664E93BNFM,L0664E93BNFMC0002,Fine Art and Specie,Property Risks,1993,L0664E93,,,,,0,0,0,,0,L0664EBNFM,0.1383,0
F8596S93ANFJ,F8596S93ANFJC0004,Jewellers,Property Risks,1993,F8596S93,,,,,0,8549.86479,0,,0,F8596SANFJ,0.1137,75196.7
F8596S93ANFJ,F8596S93ANFJC0001,Jewellers,Property Risks,1993,F8596S93,,,,,0,5146.02222,0,,0,F8596SANFJ,0.1137,45259.65013
F8596S93ANFJ,F8596S93ANFJC0006,Jewellers,Property Risks,1993,F8596S93,,,,,0,39685.38228,0,,0,F8596SANFJ,0.1137,349035.9039
F8596S93ANFJ,F8596S93ANFJC0005,Jewellers,Property Risks,1993,F8596S93,,,,,0,6550.949433,0,,0,F8596SANFJ,0.1137,57616.09
F8596S93ANFJ,F8596S93ANFJC0003,Jewellers,Property Risks,1993,F8596S93,,,,,0,5505.414059,0,,0,F8596SANFJ,0.1137,48420.52822
F8596S93ANFJ,F8596S93ANFJC0002,Jewellers,Property Risks,1993,F8596S93,,,,,0,2797.262757,0,,0,F8596SANFJ,0.1137,24602.13507
F8733B93ANFJ,F8733B93ANFJC0001,Jewellers,Property Risks,1993,F8733B93,,,,,0,364.496985,0,,0,F8733BANFJ,0.1357,2686.05
F8597D93ANFJ,F8597D93ANFJC0003,Jewellers,Property Risks,1993,F8597D93,,,,,0,389.7543,0,,0,F8597DANFJ,0.0481,8103
F8597D93ANFJ,F8597D93ANFJC0001,Jewellers,Property Risks,1993,F8597D93,,,,,0,96.8253,0,,0,F8597DANFJ,0.0481,2013
F8597D93ANFJ,F8597D93ANFJC0002,Jewellers,Property Risks,1993,F8597D93,,,,,0,357.4792,0,,0,F8597DANFJ,0.0481,7432
B1026D93ANFR,B1026D93ANFRC0001,Fine Art and Specie,Property Risks,1993,B1026D93,,,,,0,286.198691,0,,0,B1026DANFR,0.1429,2002.79
L0662H93ANFJ,L0662H93ANFJC0002,Jewellers,Property Risks,1993,L0662H93,,,,,0,14107.67232,0,,0,L0662HANFJ,0.1346,104811.83
L0662H93ANFJ,L0662H93ANFJC0001,Jewellers,Property Risks,1993,L0662H93,,,,,0,5267.235846,0,,0,L0662HANFJ,0.1346,39132.51
L0662H93ANFJ,L0662H93ANFJC0004,Jewellers,Property Risks,1993,L0662H93,,,,,0,23821.62241,0,,0,L0662HANFJ,0.1346,176980.85
L0662H93ANFJ,L0662H93ANFJC0003,Jewellers,Property Risks,1993,L0662H93,,,,,0,4863.761418,0,,0,L0662HANFJ,0.1346,36134.92881
F8703D93ANFJ,F8703D93ANFJC0001,Jewellers,Property Risks,1993,F8703D93,,,,,0,8605.52,0,,0,F8703DANFJ,0.2,43027.6
F8707V93ANFW,F8707V93ANFWC0001,Jewellers,Property Risks,1993,F8707V93,,,,,0,1479.959448,0,,0,F8707VANFW,0.1628,9090.66
B0718F93ANFJ,B0718F93ANFJC0003,Jewellers,Property Risks,1993,B0718F93,,,,,0,1322.434998,0,,0,B0718FANFJ,0.0556,23784.80212
B0718F93ANFJ,B0718F93ANFJC0001,Jewellers,Property Risks,1993,B0718F93,,,,,0,2624.69884,0,,0,B0718FANFJ,0.0556,47206.81367
B0718F93ANFJ,B0718F93ANFJC0002,Jewellers,Property Risks,1993,B0718F93,,,,,0,2046.258036,0,,0,B0718FANFJ,0.0556,36803.20209
L0616L93AVFR,L0616L93AVFRC0001,Fine Art and Specie,Property Risks,1993,L0616L93,,,,,0,533.0574,0,,0,L0616LAVFR,0.0466,11439
B0716J93ANFJ,B0716J93ANFJC0001,Jewellers,Property Risks,1993,B0716J93,,,,,0,3980.887644,0,,0,B0716JANFJ,0.1274,31247.15576
B0733V93ANFM,B0733V93ANFMC0001,Fine Art and Specie,Property Risks,1993,B0733V93,B,BLOCK,,,1,14606.2193,0,,0,B0733VANFM,0.0229,637826.1703
B0962L93INFM,B0962L93INFMC0001,Fine Art and Specie,Property Risks,1993,B0962L93,,,,,0,14076.75823,0,,0,B0962LINFM,0.1333,105602.0873
P0428C93AXFM,P0428C93AXFMC0002,Fine Art and Specie,Property Risks,1993,P0428C93,B,BLOCK,,,1,981.7548624,0,,0,P0428CAXFM,0.0481,20410.704
P0428C93AXFM,P0428C93AXFMC0001,Fine Art and Specie,Property Risks,1993,P0428C93,B,BLOCK,,,1,32634.8399,0,,0,P0428CAXFM,0.0481,678479
P0426F93ANFM,P0426F93ANFMC0001,Fine Art and Specie,Property Risks,1993,P0426F93,,,,,0,518.279507,0,,0,P0426FANFM,0.04106,12622.49165
F7452G93ANFJ,F7452G93ANFJC0001,Jewellers,Property Risks,1994,F7452G93,,,,,0,0,0,,0,F7452GANFJ,0.027778,0
F7901Q94CNFD,F7901Q94CNFDC0001,Jewellers,Property Risks,1994,F7901Q94,,,,,0,2705.496875,0,,0,F7901QCNFD,0.25,10821.9875
B0959D94ANFD,B0959D94ANFDC0007,Jewellers,Property Risks,1994,B0959D94,,,,,0,0,0,,0,B0959DANFD,1,0
B0959D94ANFD,B0959D94ANFDC0001,Jewellers,Property Risks,1994,B0959D94,,,,,0,425.870624,0,,0,B0959DANFD,0.2437,1747.52
B0959D94ANFD,B0959D94ANFDC0004,Jewellers,Property Risks,1994,B0959D94,,,,,0,7833.85403,0,,0,B0959DANFD,0.439,17844.77
B0959D94ANFD,B0959D94ANFDC0005,Jewellers,Property Risks,1994,B0959D94,,,,,0,8194.330576,0,,0,B0959DANFD,0.439,18665.90108
B0959D94ANFD,B0959D94ANFDC0002,Jewellers,Property Risks,1994,B0959D94,,,,,0,10607.14973,0,,0,B0959DANFD,0.2437,43525.44
B0959D94ANFD,B0959D94ANFDC0003,Jewellers,Property Risks,1994,B0959D94,,,,,0,9212.996052,0,,0,B0959DANFD,0.2437,37804.66168
B0959D94ANFD,B0959D94ANFDC0006,Jewellers,Property Risks,1994,B0959D94,,,,,0,7585.19565,0,,0,B0959DANFD,0.439,17278.35
B0938D94ANFM,B0938D94ANFMC0001,Fine Art and Specie,Property Risks,1994,B0938D94,,,,,0,29819.70033,0,,0,B0938DANFM,0.1818,164024.7543
B1502D94ANFD,B1502D94ANFDC0002,Jewellers,Property Risks,1994,B1502D94,,,,,0,12991.6238,0,,0,B1502DANFD,0.075,173221.6507
B1502D94ANFD,B1502D94ANFDC0001,Jewellers,Property Risks,1994,B1502D94,,,,,0,0,0,,0,B1502DANFD,0.075,0
B1502D94ANFD,B1502D94ANFDC0003,Jewellers,Property Risks,1994,B1502D94,,,,,0,5323.5406,0,,0,B1502DANFD,0.075,70980.54133
L0975X94ANFJ,L0975X94ANFJC0001,Jewellers,Property Risks,1994,L0975X94,,,,,0,14219.40565,0,,0,L0975XANFJ,0.30073,47282.96362
L0975X94ANFJ,L0975X94ANFJC0002,Jewellers,Property Risks,1994,L0975X94,,,,,0,7662.60342,0,,0,L0975XANFJ,0.30073,25480.01004
L0350G94AVFR,L0350G94AVFRC0001,Fine Art and Specie,Property Risks,1994,L0350G94,,,,,0,79.870554,0,,0,L0350GAVFR,0.033311,2397.723094
B0956Z94ANFM,B0956Z94ANFMC0001,Fine Art and Specie,Property Risks,1994,B0956Z94,,,,,0,1735.598129,0,,0,B0956ZANFM,0.238,7292.429113
B0956Z94ANFM,B0956Z94ANFMC0003,Fine Art and Specie,Property Risks,1994,B0956Z94,,,,,0,3091.622468,0,,0,B0956ZANFM,0.1667,18546.0256
B0956Z94ANFM,B0956Z94ANFMC0002,Fine Art and Specie,Property Risks,1994,B0956Z94,,,,,0,553.060235,0,,0,B0956ZANFM,0.238,2323.7825
