PolicyReference,SectionReference,YOA,CoverageName,TriFocusName,Division,RateChangeDivisor,SettlementCurrency,WrittenOrEstimatPrem,TotalIncurred,RateChangeReformat,WEPOnLevel,Index,TotalWrittenIfNotSignedMultiplier,TotalWEP
L0975X94,L0975X94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,44168.0931,21882.0091,1,44168.0931,L0975XANFJ,0.30073,146869.5943
B0956Z94,B0956Z94ANFM,1994,General Specie,Fine Art and Specie,Property Risks,0,GBP,33496.4792,5380.2808,1,33496.4792,B0956ZANFM,0.1667,200938.6875
F7924K94,F7924K94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,1601.3359,0,1,1601.3359,F7924KANFJ,0.15,10675.57267
F7901Q94,F7901Q94CNFD,1994,Art Dealers,Jewellers,Property Risks,0,GBP,11860.7337,2705.4969,1,11860.7337,F7901QCNFD,0.25,47442.9348
F7876D94,F7876D94ANFW,1994,Jewellers - Wholesale,Jewellers,Property Risks,0,GBP,4946.3894,0,1,4946.3894,F7876DANFW,0.19513,25349.20002
F8705A94,F8705A94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,853.44,0,1,853.44,F8705AANFJ,0.084,10160
F8573Z94,F8573Z94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,825.4775,0,1,825.4775,F8573ZANFJ,0.3333,2476.680168
F9277L94,F9277L94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,352.2204,0,1,352.2204,F9277LANFJ,0.33334,1056.640067
F7873Z94,F7873Z94ANFR,1994,Fine Art,Fine Art and Specie,Property Risks,0,GBP,714.65,0,1,714.65,F7873ZANFR,0.1818,3930.968097
B1008H94,B1008H94ANFR,1994,Fine Art,Fine Art and Specie,Property Risks,0,GBP,42988.761,12871.5268,1,42988.761,B1008HANFR,0.1232,348934.7484
F8545X94,F8545X94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,1472.9567,0,1,1472.9567,F8545XANFJ,0.238095,6186.424326
F8576D94,F8576D94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,1553.1967,0,1,1553.1967,F8576DANFJ,0.1667,9317.316737
F8568Q94,F8568Q94ANFW,1994,Jewellers - Wholesale,Jewellers,Property Risks,0,GBP,635,0,1,635,F8568QANFW,0.5,1270
F8567F94,F8567F94ANFD,1994,Art Dealers,Jewellers,Property Risks,0,GBP,284.48,0,1,284.48,F8567FANFD,0.1,2844.8
F8557A94,F8557A94ANFD,1994,Art Dealers,Jewellers,Property Risks,0,GBP,1526.9056,4248.2333,1,1526.9056,F8557AANFD,0.2272,6720.535211
F8584N94,F8584N94ANFD,1995,Art Dealers,Jewellers,Property Risks,0,USD,1080,0,1,1080,F8584NANFD,0.5,2160
F8581H94,F8581H94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,1667.3027,0,1,1667.3027,F8581HANFJ,0.3076,5420.359883
F8598L94,F8598L94ANFW,1994,Jewellers - Wholesale,Jewellers,Property Risks,0,GBP,0,0,1,0,F8598LANFW,0.1395,0
F9280A94,F9280A94ANFW,1994,Jewellers - Wholesale,Jewellers,Property Risks,0,GBP,0,0,1,0,F9280AANFW,0.3333,0
F8608L94,F8608L94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,381,0,1,381,F8608LANFJ,0.5,762
F9281H94,F9281H94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,304.0381,0,1,304.0381,F9281HANFJ,0.1333,2280.855964
F8606S94,F8606S94ANFW,1994,Jewellers - Wholesale,Jewellers,Property Risks,0,GBP,524.0274,0,1,524.0274,F8606SANFW,0.1587,3302
F9283E94,F9283E94ANFW,1994,Jewellers - Wholesale,Jewellers,Property Risks,0,GBP,508,0,1,508,F9283EANFW,0.5,1016
F8588F94,F8588F94ANFW,1994,Jewellers - Wholesale,Jewellers,Property Risks,0,GBP,1820.9251,0,1,1820.9251,F8588FANFW,0.1951,9333.291133
F8594Z94,F8594Z94ANFW,1994,Jewellers - Wholesale,Jewellers,Property Risks,0,GBP,5509.7002,371.4723,1,5509.7002,F8594ZANFW,0.113636,48485.51691
F8595G94,F8595G94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,2662.3245,0,1,2662.3245,F8595GANFJ,0.1509,17642.97217
L0664E94,L0664E94BNFM,1994,General Specie,Fine Art and Specie,Property Risks,0,GBP,19945.6548,0,1,19945.6548,L0664EBNFM,0.1667,119649.9988
F8596S94,F8596S94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,106261.8239,60277.8201,1,106261.8239,F8596SANFJ,0.1071,992173.8926
F9282V94,F9282V94ANFW,1994,Jewellers - Wholesale,Jewellers,Property Risks,0,GBP,1888.9539,0,1,1888.9539,F9282VANFW,0.2273,8310.399912
F8720K94,F8720K94ANFD,1994,Art Dealers,Jewellers,Property Risks,0,GBP,0,0,1,0,F8720KANFD,0.3333,0
F8612H94,F8612H94ANFD,1994,Art Dealers,Jewellers,Property Risks,1.05,GBP,496.9764,0,1.05,521.82522,F8612HANFD,0.13044,3810
F9288F94,F9288F94ANFD,1994,Art Dealers,Jewellers,Property Risks,0,GBP,950.2917,4072.4827,1,950.2917,F9288FANFD,0.3333,2851.160216
L0662H94,L0662H94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,149281.5273,122482.9631,1,149281.5273,L0662HANFJ,0.2015,740851.2521
L0663V94,L0663V94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,152021.667,16015.9692,1,152021.667,L0663VANFJ,0.4165,364998
F8615N94,F8615N94ANFD,1994,Art Dealers,Jewellers,Property Risks,0,GBP,2245.0552,0,1,2245.0552,F8615NANFD,0.2326,9652
L0970V94,L0970V94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,2283.0291,0,1,2283.0291,L0970VANFJ,0.2427,9406.794808
F8617J94,F8617J94ANFD,1994,Art Dealers,Jewellers,Property Risks,0,GBP,2086.972,0,1,2086.972,F8617JANFD,0.13953,14957.15617
F8703D94,F8703D94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,5577.0885,1271.1055,1,5577.0885,F8703DANFJ,0.1887,29555.31797
F9285B94,F9285B94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,2285.9977,0,1,2285.9977,F9285BANFJ,0.30303,7543.799954
F9286J94,F9286J94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,911.1127,0,1,911.1127,F9286JANFJ,0.6,1518.521167
F7112E94,F7112E94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,1107.1153,0,1,1107.1153,F7112EANFJ,0.0298887,37041.26643
F9287X94,F9287X94ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0,GBP,499.761,0,1,499.761,F9287XANFJ,0.285714,1749.165249
L0616L94,L0616L94AVFR,1994,Fine Art,Fine Art and Specie,Property Risks,0,GBP,16399.4394,802.0553,1,16399.4394,L0616LAVFR,0.0489,335366.8589
F8601Q94,F8601Q94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,93205.64,0,1,93205.64,F8601QANFJ,0.08034,1160139.905
F8719Z94,F8719Z94ANFW,1994,Jewellers - Wholesale,Jewellers,Property Risks,0,GBP,2771.648,0,1,2771.648,F8719ZANFW,0.155,17881.6
L0976F94,L0976F94ANFD,1994,Art Dealers,Jewellers,Property Risks,0,GBP,0,0,1,0,L0976FANFD,0.3076,0
B1026D94,B1026D94ANFR,1994,Fine Art,Fine Art and Specie,Property Risks,0,GBP,2497.8876,0,1,2497.8876,B1026DANFR,0.069999565,35684.33032
B0962L94,B0962L94ANFM,1994,General Specie,Fine Art and Specie,Property Risks,0,GBP,23969.3327,15846.4471,1,23969.3327,B0962LANFM,0.1364,175728.2456
F8733B94,F8733B94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,7173.0102,0,1,7173.0102,F8733BANFJ,0.1299,55219.47806
B0733V94,B0733V94ANFM,1994,General Specie,Fine Art and Specie,Property Risks,0,USD,10778.6199,20601.2366,1,10778.6199,B0733VANFM,0.0215,501331.1581
F9269C94,F9269C94ANFJ,1994,Jewellers - Retail,Jewellers,Property Risks,0,GBP,762.1524,0,1,762.1524,F9269CANFJ,0.3334,2286
F9289Q94,F9289Q94ANFD,1995,Art Dealers,Jewellers,Property Risks,0,GBP,1460.5,0,1,1460.5,F9289QANFD,0.25,5842
P0428C94,P0428C94AXFM,1995,General Specie,Fine Art and Specie,Property Risks,0,USD,33565.1414,18698.6527,1,33565.1414,P0428CAXFM,0.04186,801842.8428
P0426F94,P0426F94ANFM,1994,General Specie,Fine Art and Specie,Property Risks,0,GBP,679.0879,9.5428,1,679.0879,P0426FANFM,0.039007,17409.38549
L0629C94,L0629C94AVFR,1994,Fine Art,Fine Art and Specie,Property Risks,0,GBP,6539.0906,1757.6235,1,6539.0906,L0629CAVFR,0.0549,119109.1184
H1264X94,H1264X94ANFM,1994,General Specie,Fine Art and Specie,Property Risks,1,GBP,5730.9512,0,1,5730.9512,H1264XANFM,0.04068577,140858.8605
F9274G94,F9274G94ANFW,1995,Jewellers - Wholesale,Jewellers,Property Risks,0,GBP,394.5865,0,1,394.5865,F9274GANFW,0.2105,1874.52019
F7452G94,F7452G94ANFW,1994,Jewellers - Wholesale,Jewellers,Property Risks,0,GBP,17968.7747,1903.9125,1,17968.7747,F7452GANFW,0.04717,380936.4999
L0778V94,L0778V94ANFM,1994,General Specie,Fine Art and Specie,Property Risks,0,GBP,2312.2928,0,1,2312.2928,L0778VANFM,0.1154,20037.19931
H1433X94,H1433X94ANFM,1995,General Specie,Fine Art and Specie,Property Risks,1,GBP,165.4457,0,1,165.4457,H1433XANFM,0.02,8272.285
F7641Z94,F7641Z94AVFR,1995,Fine Art,Fine Art and Specie,Property Risks,0,USD,2386.72,0,1,2386.72,F7641ZAVFR,0.0197,121153.2995
F8580A95,F8580A95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0,GBP,5436.6335,0,1,5436.6335,F8580AANFJ,0.19232,28268.685
F7923C94,F7923C94ANFW,1995,Jewellers - Wholesale,Jewellers,Property Risks,1,GBP,5255.2712,0,1,5255.2712,F7923CANFW,0.129313,40639.92947
F7901Q95,F7901Q95AFFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0,GBP,4493.2379,0,1,4493.2379,F7901QAFFJ,0.25,17972.9516
F7864B95,F7864B95ANFW,1995,Jewellers - Wholesale,Jewellers,Property Risks,0,GBP,5915.7028,0,1,5915.7028,F7864BANFW,0.1091,54222.7571
F7867F95,F7867F95ANFR,1995,Fine Art,Fine Art and Specie,Property Risks,0,GBP,1208.9411,0,1,1208.9411,F7867FANFR,0.08163,14810.0098
B0996C95,B0996C95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0,GBP,1985275.09,1602187.939,1,1985275.09,B0996CANFJ,1,1985275.09
B0956Z95,B0956Z95ANFM,1995,General Specie,Fine Art and Specie,Property Risks,0,GBP,0,0,1,0,B0956ZANFM,0.225,0
F7917J95,F7917J95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0,GBP,2782.3033,100.8761,1,2782.3033,F7917JANFJ,0.2,13911.5165
L0350G95,L0350G95AVFR,1995,Fine Art,Fine Art and Specie,Property Risks,0,USD,6519.3955,546.8358,1,6519.3955,L0350GAVFR,0.033311,195712.9927
H1464D95,H1464D95ANFM,1995,General Specie,Fine Art and Specie,Property Risks,1,GBP,5093.6145,0,1,5093.6145,H1464DANFM,0.01000008,509357.3751
B0959D95,B0959D95ANFD,1995,Art Dealers,Jewellers,Property Risks,0,GBP,61390.6536,0,1,61390.6536,B0959DANFD,0.241450011,254258.2348
B1013N95,B1013N95ANFM,1995,General Specie,Fine Art and Specie,Property Risks,0,GBP,27578.8035,8144.6462,1,27578.8035,B1013NANFM,0.1704,161847.4384
L0975X95,L0975X95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0,GBP,34627.0405,442.1684,1,34627.0405,L0975XANFJ,0.30073,115143.2863
B0938D95,B0938D95ANFM,1995,General Specie,Fine Art and Specie,Property Risks,0,GBP,48581.8819,25858.5735,1,48581.8819,B0938DANFM,0.1739,279366.7734
F7901Q95,F7901Q95BNFW,1995,Jewellers - Wholesale,Jewellers,Property Risks,0,GBP,2940.5067,0,1,2940.5067,F7901QBNFW,0.25,11762.0268
F7924K95,F7924K95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0,GBP,2930.136,694.5199,1,2930.136,F7924KANFJ,0.1667,17577.30054
F7901Q95,F7901Q95CNFD,1995,Art Dealers,Jewellers,Property Risks,0,GBP,2208.271,0,1,2208.271,F7901QCNFD,0.25,8833.084
H0590C95,H0590C95ANFD,1995,Art Dealers,Jewellers,Property Risks,0,GBP,1460.6541,0,1,1460.6541,H0590CANFD,0.5,2921.3082
H0592Z95,H0592Z95ANFR,1995,Fine Art,Fine Art and Specie,Property Risks,0,GBP,1734.9404,49.7501,1,1734.9404,H0592ZANFR,0.00844,205561.6588
H0593G95,H0593G95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0,GBP,831.313,0,1,831.313,H0593GANFJ,0.5,1662.626
F7876D95,F7876D95ANFW,1995,Jewellers - Wholesale,Jewellers,Property Risks,1,GBP,5100.32,0,1,5100.32,F7876DANFW,0.2,25501.6
H0595D95,H0595D95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0,GBP,3098.8,3005.8805,1,3098.8,H0595DANFJ,0.5,6197.6
L0977Q95,L0977Q95AVFR,1995,Fine Art,Fine Art and Specie,Property Risks,0,GBP,11065.2472,1055.261,1,11065.2472,L0977QAVFR,0.0549,201552.7723
F8573Z95,F8573Z95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,1,GBP,896.3311,0,1,896.3311,F8573ZANFJ,0.3333,2689.262226
L0977Q95,L0977Q95IVFR,1995,Fine Art,Fine Art and Specie,Property Risks,1,GBP,12705.2186,16615.5721,1,12705.2186,L0977QIVFR,0.05492,231340.4698
B1008H95,B1008H95ANFR,1995,Fine Art,Fine Art and Specie,Property Risks,1,GBP,49362.2588,4032.2653,1,49362.2588,B1008HANFR,0.1202,410667.7105
F8545X95,F8545X95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,1,GBP,1472.9567,0,1,1472.9567,F8545XANFJ,0.238095,6186.424326
H0596L95,H0596L95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0,GBP,2235.2,0,1,2235.2,H0596LANFJ,1,2235.2
H0597A95,H0597A95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0,GBP,1930.4,0,1,1930.4,H0597AANFJ,1,1930.4
F8576D95,F8576D95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,1,GBP,2244.09,48.26,1,2244.09,F8576DANFJ,0.2,11220.45
F8568Q95,F8568Q95ANFW,1995,Jewellers - Wholesale,Jewellers,Property Risks,1,GBP,0,0,1,0,F8568QANFW,0.5,0
F8567F95,F8567F95ANFD,1995,Art Dealers,Jewellers,Property Risks,1,GBP,255.0617,0,1,255.0617,F8567FANFD,0.0851,2997.199765
F8584N95,F8584N95ANFD,1995,Art Dealers,Jewellers,Property Risks,1,USD,1140,0,1,1140,F8584NANFD,0.5,2280
F8557A95,F8557A95ANFD,1995,Art Dealers,Jewellers,Property Risks,1.05,GBP,1681.2354,1684.2956,1.05,1765.29717,F8557AANFD,0.2381,7061.047459
F8581H95,F8581H95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,1,GBP,0,0,1,0,F8581HANFJ,0.30666636,0
H1695S95,H1695S95ANFM,1995,General Specie,Fine Art and Specie,Property Risks,0,GBP,4115.6764,0,1,4115.6764,H1695SANFM,0.043478,94661.12517
H1997K95,H1997K95ANFM,1995,General Specie,Fine Art and Specie,Property Risks,0,GBP,5156.213,0,1,5156.213,H1997KANFM,0.02974356,173355.6104
F8608L95,F8608L95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,1,GBP,355.6,0,1,355.6,F8608LANFJ,0.5,711.2
F8606S95,F8606S95ANFW,1995,Jewellers - Wholesale,Jewellers,Property Risks,1,GBP,869.0864,0,1,869.0864,F8606SANFW,0.2632,3302
F8588F95,F8588F95ANFW,1995,Jewellers - Wholesale,Jewellers,Property Risks,1,GBP,2588.0309,0,1,2588.0309,F8588FANFW,0.2439,10611.0328
F9283E95,F9283E95ANFW,1995,Jewellers - Wholesale,Jewellers,Property Risks,1,GBP,635,0,1,635,F9283EANFW,0.5,1270
F8595G95,F8595G95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,1,GBP,3045.542,2965.3767,1,3045.542,F8595GANFJ,0.1754,17363.40935
F8594Z95,F8594Z95ANFW,1995,Jewellers - Wholesale,Jewellers,Property Risks,1,GBP,7330.4019,0,1,7330.4019,F8594ZANFW,0.13044,56197.5
F8596S95,F8596S95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,1,GBP,103779.6375,128864.5406,1,103779.6375,F8596SANFJ,0.1132,916781.25
L0664E95,L0664E95BNFM,1995,General Specie,Fine Art and Specie,Property Risks,1,GBP,4032.3856,0,1,4032.3856,L0664EBNFM,0.1836,21962.88453
F8612H95,F8612H95ANFD,1995,Art Dealers,Jewellers,Property Risks,1,GBP,634.9898,0,1,634.9898,F8612HANFD,0.20833,3047.999808
F8615N95,F8615N95ANFD,1995,Art Dealers,Jewellers,Property Risks,1,GBP,2245.0552,0,1,2245.0552,F8615NANFD,0.2326,9652
L0662H95,L0662H95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,1,GBP,187770.8081,244460.4928,1,187770.8081,L0662HANFJ,0.2345,800728.3928
L0970V95,L0970V95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,1,GBP,3345.8417,0,1,3345.8417,L0970VANFJ,0.27,12392.0063
L0663V95,L0663V95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,1,GBP,127026.5335,36451.451,1,127026.5335,L0663VANFJ,0.4203,302228.2501
H1974Q95,H1974Q95ANFR,1995,Fine Art,Fine Art and Specie,Property Risks,0,GBP,0,0,1,0,H1974QANFR,0.09,0
F8703D95,F8703D95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,1,GBP,6510.5921,0,1,6510.5921,F8703DANFJ,0.2359,27598.94913
H0600C95,H0600C95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0,GBP,1634.3098,0,1,1634.3098,H0600CANFJ,0.0923,17706.49837
H2316V95,H2316V95AVFR,1995,Fine Art,Fine Art and Specie,Property Risks,0,USD,6903.627,0,1,6903.627,H2316VAVFR,0.00461,1497532.972
H0602Z95,H0602Z95ANFD,1995,Art Dealers,Jewellers,Property Risks,0,GBP,3678.555,0,1,3678.555,H0602ZANFD,1,3678.555
H0603G95,H0603G95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0,GBP,3175,0,1,3175,H0603GANFJ,0.5,6350
B1569V95,B1569V95ANFM,1995,General Specie,Fine Art and Specie,Property Risks,0,GBP,11576.304,3415.4627,1,11576.304,B1569VANFM,0.017937,645386.854
L0616L95,L0616L95ANFR,1995,Fine Art,Fine Art and Specie,Property Risks,0,GBP,18368.4951,612.3648,1,18368.4951,L0616LANFR,0.0473,388340.277
F8601Q95,F8601Q95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,1,GBP,127133.3504,0,1,127133.3504,F8601QANFJ,0.11452,1110141.027
H2533J95,H2533J95ANFM,1995,General Specie,Fine Art and Specie,Property Risks,0,GBP,3953.2048,0,1,3953.2048,H2533JANFM,0.04,98830.12
F8719Z95,F8719Z95ANFW,1995,Jewellers - Wholesale,Jewellers,Property Risks,1,GBP,4044.4928,0,1,4044.4928,F8719ZANFW,0.2488,16256
B1026D95,B1026D95ANFR,1995,Fine Art,Fine Art and Specie,Property Risks,1,GBP,2743.4555,0,1,2743.4555,B1026DANFR,0.1429,19198.42897
B1568H95,B1568H95ANFM,1995,General Specie,Fine Art and Specie,Property Risks,0,GBP,37.186,74.615,1,37.186,B1568HANFM,0.1,371.86
B1575J95,B1575J95ANFD,1995,Art Dealers,Jewellers,Property Risks,0,GBP,44374.2305,2725.8264,1,44374.2305,B1575JANFD,1,44374.2305
F8733B95,F8733B95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,1,GBP,7141.4132,0,1,7141.4132,F8733BANFJ,0.1299,54976.23711
B0962L95,B0962L95ANFM,1995,General Specie,Fine Art and Specie,Property Risks,1,GBP,22048.0252,14437.5927,1,22048.0252,B0962LANFM,0.1364,161642.4135
F9269C95,F9269C95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0.9,GBP,762.1524,0,0.9,685.93716,F9269CANFJ,0.3334,2286
F9289Q95,F9289Q95ANFD,1995,Art Dealers,Jewellers,Property Risks,1,GBP,1017.6643,0,1,1017.6643,F9289QANFD,0.333,3056.048949
H1433X95,H1433X95ANFM,1995,General Specie,Fine Art and Specie,Property Risks,1,GBP,168.6381,0,1,168.6381,H1433XANFM,0.019139,8811.228382
H0607A95,H0607A95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0,GBP,960.6932,0,1,960.6932,H0607AANFJ,0.36363701,2641.901604
P0426F95,P0426F95ANFM,1995,General Specie,Fine Art and Specie,Property Risks,1,GBP,550.2779,0,1,550.2779,P0426FANFM,0.039007,14107.15769
P0428C95,P0428C95AXFM,1995,General Specie,Fine Art and Specie,Property Risks,1,USD,65252.8745,45915.7943,1,65252.8745,P0428CAXFM,0.04651,1402985.906
L0778V95,L0778V95ANFM,1995,General Specie,Fine Art and Specie,Property Risks,0,USD,4611.3684,2619.271,1,4611.3684,L0778VANFM,0.1154,39959.86482
F9274G95,F9274G95ANFW,1995,Jewellers - Wholesale,Jewellers,Property Risks,1,GBP,384.9624,0,1,384.9624,F9274GANFW,0.2105,1828.8
H4077Z95,H4077Z95ANFM,1995,General Specie,Fine Art and Specie,Property Risks,0,GBP,513.0183,0,1,513.0183,H4077ZANFM,0.16667,3078.048239
H4237B95,H4237B95ANFW,1995,Jewellers - Wholesale,Jewellers,Property Risks,0,GBP,2878.3788,211.3788,1,2878.3788,H4237BANFW,0.3333,8636
H4100N95,H4100N95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0,GBP,1193.8,0,1,1193.8,H4100NANFJ,0.5,2387.6
H4429X95,H4429X95ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0,GBP,551.1809,0,1,551.1809,H4429XANFJ,1,551.1809
H4432F96,H4432F96ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,0,GBP,736.6,0,1,736.6,H4432FANFJ,1,736.6
F7641Z95,F7641Z95AVFR,1995,Fine Art,Fine Art and Specie,Property Risks,1,USD,2088.4569,0,1,2088.4569,F7641ZAVFR,0.0199,104947.5829
H4428J95,H4428J95ANFD,1995,Art Dealers,Jewellers,Property Risks,0,GBP,1041.4,0,1,1041.4,H4428JANFD,0.5,2082.8
F8580A96,F8580A96ANFJ,1995,Jewellers - Retail,Jewellers,Property Risks,1,GBP,8821.0597,0,1,8821.0597,F8580AANFJ,0.22421801,39341.44139
F7900F96,F7900F96BNFM,1996,General Specie,Fine Art and Specie,Property Risks,0,GBP,764.3292,0,1,764.3292,F7900FBNFM,1,764.3292
B0956Z96,B0956Z96ANFM,1996,General Specie,Fine Art and Specie,Property Risks,1,GBP,0,0,1,0,B0956ZANFM,0.225,0
B0996C96,B0996C96ANFJ,1996,Jewellers - Retail,Jewellers,Property Risks,0.9,GBP,2050913.678,1727913.877,0.9,1845822.31,B0996CANFJ,0.42,4883127.805
B1013N96,B1013N96ANFM,1996,General Specie,Fine Art and Specie,Property Risks,1,GBP,27017.3131,3537.4596,1,27017.3131,B1013NANFM,0.1704,158552.3069
H4243Q96,H4243Q96ANFW,1996,Jewellers - Wholesale,Jewellers,Property Risks,0,USD,2513.312,0,1,2513.312,H4243QANFW,0.005,502662.4
B0959D96,B0959D96ANFD,1996,Art Dealers,Jewellers,Property Risks,0.9,GBP,49410.8904,11504.4924,0.9,44469.80136,B0959DANFD,0.439,112553.2811
F7864B96,F7864B96ANFW,1996,Jewellers - Wholesale,Jewellers,Property Risks,1,GBP,5721.9071,0,1,5721.9071,F7864BANFW,0.235294,24318.11733
L0975X96,L0975X96ANFJ,1996,Jewellers - Retail,Jewellers,Property Risks,0.9,GBP,26052.6295,1615.5099,0.9,23447.36655,L0975XANFJ,0.39025,66758.81999
F7901Q96,F7901Q96ANFJ,1996,Jewellers - Retail,Jewellers,Property Risks,0,GBP,13488.2472,784.5552,1,13488.2472,F7901QANFJ,0.25,53952.9888
F7924K96,F7924K96ANFJ,1996,Jewellers - Retail,Jewellers,Property Risks,0.9,GBP,3208.3083,0,0.9,2887.47747,F7924KANFJ,0.15873,20212.3625
H4430J96,H4430J96ANFD,1996,Art Dealers,Jewellers,Property Risks,0,GBP,0,0,1,0,H4430JANFD,0.5,0
H0595D96,H0595D96ANFJ,1996,Jewellers - Retail,Jewellers,Property Risks,1,GBP,3098.8,0,1,3098.8,H0595DANFJ,0.5,6197.6
F8573Z96,F8573Z96ANFJ,1996,Jewellers - Retail,Jewellers,Property Risks,1,GBP,165.9119,0,1,165.9119,F8573ZANFJ,0.33330002,497.7854487
H0596L96,H0596L96ANFJ,1996,Jewellers - Retail,Jewellers,Property Risks,1,GBP,2235.2,0,1,2235.2,H0596LANFJ,1,2235.2
H4433Q96,H4433Q96ANFJ,1996,Jewellers - Retail,Jewellers,Property Risks,0,GBP,2328.3186,0,1,2328.3186,H4433QANFJ,0.17391304,13387.83222
F8568Q96,F8568Q96ANFW,1996,Jewellers - Wholesale,Jewellers,Property Risks,1,GBP,889,0,1,889,F8568QANFW,0.5,1778
F8567F96,F8567F96ANFD,1996,Art Dealers,Jewellers,Property Risks,1,GBP,255.0617,0,1,255.0617,F8567FANFD,0.0851,2997.199765
F9283E96,F9283E96ANFW,1996,Jewellers - Wholesale,Jewellers,Property Risks,1,GBP,541.6669,0,1,541.6669,F9283EANFW,0.4546,1191.524197
F8584N96,F8584N96ANFD,1996,Art Dealers,Jewellers,Property Risks,1,USD,1298,0,1,1298,F8584NANFD,0.5,2596
H4439D96,H4439D96ANFJ,1996,Jewellers - Retail,Jewellers,Property Risks,0,GBP,647.4209,0,1,647.4209,H4439DANFJ,0.1,6474.209
H1997K96,H1997K96ANFM,1996,General Specie,Fine Art and Specie,Property Risks,1,GBP,1403.4546,0,1,1403.4546,H1997KANFM,0.0261,53772.2069
Z4612D96,Z4612D96ANFJ,1996,Jewellers - Retail,Jewellers,Property Risks,0,GBP,0,0,1,0,Z4612DANFJ,1,0
F8608L96,F8608L96ANFJ,1996,Jewellers - Retail,Jewellers,Property Risks,1,GBP,0,0,1,0,F8608LANFJ,0.5,0
F9281H96,F9281H96ANFJ,1996,Jewellers - Retail,Jewellers,Property Risks,1,GBP,611.9746,0,1,611.9746,F9281HANFJ,0.27780001,2202.932246
F8606S96,F8606S96ANFW,1996,Jewellers - Wholesale,Jewellers,Property Risks,1,GBP,0,0,1,0,F8606SANFW,0.24,0
H4435K96,H4435K96ANFW,1996,Jewellers - Wholesale,Jewellers,Property Risks,0,GBP,1270,452.3232,1,1270,H4435KANFW,1,1270
F8594Z96,F8594Z96ANFW,1996,Jewellers - Wholesale,Jewellers,Property Risks,1,GBP,7684.9909,1441.3099,1,7684.9909,F8594ZANFW,0.139535,55075.72222
