PolicyReference,SectionReference,YOA,CoverageName,TriFocusName,Division,RateChangeDivisor,SettlementCurrency,WrittenOrEstimatPrem,TotalIncurred,RateChangeReformat,WEPOnLevel,Index,TotalWrittenIfNotSignedMultiplier,TotalWEP
J6899S08,J6899S08ANFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,USD,6147.0938,0,1,6147.0938,J6899SANFJ,0.06375,96425.00078
B6223Z08,B6223Z08AFUJ,2008,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,EUR,0,0,1,0,B6223ZAFUJ,1,0
B6601C08,B6601C08ANFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,USD,111468.75,172678.2301,1,111468.75,B6601CANFJ,0.25,445875
B6601C08,B6601C08ANUJ,2008,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,USD,0,0,1,0,B6601CANUJ,0.25,0
L0663V08,L0663V08ANFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,GBP,93534.8109,47626.1491,1,93534.8109,L0663VANFJ,0.62093801,150634.7001
L0663V08,L0663V08ANUJ,2008,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,285.8643,0,1,285.8643,L0663VANUJ,0.62093801,460.3749415
JL565A08,JL565A08ANFJ,2008,Jewellers - Retail,Jewellers,Property Risks,0,USD,10430.4174,0,1,10430.4174,JL565AANFJ,0.12875,81012.95068
L3089V08,L3089V08ANFJ,2008,Jewellers - Retail,Jewellers,Property Risks,0.9,USD,659999.988,334379.8537,0.9,593999.9892,L3089VANFJ,0.54999999,1200000
L3089V08,L3089V08ANUJ,2008,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,0.9,USD,2062.5,0,0.9,1856.25,L3089VANUJ,0.54999999,3750.000068
F8733B08,F8733B08ANFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,GBP,5442.966,0,1,5442.966,F8733BANFJ,0.19048,28575
B6055G08,B6055G08ANFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,GBP,1348811.119,1631057.832,1,1348811.119,B6055GANFJ,0.52499999,2569164.084
B6055G08,B6055G08ANUJ,2008,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,0,0,1,0,B6055GANUJ,0.52499999,0
L3105J08,L3105J08ANFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,EUR,44857.0478,0,1,44857.0478,L3105JANFJ,1,44857.0478
L0981K08,L0981K08INFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,EUR,260545.3682,86681.8573,1,260545.3682,L0981KINFJ,0.63500001,410307.66
L0981K08,L0981K08GNFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,GBP,312801.7888,74331.0806,1,312801.7888,L0981KGNFJ,0.63499999,492601.25
L0981K08,L0981K08HNFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,GBP,5086.6832,59985.5171,1,5086.6832,L0981KHNFJ,0.63499999,8010.524851
L0981K08,L0981K08DNFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,GBP,1169352.482,1358881.077,1,1169352.482,L0981KDNFJ,0.63499999,1841500
L0981K08,L0981K08ENFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,GBP,1023183.421,912876.2024,1,1023183.421,L0981KENFJ,0.63499999,1611312.5
L0981K08,L0981K08FNFJ,2008,Jewellers - Retail,Jewellers,Property Risks,0,GBP,222176.9714,569342.5384,1,222176.9714,L0981KFNFJ,0.63499999,349884.9998
L0981K08,L0981K08BNFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,GBP,124324.5362,120678.1214,1,124324.5362,L0981KBNFJ,0.63499999,195786.6743
L0981K08,L0981K08BNUJ,2008,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,122.0098,0,1,122.0098,L0981KBNUJ,0.63500001,192.1414143
JN590Q08,JN590Q08ANFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,GBP,952.5,0,1,952.5,JN590QANFJ,0.125,7620
L3105J08,L3105J08ANUJ,2008,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,EUR,0,0,1,0,L3105JANUJ,1,0
L3133K08,L3133K08ANFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,GBP,146629.4375,0,1,146629.4375,L3133KANFJ,1,146629.4375
L3133K08,L3133K08ANUJ,2008,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,0,0,1,0,L3133KANUJ,1,0
J2960B08,J2960B08ANFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,GBP,4045.9007,507.0599,1,4045.9007,J2960BANFJ,0.28571,14160.86486
B6694A08,B6694A08ANFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,USD,35398.125,7479.2925,1,35398.125,B6694AANFJ,0.1395,253750
B6694A08,B6694A08ANUJ,2008,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,USD,505.6875,0,1,505.6875,B6694AANUJ,0.1395,3625
L0981K08,L0981K08CNUJ,2008,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,EUR,1249.3082,0,1,1249.3082,L0981KCNUJ,0.635,1967.414488
JM706X08,JM706X08ANFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,USD,6195.5165,0,1,6195.5165,JM706XANFJ,0.09091,68150
L0981K08,L0981K08ANFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,GBP,438507.1806,137720.3057,1,438507.1806,L0981KANFJ,0.63499999,690562.5
L0981K08,L0981K08ANUJ,2008,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,2739.2314,0,1,2739.2314,L0981KANUJ,0.595,4603.750252
L0981K08,L0981K08CNFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,EUR,799557.202,553543.8314,1,799557.202,L0981KCNFJ,0.635,1259145.2
L0981K08,L0981K08FNXJ,2008,Jewellers Block & Homeowners Australian Terrorism,Jewellers,Property Risks,0,GBP,14616.906,0,1,14616.906,L0981KFNXJ,0.63499999,23018.74997
B6797X08,B6797X08ANFR,2008,Fine Art,Fine Art and Specie,Property Risks,1,USD,67200,8008.7433,1,67200,B6797XANFR,0.04,1680000
B6797X08,B6797X08ANUJ,2008,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,USD,294.7,0,1,294.7,B6797XANUJ,0.0421,7000
JQ575B08,JQ575B08ANFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,USD,16280,0,1,16280,JQ575BANFJ,0.1,162800
B6811Q08,B6811Q08ANFR,2008,Fine Art,Fine Art and Specie,Property Risks,0,EUR,31429.259,1315.5883,1,31429.259,B6811QANFR,0.090909,345722.1947
L0662H08,L0662H08ANUJ,2008,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,0,0,1,0,L0662HANUJ,0.75,0
L0662H08,L0662H08ANFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,GBP,231338.4375,103688.8008,1,231338.4375,L0662HANFJ,0.75,308451.25
JB155N08,JB155N08ANFJ,2008,Jewellers - Retail,Jewellers,Property Risks,1,EUR,31727.6098,430.7661,1,31727.6098,JB155NANFJ,0.15,211517.3987
B6817D09,B6817D09ANUJ,2009,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,0,0,1,0,B6817DANUJ,0.086957,0
B6115V09,B6115V09ANFR,2009,Fine Art,Fine Art and Specie,Property Risks,1,USD,60415.1583,14823.7578,1,60415.1583,B6115VANFR,0.070396,858218.6246
B6118B09,B6118B09ANFR,2009,Fine Art,Fine Art and Specie,Property Risks,1,USD,287400.96,140307.9241,1,287400.96,B6118BANFR,0.093312,3080000
B6118B09,B6118B09ANUJ,2009,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,USD,326.592,0,1,326.592,B6118BANUJ,0.093312,3500
B6115V09,B6115V09ANUJ,2009,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,USD,118.7932,0,1,118.7932,B6115VANUJ,0.070396,1687.49929
B5980B09,B5980B09ANUJ,2009,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,7110.2418,0,1,7110.2418,B5980BANUJ,0.555556,12798.425
B6817D09,B6817D09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,115124.046,41460.6716,1,115124.046,B6817DANFJ,0.086957,1323919.247
K1687V09,K1687V09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,32445.942,0,1,32445.942,K1687VANFJ,0.5,64891.884
L0983G09,L0983G09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,314121.6414,208742.0957,1,314121.6414,L0983GANFJ,0.5,628243.2828
B6830X09,B6830X09ANFR,2009,Fine Art,Fine Art and Specie,Property Risks,0,GBP,155201.9312,34727.1592,1,155201.9312,B6830XANFR,0.050603,3067050.001
B0996C09,B0996C09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,0.98,GBP,7450631.105,6769933.234,0.98,7301618.483,B0996CANFJ,0.68999999,10798016.25
B5980B09,B5980B09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,580584.4922,2212337.551,1,580584.4922,B5980BANFJ,0.555556,1045051.25
J1194J09,J1194J09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,12696.2381,0,1,12696.2381,J1194JANFJ,0.5,25392.4762
B6830X09,B6830X09ANUJ,2009,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,0,GBP,1108.5853,0,1,1108.5853,B6830XANUJ,0.050603,21907.50153
J9999A09,J9999A09BFFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1.01,USD,0.9,0,1.01,0.909,J9999ABFFJ,1,0.9
B2159X09,B2159X09ANFD,2009,Art Dealers,Jewellers,Property Risks,1,GBP,133350,52005.9666,1,133350,B2159XANFD,1,133350
B6113A09,B6113A09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1.25,USD,0,0,1.25,0,B6113AANFJ,0.1275,0
B6751E09,B6751E09ANFR,2009,Fine Art,Fine Art and Specie,Property Risks,1,EUR,34526.6298,2542.6049,1,34526.6298,B6751EANFR,0.16,215791.4363
JD588E09,JD588E09ANFR,2009,Fine Art,Fine Art and Specie,Property Risks,1,GBP,8256.5273,87.63,1,8256.5273,JD588EANFR,0.090909,90821.89112
JD588E09,JD588E09BNFD,2009,Art Dealers,Jewellers,Property Risks,1,GBP,0,0,1,0,JD588EBNFD,0.1,0
JD589N09,JD589N09ANFR,2009,Fine Art,Fine Art and Specie,Property Risks,1,GBP,20891.4143,0,1,20891.4143,JD589NANFR,0.1,208914.143
B6573G09,B6573G09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,EUR,622299.9701,312287.8813,1,622299.9701,B6573GANFJ,0.65000002,957384.5399
B1575J09,B1575J09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,167967.8189,15242.1463,1,167967.8189,B1575JANFJ,1,167967.8189
J8333D09,J8333D09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,USD,1456.38,0,1,1456.38,J8333DANFJ,0.029,50220
F8596S09,F8596S09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,44574.0065,0,1,44574.0065,F8596SANFJ,0.35555599,125364.2401
B2026C09,B2026C09HFFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,239079.769,135.0046,1,239079.769,B2026CHFFJ,0.3333,717311.0381
L0975X09,L0975X09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,EUR,48846.1484,6446.2915,1,48846.1484,L0975XANFJ,0.59999998,81410.25005
B6081L09,B6081L09ANFR,2009,Fine Art,Fine Art and Specie,Property Risks,1,USD,88859.3751,17693.0293,1,88859.3751,B6081LANFR,0.1175,756250.0009
B6081L09,B6081L09ANUJ,2009,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,USD,4194.1625,0,1,4194.1625,B6081LANUJ,0.1175,35695
F8601Q09,F8601Q09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,EUR,906943.5046,1505320.258,1,906943.5046,F8601QANFJ,0.312,2906870.207
F8601Q09,F8601Q09ANUJ,2009,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,EUR,37432.4339,0,1,37432.4339,F8601QANUJ,0.38000001,98506.40241
F8601Q09,F8601Q09BNFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,EUR,97869.3674,0,1,97869.3674,F8601QBNFJ,0.39,250947.0959
F8596S09,F8596S09ANUJ,2009,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,2257.7806,0,1,2257.7806,F8596SANUJ,0.35555599,6350.000179
B6863A09,B6863A09ANFR,2009,Fine Art,Fine Art and Specie,Property Risks,0,GBP,11218.3118,1911.8859,1,11218.3118,B6863AANFR,0.20000001,56091.5562
JX753L09,JX753L09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,0,USD,10875,0,1,10875,JX753LANFJ,0.15,72500
L0663V09,L0663V09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,100052.5178,51115.4364,1,100052.5178,L0663VANFJ,0.62093801,161131.2501
L0663V09,L0663V09ANUJ,2009,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,285.8643,0,1,285.8643,L0663VANUJ,0.62093801,460.3749415
B6223Z09,B6223Z09AFUJ,2009,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,EUR,0,0,1,0,B6223ZAFUJ,1,0
JE749Q09,JE749Q09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,0.94,USD,7028.9099,0,0.94,6607.175306,JE749QANFJ,0.075,93718.79867
B6874Q09,B6874Q09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,45914.606,654615.8358,1,45914.606,B6874QANFJ,1,45914.606
L3089V09,L3089V09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,USD,489375.0109,957148.3891,1,489375.0109,L3089VANFJ,0.45000001,1087500
L3089V09,L3089V09ANUJ,2009,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,USD,1687.5,0,1,1687.5,L3089VANUJ,0.45000001,3749.999917
JL565A09,JL565A09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,0.96,USD,8798.9625,0,0.96,8447.004,JL565AANFJ,0.1395,63075
L0981K09,L0981K09BNFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,150788.664,103813.6228,1,150788.664,L0981KBNFJ,0.63500001,237462.4593
L0981K09,L0981K09BNUJ,2009,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,122.0098,0,1,122.0098,L0981KBNUJ,0.63500001,192.1414143
L3105J09,L3105J09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,EUR,78696.575,0,1,78696.575,L3105JANFJ,1,78696.575
L3105J09,L3105J09ANUJ,2009,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,EUR,0,0,1,0,L3105JANUJ,1,0
L3133K09,L3133K09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,78263.75,0,1,78263.75,L3133KANFJ,1,78263.75
B6055G09,B6055G09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,1546775.613,759053.4755,1,1546775.613,B6055GANFJ,0.59999998,2577959.441
B6055G09,B6055G09ANUJ,2009,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,264.3127,0,1,264.3127,B6055GANUJ,0.59999998,440.5211814
J2960B09,J2960B09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,4309.9412,0,1,4309.9412,J2960BANFJ,0.28571,15085.02048
L3133K09,L3133K09ANUJ,2009,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,0,0,1,0,L3133KANUJ,1,0
JM706X09,JM706X09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,USD,6398.6055,0,1,6398.6055,JM706XANFJ,0.0909,70391.69967
L0981K09,L0981K09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,423890.288,168051.6556,1,423890.288,L0981KANFJ,0.63500001,667543.7501
L0981K09,L0981K09ANUJ,2009,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,2923.3814,0,1,2923.3814,L0981KANUJ,0.63500001,4603.750164
L0981K09,L0981K09CNFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,EUR,749584.8887,643561.8068,1,749584.8887,L0981KCNFJ,0.63500001,1180448.625
L0981K09,L0981K09CNUJ,2009,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,EUR,2498.6164,0,1,2498.6164,L0981KCNUJ,0.63500001,3934.828914
L0981K09,L0981K09DNFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,1461690.648,2010808.622,1,1461690.648,L0981KDNFJ,0.63500001,2301875
L0981K09,L0981K09ENFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,730845.3241,570791.1432,1,730845.3241,L0981KENFJ,0.63500001,1150937.5
L0981K09,L0981K09FNFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,380039.5685,1109942.925,1,380039.5685,L0981KFNFJ,0.63500001,598487.5
L0981K09,L0981K09INFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,EUR,241245.7037,199827.39,1,241245.7037,L0981KINFJ,0.63499999,379914.5
L0981K09,L0981K09FNXJ,2009,Jewellers Block & Homeowners Australian Terrorism,Jewellers,Property Risks,1,GBP,2923.3814,0,1,2923.3814,L0981KFNXJ,0.63500001,4603.750164
L0981K09,L0981K09GNFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,233870.5037,341906.7359,1,233870.5037,L0981KGNFJ,0.63500001,368300
L0981K09,L0981K09HNFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,58467.6259,0,1,58467.6259,L0981KHNFJ,0.63500001,92074.99997
JN590Q09,JN590Q09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,1428.75,0,1,1428.75,JN590QANFJ,0.125,11430
ZX148F09,ZX148F09ANFD,2009,Art Dealers,Jewellers,Property Risks,1,GBP,2850.2846,0,1,2850.2846,ZX148FANFD,0.045,63339.65778
B6797X09,B6797X09ANUJ,2009,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,USD,109.0751,0,1,109.0751,B6797XANUJ,0.01558215,7000.003209
B6797X09,B6797X09ANFR,2009,Fine Art,Fine Art and Specie,Property Risks,1,USD,29424.6236,903.7182,1,29424.6236,B6797XANFR,0.01758794,1672999.999
JQ575B09,JQ575B09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,USD,5396.755,0,1,5396.755,JQ575BANFJ,0.0818,65975
L0662H09,L0662H09ANUJ,2009,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,0,0,1,0,L0662HANUJ,0.75,0
L0662H09,L0662H09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,207168.75,107909.7827,1,207168.75,L0662HANFJ,0.75,276225
L0662H09,L0662H09AAFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,GBP,0,0,1,0,L0662HAAFJ,0.75,0
JB155N09,JB155N09ANFJ,2009,Jewellers - Retail,Jewellers,Property Risks,1,EUR,0,5026.5945,1,0,JB155NANFJ,0.15,0
B6950C10,B6950C10ANUJ,2010,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,GBP,0,0,1,0,B6950CANUJ,0.1,0
B2159X10,B2159X10ANFD,2010,Art Dealers,Jewellers,Property Risks,1,GBP,133350,154276.5901,1,133350,B2159XANFD,1,133350
B6830X10,B6830X10ANUJ,2010,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,GBP,201.4,0,1,201.4,B6830XANUJ,0.045966,4381.499369
B6830X10,B6830X10ANFR,2010,Fine Art,Fine Art and Specie,Property Risks,1,GBP,160397.0375,23133.6104,1,160397.0375,B6830XANFR,0.045966,3489471.294
B5980B10,B5980B10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,753340.6972,611148.7841,1,753340.6972,B5980BANFJ,0.68181799,1104900
B5980B10,B5980B10ANUJ,2010,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,10044.5426,0,1,10044.5426,B5980BANUJ,0.68181799,14731.99996
K1687V10,K1687V10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,34837.071,0,1,34837.071,K1687VANFJ,0.5,69674.142
B6115V10,B6115V10ANFR,2010,Fine Art,Fine Art and Specie,Property Risks,1,USD,69817.4809,14053.8671,1,69817.4809,B6115VANFR,0.066495,1049965.876
B6817D10,B6817D10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,104747.9674,26515.4713,1,104747.9674,B6817DANFJ,0.086957,1204595
L0983G10,L0983G10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,328005.2814,0,1,328005.2814,L0983GANFJ,0.5,656010.5628
B6115V10,B6115V10ANUJ,2010,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,USD,224.4207,0,1,224.4207,B6115VANUJ,0.066495,3375.001128
B6118B10,B6118B10ANFR,2010,Fine Art,Fine Art and Specie,Property Risks,1,USD,183308.58,141715.6568,1,183308.58,B6118BANFR,0.091884,1995000
B6950C10,B6950C10ANFR,2010,Fine Art,Fine Art and Specie,Property Risks,1,GBP,8001,34923.4146,1,8001,B6950CANFR,0.1,80010
B6817D10,B6817D10ANUJ,2010,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,0,0,1,0,B6817DANUJ,0.086957,0
B0996C10,B0996C10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1.05,GBP,7511100.104,4703022.193,1.05,7886655.109,B0996CANFJ,0.6956,10798016.25
J9999A10,J9999A10BFFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1.01,USD,0.9,0,1.01,0.909,J9999ABFFJ,1,0.9
B6118B10,B6118B10ANUJ,2010,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,USD,321.594,0,1,321.594,B6118BANUJ,0.091884,3500
B6874Q10,B6874Q10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,321413.4664,1247286.888,1,321413.4664,B6874QANFJ,1,321413.4664
J1194J10,J1194J10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,12930.9199,0,1,12930.9199,J1194JANFJ,0.3334,38785.0027
JD589N10,JD589N10ANFR,2010,Fine Art,Fine Art and Specie,Property Risks,1,GBP,9593.1996,0,1,9593.1996,JD589NANFR,0.05,191863.992
JD588E10,JD588E10ANFR,2010,Fine Art,Fine Art and Specie,Property Risks,1,GBP,12436.6085,0,1,12436.6085,JD588EANFR,0.05,248732.17
JD588E10,JD588E10BNFD,2010,Art Dealers,Jewellers,Property Risks,1,GBP,277.8011,0,1,277.8011,JD588EBNFD,0.05,5556.022
JU857B10,JU857B10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,USD,4511.3851,0,1,4511.3851,JU857BANFJ,0.1,45113.851
JX851H10,JX851H10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,USD,11131.2151,3886.539,1,11131.2151,JX851HANFJ,0.15,74208.10067
B6751E10,B6751E10AFFR,2010,Fine Art,Fine Art and Specie,Property Risks,1,EUR,40460.8943,1782.3417,1,40460.8943,B6751EAFFR,0.1,404608.943
B1575J10,B1575J10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,156467.6514,17697.1325,1,156467.6514,B1575JANFJ,1,156467.6514
J8333D10,J8333D10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,USD,1827.4647,0,1,1827.4647,J8333DANFJ,0.029,63016.02414
B2026C10,B2026C10HFFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,212579.4429,0,1,212579.4429,B2026CHFFJ,0.20830001,1020544.564
F8596S10,F8596S10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,54186.7329,0,1,54186.7329,F8596SANFJ,0.35555599,152400.0001
F8596S10,F8596S10ANUJ,2010,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,2257.7806,0,1,2257.7806,F8596SANUJ,0.35555599,6350.000179
F8601Q10,F8601Q10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,EUR,771333.1693,0,1,771333.1693,F8601QANFJ,0.312,2472221.696
F8601Q10,F8601Q10ANUJ,2010,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,EUR,15511.2582,0,1,15511.2582,F8601QANUJ,0.38000001,40819.09945
F8601Q10,F8601Q10BNFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,EUR,103069.3311,0,1,103069.3311,F8601QBNFJ,0.312,330350.4202
B6081L10,B6081L10ANFR,2010,Fine Art,Fine Art and Specie,Property Risks,1,USD,82845.017,40104.1522,1,82845.017,B6081LANFR,0.1175,705063.9745
B6081L10,B6081L10ANUJ,2010,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,USD,355.4375,0,1,355.4375,B6081LANUJ,0.1175,3025
L0975X10,L0975X10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,EUR,40705.125,2753.0669,1,40705.125,L0975XANFJ,0.5,81410.25
JX753L10,JX753L10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,USD,7712.8594,0,1,7712.8594,JX753LANFJ,0.15,51419.06267
B6223Z10,B6223Z10AFUJ,2010,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,EUR,0,0,1,0,B6223ZAFUJ,1,0
L0663V10,L0663V10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,114346.1029,35230.9372,1,114346.1029,L0663VANFJ,0.62094001,184150.0001
L0663V10,L0663V10ANUJ,2010,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,285.8643,0,1,285.8643,L0663VANUJ,0.62093801,460.3749415
JE749Q10,JE749Q10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,USD,7068.75,0,1,7068.75,JE749QANFJ,0.075,94250
L3089V10,L3089V10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,0.97,USD,436129.0522,553645.5528,0.97,423045.1806,L3089VANFJ,0.45000001,969175.65
L3089V10,L3089V10ANUJ,2010,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,0.97,USD,1631.25,0,0.97,1582.3125,L3089VANUJ,0.45000001,3624.999919
JC924J10,JC924J10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,2644.8513,0,1,2644.8513,JC924JANFJ,0.20000001,13224.25584
JM706X10,JM706X10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,USD,5769.55,0,1,5769.55,JM706XANFJ,0.0865,66700
J2960B10,J2960B10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,5224.9615,0,1,5224.9615,J2960BANFJ,0.33333999,15674.57148
