type,region,country,relativity,param_a,param_b
Securities,Asia,Tajikistan,0.75,0.1471,-0.276
Securities,Africa,Tanzania,1.5,0.1471,-0.276
Securities,Asia,Thailand,0.75,0.1471,-0.276
Securities,Asia,Timor-Leste,0.75,0.1471,-0.276
Securities,Africa,Togo,1.5,0.1471,-0.276
Securities,Oceania,Tokelau,0.75,0.1471,-0.276
Securities,Oceania,Tonga,0.75,0.1471,-0.276
Securities,North America,Trinidad and Tobago,1,0.1471,-0.276
Securities,Africa,Tunisia,1.5,0.1471,-0.276
Securities,Europe,Turkey,1,0.1471,-0.276
Securities,Asia,Turkmenistan,0.75,0.1471,-0.276
Securities,North America,Turks and Caicos Islands,1,0.1471,-0.276
Securities,Oceania,Tuvalu,0.75,0.1471,-0.276
Securities,Africa,Uganda,1.5,0.1471,-0.276
Securities,Europe,Ukraine,1,0.1471,-0.276
Securities,Asia,UAE,0.75,0.1471,-0.276
Securities,Europe,UK,1,0.1471,-0.276
Securities,Asia,United Nations Neutral Zone,0.75,0.1471,-0.276
Securities,Oceania,United States Minor Outlying Islands,0.75,0.1471,-0.276
Securities,USA,USA,1,0.1471,-0.276
Securities,North America,United States Virgin Islands,1,0.1471,-0.276
Securities,South America,Uruguay,2,0.1471,-0.276
Securities,Asia,Uzbekistan,0.75,0.1471,-0.276
Securities,Oceania,Vanuatu,0.75,0.1471,-0.276
Securities,South America,Venezuela,2,0.1471,-0.276
Securities,Asia,Vietnam,0.75,0.1471,-0.276
Securities,Oceania,Wallis and Futuna,0.75,0.1471,-0.276
Securities,Africa,Western Sahara,1.5,0.1471,-0.276
Securities,Asia,Yemen,0.75,0.1471,-0.276
Securities,Africa,Zambia,1.5,0.1471,-0.276
Securities,Africa,Zimbabwe,1.5,0.1471,-0.276
