Retail,Africa,Burundi,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Cambodia,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Cameroon,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,North America,Canada,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Africa,Cape Verde,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,North America,Cayman Islands,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Africa,Central African Republic,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Chad,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,South America,Chile,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Retail,Asia,China,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Retail,Asia,Christmas Island,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Cocos (Keeling) Islands,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,South America,Colombia,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Retail,Africa,Comoros,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Congo,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Congo the,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Oceania,Cook Islands,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,North America,Costa Rica,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Africa,Cote d'Ivoire,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Croatia,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,North America,Cuba,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,North America,Curacao,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Europe,Cyprus,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Europe,Czech Republic,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Europe,Denmark,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Oceania,Disputed Territory,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Djibouti,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,North America,Dominica,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,North America,Dominican Republic,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,South America,Ecuador,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Retail,Africa,Egypt,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,North America,El Salvador,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Africa,Equatorial Guinea,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Eritrea,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Estonia,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Africa,Ethiopia,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,South America,Falkland Islands,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Retail,Europe,Faroe Islands,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Oceania,Fiji,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Finland,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Europe,France,0.015,0.01,0.009375,0.00875,0.0075,0.005,0.0025
Retail,South America,French Guiana,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Retail,Oceania,French Polynesia,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Antarctica,French Southern Territories,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Retail,Africa,Gabon,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Gambia,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Georgia,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Europe,Germany,0.0063,0.00378,0.00252,0.002016,0.001512,0.001008,0.000756
Retail,Africa,Ghana,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Gibraltar,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Europe,Greece,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,North America,Greenland,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,North America,Grenada,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,North America,Guadeloupe,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Oceania,Guam,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,North America,Guatemala,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Europe,Guernsey,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Africa,Guinea,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Guinea-Bissau,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,South America,Guyana,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Retail,North America,Haiti,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Antarctica,Heard Island and McDonald Islands,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Retail,Europe,Vatican City,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,North America,Honduras,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Asia,Hong Kong,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Retail,Europe,Hungary,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Europe,Iceland,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Asia,India,0.0015,0.0015,0.00125,0.00125,0.001,0.001,0.001
Retail,Asia,Indonesia,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Iran,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Iraq,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Iraq-Saudi Arabia Neutral Zone,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Ireland,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Europe,Isle of Man,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Asia,Israel,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Italy,0.0063,0.00378,0.00252,0.002016,0.001512,0.001008,0.000756
Retail,North America,Jamaica,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Asia,Japan,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Jersey,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Asia,Jordan,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Kazakhstan,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Africa,Kenya,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Oceania,Kiribati,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Korea,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Kuwait,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Kyrgyz Republic,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Laos,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Latvia,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Asia,Lebanon,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Lesotho,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Liberia,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Libya,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Liechtenstein,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Europe,Lithuania,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Europe,Luxembourg,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Asia,Macao,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Macedonia,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Africa,Madagascar,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Malawi,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Malaysia,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Maldives,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Mali,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Malta,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Oceania,Marshall Islands,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,North America,Martinique,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Africa,Mauritania,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Mauritius,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Mayotte,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,North America,Mexico,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Oceania,Micronesia,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Moldova,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Europe,Monaco,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Asia,Mongolia,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Montenegro,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,North America,Montserrat,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Africa,Morocco,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Mozambique,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Myanmar,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Namibia,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Oceania,Nauru,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Nepal,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,North America,Netherlands Antilles,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Europe,Netherlands,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Oceania,New Caledonia,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Oceania,New Zealand,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,North America,Nicaragua,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Africa,Niger,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Nigeria,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Oceania,Niue,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Oceania,Norfolk Island,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Oceania,Northern Mariana Islands the,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Norway,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Asia,Oman,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Pakistan,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Oceania,Palau,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,"Palestinian Territory, Occupied",0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,North America,Panama,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Oceania,Papua New Guinea,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,South America,Paraguay,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Retail,South America,Peru,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Retail,Asia,Philippines,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Oceania,Pitcairn Islands,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Poland,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Europe,Portugal,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,North America,Puerto Rico,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Asia,Qatar,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Reunion,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Romania,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Europe,Russia,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Africa,Rwanda,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,North America,Saint Barthelemy,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Africa,Saint Helena,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,North America,Saint Kitts and Nevis,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,North America,Saint Lucia,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,North America,Saint Martin,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,North America,Saint Pierre and Miquelon,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,North America,Saint Vincent and the Grenadines,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Oceania,"Samoa, Independent State of",0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,San Marino,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Africa,Sao Tome and Principe,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Saudi Arabia,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Senegal,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Serbia,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Africa,Seychelles,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Sierra Leone,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Singapore,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Retail,North America,Sint Maarten (Netherlands),0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Europe,Slovakia,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Europe,Slovenia,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Oceania,Solomon Islands,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Slomalia,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,South Africa,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Antarctica,South Georgia and the South Sandwich Islands,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Retail,Africa,South Sudan,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Spain,0.009,0.0054,0.0036,0.00288,0.00216,0.00144,0.00108
Retail,Asia,Spratly Islands,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Sri Lanka,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Sudan,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,South America,Suriname,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Retail,Europe,Svalbard & Jan Mayen Islands,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Africa,Swaziland,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Sweden,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Europe,Switzerland,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Asia,Syria,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Taiwan,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Tajikistan,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Tanzania,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Thailand,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Timor-Leste,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Togo,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Oceania,Tokelau,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Oceania,Tonga,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,North America,Trinidad and Tobago,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Africa,Tunisia,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Turkey,0.00275,0.002,0.00175,0.0015,0.00133,0.001,0.00075
Retail,Asia,Turkmenistan,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,North America,Turks and Caicos Islands,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,Oceania,Tuvalu,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Uganda,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,Ukraine,0.0125,0.0075,0.005,0.004,0.003,0.002,0.0015
Retail,Asia,UAE,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Europe,UK,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175
Retail,Asia,United Nations Neutral Zone,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Oceania,United States Minor Outlying Islands,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,North America,USA,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,North America,United States Virgin Islands,0.0175,0.01,0.0075,0.0055,0.0045,0.004,0.0035
Retail,South America,Uruguay,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Retail,Asia,Uzbekistan,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Oceania,Vanuatu,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,South America,Venezuela,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Retail,Asia,Vietnam,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Oceania,Wallis and Futuna,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Western Sahara,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Asia,Yemen,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Zambia,0.003,0.0025,0.002,0.0015,0.001,0.001,0.001
Retail,Africa,Zimbabwe,0.01,0.0075,0.006875,0.00625,0.005,0.0035,0.0025
Wholesale,Europe,Åland Islands,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Asia,Afghanistan,0.01,0.0075,0.006875,0.00625,0.005,0.0035,0.0025
Wholesale,Europe,Albania,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Africa,Algeria,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Oceania,American Samoa,0.01,0.0075,0.006875,0.00625,0.005,0.0035,0.0025
Wholesale,Europe,Andorra,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Africa,Angola,0.015,0.0085,0.0065,0.005,0.00375,0.002,0.00125
Wholesale,North America,Anguilla,0.015,0.0085,0.0065,0.005,0.00375,0.002,0.00125
Wholesale,North America,Antigua and Barbuda,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Wholesale,South America,Argentina,0.01,0.0075,0.006875,0.00625,0.005,0.0035,0.0025
Wholesale,Europe,Armenia,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,North America,Aruba,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Oceania,Australia,0.01,0.0075,0.006875,0.00625,0.005,0.0035,0.0025
Wholesale,Europe,Austria,0.01,0.0075,0.006875,0.00625,0.005,0.0035,0.0025
Wholesale,Europe,Azerbaijan,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,North America,Bahamas,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Asia,Bahrain,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Asia,Bangladesh,0.015,0.0085,0.0065,0.005,0.00375,0.002,0.00125
Wholesale,North America,Barbados,0.01,0.0075,0.006875,0.00625,0.005,0.0035,0.0025
Wholesale,Europe,Belarus,0.0063,0.00378,0.00252,0.002016,0.001512,0.001008,0.000756
Wholesale,Europe,Belgium,0.015,0.0085,0.0065,0.005,0.00375,0.002,0.00125
Wholesale,North America,Belize,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Africa,Benin,0.015,0.0085,0.0065,0.005,0.00375,0.002,0.00125
Wholesale,North America,Bermuda,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Asia,Bhutan,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Wholesale,South America,Bolivia,0.015,0.0085,0.0065,0.005,0.00375,0.002,0.00125
Wholesale,North America,"Bonaire, Sint Eustatius and Saba",0.01,0.0075,0.006875,0.00625,0.005,0.0035,0.0025
Wholesale,Europe,Bosnia and Herzegovina,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Africa,Botswana,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Wholesale,Antarctica,Bouvet Island (Bouvetoya),0.04,0.04,0.04,0.04,0.04,0.04,0.04
Wholesale,South America,Brazil,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Asia,British Indian Ocean Territory (Chagos Archipelago),0.015,0.0085,0.0065,0.005,0.00375,0.002,0.00125
Wholesale,North America,British Virgin Islands,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Asia,Brunei,0.01,0.0075,0.006875,0.00625,0.005,0.0035,0.0025
Wholesale,Europe,Bulgaria,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Africa,Burkina Faso,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Africa,Burundi,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Asia,Cambodia,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Africa,Cameroon,0.015,0.0085,0.0065,0.005,0.00375,0.002,0.00125
Wholesale,North America,Canada,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Africa,Cape Verde,0.015,0.0085,0.0065,0.005,0.00375,0.002,0.00125
Wholesale,North America,Cayman Islands,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Africa,Central African Republic,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Africa,Chad,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Wholesale,South America,Chile,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Wholesale,Asia,China,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Asia,Christmas Island,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Asia,Cocos (Keeling) Islands,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Wholesale,South America,Colombia,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Africa,Comoros,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
Wholesale,Africa,Congo,0.0025,0.002,0.0015,0.001,0.001,0.001,0.001
