firm_name
LUIGI & FRANCESCO PREVOSTI
LUXEHOUZE SG PTE. LTD
LUXEMBOURG ART
MACAO SCIENCE MUSEUM
MACAU MUSEUM & MUSEUM OF SCARED ART AND CRYPT
MACAU MUSUEM
MADAME FRANCOISE HERSAINT - MAX ERNST LOANS TO PALAZZO REALE MILAN
MAIDAM PROPERTY SDN BHD
MAISON PSYCHE
MAISON REMY MARTIN SAS
MAISON THOMAS SARL
MALABAR GOLD & DIAMONDS
MALCA GLOBAL
MAN RAY TRUST
MARC NATHANSON
MARIE LE MENER DE KERMANOR
MARINA NISSIM
MARK GROTJAHN
MARLBOROUGH GALERIA SA
MARMOTTAN MONET BERTHE MORIZOT
MARMOTTAN MONET NEO ROMANTIQUES
MARSAN GEORGES
MARSH DART LINESLIP
MARTELLI FINE ART SAGL
MARTIN HATEBUR
MARTIN JEROME & MONIN LYDIA
MASSIMILIANO MESSINA
MAXFIELD ENTERPRISE
MAXI-CASH RETAIL PTE LTD AND/OR ASPIAL LIFESTYLE LIMITED ETC.
MAXI-CASH VENTURES PTE LTD
MC WATCHES SARL
MEIR ANAVI
MEMORY LANE INC
MENORA MIVTACHIM HOLDINGS LTD
MESSIKA GROUP
METROPOLITAN HOLDINGS INTERNATIONAL LTD
MICHAEL APPLE
MICHEL STEPHANE
MILLE & LINE
MINISTRY OF STATE FOR ANTIQUITIES CAIRO
MIZUNARA WHISKY COLLECTIONS LTD
MK MUSTAFA CENTRE SDN BHD
MKS PAMP SA
MO JOAILLIER SARL
MOHAMED MUSTAFA & SAMSUDDIN CO PTE LTD AND THEIR AFFILIATED/SISTER COMPANIES ETC
MOLDOVA AGROINDBANK
MONACO WATCH
MONART INVESTMENT CORPORATION ESTABLISHMENT
MONEYMAX GROUP OF PAWNBROKERS - MALAYSIA
MONTANI GALLERY
MONTRES JOURNE PARIS
MONTSE ESTEVE
MORENO VINCENT
MORENO VINCENT & MV GROUPE SAS
MORETTI FINE ART - DEALER POLICY
MORETTI FINE ART LTD - PRIVATE COLLECTION
MOSFUN GROUP
MOUAWAD
MOUSSAIEFF JEWELLERS
MR SJ FAFALIOS
MR V. GARAVANI AND MR G. GIAMMETTI
MR. ANDREW HIDAYAT
MR. PIERRE TIE-MIN CHEN AND/OR YAGEO CORPORATION ETC
MR. TAN NG KUANG AND/OR MS. IDA MUSTIKA TJOKROSETIO
MR. TIE-MIN CHEN AND/OR JASMIN SHAO MAN CHEN AND/OR FIRST ALWAYS INVESTMENTS ETC
MRS ANGELICOUSSIS
MRS H ENGELHORN
MUSEE DE LOUVRE
MUSEE LALIQUE
MUSEO DE ARTE DE SAO PAULO
MUSEO JUMEX - DAMIEN HIRST EXHIBITION
MUSES
MUSES INVESTMENT HOLDING LTD
MUSEUM OF SACRED ART AND CRYPT
MUSTAFA'S PTE LTD
NATIONAL GALLERY OF VICTORIA - PIERRE BONNARD EXHIBITION
NATIONAL GALLERY OF VICTORIA - REMBRANDT: TRUE TO LIFE EXHIBITION
NATIONAL MARITIME MUSEUM OF KOREA
NEW
NICHOLAS EMBIRICOS
NIPPON EXPRESS
NOTARI DOMINIQUE
NOTTINGHAM INDUSTRIAL GROUP
NSOULI JEWELLERS
NYC ABU DHABI
NYU ABU DHABI
NYU VILLA LA PIETRA
NYU VILLA PIETRA
OCTAVIAN WINE SERVICES LTD
ODDO VINS ET DOMAINES
OLDENDORFF
OMNI GALLERY
OPAL JOYEROS S.A.
OROTRADE DMCC
PAJAK GADAI EXPRESS SDN BHD/ STAR DIAMOND & GEMS CORPORATION SDN BHD/ AL AMIN AR RAHNU SDN BHD & KOPERASI HABIB MALAYSIA SDN BHD
PAJAK GADAI MAX WYNN HOLDINGS SDN BHD
PALACE MUSEUM OF CHINA
PALAIS DE LA PORTE DOREE
PALMERO CHRISTIANE
PANDORA
PAOLO VIGLIETTA
PARALOS MARITIME CORP
PARALOS TIME CORP
PARAMOUNT
PATEK PHILLIPPE
PATRICK DE JONGE
PATRICK MCKILLEN
PATRICK SYZ
PEARSON PLC
PERMODALAN YAPEIM SDN BHD/ KUMPULAN YAYASAN PEMBANGUNAN EKONOMI ISLAM MALAYSIA AND KOPERASI YAPEIM BERHAD FTTR & I AS THEY MAY APPEAR AND/OR OTHERS
PERODRI
PETER M BRANT
PHILIPPE VALLET HORLOGER
PHOEBE COWLES
PLEASURE WINE & ARTS
POMPIDOU
POS AR?RAHNU SDN BHD
POS AR-RAHNU SDN BHD
POST OFFICE
POWELL BRYAN & CATHERINE
PREALPI SPA
PRIMO DIAMOND TAIWAN INC. ; KUNO PRIMO CO./ LTD.
PRO - TEK
PROTEAM SARL
PROTÉGÉ FIRST XS BRL 70M X BRL 30M
PROTÉGÉ PRIMARY BRL 30M
PS VAL SARL - GROUPE K2
PULP GALERIE SARL
QATAR NATIONAL BANK
RAFFERTY INTERNATIONAL
RAGHAVAN ELENA
RAND REFINERY $200M XS $1.1BN
RAND REFINERY $850M XS $150M
RAND REFINERY PRIMARY $50M
RBS NATWEST DLR LOCATION £731M X £669
RHONE PRODUCTS (UK) LTD AND/OR PATEK PHILIPPE SALON LTD
RICHARD ALBAN
RICHARD CYER
RICHARD SACHS
RICHEMONT
RICHLINE
RIPLEYS/JIM PATTISON
RISSLY HOLDINGS LTD
ROBBIE WILLIAMS
ROBERT AND EVA SHAYE
ROJAS MEDITTERANEO
ROSA MARIA BUCCELLATI
ROSENBERG DIAMONDS
ROUZAUD STEPHANE
ROYAL CANADIAN MINT
ROYAL CANADIAN MINT C$250M X C$250M
ROYAL CANADIAN MINT PRIMARY C$250M
ROYAL CANADIAN MINT PRIMARY C$250M X C$250M
ROYAL CANADIAN MINT PRIMARY SHIPPING
RUBIN MUSEUM FOUNDATION
RYUU ART LIMITED
S FRANCES
S FRANSES
SABANCI MUSEUM
SADONE FRANCIS & NATHALIE
SAELID CATO
SAGA
SAGLIO LAURENT
SAM PRECIOUS METALS
SAPJO SAM
SAYN-URPAR SEBASTIEN
SCOTCH WHISKY INTL LTD
SECURITY CONTROL & PROTECTION
SECURITY PLUS
SEINE 29 SARL
SELINE HOLDING
SEOUL ART MUSEUM
SEOUL MUSEUM OF ART - NORMAN FOSTER FOUNDATION
SHANGHAI YUGARDEN JEWLLERY
SHAVO LTD T/A MERRION VAULTS
SHINSEGAE CO. LTD.
SIBA CORP
SIBANYE GOLD LIMITED
SILCHESTER INTERNATIONAL INVESTORS LLP
SIMON FRANCO
SINGAPORE WINE VAULT PTE LTD
SINGULART SAS
SK JEWELLERY SDN BHD &/OR LOVE & CO. SDN BHD
SOANN SARL
SOCIETE GENERALE
SOLAMITO JEROME
SOLIT MANAGEMENT SUISSE GMBH
SOLUCIONES ECOLOGICAS EN METALES
SOLUCIONES PRENDARIAS
SOO KEE JEWELLERY / SK JEWELLERY PTE LTD / LOVE & CO PTE LTD ETC
SOUDET JEROME
SPEYMALT WHISKY DISTRIBUTORS LTD
STADT KOLN
STALLION INC
STAR WORLDWIDE GROUP PVT. LTD. - INDIA AND/OR ASSOCIATED AND APPOINTED COMPANIES MUSEUMS ETC.
STARGEMS
STATION F
STAVROS NIARCHOS CULTURAL CENTRE SA - TAKIS EXHIBITION
STAVROS NIARCHOS FOUNDATION
STEPHEN FRIEDMAN GALLERY
STEPHEN RUSSELL
STEVEN & ALEXANDRA COHEN USD 1.88B XS USD 500M
STEVEN & ALEXANDRA COHEN USD 490M XS USD 3.5B
STEVEN RALES
STONECROFT ASSOCIATES USD 200M XS USD2.03B
STORE SPECIALISTS/ INC. (SSI)
SUAREZ
SUAREZ MEXICO
SULTAN OF BRUNEI
SUZHOU MUSUEM - 143 ITEMS ON LOAN FROM BRITISH MUSEUM
SWICO
TAI FUNG BANK LTD
TAIKANG FA FACILITY
TAN ENG HOA
TARRAZI CHRISTOPHE & LESLIE
TARSILA DO AMARAL
TATE LOAN FOR TURNER EXHIBITION AT GRIMALDI FORUM
TBC
TECHEMET
TEIGHMORE LTD
TEL AVIV MUSEUM OF ART
TELLERINA
TEMPOSATIS S.A. DE C.V.
TEN TENTHS LTD
TEST 01
TEST CASE 1
TESTCASE 2
TEXAS BULLION DEPOSITORY
TEXAS PRECIOUS METALS $150M X $7000M
TEXAS PRECIOUS METALS $250M XS $1BN
TEXAS PRECIOUS METALS $450M X $550M
THANKSGIVING FOUNDATION
THE CHITRA COLLECTION SETHIA LONDON LIMITED & THE N SETHIA FOUNDATION
THE CROW FAMILY
THE HOUR GLASS LIMITED / GLAJZ-THG PTE LTD AND ALL ITS SUBSIDIARIES COMPANIES
THE LI-CHING CULTURAL & EDUCATIONAL FOUNDATION
THE NETTER FOUNDATION
THE ROYAL BANK OF SCOTLAND
THE ROYAL MINT
THE SEOUL SHINMUN DAILY AND EDVARD MUNCH FOUNDATION
THE SUPPORT FOUNDATION OF HER MAJESTY QUEEN SIRIKIT/ THE QUEEN MOTHER QUEEN SIRIKIT OF THAILAND (THE SUPPORT FOUNDATION)
THE ZAABLUDOWICZ ART TRUST EL PL
THE ZABLUDOWICZ ART TRUST
THEO FENNELL TOPCO LIMITED
TIFFANY
TILRAY
TIMEXCHANGE SASU
TOURRASSE LUCAS
TRAVELEX HOLDINGS
TRIGON ADAMAS
UNIBANK S.A.
UNICREDIT BANK AG
UNIT LONDON
UNIT LONDON LTD
UNITED COURIER SERVICES
UNIVERSITY OF AMSTERDAM
UNIVERSITY OF MINNESOTA
UNIVERSITY OF SOUTH ALABAMA FOUNDATION
URBAN KUNST
VAN GOGH MUSEUM - VAN GOGH IN AUVERS EXHIBITION
VANCOUVER ART GALLERY
VANDROME JULIEN
VANLERBERGHE PIERRE
VATCO GROUP
VEROZUB
VICENZA SPED
VIETCOMBANK
VILLE D'ANTIBES JUAN-LES-PINS
VILLE DE BOULOGNE BILLANCOURT
VILLE DE NICE
VINTAGE CONCEPT SARL
VINTAGE SERVICES LTD - BASQUIAT EXHIBITION VIENNA
VPOWER GROUP HOLDINGS LIMITED
W A MANOUKIAN
WALTCO INC
WATCHES OF SWITZERLAND
WELLS FARGO
WENLEI SONG
WEST HAVEN LTD
WEST KOWLOON CULTURAL DISTRICT AUTHORITY AND ITS SUBSIDIARIES AND/OR HONG KONG PALACE MUSEUM LIMITED FOR THEIR RESPECTIVE RIGHTS AND INTERESTS.
WESTERN DISTRIBUTING COMPANY DBA UNITED STATES ARMORED CORP
WHISKYBROKER LTD
WILLIAM BELL
WILLIAM R GUTHY AND VICTORIA JACKSON
WILLIAMS AND HILL EXCESS LAYER
WING TAI HOLDINGS AND ITS GROUP OF COMPANIES
WORLD CANOURGUE SARL
WORLD OF RESIDENSEA II - CASH POLICY
WORLD OF RESIDENSEA II - SHOP POLICY
WRISTCHECK EXCHANGE LIMITED
WYNN FINE ART
WYNN FINE ART LLC
X
XXXV LLC DBA LUXZEN
YAACOV AGAM MUSEUM OF ART
YANY YAN CHI KWAN
YAPEIM HOLDINGS SDN BHD/ KUMPULAN YAYASAN PEMBANGUNAN EKONOMI ISLAM MALAYSIA ETC
ZUCCARELLI JEROME
