"Path","Name","Type","Mode","Optionality","Label","Default Value","Async Input","Async Output"
"cds/layers/rate_change/market_cap/expiring","expiring","float","output","n/a","Expiring","n/a","n/a","n/a"
"cds/layers/rate_change/market_cap/expiring_revalued","expiring_revalued","float","output","n/a","Expiring Revalued","n/a","n/a","n/a"
"cds/layers/rate_change/market_cap","market_cap","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/total_assets/renewal","renewal","float","output","n/a","Renewal","n/a","n/a","n/a"
"cds/layers/rate_change/total_assets/expiring","expiring","float","output","n/a","Expiring","n/a","n/a","n/a"
"cds/layers/rate_change/total_assets/expiring_revalued","expiring_revalued","float","output","n/a","Expiring Revalued","n/a","n/a","n/a"
"cds/layers/rate_change/total_assets","total_assets","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/insider_share/renewal","renewal","float","output","n/a","Renewal","n/a","n/a","n/a"
"cds/layers/rate_change/insider_share/expiring","expiring","float","output","n/a","Expiring","n/a","n/a","n/a"
"cds/layers/rate_change/insider_share/expiring_revalued","expiring_revalued","float","output","n/a","Expiring Revalued","n/a","n/a","n/a"
"cds/layers/rate_change/insider_share","insider_share","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/number_employees/renewal","renewal","float","output","n/a","Renewal","n/a","n/a","n/a"
"cds/layers/rate_change/number_employees/expiring","expiring","float","output","n/a","Expiring","n/a","n/a","n/a"
"cds/layers/rate_change/number_employees/expiring_revalued","expiring_revalued","float","output","n/a","Expiring Revalued","n/a","n/a","n/a"
"cds/layers/rate_change/number_employees","number_employees","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/brokerage/renewal","renewal","float","output","n/a","Renewal","n/a","n/a","n/a"
"cds/layers/rate_change/brokerage/expiring","expiring","float","output","n/a","Expiring","n/a","n/a","n/a"
"cds/layers/rate_change/brokerage/expiring_revalued","expiring_revalued","float","output","n/a","Expiring Revalued","n/a","n/a","n/a"
"cds/layers/rate_change/brokerage","brokerage","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/currency/renewal","renewal","str","output","n/a","Renewal","n/a","n/a","n/a"
"cds/layers/rate_change/currency/expiring","expiring","str","output","n/a","Expiring","n/a","n/a","n/a"
"cds/layers/rate_change/currency/expiring_revalued","expiring_revalued","str","output","n/a","Expiring Revalued","n/a","n/a","n/a"
"cds/layers/rate_change/currency","currency","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/mmp_flag/renewal","renewal","bool","output","n/a","Renewal","n/a","n/a","n/a"
"cds/layers/rate_change/mmp_flag/expiring","expiring","bool","output","n/a","Expiring","n/a","n/a","n/a"
"cds/layers/rate_change/mmp_flag/expiring_revalued","expiring_revalued","bool","output","n/a","Expiring Revalued","n/a","n/a","n/a"
"cds/layers/rate_change/mmp_flag","mmp_flag","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/expiring_policy_info/expiring_exposure","expiring_exposure","float","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_policy_length","expiring_policy_length","float","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_quoted_premium_100","expiring_quoted_premium_100","float","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_quoted_premium_annual_100","expiring_quoted_premium_annual_100","float","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_limit","expiring_limit","float","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_excess","expiring_excess","float","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_deductible","expiring_deductible","float","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_brokerage","expiring_brokerage","float","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_written_line","expiring_written_line","float","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_expected_loss_100","expiring_expected_loss_100","float","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_section_reference","expiring_section_reference","float","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_benchmark_premium_100","expiring_benchmark_premium_100","float","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_bpi","expiring_bpi","float","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_currency","expiring_currency","str","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_market_cap","expiring_market_cap","float","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_total_assets","expiring_total_assets","float","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_insider_share","expiring_insider_share","float","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_mmp_flag","expiring_mmp_flag","bool","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info/expiring_employees","expiring_employees","float","output","n/a","Not set","n/a","n/a","['expiring_policy_fetch_task', 'rarc_task']"
"cds/layers/rate_change/expiring_policy_info","expiring_policy_info","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/error_message","error_message","str","output","n/a","Not set","n/a","n/a","n/a"
"cds/layers/rate_change/temp_storage/quoted_premium","quoted_premium","float","output","n/a","Not set","n/a","n/a","['rarc_task']"
"cds/layers/rate_change/temp_storage/benchmark_premium","benchmark_premium","float","output","n/a","Not set","n/a","n/a","['rarc_task']"
"cds/layers/rate_change/temp_storage/currency","currency","str","output","n/a","Not set","n/a","n/a","['rarc_task']"
"cds/layers/rate_change/temp_storage","temp_storage","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/new_layer","new_layer","bool","output","n/a","New Layer","n/a","n/a","n/a"
"cds/layers/rate_change/renewing_layer","renewing_layer","bool","output","n/a","Not set","n/a","['expiring_policy_fetch_task', 'rarc_task']","n/a"
"cds/layers/rate_change/show_expiring_revalued","show_expiring_revalued","bool","output","n/a","Not set","n/a","['expiring_policy_fetch_task', 'rarc_task']","n/a"
"cds/layers/rate_change","rate_change","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/layers/bpi_case_priced","bpi_case_priced","float","input","required","BPI (Case Priced)","0","n/a","n/a"
"cds/layers/premium_label","premium_label","str","output","n/a","Not set","n/a","n/a","n/a"
"cds/layers/side_selection","side_selection","str","input","optional","Side Selection","None","['rarc_task']","n/a"
"cds/layers/side_ab_discount","side_ab_discount","float","output","n/a","Model Side 
 AB Discount","n/a","n/a","n/a"
"cds/layers/uw_side_ab_discount_override","uw_side_ab_discount_override","float","input","optional","UW Side AB 
 Discount 
 Override","None","['rarc_task']","n/a"
"cds/layers/notes","notes","str","input","optional","Notes","None","n/a","n/a"
"cds/layers/slip_leader","slip_leader","str","input","optional","Slip Leader","None","n/a","n/a"
"cds/layers/cover_in_uw_authority","cover_in_uw_authority","str","input","optional","Cover Within 
 UW Authority","None","n/a","n/a"
"cds/layers/signoff_obtained","signoff_obtained","str","input","optional","Sign-off 
 Obtained","None","n/a","n/a"
"cds/layers/expected_loss_cost_att","expected_loss_cost_att","float","output","n/a","Total Attritional 
 Loss","n/a","n/a","n/a"
"cds/layers/expected_loss_cost_cat","expected_loss_cost_cat","float","output","n/a","Total Cat Loss","n/a","n/a","n/a"
"cds/layers/adr_standalone","adr_standalone","float","output","n/a","ADR Standalone","n/a","n/a","n/a"
"cds/layers/contagion","contagion","float","output","n/a","Contagion","n/a","n/a","n/a"
"cds/layers/intl_standalone","intl_standalone","float","output","n/a","Intl Standalone","n/a","n/a","n/a"
"cds/layers/intl_large_company","intl_large_company","float","output","n/a","Intl Large 
 Company","n/a","n/a","n/a"
"cds/layers/implied_ilf","implied_ilf","float","output","n/a","Implied ILF 
 for Layer","n/a","n/a","n/a"
"cds/layers/brokerage_for_rc_view","brokerage_for_rc_view","float","output","n/a","Brokerage","n/a","n/a","n/a"
"cds/layers/technical_premium_pre_uw_adj_100","technical_premium_pre_uw_adj_100","float","output","n/a","Gross Technical Premium (Pre-UW Adjustment) 100%","n/a","n/a","n/a"
"cds/layers/expected_loss_cost_pre_uw_adj_100","expected_loss_cost_pre_uw_adj_100","float","output","n/a","Expected Loss Cost (Pre-UW Ajustment) 100%","n/a","n/a","n/a"
"cds/layers/market_cap","market_cap","float","output","n/a","Market Cap","n/a","['rarc_task']","n/a"
"cds/layers/total_assets","total_assets","float","output","n/a","Total Assets","n/a","['rarc_task']","n/a"
"cds/layers/insider_share","insider_share","float","output","n/a","Market Cap","n/a","['rarc_task']","n/a"
"cds/layers/mmp_flag","mmp_flag","bool","output","n/a","Middle Market","n/a","['rarc_task']","n/a"
"cds/layers/number_employees","number_employees","float","output","n/a","Number of Employees","n/a","['rarc_task']","n/a"
"cds/layers","layers","list","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/currencies/target_currency","target_currency","str","input","optional","Target Currency","None","n/a","n/a"
"cds/currencies/source_currency","source_currency","str","input","optional","Source Currency","USD","['rarc_task', 'populate_capiq_data_task']","n/a"
"cds/currencies/multi_currency_support","multi_currency_support","bool","input","required","Multi Currency Support","False","n/a","n/a"
"cds/currencies/rates/code","code","str","input","optional","Code","None","n/a","n/a"
"cds/currencies/rates/rate","rate","float","input","optional","Rate","None","n/a","n/a"
"cds/currencies/rates","rates","list","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/currencies","currencies","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/experience_rating/claims_available","claims_available","bool","input","required","Loss Data Avaialble","False","n/a","n/a"
"cds/experience_rating/claims_fgu","claims_fgu","bool","input","required","Claims From Ground Up","False","n/a","n/a"
"cds/experience_rating/claims_net_of_deductible","claims_net_of_deductible","bool","input","required","Are Claims net of Deductible","False","n/a","n/a"
"cds/experience_rating","experience_rating","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/policy_option_id","policy_option_id","int","output","n/a","Policy Option ID","n/a","n/a","n/a"
"cds/broker_contact","broker_contact","str","input","required","Broker Contact","","n/a","n/a"
"cds/broker_sub_category","broker_sub_category","str","input","required","Broker Sub-Category","","n/a","n/a"
"cds/risk_information/cips_policy","cips_policy","str","input","required","CIPS Policy","No","n/a","n/a"
"cds/risk_information/core_account","core_account","str","input","optional","Core Account","None","n/a","n/a"
"cds/risk_information/platform","platform","str","input","required","Platform","Lloyd's","n/a","n/a"
"cds/risk_information/afb_primary_wording_manuscript","afb_primary_wording_manuscript","str","input","optional","AFB Primary and Wording Manuscript","None","n/a","n/a"
"cds/risk_information/long_term_agreement","long_term_agreement","str","input","optional","Long Term Agreement","None","n/a","n/a"
"cds/risk_information/esg_syndicate","esg_syndicate","str","input","optional","ESG Syndicate Status","None","n/a","n/a"
"cds/risk_information/direct_ri","direct_ri","str","input","required","Direct/RI","Direct","n/a","n/a"
"cds/risk_information/esg_net_premium","esg_net_premium","float","input","optional","ESG Net Written Premium (USD)","None","n/a","n/a"
"cds/risk_information/cedant_name","cedant_name","str","input","optional","Cedant Name","None","n/a","n/a"
"cds/risk_information/any_one_claim","any_one_claim","str","input","optional","Any One Claim (AOC)","None","n/a","n/a"
"cds/risk_information/company_description","company_description","str","input","optional","Company Description","None","n/a","['populate_capiq_data_task']"
"cds/risk_information/comments","comments","str","input","optional","Comments","None","n/a","n/a"
"cds/risk_information/test_info","test_info","str","output","n/a","Test Info","n/a","n/a","n/a"
"cds/risk_information/pe_backer","pe_backer","str","input","optional","PE Backer","None","n/a","n/a"
"cds/risk_information/other_pe_backer","other_pe_backer","str","input","optional","If Other Please Specify","None","n/a","n/a"
"cds/risk_information/macquarie_flag","macquarie_flag","str","input","required","Macquarie","No","n/a","n/a"
"cds/risk_information/other_pe_backer_flag","other_pe_backer_flag","bool","output","n/a","Other PE Backer Flag","n/a","n/a","n/a"
"cds/risk_information/public_flag","public_flag","bool","output","n/a","Public Flag","n/a","n/a","n/a"
"cds/risk_information/private_flag","private_flag","bool","output","n/a","Private Flag","n/a","n/a","n/a"
"cds/risk_information/public_us_flag","public_us_flag","bool","output","n/a","Public and US Flag","n/a","n/a","n/a"
"cds/risk_information/adr_level_one_flag","adr_level_one_flag","bool","output","n/a","ADR Level 1 Flag","n/a","n/a","n/a"
"cds/risk_information/mmp_flag","mmp_flag","bool","input","required","Middle Market","False","['rarc_task']","n/a"
"cds/risk_information/not_mmp_flag","not_mmp_flag","bool","output","n/a","Not Middle Market Private","n/a","n/a","n/a"
"cds/risk_information/ri_flag","ri_flag","bool","output","n/a","RI Flag","n/a","n/a","n/a"
"cds/risk_information/beazley_branch","beazley_branch","str","output","n/a","Beazley Branch","n/a","n/a","n/a"
"cds/risk_information/climate_litigation","climate_litigation","str","output","n/a","Climate Litigation Heatmap Dashboard","n/a","n/a","n/a"
"cds/risk_information/underwriting_assistant","underwriting_assistant","str","input","optional","Underwriting Assistant","None","n/a","n/a"
"cds/risk_information/date_validation","date_validation","str","output","n/a","Date Validation","n/a","n/a","n/a"
"cds/risk_information/date_validation_flag","date_validation_flag","bool","output","n/a","Date Validation Flag","n/a","n/a","n/a"
"cds/risk_information/climate_document","climate_document","file","output","n/a","Document","n/a","n/a","n/a"
"cds/risk_information","risk_information","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/rating_factors/risk_information/ownership_type","ownership_type","str","input","required","Ownership Type","Public","['rarc_task']","n/a"
"cds/rating_factors/risk_information/us_adr_exposure","us_adr_exposure","str","input","required","US ADR Exposure","No","['rarc_task']","n/a"
"cds/rating_factors/risk_information/country_of_domicile","country_of_domicile","str","input","required","Country of Domicile","UNITED KINGDOM","['rarc_task']","n/a"
"cds/rating_factors/risk_information/main_operating_country","main_operating_country","str","input","optional","Main Operating Country","None","['rarc_task']","n/a"
"cds/rating_factors/risk_information/primary_listing_location","primary_listing_location","str","input","optional","Primary Listing Location","None","['rarc_task']","n/a"
"cds/rating_factors/risk_information/search_sic","search_sic","str","input","required","Search SIC By","Class","['populate_capiq_data_task']","n/a"
"cds/rating_factors/risk_information/industry_class_sic_code","industry_class_sic_code","str","input","optional","SIC Description","None","['rarc_task']","['populate_capiq_data_task']"
"cds/rating_factors/risk_information/policy_term","policy_term","float","output","n/a","Not set","n/a","n/a","n/a"
"cds/rating_factors/risk_information","risk_information","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/rating_factors","rating_factors","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/uw_rationale/broker_discussion","broker_discussion","str","input","optional","1. Summary  of Programme Discussion with Broker","None","n/a","n/a"
"cds/uw_rationale/unusual_coverage","unusual_coverage","str","input","optional","2. Wording and any Unusual Coverage","None","n/a","n/a"
"cds/uw_rationale/other_factors","other_factors","str","input","optional","3. Any Other Factors not Captured Elsewhere","None","n/a","n/a"
"cds/uw_rationale/esg","esg","str","input","optional","4. ESG","None","n/a","n/a"
"cds/uw_rationale/esg_info","esg_info","str","output","n/a","Not set","n/a","n/a","n/a"
"cds/uw_rationale/bpi_comment","bpi_comment","str","input","optional","5. I am Writing this Because (including comments on BPI)","None","n/a","n/a"
"cds/uw_rationale/bpi_comment_info","bpi_comment_info","str","output","n/a","Not set","n/a","n/a","n/a"
"cds/uw_rationale/file_upload_1","file_upload_1","file","input","n/a","Upload Supporting Files e.g. JPEG Images","n/a","n/a","n/a"
"cds/uw_rationale/file_upload_2","file_upload_2","file","input","n/a","Upload Supporting Files e.g. JPEG Images","n/a","n/a","n/a"
"cds/uw_rationale/file_upload_3","file_upload_3","file","input","n/a","Upload Supporting Files e.g. JPEG Images","n/a","n/a","n/a"
"cds/uw_rationale/file_upload_4","file_upload_4","file","input","n/a","Upload Supporting Files e.g. JPEG Images","n/a","n/a","n/a"
"cds/uw_rationale/file_upload_5","file_upload_5","file","input","n/a","Upload Supporting Files e.g. JPEG Images","n/a","n/a","n/a"
"cds/uw_rationale/file_upload_6","file_upload_6","file","input","n/a","Upload Supporting Files e.g. JPEG Images","n/a","n/a","n/a"
"cds/uw_rationale/file_upload_7","file_upload_7","file","input","n/a","Upload Supporting Files e.g. JPEG Images","n/a","n/a","n/a"
"cds/uw_rationale/file_upload_8","file_upload_8","file","input","n/a","Upload Supporting Files e.g. JPEG Images","n/a","n/a","n/a"
"cds/uw_rationale","uw_rationale","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/message","message","str","output","n/a","Message","n/a","n/a","n/a"
"cds/modifiers/sca_freq_adj_factor","sca_freq_adj_factor","float","input","optional","SCA Frequency Adjustment Factor","None","['rarc_task']","n/a"
"cds/modifiers/sca_freq_adj_factor_info","sca_freq_adj_factor_info","str","output","n/a","SCA Frequency Adjustment Factor Info","n/a","n/a","n/a"
"cds/modifiers/sca_freq_adj_factor_comment","sca_freq_adj_factor_comment","str","input","optional","Comment for SCA Frequency Adjustment Factor","None","n/a","n/a"
"cds/modifiers/management_corp_gov_factors/value","value","float","input","optional","Value","None","['rarc_task']","n/a"
"cds/modifiers/management_corp_gov_factors/comment","comment","str","input","optional","Comment","None","n/a","n/a"
"cds/modifiers/management_corp_gov_factors/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/management_corp_gov_factors/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/management_corp_gov_factors","management_corp_gov_factors","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/business_financial_model_factors/value","value","float","input","optional","Value","None","['rarc_task']","n/a"
"cds/modifiers/business_financial_model_factors/comment","comment","str","input","optional","Comment","None","n/a","n/a"
"cds/modifiers/business_financial_model_factors/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/business_financial_model_factors/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/business_financial_model_factors","business_financial_model_factors","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/significant_event_factors/value","value","float","input","optional","Value","None","['rarc_task']","n/a"
"cds/modifiers/significant_event_factors/comment","comment","str","input","optional","Comment","None","n/a","n/a"
"cds/modifiers/significant_event_factors/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/significant_event_factors/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/significant_event_factors","significant_event_factors","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/stock_market_factors/value","value","float","input","optional","Value","None","['rarc_task']","n/a"
"cds/modifiers/stock_market_factors/comment","comment","str","input","optional","Comment","None","n/a","n/a"
"cds/modifiers/stock_market_factors/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/stock_market_factors/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/stock_market_factors","stock_market_factors","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/sca_adj_factors/value","value","float","output","n/a","Value","n/a","n/a","n/a"
"cds/modifiers/sca_adj_factors/comment","comment","str","output","n/a","Comment","n/a","n/a","n/a"
"cds/modifiers/sca_adj_factors/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/sca_adj_factors/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/sca_adj_factors","sca_adj_factors","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/regulatory_factors/value","value","float","input","optional","Value","None","['rarc_task']","n/a"
"cds/modifiers/regulatory_factors/comment","comment","str","input","optional","Comment","None","n/a","n/a"
"cds/modifiers/regulatory_factors/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/regulatory_factors/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/regulatory_factors","regulatory_factors","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/mergers_and_acquisitions_factors/value","value","float","input","optional","Value","None","['rarc_task']","n/a"
"cds/modifiers/mergers_and_acquisitions_factors/comment","comment","str","input","optional","Comment","None","n/a","n/a"
"cds/modifiers/mergers_and_acquisitions_factors/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/mergers_and_acquisitions_factors/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/mergers_and_acquisitions_factors","mergers_and_acquisitions_factors","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/territory_of_operation_factors/value","value","float","input","optional","Value","None","['rarc_task']","n/a"
"cds/modifiers/territory_of_operation_factors/comment","comment","str","input","optional","Comment","None","n/a","n/a"
"cds/modifiers/territory_of_operation_factors/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/territory_of_operation_factors/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/territory_of_operation_factors","territory_of_operation_factors","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/esg_factors/value","value","float","input","optional","Value","None","['rarc_task']","n/a"
"cds/modifiers/esg_factors/comment","comment","str","input","optional","Comment","None","n/a","n/a"
"cds/modifiers/esg_factors/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/esg_factors/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/esg_factors","esg_factors","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/total_factors/value","value","float","output","n/a","Value","n/a","n/a","n/a"
"cds/modifiers/total_factors/comment","comment","str","output","n/a","Comment","n/a","n/a","n/a"
"cds/modifiers/total_factors/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/total_factors/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/total_factors","total_factors","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/management_corp_gov_factors_side_a/value","value","float","input","optional","Value","None","['rarc_task']","n/a"
"cds/modifiers/management_corp_gov_factors_side_a/comment","comment","str","input","optional","Comment","None","n/a","n/a"
"cds/modifiers/management_corp_gov_factors_side_a/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/management_corp_gov_factors_side_a/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/management_corp_gov_factors_side_a","management_corp_gov_factors_side_a","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/business_financial_model_factors_side_a/value","value","float","input","optional","Value","None","['rarc_task']","n/a"
"cds/modifiers/business_financial_model_factors_side_a/comment","comment","str","input","optional","Comment","None","n/a","n/a"
"cds/modifiers/business_financial_model_factors_side_a/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/business_financial_model_factors_side_a/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/business_financial_model_factors_side_a","business_financial_model_factors_side_a","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/significant_event_factors_side_a/value","value","float","input","optional","Value","None","['rarc_task']","n/a"
"cds/modifiers/significant_event_factors_side_a/comment","comment","str","input","optional","Comment","None","n/a","n/a"
"cds/modifiers/significant_event_factors_side_a/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/significant_event_factors_side_a/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/significant_event_factors_side_a","significant_event_factors_side_a","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/stock_market_factors_side_a/value","value","float","input","optional","Value","None","['rarc_task']","n/a"
"cds/modifiers/stock_market_factors_side_a/comment","comment","str","input","optional","Comment","None","n/a","n/a"
"cds/modifiers/stock_market_factors_side_a/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/stock_market_factors_side_a/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/stock_market_factors_side_a","stock_market_factors_side_a","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/sca_adj_factors_side_a/value","value","float","output","n/a","Value","n/a","n/a","n/a"
"cds/modifiers/sca_adj_factors_side_a/comment","comment","str","output","n/a","Comment","n/a","n/a","n/a"
"cds/modifiers/sca_adj_factors_side_a/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/sca_adj_factors_side_a/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/sca_adj_factors_side_a","sca_adj_factors_side_a","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/financial_stability_side_a_factors/value","value","float","input","optional","Value","None","['rarc_task']","n/a"
"cds/modifiers/financial_stability_side_a_factors/comment","comment","str","input","optional","Comment","None","n/a","n/a"
"cds/modifiers/financial_stability_side_a_factors/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/financial_stability_side_a_factors/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/financial_stability_side_a_factors","financial_stability_side_a_factors","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/indemnification_side_a_factors/value","value","float","input","optional","Value","None","['rarc_task']","n/a"
"cds/modifiers/indemnification_side_a_factors/comment","comment","str","input","optional","Comment","None","n/a","n/a"
"cds/modifiers/indemnification_side_a_factors/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/indemnification_side_a_factors/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/indemnification_side_a_factors","indemnification_side_a_factors","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/esg_factors_side_a/value","value","float","input","optional","Value","None","['rarc_task']","n/a"
"cds/modifiers/esg_factors_side_a/comment","comment","str","input","optional","Comment","None","n/a","n/a"
"cds/modifiers/esg_factors_side_a/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/esg_factors_side_a/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/esg_factors_side_a","esg_factors_side_a","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/total_factors_side_a/value","value","float","output","n/a","Value","n/a","n/a","n/a"
"cds/modifiers/total_factors_side_a/comment","comment","str","output","n/a","Comment","n/a","n/a","n/a"
"cds/modifiers/total_factors_side_a/min","min","float","output","n/a","Min %","n/a","n/a","n/a"
"cds/modifiers/total_factors_side_a/max","max","float","output","n/a","Max %","n/a","n/a","n/a"
"cds/modifiers/total_factors_side_a","total_factors_side_a","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/modifiers/suggested_factor","suggested_factor","float","output","n/a","Suggested Factor","n/a","n/a","n/a"
"cds/modifiers/suggested_factor_message","suggested_factor_message","str","output","n/a","Message","n/a","n/a","n/a"
