industry,sub_industry,region,rate,coverage
Financial infrastructure & exchanges,Custodian,Canada,0.031748317,pi
Financial infrastructure & exchanges,Custodian,South/Latin America,0.015775915,pi
Financial infrastructure & exchanges,Custodian,Caribbean,0.018298979,pi
Financial infrastructure & exchanges,Custodian,RoW,0.022465055,pi
Financial infrastructure & exchanges,Depository,Africa,0.022119832,pi
Financial infrastructure & exchanges,Depository,Arab States,0.007743841,pi
Financial infrastructure & exchanges,Depository,Asia,0.020523555,pi
Financial infrastructure & exchanges,Depository,Oceania,0.031848061,pi
Financial infrastructure & exchanges,Depository,Europe,0.056162638,pi
Financial infrastructure & exchanges,Depository,Former Soviet Republics,0.022465055,pi
Financial infrastructure & exchanges,Depository,USA,0.010958208,pi
Financial infrastructure & exchanges,Depository,Canada,0.031748317,pi
Financial infrastructure & exchanges,Depository,South/Latin America,0.015775915,pi
Financial infrastructure & exchanges,Depository,Caribbean,0.018298979,pi
Financial infrastructure & exchanges,Depository,RoW,0.022465055,pi
Financial infrastructure & exchanges,Exchange,Africa,0.022119832,pi
Financial infrastructure & exchanges,Exchange,Arab States,0.007743841,pi
Financial infrastructure & exchanges,Exchange,Asia,0.020523555,pi
Financial infrastructure & exchanges,Exchange,Oceania,0.031848061,pi
Financial infrastructure & exchanges,Exchange,Europe,0.056162638,pi
Financial infrastructure & exchanges,Exchange,Former Soviet Republics,0.022465055,pi
Financial infrastructure & exchanges,Exchange,USA,0.010958208,pi
Financial infrastructure & exchanges,Exchange,Canada,0.031748317,pi
Financial infrastructure & exchanges,Exchange,South/Latin America,0.015775915,pi
Financial infrastructure & exchanges,Exchange,Caribbean,0.018298979,pi
Financial infrastructure & exchanges,Exchange,RoW,0.022465055,pi
Financial infrastructure & exchanges,Payments infrastructure,Africa,0.022119832,pi
Financial infrastructure & exchanges,Payments infrastructure,Arab States,0.007743841,pi
Financial infrastructure & exchanges,Payments infrastructure,Asia,0.020523555,pi
Financial infrastructure & exchanges,Payments infrastructure,Oceania,0.031848061,pi
Financial infrastructure & exchanges,Payments infrastructure,Europe,0.056162638,pi
Financial infrastructure & exchanges,Payments infrastructure,Former Soviet Republics,0.022465055,pi
Financial infrastructure & exchanges,Payments infrastructure,USA,0.010958208,pi
Financial infrastructure & exchanges,Payments infrastructure,Canada,0.031748317,pi
Financial infrastructure & exchanges,Payments infrastructure,South/Latin America,0.015775915,pi
Financial infrastructure & exchanges,Payments infrastructure,Caribbean,0.018298979,pi
Financial infrastructure & exchanges,Payments infrastructure,RoW,0.022465055,pi
Financial infrastructure & exchanges,Trading platform,Africa,0.022119832,pi
Financial infrastructure & exchanges,Trading platform,Arab States,0.007743841,pi
Financial infrastructure & exchanges,Trading platform,Asia,0.020523555,pi
Financial infrastructure & exchanges,Trading platform,Oceania,0.031848061,pi
Financial infrastructure & exchanges,Trading platform,Europe,0.056162638,pi
Financial infrastructure & exchanges,Trading platform,Former Soviet Republics,0.022465055,pi
Financial infrastructure & exchanges,Trading platform,USA,0.010958208,pi
Financial infrastructure & exchanges,Trading platform,Canada,0.031748317,pi
Financial infrastructure & exchanges,Trading platform,South/Latin America,0.015775915,pi
Financial infrastructure & exchanges,Trading platform,Caribbean,0.018298979,pi
Financial infrastructure & exchanges,Trading platform,RoW,0.022465055,pi
Investment managers,Fund of funds,Africa,0.015457453,pi
Investment managers,Fund of funds,Arab States,0.005411436,pi
Investment managers,Fund of funds,Asia,0.014341966,pi
Investment managers,Fund of funds,Oceania,0.022255589,pi
Investment managers,Fund of funds,Europe,0.012755191,pi
Investment managers,Fund of funds,Former Soviet Republics,0.015698697,pi
Investment managers,Fund of funds,USA,0.007657652,pi
Investment managers,Fund of funds,Canada,0.022185888,pi
Investment managers,Fund of funds,South/Latin America,0.01102429,pi
Investment managers,Fund of funds,Caribbean,0.012787421,pi
Investment managers,Fund of funds,RoW,0.015698697,pi
Investment managers,Hedge funds (long/short),Africa,0.015457453,pi
Investment managers,Hedge funds (long/short),Arab States,0.005411436,pi
Investment managers,Hedge funds (long/short),Asia,0.014341966,pi
Investment managers,Hedge funds (long/short),Oceania,0.022255589,pi
Investment managers,Hedge funds (long/short),Europe,0.039246741,pi
Investment managers,Hedge funds (long/short),Former Soviet Republics,0.015698697,pi
Investment managers,Hedge funds (long/short),USA,0.007657652,pi
Investment managers,Hedge funds (long/short),Canada,0.022185888,pi
Investment managers,Hedge funds (long/short),South/Latin America,0.01102429,pi
Investment managers,Hedge funds (long/short),Caribbean,0.012787421,pi
Investment managers,Hedge funds (long/short),RoW,0.015698697,pi
Investment managers,Investment fund,Africa,0.015457453,pi
Investment managers,Investment fund,Arab States,0.005411436,pi
Investment managers,Investment fund,Asia,0.014341966,pi
Investment managers,Investment fund,Oceania,0.022255589,pi
Investment managers,Investment fund,Europe,0.019623371,pi
Investment managers,Investment fund,Former Soviet Republics,0.015698697,pi
Investment managers,Investment fund,USA,0.007657652,pi
Investment managers,Investment fund,Canada,0.022185888,pi
Investment managers,Investment fund,South/Latin America,0.01102429,pi
Investment managers,Investment fund,Caribbean,0.012787421,pi
Investment managers,Investment fund,RoW,0.015698697,pi
Investment managers,Investment trust,Africa,0.015457453,pi
Investment managers,Investment trust,Arab States,0.005411436,pi
Investment managers,Investment trust,Asia,0.014341966,pi
Investment managers,Investment trust,Oceania,0.022255589,pi
Investment managers,Investment trust,Europe,0.039246741,pi
Investment managers,Investment trust,Former Soviet Republics,0.015698697,pi
Investment managers,Investment trust,USA,0.007657652,pi
Investment managers,Investment trust,Canada,0.022185888,pi
Investment managers,Investment trust,South/Latin America,0.01102429,pi
Investment managers,Investment trust,Caribbean,0.012787421,pi
Investment managers,Investment trust,RoW,0.015698697,pi
Investment managers,Long only,Africa,0.015457453,pi
Investment managers,Long only,Arab States,0.005411436,pi
Investment managers,Long only,Asia,0.014341966,pi
Investment managers,Long only,Oceania,0.022255589,pi
Investment managers,Long only,Europe,0.039246741,pi
Investment managers,Long only,Former Soviet Republics,0.015698697,pi
Investment managers,Long only,USA,0.007657652,pi
Investment managers,Long only,Canada,0.022185888,pi
Investment managers,Long only,South/Latin America,0.01102429,pi
Investment managers,Long only,Caribbean,0.012787421,pi
Investment managers,Long only,RoW,0.015698697,pi
Investment managers,Multi-strategy,Africa,0.015457453,pi
Investment managers,Multi-strategy,Arab States,0.005411436,pi
Investment managers,Multi-strategy,Asia,0.014341966,pi
Investment managers,Multi-strategy,Oceania,0.022255589,pi
Investment managers,Multi-strategy,Europe,0.025510382,pi
Investment managers,Multi-strategy,Former Soviet Republics,0.015698697,pi
Investment managers,Multi-strategy,USA,0.007657652,pi
Investment managers,Multi-strategy,Canada,0.022185888,pi
Investment managers,Multi-strategy,South/Latin America,0.01102429,pi
Investment managers,Multi-strategy,Caribbean,0.012787421,pi
Investment managers,Multi-strategy,RoW,0.015698697,pi
Investment managers,Private equity,Africa,0.015457453,pi
Investment managers,Private equity,Arab States,0.005411436,pi
Investment managers,Private equity,Asia,0.014341966,pi
Investment managers,Private equity,Oceania,0.022255589,pi
Investment managers,Private equity,Europe,0.039246741,pi
Investment managers,Private equity,Former Soviet Republics,0.015698697,pi
Investment managers,Private equity,USA,0.007657652,pi
Investment managers,Private equity,Canada,0.022185888,pi
Investment managers,Private equity,South/Latin America,0.01102429,pi
Investment managers,Private equity,Caribbean,0.012787421,pi
Investment managers,Private equity,RoW,0.015698697,pi
Investment managers,Real estate,Africa,0.015457453,pi
Investment managers,Real estate,Arab States,0.005411436,pi
Investment managers,Real estate,Asia,0.014341966,pi
Investment managers,Real estate,Oceania,0.022255589,pi
Investment managers,Real estate,Europe,0.039246741,pi
Investment managers,Real estate,Former Soviet Republics,0.015698697,pi
Investment managers,Real estate,USA,0.007657652,pi
Investment managers,Real estate,Canada,0.022185888,pi
Investment managers,Real estate,South/Latin America,0.01102429,pi
Investment managers,Real estate,Caribbean,0.012787421,pi
Investment managers,Real estate,RoW,0.015698697,pi
Investment managers,Venture capital,Africa,0.015457453,pi
Investment managers,Venture capital,Arab States,0.005411436,pi
Investment managers,Venture capital,Asia,0.014341966,pi
Investment managers,Venture capital,Oceania,0.022255589,pi
Investment managers,Venture capital,Europe,0.039246741,pi
Investment managers,Venture capital,Former Soviet Republics,0.015698697,pi
Investment managers,Venture capital,USA,0.007657652,pi
Investment managers,Venture capital,Canada,0.022185888,pi
Investment managers,Venture capital,South/Latin America,0.01102429,pi
Investment managers,Venture capital,Caribbean,0.012787421,pi
Investment managers,Venture capital,RoW,0.015698697,pi
Investment managers,Pension fund,Africa,0.015457453,pi
Investment managers,Pension fund,Arab States,0.005411436,pi
Investment managers,Pension fund,Asia,0.014341966,pi
Investment managers,Pension fund,Oceania,0.022255589,pi
Investment managers,Pension fund,Europe,0.039246741,pi
Investment managers,Pension fund,Former Soviet Republics,0.015698697,pi
Investment managers,Pension fund,USA,0.007657652,pi
Investment managers,Pension fund,Canada,0.022185888,pi
Investment managers,Pension fund,South/Latin America,0.01102429,pi
Investment managers,Pension fund,Caribbean,0.012787421,pi
Investment managers,Pension fund,RoW,0.015698697,pi
Investment managers,Multi-family office,Africa,0.019146069,pi
Investment managers,Multi-family office,Arab States,0.006702769,pi
Investment managers,Multi-family office,Asia,0.017764394,pi
Investment managers,Multi-family office,Oceania,0.13783224,pi
Investment managers,Multi-family office,Europe,0.048612204,pi
Investment managers,Multi-family office,Former Soviet Republics,0.019444882,pi
Investment managers,Multi-family office,USA,0.009485,pi
Investment managers,Multi-family office,Canada,0.027480114,pi
Investment managers,Multi-family office,South/Latin America,0.013655021,pi
Investment managers,Multi-family office,Caribbean,0.063355549,pi
Investment managers,Multi-family office,RoW,0.019444882,pi
Investment managers,Single family office,Africa,0.019146069,pi
Investment managers,Single family office,Arab States,0.006702769,pi
Investment managers,Single family office,Asia,0.017764394,pi
Investment managers,Single family office,Oceania,0.13783224,pi
Investment managers,Single family office,Europe,0.048612204,pi
Investment managers,Single family office,Former Soviet Republics,0.019444882,pi
Investment managers,Single family office,USA,0.009485,pi
Investment managers,Single family office,Canada,0.027480114,pi
Investment managers,Single family office,South/Latin America,0.013655021,pi
Investment managers,Single family office,Caribbean,0.063355549,pi
Investment managers,Single family office,RoW,0.019444882,pi
Other,Npl servicer,Africa,0.019146069,pi
Other,Npl servicer,Arab States,0.006702769,pi
Other,Npl servicer,Asia,0.017764394,pi
Other,Npl servicer,Oceania,0.027566448,pi
Other,Npl servicer,Europe,0.145836612,pi
Other,Npl servicer,Former Soviet Republics,0.019444882,pi
Other,Npl servicer,USA,0.009485,pi
Other,Npl servicer,Canada,0.027480114,pi
Other,Npl servicer,South/Latin America,0.013655021,pi
Other,Npl servicer,Caribbean,0.015838887,pi
Other,Npl servicer,RoW,0.019444882,pi
Other,Securitization services,Africa,0.019146069,pi
Other,Securitization services,Arab States,0.006702769,pi
Other,Securitization services,Asia,0.017764394,pi
Other,Securitization services,Oceania,0.027566448,pi
Other,Securitization services,Europe,0.145836612,pi
Other,Securitization services,Former Soviet Republics,0.019444882,pi
Other,Securitization services,USA,0.009485,pi
Other,Securitization services,Canada,0.027480114,pi
Other,Securitization services,South/Latin America,0.013655021,pi
Other,Securitization services,Caribbean,0.015838887,pi
Other,Securitization services,RoW,0.019444882,pi
Other,Business process outsourcing,Africa,0.019146069,pi
Other,Business process outsourcing,Arab States,0.006702769,pi
Other,Business process outsourcing,Asia,0.017764394,pi
Other,Business process outsourcing,Oceania,0.027566448,pi
Other,Business process outsourcing,Europe,0.145836612,pi
Other,Business process outsourcing,Former Soviet Republics,0.019444882,pi
Other,Business process outsourcing,USA,0.009485,pi
Other,Business process outsourcing,Canada,0.027480114,pi
Other,Business process outsourcing,South/Latin America,0.013655021,pi
Other,Business process outsourcing,Caribbean,0.015838887,pi
Other,Business process outsourcing,RoW,0.019444882,pi
Other,Commodities brokers/dealer,Africa,0.019146069,pi
Other,Commodities brokers/dealer,Arab States,0.006702769,pi
Other,Commodities brokers/dealer,Asia,0.017764394,pi
Other,Commodities brokers/dealer,Oceania,0.027566448,pi
Other,Commodities brokers/dealer,Europe,0.048612204,pi
Other,Commodities brokers/dealer,Former Soviet Republics,0.019444882,pi
Other,Commodities brokers/dealer,USA,0.009485,pi
Other,Commodities brokers/dealer,Canada,0.027480114,pi
Other,Commodities brokers/dealer,South/Latin America,0.013655021,pi
Other,Commodities brokers/dealer,Caribbean,0.015838887,pi
Other,Commodities brokers/dealer,RoW,0.019444882,pi
Other,Corporate finance houses/boutiques,Africa,0.019146069,pi
Other,Corporate finance houses/boutiques,Arab States,0.006702769,pi
Other,Corporate finance houses/boutiques,Asia,0.017764394,pi
Other,Corporate finance houses/boutiques,Oceania,0.027566448,pi
Other,Corporate finance houses/boutiques,Europe,0.024306102,pi
Other,Corporate finance houses/boutiques,Former Soviet Republics,0.019444882,pi
Other,Corporate finance houses/boutiques,USA,0.009485,pi
Other,Corporate finance houses/boutiques,Canada,0.109920455,pi
Other,Corporate finance houses/boutiques,South/Latin America,0.013655021,pi
Other,Corporate finance houses/boutiques,Caribbean,0.015838887,pi
Other,Corporate finance houses/boutiques,RoW,0.019444882,pi
Other,Fin tech,Africa,0.019146069,pi
Other,Fin tech,Arab States,0.006702769,pi
Other,Fin tech,Asia,0.017764394,pi
Other,Fin tech,Oceania,0.027566448,pi
Other,Fin tech,Europe,0.048612204,pi
Other,Fin tech,Former Soviet Republics,0.019444882,pi
Other,Fin tech,USA,0.009485,pi
Other,Fin tech,Canada,0.027480114,pi
Other,Fin tech,South/Latin America,0.013655021,pi
Other,Fin tech,Caribbean,0.015838887,pi
Other,Fin tech,RoW,0.019444882,pi
Other,Financial/mortgage advisors,Africa,0.019146069,pi
Other,Financial/mortgage advisors,Arab States,0.006702769,pi
Other,Financial/mortgage advisors,Asia,0.017764394,pi
Other,Financial/mortgage advisors,Oceania,0.027566448,pi
Other,Financial/mortgage advisors,Europe,0.048612204,pi
Other,Financial/mortgage advisors,Former Soviet Republics,0.019444882,pi
Other,Financial/mortgage advisors,USA,0.009485,pi
Other,Financial/mortgage advisors,Canada,0.027480114,pi
Other,Financial/mortgage advisors,South/Latin America,0.013655021,pi
Other,Financial/mortgage advisors,Caribbean,0.015838887,pi
Other,Financial/mortgage advisors,RoW,0.019444882,pi
Other,Miscellaneous,Africa,0.019146069,pi
Other,Miscellaneous,Arab States,0.006702769,pi
Other,Miscellaneous,Asia,0.017764394,pi
Other,Miscellaneous,Oceania,0.027566448,pi
Other,Miscellaneous,Europe,0.032408136,pi
Other,Miscellaneous,Former Soviet Republics,0.019444882,pi
Other,Miscellaneous,USA,0.009485,pi
Other,Miscellaneous,Canada,0.027480114,pi
Other,Miscellaneous,South/Latin America,0.010924016,pi
Other,Miscellaneous,Caribbean,0.015838887,pi
Other,Miscellaneous,RoW,0.019444882,pi
Other,Peer to peer  / market place lender,Africa,0.019146069,pi
Other,Peer to peer  / market place lender,Arab States,0.006702769,pi
Other,Peer to peer  / market place lender,Asia,0.017764394,pi
Other,Peer to peer  / market place lender,Oceania,0.027566448,pi
Other,Peer to peer  / market place lender,Europe,0.048612204,pi
Other,Peer to peer  / market place lender,Former Soviet Republics,0.019444882,pi
Other,Peer to peer  / market place lender,USA,0.009485,pi
Other,Peer to peer  / market place lender,Canada,0.027480114,pi
Other,Peer to peer  / market place lender,South/Latin America,0.013655021,pi
Other,Peer to peer  / market place lender,Caribbean,0.015838887,pi
Other,Peer to peer  / market place lender,RoW,0.019444882,pi
Other,Pension administrator,Africa,0.019146069,pi
Other,Pension administrator,Arab States,0.006702769,pi
Other,Pension administrator,Asia,0.017764394,pi
Other,Pension administrator,Oceania,0.027566448,pi
Other,Pension administrator,Europe,0.024306102,pi
Other,Pension administrator,Former Soviet Republics,0.019444882,pi
Other,Pension administrator,USA,0.009485,pi
Other,Pension administrator,Canada,0.027480114,pi
Other,Pension administrator,South/Latin America,0.013655021,pi
Other,Pension administrator,Caribbean,0.015838887,pi
Other,Pension administrator,RoW,0.019444882,pi
Other,Stock brokers/dealers,Africa,0.019146069,pi
Other,Stock brokers/dealers,Arab States,0.006702769,pi
Other,Stock brokers/dealers,Asia,0.017764394,pi
Other,Stock brokers/dealers,Oceania,0.027566448,pi
Other,Stock brokers/dealers,Europe,0.048612204,pi
Other,Stock brokers/dealers,Former Soviet Republics,0.019444882,pi
Other,Stock brokers/dealers,USA,0.009485,pi
Other,Stock brokers/dealers,Canada,0.027480114,pi
Other,Stock brokers/dealers,South/Latin America,0.013655021,pi
Other,Stock brokers/dealers,Caribbean,0.015838887,pi
Other,Stock brokers/dealers,RoW,0.019444882,pi
Other,Trust administrator,Africa,0.019146069,pi
Other,Trust administrator,Arab States,0.006702769,pi
Other,Trust administrator,Asia,0.017764394,pi
Other,Trust administrator,Oceania,0.027566448,pi
Other,Trust administrator,Europe,0.048612204,pi
Other,Trust administrator,Former Soviet Republics,0.019444882,pi
Other,Trust administrator,USA,0.009485,pi
Other,Trust administrator,Canada,0.016488068,pi
Other,Trust administrator,South/Latin America,0.010924016,pi
Other,Trust administrator,Caribbean,0.015838887,pi
Other,Trust administrator,RoW,0.019444882,pi
Other,Wealth manager,Africa,0.019146069,pi
Other,Wealth manager,Arab States,0.006702769,pi
Other,Wealth manager,Asia,0.017764394,pi
Other,Wealth manager,Oceania,0.13783224,pi
Other,Wealth manager,Europe,0.048612204,pi
Other,Wealth manager,Former Soviet Republics,0.019444882,pi
Other,Wealth manager,USA,0.009485,pi
Other,Wealth manager,Canada,0.027480114,pi
Other,Wealth manager,South/Latin America,0.013655021,pi
Other,Wealth manager,Caribbean,0.063355549,pi
Other,Wealth manager,RoW,0.019444882,pi
Banks,Acquiring bank,Africa,0.008749793,do
Banks,Acquiring bank,Arab States,0.013714127,do
Banks,Acquiring bank,Asia,0.016154734,do
Banks,Acquiring bank,Oceania,0.036877876,do
Banks,Acquiring bank,Europe,0.020482212,do
Banks,Acquiring bank,Former Soviet Republics,0.010232037,do
Banks,Acquiring bank,USA,0.069353564,do
Banks,Acquiring bank,Canada,0.034129994,do
Banks,Acquiring bank,South/Latin America,0.012483772,do
Banks,Acquiring bank,Caribbean,0.014269639,do
Banks,Acquiring bank,RoW,0.020482212,do
Banks,Building societies,Africa,0.008749793,do
Banks,Building societies,Arab States,0.013714127,do
Banks,Building societies,Asia,0.016154734,do
Banks,Building societies,Oceania,0.036877876,do
Banks,Building societies,Europe,0.020482212,do
Banks,Building societies,Former Soviet Republics,0.010232037,do
Banks,Building societies,USA,0.069353564,do
Banks,Building societies,Canada,0.034129994,do
Banks,Building societies,South/Latin America,0.012483772,do
Banks,Building societies,Caribbean,0.014269639,do
Banks,Building societies,RoW,0.020482212,do
Banks,Central banks,Africa,0.008749793,do
Banks,Central banks,Arab States,0.013714127,do
Banks,Central banks,Asia,0.016154734,do
Banks,Central banks,Oceania,0.036877876,do
Banks,Central banks,Europe,0.020482212,do
Banks,Central banks,Former Soviet Republics,0.010232037,do
Banks,Central banks,USA,0.069353564,do
Banks,Central banks,Canada,0.034129994,do
Banks,Central banks,South/Latin America,0.012483772,do
Banks,Central banks,Caribbean,0.014269639,do
Banks,Central banks,RoW,0.020482212,do
Banks,Commercial banks,Africa,0.008867338,do
Banks,Commercial banks,Arab States,0.003474591,do
Banks,Commercial banks,Asia,0.010914504,do
Banks,Commercial banks,Oceania,0.022423976,do
Banks,Commercial banks,Europe,0.02075737,do
Banks,Commercial banks,Former Soviet Republics,0.010369494,do
Banks,Commercial banks,USA,0.07028526,do
Banks,Commercial banks,Canada,0.006917699,do
Banks,Commercial banks,South/Latin America,0.012651479,do
Banks,Commercial banks,Caribbean,0.007230669,do
Banks,Commercial banks,RoW,0.02075737,do
Banks,Credit unions,Africa,0.008749793,do
Banks,Credit unions,Arab States,0.013714127,do
Banks,Credit unions,Asia,0.016154734,do
Banks,Credit unions,Oceania,0.036877876,do
Banks,Credit unions,Europe,0.020482212,do
Banks,Credit unions,Former Soviet Republics,0.010232037,do
Banks,Credit unions,USA,0.069353564,do
Banks,Credit unions,Canada,0.034129994,do
Banks,Credit unions,South/Latin America,0.004993509,do
Banks,Credit unions,Caribbean,0.014269639,do
Banks,Credit unions,RoW,0.020482212,do
Banks,Development bank,Africa,0.008749793,do
Banks,Development bank,Arab States,0.013714127,do
Banks,Development bank,Asia,0.016154734,do
Banks,Development bank,Oceania,0.036877876,do
Banks,Development bank,Europe,0.004096442,do
Banks,Development bank,Former Soviet Republics,0.010232037,do
Banks,Development bank,USA,0.069353564,do
Banks,Development bank,Canada,0.034129994,do
Banks,Development bank,South/Latin America,0.012483772,do
Banks,Development bank,Caribbean,0.002853928,do
Banks,Development bank,RoW,0.020482212,do
Banks,Financing companies/house,Africa,0.008749793,do
Banks,Financing companies/house,Arab States,0.013714127,do
Banks,Financing companies/house,Asia,0.016154734,do
Banks,Financing companies/house,Oceania,0.036877876,do
Banks,Financing companies/house,Europe,0.020482212,do
Banks,Financing companies/house,Former Soviet Republics,0.010232037,do
Banks,Financing companies/house,USA,0.069353564,do
Banks,Financing companies/house,Canada,0.034129994,do
Banks,Financing companies/house,South/Latin America,0.012483772,do
Banks,Financing companies/house,Caribbean,0.014269639,do
Banks,Financing companies/house,RoW,0.020482212,do
Banks,Investment banks,Africa,0.008749793,do
Banks,Investment banks,Arab States,0.013714127,do
Banks,Investment banks,Asia,0.016154734,do
Banks,Investment banks,Oceania,0.036877876,do
Banks,Investment banks,Europe,0.006144664,do
Banks,Investment banks,Former Soviet Republics,0.010232037,do
Banks,Investment banks,USA,0.069353564,do
Banks,Investment banks,Canada,0.034129994,do
Banks,Investment banks,South/Latin America,0.009987017,do
Banks,Investment banks,Caribbean,0.014269639,do
Banks,Investment banks,RoW,0.020482212,do
Banks,Private banks,Africa,0.008749793,do
Banks,Private banks,Arab States,0.013714127,do
Banks,Private banks,Asia,0.016154734,do
Banks,Private banks,Oceania,0.018438938,do
Banks,Private banks,Europe,0.005120553,do
Banks,Private banks,Former Soviet Republics,0.010232037,do
Banks,Private banks,USA,0.069353564,do
Banks,Private banks,Canada,0.034129994,do
Banks,Private banks,South/Latin America,0.00873864,do
Banks,Private banks,Caribbean,0.00713482,do
Banks,Private banks,RoW,0.020482212,do
Banks,Retail banks,Africa,0.008749793,do
Banks,Retail banks,Arab States,0.013714127,do
Banks,Retail banks,Asia,0.016154734,do
Banks,Retail banks,Oceania,0.036877876,do
Banks,Retail banks,Europe,0.020482212,do
Banks,Retail banks,Former Soviet Republics,0.010232037,do
Banks,Retail banks,USA,0.069353564,do
Banks,Retail banks,Canada,0.034129994,do
Banks,Retail banks,South/Latin America,0.012483772,do
Banks,Retail banks,Caribbean,0.014269639,do
Banks,Retail banks,RoW,0.020482212,do
Banks,Universal bank,Africa,0.004374897,do
Banks,Universal bank,Arab States,0.013714127,do
Banks,Universal bank,Asia,0.012923787,do
Banks,Universal bank,Oceania,0.036877876,do
Banks,Universal bank,Europe,0.010241106,do
Banks,Universal bank,Former Soviet Republics,0.010232037,do
Banks,Universal bank,USA,0.069353564,do
Banks,Universal bank,Canada,0.034129994,do
Banks,Universal bank,South/Latin America,0.012483772,do
Banks,Universal bank,Caribbean,0.014269639,do
Banks,Universal bank,RoW,0.020482212,do
Insurance companies,Captives,Africa,0.00724188,do
Insurance companies,Captives,Arab States,0.011350676,do
Insurance companies,Captives,Asia,0.013370676,do
Insurance companies,Captives,Oceania,0.030522454,do
Insurance companies,Captives,Europe,0.01695237,do
Insurance companies,Captives,Former Soviet Republics,0.008468679,do
Insurance companies,Captives,USA,0.05740138,do
Insurance companies,Captives,Canada,0.028248134,do
Insurance companies,Captives,South/Latin America,0.010332356,do
Insurance companies,Captives,Caribbean,0.011810453,do
Insurance companies,Captives,RoW,0.01695237,do
Insurance companies,Composite,Africa,0.00724188,do
Insurance companies,Composite,Arab States,0.011350676,do
Insurance companies,Composite,Asia,0.006685338,do
Insurance companies,Composite,Oceania,0.030522454,do
Insurance companies,Composite,Europe,0.005933329,do
Insurance companies,Composite,Former Soviet Republics,0.008468679,do
Insurance companies,Composite,USA,0.05740138,do
Insurance companies,Composite,Canada,0.14124067,do
Insurance companies,Composite,South/Latin America,0.008265885,do
Insurance companies,Composite,Caribbean,0.001771568,do
Insurance companies,Composite,RoW,0.01695237,do
Insurance companies,Life,Africa,0.00724188,do
Insurance companies,Life,Arab States,0.011350676,do
Insurance companies,Life,Asia,0.00534827,do
Insurance companies,Life,Oceania,0.030522454,do
Insurance companies,Life,Europe,0.01695237,do
Insurance companies,Life,Former Soviet Republics,0.008468679,do
Insurance companies,Life,USA,0.05740138,do
Insurance companies,Life,Canada,0.028248134,do
Insurance companies,Life,South/Latin America,0.010332356,do
Insurance companies,Life,Caribbean,0.005905226,do
Insurance companies,Life,RoW,0.01695237,do
Insurance companies,Mga,Africa,0.00724188,do
Insurance companies,Mga,Arab States,0.011350676,do
Insurance companies,Mga,Asia,0.013370676,do
Insurance companies,Mga,Oceania,0.030522454,do
Insurance companies,Mga,Europe,0.01695237,do
Insurance companies,Mga,Former Soviet Republics,0.008468679,do
Insurance companies,Mga,USA,0.05740138,do
Insurance companies,Mga,Canada,0.028248134,do
Insurance companies,Mga,South/Latin America,0.010332356,do
Insurance companies,Mga,Caribbean,0.005905226,do
Insurance companies,Mga,RoW,0.01695237,do
Insurance companies,P&c,Africa,0.00724188,do
Insurance companies,P&c,Arab States,0.011350676,do
Insurance companies,P&c,Asia,0.013370676,do
Insurance companies,P&c,Oceania,0.030522454,do
Insurance companies,P&c,Europe,0.008476185,do
Insurance companies,P&c,Former Soviet Republics,0.008468679,do
Insurance companies,P&c,USA,0.05740138,do
Insurance companies,P&c,Canada,0.028248134,do
Insurance companies,P&c,South/Latin America,0.010332356,do
Insurance companies,P&c,Caribbean,0.005905226,do
Insurance companies,P&c,RoW,0.01695237,do
Insurance companies,Reinsurance,Africa,0.00724188,do
Insurance companies,Reinsurance,Arab States,0.011350676,do
Insurance companies,Reinsurance,Asia,0.013370676,do
Insurance companies,Reinsurance,Oceania,0.030522454,do
Insurance companies,Reinsurance,Europe,0.01695237,do
Insurance companies,Reinsurance,Former Soviet Republics,0.008468679,do
Insurance companies,Reinsurance,USA,0.05740138,do
Insurance companies,Reinsurance,Canada,0.028248134,do
Insurance companies,Reinsurance,South/Latin America,0.004132942,do
Insurance companies,Reinsurance,Caribbean,0.001476307,do
Insurance companies,Reinsurance,RoW,0.01695237,do
Insurance companies,Mutual,Africa,0.00724188,do
Insurance companies,Mutual,Arab States,0.011350676,do
Insurance companies,Mutual,Asia,0.013370676,do
Insurance companies,Mutual,Oceania,0.030522454,do
Insurance companies,Mutual,Europe,0.01695237,do
Insurance companies,Mutual,Former Soviet Republics,0.008468679,do
Insurance companies,Mutual,USA,0.05740138,do
Insurance companies,Mutual,Canada,0.028248134,do
Insurance companies,Mutual,South/Latin America,0.004132942,do
Insurance companies,Mutual,Caribbean,0.001476307,do
Insurance companies,Mutual,RoW,0.01695237,do
Financial infrastructure & exchanges,Clearing house,Africa,0.00463195,do
Financial infrastructure & exchanges,Clearing house,Arab States,0.00725996,do
Financial infrastructure & exchanges,Clearing house,Asia,0.008551964,do
Financial infrastructure & exchanges,Clearing house,Oceania,0.019522343,do
Financial infrastructure & exchanges,Clearing house,Europe,0.010842836,do
Financial infrastructure & exchanges,Clearing house,Former Soviet Republics,0.005416617,do
Financial infrastructure & exchanges,Clearing house,USA,0.036714263,do
Financial infrastructure & exchanges,Clearing house,Canada,0.018067674,do
Financial infrastructure & exchanges,Clearing house,South/Latin America,0.006608636,do
Financial infrastructure & exchanges,Clearing house,Caribbean,0.007554036,do
Financial infrastructure & exchanges,Clearing house,RoW,0.010842836,do
Financial infrastructure & exchanges,Custodian,Africa,0.00463195,do
Financial infrastructure & exchanges,Custodian,Arab States,0.00725996,do
