Trapped Exposure,Agg Discount
0.0,1.0
0.5,1.0
1.0,1.0
1.5,0.983546959566445
2.0,0.978476036715003
2.5,0.973413584459418
3.0,0.968360584500641
3.5,0.963318594176036
4.0,0.958289150879265
4.5,0.953273632923151
5.0,0.948273242088051
5.5,0.943289019329915
6.0,0.938321867499003
6.5,0.933372573179754
7.0,0.928441825559509
7.5,0.923530232114306
8.0,0.918638331467962
8.5,0.914646907068343
9.0,0.911286167802025
9.5,0.907937777091559
10.0,0.904601689563941
10.5,0.901277860012886
11.0,0.897966243398211
11.5,0.894666794845229
12.0,0.891379469644137
12.5,0.888104223249411
13.0,0.884841011279205
13.5,0.881589789514748
14.0,0.878350513899742
14.5,0.87512314053977
15.0,0.871907625701698
15.5,0.868703925813082
16.0,0.865511997461581
16.5,0.862331797394364
17.0,0.859163282517528
17.5,0.856006409895513
18.0,0.852861136750517
18.5,0.849727420461921
19.0,0.846605218565709
19.5,0.843494488753893
20.0,0.840395188873938
20.5,0.837307276928195
21.0,0.834230711073328
21.5,0.831165449619749
22.0,0.828111451031051
22.5,0.825068673923447
23.0,0.822037077065212
23.5,0.819016619376116
24.0,0.816007259926876
24.5,0.813008957938597
25.0,0.810021672782219
25.5,0.807045363977969
26.0,0.804079991194811
26.5,0.801125514249898
27.0,0.798181893108032
27.5,0.795249087881117
28.0,0.792327058827619
28.5,0.789415766352031
29.0,0.786515171004332
29.5,0.783625233479456
30.0,0.780745914616756
30.5,0.777877175399477
31.0,0.775018976954225
31.5,0.77217128055044
32.0,0.769334047599873
32.5,0.766507239656061
33.0,0.763690818413807
33.5,0.760884745708662
34.0,0.758088983516407
34.5,0.755303493952535
35.0,0.752528239271743
35.5,0.749763181867417
36.0,0.747008284271122
36.5,0.744263509152096
37.0,0.741528819316745
37.5,0.738804177708136
38.0,0.736089547405497
38.5,0.733384891623714
39.0,0.730690173712839
39.5,0.728005357157584
40.0,0.725330405576836
40.5,0.722665282723155
41.0,0.72000995248229
41.5,0.717364378872685
42.0,0.714728526044994
42.5,0.712102358281593
43.0,0.7094858399961
43.5,0.706878935732887
44.0,0.704281610166603
44.5,0.701693828101698
45.0,0.69911555447194
45.5,0.696546754339944
46.0,0.693987392896696
46.5,0.691437435461085
47.0,0.688896847479429
47.5,0.686365594525011
48.0,0.683843642297606
48.5,0.681330956623024
49.0,0.678827503452642
49.5,0.676333248862942
50.0,0.673848159055056
50.5,0.671372200354304
51.0,0.668905339209737
51.5,0.666447542193687
52.0,0.66399877600131
52.5,0.661559007450135
53.0,0.659128203479617
53.5,0.656706331150686
54.0,0.654293357645302
54.5,0.65188925026601
55.0,0.649493976435498
55.5,0.647107503696154
56.0,0.644729799709628
56.5,0.64236083225639
57.0,0.640000569235299
57.5,0.637648978663164
58.0,0.63530602867431
58.5,0.632971687520151
59.0,0.630645923568754
59.5,0.628328705304414
60.0,0.626020001327226
60.5,0.62371978035266
61.0,0.621428011211135
61.5,0.6191446628476
62.0,0.61686970432111
62.5,0.614603104804408
63.0,0.612344833583509
63.5,0.61009486005728
64.0,0.607853153737029
64.5,0.60561968424609
65.0,0.603394421319411
65.5,0.601177334803145
66.0,0.598968394654242
66.5,0.59676757094004
67.0,0.59457483383786
67.5,0.592390153634602
68.0,0.590213500726343
68.5,0.588044845617937
69.0,0.585884158922611
69.5,0.58373141136157
70.0,0.581586573763601
70.5,0.579449617064676
71.0,0.577320512307559
71.5,0.575199230641411
72.0,0.573085743321405
72.5,0.570980021708328
73.0,0.568882037268203
73.5,0.566791761571893
74.0,0.564709166294721
74.5,0.562634223216086
75.0,0.560566904219079
75.5,0.558507181290101
76.0,0.556455026518487
76.5,0.554410412096126
77.0,0.552373310317081
77.5,0.550343693577219
78.0,0.548321534373835
78.5,0.546306805305276
79.0,0.544299479070576
79.5,0.542299528469079
80.0,0.540306926400075
80.5,0.538321645862435
81.0,0.536343659954236
81.5,0.534372941872407
82.0,0.532409464912358
82.5,0.530453202467624
83.0,0.528504128029499
83.5,0.526562215186681
84.0,0.524627437624912
84.5,0.522699769126622
85.0,0.520779183570575
85.5,0.518865654931511
86.0,0.516959157279798
86.5,0.515059664781079
87.0,0.513167151695921
87.5,0.511281592379467
88.0,0.509402961281087
88.5,0.507531232944036
89.0,0.505666382005104
89.5,0.503808383194275
90.0,0.501957211334384
90.5,0.500112841340777
91.0,0.498275248220968
91.5,0.496444407074303
92.0,0.494620293091623
92.5,0.492802881554925
93.0,0.490992147837031
93.5,0.48918806740125
94.0,0.487390615801048
94.5,0.485599768679718
95.0,0.483815501770045
95.5,0.482037790893983
96.0,0.480266611962324
96.5,0.478501940974372
97.0,0.47674375401762
97.5,0.47499202726742
98.0,0.473246736986669
98.5,0.471507859525479
99.0,0.469775371320863
99.5,0.46804924889641
100.0,0.466329468861972
100.5,0.464616007913344
101.0,0.462908842831947
101.5,0.46120795048452
102.0,0.459513307822796
102.5,0.457824891883201
103.0,0.456142679786534
103.5,0.454466648737661
104.0,0.452796776025207
104.5,0.451133039021243
105.0,0.449475415180988
105.5,0.447823882042496
106.0,0.446178417226353
106.5,0.444616124418424
107.0,0.443683721797262
107.5,0.442755645885961
108.0,0.441831856714702
108.5,0.440912314864976
109.0,0.439996981459494
109.5,0.439085818152322
110.0,0.438178787119243
110.5,0.437275851048338
111.0,0.43637697313077
111.5,0.435482117051786
112.0,0.43459124698191
112.5,0.433704327568337
113.0,0.432821323926514
113.5,0.431942201631906
114.0,0.431066926711946
114.5,0.430195465638155
115.0,0.429327785318436
115.5,0.429039807908801
116.0,0.428753069115508
116.5,0.428467558329375
117.0,0.428183265076944
117.5,0.427900179018181
118.0,0.427618289944213
118.5,0.427337587775123
119.0,0.427058062557787
119.5,0.426779704463755
120.0,0.426502503787178
120.5,0.426226450942776
121.0,0.425951536463852
121.5,0.425677751000341
122.0,0.425405085316906
122.5,0.425133530291064
123.0,0.424863076911356
123.5,0.424593716275556
124.0,0.424325439588908
124.5,0.424058238162405
125.0,0.423792103411103
125.5,0.42352702685246
126.0,0.42326300010472
126.5,0.423000014885319
127.0,0.422738063009326
127.5,0.422477136387917
128.0,0.422217227026874
128.5,0.421958327025114
129.0,0.421700428573252
129.5,0.421443523952186
130.0,0.421187605531709
130.5,0.420932665769148
131.0,0.420678697208037
131.5,0.4204256924768
132.0,0.420173644287473
132.5,0.419922545434442
133.0,0.419672388793205
133.5,0.419423167319164
134.0,0.419174874046432
134.5,0.418927502086663
135.0,0.418681044627908
135.5,0.418435494933488
136.0,0.418190846340891
136.5,0.417947092260683
137.0,0.41770422617545
137.5,0.417462241638745
138.0,0.417221132274066
138.5,0.416980891773846
139.0,0.416741513898464
139.5,0.416502992475272
140.0,0.416265321397638
140.5,0.416028494624014
141.0,0.415792506177006
141.5,0.415557350142474
142.0,0.415323020668645
142.5,0.415089511965231
143.0,0.41485681830258
143.5,0.414624934010825
144.0,0.414393853479059
144.5,0.41416357115452
145.0,0.413934081541789
145.5,0.413705379202003
146.0,0.413477458752084
146.5,0.413250314863976
147.0,0.4130239422639
147.5,0.412798335731618
148.0,0.412573490099708
148.5,0.412349400252861
149.0,0.412126061127176
149.5,0.411903467709475
150.0,0.41168161503663
150.5,0.411460498194897
151.0,0.411240112319264
151.5,0.411020452592807
152.0,0.410801514246061
152.5,0.410583292556396
153.0,0.410365782847409
153.5,0.410148980488317
154.0,0.409932880893372
154.5,0.409717479521276
155.0,0.409502771874606
155.5,0.409288753499256
156.0,0.409075419983878
156.5,0.408862766959338
157.0,0.40865079009818
157.5,0.408439485114094
158.0,0.408228847761403
158.5,0.408018873834543
159.0,0.407809559167565
159.5,0.407600899633637
160.0,0.407392891144554
160.5,0.407185529650261
161.0,0.406978811138378
161.5,0.406772731633733
162.0,0.406567287197906
162.5,0.406362473928775
163.0,0.406158287960072
163.5,0.405954725460946
164.0,0.40575178263553
164.5,0.40554945572252
165.0,0.405347740994751
165.5,0.405146634758789
166.0,0.404946133354526
166.5,0.404746233154775
167.0,0.404546930564884
167.5,0.404348222022342
168.0,0.404150103996398
168.5,0.403952572987687
169.0,0.403755625527858
169.5,0.403559258179208
170.0,0.403363467534321
170.5,0.403168250215715
171.0,0.402973602875492
171.5,0.402779522194995
172.0,0.402586004884464
172.5,0.402393047682707
173.0,0.402200647356765
173.5,0.40200880070159
174.0,0.401817504539727
174.5,0.401626755720991
175.0,0.401436551122164
175.5,0.401246887646682
176.0,0.401057762224335
176.5,0.40086917181097
177.0,0.400681113388194
177.5,0.400493583963087
178.0,0.400306580567913
178.5,0.400120100259842
179.0,0.4
179.5,0.4
180.0,0.4
