year,rate
2005,1.015570147706990
2006,0.630592963979541
2007,0.993623551367043
2008,0.916377122554577
2009,0.955315764103288
2010,0.975779225411993
2011,0.963853938822131
2012,0.996545657580343
2013,0.987514592882600
2014,0.930149155353398
2015,0.943149464016202
2016,0.958153149182476
2017,0.916696783461074
2018,1.035088757206890
2019,1.218125239810690
2020,1.203813429476760
2021,1.100122570745910
2022,1.028469862984780
2023,1.026425733517840
2024,1.011323146769030
2025,0.915816981973050
