policy_reference,written_or_estimated_premium,total_incurred_shared_line,rate_change,acquisition_cost,signed_line
J6109L05ANWH,74049.77939100000000000000,0,1.00000000000000000000,0.22499999958136300000,0.12360000001502200000
J6109L06ANWH,55598.95710585000000000000,0,1.00000000000000000000,0.22499999993030400000,0.12029999998734200000
J6210V05ANWH,374867.09160000000000000000,7068.38058000000000000000,0,0.23000000015610900000,0.15822799998133700000
J6309X05ANWH,19393.70850000000000000000,0,1.00000000000000000000,0.22500000000000000000,0.14634000000000000000
J6309X06ANWH,4940.62500000000000000000,0,1.25000000000000000000,0.22500000000000000000,0.25000000000000000000
J6839A05ANWH,327642.04110000000000000000,0.00000000000000000000,0,0.20499999978647400000,0.23476000999073700000
J7329H05ANWH,31598.12853750000000000000,0,1.00000000000000000000,0.25000000000000000000,1.00000000000000000000
J7329H06ANWH,45512.90073750000000000000,0,1.00000000000000000000,0.25000000000000000000,1.00000000000000000000
J7415C05ANWH,132508.21555786800000000000,0,1.00000000000000000000,0.21999999957617700000,0.21568600008294200000
J7415C06ANWH,184018.38985008500000000000,0,1.00000000000000000000,0.20499999955285700000,0.17460300011853100000
J7415C07ANWH,301797.32859375000000000000,0,0.90000000009879900000,0.20500000014224800000,0.68750000001423800000
J7415C08ANWH,301797.32859375000000000000,0.00000000000000000000,0.90000000009879900000,0.20500000014224800000,0.68750000001423800000
J8377A05ANWH,6237.10610000000000000000,0,1.00000000000000000000,0.22000000275127600000,0.05567594011916610000
J8377A06ANWH,24948.29400000000000000000,0,1.00000000000000000000,0.21999999912458900000,0.05567593985516120000
J8377A07ANWH,93240.48440000000000000000,0,1.00000000000000000000,0.22000000005019300000,0.05567593995862350000
J8377A09ANWH,36879.37510000000000000000,0,1.00000000000000000000,0.22000000211500300000,0.05562500015082960000
J8517K06ANWH,6729.39680000000000000000,0,1.20000001426577000000,0.20499999409308100000,0.07500000055725650000
J8878N06ANWH,59672.95768271480000000000,0,1.00000000000000000000,0.25000000031421300000,0.22730000020672000000
J8878N07ANWH,80561.17561765820000000000,0,1.00000000000000000000,0.25000000000000000000,0.22730000002759400000
J8878N08ANWH,94131.77741250000000000000,0,1.00000000000000000000,0.24999999960162200000,0.22729999996981600000
J8878N09ANWH,20708.99103075000000000000,0,1.00000000000000000000,0.25000000000000000000,0.22729999966249100000
J9575H05ANWH,70568.24585008130000000000,0,1.00000000000000000000,0.22500000057657000000,0.16210000017855100000
J9575H06ANWH,68272.43665176800000000000,0,1.00000000000000000000,0.22499999991486300000,0.16210000011308800000
J9575H07ANWH,76391.98176504450000000000,0,1.00000000000000000000,0.22499999923912200000,0.16210000019721400000
J9575H08ANWH,14364.20697337360000000000,0,1.00000000000000000000,0.22500000229302600000,0.16209999983636800000
J9704E05ANWH,37041.30000000000000000000,0,0,0.20000000000000000000,0.26900000000000000000
J9909L05ANWH,52885.17000000000000000000,0,0,0.25000000000000000000,0.30927000000000000000
JA128B06ANWH,495425.99870000000000000000,0,0,0.20000000003229500000,0.16669999999327000000
JA128B07ANWH,556546.35910000000000000000,50016.80940000000000000000,1.22000000012276000000,0.20000000002874900000,0.14691999999894400000
JA195X06ANWH,434109.89580000000000000000,467.13099999999400000000,1.01999999990132000000,0.18049999227694100000,0.28571399999739600000
JA195X07ANWH,338008.49880000000000000000,0,0.76000000006295700000,0.18049999224573700000,0.20000001002341700000
JA195X08ANWH,707028.36610000000000000000,47109.30960000000000000000,0.77000000006098800000,0.18049999236794400000,0.33333300002942200000
JA195X09ANWH,642481.58110000000000000000,0,0.89999999992995900000,0.18049999237237300000,0.33333000000694800000
JA195X10ANWH,605255.30160000000000000000,185.58080000000000000000,0.90000000008921900000,0.18049999230942700000,0.08000000000634440000
JA195X11ANWH,404005.12430000000000000000,252871.14620000000000000000,0.89999999991089200000,0.18049999228067200000,0.07499999998700510000
JA195X12ANWH,356692.98000000000000000000,92475.92620000000000000000,0.95526496896324000000,0.20000000017942600000,0.07500000000000000000
JA195X13ANWH,274872.00000000000000000000,98064.68078500000000000000,0.98938903797202200000,0.20000000000000000000,0.07500000000000000000
JA195X14ANWH,289172.46000000000000000000,2480558.64670000000000000000,0.95652099600005900000,0.20000000000000000000,0.07500000000000000000
JA195X15ANWH,245432.97790000000000000000,747579.30480000000000000000,0.83132400511727800000,0.21499999992003900000,0.07500000000763960000
JA195X16ANWH,409699.26300000000000000000,72768.95720000000000000000,1.23809501657114000000,0.23000000009397100000,0.08499999998962650000
JA281L07ANWH,35050.78510000000000000000,0,0,0.23000000219681200000,0.50000000142650200000
JA292F06ANWH,204685.37428182200000000000,72637.39688229000000000000,0,0.27500000053130300000,1.00000000048855000000
JA292F08ANWH,186195.52713456000000000000,7771.47757799000000000000,1.00000000000000000000,0.27500000052565700000,1.00000000053707000000
JA292F09ANWH,81488.71600035000000000000,0,1.00000000000000000000,0.27500000022242300000,1.00000000000000000000
JA292F11ANWH,17762.77556243970000000000,0,1.00000000000000000000,0.27500000520400100000,1.00000000562975000000
JA400C11ANWH,414849.35560000000000000000,0,0,0.00000000000000000000,0.25667000000989900000
JA400C12ANWH,0.00000000000000000000,0,0,0,0
JA400C13ANWH,0.00000000000000000000,0,0,0,0
JA409V11ANWH,28381.50000000000000000000,0,0,0.20500000000000000000,0.28000000000000000000
JA435B11ANWH,39798.09960100000000000000,0,0,0.20000000000000000000,0.17499999984609800000
JA435B12ANWH,38386.60115400000000000000,0,1.00000000000000000000,0.20000000208406100000,0.17499999996580800000
JA435B14ANWH,70338.62119700000000000000,0,0.97560996967039300000,0.22500000063354200000,0.17499999995024100000
JA435B15ANWH,39952.40714100000000000000,0,0.79999999949139500000,0.22499999951504800000,0.17499999980289000000
JA435B17ANWH,12527.17649500000000000000,464478.63504900000000000000,0.83645103443958700000,0.22500000092798200000,0.17500000052386100000
JA447D11ANWH,34075.66201031250000000000,0,0,0.20499999954505600000,1.00000000000000000000
JA515C11ANWH,46500.00000000000000000000,0,0,0.22500000000000000000,1.00000000000000000000
JA537K11ANWH,103862.64170000000000000000,0,0,0.22500000000000000000,0.16216199991651600000
JA721B07ANWH,13196.64410000000000000000,588349.02016100000000000000,0,0.20000000363728800000,0.34041998935287600000
JA721B08ANWH,426839.81720000000000000000,0,1.00000000000000000000,0.20000000000000000000,0.34041998995134900000
JA721B09ANWH,882796.48170000000000000000,0,1.00000000000000000000,0.20000000005437300000,0.34041998999934300000
JA721B10ANWH,0.00000000000000000000,0,0,0,0
JA722J07ANWH,218064.16414449300000000000,0,0,0.20000000022011900000,0.36585000977163800000
JA744X07ANWH,112967.31156465600000000000,0,0,0.27500000027275600000,0.33330000037647200000
JAC57V20ANWH,159340.30888834100000000000,0,0,0.22500000018239300000,0.26663999007960600000
JAE11J14ANWH,0.00000000000000000000,0,0,0,0
JAF82L20ANWH,56498.00570000000000000000,0,0,0.25050000312811200000,0.15000000001327500000
JAF82L21ANWH,29741.76119200000000000000,0,1.00000000000000000000,0.26000000019904700000,0.14999999969739500000
JAF82L21JNWH,51700.20491267640000000000,0,1.00000000000000000000,0.26000000045802500000,0.14999999976789300000
JAN09N14ANWH,0.00000000000000000000,0,0,0,0
JAN09N15ANWH,74966.32014626770000000000,389.17199323470000000000,1.00000000000000000000,0.29999999906624700000,0.02669900000223890000
JAN09N16ANWH,59854.46992259000000000000,0,1.00000000000000000000,0.30000000023390100000,0.02669899998992340000
JAU05E13ANWH,9284.55890100000000000000,0,0,0.00750000056121406000,0.12903199925751900000
JAU05E14ANWH,7773.61843800000000000000,0,0.90392800154636100000,0.00749999894667778000,0.12903199998142300000
JAU05E15ANWH,8003.43954300000000000000,0,0.92559303322553500000,0.03749999744445810000,0.13333299892239300000
JAU08J14ANWH,42275.53200000000000000000,7189.51480000000000000000,0,0.15000000000000000000,0.04000000000000000000
JAU08J15ANWH,94630.84000000000000000000,48387.59200000000000000000,0.85000000000000000000,0.15000000000000000000,0.10000000000000000000
JAV06F14ANWH,43758.77270000000000000000,0,0,0.11666700465463700000,0.22500000974376100000
JAW08S14ANWH,63284.72700000000000000000,10784.27220000000000000000,0,0.15000000000000000000,0.06000000000000000000
JAY06E14ANWH,65709.15000000000000000000,0,0,0.22500000000000000000,0.32500000000000000000
JAY06E16ANWH,0.00000000000000000000,0,0,0,0
JB073S06ANWH,228045.73340000000000000000,0,0,0.20500000001743100000,0.24378199006302300000
JB091K06ANWH,796016.94050000000000000000,356.61523800000000000000,0,0.12500000002748100000,0.26086899002262900000
JB091K07ANWH,314256.20480000000000000000,0,1.04000000031770000000,0.14499999994150500000,0.26086900003133300000
JB091K08ANWH,826578.15770000000000000000,0,0.81999999994841400000,0.14500000000155200000,0.26086899997714100000
JB103G05ANWH,15820.39570000000000000000,0,0,0.23000000330965200000,0.18333320045292100000
JB332C07ANWH,481226.91999727300000000000,0,0,0.01000000024481170000,0.38000000995588600000
JB332C09ANWH,243038.47293682300000000000,0,1.00000000000000000000,0.00999999971078653000,0.38000000997224900000
JB416V11ANWH,218201.18058721800000000000,0,0,0.25000000017186000000,0.23580000001636100000
JB649E07ANWH,9438.52250490000000000000,0,0,0.22499999938417300000,0.74999999801346000000
JB651E08ANWH,135724.58650000000000000000,0,0,0.20000000035365700000,0.22902000988809200000
JB651E09ANWH,285039.42660000000000000000,0,1.02000000012882000000,0.17999999993095700000,0.25097999997781100000
JB651E10ANWH,216409.61320000000000000000,0,0.88000000000000000000,0.19999999992606600000,0.25097999996288800000
JB651E11ANWH,168767.45470000000000000000,0,1.00000000000000000000,0.20000000009480500000,0.20391999997583400000
JB651E12ANWH,49835.65110000000000000000,0,0.75000000112871000000,0.19999999903683400000,0.21053000018587700000
JB651E13ANWH,0.00000000000000000000,0,0,0,0
JB651E14ANWH,0.00000000000000000000,0,0,0,0
JB988Z11ANWH,111318.17760000000000000000,0,0,0.25000000000000000000,0.15000000000000000000
JB988Z13ANWH,41744.31660000000000000000,0,1.00000000000000000000,0.25000000000000000000,0.15000000000000000000
JB988Z14ANWH,41744.31660000000000000000,0,1.00000000000000000000,0.25000000000000000000,0.15000000000000000000
JB988Z15ANWH,41744.31660000000000000000,0,1.00000000000000000000,0.25000000000000000000,0.15000000000000000000
JB988Z16ANWH,41744.31660000000000000000,0,1.00000000000000000000,0.25000000000000000000,0.15000000000000000000
JB988Z17ANWH,41744.31660000000000000000,0,1.00000000000000000000,0.25000000000000000000,0.15000000000000000000
JB988Z18ANWH,27829.54440000000000000000,0,1.00000000000000000000,0.25000000000000000000,0.15000000000000000000
JB988Z19ANWH,27829.54440000000000000000,0,1.00000000000000000000,0.25000000000000000000,0.15000000000000000000
JB988Z20ANWH,26918.45757282650000000000,0,1.00000000000000000000,0.27750000149634800000,0.15000000033434300000
JB988Z21ANWH,21679.67758812360000000000,0,1.00000000000000000000,0.27750000124139900000,0.15000000051891900000
JBA84C20ANWH,306949.75120000000000000000,0,0,0.20500000005180000000,0.35294117449558000000
JBB06E14ANWH,61360.92270000000000000000,0,0,0.20000000026075200000,0.45000001980087700000
JBB56Q20ANWH,272749.99200000000000000000,94298.47960000000000000000,0,0.22499999989344600000,0.25999999523373100000
JBF57Q20ANWH,22512.21380000000000000000,0,0,0.20499999823429200000,0.25000000055525400000
JBF57Q21ANWH,40869.20630000000000000000,0,1.05999999725074000000,0.20500000051548600000,0.39999998962544100000
JBF57Q23ANWH,24028.69240000000000000000,0,1.00000000000000000000,0.21499999908526000000,0.39999999001194100000
JBK77X20ANWH,231222.46070000000000000000,0,0,0.22500000001675900000,0.10864485999927600000
JBR35S18ANWH,19206.38204692360000000000,0,0,0.20499999687486700000,0.50000000000000000000
JBR63V20ANWH,153728.05670000000000000000,0,0,0.22500000023946500000,0.12664947998673100000
JBV75X20ANWH,892433.51770818700000000000,0,0,0.15000000005714700000,0.04544089999752610000
JBV75X21ANWH,0.00000000000000000000,0,0,0,0
JBV75X22ANWH,618809.24223277400000000000,0.00000000000000000000,1.00000000000000000000,0.15000000000686800000,0.04544089999634320000
JBV75X23ANWH,365817.59490564500000000000,0,1.00000000000000000000,0.15000000008132500000,0.04544090000014940000
JBY10A14ANWH,97729.35827617680000000000,0,0,0.22499999996035000000,0.23789020005799000000
JC086E06ANWH,188863.35080000000000000000,0,0,0.20500000009892100000,0.23399000001028300000
JC086E07ANWH,427850.69670000000000000000,0,1.00000000000000000000,0.20500000002787200000,0.23398998999179700000
JC353B07ANWH,41737.50000000000000000000,0,0,0.20500000000000000000,1.00000000000000000000
JC383Z11ANWH,29081.70500000000000000000,0,0,0.20499999986331600000,0.19354900003327700000
JC466E11CNWH,179680.04830000000000000000,0,0,0.27500000046401900000,0.28925601001320100000
JC513D11ANWH,63490.60000000000000000000,0,0,0.20000000000000000000,0.25000000000000000000
JC595G08ANWH,52100.36316000000000000000,0.00000000000000000000,0,0.20499999938964000000,1.00000000000000000000
JC632A08ANWH,393381.48750000000000000000,0,0,0.15000000000000000000,0.25000000000000000000
JC632A10ANWH,98804.00000000000000000000,0,1.00000000000000000000,0.15000000000000000000,0.25000000000000000000
JC632A13ANWH,42659.86970000000000000000,0,1.00000000000000000000,0.15000000000000000000,0.18867700000000000000
JC656E07ANWH,309288.02197134100000000000,12700.49849962000000000000,0,0.27500000004102200000,0.99999999967667700000
JC656E09ANWH,86603.47196391380000000000,0,1.00000000000000000000,0.27500000043950300000,0.99999999884531200000
JC656E10ANWH,0.00000000000000000000,0,0,0,0
JC656E11ANWH,14908.08914653230000000000,0,1.00000000000000000000,0.27500000425524000000,0.08600000002768970000
JC845V09ANWH,93015.00290000000000000000,0,0,0.20499999967521400000,0.32500001013277400000
JC845V11ANWH,269296.50300000000000000000,366.43823719680000000000,1.00000000000000000000,0.20499999994686200000,0.32499999004350300000
JC845V11JNWH,53139.63090000000000000000,0,1.00000000000000000000,0.20499999977559100000,0.20953700005914700000
JC851J09ANWH,117494.26250000000000000000,0,0,0.22500000000000000000,0.50000000000000000000
JCF46Z20ANWH,136404.10992187500000000000,150.00000000000000000000,0,0.22500000001420400000,0.12499999997709000000
JCF46Z22ANWH,74502.93912680460000000000,0,1.00000000000000000000,0.23500000097546500000,0.12499999981124900000
JCL59Q21ANWH,281561.38238691800000000000,0,0,0.20500000010164700000,0.48484799392265500000
JCL59Q23ANWH,110564.46206161400000000000,0,1.00000000000000000000,0.20500000003235700000,0.50000000000000000000
JCL84K20ANWH,241076.99260000000000000000,0,0,0.20500000032977000000,0.15000000006222100000
JCV25G16ANWH,87820.61520000000000000000,0,0,0.22499999973525600000,0.47830000016339000000
JCX82D20ANWH,36362.00347600000000000000,0,0,0.25249999945009600000,1.00000000000000000000
JD060C06ANWH,305183.70220000000000000000,2125.20160000000000000000,0,0.20500000001693200000,0.13043400002236600000
JD069V06ANWH,31299.20000000000000000000,0,0,0.20000000000000000000,1.00000000000000000000
JD174Q06ANWH,17020.48000000000000000000,0,0,0.20000000000000000000,0.20000000000000000000
JD274G07ANWH,677701.55749142400000000000,252545.74557029500000000000,0,0.27500000002674500000,0.14999999999114700000
JD274G09ANWH,291116.92724738000000000000,0,0.91000000027271300000,0.27500000010584200000,0.40000001995074700000
JD325Z07ANWH,47845.88250000000000000000,0,0,0.20500000000000000000,0.92590000000000000000
JD359J07ANWH,199540.93070000000000000000,0.00000000000000000000,0,0.20500000013346900000,0.04817500000165980000
JD450H11ANWH,18443.60000000000000000000,0,0,0.20000000000000000000,0.50000000000000000000
JD658A08ANWH,394947.34848063600000000000,0,0,0.22499999999018900000,0.75000000009494900000
JD678L08ANWH,174216.80000000000000000000,0,0,0.20000000000000000000,1.00000000000000000000
JD764F12ANWH,6084.95197000000000000000,0,0,0.27499999642560900000,0.50000000410849600000
JD786Q09ANWH,117535.02096200000000000000,0,0,0.19999999959161100000,0.70000001024375500000
JD786Q11ANWH,9584.90564600000000000000,0,0.90999999855310000000,0.20000000834645700000,0.17499999917839600000
JD866S10ANWH,393565.09100000000000000000,0,0,0.25000000004764100000,0.39414398998529100000
JDB29Z18ANWH,24539.06962659800000000000,0.00000000000000000000,0,0.20500000221921600000,0.02922900017406910000
JDB29Z23ANWH,85489.01477756350000000000,0,1.00000000000000000000,0.20500000056261600000,0.10769230006808900000
JDE12Q14ANWH,118131.83260000000000000000,0,0,0.20500000067297700000,0.25000000021162800000
JDE12Q17ANWH,0.00000000000000000000,0,0,0,0
JDG96A21ANWH,0.00000000000000000000,0,0,0,0
JDH76B21ANWH,50338.00040000000000000000,0.00000000000000000000,0,0.22500000023093900000,0.15000000247328100000
JDH76B22ANWH,53281.25000000000000000000,0,1.04690299915975000000,0.22500000000000000000,0.12500000000000000000
JDH76B23ANWH,29062.50110000000000000000,0,1.05005897691023000000,0.22499999900000000000,0.12500000473118300000
JDR69D21ANWH,497447.98760000000000000000,0,0,0.20000000000000000000,0.39999999002910900000
JDT04A14ANWH,7759.80950000000000000000,0,0,0.22499999850189600000,0.04210499999518440000
JDU68B21ANWH,194972.04871987500000000000,0,0,0.20500000000000000000,0.14999999998846000000
JDV10Z15ANWH,358110.98950000000000000000,840813.66760000000000000000,0,0.21000000000000000000,0.25000000000000000000
JDV10Z16ANWH,275831.80800000000000000000,224042.33600000000000000000,0.87500396731900600000,0.16000000000000000000,0.20000000000000000000
JDV10Z17ANWH,50507.18400000000000000000,0,1.89994903406318000000,0.16000000000000000000,0.20000000000000000000
JDV39E19ANWH,128865.99960000000000000000,0,0,0.10000000000000000000,0.20000000000000000000
JDV39E20ANWH,174545.65040000000000000000,0,1.09678703221856000000,0.04999999953737030000,0.19354800211943400000
JDV39E21ANWH,124236.85960000000000000000,0,1.04996398952512000000,0.05000000011470030000,0.19354800001511200000
JDV39E22ANWH,34696.85000000000000000000,0,1.00000000000000000000,0.05000000000000000000,0.20000000000000000000
JDV60H21ANWH,68536.92540000000000000000,0,0,0.25000000000000000000,0.06421277004196550000
JDW56E21ANWH,248450.99070000000000000000,0,0,0.22500000003899200000,0.11499999999421400000
JDW56E21BNWH,27859.14420000000000000000,0,0,0.22500000194729600000,0.06500000006999500000
JDW56E23ANWH,44806.98020000000000000000,0,1.00000000000000000000,0.20500000023065600000,0.17921100005579700000
JDW59J21ANWH,318923.79830000000000000000,0,0,0.20499999992023200000,0.27499999001916800000
JDW59J23ANWH,86420.05770000000000000000,0,1.00000000000000000000,0.20500000022998100000,0.27500000023866000000
JDW59J24ANWH,171833.08880000000000000000,0,0.91666702310927800000,0.20500000023132900000,0.25000000007274500000
JDX95N21ANWH,660602.59650000000000000000,350308.24150000000000000000,0,0.10000000000000000000,0.17500000000000000000
JDY63L21ANWH,66132.99760000000000000000,0,0,0.22500000117188100000,1.00000000151210000000
JDY63L22ANWH,61999.48070000000000000000,0,1.00000000000000000000,0.22500000062500500000,0.99999999838708300000
JE025Z05ANWH,578248.21504049500000000000,1845.70949761100000000000,0,0.27499999997492400000,0.47370000003180100000
JE025Z06ANWH,475412.46777536500000000000,0,1.00000000000000000000,0.27499999989325100000,0.47370001009926000000
JE025Z07ANWH,497532.37904896200000000000,0,1.00000000000000000000,0.27500000016757700000,0.47369998988552100000
JE025Z08ANWH,772574.91562050200000000000,420743.59281726200000000000,1.00000000000000000000,0.27499999994604100000,0.47369999001389500000
JE025Z09ANWH,563729.12406297900000000000,97463.16592312330000000000,1.00000000000000000000,0.27499999998713900000,0.47369999006449400000
JE025Z10ANWH,355450.57228027300000000000,10382.65538346300000000000,1.00000000000000000000,0.27499999992861200000,0.47369999001217600000
JE025Z11ANWH,435696.23176351300000000000,204093.80905563600000000000,1.00000000000000000000,0.27499999997088000000,0.47369999002871900000
JE025Z12ANWH,471241.28896945300000000000,0,1.00000000000000000000,0.27499999992692200000,0.47369999000207700000
JE025Z13ANWH,471241.28896945300000000000,4253.68876680010000000000,0.89999999976799500000,0.27500000008077100000,0.47369999000207700000
JE025Z14ANWH,345134.47248052500000000000,121242.96496115800000000000,0.95000000003039800000,0.27500000009452800000,0.47370000005923700000
JE025Z15ANWH,349052.63456613600000000000,20354.71562967240000000000,1.00000000000000000000,0.28499999994571700000,0.10941200001676800000
JE025Z16ANWH,245465.73863245500000000000,111111.05076962900000000000,1.00000000000000000000,0.29999999980037900000,0.07859099984157900000
JE025Z17ANWH,174319.55862164300000000000,613695.13389810700000000000,0.88714798005863500000,0.29999999995984400000,0.06990200002057380000
JE074A06ANWH,12187.33780000000000000000,0,0,0.20500000238095500000,0.33333299965401300000
JE142Z06ANWH,145716.90150000000000000000,44526.65312700000000000000,0,0.20500000000000000000,0.11893100002595400000
JE206B06ANWH,55999.99840000000000000000,0,0,0.20000000000000000000,0.69999998000000000000
JE207J06ANWH,4233.65260000000000000000,0,0,0.23000001818760500000,0.07500000177152000000
JE207J07ANWH,27030.75370000000000000000,0,1.00000000000000000000,0.22999999792051700000,0.07499999986126910000
JE260G11ANWH,144615.24280000000000000000,557.71300000000300000000,0,0.22500000045551900000,0.15872999989841800000
JE560F08ANWH,157880.51560000000000000000,0,0,0.20000000000000000000,0.43589800991728200000
JE631J08ANWH,26555.68476000000000000000,0,0,0.20000000000000000000,0.19361100029163000000
JE799D09ANWH,60397.50000000000000000000,0,0,0.25000000000000000000,0.32212000000000000000
JEC89F21ANWH,38850.00000000000000000000,0,0,0.07500000000000000000,1.00000000000000000000
JEF33F18ANWH,1347.61598063570000000000,0,0,0.09999999332153960000,0.20894901120116800000
JEF33F19ANWH,3185.91100292340000000000,0,1.07478895554674000000,0.09999997175062240000,0.20895000228500400000
JEF33F20ANWH,10451.49510000000000000000,0,1.37999999524661000000,0.09999999741663750000,0.20894999952018300000
JEF33F21ANWH,3493.31802775570000000000,0,1.10000001738722000000,0.10000001545808300000,0.20895000022669600000
JEF33F22ANWH,12146.66317825440000000000,0,1.04999999284023000000,0.09999999703622310000,0.20895000035161400000
JEG11K15ANWH,70635.43030000000000000000,0,0,0.20499999944850600000,0.79999998074620700000
JEG71F21CNWH,0.00000000000000000000,0,0,0,0
JEG71F22CNWH,0.00000000000000000000,0,0,0,0
JEK75X21ANWH,30050.04000000000000000000,0,0,0.20000000000000000000,0.15000000000000000000
JEK75X22ANWH,33055.10160000000000000000,0,1.10000000232944000000,0.20000000000000000000,0.15000000000000000000
JEK99C21ANWH,248294.15250000000000000000,0,0,0.20499999979828400000,0.27499999003198500000
JEP15Q15ANWH,187686.59820000000000000000,0,0,0.20500000026685400000,0.27397999996606000000
JEP15Q17ANWH,43081.12410000000000000000,0,1.00000000000000000000,0.20499999988927900000,0.27397999988648100000
JEP15Q18ANWH,19620.53950000000000000000,0,1.00000000000000000000,0.20500000002025900000,0.27398000008814000000
JEP80Q21ANWH,209918.07170000000000000000,0,0,0.19999999992378000000,0.07038460001518220000
JEX48G21ANWH,725436.78738046300000000000,439.22861926900000000000,1.35000000024662000000,0.25750000003428800000,0.04997500000713490000
JEX48G22ANWH,54173.47671041590000000000,0,0.93596099999788000000,0.25750000156933300000,0.03656858004082280000
JEX48G23ANWH,147543.35894327300000000000,0,1.00000000000000000000,0.25750000045543400000,0.02710799999162310000
JF311X07ANWH,8655.31961250000000000000,0,0,0.24999999566740400000,1.00000000000000000000
JF344A07ANWH,191714.63920000000000000000,0,0,0.20000000000000000000,1.00000000000000000000
JF344A09ANWH,0.00000000000000000000,0,0,0,0
JF344A10ANWH,70678.20800000000000000000,0,1.00000000000000000000,0.20000000000000000000,1.00000000000000000000
JF344A12ANWH,88200.00000000000000000000,0,1.00000000000000000000,0.20000000000000000000,1.00000000000000000000
JF611V08ANWH,132134.45110000000000000000,0,0,0.21750000028425600000,0.30769299988822600000
JFA95L21ANWH,874873.79900000000000000000,0,0,0.22500000002436100000,0.15000000240034600000
JFA95L23ANWH,59060.13130000000000000000,0,1.00000000000000000000,0.22499999967194500000,0.15000000006349500000
JFC84D21ANWH,313321.89532691800000000000,0,0,0.22499999996908100000,0.16499999998920400000
JFC84D23ANWH,197915.04402276800000000000,0,1.00000000000000000000,0.28300000179363200000,0.16499999995206300000
JFD59A21ANWH,575999.13990000000000000000,0,0,0.20000000000000000000,0.21052600142543900000
JFD59A23ANWH,207974.00000000000000000000,0,1.00000000000000000000,0.20000000030773100000,0.21050000000000000000
JFD68X22JNWH,250425.00000000000000000000,0,1.00000000000000000000,0.20500000000000000000,1.00000000000000000000
JFD68X23ANWH,57240.00000000000000000000,0,1.00000000000000000000,0.20500000000000000000,1.00000000000000000000
JFG39G19ANWH,200148.64290000000000000000,0,0,0.25000000000000000000,0.35000000944298200000
JFJ63B21ANWH,524468.25460000000000000000,0,0,0.03999999991946130000,0.35000000995675200000
JFM13K15ANWH,7999.20020000000000000000,0,0,0.20000000400040000000,0.33330000833333300000
JFM13K16ANWH,7999.03360000000000000000,0,1.00000000000000000000,0.30000000262531700000,0.33330001041688400000
JFM13K17ANWH,6649.33520000000000000000,0,0.95000000142871400000,0.30000000105273700000,0.33330001002506300000
JFM13K18ANWH,6649.33520000000000000000,0,1.00000000000000000000,0.30000000105273700000,0.33330001002506300000
