year,business_plan_class,che,var_exp,fixed_exp,cost_of_ri,ri_rec,inv_inc,capital_req,roc,nmp_load
2024,"Hull, IV, War",0.00727895975133928,0.21167348139435,1561.93520649403,0.0210283886642207,0,0.061253851360003,0.482114459062173,0.15,0.0414081120138629
2025,"Hull, IV, War",0.0163355775881099,0.160461279325072,1640.03196681873,0.0258550889534113,0,0.0823321614744479,0.567392466060979,0.15,0.0767610200244273
2024,Loss of Hire (LOH),0.0095593864822655,0.160327644118186,1561.93520649403,0.0224665695878977,0,0.061253851360003,0.499109087493449,0.15,0.0414081120138629
2025,Loss of Hire (LOH),0.0163355775881099,0.160461279325072,1640.03196681873,0.0258550889534113,0,0.0823321614744479,0.567392466060979,0.15,0.0767610200244273
2022,Shipbuilders,0.01053632406646820,0.172788334830952,1561.93520649403,0.0202436654675996,0,0.0228166943273766,0.395360751129527,0.15,0.0414081120138629
2023,Shipbuilders,0.00727895975133928,0.21167348139435,1561.93520649403,0.0210283886642207,0,0.061253851360003,0.482114459062173,0.15,0.0414081120138629
2024,Shipbuilders,0.00955938648226550,0.163258252771344,1561.93520649403,0.0224665695878977,0,0.0782909468941749,0.499109087493449,0.15,0.0414081120138629
2025,Shipbuilders,0.016335577588109900,0.160461279325072,1640.03196681873,0.0258550889534113,0,0.0823321614744479,0.567392466060979,0.15,0.0767610200244273
