"Path","Name","Type","Mode","Optionality","Label","Default Value","Async Input","Async Output"
"cds/layers/nmp/non_modelled_perils_16/include_curve","include_curve","bool","input","required","Include Curve","True","n/a","n/a"
"cds/layers/nmp/non_modelled_perils_16","non_modelled_perils_16","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/layers/nmp/non_modelled_perils_17/gross_el","gross_el","float","output","n/a","Gross EL","n/a","n/a","['nmp_calc_task']"
"cds/layers/nmp/non_modelled_perils_17/loss_on_line","loss_on_line","float","output","n/a","Gross LoL","n/a","n/a","['nmp_calc_task']"
"cds/layers/nmp/non_modelled_perils_17/gross_sd","gross_sd","float","output","n/a","Gross SD","n/a","n/a","['nmp_calc_task']"
"cds/layers/nmp/non_modelled_perils_17/include_curve","include_curve","bool","input","required","Include Curve","True","n/a","n/a"
"cds/layers/nmp/non_modelled_perils_17","non_modelled_perils_17","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/layers/nmp/non_modelled_perils_18/gross_el","gross_el","float","output","n/a","Gross EL","n/a","n/a","['nmp_calc_task']"
"cds/layers/nmp/non_modelled_perils_18/loss_on_line","loss_on_line","float","output","n/a","Gross LoL","n/a","n/a","['nmp_calc_task']"
"cds/layers/nmp/non_modelled_perils_18/gross_sd","gross_sd","float","output","n/a","Gross SD","n/a","n/a","['nmp_calc_task']"
"cds/layers/nmp/non_modelled_perils_18/include_curve","include_curve","bool","input","required","Include Curve","True","n/a","n/a"
"cds/layers/nmp/non_modelled_perils_18","non_modelled_perils_18","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/layers/nmp/non_modelled_perils_19/gross_el","gross_el","float","output","n/a","Gross EL","n/a","n/a","['nmp_calc_task']"
"cds/layers/nmp/non_modelled_perils_19/loss_on_line","loss_on_line","float","output","n/a","Gross LoL","n/a","n/a","['nmp_calc_task']"
"cds/layers/nmp/non_modelled_perils_19/gross_sd","gross_sd","float","output","n/a","Gross SD","n/a","n/a","['nmp_calc_task']"
"cds/layers/nmp/non_modelled_perils_19/include_curve","include_curve","bool","input","required","Include Curve","True","n/a","n/a"
"cds/layers/nmp/non_modelled_perils_19","non_modelled_perils_19","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/layers/nmp/non_modelled_perils_20/gross_el","gross_el","float","output","n/a","Gross EL","n/a","n/a","['nmp_calc_task']"
"cds/layers/nmp/non_modelled_perils_20/loss_on_line","loss_on_line","float","output","n/a","Gross LoL","n/a","n/a","['nmp_calc_task']"
"cds/layers/nmp/non_modelled_perils_20/gross_sd","gross_sd","float","output","n/a","Gross SD","n/a","n/a","['nmp_calc_task']"
"cds/layers/nmp/non_modelled_perils_20/include_curve","include_curve","bool","input","required","Include Curve","True","n/a","n/a"
"cds/layers/nmp/non_modelled_perils_20","non_modelled_perils_20","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/layers/nmp/non_modelled_perils_21/gross_el","gross_el","float","output","n/a","Gross EL","n/a","n/a","['nmp_calc_task']"
"cds/layers/nmp/non_modelled_perils_21/loss_on_line","loss_on_line","float","output","n/a","Gross LoL","n/a","n/a","['nmp_calc_task']"
"cds/layers/nmp/non_modelled_perils_21/gross_sd","gross_sd","float","output","n/a","Gross SD","n/a","n/a","['nmp_calc_task']"
"cds/layers/nmp/non_modelled_perils_21/include_curve","include_curve","bool","input","required","Include Curve","True","n/a","n/a"
