lev,ilf
10000,0.30632752454354
50000,0.392198949916218
25000,0.421314950269621
100000,0.523769264279044
250000,0.669339654755325
500000,0.813728123944934
1000000,1.0000002653472
1500000,1.12533016985427
2000000,1.22818428546073
2500000,1.31525194161698
3000000,1.39151260282669
3500000,1.45982412797508
4000000,1.52199714917727
4500000,1.57925994713919
5000000,1.63248869305261
5500000,1.68233297426026
6000000,1.72928935265233
6500000,1.77374697299704
7000000,1.81601715581784
7500000,1.8563533305558
8000000,1.89496488993914
8500000,1.93202707984282
9000000,1.96768822339191
9500000,2.00207510464555
10000000,2.0352970520211
10500000,2.06744908421429
11000000,2.09861436784798
11500000,2.12886616159593
12000000,2.15826937155125
12500000,2.18688180839857
13000000,2.21475521310219
13500000,2.24193610092504
14000000,2.26846646143874
14500000,2.29438434332137
15000000,2.31972417007186
15500000,2.33304651299963
16000000,2.34602627945822
16500000,2.3586826085576
17000000,2.37103302833985
17500000,2.38309363433663
18000000,2.39487924384657
18500000,2.4064035298112
19000000,2.41767913746125
19500000,2.42871778634201
20000000,2.43953035987548
20500000,2.45012698425269
21000000,2.46051709815477
21500000,2.47070951456008
22000000,2.48071247569766
22500000,2.49053370204426
23000000,2.50018043612769
23500000,2.50965948178716
24000000,2.51897723944778
24500000,2.52813973788789
25000000,2.53715266291195
25500000,2.54602138328581
26000000,2.5547509742441
26500000,2.56334623883881
27000000,2.57181172736432
27500000,2.5801517550642
28000000,2.58837041830012
28500000,2.59647160934142
29000000,2.60445902991486
29500000,2.61233620363811
30000000,2.62010648744606
30500000,2.6226606413541
31000000,2.62518395851615
31500000,2.62767729971993
32000000,2.63014148851861
32500000,2.63257731339501
33000000,2.63498552976877
33500000,2.63736686186011
34000000,2.63972200442247
34500000,2.64205162435498
35000000,2.64435636220466
35500000,2.64663683356749
36000000,2.64889363039634
36500000,2.65112732222319
37000000,2.65333845730247
37500000,2.65552756368139
38000000,2.65769515020297
38500000,2.65984170744687
39000000,2.66196770861247
39500000,2.66407361034855
40000000,2.66615985353347
40500000,2.6682268640092
41000000,2.67027505327272
41500000,2.67230481912751
42000000,2.67431654629807
42500000,2.67631060700982
43000000,2.67828736153689
43500000,2.68024715871978
44000000,2.68219033645493
44500000,2.68411722215804
45000000,2.6860281332028
45500000,2.68792337733662
46000000,2.68980325307476
46500000,2.69166805007426
47000000,2.69351804948885
47500000,2.69535352430604
48000000,2.6971747396675
48500000,2.69898195317357
49000000,2.70077541517306
49500000,2.70255536903903
50000000,2.70432205143136
50500000,2.70607569254703
51000000,2.70781651635861
51500000,2.70954474084171
52000000,2.71126057819205
52500000,2.7129642350326
53000000,2.71465591261148
53500000,2.71633580699095
54000000,2.71800410922811
54500000,2.71966100554771
55000000,2.7213066775074
55500000,2.72294130215597
56000000,2.72456505218476
56500000,2.72617809607277
57000000,2.72778059822563
57500000,2.72937271910885
58000000,2.7309546153756
58500000,2.73252643998925
59000000,2.73408834234097
59500000,2.73564046836265
60000000,2.7371829606353
60500000,2.73871595849318
61000000,2.74023959812391
61500000,2.74175401266463
62000000,2.74325933229454
62500000,2.74475568432384
63000000,2.74624319327934
63500000,2.74772198098688
64000000,2.74919216665066
64500000,2.75065386692962
65000000,2.75210719601105
65500000,2.75355226568154
66000000,2.7549891853953
66500000,2.75641806234011
67000000,2.75783900150086
67500000,2.75925210572094
68000000,2.76065747576135
68500000,2.76205521035788
69000000,2.76344540627623
69500000,2.76482815836528
70000000,2.76620355960857
70500000,2.76757170117395
71000000,2.76893267246171
71500000,2.77028656115095
72000000,2.77163345324454
72500000,2.77297343311253
73000000,2.77430658353417
73500000,2.77563298573861
74000000,2.77695271944417
74500000,2.7782658628965
75000000,2.77957249290546
75500000,2.78087268488079
76000000,2.78216651286676
76500000,2.78345404957567
77000000,2.78473536642038
77500000,2.78601053354572
78000000,2.78727961985911
78500000,2.78854269306011
79000000,2.78979981966915
79500000,2.79105106505537
80000000,2.79229649346367
80500000,2.7935361680409
81000000,2.79477015086136
81500000,2.79599850295147
82000000,2.79722128431379
82500000,2.7984385539503
83000000,2.79965036988508
83500000,2.80085678918622
84000000,2.80205786798729
84500000,2.80325366150801
85000000,2.80444422407449
85500000,2.80562960913884
86000000,2.80680986929823
86500000,2.80798505631347
87000000,2.80915522112704
87500000,2.81032041388068
88000000,2.8114806839324
88500000,2.81263607987317
89000000,2.8137866495431
89500000,2.81493244004712
90000000,2.81607349777038
90500000,2.81720986839316
91000000,2.81834159690539
91500000,2.81946872762083
92000000,2.82059130419086
92500000,2.82170936961793
93000000,2.82282296626862
93500000,2.82393213588645
94000000,2.82503691960429
94500000,2.82613735795651
95000000,2.82723349089077
95500000,2.82832535777957
96000000,2.82941299743152
96500000,2.83049644810224
97000000,2.83157574750511
97500000,2.83265093282171
98000000,2.83372204071196
98500000,2.83478910732409
99000000,2.83585216830434
99500000,2.83691125880641
100000000,2.83796641350071
