"Path","Name","Type","Mode","Optionality","Label","Default Value","Async Input","Async Output"
"cds/exposure/aggregate/perils/coup/excess_calculated","excess_calculated","float","output","n/a","Excess
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/coup/deductible_calculated","deductible_calculated","float","output","n/a","Deductible
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/coup/is_covered_override","is_covered_override","str","input","optional","Covered
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/coup/limit_override","limit_override","float","input","optional","Limit
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/coup/excess_override","excess_override","float","input","optional","Excess
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/coup/deductible_override","deductible_override","float","input","optional","Deductible
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/coup/is_covered_selected","is_covered_selected","str","output","n/a","Covered
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/coup/limit_selected","limit_selected","float","output","n/a","Limit
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/coup/excess_selected","excess_selected","float","output","n/a","Excess
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/coup/deductible_selected","deductible_selected","float","output","n/a","Deductible
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/coup","coup","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/war/is_covered_calculated","is_covered_calculated","str","output","n/a","Covered
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/war/limit_calculated","limit_calculated","float","output","n/a","Limit
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/war/excess_calculated","excess_calculated","float","output","n/a","Excess
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/war/deductible_calculated","deductible_calculated","float","output","n/a","Deductible
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/war/is_covered_override","is_covered_override","str","input","optional","Covered
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/war/limit_override","limit_override","float","input","optional","Limit
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/war/excess_override","excess_override","float","input","optional","Excess
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/war/deductible_override","deductible_override","float","input","optional","Deductible
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/war/is_covered_selected","is_covered_selected","str","output","n/a","Covered
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/war/limit_selected","limit_selected","float","output","n/a","Limit
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/war/excess_selected","excess_selected","float","output","n/a","Excess
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/war/deductible_selected","deductible_selected","float","output","n/a","Deductible
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/war","war","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/insurgency/is_covered_calculated","is_covered_calculated","str","output","n/a","Covered
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/insurgency/limit_calculated","limit_calculated","float","output","n/a","Limit
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/insurgency/excess_calculated","excess_calculated","float","output","n/a","Excess
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/insurgency/deductible_calculated","deductible_calculated","float","output","n/a","Deductible
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/insurgency/is_covered_override","is_covered_override","str","input","optional","Covered
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/insurgency/limit_override","limit_override","float","input","optional","Limit
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/insurgency/excess_override","excess_override","float","input","optional","Excess
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/insurgency/deductible_override","deductible_override","float","input","optional","Deductible
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/insurgency/is_covered_selected","is_covered_selected","str","output","n/a","Covered
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/insurgency/limit_selected","limit_selected","float","output","n/a","Limit
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/insurgency/excess_selected","excess_selected","float","output","n/a","Excess
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/insurgency/deductible_selected","deductible_selected","float","output","n/a","Deductible
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/insurgency","insurgency","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/liability/is_covered_calculated","is_covered_calculated","str","output","n/a","Covered
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/liability/limit_calculated","limit_calculated","float","output","n/a","Limit
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/liability/excess_calculated","excess_calculated","float","output","n/a","Excess
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/liability/deductible_calculated","deductible_calculated","float","output","n/a","Deductible
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/liability/is_covered_override","is_covered_override","str","input","optional","Covered
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/liability/limit_override","limit_override","float","input","optional","Limit
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/liability/excess_override","excess_override","float","input","optional","Excess
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/liability/deductible_override","deductible_override","float","input","optional","Deductible
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/liability/is_covered_selected","is_covered_selected","str","output","n/a","Covered
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/liability/limit_selected","limit_selected","float","output","n/a","Limit
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/liability/excess_selected","excess_selected","float","output","n/a","Excess
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/liability/deductible_selected","deductible_selected","float","output","n/a","Deductible
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/liability","liability","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/cyber/is_covered_calculated","is_covered_calculated","str","output","n/a","Covered
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/cyber/limit_calculated","limit_calculated","float","output","n/a","Limit
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/cyber/excess_calculated","excess_calculated","float","output","n/a","Excess
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/cyber/deductible_calculated","deductible_calculated","float","output","n/a","Deductible
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/cyber/is_covered_override","is_covered_override","str","input","optional","Covered
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/cyber/limit_override","limit_override","float","input","optional","Limit
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/cyber/excess_override","excess_override","float","input","optional","Excess
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/cyber/deductible_override","deductible_override","float","input","optional","Deductible
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/cyber/is_covered_selected","is_covered_selected","str","output","n/a","Covered
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/cyber/limit_selected","limit_selected","float","output","n/a","Limit
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/cyber/excess_selected","excess_selected","float","output","n/a","Excess
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/cyber/deductible_selected","deductible_selected","float","output","n/a","Deductible
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/cyber","cyber","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/nrcb/is_covered_calculated","is_covered_calculated","str","output","n/a","Covered
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/nrcb/limit_calculated","limit_calculated","float","output","n/a","Limit
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/nrcb/excess_calculated","excess_calculated","float","output","n/a","Excess
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/nrcb/deductible_calculated","deductible_calculated","float","output","n/a","Deductible
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/nrcb/is_covered_override","is_covered_override","str","input","optional","Covered
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/nrcb/limit_override","limit_override","float","input","optional","Limit
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/nrcb/excess_override","excess_override","float","input","optional","Excess
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/nrcb/deductible_override","deductible_override","float","input","optional","Deductible
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/nrcb/is_covered_selected","is_covered_selected","str","output","n/a","Covered
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/nrcb/limit_selected","limit_selected","float","output","n/a","Limit
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/nrcb/excess_selected","excess_selected","float","output","n/a","Excess
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/nrcb/deductible_selected","deductible_selected","float","output","n/a","Deductible
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/nrcb","nrcb","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/looting/is_covered_calculated","is_covered_calculated","str","output","n/a","Covered
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/looting/limit_calculated","limit_calculated","float","output","n/a","Limit
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/looting/excess_calculated","excess_calculated","float","output","n/a","Excess
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/looting/deductible_calculated","deductible_calculated","float","output","n/a","Deductible
Calculated","n/a","n/a","n/a"
"cds/exposure/aggregate/perils/looting/is_covered_override","is_covered_override","str","input","optional","Covered
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/looting/limit_override","limit_override","float","input","optional","Limit
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/looting/excess_override","excess_override","float","input","optional","Excess
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/looting/deductible_override","deductible_override","float","input","optional","Deductible
Override","None","n/a","n/a"
"cds/exposure/aggregate/perils/looting/is_covered_selected","is_covered_selected","str","output","n/a","Covered
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/looting/limit_selected","limit_selected","float","output","n/a","Limit
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/looting/excess_selected","excess_selected","float","output","n/a","Excess
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/looting/deductible_selected","deductible_selected","float","output","n/a","Deductible
Selected","n/a","['task_confirm_limits']","n/a"
"cds/exposure/aggregate/perils/looting","looting","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/exposure/aggregate/perils","perils","structure","n/a","n/a","n/a","n/a","n/a","n/a"
